,Concept_ID,kl,ps
0,Auge::N,isi,سترګه
1,Ohr::N,siut,غوږ
2,Mund::N,paaq,خوله
3,Mund::N,qaneq,خوله
4,Zahn::N,kigut,غاښ
5,Zunge::N,oqaq,جبه
6,Lippe::N,qarloq,شونډه
7,Wange::N,ersaq,باړخو
8,Gesicht::N,kiinaq,مخ
9,Stirn::N,qaaq,تندی
10,Stirn::N,qaaq,وچولی
11,Haar::N,meqqoq,وېښته
12,Bart::N,umik,ږیره
13,Kinn::N,talloq,زنه
14,Kiefer[Anatomie]::N,alleroq,جامه
15,Kehle::N,malaq,غاړه
16,Hals::N,qungaseq,غاړه
17,Genick::N,pukusuk,ورمېږ
18,Kopf::N,niaqoq,سر
19,Rücken::N,qimerlut,شا
20,Bauch::N,naaq,نس
21,Bauch::N,naaq,ګېډه
22,Nabel::N,qalaseq,نوم
23,Busen::N,iviangeq,تی
24,Brust::N,iviangeq,سینه
25,Schulter::N,ersik,اوږه
26,Schulter::N,assaqqoq,اوږه
27,Arm::N,taleq,لاس
28,Ellenbogen::N,ikusik,څنګل
29,Hand::N,assak,لاس
30,Handfläche::N,itumak,ورغوی
31,Finger::N,inuak,ګوته
32,Fingernagel::N,kikiak,نوک
33,Nagel[Anatomie]::N,kukik,نوک
34,Zeh::N,isigak,ګوته
35,Ferse::N,kimmik,پونده
36,Knie::N,seeqqoq,زنګون
37,Oberschenkel::N,uppat,پتون
38,Oberschenkel::N,quttoraq,پتون
39,Bein::N,isigak,پښه
40,Körper::N,timi,ځان
41,Haut::N,mattak,پوټکی
42,Blut::N,aak,وینه
43,Ader::N,taqaq,رګ
44,Sehne::N,ujalu,پله
45,Sehne::N,ujaloq,پله
46,Knochen::N,saanikut,هډوکی
47,Gehirn::N,qarasaq,ماغزه
48,Herz::N,uummat,زړه
49,Magen::N,aqajaroq,معده
50,Leber::N,tinguk,ينه
51,Leber::N,tinguk,ځیګر
52,Atem::N,anerneq,نفس
53,Hunger::N,kaanneq,ولږه
54,Träne::N,qia,اوښکه
55,Träne::N,qiak,اوښکه
56,Geschmack::N,qilanaartuut,مزه
57,Geschmack::N,qilanaartuut,خوند
58,Geruch::N,tipi,بوی
59,Geruch::N,tipik,بوی
60,Traum::N,sinnattoq,خوب
61,Traum::N,sinnattugaq,خوب
62,Himmel::N,qilak,اسمان
63,Sonne::N,seqineq,لمر
64,Mond::N,qaammat,سپوږمۍ
65,Stern::N,ulloriaq,ستوری
66,Luft::N,silaannaq,هوا
67,Wind::N,anori,ورښ
68,Wind::N,anorsarik,ورښ
69,Welle::N,aalappaa,موج
70,Wasser::N,imeq,اوبه
71,Stein::N,ujarak,ډبره
72,Boden::N,nateq,مځکه
73,Erde::N,issoq,خاوره
74,Staub::N,pujualanerit,ګرد
75,Staub::N,pujualanerit,خاوره
76,Staub::N,pujoralanerit,ګرد
77,Staub::N,pujoralanerit,خاوره
78,Rauch::N,iseq,دود
79,Rauch::N,iseq,لوګی
80,Rauch::N,pujoq,دود
81,Rauch::N,pujoq,لوګی
82,Funke::N,illoorneq,سپرغۍ
83,Feuer::N,inneq,اور
84,Licht::N,qaamaneq,رڼا
85,Schatten::N,tarraq,سیوری
86,Wetter::N,sila,هوا
87,Nebel::N,pujoq,لړه
88,Wolke::N,nuia,ورېځ
89,Regen::N,sialuk,وریا
90,Regen::N,sialuk,باران
91,Schnee::N,aput,واوره
92,Eis::N,siku,یخ
93,Eis::N,siku,کنګل
94,Frost::N,issi,یخ
95,Frost::N,issik,یخ
96,Kälte::N,issi,ساړه
97,Hitze::N,kianneq,تودوخي
98,Hitze::N,kiassuseq,تودوخي
99,Raureif::N,kaneq,سپینه پرخه
100,Regenbogen::N,neriusaaq,بوډۍ ټال
101,Regenbogen::N,neriusaaq,سره زرغونه
102,Donner::N,kalleq,تالنده
103,Tropfen::N,kuseriarneq,قطره
104,Tropfen::N,kuseriarneq,څاڅکی
105,Schaum::N,qapuk,ځګ
106,Schmutz::N,minguk,ناپاکي
107,See::N,taseq,جهیل
108,Sumpf::N,maqulluk,جبه
109,Wiese::N,masarsuk,چمن
110,Wiese::N,masarsuk,شنېلی
111,Hügel::N,qattuneq,تپه
112,Hügel::N,majuariaq,تپه
113,Hügel::N,majorajaaq,تپه
114,Hügel::N,qaqqannguaq,تپه
115,Berg::N,qaqqaq,غ‍‍‍‍‍ر
116,Höhle::N,qaarusuk,کاز
117,Abhang::N,ippik,لمن
118,Abhang::N,sivinganeq,لمن
119,Abhang::N,sivingajaaq,لمن
120,Abhang::N,kussangajaaq,لمن
121,Bach::N,kuunnguaq,واله
122,Fluss::N,kuuk,سیند
123,Ufer::N,sissap sinaa,غاړه
124,Küste::N,sineriak,ساحل
125,Meer::N,imaq,بحر
126,Meer::N,imaq,سمندر
127,Bucht::N,ikeq,کارۍ
128,Bucht::N,kangerluk,کارۍ
129,Bucht::N,kangerliumaneq,کارۍ
130,Insel::N,qeqertaq,ټاپو
131,Insel::N,qeqertaq,جزيره
132,Blume::N,naasoq,ګل
133,Gras::N,ivigaq,واښه
134,Wurzel::N,niulutaq,ریښه
135,Baum::N,orpik,ونه
136,Stamm::N,kanaartaq,ډډ
137,Rinde::N,ameraq,پوستکی
138,Ast::N,avalequt,ښاخ
139,Zweig::N,avalequt,څانګه
140,Blatt::N,pilutaq,پاڼه
141,Birke::N,patitsit,توس
142,Weide[Baum]::N,palleq,وله
143,Tanne::N,orsuerneq,ناجو
144,Horn::N,nassuk,ښکر
145,Feder::N,suluk,بڼکه
146,Fell::N,ameq,پوستکی
147,Flügel::N,suluk,وزر
148,Flügel::N,isaroq,وزر
149,Klaue::N,kukik,پنجه
150,Klaue::N,kukik,منګول
151,Kralle::N,kukik,پنجه
152,Kralle::N,kukik,منګول
153,Schwanz::N,pamioq,لکۍ
154,Schwanz::N,paperuusaq,لکۍ
155,Ei::N,mannik,وۍ
156,Ei::N,mannik,هګۍ
157,Nest::N,ullut,جاله
158,Bau::N,ini,کاز
159,Tier::N,uumasoq,ژوی
160,Tier::N,uumasoq,حیوان
161,Herde::N,unguukkat,رمه
162,Herde::N,unguukkat,غېله
163,Kuh::N,ussik,غوا
164,Bulle::N,angukulak,غوئی
165,Bulle::N,anguteralak,غوئی
166,Bulle::N,angutikulooq,غوئی
167,Schaf::N,sava,پسه
168,Schwein::N,puuluki,سرکوزی
169,Hund::N,qimmeq,سپی
170,Katze::N,puisaaq,پشه
171,Bär::N,allaq,خرس
172,Eichhörnchen::N,sissinnguaq,خړ لمی
173,Fuchs::N,terianniaq,سپلم
174,Hase::N,ukaleq,سوی
175,Maus::N,teriannguaq,مږک
176,Wolf::N,amaroq,لېوه
177,Vogel::N,timmiaq,مرغه
178,Huhn::N,kukkukooq,چرګه
179,Huhn::N,marloraaqaaq,چرګه
180,Hahn::N,kiasiusaq,چرګ
181,Gans::N,nerleq,بته
182,Adler::N,nattoralik,عقاب
183,Eule::N,uppik,ګونګی
184,Kranich::N,qorlorfik,کلنګ
185,Krähe::N,tuluatsiaq,کارغه
186,Kuckuck::N,kukkooq,فاخته
187,Schwan::N,qussuk,قو
188,Fisch::N,aalisagaq,کب
189,Fisch::N,aalisagaq,ماهی
190,Schlange[Tier]::N,pulateriarsuk,مار
191,Schlange[Tier]::N,pulateriaarsuk,مار
192,Spinne::N,aasiaq,غڼه
193,Spinne::N,aasiaq,تارکښ
194,Spinne::N,nissavaarsuk,غڼه
195,Spinne::N,nissavaarsuk,تارکښ
196,Ameise::N,uniaaluk,مېږی
197,Laus::N,kumak,سپږه
198,Mücke::N,ippernaq,ماشی
199,Fliege::N,ippernaq,مچ
200,Schmetterling::N,paluaq,پتنګ
201,Schmetterling::N,pakkaluaq,پتنګ
202,Schmetterling::N,utsuppaluaq,پتنګ
203,Schmetterling::N,taqaleqisaaq,پتنګ
204,Beere::N,paarmaq,مېوۍ
205,Beere::N,paarngaq,مېوۍ
206,Apfel::N,iipili,مڼه
207,Pilz::N,anngiusaq,خرېړی
208,Zwiebel::N,uanitsoq,پیاز
209,Saat::N,naatsiiassaq,تخم
210,Korn::N,maannineq,تخم
211,Korn::N,maannineq,دانه
212,Schale::N,niutsivik,پوستکی
213,Schale::N,ilulissaq qaartussaq,پوستکی
214,Grube::N,itersaq,کنده
215,Falle::N,pualavoq,دام
216,Falle::N,pualavoq,لومه
217,Schlinge::N,orseq,کړۍ
218,Schlinge::N,norloq,کړۍ
219,Spur::N,tumaa,نښه
220,Asche::N,arsat,آس
221,Asche::N,arsat,ایره
222,Dreck::N,minguk,ناپاکي
223,Eisen::N,savimineq,اوسپنه
224,Eisen::N,saffiugassaq,اوسپنه
225,Gold::N,kuulti,سره زر
226,Silber::N,siilviuvoq,نقره
227,Silber::N,siilviuvoq,سپین زر
228,Kohle::N,aamarsuit aamaruutissat,سکور
229,Kohle::N,aamarsuit aamaruutissat,سکاره
230,Glas::N,igalaaq,ښيښه
231,Glas::N,imertarfik,ښيښه
232,Glas::N,igalaamineq,ښيښه
233,Lehm::N,marraq,خټه
234,Sand::N,sioqqat,شګه
235,Mensch::N,inuk,انسان
236,Mensch::N,silamiu,انسان
237,Mann::N,angut,سړی
238,Mann::N,angut,نارینه
239,Frau::N,arnaq,ښځه
240,Kind::N,meeraq,بچی
241,Kind::N,meeraq,ماشوم
242,Junge::N,nukappiaraq,هلک
243,Mädchen::N,arnannguaq,نجلۍ
244,Familie::N,ilaqutakka,کورنۍ
245,Familie::N,ilaqutariit,کورنۍ
246,Großvater::N,aatak,بابا
247,Großmutter::N,aanaq,انا
248,Eltern::N,angajoqqaat,مور او پلار
249,Vater::N,ataata,پلار
250,Vater::N,ataataq,پلار
251,Mutter::N,anaana,مور
252,Sohn::N,erneq,زوی
253,Tochter::N,panik,لور
254,Bruder::N,ani,ورور
255,Bruder::N,aqqaluk,ورور
256,Bruder::N,qatanngut,ورور
257,Schwester::N,naja,خور
258,Schwester::N,aleqa,خور
259,Schwester::N,qatanngut,خور
260,Onkel::N,akkak,تره
261,Onkel::N,akkak,ماما
262,Tante::N,aja,خاله
263,Tante::N,ajak,خاله
264,Tante::N,atsak,خاله
265,Ehemann::N,ui,مېړه
266,Ehefrau::N,nuliaq,مېرمن
267,Freude::N,tipaatsussuseq,خوشحالي
268,Gelächter::N,illaq,خندا
269,Glück::N,usornaat,بخت
270,Glück::N,usornarsuseq,بخت
271,Wunsch::N,kissaat,هيله
272,Wunsch::N,kissaat,غوښتنه
273,Lust::N,illigussuseq,شوق
274,Lust::N,illigussuseq,مینه
275,Lust::N,piummaseq,شوق
276,Lust::N,piummaseq,مینه
277,Geist::N,anerneq,روح
278,Geist::N,toornaq,روح
279,Gedanke::N,isumassaq,فکر
280,Gedächtnis::N,eqqaamannissuseq,یاد
281,Gedächtnis::N,eqqaamannissuseq,حافظه
282,Verstand::N,isuma,عقل
283,Verstand::N,isuma,شعور
284,Verstand::N,sianissut,عقل
285,Verstand::N,sianissut,شعور
286,Verstand::N,misigissut,عقل
287,Verstand::N,misigissut,شعور
288,Verstand::N,sianissuseq,عقل
289,Verstand::N,sianissuseq,شعور
290,Verstand::N,silaqassuseq,عقل
291,Verstand::N,silaqassuseq,شعور
292,Sinn::N,isuma,معنی
293,Grund::N,patsit,علت
294,Grund::N,patsit,اساس
295,Wahrheit::N,sallusuissut,حقیقت
296,Märchen::N,oqalualaarut,افسانه
297,Märchen::N,oqaluasaaq,افسانه
298,Erzählung::N,oqaluttuaq,قصه
299,Erzählung::N,oqaluttuaq,کیسه
300,Nachricht::N,oqaassut,خبر
301,Nachricht::N,oqqersuut,خبر
302,Neuigkeit::N,tusarnartaq,نوی خبر
303,Name::N,ateq,نوم
304,Rätsel::N,nalorsitsaarut,کیسۍ
305,Rätsel::N,nalorsitsaarut,چیستان
306,Rede::N,oqaluuseq,وینا
307,Sprache::N,oqaatsit,ژبه
308,Stimme::N,erinaq,غږ
309,Stimme::N,erinaq,اواز
310,Stimme::N,qarluuseq,غږ
311,Stimme::N,qarluuseq,اواز
312,Wort::N,oqaasii,لغت
313,Wort::N,oqaasii,کلمه
314,Zeichen::N,nalunaaqqut,نښه
315,Zeichen::N,nalunaaqqut,اشاره
316,Ruf::N,qaaqqussut,ږغ
317,Ruf::N,qaaqqussut,بلنه
318,Lärm::N,perpaluk,غالمغال
319,Laut::N,torsukattak,ږغ
320,Ton::N,erinaq,اواز
321,Lied::N,taalliaq,غزله
322,Lied::N,taalliaq,سندره
323,Lied::N,erinarsuut,غزله
324,Lied::N,erinarsuut,سندره
325,Ruhe::N,qatsunganeq,ارامي
326,Leute::N,inuiak,خلک
327,Leute::N,inuiaqatigiit,خلک
328,Volk::N,inuiaat,ولس
329,Arbeit::N,suliaq,کار
330,Gast::N,qaaqqusaq,مېلمه
331,Geschenk::N,pajugut,تحفه
332,Geschenk::N,pajugut,سوغات
333,Hilfe::N,annertoqqut,کومک
334,Hilfe::N,annertoqqut,مرسته
335,Freund::N,tiliaq,ملګری
336,Freund::N,ikinngut,ملګری
337,Kamerad::N,tiliaq,انډيوال
338,Kamerad::N,ikinngut,انډيوال
339,Art::N,ileqquuseq,ډول
340,Stück::N,nakkaalaniku,ټوټه
341,Teil::N,tassiaasat,برخه
342,Hälfte::N,affaq,نیم
343,Kreis::N,kaajaluinneq or kaajaluitsoq,دایره
344,Kreuz::N,sanningasulik,صلیب
345,Linie::N,tittaq,خط
346,Linie::N,tittaq,لیکه
347,Linie::N,titarneq,خط
348,Linie::N,titarneq,لیکه
349,Abstand::N,aku,فاصله
350,Abstand::N,ikiaq,فاصله
351,Entfernung::N,asi,واټن
352,Gegend::N,nuna,سیمه
353,Gegend::N,nuna,منطقه
354,Platz::N,ini,ځای
355,Platz::N,inissaq,ځای
356,Ort::N,sumiiffik,ځای
357,Seite::N,saneraq,مخ
358,Seite::N,saneraq,اړخ
359,Mitte::N,qiteq,وسط
360,Mitte::N,qiteq,مینځ
361,Sache::N,pigisaq,شی
362,Sache::N,pigisaq,څيز
363,Rand::N,sini,څنډه
364,Rand::N,sini,کناره
365,Rand::N,akerfineq,څنډه
366,Rand::N,akerfineq,کناره
367,Kante::N,akerfineq,اړخ
368,Ecke::N,teqeqqoq,ګوټ
369,Ecke::N,tikeqqoq,ګوټ
370,Spitze::N,inngik,څوکه
371,Ende::N,isu,څوکه
372,Loch::N,putu,سوری
373,Winkel::N,teqeqqorissaat,کنج
374,Winkel::N,teqeqqorissaat,کوتی
375,Muster::N,ilisserut,نمونه
376,Größe::N,angissuseq,قد
377,Größe::N,angissuseq,لويوالی
378,Länge::N,takissuseq,طول
379,Länge::N,takissuseq,اوږد والی
380,Gewicht::N,oqimaalutaq,وزن
381,Menge::N,amerlassuseq,اندازه
382,Haufen::N,eqimattat,کوټه
383,Reihe::N,allunaasaq,صف
384,Reihe::N,allunaasaq,کتار
385,Boot::N,qajaq,قايق
386,Boot::N,angallat,قايق
387,Boot::N,umiatsiaq,قايق
388,Ruder::N,iput,چپه
389,Schlitten::N,qamutit,ښویېدونی
390,Schlitten::N,qimusseq,ښویېدونی
391,Ski::N,ataarut,سکي
392,Last::N,nammagaq,بار
393,Last::N,nammagaq,پېټی
394,Schritt::N,allorneq,ګام
395,Norden::N,avannaq,شمال
396,Süden::N,qava,سوېل
397,Süden::N,kujat,سوېل
398,Süden::N,kujataa,سوېل
399,Westen::N,kitaa,لوېدېځ
400,Osten::N,kangi,شرق
401,Osten::N,kangi,ختیځ
402,Holz::N,qisuk,لرګی
403,Brett::N,salliligaq,تخته
404,Platte::N,qaateq,تخته
405,Stütze::N,ajagutaq,تکیوان
406,Stütze::N,ajaagutaq,تکیوان
407,Stange::N,kaaviffik,ډاګه
408,Stock::N,ajaappissat,لرګی
409,Stab::N,ajaappissat,چيخله
410,Rohr::N,sullulik,نل
411,Haus::N,illu,کور
412,Ofen::N,kissarsuut,تودنۍ
413,Fußboden::N,nateq,غولی
414,Tisch::N,allattarfik,مېز
415,Stuhl::N,issiavik,چوکۍ
416,Stuhl::N,issiaffik,چوکۍ
417,Wiege::N,uaasoq,زانګو
418,Bett::N,nallavik,کټ
419,Bett::N,nallavik,چپرکټ
420,Regal::N,ilisivik,تاخچۍ
421,Kiste::N,sakissat,صندوق
422,Kiste::N,illerfiusaq,صندوق
423,Fenster::N,aki,کړکۍ
424,Fenster::N,igalaaq,کړکۍ
425,Tür::N,matu,دروازه
426,Tor::N,isaaffik,دروازه
427,Zaun::N,saputit,کټاره
428,Dach::N,qaliaq,بام
429,Leiter::N,tummeqqat,زينه
430,Leiter::N,majuartarfiit,زينه
431,Besen::N,saligutit,جارو
432,Spaten::N,nivaataq,یوم
433,Schaufel::N,nivaataq,بېلچه
434,Gabel::N,qilluaq,پنجه
435,Gabel::N,ajassaatit,پنجه
436,Löffel::N,alussaat,کاشوغه
437,Messer::N,savik,چاقو
438,Nagel::N,kukik,ميخ
439,Netz::N,anguffaseq,جال
440,Haken::N,nissik,څنګک
441,Haken::N,qarsorsaq,څنګک
442,Haken::N,qarsorsartoq,څنګک
443,Griff::N,ipi,لاستی
444,Schloss::N,illussaarsuaq,کلپ
445,Bild::N,assiliaq,رسم
446,Figur::N,kisitsit,قدوقامت
447,Puppe::N,inuusaq,ګوډۍ
448,Bündel::N,qilertaq,دسته
449,Tasche::N,pooqattaq,بکس
450,Tasche::N,pooqattaq,توبره
451,Deckel::N,matu,سرپوښ
452,Geschirr::N,anut,لوښی
453,Tasse::N,tiitorfik,پیاله
454,Tasse::N,tiitorfiup ilorlia,پیاله
455,Topf::N,qoqqoq,دېګی
456,Kessel::N,uunnaavik,دېګ
457,Essen::N,igaaq,خوراک
458,Nahrung::N,neqissaq,خوراک
459,Speise::N,nerisassat,خواړه
460,Fleisch::N,neqi,غوښه
461,Getreide::N,maannineq,غله
462,Brot::N,iffit,ډوډۍ
463,Brot::N,iffiaq,ډوډۍ
464,Scheibe::N,igalaassiaq,مړۍ
465,Fett::N,tarnutissaq,غوړي
466,Fett::N,tarnutissiaq,غوړي
467,Butter::N,punneq,کوچ
468,Öl::N,uulia,تېل
469,Salz::N,taratsut,مالګه
470,Suppe::N,qajoq,شوربا
471,Honig::N,tungusunnitsuut,شات
472,Milch::N,immuk,شوده
473,Tee::N,tii,چای
474,Tee::N,teeq,چای
475,Wolle::N,nuersagassiaq,پشم
476,Stoff::N,milliaq,ټوټه
477,Stoff::N,qarlissiaq,ټوټه
478,Nadel::N,meqqut,ستن
479,Faden::N,ujalussiaq,تار
480,Knopf::N,attat,تڼۍ
481,Knopf::N,attat,تکمه
482,Knoten::N,akeroq,غوټه
483,Knoten::N,qilerneq,غوټه
484,Farbe::N,qalipaat,رنګ
485,Kleidung::N,atisat,کالي
486,Kleidung::N,annoraaq,کالي
487,Hemd::N,ilupaaq,کميس
488,Kragen::N,qungasiinnaq,غاړه
489,Ärmel::N,aaq,لستوڼی
490,Hose::N,qarliit,پطلون
491,Gürtel::N,qiterut,کمربند
492,Gürtel::N,unngersaq,کمربند
493,Mütze::N,nasaq,خولۍ
494,Schuh::N,skuu,بوټ
495,Schuh::N,ikernuk,بوټ
496,Schuh::N,ateraasaq,بوټ
497,Stiefel::N,kamik,موزه
498,Ring::N,assammiu,ګوته
499,Band::N,qilerutissiaq,فيته
500,Kamm::N,illaagutit,ګمنځ
501,Kamm::N,illaajaatit pl.,ګمنځ
502,Spiegel::N,tarrarsuut,ایینه
503,Spiegel::N,tarrarsuut,هنداره
504,Riemen::N,allunaaq,تسمه
505,Schnur::N,kujaaq,مزی
506,Schnur::N,allunaasaq,مزی
507,Leine::N,aleq,رسۍ
508,Decke::N,qipik,بړستن
509,Kissen::N,akit,بالښت
510,Tuch::N,qarlissiaq,ټیکری
511,Handtuch::N,allarut,دسمال
512,Handtuch::N,allarterut,دسمال
513,Kraft::N,pissak,زور
514,Kraft::N,pissak,توان
515,Stärke::N,qerattarsaat,قوت
516,Gesundheit::N,peqqisusseq,صحت
517,Gesundheit::N,peqqisusseq,روغتیا
518,Krankheit::N,nappaat,مرض
519,Krankheit::N,nappaat,ناروغي
