,Concept_ID,xal,tr
96,Strömung::N,урсхл,akıntı
97,Strömung::N,урсхл,cereyan
98,Tropfen::N,дусал,damla
99,Schaum::N,көөсн,köpük
100,Schmutz::N,кир,çamur
101,Schmutz::N,кир,pislik
102,See::N,нур,göl
103,Sumpf::N,унул,batak
104,Moor::N,улм,cılgıt
105,Wiese::N,хадлһн,çimen
106,Wald::N,ө-модн,koru
107,Wald::N,ө-модн,orman
108,Hügel::N,толһа,tepe
109,Anhöhe::N,хамр,tümsek
110,Anhöhe::N,хамр,yükseklik
111,Berg::N,уул,dağ
112,Gipfel::N,ора,zirve
113,Höhle::N,хадин көндә,in
114,Höhle::N,хадин көндә,mağara
115,Abhang::N,ташу,bayır
116,Quelle::N,булг,pınar
117,Quelle::N,булг,kaynak
118,Bach::N,һооҗур,çay
119,Bach::N,һооҗур,dere
120,Fluss::N,һол,nehir
121,Ufer::N,көвә,kıyı
122,Ufer::N,көвә,sahil
123,Küste::N,көвә,kıyı
124,Küste::N,көвә,sahil
125,Küste::N,теңгсин көвә,kıyı
126,Küste::N,теңгсин көвә,sahil
127,Festland::N,хүүрә һазр,kara
128,Meer::N,теңгс,deniz
129,Bucht::N,цекә,koy
130,Bucht::N,цекә,körfez
131,Bucht::N,теңгсин цекә,koy
132,Bucht::N,теңгсин цекә,körfez
133,Insel::N,арл,ada
134,Blume::N,цецг,çiçek
135,Gras::N,ноһан,ot
136,Gras::N,ноһан,çim
137,Wurzel::N,уңг,kök
138,Baum::N,модн,ağaç
139,Stamm::N,шилв,gövde
140,Stamm::N,һол модн,gövde
141,Rinde::N,көрсн,kabuk
142,Ast::N,ац,dal
143,Ast::N,ац,budak
144,Zweig::N,ац,dal
145,Blatt::N,хамтхасн,yaprak
146,Birke::N,хусм модн,huş
147,Kiefer[Baum]::N,шар харһа,çam
148,Weide[Baum]::N,удн,söğüt
149,Tanne::N,җөөлн цаһан модн,çam
150,Tanne::N,җөөлн цаһан модн,köknar
151,Horn::N,өвр,boynuz
152,Feder::N,өрвлг,tüy
153,Fell::N,арсн,post
154,Flügel::N,җивр,kanat
155,Klaue::N,хумсн,pençe
156,Kralle::N,тавг,tırnak
157,Schwanz::N,сүл,kuyruk
158,Ei::N,өндгн,yumurta
159,Nest::N,үр,yuva
160,Bau::N,нүкн,in
161,Tier::N,мал,hayvan
162,Herde::N,сүрг мал,sürü
163,Kuh::N,үкр,inek
164,Bulle::N,бух,boğa
165,Pferd::N,мөрн,at
166,Pferd::N,мөрн,beygir
167,Schaf::N,хөн,koyun
168,Schwein::N,һаха,domuz
169,Hund::N,ноха,it
170,Hund::N,ноха,köpek
171,Katze::N,мис,kedi
172,Bär::N,аю,ayı
173,Eichhörnchen::N,кермн,sincap
174,Elch::N,хандһа,büyük kuzey geyiği
175,Fuchs::N,арат,tilki
176,Hase::N,туула,tavşan
177,Maus::N,хулһн,fare
178,Maus::N,хулһн,sıçan
179,Wolf::N,чон,kurt
180,Vogel::N,шовун,kuş
181,Schwarm::N,зел,sürü
182,Huhn::N,така,tavuk
183,Hahn::N,эр така,horoz
184,Gans::N,һалун,kaz
185,Adler::N,һәрд,kartal
186,Adler::N,һәрд,karakuş
187,Ente::N,нуһсн,ördek
188,Eule::N,һурвлһ,baykuş
189,Kranich::N,тоһрун,turna
190,Krähe::N,шаазһа,karga
191,Kuckuck::N,эргин хуцдг,guguk
192,Schwan::N,хун,kuğu
193,Fisch::N,заһсн,balık
194,Barsch::N,шүрг,hani
195,Barsch::N,шүрг,levrek
196,Hecht::N,цурх,turnabalığı
197,Schlange[Tier]::N,моһа,yılan
198,Wurm::N,өтн,kurt
199,Wurm::N,өтн,solucan
200,Spinne::N,аралҗн,örümcek
201,Ameise::N,шорһлҗн,karınca
202,Laus::N,бөөсн,bit
203,Mücke::N,бөкүн,sivrisinek
204,Fliege::N,батхн,sinek
205,Schmetterling::N,эрвәкә,kelebek
206,Beere::N,бөөлҗрһн,tane
207,Apfel::N,альмн,elma
208,Pilz::N,теңгрин ки,mantar
209,Zwiebel::N,мәңгрснә толһа,soğan
210,Saat::N,буудян экн,ekin
211,Korn::N,экн,tane
212,Heu::N,өвсн,kuru ot
213,Schale::N,хальсн,kabuk
214,Grube::N,нүкн,çukur
215,Falle::N,урх,tuzak
216,Falle::N,хавх,tuzak
217,Schlinge::N,бүтү,ilmik
218,Spur::N,мөр,iz
219,Asche::N,үмсн,kül
220,Dreck::N,бальчг,pislik
221,Eisen::N,төмр,demir
222,Gold::N,алтн,altın
223,Silber::N,мөңгн,gümüş
224,Silber::N,цаһан мөңгн,gümüş
225,Kohle::N,нүүрсн,kömür
226,Glas::N,шил,cam
227,Lehm::N,шавр,balçık
228,Sand::N,элсн,kum
229,Mensch::N,күн,insan
230,Mensch::N,күмн,insan
231,Mann::N,эр,adam
232,Mann::N,эр,erkek
233,Frau::N,күүкд күн,bayan
234,Kind::N,үрн,çocuk
235,Junge::N,көвүн,erkek çocuk
236,Mädchen::N,бичкн күүкн,kız
237,Familie::N,бүл,aile
238,Großvater::N,өвк эцк,dede
239,Großvater::N,өвк эцк,büyükbaba
240,Großvater::N,наһц эцк,dede
241,Großvater::N,наһц эцк,büyükbaba
242,Großmutter::N,эмг эк,nine
243,Großmutter::N,эмг эк,büyükanne
244,Großmutter::N,наһц эк,nine
245,Großmutter::N,наһц эк,büyükanne
246,Eltern::N,эк эцк хойр,ebeveyn
247,Eltern::N,эк эцк хойр,ana baba
248,Vater::N,эцк,ata
249,Vater::N,эцк,baba
250,Mutter::N,эк,ana
251,Mutter::N,эк,anne
252,Sohn::N,көвүн,oğul
253,Tochter::N,күүкн,kız
254,Tochter::N,күүкн,kız evlât
255,Bruder::N,дү көвүн,abi
256,Bruder::N,дү көвүн,erkek kardeş
257,Schwester::N,эгч,abla
258,Schwester::N,эгч,kız kardeş
259,Schwester::N,дү күүкн,abla
260,Schwester::N,дү күүкн,kız kardeş
261,Onkel::N,авһ,dayı
262,Onkel::N,наһцх,dayı
263,Tante::N,наһц эгч,hala
264,Tante::N,наһц эгч,teyze
265,Ehemann::N,залу,koca
266,Ehefrau::N,гергн,karı
267,Freude::N,байр,neşe
268,Freude::N,байр,sevinç
269,Gelächter::N,инәдн,gülme
270,Gelächter::N,инәдн,kahkaha
271,Glück::N,җирһл,mutluluk
272,Glück::N,сәәхн җирһл,mutluluk
273,Kummer::N,зовлң,dert
274,Kummer::N,зовлң,keder
275,Wunsch::N,дурн,arzu
276,Wunsch::N,дурн,istek
277,Lust::N,җилвтлһн,arzu
278,Lust::N,җилвтлһн,heves
279,Geist::N,зөрг,tin
280,Gedanke::N,ухан,fikir
281,Gedanke::N,ухан,düşünce
282,Gedächtnis::N,чееҗин тодлвр,bellek
283,Verstand::N,ухан,zekâ
284,Sinn::N,учр-утх,anlam
285,Grund::N,учр,sebep
286,Grund::N,шалтан,sebep
287,Wahrheit::N,үнн,doğruluk
288,Wahrheit::N,үнн,gerçeklik
289,Gespräch::N,күүндвүр,görüşme
290,Märchen::N,тууль,masal
291,Erzählung::N,келвр,öykü
292,Erzählung::N,келвр,hikâye
293,Nachricht::N,медүллһн,haber
294,Neuigkeit::N,зәңг,haber
295,Name::N,нерн,ad
296,Name::N,нерн,isim
297,Rätsel::N,тәәлвртә тууль,bilmece
298,Rede::N,келлһн,söylev
299,Rede::N,келлһн,konuşma
300,Sprache::N,келн,dil
301,Sprache::N,келн,lisan
302,Stimme::N,дун,ses
303,Wort::N,үг,kelime
304,Zeichen::N,темдг,işaret
305,Ruf::N,дуудлһн,çağırma
306,Lärm::N,шууган,şamata
307,Lärm::N,шууган,gürültü
308,Laut::N,ә,ses
309,Ton::N,дун,ses
310,Lied::N,дун,türkü
311,Ruhe::N,амулң,sakinlik
312,Leute::N,әмтн,halk
313,Leute::N,әмтн,insanlar
314,Volk::N,улс,ulus
315,Volk::N,улс,millet
316,Arbeit::N,көдлмш,iş
317,Arbeit::N,көдлмш,çalışma
318,Gast::N,гиич,konuk
319,Gast::N,гиич,misafir
320,Geschenk::N,белг,hediye
321,Geschenk::N,белг,armağan
322,Spiel::N,наадн,oyun
323,Gesellschaft::N,олн,çevre
324,Gesellschaft::N,олн,arkadaşlık
325,Hilfe::N,нөкд,yardım
326,Freund::N,иньг,dost
327,Freund::N,иньг,arkadaş
328,Kamerad::N,үр,arkadaş
329,Angelegenheit::N,керг,iş
330,Angelegenheit::N,керг,husus
331,Anzahl::N,то,sayı
332,Art::N,зүүл,çeşit
333,Stück::N,хусг,tane
334,Stück::N,хусг,parça
335,Teil::N,хүв,kısım
336,Hälfte::N,өрәл,yarı
337,Kreis::N,төгрг,daire
338,Kreuz::N,кирс,haç
339,Linie::N,зурасн,hat
340,Linie::N,зурасн,çizgi
341,Strich::N,татасн,çizgi
342,Abstand::N,зә,aralık
343,Entfernung::N,һазр,mesafe
344,Entfernung::N,һазр,uzaklık
345,Gegend::N,һазр,yöre
346,Platz::N,зә,yer
347,Ort::N,бәәрн,yer
348,Seite::N,тал,yan
349,Seite::N,тал,taraf
350,Seite::N,хаҗу,yan
351,Seite::N,хаҗу,taraf
352,Seite::N,хәврһ,yan
353,Seite::N,хәврһ,taraf
354,Mitte::N,дунд,orta
355,Mitte::N,дунд,merkez
356,Gegenstand::N,юмн,şey
357,Sache::N,юмн,iş
358,Sache::N,юмн,şey
359,Rand::N,зах,kenar
360,Kante::N,ирмәг,kenar
361,Ecke::N,өнцг,köşe
362,Spitze::N,үзүр,uç
363,Spitze::N,үзүр,baş
364,Ende::N,үзүр,uç
365,Loch::N,хаһрха,oyuk
366,Loch::N,хаһрха,delik
367,Winkel::N,булң,köşe
368,Muster::N,намч,örnek
369,Größe::N,кемҗән,büyüklük
370,Länge::N,ут,uzunluk
371,Höhe::N,өндр,yükseklik
372,Gewicht::N,күнд,ağırlık
373,Gewicht::N,чиңнүр,ağırlık
374,Menge::N,ик,miktar
375,Haufen::N,ова,küme
376,Haufen::N,ова,yığın
377,Reihe::N,зерг,sıra
378,Reihe::N,зерглән,sıra
379,Boot::N,оңһц,kayık
380,Boot::N,оңһц,sandal
381,Ruder::N,хәәв,kürek
382,Schlitten::N,цан,kızak
383,Ski::N,лыҗ,kayak
384,Lagerfeuer::N,костёр,kamp ateşi
385,Last::N,күнд,yük
386,Gang::N,йовлһн,gidiş
387,Gang::N,йовлһн,yürüyüş
388,Schritt::N,ишкм,adım
389,Norden::N,ар үзг,kuzey
390,Süden::N,өмн,güney
391,Süden::N,өмн үзг,güney
392,Westen::N,барун,batı
393,Westen::N,барун үзг,batı
394,Osten::N,зүн,doğu
395,Osten::N,зүн үзг,doğu
396,Holz::N,модн,ağaç
397,Holz::N,модн,tahta
398,Brett::N,харһа,tahta
399,Platte::N,хавтха чолун,levha
400,Stütze::N,тулг,dayak
401,Stütze::N,тулг,destek
402,Stange::N,уньн,çubuk
403,Stock::N,модн,sopa
404,Stock::N,модн,değnek
405,Stab::N,шуург,sırık
406,Stab::N,шуург,baston
407,Rohr::N,турва,boru
408,Haus::N,гер,ev
409,Heim::N,гер-бул,ev
410,Heim::N,гер-бул,yurt
411,Ofen::N,беш,soba
412,Fußboden::N,девскр,taban
413,Fußboden::N,девскр,döşeme
414,Tisch::N,ширә,masa
415,Stuhl::N,стул,iskemle
416,Stuhl::N,стул,sandalye
417,Wiege::N,өлгә,beşik
418,Wiege::N,дүүҗң,beşik
419,Bett::N,орн,yatak
420,Bett::N,орндг,yatak
421,Regal::N,таг,raf
422,Regal::N,тәвц,raf
423,Kiste::N,яршг,sandık
424,Fenster::N,терз,pencere
425,Tür::N,үүдн,kapı
426,Tor::N,үүдн,kapı
427,Tor::N,өргн үүдн,kapı
428,Tor::N,хашан үүдн,kapı
429,Zaun::N,хаша,çit
430,Dach::N,деевр,dam
431,Dach::N,деевр,çatı
432,Leiter::N,шат,merdiven
433,Leiter::N,давшур,merdiven
434,Besen::N,сәвүр,süpürge
435,Spaten::N,күрз,bel
436,Schaufel::N,совг,kürek
437,Gabel::N,серә,çatal
438,Löffel::N,ухр,kaşık
439,Messer::N,утх,bıçak
440,Nagel::N,хадасн,çivi
441,Netz::N,гөлм,ağ
442,Haken::N,дегә,çengel
443,Griff::N,иш,kulp
444,Griff::N,иш,tutamak
445,Griff::N,бәрүл,kulp
446,Griff::N,бәрүл,tutamak
447,Schloss::N,оньс,kilit
448,Bild::N,зург,imaj
449,Bild::N,зург,resim
450,Figur::N,фигур,şekil
451,Figur::N,фигур,heykel
452,Puppe::N,наадһа,kukla
453,Beutel::N,мишг,kese
454,Beutel::N,мишг,torba
455,Bündel::N,багла,deste
456,Bündel::N,боодһа,deste
457,Tasche::N,сумк,çanta
458,Eimer::N,суулһ,kova
459,Deckel::N,бүркәсн,kapak
460,Geschirr::N,сав,kap kacak
461,Geschirr::N,сав-сарх,kap kacak
462,Sack::N,мишг,torba
463,Tasse::N,ааһ,fincan
464,Topf::N,кастрюль,tencere
465,Kessel::N,хәәсн,kazan
466,Essen::N,зоогллһн,yemek
467,Nahrung::N,теҗәл,gıda
468,Nahrung::N,теҗәл,besin
469,Speise::N,хот,yemek
470,Fleisch::N,махн,et
471,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,tahıl
472,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,hububat
473,Brei::N,хаш,ezme
474,Brot::N,өдмг,ekmek
475,Scheibe::N,зүсм,dilim
476,Fett::N,өөкн,yağ
477,Butter::N,тосн,tereyağı
478,Öl::N,тосн,yağ
479,Öl::N,тосн,akar yağ
480,Salz::N,давсн,tuz
481,Suppe::N,шөлн,çorba
482,Honig::N,бал,bal
483,Milch::N,үсн,süt
484,Tee::N,цә,çay
485,Leder::N,арсн,deri
486,Leder::N,арсн,meşin
487,Wolle::N,утцн,yün
488,Wolle::N,эд,yün
489,Stoff::N,эд,kumaş
490,Nadel::N,зүн,iğne
491,Faden::N,утцн,tire
492,Faden::N,утцн,iplik
493,Knopf::N,товч,düğme
494,Knoten::N,зәңгдә,düğüm
495,Farbe::N,будг,boya
496,Kleidung::N,хувцн,giyim
497,Kleidung::N,хувц-хунр,giyim
498,Hemd::N,киилг,gömlek
499,Kragen::N,зах,yaka
500,Ärmel::N,ханцн,yen
501,Ärmel::N,ханцн,elbise kolu
502,Hose::N,шалвур,pantolon
503,Gürtel::N,бүс,kuşak
504,Mütze::N,махла,bere
505,Mütze::N,махла,kasket
506,Schuh::N,башмгуд,kundura
507,Schuh::N,башмгуд,ayakkabı
508,Stiefel::N,һосн,çizme
509,Ring::N,билцг,yüzük
510,Band::N,лент,bağ
511,Band::N,лент,şerit
512,Kamm::N,сам,tarak
513,Spiegel::N,толь,ayna
514,Riemen::N,бүс,kayış
515,Schnur::N,деесн,ip
516,Schnur::N,деесн,sicim
517,Leine::N,бурнтг,kayış
518,Leine::N,нохан көтлвр,kayış
519,Decke::N,көнҗл,örtü
520,Decke::N,көнҗл,yorgan
521,Kissen::N,дер,yastık
522,Tuch::N,альчур,bez
523,Handtuch::N,полотенц,havlu
524,Handtuch::N,һар-нүүрин альчур,havlu
525,Kraft::N,күчн,güç
526,Kraft::N,күчн,kuvvet
527,Stärke::N,чидл,kuvvet
528,Gesundheit::N,эрүл-менд,sağlık
529,Krankheit::N,өвчн,hastalık
530,Schmerz::N,өвдлһн,ağrı
531,Schmerz::N,өвдлһн,sancı
532,Wunde::N,шав,yara
533,Fieber::N,безг,ateş
534,Arznei::N,эм,ilâç
535,Brücke::N,тагт,köprü
536,Brunnen::N,худг,kuyu
537,Brunnen::N,худг,çeşme
538,Weide::N,малын идг,otlak
539,Pfad::N,цувг,patika
540,Pfad::N,цувг,keçiyolu
541,Weg::N,хаалһ,yol
542,Straße::N,зам,yol
543,Straße::N,зам,cadde
544,Dorf::N,хотн,köy
545,Stadt::N,балһсн,kent
546,Stadt::N,балһсн,şehir
547,Brief::N,бичг,mektup
548,Buch::N,дегтр,kitap
549,Buchstabe::N,үзг,harf
550,Zeitung::N,газет,gazete
551,Leben::N,җирһл,hayat
552,Tod::N,үкл,ölüm
553,Tod::N,өңгрлһн,ölüm
554,Grab::N,оршалһна нүкн,kabir
555,Kirche::N,чонҗ,kilise
556,Sünde::N,нүл,günah
557,Sünde::N,килнц,günah
558,Gott::N,бурхн,tanrı
559,Arbeiter::N,көдлмшч,işçi
560,Chef::N,толһач,şef
561,Chef::N,толһач,müdür
562,Meister::N,урн,usta
563,Arzt::N,эмч,hekim
564,Arzt::N,эмч,doktor
565,Lehrer::N,багш,hoca
566,Lehrer::N,багш,öğretmen
567,Geld::N,мөңгн,para
568,Geschäft::N,көдлмш,ticaret
569,Laden::N,лавк,dükkân
570,Preis::N,үн,fiyat
571,Ware::N,эд-тавр,mal
572,Nutzen::N,олз,fayda
573,Reichtum::N,зөөр,servet
574,Reichtum::N,зөөр,zenginlik
575,Welt::N,орчлң,dünya
576,Welt::N,делкә,dünya
577,Land::N,орн-нутг,ülke
578,Staat::N,государств,devlet
579,König::N,хан,kral
580,Macht::N,йосн,kudret
581,Macht::N,йосн,iktidar
582,Grenze::N,меҗә,had
583,Grenze::N,меҗә,sınır
584,Krieg::N,дән,savaş
585,Feind::N,дәәсн,düşman
586,Gewalt::N,күч һарһлһн,zor
587,Gewalt::N,күч һарһлһн,cebir
588,Kampf::N,ноолдан,savaş
589,Kampf::N,бәрлдлһн,savaş
590,Bogen[Waffe]::N,саадг,yay
591,Pfeil::N,сумн,ok
592,Gewehr::N,бу,tüfek
593,Fehler::N,алдг,hata
594,Fehler::N,алдг,yanlış
595,Lüge::N,худл,yalan
596,Schaden::N,хорлт,zarar
597,Unglück::N,гүрм,felâket
598,Unglück::N,гүрм,talihsizlik
599,Schuld::N,гем,suç
600,Schuld::N,гем,kabahat
601,Schuld::N,буру,suç
602,Schuld::N,буру,kabahat
603,Alter::N,насн,yaş
604,Schluss::N,чилгч,son
605,Zeit::N,цаг,zaman
606,Tag::N,өдр,gün
607,Morgen::N,өрүн,sabah
608,Mittag::N,үд,öğle
609,Abend::N,асхн,akşam
610,Nacht::N,сө,gece
611,Woche::N,долан хонг,hafta
612,Monat::N,сар,ay
613,Jahr::N,җил,yıl
614,Jahr::N,җил,sene
615,Frühling::N,хавр,ilkbahar
616,Sommer::N,зун,yaz
617,Herbst::N,намр,güz
618,Herbst::N,намр,sonbahar
619,Winter::N,үвл,kış
620,Januar::N,январь,ocak
621,Februar::N,февраль,şubat
622,März::N,март,mart
623,März::N,моһа сар,mart
624,April::N,апрель,nisan
625,Mai::N,май,mayıs
626,Juni::N,июнь,haziran
627,Juni::N,мөчн сар,haziran
628,Juli::N,июль,temmuz
629,August::N,август,ağustos
630,September::N,һаха сар,eylül
631,Oktober::N,октябрь,ekim
632,November::N,ноябрь,kasım
633,November::N,үкр сар,kasım
634,Dezember::N,бар сар,aralık
635,Montag::N,понедельник,pazartesi
636,Dienstag::N,вторник,salı
637,Mittwoch::N,среда,çarşamba
638,Mittwoch::N,үлмҗ өдр,çarşamba
639,Donnerstag::N,четверг,perşembe
640,Donnerstag::N,пүрвә өдр,perşembe
641,Freitag::N,пятниц,cuma
642,Samstag::N,суббот,cumartesi
643,Sonntag::N,нарн өдр,pazar
644,Sonntag::N,воскресень,pazar
645,groß::A,ик,büyük
646,klein::A,бичкн,ufak
647,klein::A,бичкн,küçük
648,lang::A,ут,uzun
649,kurz::A,оһтр,kısa
650,breit::A,өргн,enli
651,breit::A,өргн,geniş
652,schmal::A,уутьхн,dar
653,dicht::A,нигт,sık
654,dicht::A,нигт,yoğun
655,dick[Gegenstand]::A,зузан,kalın
656,dick[Gegenstand]::A,зузан,iri
657,dünn::A,нимгн,ince
658,fein::A,нәрхн,ince
659,fein::A,нәрхн,narin
660,fest::A,бат,sabit
661,fest::A,бат,sağlam
662,flach::A,хавтха,düz
663,flach::A,хавтха,yassı
664,glatt::A,тегш,düz
665,glatt::A,тиньгр,düz
666,hart::A,хату,katı
667,weich::A,җөөлн,yumuşak
668,weich::A,җөөлкн,yumuşak
669,rund::A,төгрг,yuvarlak
670,spitz::A,шовһр,sivri
671,scharf::A,хурц,keskin
672,stumpf::A,мука,kör
673,schwer::A,күнд,ağır
674,schön::A,сәәхн,güzel
675,heiß::A,халун,kızgın
676,warm::A,дулан,sıcak
677,kalt::A,киитн,soğuk
678,kühl::A,серүн,serin
679,frisch::A,серүн,taze
680,feucht::A,чиигтә,nemli
681,feucht::A,чиигтә,rutubetli
682,nass::A,чиигтә,yaş
683,nass::A,чиигтә,ıslak
684,trocken::A,хагсу,kuru
685,voll::A,дүүрң,dolu
686,voll::A,дүүрң,dolmuş
687,leer::A,сул,boş
688,leer::A,хоосн,boş
689,offen::A,секәтә,açık
690,geschlossen::A,хаалһата,kapalı
691,sauber::A,цевр,pak
692,sauber::A,цевр,temiz
693,schmutzig::A,киртә,pis
694,schmutzig::A,киртә,kirli
695,roh::A,түүкә,çiğ
696,reif::A,болсн,olgun
697,lecker::A,әмтәхн,lezzetli
698,süß::A,әмтәхн,tatlı
699,süß::A,әмтәхн,şekerli
700,bitter::A,һашун,acı
701,bitter::A,һашута,acı
702,sauer::A,ишклң,ekşi
703,hell::A,герлтә,aydınlık
704,dunkel::A,харңһу,karanlık
705,schwarz::A,хар,kara
706,schwarz::A,хар,siyah
707,weiß::A,цаһан,ak
708,weiß::A,цаһан,beyaz
709,rot::A,улан,kırmızı
710,gelb::A,шар,sarı
711,blau::A,көк,mavi
712,grün::A,көк,yeşil
713,grau::A,бор,boz
714,bunt::A,алг,renkli
715,bunt::A,эрәтә,renkli
716,billig::A,кимд,ucuz
717,teuer::A,үнтә,pahalı
718,wertvoll::A,үнтә,değerli
719,wertvoll::A,эрднь,değerli
720,blind::A,сохр,kör
721,taub::A,дүлә,sağır
722,kräftig::A,күчтә,dinç
723,kräftig::A,күчтә,kuvvetli
724,stark::A,чаңһ,güçlü
725,stark::A,чаңһ,kuvvetli
726,schwach::A,күчн тату,zayıf
727,schwach::A,күчн тату,güçsüz
728,fett::A,тарһн,şişman
729,schlank::A,эццн,narin
730,hübsch::A,көркхн,güzel
731,hübsch::A,көркхн,sevimli
732,böse::A,уурта,kötü
733,dumm::A,тенг,aptal
734,faul::A,залху,tembel
735,fleißig::A,кинән,çalışkan
736,fleißig::A,кинмһә,çalışkan
737,geizig::A,ховдг,cimri
738,klug::A,ухата,zekî
739,klug::A,ухата,akıllı
740,geschickt::A,чадмг,becerikli
741,lieb::A,эңкр,sevimli
742,lustig::A,сергмҗтә,neşeli
743,lustig::A,җирһлтә,neşeli
744,sanft::A,номһн,nazik
745,hungrig::A,өлн,aç
746,hungrig::A,харһнсн,aç
747,krank::A,өвчтә,hasta
748,krank::A,өвчтә,rahatsız
749,krank::A,шалтгта,hasta
750,krank::A,шалтгта,rahatsız
751,nackt::A,нүцкн,çıplak
752,traurig::A,һундлта,kederli
753,traurig::A,һундлта,üzüntülü
754,lebendig::A,әмд,canlı
755,gut::A,сән,iyi
756,schlecht::A,му,kötü
757,richtig::A,зөвтә,doğru
758,schlimm::A,җигшүртә,kötü
759,wahr::A,үнн,doğru
760,wahr::A,үнн,gerçek
761,wahr::A,мөн,doğru
762,wahr::A,мөн,gerçek
763,alt::A,хуучн,eski
764,neu::A,шин,yeni
765,ehemalig::A,хуучн,önceki
766,alt[Lebewesen]::A,көгшн,yaşlı
767,jung::A,баһ,genç
768,arm::A,угатя,fakir
769,reich::A,байн,zengin
770,bekannt::A,таньл,bilinen
771,bekannt::A,таньдг,bilinen
772,berühmt::A,туурсн,ünlü
773,berühmt::A,туурсн,meşhur
774,fremd::A,күүнә,yabancı
775,verschieden::A,әдл биш,ayrı
776,verschieden::A,әдл биш,farklı
777,verschieden::A,йилһәтә,ayrı
778,verschieden::A,йилһәтә,farklı
779,nah::A,өөрхн,yakın
780,nah::A,өөрхн,bitişik
781,fern::A,хол,uzak
782,linker::A,зүн,sol
783,rechter::A,барун,sağ
784,anderer::A,талдан,diğer
785,erster::A,негдгч,ilk
786,erster::A,негдгч,birinci
787,zweiter::A,хойрдгч,ikinci
788,dritter::A,һурвдгч,üçüncü
789,letzter::A,отхн,son
790,letzter::A,отхн,sonuncu
791,allein::ADV,һанцарн,yalnız
792,allein::ADV,һанцарн,tek başına
793,auf einmal::ADV,нег дәкҗ,birden
794,zusammen::ADV,хамдан,beraber
795,zusammen::ADV,хамдан,birlikte
796,lange::ADV,удан,çok
