,Concept_ID,mdf,ja
429,Getreide::N,сёра,麦
430,Getreide::N,сёра,穀物
431,Brei::N,ям,粥
432,Brot::N,кши,パン
433,Scheibe::N,кочам,枚
434,Scheibe::N,кочам,切れ
435,Fett::N,куя́,脂肪
436,Butter::N,вай,バター
437,Öl::N,вай,油
438,Salz::N,сал,塩
439,Suppe::N,шонгарям,スープ
440,Suppe::N,коршампяль,スープ
441,Honig::N,медь,蜂蜜
442,Milch::N,лофца,牛乳
443,Tee::N,чай,茶
444,Tee::N,чай,お茶
445,Leder::N,кедь,革
446,Wolle::N,пона,毛糸
447,Stoff::N,котф,布
448,Nadel::N,салмокс,針
449,Faden::N,сюре,糸
450,Knopf::N,пуня,ボタン
451,Knoten::N,сюлма,結び目
452,Farbe::N,архтомбяль,ペンキ
453,Kleidung::N,щам,衣服
454,Hemd::N,па́нар,シャツ
455,Kragen::N,сиве,襟
456,Ärmel::N,ожа,袖
457,Hose::N,понкст,ズボン
458,Gürtel::N,каркс,帯
459,Gürtel::N,каркс,ベルト
460,Mütze::N,вазь,帽子
461,Schuh::N,башма́к,靴
462,Stiefel::N,кя́ме,ブーツ
463,Ring::N,суркс,輪
464,Band::N,керькс,リボン
465,Band::N,лента,リボン
466,Kamm::N,сюрьхцем,櫛
467,Spiegel::N,ванома,鏡
468,Riemen::N,шнань каркс,緒
469,Schnur::N,пикс,紐
470,Schnur::N,карькскя,紐
471,Leine::N,вядьме,綱
472,Decke::N,вельхкс,掛け布団
473,Kissen::N,тоду,枕
474,Tuch::N,руця́,スカーフ
475,Handtuch::N,на́рдама,タオル
476,Kraft::N,вий,力
477,Stärke::N,вииши,強さ
478,Gesundheit::N,шумбраши́,健康
479,Krankheit::N,урма́,病気
480,Krankheit::N,сярядема,病気
481,Schmerz::N,маряма,痛み
482,Wunde::N,керф,傷
483,Fieber::N,маштыкс,熱
484,Arznei::N,надо́бья,薬
485,Arznei::N,пъчка́фтома,薬
486,Brücke::N,седь,橋
487,Brunnen::N,эши,井戸
488,Weide::N,ванома васта,牧場
489,Pfad::N,ян,小路
490,Pfad::N,киня́,小路
491,Weg::N,ки,道
492,Straße::N,ки,街道
493,Dorf::N,веле,村
494,Stadt::N,ош,町
495,Stadt::N,ош,都市
496,Brief::N,сёрма,手紙
497,Buch::N,книга,本
498,Buchstabe::N,бу́ква,文字
499,Zeitung::N,газе́та,新聞
500,Leben::N,эряф,生活
501,Leben::N,эряма,生活
502,Tod::N,кулома́,死
503,Grab::N,калма,墓
504,Kirche::N,це́рькав,教会
505,Sünde::N,пежеть,罪
506,Sünde::N,муворкс,罪
507,Gott::N,шкай,神
508,Arbeiter::N,трудендай,労働者
509,Arbeiter::N,работник,労働者
510,Chef::N,азор,上司
511,Chef::N,оцюня,上司
512,Meister::N,мастяр,達人
513,Meister::N,мастяр,マイスター
514,Arzt::N,врач,医者
515,Arzt::N,доктор,医者
516,Lehrer::N,учи́тель,先生
517,Geld::N,ярмакт,金
518,Geschäft::N,ладяфкс,取り引き
519,Geschäft::N,ладяф тев,取り引き
520,Laden::N,ла́вка,店
521,Preis::N,питне,値段
522,Ware::N,миф,商品
523,Ware::N,ра́маф,商品
524,Nutzen::N,пара,利益
525,Nutzen::N,лезкс,利益
526,Reichtum::N,ко́зяши,豊かさ
527,Welt::N,свет,世界
528,Land::N,мастор,国
529,Staat::N,государства,国家
530,König::N,король,国王
531,Macht::N,азорондама,権力
532,Macht::N,азорксши,権力
533,Grenze::N,ёткаян,国境
534,Krieg::N,война́,戦争
535,Feind::N,душман,敵
536,Feind::N,каршек тюри,敵
537,Gewalt::N,наругама,暴力
538,Kampf::N,тюрема́,戦い
539,Bogen[Waffe]::N,нал,弓
540,Pfeil::N,нал,矢
541,Gewehr::N,винто́вка,銃
542,Fehler::N,эльбядькс,間違い
543,Lüge::N,васькафнема,嘘
544,Schaden::N,зия́н,損害
545,Unglück::N,зия́н,不幸
546,Schuld::N,муворши,罪
547,Alter::N,эряф кизот,年
548,Alter::N,эряф кизот,年齢
549,Alter::N,эряфонь пинге,年
550,Alter::N,эряфонь пинге,年齢
551,Schluss::N,пе,終わり
552,Zeit::N,пинге,時
553,Zeit::N,пинге,時間
554,Tag::N,ши,日
555,Morgen::N,шобдава,朝
556,Mittag::N,шикучка,昼
557,Abend::N,иля́дь,晩
558,Abend::N,иля́дь,夕方
559,Nacht::N,ве,夜
560,Woche::N,недя́ля,週
561,Monat::N,ков,月
562,Jahr::N,киза,年
563,Frühling::N,тунда́,春
564,Sommer::N,киза,夏
565,Herbst::N,сёксе,秋
566,Winter::N,тяла,冬
567,Januar::N,кельмеков,一月
568,Februar::N,уфайков,二月
569,März::N,марайков,三月
570,April::N,шудиков,四月
571,Mai::N,панжиков,五月
572,Juni::N,лямбеков,六月
573,Juli::N,псиков,七月
574,August::N,сёроньков,八月
575,September::N,тюжягов,九月
576,Oktober::N,кельмазаков,十月
577,November::N,эйндамков,十一月
578,Dezember::N,кучкаков,十二月
579,Montag::N,одговши,月曜日
580,Dienstag::N,ша́вши,火曜日
581,Mittwoch::N,вержи,水曜日
582,Donnerstag::N,шува́ланя,木曜日
583,Freitag::N,пя́денця,金曜日
584,Samstag::N,ёткши,土曜日
585,Sonntag::N,таргоши,日曜日
586,groß::A,оцю,大きい
587,klein::A,ёмла,小さい
588,lang::A,кува́ка,長い
589,kurz::A,нюрьхкя́ня,短い
590,breit::A,кели,広い
591,schmal::A,тяйня,狭い
592,dicht::A,сиде,密な
593,dicht::A,туста,密な
594,dick[Gegenstand]::A,эчке,厚い
595,dünn::A,шува́ня,薄い
596,fein::A,шува́ня,細い
597,fest::A,кеме,硬い
598,flach::A,лапш,平らな
599,glatt::A,вадяв,滑らかな
600,glatt::A,такор,滑らかな
601,hart::A,калгода,堅い
602,weich::A,ляпе,柔らかい
603,rund::A,кру́глай,丸い
604,spitz::A,ботаз,尖った
605,spitz::A,оржа,尖った
606,scharf::A,оржа,鋭い
607,stumpf::A,ношка,鈍い
608,schwer::A,стака,重い
609,schön::A,мазы,綺麗な
610,heiß::A,пси,熱い
611,warm::A,лямбе,温かい
612,kalt::A,кельме,寒い
613,kalt::A,кельме,冷たい
614,kühl::A,эше,涼しい
615,frisch::A,свежай,ひんやりした
616,feucht::A,летьке,湿った
617,nass::A,начка,濡れた
618,trocken::A,коське,乾いた
619,voll::A,пяшксе,いっぱいの
620,leer::A,шава,空の
621,offen::A,панжада,開いた
622,offen::A,виде,開いた
623,geschlossen::A,пякстаф,閉まった
624,geschlossen::A,сёлгф,閉まった
625,sauber::A,ару,清潔な
626,schmutzig::A,рда́зу,汚い
627,schmutzig::A,пя́ндра,汚い
628,roh::A,верок,生の
629,reif::A,ке́нерьф,熟した
630,lecker::A,танцти,美味しい
631,süß::A,ламбама,甘い
632,bitter::A,сяпи,苦い
633,sauer::A,шапама,酸っぱい
634,hell::A,валда,明るい
635,dunkel::A,шобда,暗い
636,schwarz::A,равжа,黒い
637,weiß::A,акша,白い
638,rot::A,якстерь,赤い
639,gelb::A,тюжя́,黄色い
640,blau::A,сенем,青い
641,grün::A,пиже,緑の
642,grün::A,сянгяря,緑の
643,grau::A,уле,灰色の
644,bunt::A,сёрмав,色取り取りの
645,billig::A,у́цез,安い
646,billig::A,аф пи́тни,安い
647,teuer::A,пи́тни,高い
648,wertvoll::A,питни,貴重な
649,blind::A,сокор,盲目の
650,taub::A,пярав,耳が聞こえない
651,kräftig::A,пяк вии,強力な
652,stark::A,вии,強い
653,schwach::A,лафча,弱い
654,fett::A,куя́,太った
655,schlank::A,виде ронга,ほっそりした
656,hübsch::A,мазы,素敵な
657,böse::A,кяжи,悪い
658,dumm::A,аф ёню,馬鹿な
659,dumm::A,шава пря,馬鹿な
660,faul::A,нола,怠惰な
661,fleißig::A,ку́лхцонды,勤勉な
662,geizig::A,кирьжя,けちな
663,geizig::A,жаднай,けちな
664,klug::A,ёню,賢い
665,klug::A,ёню,頭のいい
666,klug::A,пря́ви,賢い
667,klug::A,пря́ви,頭のいい
668,geschickt::A,маштозь тиф,器用な
669,lieb::A,цебярь,愛らしい
670,lustig::A,ра́хси,楽しい
671,sanft::A,сетьме,温和な
672,hungrig::A,вача,空腹の
673,hungrig::A,вачеда,空腹の
674,krank::A,сяряди,病気の
675,nackt::A,штада,裸の
676,nackt::A,кърхтапа,裸の
677,traurig::A,ла́жнай,悲しい
678,lebendig::A,эряй,生きた
679,gut::A,пара,良い
680,gut::A,цебярь,良い
681,schlecht::A,кальдяв,悪い
682,schlecht::A,кальдяв,駄目な
683,richtig::A,виде,正しい
684,schlimm::A,кальдяв,ひどい
685,wahr::A,афкуксонь,本当の
686,alt::A,ташта,古い
687,neu::A,од,新しい
688,ehemalig::A,и́нгольдень,以前の
689,alt[Lebewesen]::A,сире,年を取った
690,jung::A,од,若い
691,arm::A,а́шу,貧乏な
692,reich::A,козя,裕福な
693,bekannt::A,содаф,有名な
694,berühmt::A,содавикс,有名な
695,fremd::A,лия,見知らぬ
696,fremd::A,аф содаф,見知らぬ
697,verschieden::A,аф фкя ла́цонь,色々な
698,nah::A,мала,近い
699,nah::A,аф ичкоздень,近い
700,fern::A,и́чкоздень,遠い
701,fern::A,куна́рдонь,遠い
702,linker::A,кержи,左の
703,rechter::A,види,右の
704,anderer::A,лия,別の
705,erster::A,васенце,一番目
706,zweiter::A,омбоце,二番目
707,dritter::A,колмоце,三番目
708,letzter::A,ме́кольце,最後の
709,allein::ADV,ськамонза,一人で
710,auf einmal::ADV,вихцок,同時に
711,zusammen::ADV,марс,一緒に
712,zusammen::ADV,ма́рса,一緒に
713,lange::ADV,кува́тьс,長い間
714,plötzlich::ADV,а́пак учт,急に
715,sofort::ADV,тяникиге,すぐに
716,später::ADV,ме́ле,後で
717,jetzt::ADV,тяни,今
718,heute::ADV,тячи,今日
719,morgen::ADV,ва́нды,明日
720,bald::ADV,курок,間もなく
721,dann::ADV,меле,それから
722,dann::ADV,сяда меле,それから
723,gestern::ADV,ися́к,昨日
724,einst::ADV,весть,過去に
725,einst::ADV,мзя́рда-бди,過去に
726,damals::ADV,эста,あの時
727,danach::ADV,меле,その後で
728,vorher::ADV,инголи,以前に
729,zuerst::ADV,ва́сенда,まず
730,zuerst::ADV,ва́сенда,最初に
731,einmal::ADV,весть,一回
732,manchmal::ADV,лия́ста,時々
733,manchmal::ADV,ко́ста-ко́ста,時々
734,oft::ADV,си́деста,よく
735,immer::ADV,фалу,いつも
736,immer::ADV,най,いつも
737,niemals::ADV,аф мзя́рдонга,一度も...ない
738,hier::ADV,тяса,こちら
739,hierhin::ADV,сей,ここへ
740,hierhin::ADV,сей,こちらへ
741,hierhin::ADV,тяза,ここへ
742,hierhin::ADV,тяза,こちらへ
743,von hier::ADV,тя́ста,ここから
744,dort::ADV,тоса,そちら
745,dorthin::ADV,тов,そこへ
746,dorthin::ADV,тов,そちらへ
747,dorthin::ADV,тоза,そこへ
748,dorthin::ADV,тоза,そちらへ
749,geradeaus::ADV,ви́деста,真っ直ぐに
750,vorwärts::ADV,и́нголи,前へ
751,rückwärts::ADV,ме́ки,後ろへ
752,zurück::ADV,ме́ки,後ろへ
753,unten::ADV,ала,下に
754,hinab::ADV,алу,下へ
755,oben::ADV,вяре,上に
756,hinauf::ADV,вяри,上へ
757,überall::ADV,се́мбе ва́стова,どこでも
758,nicht::ADV,аф,ない
759,ein wenig::ADV,аф лама,少し
760,ein wenig::ADV,аф лама,ちょっと
761,kaum::ADV,а́ньцек,ほとんど～ない
762,sehr::ADV,пяк,とても
763,so::ADV,ста́не,こう
764,noch::ADV,нинге,まだ
765,nur::ADV,аньцек,～だけ
766,schon::ADV,ни,もう
767,wieder::ADV,та́га,再び
768,vergebens::ADV,стак,無駄に
769,vor::PRP,инголе,前に
770,hinter::PRP,фтала,後ろに
771,hinter::PRP,мельге,後ろに
772,unter::PRP,ала,下に
773,durch::PRP,пачк,通して
774,neben::PRP,ваксса,横に
775,zwischen::PRP,ёткса,間に
776,wegen::PRP,сюнеда,為に
777,wegen::PRP,сюнеда,せいで
778,dies::PRN,тя,これ
779,das::PRN,ся,それ
780,das::PRN,тона,それ
781,alles::PRN,сембе,全部
782,ich::PRN,мон,私
783,du::PRN,тон,あなた
784,er::PRN,сон,彼
785,wir::PRN,минь,私達
786,ihr::PRN,тинь,あなた達
787,sie::PRN,синь,彼ら
788,was::FPRN,мезе,何
789,wer::FPRN,кие,誰
790,wer::FPRN,кие,どなた
791,wo::FADV,коса,どこ
792,wo::FADV,коса,どこに
793,wohin::FADV,ков,どこへ
794,wohin::FADV,коза,どこへ
795,wie::FADV,ко́да,どう
796,warum::FADV,мес,何故
797,warum::FADV,мес,どうして
798,wieviel::FNUM,мзя́ра,どのくらい
799,eins::NUM,фкя,一
800,zwei::NUM,кафта,二
801,zwei::NUM,кафта,二つ
802,drei::NUM,колма,三
803,drei::NUM,колма,三つ
804,vier::NUM,ниле,四
805,vier::NUM,ниле,四つ
806,fünf::NUM,вете,五
807,fünf::NUM,вете,五つ
808,sechs::NUM,кота,六
809,sechs::NUM,кота,六つ
810,sieben::NUM,сисем,七
811,sieben::NUM,сисем,七つ
812,acht::NUM,кафкса,八
813,acht::NUM,кафкса,八つ
814,neun::NUM,ве́йхкса,九
815,neun::NUM,ве́йхкса,九つ
816,zehn::NUM,кемонь,十
817,elf::NUM,кефкие,十一
818,zwölf::NUM,кемгафтува,十二
819,zwanzig::NUM,комсь,二十
