,Concept_ID,lv,vep
85,Zeh::N,кок чунь,barbaz
86,Zeh::N,pirksts,barbaz
87,Fuß::N,кок,jaug
88,Fuß::N,kāja,jaug
89,Ferse::N,кокбӧр,kand
90,Ferse::N,papēdis,kand
91,Knie::N,пидзӧс,komb
92,Knie::N,пидзӧс,pol'v
93,Knie::N,celis,komb
94,Knie::N,celis,pol'v
95,Oberschenkel::N,лядьвей,riiže
96,Oberschenkel::N,бек,riiže
97,Oberschenkel::N,ciska,riiže
98,Oberschenkel::N,augšstilbs,riiže
99,Bein::N,кок,jaug
100,Bein::N,kāja,jaug
101,Körper::N,туша,hibj
102,Körper::N,вывтыр,hibj
103,Körper::N,miesa,hibj
104,Körper::N,ķermenis,hibj
105,Haut::N,ку,nahk
106,Haut::N,āda,nahk
107,Blut::N,вир,čak
108,Blut::N,вир,veri
109,Blut::N,asins,čak
110,Blut::N,asins,veri
111,Ader::N,сӧн,son'
112,Ader::N,asinsvads,son'
113,Sehne::N,вез,jände
114,Sehne::N,dzīsla,jände
115,Knochen::N,лы,lu
116,Knochen::N,kauls,lu
117,Gehirn::N,вем,aivod
118,Gehirn::N,smadzenes,aivod
119,Herz::N,сьӧлӧм,südäin
120,Herz::N,sirds,südäin
121,Magen::N,кынӧм,südäikoht
122,Magen::N,kuņģis,südäikoht
123,Leber::N,мус,maks
124,Leber::N,aknas,maks
125,Atem::N,лов,hengaiduz
126,Atem::N,elpa,hengaiduz
127,Hunger::N,тшыг,näl'g
128,Hunger::N,bads,näl'g
129,Hunger::N,izsalkums,näl'g
130,Träne::N,синва,kündal'
131,Träne::N,asara,kündal'
132,Geschmack::N,кӧр,magu
133,Geschmack::N,чӧсмӧс,magu
134,Geschmack::N,garša,magu
135,Geruch::N,зын,haju
136,Geruch::N,дук,haju
137,Geruch::N,smaka,haju
138,Schlaf::N,узьӧм,uni
139,Schlaf::N,miegs,uni
140,Traum::N,вӧт,unikuva
141,Traum::N,вӧтасьӧм,unikuva
142,Traum::N,sapnis,unikuva
143,Himmel::N,енэж,taivaz
144,Himmel::N,debess,taivaz
145,Sonne::N,шонді,päiväine
146,Sonne::N,saule,päiväine
147,Mond::N,тӧлысь,kudmaine
148,Mond::N,mēness,kudmaine
149,Stern::N,кодзув,tähtaz
150,Stern::N,zvaigzne,tähtaz
151,Luft::N,сынӧд,il'm
152,Luft::N,gaiss,il'm
153,Wind::N,тӧв,döl
154,Wind::N,тӧв,tullei
155,Wind::N,vējš,döl
156,Wind::N,vējš,tullei
157,Welle::N,гы,ald
158,Welle::N,гы,laineh
159,Welle::N,vilnis,ald
160,Welle::N,vilnis,laineh
161,Wasser::N,ва,vezi
162,Wasser::N,ūdens,vezi
163,Stein::N,из,kivi
164,Stein::N,akmens,kivi
165,Boden::N,му,ma
166,Boden::N,му,pohj
167,Boden::N,augsne,ma
168,Boden::N,augsne,pohj
169,Erde::N,му,ma
170,Erde::N,му-ва,ma
171,Erde::N,zeme,ma
172,Staub::N,бус,pölü
173,Staub::N,putekļi,pölü
174,Rauch::N,тшын,savu
175,Rauch::N,dūmi,savu
176,Funke::N,кинь,kibin
177,Funke::N,би кинь,kibin
178,Funke::N,dzirkstele,kibin
179,Feuer::N,би,lämoi
180,Feuer::N,uguns,lämoi
181,Licht::N,югӧр,vauktuz
182,Licht::N,gaisma,vauktuz
183,Schatten::N,вуджӧр,pil'vez
184,Schatten::N,вуджӧр,kuvahaine
185,Schatten::N,ēna,pil'vez
186,Schatten::N,ēna,kuvahaine
187,Wetter::N,поводдя,sä
188,Wetter::N,laiks,sä
189,Nebel::N,ру,sumeg
190,Nebel::N,онь,sumeg
191,Nebel::N,migla,sumeg
192,Wolke::N,кымӧр,pil'v
193,Wolke::N,mākonis,pil'v
194,Regen::N,зэр,vihm
195,Regen::N,lietus,vihm
196,Schnee::N,лым,lumi
197,Schnee::N,sniegs,lumi
198,Eis::N,йи,jä
199,Eis::N,ledus,jä
200,Frost::N,кӧдзыд,hala
201,Frost::N,кӧдзыд,pakaine
202,Frost::N,sals,hala
203,Frost::N,sals,pakaine
204,Kälte::N,кӧдзыд,vilu
205,Kälte::N,saltums,vilu
206,Kälte::N,aukstums,vilu
207,Hitze::N,пӧсь,räk
208,Hitze::N,гожӧд,räk
209,Hitze::N,karstums,räk
210,Raureif::N,пуж,hüde
211,Raureif::N,гыӧр,hüde
212,Raureif::N,sarma,hüde
213,Regenbogen::N,ӧшкамӧшка,jumalanbembel'
214,Regenbogen::N,varavīksne,jumalanbembel'
215,Donner::N,гым,juru
216,Donner::N,гым,jumalanjuru
217,Donner::N,pērkons,juru
218,Donner::N,pērkons,jumalanjuru
219,Strömung::N,ва ныр,joksmuz
220,Strömung::N,визувтӧм,joksmuz
221,Strömung::N,straume,joksmuz
222,Strömung::N,strāvojums,joksmuz
223,Tropfen::N,войт,tilkuine
224,Tropfen::N,lāse,tilkuine
225,Schaum::N,быг,vaht
226,Schaum::N,быгзьӧм,vaht
227,Schaum::N,putas,vaht
228,Schmutz::N,няйт,redu
229,Schmutz::N,няйт,pačak
230,Schmutz::N,dubļi,redu
231,Schmutz::N,dubļi,pačak
232,See::N,ты,järv
233,See::N,ezers,järv
234,Sumpf::N,гыбад,so
235,Sumpf::N,кад,so
236,Sumpf::N,dumbrājs,so
237,Sumpf::N,staignājs,so
238,Moor::N,нюр,so
239,Moor::N,purvs,so
240,Moor::N,muklājs,so
241,Wiese::N,видз,nit
242,Wiese::N,pļava,nit
243,Wald::N,вӧр,mec
244,Wald::N,mežs,mec
245,Hügel::N,дзиб,kukaz
246,Hügel::N,мыльк,kukaz
247,Hügel::N,нӧрыс,kukaz
248,Hügel::N,paugurs,kukaz
249,Anhöhe::N,мыльк,kukaz
250,Anhöhe::N,нӧрыс,kukaz
251,Anhöhe::N,paugurs,kukaz
252,Berg::N,чой,mägi
253,Berg::N,керӧс,mägi
254,Berg::N,kalns,mägi
255,Gipfel::N,чук,ladv
256,Gipfel::N,virsotne,ladv
257,Höhle::N,рудӧг,mägionduz
258,Höhle::N,ala,mägionduz
259,Abhang::N,ньывк,paute
260,Abhang::N,бокша,paute
261,Abhang::N,nogāze,paute
262,Quelle::N,ӧшмӧс,lähte
263,Quelle::N,avots,lähte
264,Bach::N,шор,oja
265,Bach::N,urga,oja
266,Bach::N,strauts,oja
267,Fluss::N,ю,jogi
268,Fluss::N,upe,jogi
269,Ufer::N,вадор,rand
270,Ufer::N,krasts,rand
271,Küste::N,вадор,randišt
272,Küste::N,piekraste,randišt
273,Festland::N,му,kuivma
274,Festland::N,sauszeme,kuivma
275,Meer::N,саридз,meri
276,Meer::N,jūra,meri
277,Bucht::N,куръя,laht
278,Bucht::N,līcis,laht
279,Insel::N,ді,sar'
280,Insel::N,sala,sar'
281,Blume::N,дзоридз,änik
282,Blume::N,puķe,änik
283,Blume::N,zieds,änik
284,Gras::N,турун,hein
285,Gras::N,zāle,hein
286,Wurzel::N,вуж,jur'
287,Wurzel::N,sakne,jur'
288,Baum::N,пу,pu
289,Baum::N,koks,pu
290,Stamm::N,пучер,tüvi
291,Stamm::N,stumbrs,tüvi
292,Rinde::N,кырсь,kor'
293,Rinde::N,miza,kor'
294,Ast::N,ув,oks
295,Ast::N,zars,oks
296,Zweig::N,вож,oks
297,Zweig::N,вож,barb
298,Zweig::N,nozare,oks
299,Zweig::N,nozare,barb
300,Blatt::N,кор,lehtez
301,Blatt::N,lapa,lehtez
302,Birke::N,кыдз,koiv
303,Birke::N,bērzs,koiv
304,Kiefer[Baum]::N,пожӧм,pedai
305,Kiefer[Baum]::N,priede,pedai
306,Weide[Baum]::N,бадь,raid
307,Weide[Baum]::N,kārkls,raid
308,Tanne::N,коз,kuz'
309,Tanne::N,egle,kuz'
310,Horn::N,сюр,sar'v
311,Horn::N,rags,sar'v
312,Feder::N,гӧн,höuneh
313,Feder::N,тывборд,höuneh
314,Feder::N,spalva,höuneh
315,Fell::N,ку,nahk
316,Fell::N,āda,nahk
317,Flügel::N,борд,suug
318,Flügel::N,spārns,suug
319,Klaue::N,гыж,künz'
320,Klaue::N,nags,künz'
321,Kralle::N,гыж,künz'
322,Kralle::N,nags,künz'
323,Schwanz::N,бӧж,händ
324,Schwanz::N,ļipa,händ
325,Ei::N,кольк,muna
326,Ei::N,ola,muna
327,Nest::N,поз,peza
328,Nest::N,ligzda,peza
329,Bau::N,горс,uru
330,Bau::N,пырмӧс,uru
331,Bau::N,гу,uru
332,Bau::N,ala,uru
333,Tier::N,пемӧс,živat
334,Tier::N,dzīvnieks,živat
335,Herde::N,стада,kogo
336,Herde::N,кельӧб,kogo
337,Herde::N,ganāmpulks,kogo
338,Kuh::N,мӧс,lehm
339,Kuh::N,govs,lehm
340,Bulle::N,ӧш,härg
341,Bulle::N,bullis,härg
342,Pferd::N,вӧв,hebo
343,Pferd::N,zirgs,hebo
344,Schaf::N,ыж,lambaz
345,Schaf::N,aita,lambaz
346,Schwein::N,порсь,siga
347,Schwein::N,cūka,siga
348,Hund::N,пон,koir
349,Hund::N,suns,koir
350,Katze::N,кань,kaži
351,Katze::N,kaķis,kaži
352,Bär::N,ош,kondi
353,Bär::N,lācis,kondi
354,Eichhörnchen::N,ур,orav
355,Eichhörnchen::N,vāvere,orav
356,Elch::N,йӧра,hirb'
357,Elch::N,alnis,hirb'
358,Fuchs::N,руч,reboi
359,Fuchs::N,lapsa,reboi
360,Hase::N,кӧч,jäniš
361,Hase::N,zaķis,jäniš
362,Maus::N,шыр,hir'
363,Maus::N,pele,hir'
364,Wolf::N,кӧин,händikaz
365,Wolf::N,vilks,händikaz
366,Vogel::N,кай,lind
367,Vogel::N,лэбач,lind
368,Vogel::N,putns,lind
369,Schwarm::N,чукӧр,parveh
370,Schwarm::N,spiets,parveh
371,Huhn::N,курӧг,kana
372,Huhn::N,vista,kana
373,Hahn::N,петук,kukoi
374,Hahn::N,gailis,kukoi
375,Gans::N,дзодзӧг,hanh'
376,Gans::N,zoss,hanh'
377,Adler::N,кутш,orl
378,Adler::N,ērglis,orl
379,Ente::N,утка,sorz
380,Ente::N,pīle,sorz
381,Eule::N,сюзь,hir'pulo
382,Eule::N,pūce,hir'pulo
383,Kranich::N,тури,kurg
384,Kranich::N,dzērve,kurg
385,Krähe::N,рака,variš
386,Krähe::N,vārna,variš
387,Kuckuck::N,кӧк,kägi
388,Kuckuck::N,dzeguze,kägi
389,Schwan::N,юсь,joucen
390,Schwan::N,gulbis,joucen
391,Fisch::N,чери,kala
392,Fisch::N,zivs,kala
393,Barsch::N,ёкыш,ahven
394,Barsch::N,asaris,ahven
395,Hecht::N,сир,haug'
396,Hecht::N,līdaka,haug'
397,Schlange[Tier]::N,кый,kü
398,Schlange[Tier]::N,кый,mado
399,Schlange[Tier]::N,čūska,kü
400,Schlange[Tier]::N,čūska,mado
401,Wurm::N,номыр,mado
402,Wurm::N,tārps,mado
403,Spinne::N,черань,hämähouk
404,Spinne::N,zirneklis,hämähouk
405,Ameise::N,кодзувкот,murahaine
406,Ameise::N,skudra,murahaine
407,Laus::N,той,täi
408,Laus::N,uts,täi
409,Mücke::N,ном,säs'k
410,Mücke::N,ods,säs'k
411,Fliege::N,гут,kärbhaine
412,Fliege::N,muša,kärbhaine
413,Schmetterling::N,бобув,lipkaine
414,Schmetterling::N,tauriņš,lipkaine
415,Beere::N,тусь,marj
416,Beere::N,вотӧс,marj
417,Beere::N,oga,marj
418,Apfel::N,яблӧг,jablok
419,Apfel::N,ābols,jablok
420,Pilz::N,тшак,sen'
421,Pilz::N,тшак,babuk
422,Pilz::N,sēne,sen'
423,Pilz::N,sēne,babuk
424,Zwiebel::N,луккок,lauk
425,Zwiebel::N,йӧнгыль,lauk
426,Zwiebel::N,sīpols,lauk
427,Saat::N,тусь,semned
428,Saat::N,кӧйдыс,semned
429,Saat::N,sēkla,semned
430,Korn::N,тусь,jüvä
431,Korn::N,тусь,vill'
432,Korn::N,grauds,jüvä
433,Korn::N,grauds,vill'
434,Heu::N,турун,hein
435,Heu::N,siens,hein
436,Schale::N,кор,kor'
437,Schale::N,čaula,kor'
438,Schale::N,čaumala,kor'
439,Grube::N,гу,kop
440,Grube::N,bedre,kop
441,Falle::N,лэч,rida
442,Falle::N,slazds,rida
443,Falle::N,lamatas,rida
444,Schlinge::N,лэч,rihm
445,Schlinge::N,cilpa,rihm
446,Spur::N,туй,jäl'g
447,Spur::N,pēda,jäl'g
448,Asche::N,пӧм,tuhk
449,Asche::N,pelni,tuhk
450,Dreck::N,няйт,redu
451,Dreck::N,няйт,pačak
452,Dreck::N,dubļi,redu
453,Dreck::N,dubļi,pačak
454,Eisen::N,кӧрт,raud
455,Eisen::N,dzelzs,raud
456,Gold::N,зарни,kuld
457,Gold::N,zelts,kuld
458,Silber::N,эзысь,hobed
459,Silber::N,sudrabs,hobed
460,Kohle::N,шом,hil'
461,Kohle::N,ogle,hil'
462,Glas::N,стеклӧ,stökol
463,Glas::N,stikls,stökol
464,Lehm::N,сёй,savi
465,Lehm::N,māls,savi
466,Sand::N,лыа,lete
467,Sand::N,smiltis,lete
468,Mensch::N,морт,mez'
469,Mensch::N,морт,ristit
470,Mensch::N,cilvēks,mez'
471,Mensch::N,cilvēks,ristit
472,Mann::N,аймӧрт,mez'
473,Mann::N,мужичӧй,mez'
474,Mann::N,vīrietis,mez'
475,Frau::N,ань,naine
476,Frau::N,нывбаба,naine
477,Frau::N,sieviete,naine
478,Kind::N,кага,laps'
479,Kind::N,bērns,laps'
480,Junge::N,пи,poig
481,Junge::N,пи,prihaine
482,Junge::N,zēns,poig
483,Junge::N,zēns,prihaine
484,Junge::N,puika,poig
485,Junge::N,puika,prihaine
486,Junge::N,puisis,poig
487,Junge::N,puisis,prihaine
488,Mädchen::N,ныв,neičukaine
489,Mädchen::N,meiča,neičukaine
490,Mädchen::N,skuķis,neičukaine
491,Mädchen::N,meitene,neičukaine
492,Familie::N,семья,kanz
493,Familie::N,семья,pereh
494,Familie::N,ģimene,kanz
495,Familie::N,ģimene,pereh
496,Großvater::N,пӧль,ded
497,Großvater::N,vecaistēvs,ded
498,Großmutter::N,баб,bab
499,Großmutter::N,vecāmāte,bab
500,Eltern::N,ай-мам,vanhembad
501,Eltern::N,ай-мам,kazvatajad
502,Eltern::N,бать-мам,vanhembad
503,Eltern::N,бать-мам,kazvatajad
504,Eltern::N,vecāki,vanhembad
505,Eltern::N,vecāki,kazvatajad
506,Vater::N,бать,tat
507,Vater::N,ай,tat
508,Vater::N,tēvs,tat
509,Mutter::N,мам,mam
510,Mutter::N,māte,mam
511,Sohn::N,пи,poig
512,Sohn::N,dēls,poig
513,Tochter::N,ныв,tütär
514,Tochter::N,meita,tütär
515,Bruder::N,вок,veik
516,Bruder::N,вок,vell'
517,Bruder::N,brālis,veik
518,Bruder::N,brālis,vell'
519,Schwester::N,чой,čiža
520,Schwester::N,чой,sizar
521,Schwester::N,māsa,čiža
522,Schwester::N,māsa,sizar
523,Onkel::N,дядь,däd'
524,Onkel::N,tēvocis,däd'
525,Tante::N,тьӧт,tädi
526,Tante::N,tante,tädi
527,Ehemann::N,верӧс,mužik
528,Ehemann::N,vīrs,mužik
529,Ehefrau::N,гӧтыр,ak
530,Ehefrau::N,sieva,ak
531,Freude::N,радлун,ilo
532,Freude::N,радлун,ihastuz
533,Freude::N,prieks,ilo
534,Freude::N,prieks,ihastuz
535,Gelächter::N,серам,nagr
536,Gelächter::N,smiekli,nagr
537,Glück::N,шуд,oza
538,Glück::N,laime,oza
539,Kummer::N,шог,gor'a
540,Kummer::N,bēdas,gor'a
541,Kummer::N,raizes,gor'a
542,Wunsch::N,кӧсйӧм,taht
543,Wunsch::N,vēlme,taht
544,Wunsch::N,vēlējums,taht
545,Lust::N,кыскӧм,himo
546,Lust::N,радейтӧм,himo
547,Lust::N,kāre,himo
548,Geist::N,лов,heng
549,Geist::N,gars,heng
550,Gedanke::N,мӧвп,meletuz
551,Gedanke::N,doma,meletuz
552,Gedächtnis::N,паметь,mušt
553,Gedächtnis::N,atmiņa,mušt
554,Verstand::N,вежӧр,mel'
555,Verstand::N,prāts,mel'
556,Sinn::N,мог,jüvä
557,Sinn::N,вежӧртас,jüvä
558,Sinn::N,nozīme,jüvä
559,Grund::N,помка,sü
560,Grund::N,pamats,sü
561,Grund::N,iemesls,sü
562,Wahrheit::N,збыль,tozi
563,Wahrheit::N,збыльтор,tozi
564,Wahrheit::N,taisnība,tozi
565,Wahrheit::N,patiesība,tozi
566,Gespräch::N,сёрни,lodu
567,Gespräch::N,сёрни,pagin
568,Gespräch::N,saruna,lodu
569,Gespräch::N,saruna,pagin
570,Märchen::N,мойд,sarn
571,Märchen::N,pasaka,sarn
572,Erzählung::N,висьт,sanutez
573,Erzählung::N,stāsts,sanutez
574,Erzählung::N,nostāsts,sanutez
575,Nachricht::N,юӧртӧм,tedotuz
576,Nachricht::N,ziņa,tedotuz
577,Neuigkeit::N,выльтор,uzištuz
578,Neuigkeit::N,jaunums,uzištuz
579,Name::N,ним,nimi
580,Name::N,vārds,nimi
581,Rätsel::N,нӧдкыв,ozoitez
582,Rätsel::N,mīkla,ozoitez
583,Rede::N,сёрни,pagin
584,Rede::N,сёрни,sanad
585,Rede::N,runa,pagin
586,Rede::N,runa,sanad
587,Sprache::N,кыв,kel'
588,Sprache::N,valoda,kel'
589,Stimme::N,гӧлӧс,än'
590,Stimme::N,вом шы,än'
591,Stimme::N,balss,än'
592,Wort::N,кыв,sana
593,Wort::N,vārds,sana
594,Zeichen::N,пас,znam
595,Zeichen::N,zīme,znam
596,Ruf::N,чукӧстчӧм,kida
597,Ruf::N,чукӧстчӧм,kucund
598,Ruf::N,корӧм,kida
599,Ruf::N,корӧм,kucund
600,Ruf::N,sauciens,kida
601,Ruf::N,sauciens,kucund
602,Lärm::N,шы,judu
603,Lärm::N,зык,judu
604,Lärm::N,зычитӧм,judu
605,Lärm::N,troksnis,judu
606,Laut::N,шы,kulund
607,Laut::N,skaņa,kulund
608,Ton::N,шы,kulund
609,Ton::N,tonis,kulund
610,Lied::N,сьылан,pajo
611,Lied::N,сьыланкыв,pajo
612,Lied::N,dziesma,pajo
613,Ruhe::N,чӧв,lebu
614,Ruhe::N,miers,lebu
615,Leute::N,йӧз,rahvaz
616,Leute::N,войтыр,rahvaz
617,Leute::N,ļaudis,rahvaz
618,Leute::N,cilvēki,rahvaz
619,Volk::N,йӧз,rahvaz
620,Volk::N,войтыр,rahvaz
621,Volk::N,tauta,rahvaz
622,Arbeit::N,удж,tö
623,Arbeit::N,удж,rad
624,Arbeit::N,darbs,tö
625,Arbeit::N,darbs,rad
626,Gast::N,гӧсть,adiv
627,Gast::N,viešņa,adiv
628,Gast::N,ciemiņš,adiv
629,Geschenk::N,козин,lahj
630,Geschenk::N,dāvana,lahj
631,Spiel::N,ворсан,vänd
632,Spiel::N,rotaļa,vänd
633,Gesellschaft::N,котыр,sebr
634,Gesellschaft::N,biedrība,sebr
635,Gesellschaft::N,kompānija,sebr
636,Hilfe::N,отсӧг,abu
637,Hilfe::N,palīdzība,abu
638,Freund::N,ёрт,sebranik
639,Freund::N,draugs,sebranik
640,Kamerad::N,ёрт,sebranik
641,Kamerad::N,biedrs,sebranik
642,Angelegenheit::N,мог,azj
643,Angelegenheit::N,делӧ,azj
644,Angelegenheit::N,darīšana,azj
645,Anzahl::N,лыд,lugu
646,Anzahl::N,тшӧт,lugu
647,Anzahl::N,skaits,lugu
648,Anzahl::N,daudzums,lugu
649,Art::N,сикас,rod
650,Art::N,сикас,rodsugu
651,Art::N,suga,rod
652,Art::N,suga,rodsugu
653,Art::N,šķira,rod
654,Art::N,šķira,rodsugu
655,Stück::N,тор,pala
656,Stück::N,тор,supal
657,Stück::N,gabals,pala
658,Stück::N,gabals,supal
659,Teil::N,юкӧн,pala
660,Teil::N,daļa,pala
661,Hälfte::N,пӧв,pol'
662,Hälfte::N,джын,pol'
663,Hälfte::N,puse,pol'
664,Kreis::N,кытш,ümbruz
665,Kreis::N,кытш,kehkruz
666,Kreis::N,aplis,ümbruz
667,Kreis::N,aplis,kehkruz
668,Kreis::N,riņķis,ümbruz
669,Kreis::N,riņķis,kehkruz
670,Kreuz::N,перна,rist
671,Kreuz::N,крест,rist
672,Kreuz::N,krusts,rist
673,Linie::N,визь,pird
674,Linie::N,līnija,pird
675,Strich::N,визь,pird
676,Strich::N,svītra,pird
677,Abstand::N,кост,keskust
678,Abstand::N,коласт,keskust
679,Abstand::N,atstarpe,keskust
680,Entfernung::N,ылна,matk
681,Entfernung::N,attālums,matk
682,Entfernung::N,atstatums,matk
683,Gegend::N,му-ва,taho
684,Gegend::N,apvidus,taho
685,Gegend::N,apgabals,taho
686,Platz::N,ылдӧс,avaruz'
687,Platz::N,йир,avaruz'
688,Platz::N,гӧгӧртас,avaruz'
689,Platz::N,vieta,avaruz'
690,Ort::N,ин,koht
691,Ort::N,места,koht
692,Ort::N,vieta,koht
693,Seite::N,бок,pol'
694,Seite::N,бок,kül'g
695,Seite::N,ӧтарладор,pol'
696,Seite::N,ӧтарладор,kül'g
697,Seite::N,sāns,pol'
698,Seite::N,sāns,kül'g
699,Mitte::N,шӧр,kesk
700,Mitte::N,vidus,kesk
701,Gegenstand::N,кӧлуй,kalu
702,Gegenstand::N,priekšmets,kalu
703,Sache::N,добра,azj
704,Sache::N,lieta,azj
705,Rand::N,дор,röun
706,Rand::N,mala,röun
707,Rand::N,apmale,röun
708,Kante::N,дор,röun
709,Kante::N,šķautne,röun
710,Ecke::N,пельӧс,saum
711,Ecke::N,kakts,saum
712,Ecke::N,stūris,saum
713,Spitze::N,йыв,agjaine
714,Spitze::N,smaile,agjaine
715,Spitze::N,galotne,agjaine
716,Ende::N,пом,agj
717,Ende::N,gals,agj
718,Ende::N,uzgalis,agj
719,Loch::N,розь,reig
720,Loch::N,caurums,reig
721,Winkel::N,пельӧс,čoga
722,Winkel::N,пельӧс,saum
723,Winkel::N,leņķis,čoga
724,Winkel::N,leņķis,saum
725,Muster::N,сер,kirjam
726,Muster::N,piemērs,kirjam
727,Größe::N,ыджда,suruz'
728,Größe::N,lielums,suruz'
729,Länge::N,кузьта,piduz
730,Länge::N,garums,piduz
731,Höhe::N,джуджда,korktuz'
732,Höhe::N,augstums,korktuz'
733,Gewicht::N,сьӧкта,jügu
734,Gewicht::N,сьӧкта,vedäduz
735,Gewicht::N,сьӧкталун,jügu
736,Gewicht::N,сьӧкталун,vedäduz
737,Gewicht::N,svars,jügu
738,Gewicht::N,svars,vedäduz
739,Gewicht::N,smagums,jügu
740,Gewicht::N,smagums,vedäduz
741,Menge::N,лун,äjüz'
742,Menge::N,числӧ,äjüz'
743,Menge::N,masa,äjüz'
744,Menge::N,daudzums,äjüz'
745,Haufen::N,чукӧр,kogo
746,Haufen::N,čupa,kogo
747,Haufen::N,grēda,kogo
748,Haufen::N,kaudze,kogo
749,Reihe::N,рад,rivi
750,Reihe::N,rinda,rivi
751,Reihe::N,virkne,rivi
752,Boot::N,пыж,veneh
753,Boot::N,laiva,veneh
754,Ruder::N,пелыс,air
755,Ruder::N,ӧпаснӧй,air
756,Ruder::N,airis,air
757,Ruder::N,irklis,air
758,Schlitten::N,дадь,regi
759,Schlitten::N,дадь,regut
760,Schlitten::N,ragavas,regi
761,Schlitten::N,ragavas,regut
762,Ski::N,лызь,suks'
763,Ski::N,slēpe,suks'
764,Lagerfeuer::N,бипур,nodj
765,Lagerfeuer::N,бипур,pažag
766,Lagerfeuer::N,ugunskurs,nodj
767,Lagerfeuer::N,ugunskurs,pažag
768,Last::N,сьӧкыдтор,jüguz
769,Last::N,krava,jüguz
770,Gang::N,мунӧм,astund
771,Gang::N,ветлӧм,astund
772,Gang::N,eja,astund
773,Gang::N,gājums,astund
774,Schritt::N,воськов,hašk
775,Schritt::N,воськовтӧм,hašk
776,Schritt::N,solis,hašk
777,Norden::N,войвыв,pohjoine
778,Norden::N,ziemeļi,pohjoine
779,Süden::N,лунвыв,suvi
780,Süden::N,dienvidi,suvi
781,Westen::N,рытыв,päivlaskm
782,Westen::N,rietumi,päivlaskm
783,Osten::N,асыв,päivnouzm
784,Osten::N,austrumi,päivnouzm
785,Holz::N,пу,pu
786,Holz::N,koks,pu
787,Holz::N,koksne,pu
788,Brett::N,пӧв,laud
789,Brett::N,dēlis,laud
790,Platte::N,плита,keitim
791,Platte::N,plate,keitim
792,Platte::N,plāksne,keitim
793,Stütze::N,пыкӧд,tugi
794,Stütze::N,мыджӧд,tugi
795,Stütze::N,balsts,tugi
796,Stütze::N,atspaids,tugi
797,Stange::N,потш,arz'
798,Stange::N,maikste,arz'
799,Stock::N,бедь,kalu
800,Stock::N,boze,kalu
801,Stock::N,spieķis,kalu
802,Stab::N,зир,seibaz
803,Stab::N,zizlis,seibaz
