,Concept_ID,ku,kl
107,Wiese::N,sûrik,masarsuk
108,Wald::N,çiya,
109,Wald::N,daristan,
110,Hügel::N,gir,qattuneq
111,Hügel::N,gir,majuariaq
112,Hügel::N,gir,majorajaaq
113,Hügel::N,gir,qaqqannguaq
114,Anhöhe::N,sere gir,
115,Berg::N,kaş,qaqqaq
116,Gipfel::N,sere gir,
117,Höhle::N,şikeft,qaarusuk
118,Abhang::N,kaş,ippik
119,Abhang::N,kaş,sivinganeq
120,Abhang::N,kaş,sivingajaaq
121,Abhang::N,kaş,kussangajaaq
122,Quelle::N,kanî,
123,Bach::N,çem,kuunnguaq
124,Fluss::N,çem,kuuk
125,Fluss::N,rûbar,kuuk
126,Ufer::N,kevî,sissap sinaa
127,Küste::N,berav,sineriak
128,Festland::N,bejahî,
129,Meer::N,behr,imaq
130,Bucht::N,derav,ikeq
131,Bucht::N,derav,kangerluk
132,Bucht::N,derav,kangerliumaneq
133,Insel::N,girav,qeqertaq
134,Blume::N,kulînk,naasoq
135,Gras::N,giha,ivigaq
136,Wurzel::N,reh,niulutaq
137,Baum::N,dar,orpik
138,Stamm::N,bavik,kanaartaq
139,Rinde::N,qaqil,ameraq
140,Ast::N,gulî,avalequt
141,Zweig::N,şax,avalequt
142,Blatt::N,pel,pilutaq
143,Birke::N,dara sipî,patitsit
144,Kiefer[Baum]::N,dara bî,
145,Weide[Baum]::N,dara belalûk,palleq
146,Tanne::N,merx,orsuerneq
147,Horn::N,strô,nassuk
148,Feder::N,pîrtîk,suluk
149,Fell::N,heyar,ameq
150,Flügel::N,per,suluk
151,Flügel::N,per,isaroq
152,Klaue::N,napîk,kukik
153,Kralle::N,dinik,kukik
154,Kralle::N,dirnax,kukik
155,Schwanz::N,dûv,pamioq
156,Schwanz::N,dûv,paperuusaq
157,Ei::N,hêk,mannik
158,Nest::N,hêlîn,ullut
159,Bau::N,avahî,ini
160,Tier::N,heywan,uumasoq
161,Herde::N,hoz,unguukkat
162,Kuh::N,çêlek,ussik
163,Bulle::N,ga,angukulak
164,Bulle::N,ga,anguteralak
165,Bulle::N,ga,angutikulooq
166,Pferd::N,hesp,
167,Schaf::N,mîh,sava
168,Schwein::N,beraz,puuluki
169,Hund::N,seh,qimmeq
170,Katze::N,pişîk,puisaaq
171,Bär::N,hirç,allaq
172,Eichhörnchen::N,pilûr,sissinnguaq
173,Elch::N,pazkovî,
174,Fuchs::N,rovî,terianniaq
175,Hase::N,kîroşk,ukaleq
176,Maus::N,mişk,teriannguaq
177,Wolf::N,gur,amaroq
178,Vogel::N,çûk,timmiaq
179,Schwarm::N,lufik,
180,Huhn::N,mirîşk,kukkukooq
181,Huhn::N,mirîşk,marloraaqaaq
182,Hahn::N,dîk,kiasiusaq
183,Gans::N,qaz,nerleq
184,Adler::N,eylo,nattoralik
185,Ente::N,werdek,
186,Eule::N,bûm,uppik
187,Eule::N,kund,uppik
188,Kranich::N,quling,qorlorfik
189,Krähe::N,qijik,tuluatsiaq
190,Kuckuck::N,pepûk,kukkooq
191,Schwan::N,qû,qussuk
192,Fisch::N,masî,aalisagaq
193,Barsch::N,okûn,
194,Hecht::N,mesîyê lûf,
195,Schlange[Tier]::N,mar,pulateriarsuk
196,Schlange[Tier]::N,mar,pulateriaarsuk
197,Wurm::N,kurm,
198,Spinne::N,pîrê,aasiaq
199,Spinne::N,pîrê,nissavaarsuk
200,Ameise::N,mîro,uniaaluk
201,Ameise::N,gêrîk,uniaaluk
202,Laus::N,spi,kumak
203,Mücke::N,mêş,ippernaq
204,Fliege::N,mêş,ippernaq
205,Schmetterling::N,perperîk,paluaq
206,Schmetterling::N,perperîk,pakkaluaq
207,Schmetterling::N,perperîk,utsuppaluaq
208,Schmetterling::N,perperîk,taqaleqisaaq
209,Beere::N,hirç,paarmaq
210,Beere::N,hirç,paarngaq
211,Apfel::N,sêv,iipili
212,Pilz::N,bîrov,anngiusaq
213,Zwiebel::N,pîvaz,uanitsoq
214,Saat::N,tov,naatsiiassaq
215,Korn::N,dexl,maannineq
216,Heu::N,sap,
217,Schale::N,qaşik,niutsivik
218,Schale::N,qaşik,ilulissaq qaartussaq
219,Grube::N,çahl,itersaq
220,Falle::N,dafik,pualavoq
221,Schlinge::N,dahf,orseq
222,Schlinge::N,dahf,norloq
223,Spur::N,rêç,tumaa
224,Asche::N,xweli,arsat
225,Dreck::N,gemarî,minguk
226,Eisen::N,hesing,savimineq
227,Eisen::N,hesing,saffiugassaq
228,Gold::N,zêr,kuulti
229,Silber::N,zîv,siilviuvoq
230,Kohle::N,komir,aamarsuit aamaruutissat
231,Glas::N,qedeh,igalaaq
232,Glas::N,qedeh,imertarfik
233,Glas::N,qedeh,igalaamineq
234,Lehm::N,kelpîç,marraq
235,Sand::N,qûm,sioqqat
236,Mensch::N,mirov,inuk
237,Mensch::N,mirov,silamiu
238,Mann::N,mêr,angut
239,Frau::N,jin,arnaq
240,Kind::N,zarok,meeraq
241,Junge::N,kur,nukappiaraq
242,Mädchen::N,keç,arnannguaq
243,Mädchen::N,keçik,arnannguaq
244,Familie::N,malbat,ilaqutakka
245,Familie::N,malbat,ilaqutariit
246,Großvater::N,bapîr,aatak
247,Großmutter::N,pîrik,aanaq
248,Eltern::N,bavudê,angajoqqaat
249,Vater::N,bav,ataata
250,Vater::N,bav,ataataq
251,Mutter::N,dê,anaana
252,Mutter::N,dayik,anaana
253,Sohn::N,kur,erneq
254,Tochter::N,keç,panik
255,Bruder::N,bira,ani
256,Bruder::N,bira,aqqaluk
257,Bruder::N,bira,qatanngut
258,Schwester::N,xweh,naja
259,Schwester::N,xweh,aleqa
260,Schwester::N,xweh,qatanngut
261,Onkel::N,am,akkak
262,Onkel::N,xal,akkak
263,Tante::N,metik,aja
264,Tante::N,metik,ajak
265,Tante::N,metik,atsak
266,Tante::N,xaltîk,aja
267,Tante::N,xaltîk,ajak
268,Tante::N,xaltîk,atsak
269,Ehemann::N,mêr,ui
270,Ehefrau::N,kulfet,nuliaq
271,Freude::N,kêfxweşî,tipaatsussuseq
272,Gelächter::N,pîrqînî,illaq
273,Glück::N,bext,usornaat
274,Glück::N,bext,usornarsuseq
275,Kummer::N,derd,
276,Wunsch::N,daxwaz,kissaat
277,Wunsch::N,xwestek,kissaat
278,Lust::N,şewq,illigussuseq
279,Lust::N,şewq,piummaseq
280,Geist::N,aqil,anerneq
281,Geist::N,aqil,toornaq
282,Gedanke::N,fikir,isumassaq
283,Gedächtnis::N,aqil,eqqaamannissuseq
284,Verstand::N,fêm,isuma
285,Verstand::N,fêm,sianissut
286,Verstand::N,fêm,misigissut
287,Verstand::N,fêm,sianissuseq
288,Verstand::N,fêm,silaqassuseq
289,Sinn::N,aqil,isuma
290,Grund::N,asas,patsit
291,Wahrheit::N,rastî,sallusuissut
292,Gespräch::N,guftûgo,
293,Märchen::N,çirok,oqalualaarut
294,Märchen::N,çirok,oqaluasaaq
295,Erzählung::N,çirok,oqaluttuaq
296,Erzählung::N,vegotin,oqaluttuaq
297,Nachricht::N,nûçe,oqaassut
298,Nachricht::N,nûçe,oqqersuut
299,Neuigkeit::N,hewal,tusarnartaq
300,Name::N,nav,ateq
301,Name::N,paşnav,ateq
302,Rätsel::N,tiştonek,nalorsitsaarut
303,Rede::N,gotar,oqaluuseq
304,Rede::N,axavtin,oqaluuseq
305,Sprache::N,ziman,oqaatsit
306,Stimme::N,pejn,erinaq
307,Stimme::N,pejn,qarluuseq
308,Wort::N,gotin,oqaasii
309,Zeichen::N,şanek,nalunaaqqut
310,Ruf::N,hawar,qaaqqussut
311,Lärm::N,xarbalix,perpaluk
312,Laut::N,deng,torsukattak
313,Laut::N,hês,torsukattak
314,Ton::N,awaz,erinaq
315,Lied::N,sitran,taalliaq
316,Lied::N,sitran,erinarsuut
317,Ruhe::N,rihetî,qatsunganeq
318,Leute::N,xelk,inuiak
319,Leute::N,xelk,inuiaqatigiit
320,Volk::N,xelk,inuiaat
321,Arbeit::N,xebat,suliaq
322,Gast::N,mêvan,qaaqqusaq
323,Geschenk::N,diyarî,pajugut
324,Spiel::N,lîstik,
325,Gesellschaft::N,komal,
326,Hilfe::N,alîkarî,annertoqqut
327,Freund::N,heval,tiliaq
328,Freund::N,heval,ikinngut
329,Kamerad::N,heval,tiliaq
330,Kamerad::N,heval,ikinngut
331,Angelegenheit::N,pirsgirêk,
332,Anzahl::N,çend,
333,Art::N,çeh,ileqquuseq
334,Stück::N,lib,nakkaalaniku
335,Stück::N,parçe,nakkaalaniku
336,Teil::N,parçe,tassiaasat
337,Hälfte::N,nîvî,affaq
338,Kreis::N,çemil,kaajaluinneq or kaajaluitsoq
339,Kreuz::N,xaç,sanningasulik
340,Linie::N,xezik,tittaq
341,Linie::N,xezik,titarneq
342,Strich::N,xezik,
343,Abstand::N,dûrahî,aku
344,Abstand::N,dûrahî,ikiaq
345,Entfernung::N,dûrahî,asi
346,Gegend::N,dever,nuna
347,Platz::N,çih,ini
348,Platz::N,çih,inissaq
349,Ort::N,dever,sumiiffik
350,Seite::N,rûpel,saneraq
351,Mitte::N,nav,qiteq
352,Mitte::N,nabênê,qiteq
353,Gegenstand::N,tişt,
354,Sache::N,tişt,pigisaq
355,Rand::N,kevî,sini
356,Rand::N,kevî,akerfineq
357,Kante::N,kevî,akerfineq
358,Ecke::N,qunç,teqeqqoq
359,Ecke::N,qunç,tikeqqoq
360,Spitze::N,derzî,inngik
361,Ende::N,talî,isu
362,Loch::N,qul,putu
363,Winkel::N,kurnîşk,teqeqqorissaat
364,Muster::N,desen,ilisserut
365,Größe::N,mezinî,angissuseq
366,Länge::N,dirêjahî,takissuseq
367,Höhe::N,bilindayî,
368,Gewicht::N,giranî,oqimaalutaq
369,Menge::N,qas,amerlassuseq
370,Haufen::N,lod,eqimattat
371,Reihe::N,rêz,allunaasaq
372,Boot::N,kelek,qajaq
373,Boot::N,kelek,angallat
374,Boot::N,kelek,umiatsiaq
375,Ruder::N,bêrik,iput
376,Schlitten::N,xîjik,qamutit
377,Schlitten::N,xîjik,qimusseq
378,Ski::N,lakan,ataarut
379,Lagerfeuer::N,agir,
380,Last::N,bar,nammagaq
381,Gang::N,fîtêz,
382,Schritt::N,gav,allorneq
383,Norden::N,bakur,avannaq
384,Süden::N,başur,qava
385,Süden::N,başur,kujat
386,Süden::N,başur,kujataa
387,Westen::N,rojava,kitaa
388,Osten::N,rojhilat,kangi
389,Holz::N,dep,qisuk
390,Brett::N,dep,salliligaq
391,Platte::N,dep,qaateq
392,Stütze::N,destek,ajagutaq
393,Stütze::N,destek,ajaagutaq
394,Stange::N,sing,kaaviffik
395,Stock::N,çam,ajaappissat
396,Stab::N,qat,ajaappissat
397,Rohr::N,borî,sullulik
398,Haus::N,mal,illu
399,Haus::N,xanî,illu
400,Heim::N,mal,
401,Ofen::N,sobe,kissarsuut
402,Fußboden::N,binpê,nateq
403,Tisch::N,mase,allattarfik
404,Stuhl::N,kursî,issiavik
405,Stuhl::N,kursî,issiaffik
406,Wiege::N,derguş,uaasoq
407,Bett::N,qerewêle,nallavik
408,Regal::N,rêbaz,ilisivik
409,Kiste::N,sindoq,sakissat
410,Kiste::N,sindoq,illerfiusaq
411,Fenster::N,çam,aki
412,Fenster::N,çam,igalaaq
413,Fenster::N,şibeke,aki
414,Fenster::N,şibeke,igalaaq
415,Tür::N,derî,matu
416,Tor::N,derge,isaaffik
417,Zaun::N,hejik,saputit
418,Dach::N,sere xanî,qaliaq
419,Leiter::N,pêling,tummeqqat
420,Leiter::N,pêling,majuartarfiit
421,Besen::N,melkes,saligutit
422,Spaten::N,mer,nivaataq
423,Schaufel::N,bêr,nivaataq
424,Gabel::N,çetel,qilluaq
425,Gabel::N,çetel,ajassaatit
426,Löffel::N,kevçî,alussaat
427,Messer::N,kêr,savik
428,Nagel::N,bizmar,kukik
429,Netz::N,tor,anguffaseq
430,Haken::N,çenqel,nissik
431,Haken::N,çenqel,qarsorsaq
432,Haken::N,çenqel,qarsorsartoq
433,Griff::N,destî,ipi
434,Schloss::N,qonax,illussaarsuaq
435,Bild::N,dimen,assiliaq
436,Figur::N,figûr,kisitsit
437,Puppe::N,bûk,inuusaq
438,Beutel::N,kîsik,
439,Bündel::N,pêçek,qilertaq
440,Tasche::N,bêrîk,pooqattaq
441,Eimer::N,dewl,
442,Deckel::N,devik,matu
443,Geschirr::N,ferax,anut
444,Sack::N,tûr,
445,Tasse::N,kada,tiitorfik
446,Tasse::N,kada,tiitorfiup ilorlia
447,Topf::N,beroş,qoqqoq
448,Kessel::N,şîril,uunnaavik
449,Essen::N,xwarin,igaaq
450,Nahrung::N,xwarin,neqissaq
451,Speise::N,xwarin,nerisassat
452,Fleisch::N,goşt,neqi
453,Getreide::N,zad,maannineq
454,Brei::N,hewdêl,
455,Brot::N,,iffit
456,Brot::N,,iffiaq
457,Scheibe::N,parçe,igalaassiaq
458,Fett::N,rûn,tarnutissaq
459,Fett::N,rûn,tarnutissiaq
460,Butter::N,rûn,punneq
461,Öl::N,rûn,uulia
462,Salz::N,xwe,taratsut
463,Suppe::N,şorbe,qajoq
464,Honig::N,hingiv,tungusunnitsuut
465,Milch::N,şîr,immuk
466,Tee::N,çay,tii
467,Tee::N,çay,teeq
468,Leder::N,çerm,
469,Wolle::N,herî,nuersagassiaq
470,Stoff::N,paç,milliaq
471,Stoff::N,paç,qarlissiaq
472,Nadel::N,derzî,meqqut
473,Faden::N,ta,ujalussiaq
474,Knopf::N,bişkok,attat
475,Knoten::N,girêk,akeroq
476,Knoten::N,girêk,qilerneq
477,Farbe::N,boyax,qalipaat
478,Kleidung::N,çil,atisat
479,Kleidung::N,çil,annoraaq
480,Hemd::N,qutik,ilupaaq
481,Hemd::N,miltan,ilupaaq
482,Kragen::N,stûvang,qungasiinnaq
483,Ärmel::N,hûçik,aaq
484,Hose::N,şewel,qarliit
485,Gürtel::N,qayiş,qiterut
486,Gürtel::N,qayiş,unngersaq
487,Mütze::N,fîno,nasaq
488,Schuh::N,şêkal,skuu
489,Schuh::N,şêkal,ikernuk
490,Schuh::N,şêkal,ateraasaq
491,Stiefel::N,gizme,kamik
492,Stiefel::N,çizme,kamik
493,Ring::N,xelek,assammiu
494,Band::N,band,qilerutissiaq
495,Kamm::N,şeh,illaagutit
496,Kamm::N,şeh,illaajaatit pl.
497,Spiegel::N,eynik,tarrarsuut
498,Riemen::N,qayiş,allunaaq
499,Schnur::N,doxin,kujaaq
500,Schnur::N,doxin,allunaasaq
501,Leine::N,şirît,aleq
502,Decke::N,bataniye,qipik
503,Kissen::N,balgî,akit
504,Tuch::N,şar,qarlissiaq
505,Handtuch::N,dezmal,allarut
506,Handtuch::N,dezmal,allarterut
507,Kraft::N,hêz,pissak
508,Kraft::N,qewet,pissak
509,Stärke::N,xurtî,qerattarsaat
510,Gesundheit::N,nojdarî,peqqisusseq
511,Krankheit::N,nexweşî,nappaat
512,Schmerz::N,êş,anniaat
513,Wunde::N,kul,iki
514,Fieber::N,ta,nappaat qanimanartoq
515,Arznei::N,derman,imigassaq
516,Brücke::N,kopî,ikaartarfik
517,Brunnen::N,çal,tissaluttuliaq
518,Brunnen::N,kani,tissaluttuliaq
519,Weide::N,beyar,masarsuk
520,Pfad::N,xaçirek,aqqut
521,Weg::N,rê,aggerfik
522,Straße::N,rê,aqqusineq
523,Dorf::N,gund,nunaqarfik
524,Stadt::N,baçar,illorpaat
525,Stadt::N,baçar,illorpalik
526,Brief::N,name,allagarsiaq
527,Buch::N,kitêb,atuakkat
528,Buch::N,kitêb,mappersagaq
529,Buch::N,pirtûk,atuakkat
530,Buch::N,pirtûk,mappersagaq
531,Buchstabe::N,herf,naqinneq
532,Zeitung::N,rojname,aviisi
533,Leben::N,jiyan,inuussuseq
534,Tod::N,mirin,toqu
535,Tod::N,mirin,toquneq
536,Grab::N,mezel,iliveq
537,Grab::N,mezel,illissat
538,Kirche::N,gilyas,oqaluffik
539,Sünde::N,guneh,ajorti
540,Gott::N,xwedê,
541,Arbeiter::N,hîşçî,sulisoq
542,Chef::N,bêg,ittoqut
543,Meister::N,hoste,naalagaq
544,Arzt::N,doktor,katsorsaasoq
545,Lehrer::N,mamoste,ilinniartitsisoq
546,Geld::N,pere,aningaasat
547,Geschäft::N,firoşgeh,niuertarfik
548,Laden::N,dikan,niuertarfik
549,Preis::N,buha,aki
550,Ware::N,tişt,qaliata pii
551,Ware::N,tişt,nioqqutissaq
552,Nutzen::N,fêde,iluaqut
553,Reichtum::N,serwet,
554,Welt::N,dinya,nunarsuaq
555,Land::N,welat,nuna
556,Staat::N,dewlet,
557,König::N,şah,kunngi
558,König::N,qral,kunngi
559,Macht::N,qewet,pissaassuseq
560,Macht::N,destihilat,pissaassuseq
561,Grenze::N,kevî,killik
562,Krieg::N,çeng,sorsunneq
563,Krieg::N,sêwaş,sorsunneq
564,Feind::N,dijmin,akeraq
565,Feind::N,dijmin,akerartorti
566,Feind::N,dijmin,qinngarsuisoq
567,Gewalt::N,zor,
568,Kampf::N,şer,sorsunneq
569,Bogen[Waffe]::N,kêvan,
570,Pfeil::N,çîrik,qalugiusaq
571,Gewehr::N,tifing,aallaat
572,Fehler::N,şaşî,kukkuneq
573,Fehler::N,şaşî,paarlaappaa
574,Lüge::N,derew,
575,Schaden::N,xisar,
576,Unglück::N,bêbextî,perluut
577,Schuld::N,suç,akiitsugaq
578,Schuld::N,suç,akiligassaq
579,Alter::N,temen,utoqqaq
580,Schluss::N,girtin,isu
581,Zeit::N,çax,ulloq
582,Zeit::N,çax,akuttoqatigiinneq
583,Tag::N,roj,ulloq
584,Morgen::N,sibeh,ullaaq
585,Mittag::N,nîro,ulloqeqqa
586,Abend::N,êvar,unnuk
587,Nacht::N,şev,unnuaq
588,Woche::N,heftî,sapaatip akunnera
589,Monat::N,meh,qaammat
590,Jahr::N,sal,ukioq
591,Frühling::N,bihar,upernaaq
592,Sommer::N,havîn,aasaq
593,Herbst::N,payîz,ukiaq
594,Winter::N,zistan,ukioq
595,Januar::N,çile,siulleeq
596,Januar::N,çile,qaammaliaq
597,Februar::N,sibat,aarlaat
598,März::N,adar,marsi
599,März::N,adar,martsi
600,April::N,nîsan,
601,Mai::N,gûlan,maaji
602,Juni::N,hezîran,juuni
603,Juli::N,tîmeh,juuli
604,August::N,tebax,aggusti
605,September::N,îlon,septembari
606,Oktober::N,çotmeh,oktobari
607,November::N,mijdar,novembari
608,Dezember::N,kanûn,detsembari
609,Montag::N,duşemb,ataasinngortoq
610,Dienstag::N,sêşem,marlunngorneq
611,Mittwoch::N,çarşemb,pingasunngorneq
612,Donnerstag::N,pêşemb,sisamanngorneq
613,Freitag::N,în,tallimanngorneq
614,Samstag::N,şemî,arfininngorneq
615,Sonntag::N,yekşemb,sapaat
616,Sonntag::N,yekşemb,sapaati
617,groß::A,mezin,angivoq
618,klein::A,çûçik,mikivoq
619,lang::A,dirêj,takisooq
620,kurz::A,kin,naatsoq
621,breit::A,fireh,silippoq
622,schmal::A,tenik,amitsoq
623,dicht::A,gir,torsusooq
624,dick[Gegenstand]::A,şîşman,issuvoq
625,dick[Gegenstand]::A,şîşman,issusooq
626,dünn::A,zirav,amitsoq
627,fein::A,tenik,mamarpoq
628,fest::A,saxlem,tangeqarpoq
629,flach::A,pahn,nalimmappoq
630,glatt::A,dûz,quasak
631,glatt::A,şayîk,quasak
632,hart::A,hişk,mattusooq
633,hart::A,hişk,manngerpoq
634,hart::A,hişk,titeqquluppoq
635,weich::A,nerm,nerumaarpoq
636,rund::A,gilover,ammallorippoq
637,spitz::A,pîj,qummukujooq
638,scharf::A,tûj,ipippoq
639,stumpf::A,ne tûj,anngerpoq
640,schwer::A,giran,oqimaappoq
641,schön::A,xweş,kusanarpoq
642,schön::A,xweşik,kusanarpoq
643,heiß::A,kelandî,kiappoq
644,warm::A,germ,oqorpoq
645,kalt::A,sar,issippoq
646,kühl::A,jemîrî,pueqqortippoq
647,frisch::A,ter,
648,feucht::A,şil,isugutavoq
649,feucht::A,şil,qaasernarpoq
650,nass::A,şilek,imerorpoq
651,trocken::A,zuwa,panerpoq
652,voll::A,tijî,ulikkaarpoq
653,leer::A,vala,imaattuarpoq
654,offen::A,vekirî,ammavoq
655,geschlossen::A,asê,matuvoq
656,sauber::A,pakij,eqqippoq
657,sauber::A,pakij,sukuluippoq
658,sauber::A,pakij,ipeqanngilaq
659,schmutzig::A,lewitî,tapappoq
660,schmutzig::A,lewitî,minguppoq
661,roh::A,xav,aapavoq
662,reif::A,gihaştî,qaarulerpoq
663,lecker::A,xweş,
664,süß::A,şîrîn,tungusunnippoq
665,bitter::A,tahl,qasilippoq
666,sauer::A,tirş,
667,hell::A,ronî,qaamavoq
668,dunkel::A,tarî,qernerpoq
669,schwarz::A,reş,qernerpoq
670,weiß::A,sipî,qaqorpoq
671,rot::A,sor,aappaluppoq
672,gelb::A,zer,sungaarpoq
673,blau::A,şîn,tungujorpoq
674,grün::A,şîn,qorsooqqippoq
675,grau::A,gewr,qaserpoq
676,bunt::A,rengîn,
677,billig::A,erzan,akikippoq
678,teuer::A,biha,
679,wertvoll::A,hêja,erlinnarpoq
680,wertvoll::A,giranbiha,erlinnarpoq
681,blind::A,kor,tappiippoq
682,blind::A,kor,isigisaqanngilaq
683,taub::A,kerr,tusilarpoq
684,kräftig::A,gir,pissaq
685,kräftig::A,gir,pissarsuaq
686,kräftig::A,xurt,pissaq
687,kräftig::A,xurt,pissarsuaq
688,stark::A,xurt,sanngivoq
689,schwach::A,kesad,nakuippoq
690,fett::A,qelew,pualavoq
691,schlank::A,zirav,tuappoq
692,hübsch::A,xweşik,aatsialaq
693,böse::A,xerab,ajorpoq
694,böse::A,aciz,ajorpoq
695,dumm::A,gêj,taqajak
696,dumm::A,gêj,sikkilluppoq
697,dumm::A,gêj,qaatusimasaqanngilaq
698,faul::A,têmbêl,eqiasuppoq
699,faul::A,têmbêl,eqiattortuvoq
700,fleißig::A,jêhatî,eqiasuippoq
701,geizig::A,destgirtî,iasilaarpoq
702,geizig::A,destgirtî,tukkuippoq
703,klug::A,baqil,mallak
704,klug::A,baqil,ittanneq
705,klug::A,baqil,kutaappoq
706,klug::A,baqil,kuttaappoq
707,klug::A,baqil,qarasagippoq
708,geschickt::A,zîrek,
709,geschickt::A,ziring,
710,lieb::A,delal,akisooq
711,lustig::A,kêfxweş,piikulavoq
712,sanft::A,nazenîn,isumagippoq
713,hungrig::A,birçî,kaappoq
714,hungrig::A,birçî,perlilerpoq
715,krank::A,nexweş,napparsimavoq
716,nackt::A,rût,
717,nackt::A,tazî,
718,traurig::A,xemgîn,aliasuppoq
719,lebendig::A,bisaxî,uumavoq
720,gut::A,baş,ajunngilaq
721,schlecht::A,xerab,sualuppoq
722,richtig::A,rast,iluarpoq
723,richtig::A,saxlem,iluarpoq
724,schlimm::A,nebaş,amiilaarnarpoq
725,wahr::A,rast,ilumoorpoq
726,alt::A,pîr,pisoqaq
727,alt::A,kevn,pisoqaq
728,neu::A,nû,nutaavoq
729,ehemalig::A,kevnar,
730,ehemalig::A,peşidar,
731,alt[Lebewesen]::A,pîr,utoqqaq
732,jung::A,xort,inuusuppoq
733,jung::A,xort,kingulliarsuk
734,arm::A,feqîr,piillasoq
735,arm::A,feqîr,piitsuuvoq
736,arm::A,desteng,piillasoq
737,arm::A,desteng,piitsuuvoq
738,reich::A,dewlemend,pisuuvoq
739,bekannt::A,naskirî,
740,berühmt::A,navdar,tusaamasaq
741,fremd::A,xerîb,ajasoornarpoq
742,verschieden::A,çîhê,allatut
743,verschieden::A,çîhê,tamalaat
744,nah::A,nêzîk,qanippoq
745,fern::A,dûr,ungasippoq
746,linker::A,çepê,saamerleq
747,rechter::A,rastê,innarluissut
748,anderer::A,yê din,
749,erster::A,yekemîn,siulleq
750,zweiter::A,duda,qataatsup tullia
751,dritter::A,sisêya,pingajorarterut
752,letzter::A,paşîn,kingulleq
753,allein::ADV,tenê,kisimiippoq
754,auf einmal::ADV,jar kê,tassanngaannaq
755,zusammen::ADV,tev,attaasa
