,Concept_ID,uk,nl
834,zehn::NUM,десять,tien
835,elf::NUM,одинадцять,elf
836,zwölf::NUM,дванадцять,twaalf
837,zwanzig::NUM,двадцять,twintig
838,dreißig::NUM,тридцять,dertig
839,vierzig::NUM,сорок,veertig
840,fünfzig::NUM,п’ятдесят,vijftig
841,sechzig::NUM,шістдесят,zestig
842,siebzig::NUM,сімдесят,zeventig
843,achtzig::NUM,вісімдесят,tachtig
844,neunzig::NUM,дев’яносто,negentig
845,hundert::NUM,сто,honderd
846,tausend::NUM,тисяча,duizend
847,und::CNJ,і,en
848,oder::CNJ,або,of
849,stehen::V,стояти,staan
850,sitzen::V,сидіти,zitten
851,liegen::V,лежати,liggen
852,hängen::V,висіти,hangen
853,werden::V,стати,worden
854,werden::V,робитися,worden
855,passieren::V,трапитися,gebeuren
856,beginnen::V,початися,beginnen
857,enden::V,кінчитися,eindigen
858,wechseln::V,мінятися,wijzigen
859,wechseln::V,мінятися,veranderen
860,aufgehen[Sonne]::V,зійти,opgaan
861,untergehen[Sonne]::V,зайти,ondergaan
862,scheinen[Sonne]::V,світити,schijnen
863,donnern::V,гриміти,donderen
864,wehen::V,віяти,waaien
865,strömen::V,литися,stromen
866,fließen::V,текти,vloeien
867,sich drehen::V,обертатися,draaien
868,sich drehen::V,обертатися,zich draaien
869,schwanken::V,коливатися,wankelen
870,schwingen::V,хитатися,zwieren
871,schwingen::V,гойдатися,zwieren
872,fallen::V,падати,vallen
873,brennen::V,горіти,branden
874,rauchen::V,диміти,roken
875,regnen::V,дощити,regenen
876,gefrieren::V,змерзнути,bevriezen
877,tauen::V,танути,dooien
878,schmelzen::V,плавитися,smelten
879,trocknen::V,сохнути,drogen
880,sieden::V,кипіти,koken
881,sieden::V,кипіти,zieden
882,faulen::V,гнити,rotten
883,verfaulen::V,згнити,verrotten
884,reißen::V,рватися,scheuren
885,versinken::V,тонути,verzinken
886,vergehen::V,проходити,vergaan
887,erscheinen::V,з’явитися,opdagen
888,erscheinen::V,з’явитися,verschijnen
889,verschwinden::V,щезнути,verdwijnen
890,verschwinden::V,зникнути,verdwijnen
891,sinken::V,спадати,zinken
892,abnehmen::V,поменшитися,afnemen
893,abnehmen::V,поменшитися,verminderen
894,zunehmen::V,збільшуватися,toenemen
895,steigen::V,підніматися,stijgen
896,steigen::V,підніматися,omhooggaan
897,wachsen::V,рости,groeien
898,glänzen::V,блищати,glanzen
899,glänzen::V,блищати,schitteren
900,funkeln::V,блискати,fonkelen
901,lärmen::V,шуміти,lawaai maken
902,läuten::V,дзвонити,luiden
903,klingeln::V,дзвонити,bellen
904,klirren::V,дзвякати,rinkelen
905,brausen::V,бушувати,bruisen
906,rauschen::V,шелестіти,ruisen
907,klingen::V,лунати,klinken
908,klingen::V,звучати,klinken
909,bellen::V,гавкати,blaffen
910,heulen::V,вити,huilen
911,blasen::V,дунути,blazen
912,pfeifen::V,свистіти,fluiten
913,schreien::V,кричати,gillen
914,schreien::V,кричати,schreeuwen
915,stöhnen::V,стогнати,steunen
916,zittern::V,тремтіти,beven
917,zittern::V,тремтіти,sidderen
918,leben::V,жити,leven
919,geboren werden::V,народитися,geboren worden
920,atmen::V,дихати,ademen
921,trinken::V,пити,drinken
922,essen::V,їсти,eten
923,schlucken::V,ковтати,slikken
924,müde werden::V,втомитися,moe worden
925,einschlafen::V,заснути,inslapen
926,schlafen::V,спати,slapen
927,aufwachen::V,прокинутися,ontwaken
928,aufwachen::V,прокинутися,wakker worden
929,aufstehen::V,встати,opstaan
930,sich erholen::V,відпочивати,zich ontspannen
931,krank werden::V,захворіти,ziek worden
932,krank sein::V,хворіти,ziek zijn
933,schmerzen::V,боліти,pijn doen
934,husten::V,кашляти,hoesten
935,genesen::V,одужати,genezen
936,genesen::V,видужати,genezen
937,sterben::V,померти,sterven
938,sterben::V,померти,overlijden
939,umkommen::V,згинути,omkomen
940,sich bewegen::V,рухатися,zich bewegen
941,sich rühren::V,ворушитися,zich verroeren
942,sich erheben::V,встати,oprijzen
943,sich erheben::V,встати,verrijzen
944,sich setzen::V,сісти,gaan zitten
945,hinfallen::V,упасти,vallen
946,hinfallen::V,упасти,neervallen
947,laufen::V,ходити,lopen
948,schreiten::V,крокувати,stappen
949,schreiten::V,крокувати,schrijden
950,spazierengehen::V,гуляти,gaan wandelen
951,eilen::V,спішити,ijlen
952,eilen::V,спішити,haasten
953,sich beeilen::V,поспішати,zich haasten
954,sausen::V,мчатися,stuiven
955,rennen::V,бігати,rennen
956,springen::V,скакати,springen
957,springen::V,стрибати,springen
958,klettern::V,лазити,klimmen
959,klettern::V,лазити,klauteren
960,schaukeln::V,гойдатися,schommelen
961,kriechen::V,повзати,kruipen
962,schwimmen::V,пливти,zwemmen
963,schwimmen::V,плавати,zwemmen
964,tauchen::V,пірнати,duiken
965,rudern::V,гребти,roeien
966,rudern::V,веслувати,roeien
967,fahren::V,їхати,rijden
968,fliegen::V,літати,vliegen
969,gehen::V,іти,gaan
970,weggehen::V,піти,weggaan
971,abfahren::V,від’їхати,vertrekken
972,abfahren::V,відправитися,vertrekken
973,anhalten::V,зупинитися,stoppen
974,anhalten::V,зупинитися,stilhouden
975,hineingehen::V,входити,ingaan
976,hineingehen::V,входити,binnengaan
977,eintreten::V,увійти,binnenkomen
978,kommen::V,прийти,komen
979,ankommen::V,прибути,aankomen
980,zurückkommen::V,повернутися,terugkomen
981,bleiben::V,залишитися,blijven
982,warten::V,чекати,wachten
983,erwarten::V,чекати,verwachten
984,suchen::V,шукати,zoeken
985,finden::V,знайти,vinden
986,versuchen::V,випробовувати,proberen
987,versuchen::V,випробовувати,beproeven
988,vorbereiten::V,підготувати,voorbereiden
989,lieben::V,любити,houden van
990,mögen::V,любити,lusten
991,mögen::V,любити,houden van
992,mögen::V,подобатися,lusten
993,mögen::V,подобатися,houden van
994,lachen::V,сміятися,lachen
995,rühren::V,розчулити,roeren
996,weinen::V,плакати,huilen
997,weinen::V,плакати,schreien
998,schimpfen::V,лаятися,kijven
999,schimpfen::V,лаятися,schelden
1000,sich ärgern::V,сердитися,zich ergeren
1001,sich fürchten::V,боятися,bang zijn
1002,fürchten::V,боятися,vrezen
1003,fliehen::V,тікати,vluchten
1004,flüchten::V,утекти,ontsnappen
1005,flüchten::V,утекти,ontkomen
1006,sehen::V,бачити,zien
1007,anschauen::V,поглянути,aankijken
1008,ansehen::V,дивитися на,aanzien
1009,ansehen::V,дивитися на,bekijken
1010,hören::V,чути,horen
1011,zuhören::V,слухати,luisteren
1012,probieren::V,покуштувати,proeven
1013,riechen::V,нюхати,ruiken
1014,fühlen::V,відчувати,voelen
1015,scheinen::V,здаватися,lijken
1016,zu sehen sein::V,виднітися,te zien zijn
1017,vernehmen::V,почути,vernemen
1018,frieren::V,мерзнути,het koud hebben
1019,tun::V,робити,doen
1020,können::V,могти,kunnen
1021,wollen::V,хотіти,willen
1022,anfangen::V,почати,beginnen
1023,anfangen::V,почати,aanvangen
1024,beenden::V,закінчити,beëindigen
1025,aufhören::V,перестати,ophouden
1026,gelingen::V,вдатися,lukken
1027,gelingen::V,вдатися,gelukken
1028,geraten::V,опинитися,uitvallen
1029,öffnen::V,відкрити,openen
1030,öffnen::V,відкрити,opendoen
1031,schließen::V,закрити,sluiten
1032,schließen::V,закрити,dichtdoen
1033,stellen::V,поставити,stellen
1034,stellen::V,поставити,plaatsen
1035,setzen::V,посадити,zetten
1036,setzen::V,посадити,plaatsen
1037,legen::V,класти,leggen
1038,berühren::V,чіпати,aanraken
1039,verbinden::V,зв’язати,verbinden
1040,bedecken::V,покрити,bedekken
1041,aufhängen::V,повісити,ophangen
1042,anzünden::V,запалити,aansteken
1043,aufheben::V,підняти,oprapen
1044,zurücklassen::V,залишити,achterlaten
1045,verlieren::V,загубити,verliezen
1046,fallen lassen::V,упустити,laten vallen
1047,machen::V,зробити,maken
1048,herstellen::V,виготовити,produceren
1049,herstellen::V,виготовити,voortbrengen
1050,bauen::V,будувати,bouwen
1051,reparieren::V,лагодити,repareren
1052,reparieren::V,лагодити,herstellen
1053,verbessern::V,поліпшити,verbeteren
1054,ändern::V,змінити,wijzigen
1055,ändern::V,змінити,veranderen
1056,graben::V,копати,graven
1057,beugen::V,зігнути,buigen
1058,biegen::V,погнути,buigen
1059,drehen::V,вертіти,draaien
1060,wenden::V,повернути,keren
1061,wenden::V,повернути,wenden
1062,umdrehen::V,перевернути,omdraaien
1063,heben::V,піднімати,heffen
1064,heben::V,піднімати,optillen
1065,hochheben::V,підняти,tillen
1066,ergreifen::V,схопити,pakken
1067,ergreifen::V,схопити,grijpen
1068,halten::V,тримати,houden
1069,drücken::V,натискати,drukken
1070,schieben::V,пхати,duwen
1071,schieben::V,пхати,schuiven
1072,schieben::V,штовхати,duwen
1073,schieben::V,штовхати,schuiven
1074,kratzen::V,шкребти,krassen
1075,lecken::V,лизати,likken
1076,beißen::V,кусати,bijten
1077,abreißen::V,відірвати,afrukken
1078,abreißen::V,відірвати,afscheuren
1079,abschneiden::V,відрізати,afsnijden
1080,binden::V,в’язати,binden
1081,stecken::V,увіткнути,steken
1082,brechen::V,зламати,breken
1083,klopfen::V,стукати,kloppen
1084,hauen::V,бити,houwen
1085,kleben::V,клеїти,plakken
1086,reiben::V,терти,wrijven
1087,streichen::V,намазати,smeren
1088,schleifen::V,точити,slijpen
1089,schneiden::V,різати,snijden
1090,rütteln::V,хитати,schudden
1091,schütteln::V,трясти,schudden
1092,schwenken::V,махати,wuiven
1093,schwenken::V,махати,zwaaien
1094,schütten::V,налити,gieten
1095,schütten::V,налити,storten
1096,füllen::V,наповнити,vullen
1097,einwickeln::V,загорнути,inwikkelen
1098,tragen::V,нести,dragen
1099,schleppen::V,тягти,slepen
1100,ziehen::V,тягнути,trekken
1101,aufbewahren::V,зберігати,bewaren
1102,werfen::V,кидати,gooien
1103,fangen::V,ловити,vangen
1104,packen::V,схопити,pakken
1105,packen::V,схопити,vastpakken
1106,verstecken::V,сховати,verstoppen
1107,teilen::V,розділити,delen
1108,schicken::V,посилати,sturen
1109,bringen::V,принести,brengen
1110,hinzufügen::V,додати,toevoegen
1111,bekommen::V,дістати,verkrijgen
1112,erhalten::V,одержати,krijgen
1113,nehmen::V,взяти,nemen
1114,wählen::V,вибрати,kiezen
1115,wählen::V,вибрати,verkiezen
1116,auswählen::V,відібрати,uitkiezen
1117,bewahren::V,зберегти,bewaren
1118,behindern::V,перешкоджати,hinderen
1119,verderben::V,зіпсувати,bederven
1120,beschädigen::V,зашкодити,beschadigen
1121,zerbrechen::V,розбити,breken
1122,zerbrechen::V,розбити,stukbreken
1123,zerreißen::V,розірвати,scheuren
1124,zerreißen::V,розірвати,verscheuren
1125,zerstören::V,зруйнувати,vernielen
1126,verbrennen::V,спалити,branden
1127,verbrennen::V,спалити,verbranden
1128,geben::V,дати,geven
1129,reichen::V,передати,reiken
1130,reichen::V,передати,aanreiken
1131,schenken::V,дарувати,schenken
1132,versprechen::V,обіцяти,beloven
1133,wünschen::V,бажати,wensen
1134,loben::V,хвалити,loven
1135,loben::V,хвалити,prijzen
1136,küssen::V,цілувати,kussen
1137,wiegen::V,качати,wiegen
1138,zudecken::V,накрити,toedekken
1139,wecken::V,розбудити,wekken
1140,zeigen::V,показати,tonen
1141,zeigen::V,показати,wijzen
1142,führen::V,вести,voeren
1143,lehren::V,вчити,leren
1144,unterrichten::V,викладати,onderwijzen
1145,aufziehen::V,виховати,grootbrengen
1146,leiten::V,керувати,leiden
1147,antreiben::V,підганяти,aandrijven
1148,lassen::V,змусити,laten
1149,einladen::V,запросити,uitnodigen
1150,vereinigen::V,об’єднати,verenigen
1151,besuchen::V,завітати,bezoeken
1152,besuchen::V,відвідати,bezoeken
1153,treffen::V,зустріти,treffen
1154,treffen::V,зустріти,ontmoeten
1155,sich versammeln::V,зібратися,zich verzamelen
1156,spielen::V,грати,spelen
1157,singen::V,співати,zingen
1158,tanzen::V,танцювати,dansen
1159,sich trennen::V,розлучитися,van elkaar gaan
1160,verlassen::V,покинути,verlaten
1161,retten::V,врятувати,redden
1162,bewachen::V,охороняти,bewaken
1163,schützen::V,уберігати,beschermen
1164,verteidigen::V,захистити,verdedigen
1165,sich schlagen::V,битися,knokken
1166,sich schlagen::V,дратися,knokken
1167,schießen::V,стріляти,schieten
1168,siegen::V,перемогти,overwinnen
1169,ärgern::V,сердити,ergeren
1170,schlagen::V,ударити,slaan
1171,treten::V,штовхати,trappen
1172,treten::V,штовхати,schoppen
1173,stechen::V,вколоти,steken
1174,stechen::V,вколоти,prikken
1175,stoßen::V,штовхнути,stoten
1176,stehlen::V,украсти,stelen
1177,stören::V,перешкодити,storen
1178,stören::V,перешкодити,verstoren
1179,belästigen::V,докучати,lastig vallen
1180,verbergen::V,сховати,verbergen
1181,täuschen::V,обдурити,misleiden
1182,betrügen::V,зшахраювати,bedriegen
1183,töten::V,убити,doden
1184,wohnen::V,жити,wonen
1185,wohnen::V,мешкати,wonen
1186,arbeiten::V,працювати,werken
1187,sammeln::V,зібрати,inzamelen
1188,sammeln::V,зібрати,verzamelen
1189,pflücken::V,зривати,plukken
1190,jagen::V,полювати,jagen
1191,fischen::V,рибалити,vissen
1192,fassen::V,піймати,vangen
1193,hüten::V,пасти,hoeden
1194,treiben::V,гнати,drijven
1195,anbinden::V,прив’язати,vastbinden
1196,füttern::V,годувати,voeren
1197,füttern::V,харчувати,voeren
1198,melken::V,доїти,melken
1199,hacken::V,рубати,hakken
1200,gießen::V,полити,gieten
1201,reifen::V,дозріти,rijpen
1202,zubereiten::V,зготовити,klaarmaken
1203,zubereiten::V,зготовити,toebereiden
1204,zubereiten::V,приготувати,klaarmaken
1205,zubereiten::V,приготувати,toebereiden
1206,kochen::V,варити,koken
1207,kochen::V,готувати,koken
1208,backen::V,пекти,bakken
1209,braten::V,смажити,braden
1210,umrühren::V,переміщати,omroeren
1211,stricken::V,в’язати,breien
1212,nähen::V,шити,naaien
1213,färben::V,пофарбувати,verven
1214,färben::V,пофарбувати,kleuren
1215,reinigen::V,очистити,reinigen
1216,waschen::V,мити,wassen
1217,abwischen::V,витерти,afvegen
1218,spülen::V,полоскати,spoelen
1219,spülen::V,полоскати,afwassen
1220,fegen::V,підмітати,vegen
1221,kehren::V,мести,vegen
1222,baden::V,купатися,baden
1223,sich waschen::V,митися,zich wassen
1224,ausziehen::V,зняти,uittrekken
1225,anziehen::V,надіти,aantrekken
1226,sich anziehen::V,одягтися,zich aankleden
1227,sich anziehen::V,одягнутися,zich aankleden
1228,kämmen::V,зачесати,kammen
1229,schmücken::V,оздобити,tooien
1230,sagen::V,сказати,zeggen
1231,sprechen::V,говорити,spreken
1232,reden::V,розмовляти,praten
1233,sich unterhalten::V,бесідувати,zich onderhouden
1234,fragen::V,запитати,vragen
1235,bitten::V,просити,vragen
1236,bitten::V,просити,verzoeken
1237,erzählen::V,розповісти,vertellen
1238,mitteilen::V,повідомити,meedelen
1239,nennen::V,назвати,noemen
1240,rufen::V,кликати,roepen
1241,prahlen::V,хвалитися,pralen
1242,übersetzen::V,перекласти,vertalen
1243,denken::V,думати,denken
1244,denken::V,мислити,denken
1245,glauben::V,вірити,geloven
1246,bemerken::V,помітити,bemerken
1247,erkennen::V,пізнати,herkennen
1248,begreifen::V,осягнути,begrijpen
1249,verstehen::V,почути,verstaan
1250,lernen::V,навчатися,leren
1251,wissen::V,знати,weten
1252,sich erinnern an::V,пам’ятати,zich herinneren aan
1253,vergessen::V,забути,vergeten
1254,messen::V,міряти,meten
1255,zählen::V,лічити,tellen
1256,rechnen::V,рахувати,rekenen
1257,lesen::V,читати,lezen
1258,malen::V,малювати,schilderen
1259,zeichnen::V,рисувати,tekenen
1260,schreiben::V,писати,schrijven
1261,besitzen::V,мати,bezitten
1262,kaufen::V,купити,kopen
1263,verkaufen::V,продати,verkopen
1264,bezahlen::V,заплатити,betalen
1265,zahlen::V,платити,betalen
1266,beherrschen::V,володіти,beheersen
1267,ertragen::V,витерпіти,verdragen
