,Concept_ID,te,sl
690,überall::ADV,అంతటా,povsód
691,nicht::ADV,కాదు,ne
692,ein wenig::ADV,కొంచెము,málo
693,kaum::ADV,చాలిచాలక,kómaj
694,sehr::ADV,చాల,zeló
695,so::ADV,ఆలాగున,takó
696,noch::ADV,ఇప్పటికిని,še
697,nur::ADV,మాత్రము,samó
698,schon::ADV,ఇదివఱకే,žè
699,wieder::ADV,తిరిగి,spét
700,vergebens::ADV,నిష్ఫలముగా,zamàn
701,vergebens::ADV,నిష్ఫలముగా,zastónj
702,vor::PRP,ముందు,pred
703,hinter::PRP,వెనుక,za
704,unter::PRP,క్రింద,pod
705,durch::PRP,ద్వారా,skózi
706,neben::PRP,దగ్గెర,kràj
707,neben::PRP,దగ్గెర,póleg
708,zwischen::PRP,మధ్య,med
709,zwischen::PRP,మధ్య,izmed
710,wegen::PRP,కారణంగా,zarádi
711,dies::PRN,ఇది,tó
712,das::PRN,అది,tó
713,alles::PRN,సకలము,vsè
714,ich::PRN,నేను,jàz
715,du::PRN,నీవు,tí
716,er::PRN,అతడు,òn
717,wir::PRN,మనము,mí
718,ihr::PRN,మీరు,ví
719,sie::PRN,వారు,ôni
720,was::FPRN,ఏమి,káj
721,wer::FPRN,ఎవడు,kdó
722,wo::FADV,ఎక్కడ,kjé
723,wohin::FADV,ఎందుకు,kám
724,wie::FADV,ఎట్టు,kakó
725,warum::FADV,ఏల,zakáj
726,wieviel::FNUM,ఎంత,kóliko
727,eins::NUM,ఒకటి,êden
728,zwei::NUM,రెండు,dvá
729,drei::NUM,మూడు,trí
730,vier::NUM,నాలుగు,štíri
731,fünf::NUM,అయిదు,pét
732,sechs::NUM,ఆఱు,šést
733,sieben::NUM,ఏరు,sédem
734,acht::NUM,ఎనిమదు,ósem
735,neun::NUM,తొమ్మిది,devét
736,zehn::NUM,పది,desét
737,elf::NUM,పదునొకొండు,enájst
738,zwölf::NUM,పండ్రండు,dvánajst
739,zwanzig::NUM,ఇరుపది,dvájset
740,dreißig::NUM,ముప్పది,trídeset
741,vierzig::NUM,నలువది,štírideset
742,fünfzig::NUM,ఏబది,pétdeset
743,sechzig::NUM,అరుపది,šéstdeset
744,siebzig::NUM,డెబ్బది,sédemdeset
745,achtzig::NUM,ఎనుబది,ósemdeset
746,neunzig::NUM,తొంబది,devétdeset
747,hundert::NUM,నూఱు,stó
748,tausend::NUM,వేయి,tísoč
749,und::CNJ,మఱియు,in
750,oder::CNJ,లేక,áli
751,stehen::V,నిలుచు,státi
752,sitzen::V,కూర్చుండు,sedéti
753,liegen::V,పండుకొనుట,ležáti
754,hängen::V,వ్రేలాడదీయు,viséti
755,werden::V,అగు,postáti
756,passieren::V,సంభవించు,zgodíti se
757,beginnen::V,ఆరంభించు,začéti se
758,enden::V,తీరుట,končáti se
759,wechseln::V,మార్చు,ménjati se
760,aufgehen[Sonne]::V,ఉదయించు,vzíti
761,untergehen[Sonne]::V,అస్తమించు,zaíti
762,scheinen[Sonne]::V,ప్రకాశించు,sijáti
763,donnern::V,ఉరుముట,grméti
764,wehen::V,దురద్పప్టము,píhati
765,strömen::V,పారుట,líti
766,fließen::V,ప్రవహించు,têči
767,sich drehen::V,తిరుగు,vrtéti se
768,schwanken::V,ఆడించుట,kolébati
769,schwingen::V,ఊగుట,níhati
770,fallen::V,పడు,pádati
771,brennen::V,కాలుట,goréti
772,rauchen::V,పొగసుట,kadíti se
773,regnen::V,కురిపించుట,deževáti
774,gefrieren::V,గడ్డకట్టు,zmŕzniti
775,tauen::V,కరగు,tájati
776,schmelzen::V,కరగు,kopnéti
777,trocknen::V,యెండుట,sušíti se
778,sieden::V,ఉడుకు,kipéti
779,faulen::V,క్రుళ్లు,gníti
780,verfaulen::V,క్షిణించు,zgníti
781,reißen::V,చించు,tŕgati se
782,versinken::V,మునుగు,pogrézniti se
783,vergehen::V,సంభవించు,miníti
784,erscheinen::V,కనబడు,pojáviti se
785,verschwinden::V,అదృశ్యమగు,izgíniti
786,sinken::V,ముణుగుట,péšati
787,abnehmen::V,తగ్గు,pojémati
788,zunehmen::V,పెరుగుట,véčati se
789,zunehmen::V,పెరుగుట,množíti se
790,steigen::V,లేచు,dvígati se
791,wachsen::V,పెరుగు,rásti
792,glänzen::V,ప్రకాశించు,sijáti
793,funkeln::V,ప్రకాశించు,ískriti se
794,lärmen::V,అరుచుట,ropotáti
795,lärmen::V,అరుచుట,razgrájati
796,läuten::V,మేళవించుట,zvoníti
797,klingeln::V,వాయించుట,zvončkljáti
798,klirren::V,ఘంటానాదము,žvenketáti
799,brausen::V,గర్జించు,šuméti
800,rauschen::V,చటచటమనుట,šuštéti
801,rauschen::V,చటచటమనుట,šelestéti
802,klingen::V,ధ్వనించుట,zvenéti
803,bellen::V,అఱచు,lájati
804,heulen::V,కూయు,zavíjati
805,blasen::V,దురద్పప్టము,píhniti
806,pfeifen::V,ఈలవేయు,pískati
807,pfeifen::V,ఈలవేయు,žvížgati
808,schreien::V,అఱచు,kričáti
809,stöhnen::V,మూలుగు,stókati
810,zittern::V,వణకు,drgetáti
811,leben::V,జీవించుట,živéti
812,geboren werden::V,పుట్టుట,rodíti se
813,atmen::V,ఉపిరి తీయు,díhati
814,trinken::V,త్రాగు,píti
815,essen::V,తిను,jésti
816,schlucken::V,మ్రింగు,požírati
817,müde werden::V,అలయు,péšati
818,müde werden::V,అలయు,utrúditi se
819,einschlafen::V,నిద్రించు,zaspáti
820,schlafen::V,నిద్రురించు,spáti
821,aufwachen::V,మేలుకొను,zbudíti se
822,aufstehen::V,లేచు,vstáti
823,sich erholen::V,నడ్డి వాల్చు,oddahníti se
824,krank werden::V,జబ్బుపడు,oboléti
825,krank sein::V,జబ్బు చేయు,bíti bolán
826,schmerzen::V,నొచ్చుట,boléti
827,husten::V,దగ్గుట,kášljati
828,genesen::V,కుదురుట,okrévati
829,sterben::V,మరణించు,umréti
830,umkommen::V,నశించు,pogíniti
831,sich bewegen::V,కదలు,zganíti se
832,sich rühren::V,కదలు,premakníti se
833,sich erheben::V,లేచు,vstájati
834,sich erheben::V,లేచు,vzdígniti se
835,sich setzen::V,కూర్చుణ్డు,sésti
836,hinfallen::V,దొర్లు,pásti dôl
837,laufen::V,నడచు,hodíti
838,schreiten::V,అడుగుపెట్టుట,stópati
839,spazierengehen::V,పచారు చేయు,na sprehòd íti
840,eilen::V,తొందరపడు,drvéti
841,sich beeilen::V,త్వరపెట్టు,hitéti
842,sausen::V,విసరికొట్టు,dírkati
843,rennen::V,పరుగెత్తు,dírjati
844,springen::V,దుముకు,skákati
845,klettern::V,ఎక్కు,plézati
846,schaukeln::V,ఉయ్యాల ఊగు ,kolébati
847,kriechen::V,ప్రాకు,pláziti se
848,schwimmen::V,ఈదు,plávati
849,tauchen::V,మునుగు,potápljati se
850,rudern::V,తెడ్లతోఁగడపు,vesláti
851,fahren::V,నడపు,vozíti se
852,fahren::V,నడపు,peljáti se
853,fliegen::V,ఎగురు,létati
854,gehen::V,పోవు,íti
855,weggehen::V,బయలుదేరు,odíti
856,abfahren::V,విడిచిపోవు,odpeljáti se
857,anhalten::V,నిలుపు,ustáviti se
858,hineingehen::V,ప్రవేశించు,íti nóter
859,eintreten::V,ప్రవేశించు,vstopíti
860,kommen::V,వచ్చు,príti
861,ankommen::V,వచ్చి చేరు,prispéti
862,ankommen::V,వచ్చి చేరు,prihájati
863,zurückkommen::V,తిరిగీవచ్చుట,vrníti se
864,bleiben::V,ఉండు,ostáti
865,warten::V,కనిపెట్టు,čákati
866,erwarten::V,నిరిక్షించు,pričakováti
867,suchen::V,వెదకు,iskáti
868,finden::V,కనుగొను,nájti
869,versuchen::V,ప్రయత్నించు,poskúšati
870,vorbereiten::V,తయారుచేయు,pripráviti
871,lieben::V,ప్రేమించు,ljubíti
872,mögen::V,ఇష్టపడు,márati
873,lachen::V,నవ్వు,smejáti se
874,rühren::V,గుండె తాకు,ganíti
875,weinen::V,వీడ్చు,jókati
876,weinen::V,వీడ్చు,plákati
877,schimpfen::V,గొణుగు,psováti
878,schimpfen::V,గొణుగు,zmérjati
879,sich ärgern::V,అలుగు,jezíti se
880,sich fürchten::V,భయపడు,báti se
881,fürchten::V,భయపడు,báti se
882,fliehen::V,పాఱిపోపు,bežáti
883,flüchten::V,తప్పించుకొను,pobégniti
884,sehen::V,చూచు,vídeti
885,anschauen::V,చూచు,oglédati
886,ansehen::V,కాచియుండు,glédati
887,hören::V,విను,slíšati
888,zuhören::V,విను,poslúšati
889,probieren::V,చవిచూచుట,poskúšati
890,riechen::V,వాసనచూచు,dúhati
891,fühlen::V,స్పర్శించుట,čutíti
892,scheinen::V,కనబడు,zdéti se
893,zu sehen sein::V,చూవు,vídeti se
894,vernehmen::V,విను,čúti
895,frieren::V,చలికి వడకు,zébsti
896,tun::V,చేయు,délati
897,können::V,గల,môči
898,wollen::V,కోరు,hotéti
899,anfangen::V,ఆరంభించు,začéti
900,beenden::V,ముగించు,dokončáti
901,aufhören::V,నిలుపు,prenéhati
902,gelingen::V,గెలుపాందు,uspéti
903,gelingen::V,గెలుపాందు,posréčiti se
904,geraten::V,వెలువడు,obnêsti se
905,öffnen::V,తెఱచు,odpréti
906,schließen::V,మూయు,zapréti
907,stellen::V,ఉంచు,postáviti
908,setzen::V,ఉంచు,posadíti
909,legen::V,పెట్టు,položíti
910,berühren::V,తాకు,dotíkati se
911,verbinden::V,చేర్చుట,obvézati
912,bedecken::V,మూయు,pokríti
913,aufhängen::V,వ్రేలాడదీయు,obésiti
914,anzünden::V,వెలిగించు,zažgáti
915,aufheben::V,సేకరించు,vzdígniti
916,zurücklassen::V,విడుచు,zapustíti
917,verlieren::V,పోగొట్టుకొను,izgubíti
918,fallen lassen::V,జాఱవిడుచు,navréči
919,machen::V,చేయు,naredíti
920,machen::V,చేయు,napráviti
921,herstellen::V,ఉత్పత్తిచేయు,izdélati
922,bauen::V,నిర్మించు,gradíti
923,reparieren::V,సరిచేయు,popráviti
924,verbessern::V,వృద్ధి చేయు,izbóljšati
925,ändern::V,మార్చు,spremeníti
926,graben::V,త్రవ్వు,kopáti
927,graben::V,త్రవ్వు,grêbsti
928,beugen::V,వంచు,upogníti
929,biegen::V,వంచు,zavíjati
930,drehen::V,నూలువడుకు,vrtéti
931,wenden::V,త్రిప్పు,obrníti
932,umdrehen::V,త్రిప్పు,zasúkati
933,heben::V,ఎత్తు,dvígati
934,hochheben::V,ఎత్తు,privzdígniti
935,ergreifen::V,వశపఱచుకొను,zgrábiti
936,halten::V,ఉంచు,držáti
937,drücken::V,అణచు,tiščáti
938,schieben::V,నొక్కు,ríniti
939,kratzen::V,గోకు,práskati
940,lecken::V,నాకు,lízati
941,beißen::V,కఱచు,grísti
942,abreißen::V,తెగతెంచు,odtŕgati
943,abschneiden::V,తెగకొట్టు,odrézati
944,binden::V,కట్టు,vézati
945,stecken::V,తగులుకొనివుండుట,vtakníti
946,brechen::V,పగులగొట్టు,lomíti
947,klopfen::V,కొట్టు,tólči
948,hauen::V,కొట్టు,séči
949,kleben::V,అంటుకొను,lépiti
950,reiben::V,రాచు,tréti
951,reiben::V,రాచు,dŕgniti
952,streichen::V,వ్యాపింపజేయు,namázati
953,schleifen::V,రాచు,brúsiti
954,schneiden::V,కోయు,rézati
955,rütteln::V,కుదిలించుట,strésti
956,schütteln::V,కదల్చు,majáti
957,schwenken::V,ఊచుట,obrníti
958,schütten::V,పోయు,sípati
959,füllen::V,నింపు,napolníti
960,einwickeln::V,చుట్టు,zavíti
961,tragen::V,మోయు,nêsti
962,schleppen::V,ఈడ్చు,vláčiti
963,ziehen::V,ఈడ్చు,vléči
964,aufbewahren::V,కాపాడు,shranjeváti
965,werfen::V,విసరు,lúčati
966,fangen::V,పట్టుకొను,ujéti
967,packen::V,పట్టుకొను,prijéti
968,verstecken::V,దాచు,skríti
969,teilen::V,భాగించు,razdelíti
970,schicken::V,పంపు,pošíljati
971,bringen::V,తెచ్చు,prinêsti
972,hinzufügen::V,చేర్చు,pristáviti
973,bekommen::V,సంపాదించు,dobíti
974,erhalten::V,పుచ్చుకొను,prejéti
975,nehmen::V,తీసికొను,vzéti
976,wählen::V,ఇష్టపడు,izbírati
977,auswählen::V,ఏరుకొను,izbráti
978,bewahren::V,భద్రపఱుచు,ohraníti
979,behindern::V,అడ్డగించుట,ovírati
980,verderben::V,చెఱచు,pokváriti
981,beschädigen::V,చెరుపుట,poškodováti
982,zerbrechen::V,పగులగొట్టు,razlomíti
983,zerreißen::V,చించు,raztŕgati
984,zerstören::V,వాశనము చేయు,razrúšiti
985,verbrennen::V,కాల్చు,sežgáti
986,geben::V,ఇచ్చు,dáti
987,reichen::V,అందుకొనుట,séči
988,reichen::V,అందుకొనుట,molíti
989,schenken::V,అర్పించు,podáriti
990,versprechen::V,వాగ్దత్తము చేయు,obljubíti
991,wünschen::V,కోరు,vóščiti
992,loben::V,స్తుతించు,hváliti
993,küssen::V,ముద్దుపెట్టుకొను,poljubováti
994,wiegen::V,ఊచుట,zíbati
995,zudecken::V,మూయు,pokríti
996,wecken::V,నిద్రపలేపుట,zbudíti
997,zeigen::V,చూవు,pokázati
998,führen::V,దారిచూపు,vêsti
999,lehren::V,బోధించు,učíti
1000,unterrichten::V,నేర్పు,poučeváti
1001,aufziehen::V,పెంచు,vzgojíti
1002,leiten::V,తీసుకపోవుట,uprávljati
1003,antreiben::V,ప్రేరేపించు,goníti
1004,lassen::V,అనుమతించు,povzročíti
1005,einladen::V,ఆహ్వానించు,povábiti
1006,vereinigen::V,కూడుట,zdrúžiti
1007,besuchen::V,పోయి చూచు,obiskáti
1008,treffen::V,కలియు,pogodíti
1009,sich versammeln::V,కూర్చు,zbráti se
1010,spielen::V,ఆట లాడు,igráti se
1011,singen::V,పాడు,péti
1012,tanzen::V,నృత్యముచేయు,plésati
1013,sich trennen::V,ఎడబాయుట,ločíti se
1014,verlassen::V,విడుచు,zapustíti
1015,retten::V,తప్పించుట,réšiti
1016,bewachen::V,కాపాడు,strážiti
1017,schützen::V,రక్షించు,sčítiti
1018,verteidigen::V,రక్షించు,braníti
1019,sich schlagen::V,జగడమాడు,têpsti se
1020,schießen::V,కాల్చు,stréljati
1021,siegen::V,గెలుచు,zmágati
1022,ärgern::V,పీడించుట,jezíti
1023,ärgern::V,పీడించుట,razbúriti
1024,schlagen::V,కొట్టు,têpsti
1025,schlagen::V,కొట్టు,udáriti
1026,treten::V,తన్ను,teptáti
1027,stechen::V,కుట్టు,ubôsti
1028,stoßen::V,గెంటు,peháti
1029,stoßen::V,గెంటు,drégniti
1030,stehlen::V,దొంగిలించు,ukrásti
1031,stehlen::V,దొంగిలించు,pokrásti
1032,stören::V,కలతపఱచు,motíti
1033,belästigen::V,పీడించు,nadlegováti
1034,verbergen::V,దాచు,skríti
1035,täuschen::V,మోసము చేయు,slepíti
1036,betrügen::V,మోసపుచ్చు,várati
1037,betrügen::V,మోసపుచ్చు,ogoljufáti
1038,töten::V,చంపు,ubíti
1039,wohnen::V,నివసించు,prebívati
1040,arbeiten::V,పనిచేయు,délati
1041,sammeln::V,ప్రోగుచేయు,zbráti
1042,pflücken::V,యేరుట,obráti
1043,jagen::V,వేటాడు,lovíti
1044,fischen::V,వెదకు,ribáriti
1045,fassen::V,పట్టుకొమ,zajéti
1046,hüten::V,మందచేరుట,pásti
1047,treiben::V,నడపు,pogánjati
1048,anbinden::V,కట్టు,privézati
1049,füttern::V,భోజనము పెట్టు,kŕmiti
1050,melken::V,పాలు పితుకు,mólsti
1051,hacken::V,నఱకు,sékati
1052,gießen::V,నీళ్ళుకట్టుట,ulíti
1053,reifen::V,పండుట,zoréti
1054,zubereiten::V,వండు,pripráviti
1055,kochen::V,వండు,kúhati
1056,backen::V,రొట్టెకాల్చు,cvréti
1057,braten::V,వేపు,pêči
1058,umrühren::V,కదులుట,preméšati
1059,stricken::V,అల్లు,plêsti
1060,nähen::V,కుట్టు,šívati
1061,färben::V,రంగు వేయు,bárvati
1062,reinigen::V,శుభ్రము చేయు,očístiti
1063,waschen::V,కడుగు,opráti
1064,abwischen::V,తుడుచు,obrísati
1065,spülen::V,నీటిలో జడించు,splakováti
1066,fegen::V,ఊడ్చు,pométati
1067,kehren::V,ఊడ్చు,mésti
1068,baden::V,స్నానము చేయు,kópati se
1069,sich waschen::V,కడుగు,umíti se
1070,ausziehen::V,విప్పు,izvléči
1071,anziehen::V,ధరించు,obléči
1072,sich anziehen::V,బట్టలు వేసుకొను,obléči se
1073,sich anziehen::V,తొడుగుకొను,obléči se
1074,kämmen::V,దువ్వుట,česáti
1075,schmücken::V,అలంకరించు,okrasíti
1076,sagen::V,చెప్పు,dejáti
1077,sprechen::V,చెప్పు,govoríti
1078,reden::V,మాటలాడు,rêči
1079,sich unterhalten::V,ముచ్చటలాడు,razgovárjati se
1080,fragen::V,ప్రశ్నించు,vprášati
1081,bitten::V,కోరు,prosíti
1082,erzählen::V,చెప్పు,práviti
1083,mitteilen::V,తెలియజేయు,naznániti
1084,nennen::V,పేరు వెట్టు,imenováti
1085,rufen::V,పిలుచు,klícati
1086,prahlen::V,జల్లి,baháti se
1087,übersetzen::V,తర్జుమాచేయు,prevêsti
1088,denken::V,ఆలోచించు,mísliti
1089,glauben::V,నమ్ము,verjéti
1090,bemerken::V,గుర్తించు,opáziti
1091,erkennen::V,గుర్తించు,spoznáti
1092,begreifen::V,గ్రహించు,pôjmiti
1093,verstehen::V,గ్రహించు,razuméti
1094,lernen::V,నేర్చు కొను,učíti se
1095,wissen::V,తెలిసికొను,znáti
1096,wissen::V,తెలిసికొను,védeti
1097,sich erinnern an::V,జ్ఞాపకముంచుకొను,spómniti se
1098,vergessen::V,మఱచిపోవు,pozábiti
1099,messen::V,కొలుచుట,mériti
1100,zählen::V,లెక్కపెట్టు,štéti
1101,rechnen::V,లెక్కపెట్టు,račúnati
1102,lesen::V,చదువు,bráti
1103,lesen::V,చదువు,čítati
1104,malen::V,పూనుట,slíkati
1105,zeichnen::V,వ్రాసుట,rísati
1106,schreiben::V,వ్రాయు,písati
1107,besitzen::V,కలిగియుండు,iméti
1108,kaufen::V,కొను,kupíti
1109,verkaufen::V,అమ్ము,prodáti
1110,bezahlen::V,చెల్లించు,pláčati
1111,zahlen::V,చెల్లించు,plačeváti
1112,beherrschen::V,ఏలు,obvládati
1113,ertragen::V,భరించు,prenêsti
