,Concept_ID,ar,lt
582,Lüge::N,كذب,melas
583,Schaden::N,تلف,nuostolis
584,Schaden::N,تلف,apgadinimas
585,Unglück::N,نحس,nelaimė
586,Schuld::N,ذنب,kaltė
587,Alter::N,سن,amžius
588,Alter::N,عمر,amžius
589,Schluss::N,ختام,pabaiga
590,Schluss::N,نهاية,pabaiga
591,Zeit::N,وقت,laikas
592,Tag::N,يوم,diena
593,Morgen::N,صباح,rytas
594,Mittag::N,ظهر,vidurdienis
595,Abend::N,مساء,vakaras
596,Nacht::N,ليلة,naktis
597,Woche::N,أسبوع,savaitė
598,Monat::N,شهر,mėnuo
599,Jahr::N,عام,metai
600,Jahr::N,سنة,metai
601,Frühling::N,ربيع,pavasaris
602,Sommer::N,صيف,vasara
603,Herbst::N,خريف,ruduo
604,Winter::N,شتاء,žiema
605,Januar::N,يناير,sausis
606,Januar::N,كانون الثاني,sausis
607,Februar::N,شباط,vasaris
608,Februar::N,فبراير,vasaris
609,März::N,آذار,kovas
610,März::N,مارس,kovas
611,April::N,نيسان,balandis
612,Mai::N,مايو,gegužė
613,Juni::N,يونيو,birželis
614,Juni::N,حزيران,birželis
615,Juli::N,تموز,liepa
616,Juli::N,يوليو,liepa
617,August::N,آب,rugpjūtis
618,August::N,أغسطس,rugpjūtis
619,September::N,أيلول,rugsėjis
620,September::N,سبتمبر,rugsėjis
621,Oktober::N,أكتوبر,spalis
622,Oktober::N,تشرين الأول,spalis
623,November::N,نوفمبر,lapkritis
624,November::N,تشرين الثاني,lapkritis
625,Dezember::N,ديسمبر,gruodis
626,Dezember::N,كانون الأول,gruodis
627,Montag::N,يوم الاثنين,pirmadienis
628,Dienstag::N,يوم الثلاثاء,antradienis
629,Mittwoch::N,يوم الأربعاء,trečiadienis
630,Donnerstag::N,يوم الخميس,ketvirtadienis
631,Freitag::N,يوم الجمعة,penktadienis
632,Samstag::N,يوم السبت,šeštadienis
633,Sonntag::N,يوم الأحد,sekmadienis
634,groß::A,كبير,didis
635,groß::A,كبير,didelis
636,klein::A,صغير,mažas
637,lang::A,طويل,ilgas
638,kurz::A,قصير,trumpas
639,breit::A,واسع,platus
640,schmal::A,ضيق,smulkus
641,dicht::A,كث,tankus
642,dicht::A,كثيف,tankus
643,dick[Gegenstand]::A,غليظ,storas
644,dünn::A,رفيع,plonas
645,fein::A,رقيق,smulkus
646,fest::A,متين,kietas
647,fest::A,متين,tvirtas
648,flach::A,سهل,lėkštas
649,flach::A,سهل,plokščias
650,flach::A,منبسط,lėkštas
651,flach::A,منبسط,plokščias
652,glatt::A,ناعم,slidus
653,hart::A,صلب,kietas
654,hart::A,جامد,kietas
655,weich::A,لين,minkštas
656,rund::A,مستدير,apvalus
657,rund::A,مستدير,apskritas
658,spitz::A,مدبب,aštrus
659,spitz::A,مدبب,smailus
660,scharf::A,حاد,aštrus
661,stumpf::A,ثالم,bukas
662,stumpf::A,ثالم,atšipęs
663,schwer::A,ثقيل,sunkus
664,schön::A,جميل,gražus
665,heiß::A,حار,karštas
666,heiß::A,ساخن,karštas
667,warm::A,دافئ,šiltas
668,kalt::A,بارد,šaltas
669,kühl::A,قر,vėsus
670,kühl::A,قر,bejausmis
671,frisch::A,طازج,šviežias
672,feucht::A,رطب,drėgnas
673,nass::A,مبلول,šlapias
674,trocken::A,جاف,sausas
675,voll::A,ملء,pilnas
676,leer::A,خال,tuščias
677,leer::A,فارغ,tuščias
678,offen::A,مفتوح,atviras
679,geschlossen::A,مغلق,uždaras
680,geschlossen::A,مغلق,uždarytas
681,sauber::A,نظيف,švarus
682,schmutzig::A,قذر,nešvarus
683,schmutzig::A,قذر,purvinas
684,roh::A,نيء,žalias
685,reif::A,ناضج,prinokęs
686,reif::A,ناضج,pribrendęs
687,lecker::A,لذيذ,gardus
688,süß::A,حلو,saldus
689,bitter::A,مر,kartus
690,sauer::A,حامض,gižus
691,sauer::A,حامض,rūgštus
692,hell::A,نير,šviesus
693,hell::A,نير,skaistus
694,dunkel::A,مظلم,tamsus
695,schwarz::A,أسود,juodas
696,weiß::A,أبيض,baltas
697,rot::A,أحمر,raudonas
698,gelb::A,أصفر,geltonas
699,blau::A,أزرق,mėlynas
700,grün::A,أخضر,žalias
701,grau::A,رمادي,pilkas
702,bunt::A,ملوب,margas
703,bunt::A,ملوب,spalvotas
704,billig::A,رخيص,pigus
705,teuer::A,غال,brangus
706,wertvoll::A,ثمين,vertingas
707,blind::A,أعمى,aklas
708,taub::A,أصم,kurčias
709,taub::A,أطرش,kurčias
710,kräftig::A,قوي,stiprus
711,stark::A,قوي,stiprus
712,schwach::A,ضعيف,silpnas
713,fett::A,سمين,riebus
714,schlank::A,أهيف,laibas
715,schlank::A,أهيف,lieknas
716,hübsch::A,جميل,gražus
717,böse::A,رديء,blogas
718,dumm::A,أبله,paikas
719,dumm::A,أبله,kvailas
720,dumm::A,أحمق,paikas
721,dumm::A,أحمق,kvailas
722,faul::A,كسلان,tingus
723,fleißig::A,مجتهد,stropus
724,fleißig::A,مجتهد,kruopštus
725,geizig::A,بخيل,šykštus
726,klug::A,ذكي,sumanus
727,klug::A,ذكي,protingas
728,klug::A,عاقل,sumanus
729,klug::A,عاقل,protingas
730,geschickt::A,ماهر,apsukrus
731,lieb::A,عزيز,mielas
732,lustig::A,مرح,smagus
733,lustig::A,مرح,linksmas
734,sanft::A,حليم,švelnus
735,sanft::A,حليم,minkštas
736,hungrig::A,جائع,alkanas
737,krank::A,مريض,ligotas
738,krank::A,مريض,sergantis
739,nackt::A,عار,nuogas
740,traurig::A,حزين,liūdnas
741,lebendig::A,حي,gyvas
742,gut::A,جيد,geras
743,schlecht::A,سيء,blogas
744,schlecht::A,سيء,prastas
745,richtig::A,صحيح,tikras
746,richtig::A,صحيح,teisingas
747,schlimm::A,خبيث,blogas
748,schlimm::A,خبيث,prastas
749,wahr::A,حق,tikras
750,alt::A,قديم,senas
751,neu::A,جديد,naujas
752,ehemalig::A,سابق,buvęs
753,alt[Lebewesen]::A,مسن,pagyvenęs
754,jung::A,شاب,jaunas
755,jung::A,صغير,jaunas
756,arm::A,فقير,neturtingas
757,reich::A,غني,turtingas
758,bekannt::A,معلوم,žinomas
759,bekannt::A,معلوم,pažįstamas
760,berühmt::A,مشهور,žymus
761,berühmt::A,مشهور,garsus
762,fremd::A,أجنبي,svetimas
763,verschieden::A,مختلف,įvairus
764,nah::A,قريب,artimas
765,fern::A,بعيد,tolimas
766,linker::A,يسار,kairys
767,rechter::A,يمين,dešinys
768,anderer::A,آخر,kitas
769,erster::A,أول,pirmas
770,zweiter::A,ثان,antras
771,dritter::A,ثالث,trečias
772,letzter::A,أخير,paskutinis
773,allein::ADV,وحده,vienas
774,auf einmal::ADV,بالمرة,iš karto
775,zusammen::ADV,معا,kartu
776,zusammen::ADV,معا,drauge
777,lange::ADV,مدة طويلة,ilgai
778,plötzlich::ADV,فجأة,staiga
779,sofort::ADV,حالا,tuojau
780,sofort::ADV,فورا,tuojau
