,Concept_ID,ku,nl
834,acht::NUM,heşt,acht
835,neun::NUM,neh,negen
836,zehn::NUM,deh,tien
837,elf::NUM,yazdeh,elf
838,zwölf::NUM,diwazdeh,twaalf
839,zwanzig::NUM,bîst,twintig
840,dreißig::NUM,sih,dertig
841,vierzig::NUM,çil,veertig
842,fünfzig::NUM,pençi,vijftig
843,sechzig::NUM,şêst,zestig
844,siebzig::NUM,heftê,zeventig
845,achtzig::NUM,heştê,tachtig
846,neunzig::NUM,nod,negentig
847,hundert::NUM,sêd,honderd
848,tausend::NUM,hezar,duizend
849,und::CNJ,û,en
850,oder::CNJ,an,of
851,oder::CNJ,yan,of
852,stehen::V,sekinîn,staan
853,sitzen::V,rûniştin,zitten
854,liegen::V,paldan,liggen
855,hängen::V,darve kirin,hangen
856,werden::V,bûn,worden
857,passieren::V,hatin holê,gebeuren
858,passieren::V,hatin serê kesî,gebeuren
859,beginnen::V,li dest pêkirin,beginnen
860,enden::V,xalas bû,eindigen
861,wechseln::V,guherandin,wijzigen
862,wechseln::V,guherandin,veranderen
863,wechseln::V,dêgiş kirin,wijzigen
864,wechseln::V,dêgiş kirin,veranderen
865,aufgehen[Sonne]::V,hilatin,opgaan
866,untergehen[Sonne]::V,çun ava,ondergaan
867,scheinen[Sonne]::V,şewk de,schijnen
868,donnern::V,gire-gir,donderen
869,wehen::V,ba le de,waaien
870,strömen::V,xwe girtin,stromen
871,fließen::V,herikîn,vloeien
872,sich drehen::V,xwe zivirandin,draaien
873,sich drehen::V,xwe zivirandin,zich draaien
874,schwanken::V,hejandin,wankelen
875,schwingen::V,libakirin,zwieren
876,fallen::V,ketin,vallen
877,brennen::V,şewitîn,branden
878,rauchen::V,kişandin,roken
879,regnen::V,bahran tê,regenen
880,gefrieren::V,qefilandin,bevriezen
881,tauen::V,helandin,dooien
882,schmelzen::V,helandin,smelten
883,trocknen::V,zuwabûn,drogen
884,sieden::V,kelîn,koken
885,sieden::V,kelîn,zieden
886,faulen::V,xerabûn,rotten
887,verfaulen::V,xerabûn,verrotten
888,reißen::V,jêkirin,scheuren
889,versinken::V,xerq bûn,verzinken
890,vergehen::V,derbas bûn,vergaan
891,erscheinen::V,peyda bûn,opdagen
892,erscheinen::V,peyda bûn,verschijnen
893,verschwinden::V,wendabûn,verdwijnen
894,sinken::V,noq bûn,zinken
895,abnehmen::V,kêm bûn,afnemen
896,abnehmen::V,kêm bûn,verminderen
897,zunehmen::V,qelew bûn,toenemen
898,steigen::V,hildan,stijgen
899,steigen::V,hildan,omhooggaan
900,wachsen::V,mezin bûn,groeien
901,glänzen::V,biriqîn,glanzen
902,glänzen::V,biriqîn,schitteren
903,funkeln::V,çikisîn,fonkelen
904,lärmen::V,guşîn,lawaai maken
905,läuten::V,lê de,luiden
906,klingeln::V,sîl dan,bellen
907,klingeln::V,ringerin,bellen
908,klirren::V,zingzing hat,rinkelen
909,brausen::V,guşîn,bruisen
910,rauschen::V,guşîn,ruisen
911,klingen::V,deng pe ketin,klinken
912,bellen::V,kewtîn,blaffen
913,heulen::V,ûrîn,huilen
914,blasen::V,puf kirin,blazen
915,pfeifen::V,fîkandin,fluiten
916,schreien::V,qîrîn,gillen
917,schreien::V,qîrîn,schreeuwen
918,stöhnen::V,nalîn,steunen
919,zittern::V,hejîn,beven
920,zittern::V,hejîn,sidderen
921,leben::V,jihîn,leven
922,geboren werden::V,hatin dinyê,geboren worden
923,geboren werden::V,bûn,geboren worden
924,atmen::V,hilmijîn,ademen
925,trinken::V,vexwarin,drinken
926,essen::V,xwarin,eten
927,schlucken::V,daqulbandin,slikken
928,müde werden::V,betilîln,moe worden
929,müde werden::V,qerimîn,moe worden
930,einschlafen::V,razan,inslapen
931,schlafen::V,razan,slapen
932,schlafen::V,razandin,slapen
933,aufwachen::V,şiyarbûn,ontwaken
934,aufwachen::V,şiyarbûn,wakker worden
935,aufstehen::V,rabûn,opstaan
936,sich erholen::V,baş bûn,zich ontspannen
937,krank werden::V,nexweş kêt,ziek worden
938,krank sein::V,nexweş bû,ziek zijn
939,schmerzen::V,êşandin,pijn doen
940,husten::V,kuxin,hoesten
941,genesen::V,baş bûn,genezen
942,sterben::V,mirin,sterven
943,sterben::V,mirin,overlijden
944,umkommen::V,mirin,omkomen
945,sich bewegen::V,leqîn,zich bewegen
946,sich rühren::V,leqîn,zich verroeren
947,sich erheben::V,rabûn,oprijzen
948,sich erheben::V,rabûn,verrijzen
949,sich setzen::V,runiştin,gaan zitten
950,hinfallen::V,kêtin,vallen
951,hinfallen::V,kêtin,neervallen
952,laufen::V,meşîn,lopen
953,schreiten::V,meşkirin,stappen
954,schreiten::V,meşkirin,schrijden
955,spazierengehen::V,gerandin,gaan wandelen
956,eilen::V,lezandin,ijlen
957,eilen::V,lezandin,haasten
958,sich beeilen::V,zûkirin,zich haasten
959,sausen::V,fîzîn,stuiven
960,rennen::V,baz dan,rennen
961,springen::V,hilpekîn,springen
962,klettern::V,hilperikîn,klimmen
963,klettern::V,hilperikîn,klauteren
964,schaukeln::V,lorandin,schommelen
965,kriechen::V,xuşandin,kruipen
966,schwimmen::V,avjenîn,zwemmen
967,tauchen::V,qutxuyardin,duiken
968,tauchen::V,noqîn,duiken
969,rudern::V,qaîq ajotin,roeien
970,fahren::V,ajotin,rijden
971,fliegen::V,firîn,vliegen
972,gehen::V,çûn,gaan
973,weggehen::V,çûn,weggaan
974,abfahren::V,çûyin,vertrekken
975,anhalten::V,rawestîn,stoppen
976,anhalten::V,rawestîn,stilhouden
977,hineingehen::V,ketin hundir,ingaan
978,hineingehen::V,ketin hundir,binnengaan
979,eintreten::V,têketin,binnenkomen
980,kommen::V,hatin,komen
981,ankommen::V,gihan,aankomen
982,ankommen::V,gihîştin,aankomen
983,zurückkommen::V,vegerandin,terugkomen
984,bleiben::V,sekinîn,blijven
985,warten::V,payîn,wachten
986,erwarten::V,payîn,verwachten
987,suchen::V,lêgerîn,zoeken
988,finden::V,peyda kirin,vinden
989,versuchen::V,çeribandin,proberen
990,versuchen::V,çeribandin,beproeven
991,vorbereiten::V,amade kirin,voorbereiden
992,lieben::V,hez kirin,houden van
993,mögen::V,dil kirin,lusten
994,mögen::V,dil kirin,houden van
995,lachen::V,kenîn,lachen
996,rühren::V,hêjan,roeren
997,weinen::V,girîn,huilen
998,weinen::V,girîn,schreien
999,schimpfen::V,pevçûn,kijven
1000,schimpfen::V,pevçûn,schelden
1001,sich ärgern::V,enirîn,zich ergeren
1002,sich fürchten::V,tirsîn,bang zijn
1003,fürchten::V,tirsin,vrezen
1004,fliehen::V,bazdan,vluchten
1005,flüchten::V,revîn,ontsnappen
1006,flüchten::V,revîn,ontkomen
1007,sehen::V,dîtin,zien
1008,anschauen::V,sêr kirin,aankijken
1009,ansehen::V,hesibandin,aanzien
1010,ansehen::V,hesibandin,bekijken
1011,hören::V,guhdar jirin,horen
1012,zuhören::V,guhdarî kirin,luisteren
1013,probieren::V,tehm kirin,proeven
1014,riechen::V,bihn kirin,ruiken
1015,fühlen::V,hîs kirin,voelen
1016,scheinen::V,xoyer kir,lijken
1017,zu sehen sein::V,diyar bûn,te zien zijn
1018,vernehmen::V,bihîstin,vernemen
1019,frieren::V,qerişîn,het koud hebben
1020,tun::V,kirin,doen
1021,können::V,karin,kunnen
1022,wollen::V,xwestîn,willen
1023,anfangen::V,dest pêkirin,beginnen
1024,anfangen::V,dest pêkirin,aanvangen
1025,beenden::V,xelas kirin,beëindigen
1026,aufhören::V,xelas kirin,ophouden
1027,gelingen::V,çe bûn,lukken
1028,gelingen::V,çe bûn,gelukken
1029,geraten::V,qewîmîn,uitvallen
1030,öffnen::V,vekirin,openen
1031,öffnen::V,vekirin,opendoen
1032,schließen::V,girtin,sluiten
1033,schließen::V,girtin,dichtdoen
1034,stellen::V,danîn,stellen
1035,stellen::V,danîn,plaatsen
1036,setzen::V,rûniştin,zetten
1037,setzen::V,rûniştin,plaatsen
1038,legen::V,danîn,leggen
1039,legen::V,razandin,leggen
1040,berühren::V,lêketin,aanraken
1041,verbinden::V,anîn pê,verbinden
1042,bedecken::V,sergirtin,bedekken
1043,aufhängen::V,aliqandin,ophangen
1044,anzünden::V,pêxistin,aansteken
1045,aufheben::V,hildan,oprapen
1046,zurücklassen::V,hiştin,achterlaten
1047,zurücklassen::V,vehiştin,achterlaten
1048,verlieren::V,wendakirin,verliezen
1049,fallen lassen::V,xistin bixe,laten vallen
1050,fallen lassen::V,xistin,laten vallen
1051,machen::V,kirin,maken
1052,machen::V,çêkirin,maken
1053,herstellen::V,çê kirin,produceren
1054,herstellen::V,çê kirin,voortbrengen
1055,herstellen::V,peyda kirin,produceren
1056,herstellen::V,peyda kirin,voortbrengen
1057,bauen::V,lêkirin,bouwen
1058,reparieren::V,veherînerîn,repareren
1059,reparieren::V,veherînerîn,herstellen
1060,verbessern::V,sererastkirin,verbeteren
1061,ändern::V,degiş kirin,wijzigen
1062,ändern::V,degiş kirin,veranderen
1063,graben::V,kolandin,graven
1064,beugen::V,tewîn,buigen
1065,beugen::V,xwar kirin,buigen
1066,biegen::V,tewandin,buigen
1067,biegen::V,xwarkirin,buigen
1068,drehen::V,fitilandin,draaien
1069,wenden::V,zivîrin,keren
1070,wenden::V,zivîrin,wenden
1071,umdrehen::V,vegerandin,omdraaien
1072,heben::V,hildan,heffen
1073,heben::V,hildan,optillen
1074,hochheben::V,hildan,tillen
1075,ergreifen::V,dest avêtin,pakken
1076,ergreifen::V,dest avêtin,grijpen
1077,halten::V,hîştin,houden
1078,halten::V,sekinîn,houden
1079,drücken::V,pêl kirin,drukken
1080,schieben::V,damdan,duwen
1081,schieben::V,damdan,schuiven
1082,kratzen::V,xurandin,krassen
1083,lecken::V,alastin,likken
1084,beißen::V,gez kirin,bijten
1085,abreißen::V,hilşandin,afrukken
1086,abreißen::V,hilşandin,afscheuren
1087,abschneiden::V,jêkirin,afsnijden
1088,binden::V,girêdan,binden
1089,stecken::V,têxistin,steken
1090,brechen::V,şikandin,breken
1091,klopfen::V,kutandin,kloppen
1092,hauen::V,li dan,houwen
1093,kleben::V,zeliqîn,plakken
1094,kleben::V,şirêz kirin,plakken
1095,reiben::V,firikandin,wrijven
1096,streichen::V,bax dan,smeren
1097,schleifen::V,çarkirin,slijpen
1098,schneiden::V,jêkirin,snijden
1099,rütteln::V,hejandin,schudden
1100,schütteln::V,daweşîn,schudden
1101,schwenken::V,têwdan,wuiven
1102,schwenken::V,têwdan,zwaaien
1103,schütten::V,rijandin,gieten
1104,schütten::V,rijandin,storten
1105,füllen::V,dagirtin,vullen
1106,einwickeln::V,pêçandin,inwikkelen
1107,tragen::V,kişandin,dragen
1108,tragen::V,rajtin,dragen
1109,schleppen::V,kişandin,slepen
1110,ziehen::V,kişandin,trekken
1111,aufbewahren::V,hilandin,bewaren
1112,werfen::V,avêtin,gooien
1113,fangen::V,sem kirin,vangen
1114,fangen::V,girtin,vangen
1115,packen::V,pê girtin,pakken
1116,packen::V,pê girtin,vastpakken
1117,verstecken::V,hîlanin,verstoppen
1118,teilen::V,parvekirin,delen
1119,schicken::V,şandin,sturen
1120,bringen::V,anîn,brengen
1121,bringen::V,birin,brengen
1122,hinzufügen::V,dan ser,toevoegen
1123,hinzufügen::V,li tiştekî zêde kirin,toevoegen
1124,bekommen::V,standin,verkrijgen
1125,erhalten::V,standin,krijgen
1126,nehmen::V,girtin,nemen
1127,wählen::V,ray dan,kiezen
1128,wählen::V,ray dan,verkiezen
1129,auswählen::V,bijartin,uitkiezen
1130,bewahren::V,rê li ber girtin,bewaren
1131,bewahren::V,lê xwedî derketin,bewaren
1132,behindern::V,bara wi,hinderen
1133,verderben::V,heram bûn,bederven
1134,beschädigen::V,xerab kirin,beschadigen
1135,zerbrechen::V,şikênandin,breken
1136,zerbrechen::V,şikênandin,stukbreken
1137,zerbrechen::V,perçe kirin,breken
1138,zerbrechen::V,perçe kirin,stukbreken
1139,zerreißen::V,qelişandin,scheuren
1140,zerreißen::V,qelişandin,verscheuren
1141,zerstören::V,hilşandin,vernielen
1142,verbrennen::V,şewitandin,branden
1143,verbrennen::V,şewitandin,verbranden
1144,geben::V,dan,geven
1145,geben::V,dayin,geven
1146,reichen::V,besbûn,reiken
1147,reichen::V,besbûn,aanreiken
1148,reichen::V,têrkirin,reiken
1149,reichen::V,têrkirin,aanreiken
1150,schenken::V,diyarî kirin,schenken
1151,versprechen::V,soz dan,beloven
1152,wünschen::V,dil kirin,wensen
1153,loben::V,pesinandin,loven
1154,loben::V,pesinandin,prijzen
1155,küssen::V,maçkirin,kussen
1156,wiegen::V,lorandin,wiegen
1157,wiegen::V,wezinandin,wiegen
1158,zudecken::V,nixumandin,toedekken
1159,wecken::V,bixwe hesandin,wekken
1160,zeigen::V,şanîdan,tonen
1161,zeigen::V,şanîdan,wijzen
1162,führen::V,raber kirin,voeren
1163,lehren::V,hîn kirin,leren
1164,unterrichten::V,ders dan,onderwijzen
1165,aufziehen::V,mesinkirin,grootbrengen
1166,leiten::V,rêberî kirin,leiden
1167,antreiben::V,bezandin,aandrijven
1168,lassen::V,berdan,laten
1169,lassen::V,hiştin,laten
1170,einladen::V,dawet kirin,uitnodigen
1171,vereinigen::V,bi yek kirin,verenigen
1172,besuchen::V,mêvan bûn,bezoeken
1173,treffen::V,rast hatin,treffen
1174,treffen::V,rast hatin,ontmoeten
1175,sich versammeln::V,li hev çivîn,zich verzamelen
1176,spielen::V,listin,spelen
1177,singen::V,stran,zingen
1178,tanzen::V,reqisîn,dansen
1179,sich trennen::V,hew berdan,van elkaar gaan
1180,verlassen::V,tanê hişt,verlaten
1181,verlassen::V,bêkes,verlaten
1182,retten::V,rihakirin,redden
1183,bewachen::V,raçavkirin,bewaken
1184,schützen::V,hemet kirin,beschermen
1185,verteidigen::V,paraztin,verdedigen
1186,sich schlagen::V,li hev bezîn,knokken
1187,schießen::V,agir kirin,schieten
1188,siegen::V,biser ketin,overwinnen
1189,ärgern::V,xeyirandin,ergeren
1190,schlagen::V,lêdan,slaan
1191,schlagen::V,lêxistin,slaan
1192,treten::V,têlekirin,trappen
1193,treten::V,têlekirin,schoppen
1194,stechen::V,têrekirin,steken
1195,stechen::V,têrekirin,prikken
1196,stoßen::V,lêketin,stoten
1197,stehlen::V,dizîn,stelen
1198,stehlen::V,dizî birin,stelen
1199,stören::V,aciz kirin,storen
1200,stören::V,aciz kirin,verstoren
1201,belästigen::V,li tela yeki ketin,lastig vallen
1202,verbergen::V,veşartin,verbergen
1203,verbergen::V,kemîndanîn,verbergen
1204,täuschen::V,xapandin,misleiden
1205,täuschen::V,lê zexeli kirin,misleiden
1206,betrügen::V,xapandin,bedriegen
1207,töten::V,kûştin,doden
1208,wohnen::V,rûniştin,wonen
1209,arbeiten::V,kar kirin,werken
1210,arbeiten::V,şêxulin,werken
1211,sammeln::V,komkirin,inzamelen
1212,sammeln::V,komkirin,verzamelen
1213,pflücken::V,çinîn,plukken
1214,jagen::V,nêçîr kirin,jagen
1215,fischen::V,masî girtin,vissen
1216,fassen::V,pê girtin,vangen
1217,fassen::V,sêm kirin,vangen
1218,hüten::V,hei jê man,hoeden
1219,treiben::V,bêherandin,drijven
1220,anbinden::V,tewilandin,vastbinden
1221,füttern::V,xwarine dan lê,voeren
1222,melken::V,dotin,melken
1223,hacken::V,kolandin,hakken
1224,gießen::V,av dan,gieten
1225,reifen::V,kemilîn,rijpen
1226,zubereiten::V,çe kirin,klaarmaken
1227,zubereiten::V,çe kirin,toebereiden
1228,kochen::V,xwarin çe kirin,koken
1229,kochen::V,kelandin,koken
1230,backen::V,pijandin,bakken
1231,braten::V,qelandin,braden
1232,braten::V,sor kirin,braden
1233,umrühren::V,têvdan,omroeren
1234,stricken::V,hûnan,breien
1235,nähen::V,kêl kirin,naaien
1236,färben::V,boyax kirin,verven
1237,färben::V,boyax kirin,kleuren
1238,reinigen::V,paqijkirin,reinigen
1239,waschen::V,şuştin,wassen
1240,abwischen::V,pakîj kirin,afvegen
1241,spülen::V,şuştin,spoelen
1242,spülen::V,şuştin,afwassen
1243,fegen::V,maliştin,vegen
1244,kehren::V,maliştin,vegen
1245,baden::V,serîşûştin,baden
1246,sich waschen::V,serîşûştin,zich wassen
1247,ausziehen::V,jê kirin,uittrekken
1248,anziehen::V,pê kirin,aantrekken
1249,sich anziehen::V,xwe kirin,zich aankleden
1250,kämmen::V,şeh kirin,kammen
1251,schmücken::V,xemilandin,tooien
1252,sagen::V,gotin,zeggen
1253,sagen::V,peyivîn,zeggen
1254,sprechen::V,peyivîn,spreken
1255,reden::V,axaftin,praten
1256,sich unterhalten::V,hev biştaxilin,zich onderhouden
1257,fragen::V,pirsîn,vragen
1258,fragen::V,pirs kirin,vragen
1259,bitten::V,tika kirin,vragen
1260,bitten::V,tika kirin,verzoeken
1261,erzählen::V,behs kirin,vertellen
1262,mitteilen::V,vegotin,meedelen
1263,nennen::V,bi nav kirin,noemen
1264,rufen::V,bakirin,roepen
1265,prahlen::V,pesnê xwe dan,pralen
1266,übersetzen::V,qulibandin,vertalen
1267,übersetzen::V,derbas kirin,vertalen
1268,denken::V,fikirîn,denken
1269,glauben::V,bawer bûn,geloven
1270,bemerken::V,bala xwe dan,bemerken
1271,bemerken::V,çac lê ketin,bemerken
1272,erkennen::V,pêhesîn,herkennen
1273,begreifen::V,fêmkirin,begrijpen
1274,verstehen::V,fêmkirin,verstaan
1275,lernen::V,halmandin,leren
1276,lernen::V,fêrbun,leren
1277,wissen::V,zanîn,weten
1278,sich erinnern an::V,bir bûn,zich herinneren aan
1279,vergessen::V,ji bir kirin,vergeten
1280,messen::V,pê kanîn,meten
1281,zählen::V,hejmardin,tellen
1282,rechnen::V,hesibandin,rekenen
1283,lesen::V,xwendin,lezen
1284,malen::V,rengandin,schilderen
1285,malen::V,boyax kirin,schilderen
1286,zeichnen::V,işaret kirin,tekenen
1287,schreiben::V,nivîsandin,schrijven
1288,besitzen::V,hebûn,bezitten
1289,kaufen::V,kirîn,kopen
1290,verkaufen::V,firotin,verkopen
1291,bezahlen::V,pere dan,betalen
1292,zahlen::V,pere dan,betalen
1293,zahlen::V,dayin,betalen
1294,beherrschen::V,zebt kirin,beheersen
1295,beherrschen::V,hukim kirin,beheersen
1296,ertragen::V,bihêzkirin,verdragen
