,Concept_ID,ca,ab
752,geradeaus::ADV,tot dret,ишиашоу
753,vorwärts::ADV,endavānt,ҕхьаҟа
754,rückwärts::ADV,endarrera,шьҭахьла
755,zurück::ADV,darrere,шьҭахьҟа
756,unten::ADV,a baix,лбаа
757,hinab::ADV,cap avall,алада
758,oben::ADV,dalt,хыхь
759,hinauf::ADV,cap amunt,аҩада
760,überall::ADV,pertot,зегьынцьара
761,überall::ADV,per tot arreu,зегьынцьара
762,nicht::ADV,no,-м
763,ein wenig::ADV,una mica,ҕыҭк
764,kaum::ADV,a penes,аарлаҳәа
765,kaum::ADV,a penes,афергьҳәа
766,sehr::ADV,molt,даара
767,so::ADV,així,ас
768,so::ADV,així,абас
769,noch::ADV,encara,макьана
770,nur::ADV,només,заҵәык
771,schon::ADV,ja,уажәшьҭа
772,schon::ADV,ja,аиҳа ипоу
773,wieder::ADV,de nou,ҿыц
774,wieder::ADV,de nou,дырҩегь
775,wieder::ADV,de nou,дырҩегьых
776,vergebens::ADV,en va,баша
777,vor::PRP,davānt,аҕхьа
778,vor::PRP,enfront de,аҕхьа
779,hinter::PRP,darrera,нхыҵ
780,unter::PRP,sota,амҵа
781,unter::PRP,sota,амҵан
782,durch::PRP,per,
783,neben::PRP,al costāt de,ааигуара
784,zwischen::PRP,entre,абжьара
785,wegen::PRP,a causa de,-иззы
786,wegen::PRP,a causa de,-ҟнытә
787,dies::PRN,aquest,ари
788,dies::PRN,aquest,абри
789,das::PRN,això,Абни
790,das::PRN,això,убри
791,alles::PRN,tot,зегьы
792,ich::PRN,jo,са
793,ich::PRN,jo,сара
794,du::PRN,tu,бара
795,er::PRN,ell,иара
796,wir::PRN,nosaltres,ҳара
797,ihr::PRN,vosaltres,шәара
798,sie::PRN,ells,дара
799,sie::PRN,elles,дара
800,was::FPRN,què,
801,wer::FPRN,qui,дарбан
802,wo::FADV,on,иабыкуу
803,wo::FADV,on,аба-
804,wo::FADV,on,ахь-
805,wohin::FADV,cap a on,иабыкуу
806,wohin::FADV,cap a on,аба-
807,wohin::FADV,cap a on,ахь-
808,wie::FADV,com,-шҕа
809,warum::FADV,per què,избан
810,wieviel::FNUM,quant,заҟа
811,eins::NUM,u,акы
812,eins::NUM,u,аӡәы
813,zwei::NUM,dos,ҩба
814,drei::NUM,tres,хҕа
815,vier::NUM,quatre,ҕшьба
816,fünf::NUM,cinc,хəба
817,sechs::NUM,sis,фба
818,sieben::NUM,set,Бжьба
819,acht::NUM,vuit,ааба
820,neun::NUM,nou,жәба
821,zehn::NUM,deu,жәаба
822,elf::NUM,onze,жәеизатәи
823,zwölf::NUM,dotze,жәаҩа
824,zwanzig::NUM,vint,ҩажәа
825,dreißig::NUM,trenta,ҩажәижәабатәи
826,vierzig::NUM,quaranta,ҩынҩажәа
827,fünfzig::NUM,cinquanta,ҩынҩажәеижәаба
828,sechzig::NUM,seixanta,хынҩажәа
829,siebzig::NUM,setanta,хынҩажәижәаба
830,achtzig::NUM,vuitanta,ҕшьынҩажәа
831,neunzig::NUM,noranta,ҕшьынҩажәижәаба
832,hundert::NUM,cent,шәкы
833,tausend::NUM,mil,зқьы
834,und::CNJ,i,-и
835,oder::CNJ,o,ма
836,stehen::V,estar de peu,агылазаара
837,sitzen::V,seure,атəара
838,sitzen::V,seure,атəа(заа)ра
839,liegen::V,jeure,аиара
840,hängen::V,penjar,акнаҳара
841,werden::V,fer-se,аҟалара
842,werden::V,posar-se,аҟалара
843,passieren::V,succeir,аҟалара
844,beginnen::V,iniciar-se,алагара
845,enden::V,acabar-se,алгара
846,enden::V,terminar-se,алгара
847,wechseln::V,canviar,аҽыҧсахра
848,aufgehen[Sonne]::V,sortir,агылара
849,aufgehen[Sonne]::V,sortir,ахашлара
850,aufgehen[Sonne]::V,sortir,аҩаҵхахара
851,untergehen[Sonne]::V,posar-se,аҭашəара
852,scheinen[Sonne]::V,brillar,акаҧхара
853,donnern::V,tronar,адыдра
854,wehen::V,bufar,асра
855,strömen::V,afluir,акаҭəара
856,fließen::V,fluir,ацара
857,sich drehen::V,girar,ахагьежьра
858,schwanken::V,vacil·lar,аҵысра
859,schwingen::V,oscil·lar,ахызазара
860,schwingen::V,oscil·lar,акьаандара
861,fallen::V,caure,акаҳара
862,fallen::V,tombar,акаҳара
863,brennen::V,cremar,абылра
864,rauchen::V,fumejar,ахылҵра
865,regnen::V,ploure,аура
866,gefrieren::V,gelar-se,аҵаара
867,tauen::V,fondre's,аӡҭра
868,schmelzen::V,fondre's,ақəӡыҭра
869,schmelzen::V,fondre's,аҭəара
870,trocknen::V,assecar-se,абара
871,sieden::V,bullir,ашра
872,faulen::V,podrir-se,абаара
873,verfaulen::V,podrir-se,абаара
874,verfaulen::V,podrir-se,аилашра
875,reißen::V,trencar-se,аҧжəара
876,versinken::V,enfonsar-se,аӡааҟəрылара
877,vergehen::V,passar,ацара
878,erscheinen::V,aparèixer,ацəырҵра
879,verschwinden::V,desaparèixer,аҵашəкəара
880,sinken::V,baixar,атəара
881,sinken::V,baixar,алаҟəра
882,sinken::V,descendir,атəара
883,sinken::V,descendir,алаҟəра
884,abnehmen::V,decréixer,ацӡаара
885,abnehmen::V,decréixer,аиҵалара
886,zunehmen::V,augmentar,аҽырҭбаара
887,zunehmen::V,augmentar,аиҵыҵра
888,zunehmen::V,augmentar,арацəахара
889,steigen::V,pujar,азҳара
890,steigen::V,pujar,ашьҭыҵра
891,steigen::V,pujar,адухара
892,steigen::V,pujar,ацлара
893,wachsen::V,créixer,азҳара
894,glänzen::V,brillar,ацыр-цырра
895,glänzen::V,brillar,ацыҩ-цыҩра
896,glänzen::V,brillar,аказказра
897,glänzen::V,resplendir,ацыр-цырра
898,glänzen::V,resplendir,ацыҩ-цыҩра
899,glänzen::V,resplendir,аказказра
900,funkeln::V,espurnejar,ашап-шапра
901,funkeln::V,espurnejar,ацым-цымра
902,lärmen::V,fer soroll,ашьҭыбжьгара
903,lärmen::V,fer soroll,аҕьҕьаҳәа аилалара
904,läuten::V,sonar,аҵəҵəасра
905,klingeln::V,trucar,аҵəҵəасра
906,klirren::V,dringar,ахьархьарра
907,klirren::V,dringar,архьархьарра
908,brausen::V,rugir,аилаҽҽара
909,brausen::V,rugir,еилашуера
910,rauschen::V,murmurar,
911,klingen::V,sonar,агара
912,klingen::V,sonar,ашьҭыбжь гара
913,bellen::V,lladrar,ашра
914,heulen::V,udolar,ауура
915,blasen::V,bufar,аҭəҳəара
916,pfeifen::V,xiular,ашəшəра
917,schreien::V,cridar,аҳəҳəара
918,schreien::V,cridar,ахəаара
919,schreien::V,cridar,аҟаара
920,stöhnen::V,gemegar,ақьра
921,zittern::V,tremolar,аҵыс-ҵысра
922,leben::V,vīure,аҟазаара
923,geboren werden::V,néixer,Аира
924,atmen::V,respirar,аҕсыҕ лагаҩагара
925,trinken::V,beure,ажəра
926,essen::V,menjar,акрыфара
927,schlucken::V,empassar-se,албаадара
928,müde werden::V,cansar-se,ааҕсара
929,einschlafen::V,adormir-se,ацəара
930,schlafen::V,dormir,ацəазаара
931,aufwachen::V,despertar-se,аҿыхара
932,aufstehen::V,llevar-se,Агəылҵра
933,sich erholen::V,descansar,аҧсшьара
934,krank werden::V,posar-se malalt,ачмазаҩхара
935,krank sein::V,estar malalt,аҳəарҧсарра
936,schmerzen::V,doldre,ахьра
937,husten::V,tossir,аимҳәара
938,genesen::V,recuperar-se,абзиахара
939,genesen::V,recuperar-se,аӷəӷəахара
940,sterben::V,morir,аҧсра
941,umkommen::V,perir,аҭахара
942,sich bewegen::V,moure's,аиҭаҵра
943,sich rühren::V,moure's,ақəацара
944,sich erheben::V,aixecar-se,аҩагылара
945,sich setzen::V,asseure's,атəара
946,hinfallen::V,caure's,акаҳара
947,laufen::V,caminar,аныҟəара
948,schreiten::V,procedir,ашьаҿа еихгара
949,spazierengehen::V,passejar,анеи-ааира
950,eilen::V,anar corrent,аццакра
951,sich beeilen::V,afanyar-se,аццакра
952,sausen::V,córrer,аҧырра
953,sausen::V,córrer,иҭрысны
954,sausen::V,córrer,ишьҭҟьаны ацара
955,rennen::V,córrer,аҩра
956,springen::V,saltar,аҧара
957,klettern::V,escalar,ақəлара
958,schaukeln::V,gronxar-se,аҟəараҟəанҽара
959,schaukeln::V,balancejar-se,аҟəараҟəанҽара
960,kriechen::V,reptar,аҳəазара
961,kriechen::V,arrossegar-se,аҳəазара
962,schwimmen::V,nadar,аӡсара
963,tauchen::V,bussejar,ахəӡааҵəира
964,tauchen::V,submergir-se,ахəӡааҵəира
965,rudern::V,remar,аҵшьра
966,fahren::V,anar,акала
967,fliegen::V,volar,аҧырра
968,gehen::V,caminar,аиҭаҵра
969,weggehen::V,anar-se'n,ацара
970,abfahren::V,partir,адəықəлара
971,abfahren::V,partir,ацара
972,anhalten::V,aturar-se,ааныргылара
973,hineingehen::V,entrar,аҭалара
974,eintreten::V,entrar,аҩналара
975,kommen::V,venir,аара
976,kommen::V,venir,ааира
977,ankommen::V,arribar,ааира
978,ankommen::V,arribar,аара
979,ankommen::V,arribar,анеира
980,zurückkommen::V,tornar,азыхынҳəра
981,bleiben::V,quedar-se,аанхара
982,bleiben::V,quedar-se,анхара
983,bleiben::V,quedar-se,аангылара
984,warten::V,esperar,азҧшзаара
985,erwarten::V,esperar,азҧшра
986,suchen::V,buscar,ашьҭазаара
987,finden::V,trobar,аҧшаара
988,versuchen::V,intentar,аҽазкра
989,vorbereiten::V,preparar,армазеира
990,lieben::V,estimar,абзиабара
991,mögen::V,agradar a,агəаҧхара
992,lachen::V,riure,аччара
993,rühren::V,commoure,арҵəуара
994,rühren::V,emocionar,арҵəуара
995,weinen::V,plorar,аҵəуара
996,schimpfen::V,renyar,ацəҳара
997,sich ärgern::V,enfadar-se,агəаара
998,sich fürchten::V,tenir por,аӡыӡара
999,fürchten::V,témer,ацəшəара
1000,fliehen::V,fugir,абналара
1001,fliehen::V,fugir,ацəцара
1002,flüchten::V,refugiar-se,абналара
1003,flüchten::V,refugiar-se,ацəцара
1004,sehen::V,veure,абара
1005,anschauen::V,mirar,ахəаҧшра
1006,ansehen::V,mirar,ахəаҧшра
1007,hören::V,oir,аҳара
1008,zuhören::V,escoltar,азыӡырҩра
1009,probieren::V,provar,аҧышəара
1010,riechen::V,olorar,афыҩра
1011,fühlen::V,sentīr,анырра
1012,fühlen::V,sentīr,ацәакырра
1013,scheinen::V,semblar,шәа
1014,scheinen::V,semblar,аацәырҵа
1015,zu sehen sein::V,poder-se veure,
1016,vernehmen::V,percebre,аҳара
1017,frieren::V,tenir fred,ашəра
1018,frieren::V,tenir fred,аҵаара
1019,tun::V,fer,аҟаҵара
1020,können::V,poder,алшара
1021,wollen::V,voler,аҭахра
1022,anfangen::V,iniciar,алагара
1023,beenden::V,acabar,алгара
1024,aufhören::V,deixar,аҟəыҵра
1025,gelingen::V,sortir bé,аура
1026,gelingen::V,sortir bé,аманшəалахара
1027,gelingen::V,sortir bé,алҵра
1028,geraten::V,sortir,нзаарын
1029,öffnen::V,obrir,аартра
1030,schließen::V,tancar,аркра
1031,stellen::V,posar,аргылара
1032,stellen::V,col·locar,аргылара
1033,setzen::V,assentar,артəара
1034,legen::V,posar,ақəҵара
1035,berühren::V,tocar,акьысра
1036,berühren::V,tocar,алакьысра
1037,verbinden::V,unir,аҿаҳəара
1038,verbinden::V,connectar,аҿаҳəара
1039,bedecken::V,tapar,ақəршəра
1040,bedecken::V,cobrir,ақəршəра
1041,aufhängen::V,penjar,акнаҳара
1042,anzünden::V,encendre,аркра
1043,aufheben::V,aixecar,ашьҭыхра
1044,zurücklassen::V,deixar,аныжьра
1045,verlieren::V,pērdre,ацəыӡра
1046,fallen lassen::V,deixar caure,ацəкаҳара
1047,machen::V,fer,ачаҧара
1048,herstellen::V,producir,аиҵдара
1049,bauen::V,construir,аргылара
1050,reparieren::V,reparar,арҽеира
1051,verbessern::V,millorar,аиҕьтəра
1052,ändern::V,canviar,аҧсахра
1053,graben::V,cavar,ажра
1054,beugen::V,doblegar,арҟəра
1055,beugen::V,doblegar,архəара
1056,biegen::V,corbar,арҟəра
1057,biegen::V,corbar,архəара
1058,biegen::V,arquejar,арҟəра
1059,biegen::V,arquejar,архəара
1060,drehen::V,girar,аргьежьра
1061,wenden::V,girar,
1062,umdrehen::V,voltar,аарҳәра
1063,heben::V,pujar,аҩахара
1064,heben::V,pujar,араҳара
1065,heben::V,aixecar,аҩахара
1066,heben::V,aixecar,араҳара
1067,hochheben::V,aixecar,ахагалара
1068,hochheben::V,aixecar,ашьҭҳəара
1069,ergreifen::V,agafar,
1070,halten::V,mantenir,акра
1071,drücken::V,prémer,ақəрӷəӷəара
1072,drücken::V,estrènyer,ақəрӷəӷəара
1073,schieben::V,empènyer,аҵгəара
1074,schieben::V,empènyer,агəара
1075,kratzen::V,raspar,ацəҟьара
1076,lecken::V,llepar,арбзара
1077,beißen::V,mossegar,ацҳара
1078,abreißen::V,arrencar,амжəара
1079,abschneiden::V,tallar,ахҵəара
1080,abschneiden::V,tallar,аҿахҵəара
1081,binden::V,lligar,аҿаҳəара
1082,stecken::V,ficar,алаҵара
1083,brechen::V,trencar,аҧҵəара
1084,klopfen::V,trucar,асра
1085,hauen::V,picar,ақəкшара
1086,hauen::V,colpejar,ақəкшара
1087,kleben::V,enganxar,аҷабра
1088,reiben::V,fregar,арҟəыҷра
1089,streichen::V,untar,ахьшьра
1090,schleifen::V,afilar,ахра
1091,schleifen::V,esmolar,ахра
1092,schneiden::V,tallar,аҧҟара
1093,rütteln::V,sacsejar,арҵысра
1094,schütteln::V,agitar,аршəшəара
1095,schütteln::V,sacsejar,аршəшəара
1096,schwenken::V,agitar,аҟьара
1097,schütten::V,abocar,аҭаҭəара
1098,füllen::V,omplir,арҭəра
1099,einwickeln::V,embolicar,алаҳəара
1100,tragen::V,dur,аҩагара
1101,tragen::V,portar,аҩагара
1102,schleppen::V,arrossegar,арҳəазара
1103,ziehen::V,tirar,ахара
1104,ziehen::V,estirar,ахара
1105,aufbewahren::V,conservar,аҵəахра
1106,werfen::V,llançar,аршəра
1107,fangen::V,agafar,акра
1108,fangen::V,atrapar,акра
1109,packen::V,engrapar,анкра
1110,packen::V,engrapar,аҵкаара
1111,verstecken::V,amagar,аҵəахра
1112,teilen::V,dividir,ашара
1113,schicken::V,enviar,ашьҭра
1114,bringen::V,portar,аагара
1115,hinzufügen::V,afegir,ацҵара
1116,bekommen::V,obtenir,аҧшаара
1117,bekommen::V,obtenir,архиара
1118,bekommen::V,obtenir,аура
1119,erhalten::V,rebre,аиура
1120,nehmen::V,prendre,агара
1121,wählen::V,triar,алҧшаара
1122,wählen::V,elegir,алҧшаара
1123,auswählen::V,escollir,алхра
1124,auswählen::V,seleccionar,алхра
1125,bewahren::V,conservar,
1126,behindern::V,impedir,аҧырхагахара
1127,behindern::V,obstaculitzar,аҧырхагахара
1128,verderben::V,espatllar,алгара
1129,verderben::V,espatllar,абжьыхра
1130,verderben::V,espatllar,аҧхасҭатəра
1131,beschädigen::V,danyar,аҧхасҭатəра
1132,beschädigen::V,destrossar,аҧхасҭатəра
1133,zerbrechen::V,trencar,аҧҽра
1134,zerreißen::V,estripar,аҧжəара
1135,zerstören::V,destruir,аилаҧыххаара
1136,verbrennen::V,cremar,абылра
1137,geben::V,donar,аҭара
1138,reichen::V,passar,аҭара
1139,schenken::V,regalar,аҩгара
1140,versprechen::V,prometre,ақəргəыӷра
1141,wünschen::V,desitjar,
1142,loben::V,elogiar,арҽхəара
1143,küssen::V,fer un petó a,агəӡра
1144,wiegen::V,bressolar,
1145,zudecken::V,tapar,аҵахҩара
1146,zudecken::V,tapar,ақəршəра
1147,zudecken::V,cobrir,аҵахҩара
1148,zudecken::V,cobrir,ақəршəра
1149,wecken::V,despertar,арҿыхара
1150,zeigen::V,mostrar,арбара
1151,zeigen::V,ensenyar,арбара
1152,führen::V,guiar,аныҟəгара
1153,führen::V,conduir,аныҟəгара
1154,lehren::V,ensenyar,арҵара
1155,unterrichten::V,ensenyar,арҧхьара
1156,aufziehen::V,criar,ааӡара
1157,leiten::V,dirigir,ахагылазаара
1158,antreiben::V,impel·lir,арццакра
1159,lassen::V,fer,арҟаҵара
1160,einladen::V,invitar,ааҕхьара
1161,einladen::V,invitar,анаҧхьара
1162,einladen::V,convidar,ааҕхьара
1163,einladen::V,convidar,анаҧхьара
1164,vereinigen::V,unir,аилаҵара
1165,besuchen::V,visitar,абара
1166,besuchen::V,anar a veure,абара
1167,treffen::V,trobar,аҧылара
1168,sich versammeln::V,reunir-se,аизара
1169,spielen::V,jugar,ахəмарра
1170,singen::V,cantār,ашəаҳəара
1171,tanzen::V,ballar,акəашара
1172,sich trennen::V,separar-se,аилыҵра
1173,verlassen::V,deixar,акажьра
1174,verlassen::V,abandonar,акажьра
1175,retten::V,salvar,Аиқəрхара
1176,bewachen::V,vigilar,ахьчара
1177,schützen::V,protegir,ацəыхьчара
1178,verteidigen::V,defensar,ахьчара
1179,sich schlagen::V,barallar-se,аисра
1180,schießen::V,tirar,ахысра
1181,schießen::V,disparar,ахысра
1182,siegen::V,vèncer,аиааира
1183,ärgern::V,enfadar,аргəаара
1184,schlagen::V,pegar,асра
1185,schlagen::V,pegar,аҭасра
1186,schlagen::V,colpejar,асра
1187,schlagen::V,colpejar,аҭасра
1188,treten::V,donar un cop de peu a,
1189,stechen::V,punxar,алакшара
1190,stechen::V,apunyalar,алакшара
1191,stoßen::V,empènyer,агəҭасра
1192,stehlen::V,robar,аӡара
1193,stören::V,molestar,аҧырхагахара
1194,belästigen::V,importunar,аргəамҵра
1195,verbergen::V,amagar,аӡара
1196,verbergen::V,ocultar,аӡара
1197,täuschen::V,enganyar,ажьара
1198,betrügen::V,estafar,ажьара
1199,töten::V,matar,ашьра
1200,wohnen::V,vīure,анхара
1201,wohnen::V,habitar,анхара
1202,arbeiten::V,treballar,аусура
1203,sammeln::V,col·leccionar,аҟəшəара
1204,pflücken::V,collir,аҿыршəара
1205,pflücken::V,collir,аҿыхра
1206,jagen::V,caçar,ашəарыцара
1207,fischen::V,pescar,аҧсыӡ икуеит
1208,fassen::V,atrapar,акра
1209,hüten::V,pasturar,арҳəра
1210,hüten::V,pasturar,ахьчара
1211,treiben::V,arriar,акацара
1212,anbinden::V,lligar,адҳəалара
1213,füttern::V,donar menjar a,акырҿаҵара
1214,melken::V,munyir,ахьара
1215,hacken::V,picar,аҟəаҟəара
1216,hacken::V,tallar,аҟəаҟəара
1217,gießen::V,regar,аҵаҭəара
1218,reifen::V,madurar,ашəра
1219,reifen::V,madurar,аҟалара
1220,zubereiten::V,preparar,ацура
1221,kochen::V,coure,ажəра
1222,backen::V,coure al forn,аӡра
1223,braten::V,rostir,аӡра
1224,umrühren::V,remenar,аилрыхра
1225,stricken::V,tricotar,аҧара
1226,stricken::V,fer punt de mitja,аҧара
1227,nähen::V,cosir,аӡахра
1228,färben::V,tenyir,ашəра
1229,reinigen::V,netejar,арыцқьара
1230,waschen::V,rentār,аӡәӡәара
1231,abwischen::V,eixugar,арбара
1232,spülen::V,esbandir,аҭыршара
1233,fegen::V,escombrar,аҧссара
1234,kehren::V,escombrar,
1235,baden::V,banyar-se,аҽыкəабара
1236,sich waschen::V,rentār-se,аҽыӡəӡəара
1237,ausziehen::V,treure's,ашəыхра
1238,anziehen::V,posar-se,ашəҵара
1239,sich anziehen::V,vestir-se,аҽеилаҳəара
1240,kämmen::V,pentinar,аҳəара
1241,schmücken::V,adornar,арҧшӡара
1242,sagen::V,dir,аҳəара
1243,sprechen::V,parlar,ацəажəара
1244,reden::V,parlar,ацəажəара
1245,reden::V,parlar,аицәажәара
1246,sich unterhalten::V,conversar,аицәажәара
1247,fragen::V,preguntar,азҵаара
1248,bitten::V,demanar,аҳəара
1249,erzählen::V,contar,аҳəара
1250,erzählen::V,explicar,аҳəара
1251,mitteilen::V,comunicar,азыцҳара
1252,nennen::V,nomenar,ахьӡҵара
1253,rufen::V,cridar,азҿыҭра
1254,prahlen::V,lloar-se,аҽхəара
1255,prahlen::V,jactar-se,аҽхəара
1256,übersetzen::V,traduir,аиҭагара
1257,denken::V,pensar,азхəыцра
1258,glauben::V,creure,ахаҵара
1259,bemerken::V,notar,агəаҭара
1260,erkennen::V,reconèixer,адырра
1261,begreifen::V,comprendre,аилкаара
1262,verstehen::V,entendre,аҳара
1263,lernen::V,aprendre,аҵара
1264,wissen::V,saber,адырра
1265,sich erinnern an::V,recordar,агəаларшəара
1266,vergessen::V,oblidar,ахашҭра
1267,messen::V,mesurar,ашəара
1268,zählen::V,comptar,аҧхьаӡара
1269,rechnen::V,calcular,аҳасабра
1270,lesen::V,llegir,аҧхьара
1271,malen::V,pintar,
1272,zeichnen::V,dibuixar,
1273,schreiben::V,escrīure,
1274,besitzen::V,posseir,амазаара
1275,kaufen::V,comprar,Аахəара
1276,verkaufen::V,vendre,аҭира
1277,bezahlen::V,pagar,ахҭынҵара
1278,bezahlen::V,pagar,ашəара
1279,zahlen::V,pagar per,ашəара
1280,beherrschen::V,dominar,
1281,ertragen::V,aguantar,ачҳара
