,Concept_ID,sah,fr
231,Junge::N,уол,garçon
232,Mädchen::N,кыыс оҕо,fille
233,Mädchen::N,кыыс оҕо,jeune fille
234,Familie::N,кэргэн,famille
235,Großvater::N,эһэ,grand-père
236,Großmutter::N,эбэ,grand-mère
237,Eltern::N,аҕа-ийэ,parents
238,Vater::N,аҕа,père
239,Mutter::N,ийэ,mère
240,Sohn::N,уол,fils
241,Tochter::N,кыыс,fille
242,Bruder::N,убай,frère
243,Bruder::N,быраат,frère
244,Schwester::N,аҕас,sœur
245,Schwester::N,балыс,sœur
246,Onkel::N,таай,oncle
247,Onkel::N,абаҕа,oncle
248,Tante::N,эдьиий,tante
249,Ehemann::N,эр,mari
250,Ehemann::N,эр,époux
251,Ehefrau::N,ойох,femme
252,Ehefrau::N,ойох,épouse
253,Freude::N,үөрүү,joie
254,Freude::N,үөрүү,plaisir
255,Gelächter::N,күлүү,rires
256,Glück::N,дьол,bonheur
257,Glück::N,соргу,bonheur
258,Kummer::N,кутурҕан,peine
259,Kummer::N,кутурҕан,chagrin
260,Wunsch::N,баҕарыы,désir
261,Lust::N,баҕа,envie
262,Geist::N,тыын,esprit
263,Gedanke::N,санаа,idée
264,Gedanke::N,санаа,pensée
265,Gedächtnis::N,өй,mémoire
266,Verstand::N,өй,raison
267,Sinn::N,суолта,sens
268,Grund::N,төрүөт,cause
269,Grund::N,төрүөт,raison
270,Wahrheit::N,кырдьык,vérité
271,Gespräch::N,бэсиэдэ,conversation
272,Gespräch::N,кэпсэтии,conversation
273,Märchen::N,остуоруйа,conte
274,Märchen::N,остуоруйа,conte de fées
275,Erzählung::N,кэпсээн,conte
276,Erzählung::N,кэпсээн,narration
277,Nachricht::N,биллэриллии,message
278,Neuigkeit::N,сонун,nouvelle
279,Name::N,аат,nom
280,Rätsel::N,таабырын,énigme
281,Rätsel::N,таабырын,devinette
282,Rede::N,этии,parole
283,Rede::N,этии,discours
284,Sprache::N,тыл,langue
285,Sprache::N,тыл,langage
286,Stimme::N,куолас,voix
287,Wort::N,тыл,mot
288,Zeichen::N,бэлиэ,signe
289,Ruf::N,ыҥырыы,cri
290,Ruf::N,ыҥырыы,appel
291,Lärm::N,айдаан,bruit
292,Laut::N,тыас,son
293,Ton::N,дорҕоон,ton
294,Lied::N,ырыа,chant
295,Lied::N,ырыа,chanson
296,Ruhe::N,уу чуумпу,calme
297,Ruhe::N,уу чуумпу,tranquillité
298,Leute::N,дьон,gens
299,Volk::N,дьон,peuple
300,Volk::N,норуот,peuple
301,Arbeit::N,үлэ,travail
302,Gast::N,ыалдьыт,hôte
303,Gast::N,ыалдьыт,invité
304,Geschenk::N,бэлэх,cadeau
305,Geschenk::N,бэлэх,présent
306,Spiel::N,оонньуу,jeu
307,Gesellschaft::N,общество,compagnie
308,Hilfe::N,көмө,aide
309,Hilfe::N,көмө,secours
310,Freund::N,доҕор,ami
311,Kamerad::N,атас,copain
312,Kamerad::N,атас,camarade
313,Angelegenheit::N,дьыала,affaire
314,Anzahl::N,ахсаан,nombre
315,Art::N,биис,sorte
316,Art::N,биис,espèce
317,Stück::N,кырбас,morceau
318,Teil::N,ирээт,part
319,Teil::N,ирээт,partie
320,Hälfte::N,аҥар,moitié
321,Kreis::N,төгүрүк,cercle
322,Kreis::N,төгүрүмтэ,cercle
323,Kreuz::N,кириэс,croix
324,Linie::N,сурааһын,ligne
325,Strich::N,сурааһын,trait
326,Abstand::N,арыт,écart
327,Entfernung::N,ыраах,distance
328,Gegend::N,сир,région
329,Gegend::N,сир,contrée
330,Platz::N,арыт,place
331,Ort::N,сир,lieu
332,Ort::N,сир,endroit
333,Seite::N,өрүт,côté
334,Seite::N,сирэй,côté
335,Mitte::N,орто,milieu
336,Gegenstand::N,предмет,objet
337,Sache::N,мал,chose
338,Rand::N,кытыы,bord
339,Rand::N,ойоҕос,bord
340,Kante::N,кырыы,arête
341,Ecke::N,муннук,coin
342,Ecke::N,муннук,tournant
343,Spitze::N,чыпчаал,cime
344,Spitze::N,чыпчаал,pointe
345,Ende::N,төбө,bout
346,Loch::N,тэһэҕэс,trou
347,Loch::N,дьөлөҕөс,trou
348,Winkel::N,муннук,coin
349,Winkel::N,муннук,réduit
350,Muster::N,оһуор,dessin
351,Größe::N,кээмэй,grandeur
352,Länge::N,уста,longueur
353,Höhe::N,үрдүк,hauteur
354,Höhe::N,үрдүк,altitude
355,Gewicht::N,ыйааһын,poids
356,Menge::N,ахсаан,quantité
357,Haufen::N,чөмчөх,tas
358,Reihe::N,кэккэ,file
359,Reihe::N,кэккэ,rangée
360,Boot::N,оҥочо,canot
361,Boot::N,оҥочо,bateau
362,Ruder::N,эрдии,rame
363,Ruder::N,эрдии,aviron
364,Schlitten::N,сыарҕа,traîneau
365,Ski::N,хайыһар,ski
366,Lagerfeuer::N,кутаа,feu de camp
367,Last::N,ыарахан,charge
368,Last::N,ыарахан,fardeau
369,Gang::N,хаамыы,tour
370,Gang::N,хаамыы,marche
371,Schritt::N,хардыы,pas
372,Norden::N,хоту,nord
373,Süden::N,соҕуруу,sud
374,Westen::N,арҕаа,ouest
375,Westen::N,арҕаа,occident
376,Osten::N,илин,est
377,Osten::N,илин,orient
378,Holz::N,мас,bois
379,Brett::N,дуоска,planche
380,Brett::N,хаптаһын,planche
381,Platte::N,билиитэ,plaque
382,Stütze::N,тулааһын,appui
383,Stütze::N,тулааһын,soutien
384,Stange::N,ураҕас,barre
385,Stange::N,ураҕас,perche
386,Stock::N,мас,canne
387,Stock::N,баалкы,canne
388,Stab::N,ураҕас,bâton
389,Rohr::N,турба,tube
390,Rohr::N,турба,tuyau
391,Haus::N,дьиэ,maison
392,Heim::N,дьиэ,maison
393,Ofen::N,оһох,poêle
394,Fußboden::N,муоста,plancher
395,Tisch::N,остуол,table
396,Stuhl::N,устуул,chaise
397,Wiege::N,биһик,berceau
398,Bett::N,кырабаат,lit
399,Regal::N,долбуур,étagère
400,Kiste::N,дьааһык,caisse
401,Fenster::N,түннүк,fenêtre
402,Tür::N,аан,porte
403,Tor::N,аан,porte
404,Tor::N,аан,portail
405,Zaun::N,соппулуот,clôture
406,Dach::N,кырыыса,toit
407,Leiter::N,кирилиэс,échelle
408,Besen::N,миинньик,balai
409,Spaten::N,күрдьэх,bêche
410,Schaufel::N,күрдьэх,pelle
411,Gabel::N,биилкэ,fourchette
412,Löffel::N,луоска,cuiller
413,Messer::N,быһах,couteau
414,Nagel::N,тоһоҕо,clou
415,Netz::N,илим,filet
416,Haken::N,көхө,croc
417,Haken::N,көхө,crochet
418,Griff::N,ук,prise
419,Griff::N,ук,manche
420,Griff::N,тутаах,prise
421,Griff::N,тутаах,manche
422,Schloss::N,күлүүс,serrure
423,Bild::N,хартыына,image
424,Bild::N,хартыына,tableau
425,Figur::N,фигура,figure
426,Puppe::N,куукула,poupée
427,Beutel::N,мөһөөччук,sac
428,Beutel::N,мөһөөччук,petit sac
429,Bündel::N,баайыы,paquet
430,Bündel::N,баайыы,faisceau
431,Tasche::N,суумка,sac
432,Eimer::N,биэдэрэ,seau
433,Deckel::N,хаппах,couvercle
434,Geschirr::N,иһит,vaisselle
435,Sack::N,куул,sac
436,Tasse::N,сэлиэнэй,tasse
437,Topf::N,көстүрүүҥкэ,pot
438,Topf::N,көстүрүүҥкэ,marmite
439,Kessel::N,хочуол,chaudron
440,Essen::N,аһылык,repas
441,Essen::N,аһылык,manger
442,Nahrung::N,ас,nourriture
443,Speise::N,аһылык,plat
444,Fleisch::N,эт,viande
445,Getreide::N,злактар,blé
446,Getreide::N,злактар,céréales
447,Brei::N,хааһы,purée
448,Brei::N,хааһы,bouillie
449,Brot::N,килиэп,pain
450,Scheibe::N,куһуок,tranche
451,Fett::N,сыа,graisse
452,Butter::N,арыы,beurre
453,Öl::N,арыы,huile
454,Salz::N,туус,sel
455,Suppe::N,мин,soupe
456,Suppe::N,мин,potage
457,Honig::N,мүөт,miel
458,Milch::N,үүт,lait
459,Tee::N,чэй,thé
460,Leder::N,тирии,cuir
461,Wolle::N,түү,laine
462,Stoff::N,таҥас,tissu
463,Stoff::N,таҥас,étoffe
464,Nadel::N,иннэ,aiguille
465,Faden::N,сап,fil
466,Knopf::N,тимэх,bouton
467,Knoten::N,түмүк,nœud
468,Farbe::N,кырааска,peinture
469,Kleidung::N,таҥас,vêtements
470,Kleidung::N,таҥас,habillement
471,Hemd::N,ырбаахы,chemise
472,Kragen::N,саҕа,col
473,Ärmel::N,сиэх,manche
474,Hose::N,ыстаан,pantalon
475,Hose::N,бүрүүкэ,pantalon
476,Gürtel::N,кур,ceinture
477,Mütze::N,бэргэһэ,bonnet
478,Mütze::N,бэргэһэ,casquette
479,Schuh::N,бачыыҥка,soulier
480,Schuh::N,бачыыҥка,chaussure
481,Stiefel::N,саппыкы,botte
482,Ring::N,биһилэх,bague
483,Band::N,лиэнтэ,ruban
484,Kamm::N,тараах,peigne
485,Spiegel::N,сиэркилэ,glace
486,Spiegel::N,сиэркилэ,miroir
487,Riemen::N,кур,lanière
488,Riemen::N,кур,courroie
489,Schnur::N,быа,corde
490,Schnur::N,быа,ficelle
491,Leine::N,тэһиин,laisse
492,Decke::N,суорҕан,couverture
493,Kissen::N,сыттык,oreiller
494,Tuch::N,былаат,drap
495,Tuch::N,былаат,fichu
496,Handtuch::N,соттор,serviette
497,Handtuch::N,соттор,essuie-mains
498,Kraft::N,сыра,force
499,Stärke::N,күүс,vigueur
500,Gesundheit::N,доруобуйа,santé
501,Krankheit::N,ыарыы,maladie
502,Schmerz::N,ыарыы,douleur
503,Wunde::N,баас,plaie
504,Wunde::N,баас,blessure
505,Fieber::N,түрүлгэн,fièvre
506,Fieber::N,лихорадка,fièvre
507,Fieber::N,температура,fièvre
508,Arznei::N,эмп,remède
509,Arznei::N,эмп,médecine
510,Brücke::N,күргэ,pont
511,Brunnen::N,холуодьас,puits
512,Weide::N,мэччирэҥ,pâturage
513,Pfad::N,ыллык,sentier
514,Weg::N,суол,voie
515,Weg::N,суол,chemin
516,Straße::N,суол,route
517,Dorf::N,дэриэбинэ,village
518,Stadt::N,куорат,cité
519,Stadt::N,куорат,ville
520,Brief::N,сурук,lettre
521,Buch::N,кинигэ,livre
522,Buchstabe::N,буква,lettre
523,Buchstabe::N,буква,caractère
524,Zeitung::N,хаһыат,journal
525,Leben::N,тыын,vie
526,Tod::N,өлүү,mort
527,Grab::N,иин,tombe
528,Kirche::N,таҥара дьиэтэ,église
529,Sünde::N,айыы,péché
530,Gott::N,тангара,dieu
531,Arbeiter::N,үлэһит,ouvrier
532,Arbeiter::N,үлэһит,travailleur
533,Chef::N,баһылык,chef
534,Chef::N,баһылык,patron
535,Chef::N,начальник,chef
536,Chef::N,начальник,patron
537,Meister::N,уус,maître
538,Meister::N,маастар,maître
539,Arzt::N,врач,médecin
540,Lehrer::N,учуутал,professeur
541,Lehrer::N,учуутал,instituteur
542,Geld::N,харчы,argent
543,Geschäft::N,идэ,affaire
544,Geschäft::N,идэ,commerce
545,Laden::N,маҕаһыын,magasin
546,Laden::N,маҕаһыын,boutique
547,Preis::N,сыана,prix
548,Ware::N,табаар,marchandise
549,Nutzen::N,туһа,profit
550,Reichtum::N,баай,richesse
551,Welt::N,аан дойду,monde
552,Land::N,дойду,pays
553,Staat::N,государство,État
554,König::N,король,roi
555,Macht::N,былаас,pouvoir
556,Macht::N,былаас,puissance
557,Grenze::N,кыраныысса,frontière
558,Krieg::N,сэрии,guerre
559,Feind::N,өстөөх,ennemi
560,Gewalt::N,күүһүлээһин,violence
561,Kampf::N,охсуһуу,lutte
562,Kampf::N,охсуһуу,combat
563,Bogen[Waffe]::N,ох,arc
564,Pfeil::N,ох,flèche
565,Gewehr::N,саа,fusil
566,Fehler::N,сыыһа,faute
567,Fehler::N,сыыһа,erreur
568,Lüge::N,сымыйа,mensonge
569,Schaden::N,хоромньу,dégât
570,Schaden::N,хоромньу,dommage
571,Unglück::N,алдьархай,malheur
572,Schuld::N,буруй,faute
573,Schuld::N,буруй,culpabilité
574,Alter::N,саас,âge
575,Schluss::N,тиһэх,fin
576,Zeit::N,бириэмэ,temps
577,Tag::N,күн,jour
578,Tag::N,күн,journée
579,Morgen::N,сарсыарда,matin
580,Morgen::N,сарсыарда,matinée
581,Mittag::N,күн ортото,midi
582,Abend::N,киэһэ,soir
583,Abend::N,киэһэ,soirée
584,Nacht::N,түүн,nuit
585,Woche::N,нэдиэлэ,semaine
586,Monat::N,ый,mois
587,Jahr::N,сыл,an
588,Jahr::N,сыл,année
589,Jahr::N,дьыл,an
590,Jahr::N,дьыл,année
591,Frühling::N,саас,printemps
592,Sommer::N,сайын,été
593,Herbst::N,күһүн,automne
594,Winter::N,кыһын,hiver
595,Januar::N,тохсунньу,janvier
596,Februar::N,олунньу,février
597,März::N,кулун тутар,mars
598,April::N,муус устар ый,avril
599,Mai::N,ыам ыйа,mai
600,Juni::N,бэс ыйа,juin
601,Juli::N,от ыйа,juillet
602,August::N,атырдьах ыйа,août
603,September::N,балаҕан ыйа,septembre
604,Oktober::N,алтынньы,octobre
605,November::N,сэтинньи,novembre
606,Dezember::N,ахсынньы,décembre
607,Montag::N,бэнидиэнньик,lundi
608,Dienstag::N,оптуорунньук,mardi
609,Mittwoch::N,сэрэдэ,mercredi
610,Donnerstag::N,чэппиэр,jeudi
611,Freitag::N,бээтинсэ,vendredi
612,Samstag::N,субуота,samedi
613,Sonntag::N,баскыһыанньа,dimanche
614,groß::A,бөдөҥ,grand
615,groß::A,улахан,grand
616,klein::A,кыр,petit
617,lang::A,уһун,long
618,kurz::A,кылгас,court
619,breit::A,кэтит,large
620,schmal::A,кыараҕас,étroit
621,dicht::A,хойуу,dense
622,dick[Gegenstand]::A,суон,épais
623,dick[Gegenstand]::A,хойуу,épais
624,dünn::A,чараас,mince
625,fein::A,бытархай,fin
626,fein::A,бытархай,menu
627,fein::A,синньигес,fin
628,fein::A,синньигес,menu
629,fest::A,бөҕө,ferme
630,fest::A,бөҕө,solide
631,fest::A,кытаанах,ferme
632,fest::A,кытаанах,solide
633,flach::A,хаптаҕай,plat
634,glatt::A,кылааккай,poli
635,glatt::A,кылааккай,lisse
636,hart::A,хатан,dur
637,hart::A,кытаанах,dur
638,weich::A,сымнаҕас,mou
639,rund::A,төгүрүк,rond
640,spitz::A,сытыы,aigu
641,spitz::A,сытыы,pointu
642,spitz::A,уһуктаах,aigu
643,spitz::A,уһуктаах,pointu
644,scharf::A,сытыы,tranchant
645,stumpf::A,сыппах,mousse
646,stumpf::A,сыппах,émoussé
647,schwer::A,ыарахан,lourd
648,schwer::A,ыарахан,pesant
649,schön::A,кыраһыабай,beau
650,heiß::A,итии,chaud
651,heiß::A,итии,très chaud
652,warm::A,ичигэс,chaud
653,kalt::A,тымныы,froid
654,kühl::A,сөрүүн,frais
655,frisch::A,ыраас,frais
656,frisch::A,сөрүүн,frais
657,frisch::A,тымныы,frais
658,feucht::A,сииктээх,humide
659,nass::A,инчэҕэй,mouillé
660,trocken::A,кураан,sec
661,voll::A,толору,plein
662,voll::A,толору,rempli
663,leer::A,иччитэх,vide
664,offen::A,аһаҕас,ouvert
665,geschlossen::A,бүтэй,clos
666,geschlossen::A,бүтэй,fermé
667,sauber::A,сэбэр,net
668,sauber::A,сэбэр,propre
669,schmutzig::A,кирдээх,sale
670,schmutzig::A,кирдээх,crasseux
671,roh::A,сиикэй,cru
672,roh::A,сиикэй,brut
673,reif::A,буспут,mûr
674,reif::A,сиппит-хоппут,mûr
675,lecker::A,минньигэс,délicieux
676,lecker::A,минньигэс,appétissant
677,süß::A,минньигэс,doux
678,bitter::A,аһыы,amer
679,sauer::A,аһыы,aigre
680,hell::A,сырдык,clair
681,dunkel::A,хараҥа,sombre
682,schwarz::A,хара,noir
683,weiß::A,үрүҥ,blanc
684,weiß::A,маҥан,blanc
685,rot::A,кыһыл,rouge
686,gelb::A,саһархай,jaune
687,blau::A,күөх,bleu
688,grün::A,күөх,vert
689,grün::A,от күөҕэ,vert
690,grau::A,сиэрэй,gris
691,bunt::A,эриэн,multicolore
692,billig::A,чэпчэки,bon marché
693,teuer::A,сыаналаах,cher
694,wertvoll::A,сыаналаах,précieux
695,blind::A,хараҕа суох,aveugle
696,taub::A,дьүлэй,sourd
697,kräftig::A,модун,fort
698,kräftig::A,модун,vigoureux
699,stark::A,күүстээх,fort
700,stark::A,күүстээх,puissant
701,schwach::A,мөлтөх,faible
702,fett::A,эмис,gras
703,schlank::A,дьылҕан,svelte
704,schlank::A,дьыпсаҕай,svelte
705,hübsch::A,олус кэрэ,joli
706,hübsch::A,көрүөхтэн үчүгэй,joli
707,böse::A,өһүөннээх,mauvais
708,dumm::A,акаары,sot
709,dumm::A,акаары,bête
710,faul::A,нэс,fainéant
711,faul::A,нэс,paresseux
712,fleißig::A,кыһамньылаах,appliqué
713,geizig::A,иҥсэлээх,avare
714,klug::A,өйдөөх,intelligent
715,geschickt::A,наһаа дьоҕурдаах,habile
716,lieb::A,тапталлаах,cher
717,lieb::A,тапталлаах,gentil
718,lustig::A,көрдөөх,gai
719,lustig::A,көрдөөх,joyeux
720,sanft::A,намчы,doux
721,sanft::A,сымнаҕас,doux
722,hungrig::A,аччык,affamé
723,krank::A,ыалдьар,malade
724,nackt::A,сыгынньах,nu
725,traurig::A,санаарҕабыллаах,triste
726,lebendig::A,тыыннаах,vivant
727,gut::A,үтүө,bon
728,gut::A,үчүгэй,bon
729,schlecht::A,куһаҕан,mauvais
730,richtig::A,сөп,juste
731,richtig::A,сөп,correct
732,schlimm::A,сидьиҥ,grave
733,schlimm::A,сидьиҥ,mauvais
734,schlimm::A,быдьар,grave
735,schlimm::A,быдьар,mauvais
736,wahr::A,кырдьык,vrai
737,wahr::A,кырдьык,véritable
738,alt::A,былыргы,vieux
739,neu::A,саҥа,neuf
740,neu::A,саҥа,nouveau
741,ehemalig::A,урукку,ancien
742,alt[Lebewesen]::A,кырдьаҕас,âgé
743,alt[Lebewesen]::A,кырдьаҕас,vieux
744,jung::A,эдэр,jeune
745,arm::A,дьадаҥы,pauvre
746,reich::A,баай,riche
747,bekannt::A,билэр,connu
748,berühmt::A,аатырбыт,fameux
749,berühmt::A,аатырбыт,célèbre
750,fremd::A,атын,étranger
751,verschieden::A,араас,différent
752,nah::A,чугас,lié
753,nah::A,чугас,proche
754,fern::A,ыраах,éloigné
755,fern::A,ыраах,lointain
756,linker::A,хаҥас,gauche
757,rechter::A,уҥа,droit
758,anderer::A,атын,autre
759,erster::A,маҥнайгы,premier
760,zweiter::A,иккис,second
761,zweiter::A,иккис,deuxième
762,dritter::A,үһүс,troisième
763,letzter::A,тиһэх,dernier
764,allein::ADV,соҕотох,seul
765,auf einmal::ADV,биирдэ,à la fois
766,zusammen::ADV,холбуу,ensemble
767,lange::ADV,уһуннук,longtemps
768,plötzlich::ADV,эмискэ,tout à coup
769,sofort::ADV,тута,immédiatement
770,später::ADV,хойут,plus tard
771,jetzt::ADV,билигин,maintenant
772,heute::ADV,бүгүн,aujourd'hui
773,morgen::ADV,сарсын,demain
774,bald::ADV,өтөр,bientôt
775,dann::ADV,кэнна,puis
776,dann::ADV,кэнна,ensuite
777,gestern::ADV,бэҕэһээ,hier
778,einst::ADV,биир төгүл,jadis
779,einst::ADV,биир төгүл,autrefois
780,einst::ADV,арай биирдэ,jadis
781,einst::ADV,арай биирдэ,autrefois
782,damals::ADV,оччоҕо,alors
783,damals::ADV,оччоҕо,à l'époque
784,danach::ADV,аары,après
785,danach::ADV,аары,ensuite
786,danach::ADV,ол кэнниттэн,après
787,danach::ADV,ол кэнниттэн,ensuite
788,vorher::ADV,урут,auparavant
789,zuerst::ADV,маҥнай,d'abord
