,Concept_ID,it,os
175,Elch::N,alce,цæгатаг саг
176,Fuchs::N,volpe,рувас
177,Hase::N,lepre,тæрхъус
178,Maus::N,topo,мыст
179,Maus::N,sorcio,мыст
180,Wolf::N,lupo,бирӕгъ
181,Vogel::N,uccello,цъиу
182,Vogel::N,uccello,маргъ
183,Schwarm::N,stormo,бал
184,Huhn::N,gallina,карк
185,Hahn::N,gallo,уасӕг
186,Gans::N,oca,хъаз
187,Adler::N,àquila,цӕргӕс
188,Ente::N,ànatra,ацц
189,Eule::N,gufo, уыг
190,Eule::N,gufo,сидахъ
191,Eule::N,civetta, уыг
192,Eule::N,civetta,сидахъ
193,Kranich::N,gru,зырнæг
194,Kranich::N,gru,хърихъупп
195,Krähe::N,cornacchia,халон
196,Kuckuck::N,cuccù,гаккук
197,Kuckuck::N,cùculo,гаккук
198,Schwan::N,cigno,доныхъаз
199,Fisch::N,pesce,кӕсаг
200,Barsch::N,pèrsico,окунь
201,Hecht::N,luccio,хихор кӕсаг
202,Schlange[Tier]::N,serpente,калм
203,Wurm::N,baco,зулкъ
204,Wurm::N,baco,къуыдыргалм
205,Wurm::N,verme,зулкъ
206,Wurm::N,verme,къуыдыргалм
207,Spinne::N,ragno,хӕлуарӕг
208,Ameise::N,formica,мæлдзыг
209,Laus::N,pidocchio,сыст
210,Mücke::N,zanzara,къогъо
211,Fliege::N,mosca,бындз
212,Schmetterling::N,farfalla,гæлæбу
213,Beere::N,bacca,гагадыргъ
214,Apfel::N,mela,фӕткъуы
215,Pilz::N,fungo,зокъо
216,Pilz::N,fungo,къозо
217,Zwiebel::N,cipolla,хъӕдындз
218,Saat::N,semente,тауинаг
219,Saat::N,semente,мыггаг
220,Korn::N,grano,мыггаг
221,Korn::N,grano,тауинаг
222,Heu::N,fieno,хос
223,Schale::N,buccia,цъар
224,Grube::N,cava,урм
225,Grube::N,cava,къахт
226,Grube::N,cava,дзыхъхъ
227,Grube::N,fossa,урм
228,Grube::N,fossa,къахт
229,Grube::N,fossa,дзыхъхъ
230,Falle::N,tràppola,цъысым
231,Falle::N,tràppola,къӕппӕг
232,Schlinge::N,laccio,цасм
233,Spur::N,traccia,фæд
234,Asche::N,cenere,фӕнык
235,Asche::N,cenere,ӕртхутӕг
236,Dreck::N,fango,цъыф
237,Eisen::N,ferro,ӕфсӕйнаг
238,Gold::N,oro,сыгъзӕрин
239,Silber::N,argento,ӕвзист
240,Kohle::N,carbone,ӕвзалы
241,Glas::N,vetro,авг
242,Lehm::N,argilla,ӕлыг
243,Sand::N,arena,змис
244,Sand::N,sabbia,змис
245,Mensch::N,uomo,лӕг
246,Mensch::N,uomo,адӕймаг
247,Mensch::N,uomo,удгоймаг
248,Mensch::N,èssere umano,лӕг
249,Mensch::N,èssere umano,адӕймаг
250,Mensch::N,èssere umano,удгоймаг
251,Mann::N,uomo,лӕг
252,Mann::N,uomo,нӕлгоймаг
253,Frau::N,donna,сылгоймаг
254,Kind::N,bambino,сывӕллон
255,Junge::N,ragazzo,лӕппу
256,Mädchen::N,ragazza,чызг
257,Familie::N,famiglia,бинонтæ
258,Großvater::N,nonno,фыдыфыд
259,Großvater::N,nonno,мадыфыд
260,Großmutter::N,nonna,фыды мад
261,Großmutter::N,nonna,мады мад
262,Eltern::N,genitori,ныййарджытæ
263,Vater::N,padre,фыд
264,Mutter::N,madre,мад
265,Sohn::N,figlio,фырт
266,Tochter::N,figlia,чызг
267,Bruder::N,fratello,ӕфсымӕр
268,Schwester::N,sorella,хо
269,Onkel::N,zio,фыдыфсымӕр
270,Tante::N,zia,мадыхо
271,Ehemann::N,marito,мой
272,Ehefrau::N,moglie,ус
273,Freude::N,gioia,цин
274,Freude::N,gioia,циндзинад
275,Freude::N,piacere,цин
276,Freude::N,piacere,циндзинад
277,Gelächter::N,risata,худын
278,Gelächter::N,risata,худт
279,Gelächter::N,risata,худæг
280,Glück::N,felicità,амонд
281,Kummer::N,afflizione,хъыг
282,Wunsch::N,desiderio,бӕллиц
283,Lust::N,voglia,монц
284,Geist::N,mente,уд
285,Geist::N,spìrito,уд
286,Gedanke::N,idea,хъуыды
287,Gedanke::N,pensiero,хъуыды
288,Gedächtnis::N,memoria,мысæн
289,Gedächtnis::N,memoria,мысын
290,Gedächtnis::N,memoria,зæрдылдарын
291,Verstand::N,intelletto,зонд
292,Sinn::N,senso,нысаниуæг
293,Sinn::N,significato,нысаниуæг
294,Grund::N,causa,ӕфсон
295,Grund::N,motivo,ӕфсон
296,Grund::N,ragione,ӕфсон
297,Wahrheit::N,verità,æцæг
298,Gespräch::N,discorso,ныхас
299,Gespräch::N,conversazione,ныхас
300,Märchen::N,fiaba,аргъау
301,Märchen::N,fàvola,аргъау
302,Erzählung::N,racconto,радзырд
303,Erzählung::N,narrazione,радзырд
304,Nachricht::N,messaggio,уац
305,Neuigkeit::N,notizia,хабар
306,Name::N,nome,ном
307,Rätsel::N,indovinello,уыци-уыци
308,Rätsel::N,indovinello,базон-базон
309,Rede::N,discorso,раныхас
310,Sprache::N,lingua,ӕвзаг
311,Sprache::N,linguaggio,ӕвзаг
312,Stimme::N,voce,хъӕлӕс
313,Wort::N,parola,дзырд
314,Zeichen::N,segno,нысан
315,Zeichen::N,segnale,нысан
316,Ruf::N,chiamata,сидт
317,Lärm::N,chiasso,уынæр
318,Lärm::N,strèpito,уынæр
319,Laut::N,suono,зӕл
320,Laut::N,suono,мыр
321,Ton::N,tono,мыр
322,Lied::N,canto,зарӕг
323,Lied::N,canzone,зарӕг
324,Ruhe::N,calma,æнцой
325,Ruhe::N,tranquillità,æнцой
326,Leute::N,gente,адӕм
327,Volk::N,pòpolo,адӕм
328,Arbeit::N,lavoro,фӕллой
329,Gast::N,òspite,уазӕг
330,Gast::N,invitato,уазӕг
331,Geschenk::N,regalo,хуын
332,Spiel::N,gioco,хъазт
333,Gesellschaft::N,compagnìa,дзыллæ
334,Gesellschaft::N,compagnìa,æхсæнад
335,Hilfe::N,aiuto,æххуыс
336,Hilfe::N,aiuto,ахъаз
337,Hilfe::N,soccorso,æххуыс
338,Hilfe::N,soccorso,ахъаз
339,Freund::N,amico,лымӕн
340,Kamerad::N,camerata,ӕмбал
341,Angelegenheit::N,affare,хъуыддаг
342,Angelegenheit::N,faccenda,хъуыддаг
343,Anzahl::N,nùmero,бӕрц
344,Anzahl::N,quantità,бӕрц
345,Art::N,tipo,хуыз
346,Art::N,tipo,хуызад
347,Art::N,specie,хуыз
348,Art::N,specie,хуызад
349,Stück::N,pezzo,кæрдих
350,Stück::N,pezzo,комдзаг
351,Teil::N,parte,хай
352,Hälfte::N,metà,æрдæг
353,Hälfte::N,metà,æмбис
354,Kreis::N,cìrcolo,зиллакк
355,Kreuz::N,croce,дзуар
356,Linie::N,lìnea,хахх
357,Strich::N,tratto,хахх
358,Abstand::N,distanza,æхсæнуат
359,Entfernung::N,distanza,дæрддзæг
360,Entfernung::N,distanza,дардцæг
361,Entfernung::N,lontananza,дæрддзæг
362,Entfernung::N,lontananza,дардцæг
363,Gegend::N,regione,ран
364,Platz::N,posto,бууат
365,Platz::N,spazio,бууат
366,Ort::N,luogo,ран
367,Ort::N,luogo,бынат
368,Ort::N,località,ран
369,Ort::N,località,бынат
370,Seite::N,lato,фахс
371,Seite::N,parte,фахс
372,Mitte::N,mezzo,астӕу
373,Mitte::N,centro,астӕу
374,Gegenstand::N,oggetto,дзаума
375,Sache::N,cosa,дзаума
376,Rand::N,orlo,кӕрон
377,Rand::N,bordo,кӕрон
378,Kante::N,spìgolo,фӕрск
379,Ecke::N,canto,тигъ
380,Ecke::N,canto,фисын
381,Spitze::N,punta,бырынкъ
382,Ende::N,capo,кӕрон
383,Ende::N,estremità,кӕрон
384,Loch::N,buco,хуынкъ
385,Winkel::N,àngolo,къуым
386,Muster::N,disegno,нывæфтыд
387,Muster::N,disegno,кæдзист
388,Größe::N,taglia,ас
389,Größe::N,grandezza,ас
390,Länge::N,lunghezza,дӕргъ
391,Höhe::N,altezza,бæрзонд
392,Höhe::N,altezza,бæрзæнд
393,Höhe::N,altezza,бæрзонддзинад
394,Gewicht::N,peso,уӕз
395,Menge::N,quantità,бӕрц
396,Haufen::N,cùmulo,кӕри
397,Haufen::N,mucchio,кӕри
398,Reihe::N,fila,рӕнхъ
399,Boot::N,barca,чема
400,Boot::N,battello,чема
401,Ruder::N,remo,къохар
402,Schlitten::N,slitta,дзоныгъ
403,Ski::N,sci,къахдзоныгътæ
404,Ski::N,sci,лыжæтæ
405,Lagerfeuer::N,falò,арт
406,Lagerfeuer::N,fuoco di bivacco,арт
407,Last::N,càrico,уаргъ
408,Gang::N,andata,цыд
409,Schritt::N,passo,санчъех
410,Schritt::N,passo,къахдзӕф
411,Norden::N,nord,цæгат
412,Norden::N,settentrione,цæгат
413,Süden::N,sud,хуссар
414,Süden::N,meridione,хуссар
415,Westen::N,òvest,ныгуылæн
416,Westen::N,occidente,ныгуылæн
417,Osten::N,est,скæсæн
418,Osten::N,oriente,скæсæн
419,Holz::N,legno,хъӕдӕрмӕг
420,Brett::N,asse,фæйнæг
421,Brett::N,tàvola,фæйнæг
422,Platte::N,lastra,къӕй
423,Platte::N,piastra,къӕй
424,Stütze::N,supporto,быцæу
425,Stange::N,sbarra,хъил
426,Stange::N,pèrtica,хъил
427,Stock::N,verga,лӕдзӕг
428,Stock::N,bastone,лӕдзӕг
429,Stock::N,bacchetta,лӕдзӕг
430,Stab::N,asta,хъил
431,Rohr::N,tubo,хӕтӕл
432,Haus::N,casa,хӕдзар
433,Heim::N,casa,къона
434,Ofen::N,stufa,пец
435,Fußboden::N,pavimento,астӕрд
436,Tisch::N,tàvolo,стъол
437,Stuhl::N,sedia,бандон
438,Wiege::N,culla,авдæн
439,Bett::N,letto,сынтӕг
440,Regal::N,scaffale,тӕрхӕг
441,Regal::N,scaffale,уӕлвӕйнӕг
442,Kiste::N,cassa,асыкк
443,Fenster::N,finestra,рудзынг
444,Fenster::N,finestra,фæрссаг
445,Tür::N,porta,дуар
446,Tor::N,portone,кулдуар
447,Zaun::N,recinto,æмбонд
448,Zaun::N,recinto,быру
449,Zaun::N,recinto,гæрæн
450,Dach::N,tetto,уӕлхӕдзар
451,Leiter::N,scala,асин
452,Leiter::N,scala a pioli,асин
453,Besen::N,scopa,уисой
454,Spaten::N,vanga,бел
455,Schaufel::N,pala,æвгæнæн
456,Schaufel::N,pala,кæфой
457,Gabel::N,forchetta,вилкæ
458,Löffel::N,cucchiaio,уидыг
459,Messer::N,coltello,кард
460,Nagel::N,chiodo,зӕгӕл
461,Netz::N,rete,хыз
462,Haken::N,uncino,хæдз
463,Haken::N,uncino,хæбырæгъ
464,Griff::N,mànico,фистон
465,Griff::N,maniglia,фистон
466,Schloss::N,serratura,гуыдыр
467,Bild::N,quadro,ныв
468,Bild::N,immàgine,ныв
469,Figur::N,figura,кæрдгæныв
470,Puppe::N,bàmbola,чындз
471,Beutel::N,borsa,дзӕкъул
472,Beutel::N,sacchetto,дзӕкъул
473,Bündel::N,fascio,баст
474,Bündel::N,fagotto,баст
475,Tasche::N,borsa,хызын
476,Tasche::N,borsa,дзæкъул
477,Eimer::N,secchio,къæрта
478,Eimer::N,secchio,чъыбыла
479,Eimer::N,secchio,ведра
480,Deckel::N,coperchio,сæр
481,Deckel::N,coperchio,æмбæрзæн
482,Geschirr::N,stoviglie,мигæнæн
483,Geschirr::N,stoviglie,мигæнæнтæ
484,Sack::N,sacco,голлаг
485,Tasse::N,tazza,пиала
486,Tasse::N,tazza,къус
487,Topf::N,pèntola,аг
488,Topf::N,pèntola,чысыл аг
489,Kessel::N,paiolo,аг
490,Kessel::N,calderone,аг
491,Essen::N,pasto,хӕрд
492,Essen::N,mangiare,хӕрд
493,Nahrung::N,cibo,хойраг
494,Nahrung::N,alimento,хойраг
495,Speise::N,piatto,хӕринаг
496,Fleisch::N,carne,дзидза
497,Fleisch::N,carne,фыдызгъӕл
498,Getreide::N,cereali,халсар
499,Brei::N,purè,кас
500,Brei::N,pappa,кас
501,Brot::N,pane,дзул
502,Scheibe::N,fetta,къӕбӕр
503,Scheibe::N,trancia,къӕбӕр
504,Fett::N,grasso,сой
505,Butter::N,burro,нӕлхӕ
506,Öl::N,olio,зети
507,Salz::N,sale,цӕхх
508,Suppe::N,zuppa,бас
509,Suppe::N,minestra,бас
510,Honig::N,miele,мыд
511,Milch::N,latte,ӕхсыр
512,Tee::N,tè,цай
513,Leder::N,pelle,мæскуы
514,Wolle::N,lana,фӕсмын
515,Stoff::N,panno,хъуымац
516,Stoff::N,tessuto,хъуымац
517,Nadel::N,ago,судзин
518,Faden::N,filo,ӕндах
519,Knopf::N,bottone,цӕппӕр
520,Knoten::N,nodo,ӕлхынцъ
521,Farbe::N,pittura,ахорæн
522,Kleidung::N,vestiti,дарӕс
523,Kleidung::N,vestiario,дарӕс
524,Hemd::N,camicia,хӕдон
525,Kragen::N,bàvero,æфцæггот
526,Kragen::N,colletto,æфцæггот
527,Ärmel::N,mànica,дыс
528,Hose::N,calzoni,хæлаф
529,Hose::N,calzoni,æддаг хæлаф
530,Hose::N,calzoni,салбар
531,Gürtel::N,cintura,рон
532,Mütze::N,berretto,худ
533,Schuh::N,scarpa,басмахъ
534,Stiefel::N,stivale,цырыхъхъ
535,Ring::N,anello,къухдарӕн
536,Band::N,nastro,лент
537,Band::N,fettuccia,лент
538,Kamm::N,pèttine,сӕрвасӕн
539,Spiegel::N,specchio,айдæн
540,Spiegel::N,specchio,кæсæн
541,Riemen::N,cinghia,гӕрз
542,Schnur::N,corda,бӕндӕн
543,Leine::N,guinzaglio,
544,Decke::N,coperta,хъӕццул
545,Kissen::N,cuscino,баз
546,Kissen::N,guanciale,баз
547,Tuch::N,fazzoletto,кæлмæрзæн
548,Tuch::N,fazzoletto,кæрдæн
549,Handtuch::N,asciugamano,хисæрфæн
550,Kraft::N,forza,тых
551,Kraft::N,forza,хъомыс
552,Stärke::N,forza,тых
553,Stärke::N,forza,æхсар
554,Stärke::N,vigore,тых
555,Stärke::N,vigore,æхсар
556,Stärke::N,fortezza,тых
557,Stärke::N,fortezza,æхсар
558,Gesundheit::N,salute,æнæниздзинад
559,Krankheit::N,malattìa,низ
560,Krankheit::N,malattìa,рын
561,Schmerz::N,dolore,рис
562,Wunde::N,piaga,цӕф
563,Wunde::N,ferita,цӕф
564,Fieber::N,febbre,ризӕг
565,Fieber::N,febbre,тӕфсӕг
566,Arznei::N,fàrmaco,хос
567,Arznei::N,medicina,хос
568,Brücke::N,ponte,хид
569,Brunnen::N,pozzo,цъай
570,Weide::N,pàscolo,хизæн
571,Weide::N,pàscolo,хизæнуат
572,Weide::N,pàscolo,сæрвæт
573,Pfad::N,sentiero,къахвæндаг
574,Pfad::N,sentiero,къахвæд
575,Weg::N,via,фӕндаг
576,Weg::N,cammino,фӕндаг
577,Straße::N,strada,фӕндаг
578,Dorf::N,paese,хъӕу
579,Dorf::N,villaggio,хъӕу
580,Stadt::N,città,сахар
581,Brief::N,lèttera,фыстӕг
582,Buch::N,libro,чиныг
583,Buchstabe::N,lèttera,дамгъӕ
584,Zeitung::N,giornale,газет
585,Leben::N,vita,цард
586,Leben::N,vita,цӕрӕнбон
587,Tod::N,morte,мæлæт
588,Tod::N,morte,адзал
589,Grab::N,tomba,ингӕн
590,Grab::N,sepolcro,ингӕн
591,Kirche::N,chiesa,аргъуан
592,Sünde::N,peccato,тæригъæд
593,Gott::N,dio,хуыцау
594,Arbeiter::N,operaio,кусæг
595,Arbeiter::N,lavoratore,кусæг
596,Chef::N,capo,ӕмцег
597,Chef::N,padrone,ӕмцег
598,Meister::N,mastro,мастер
599,Meister::N,mastro,дæсны
600,Meister::N,maestro,мастер
601,Meister::N,maestro,дæсны
602,Arzt::N,mèdico,хосгæнæг
603,Arzt::N,mèdico,дохтыр
604,Arzt::N,dottore,хосгæнæг
605,Arzt::N,dottore,дохтыр
606,Lehrer::N,professore,ахуыргæнæг
607,Geld::N,soldi,ӕхца
608,Geld::N,denaro,ӕхца
609,Geschäft::N,affare,бизнес
610,Geschäft::N,affare,хъуыддаг
611,Geschäft::N,negozio,бизнес
612,Geschäft::N,negozio,хъуыддаг
613,Laden::N,negozio,дукани
614,Preis::N,prezzo,аргъ
615,Ware::N,merce,базайраг
616,Nutzen::N,ùtile,пайда
617,Nutzen::N,profitto,пайда
618,Reichtum::N,ricchezza,хъæздыгдзинад
619,Reichtum::N,ricchezza,исбон
620,Reichtum::N,ricchezza,мулк
621,Welt::N,mondo,дуне
622,Land::N,paese,бӕстӕ
623,Staat::N,Stato,паддзахад
624,König::N,re,къарол
625,Macht::N,potere,хицаудзинад
626,Grenze::N,confine,арӕн
627,Grenze::N,frontiera,арӕн
628,Krieg::N,guerra,хӕст
629,Feind::N,nemico,знаг
630,Feind::N,nemico,фыдгул
631,Feind::N,nemico,фыдзæрдæ
632,Feind::N,nemico,сон
633,Gewalt::N,violenza,тыхми
634,Gewalt::N,violenza,тыхдзинад
635,Kampf::N,lotta,хæст
636,Kampf::N,lotta,хъæбысæйхæст
637,Kampf::N,lotta,тох
638,Bogen[Waffe]::N,arco,ӕрдын
639,Pfeil::N,freccia,фат
640,Gewehr::N,fucile,топп
641,Fehler::N,errore,рӕдыд
642,Fehler::N,sbaglio,рӕдыд
643,Lüge::N,bugìa,мӕнг
644,Lüge::N,bugìa,гӕдыдзинад
645,Lüge::N,menzogna,мӕнг
646,Lüge::N,menzogna,гӕдыдзинад
647,Schaden::N,danno,зиан
648,Unglück::N,sfortuna,бæллæх
649,Schuld::N,colpa,азым
650,Alter::N,età,кар
651,Schluss::N,fine,кæрон
652,Zeit::N,tempo,рӕстӕг
653,Tag::N,giorno,бон
654,Tag::N,giornata,бон
655,Morgen::N,mattina,райсом
656,Mittag::N,mezzogiorno,æмбисбон
657,Abend::N,sera,изӕр
658,Abend::N,serata,изӕр
659,Nacht::N,notte,ӕхсӕв
660,Woche::N,settimana,къуыри
661,Monat::N,mese,мӕй
662,Jahr::N,anno,аз
663,Jahr::N,anno,афӕдз
664,Frühling::N,primavera,уалдзæг
665,Sommer::N,estate,сӕрд
666,Herbst::N,autunno,фæззæг
667,Winter::N,inverno,зымӕг
668,Januar::N,gennaio,январь
669,Februar::N,febbraio,февраль
670,März::N,marzo,мартъи
671,April::N,aprile,апрель
672,Mai::N,maggio,май
673,Juni::N,giugno,июнь
674,Juli::N,luglio,июль
675,August::N,agosto,август
676,September::N,settembre,сентябрь
677,Oktober::N,ottobre,октябрь
678,November::N,novembre,ноябрь
679,Dezember::N,dicembre,декабрь
680,Montag::N,lunedì,къуырисæр
681,Dienstag::N,martedì,дыццæг
682,Mittwoch::N,mercoledì,æртыццæг
683,Donnerstag::N,giovedì,цыппæрæм
684,Freitag::N,venerdì,майрæмбон
685,Samstag::N,sàbato,сабат
686,Sonntag::N,domenica,хуыцаубон
687,groß::A,grande,дынджыр
688,klein::A,pìccolo,гыццыл
689,lang::A,lungo,даргъ
690,kurz::A,corto,цыбыр
691,breit::A,largo,фӕтӕн
692,schmal::A,stretto,нарӕг
693,schmal::A,stretto,уынгӕг
694,dicht::A,denso,бæзджын
695,dicht::A,denso,тар
696,dick[Gegenstand]::A,spesso,сӕвджын
697,dünn::A,sottile,тæнæг
698,fein::A,fine,лыстӕг
699,fein::A,delicato,лыстӕг
700,fest::A,sodo,фидар
701,fest::A,sodo,хъӕддых
702,fest::A,fisso,фидар
703,fest::A,fisso,хъӕддых
704,flach::A,piano,тъӕпӕн
705,flach::A,piatto,тъӕпӕн
706,glatt::A,liscio,лӕгъз
707,hart::A,duro,хъӕбӕр
708,weich::A,molle,фӕлмӕн
709,rund::A,rotondo,тымбыл
710,spitz::A,aguzzo,цыргъбырынкъ
711,spitz::A,aguzzo,цыргъфындз
712,spitz::A,appuntito,цыргъбырынкъ
713,spitz::A,appuntito,цыргъфындз
714,scharf::A,affilato,цыргъ
715,scharf::A,tagliente,цыргъ
716,stumpf::A,smussato,къуымых
717,schwer::A,pesante,уӕззау
718,schön::A,bello,аив
719,schön::A,bello,рӕсугъд
720,heiß::A,caldo,тӕвд
721,heiß::A,bollente,тӕвд
722,warm::A,caldo,хъарм
723,kalt::A,freddo,уазал
724,kühl::A,fresco,сатæг
725,kühl::A,fresco,уазалгомау
726,frisch::A,fresco,сатæг
727,feucht::A,ùmido,уымӕл
728,nass::A,bagnato,хуылыдз
729,trocken::A,secco,хус
730,voll::A,pieno,дзаг
731,voll::A,pieno,йедзаг 
732,leer::A,vuoto,афтид
733,offen::A,aperto,гом
734,geschlossen::A,chiuso,æхгæд
735,sauber::A,netto,сыгъдæг
736,sauber::A,pulito,сыгъдæг
737,schmutzig::A,sporco,чъиллон
738,schmutzig::A,sùdicio,чъиллон
739,roh::A,crudo,хом
740,reif::A,maturo,рӕгъӕд
741,lecker::A,ghiotto,хӕрзад
742,lecker::A,squisito,хӕрзад
743,süß::A,dolce,адджын
744,bitter::A,amaro,судзаг
745,sauer::A,aspro,туаг
746,sauer::A,acerbo,туаг
747,hell::A,chiaro,рухс
748,dunkel::A,buio,талынг
749,dunkel::A,oscuro,талынг
750,schwarz::A,nero,сау
751,weiß::A,bianco,урс
752,rot::A,rosso,сырх
753,gelb::A,giallo,бур
754,blau::A,blu,цъӕх
755,blau::A,azzurro,цъӕх
756,grün::A,verde,цъӕх
757,grün::A,verde,кӕрдӕгхуыз
