,Concept_ID,sah,fi
762,zuerst::ADV,маҥнай,ensiksi
763,einmal::ADV,биирдэ,kerran
764,manchmal::ADV,арыт,joskus
765,oft::ADV,чаастатык,usein
766,immer::ADV,мэлдьи,aina
767,niemals::ADV,хаһан да,ei koskaan
768,hier::ADV,маныаха,tässä
769,hier::ADV,маныаха,täällä
770,hierhin::ADV,бэттэх,tähän
771,von hier::ADV,мантан,tästä
772,von hier::ADV,мантан,täältä
773,dort::ADV,онно,siinä
774,dort::ADV,онно,siellä
775,dorthin::ADV,онно,sinne
776,dorthin::ADV,онно,tuonne
777,geradeaus::ADV,быһа,suoraan
778,geradeaus::ADV,быһаччы,suoraan
779,vorwärts::ADV,инники,eteenpäin
780,rückwärts::ADV,төттөру,taaksepäin
781,zurück::ADV,төттөрү,takaisin
782,unten::ADV,аллара,alhaalla
783,hinab::ADV,аллара,alas
784,oben::ADV,үөһэ,ylhäällä
785,hinauf::ADV,өрө,ylös
786,hinauf::ADV,үөһэ,ylös
787,überall::ADV,бэйдиэ,kaikkialla
788,nicht::ADV,буолбатах,ei
789,ein wenig::ADV,кыратык,vähän
790,kaum::ADV,нэһиилэ,tuskin
791,sehr::ADV,бэрт,kovin
792,sehr::ADV,бэрт,oikein
793,sehr::ADV,наһаа,kovin
794,sehr::ADV,наһаа,oikein
795,so::ADV,оччо,näin
796,so::ADV,оннук,näin
797,noch::ADV,өссө,vielä
798,nur::ADV,эрэ,vain
799,nur::ADV,эрэ,ainoastaan
800,nur::ADV,сыччах,vain
801,nur::ADV,сыччах,ainoastaan
802,schon::ADV,бэлиэр,jo
803,wieder::ADV,эмиэ,taas
804,wieder::ADV,эмиэ,jälleen
805,vergebens::ADV,таак,turhaan
806,vor::PRP,иннигэр,edessä
807,hinter::PRP,кэлин,takana
808,unter::PRP,-ҕа,alla
809,unter::PRP,оһох түгэҕэ,alla
810,durch::PRP,курдары,läpi
811,durch::PRP,курдары,kautta
812,neben::PRP,аттыгар,vieressä
813,zwischen::PRP,ыккардынан,välillä
814,wegen::PRP,уҥуортан,takia
815,wegen::PRP,уҥуортан,vuoksi
816,dies::PRN,ити,tämä
817,dies::PRN,бу,tämä
818,das::PRN,били,se
819,alles::PRN,барыта,kaikki
820,ich::PRN,мин,minä
821,du::PRN,эн,sinä
822,er::PRN,кнни,hän
823,wir::PRN,биһиги,me
824,ihr::PRN,эһиги,te
825,sie::PRN,кинилэр,he
826,was::FPRN,туох,mikä
827,wer::FPRN,ким,ken
828,wer::FPRN,ким,kuka
829,wo::FADV,ханна,missä
830,wohin::FADV,ханна,mihin
831,wie::FADV,хайдах,miten
832,wie::FADV,хайдах,kuinka
833,warum::FADV,тоҕо,miksi
834,wieviel::FNUM,төһө,paljonko
835,wieviel::FNUM,төһө,kuinka paljon
836,eins::NUM,биир,yksi
837,zwei::NUM,икки,kaksi
838,drei::NUM,үс,kolme
839,vier::NUM,түөрт,neljä
840,fünf::NUM,биэс,viisi
841,sechs::NUM,алта,kuusi
842,sieben::NUM,сэттэ,seitsemän
843,acht::NUM,аҕыс,kahdeksan
844,neun::NUM,тоҕус,yhdeksän
845,zehn::NUM,уон,kymmenen
846,elf::NUM,уон биир,yksitoista
847,zwölf::NUM,уон икки,kaksitoista
848,zwanzig::NUM,сүүрбэ,kaksikymmentä
849,dreißig::NUM,отут,kolmekymmentä
850,vierzig::NUM,түөрт уон,neljäkymmentä
851,fünfzig::NUM,биэс уон,viisikymmentä
852,sechzig::NUM,алта уон,kuusikymmentä
853,siebzig::NUM,сэттэ уон,seitsemänkymmentä
854,achtzig::NUM,аҕыс уон,kahdeksankymmentä
855,neunzig::NUM,тоҕус уонус,yhdeksänkymmentä
856,hundert::NUM,сүүс,sata
857,tausend::NUM,тыһыынча,tuhat
858,und::CNJ,да,ja
859,und::CNJ,уонна,ja
860,und::CNJ,итиэннэ,ja
861,oder::CNJ,эбэтэр,tai
862,stehen::V,тур,seisoa
863,sitzen::V,олор,istua
864,liegen::V,сыт,maata
865,hängen::V,санньылый,riippua
866,werden::V,буол,tulla
867,werden::V,буол,joutua
868,passieren::V,буол,sattua
869,passieren::V,буол,tapahtua
870,beginnen::V,саҕалан,alkaa
871,enden::V,бүт,loppua
872,enden::V,бүт,päättyä
873,wechseln::V,уларый,vaihtua
874,wechseln::V,уларый,vaihdella
875,aufgehen[Sonne]::V,ой,nousta
876,untergehen[Sonne]::V,киир,laskea
877,scheinen[Sonne]::V,сырдат,paistaa
878,donnern::V,эт,jyristä
879,wehen::V,үр,tuulla
880,wehen::V,үр,puhaltaa
881,strömen::V,кутулун,virrata
882,fließen::V,сүүр,valua
883,fließen::V,сүүр,juosta
884,sich drehen::V,эргий,pyöriä
885,schwanken::V,биэтэҥнээ,horjua
886,schwingen::V,эйэҥнээ,heilua
887,schwingen::V,эйэҥнээ,värähdellä
888,fallen::V,оҕут,pudota
889,fallen::V,оҕут,langeta
890,brennen::V,умай,palaa
891,rauchen::V,буруолаа,savuta
892,regnen::V,самыырдаа,sataa
893,gefrieren::V,тоҥ,jäätyä
894,tauen::V,ир,sulaa
895,schmelzen::V,уулун,sulaa
896,trocknen::V,куур,kuivua
897,sieden::V,оргуй,kiehua
898,faulen::V,сытый,mädätä
899,verfaulen::V,сытыйан_хаал,mädätä
900,verfaulen::V,сытыйан_хаал,mädäntyä
901,reißen::V,хайыт,revetä
902,reißen::V,быһытталан,revetä
903,versinken::V,тимир,upota
904,versinken::V,тимир,vajota
905,versinken::V,батылын,upota
906,versinken::V,батылын,vajota
907,vergehen::V,дьай,kulua
908,erscheinen::V,көһүн,ilmestyä
909,verschwinden::V,сүт,kadota
910,sinken::V,намтаа,vajota
911,abnehmen::V,аччаа,vähetä
912,zunehmen::V,элбээ,kasvaa
913,zunehmen::V,элбээ,lisääntyä
914,steigen::V,үрдээ,nousta
915,wachsen::V,үүн,kasvaa
916,glänzen::V,кылбай,kiiltää
917,funkeln::V,күлүмнээ,kipinöidä
918,funkeln::V,күлүмүрдээ,kipinöidä
919,lärmen::V,тыаһаа,meluta
920,läuten::V,собуоннаа,soida
921,klingeln::V,линкинээ,soida
922,klirren::V,айгырат,kalista
923,brausen::V,сирилээ,kohista
924,rauschen::V,суугунаа,kohista
925,klingen::V,доргуй,soida
926,bellen::V,үр,haukkua
927,heulen::V,улуй,ulvoa
928,blasen::V,үр,puhaltaa
929,pfeifen::V,иһиир,viheltää
930,schreien::V,кылан,kirkua
931,schreien::V,хаһыытаа,kirkua
932,stöhnen::V,ынчыктаа,voihkia
933,zittern::V,титирээ,vapista
934,zittern::V,дьигиһий,vapista
935,leben::V,олор,elää
936,geboren werden::V,төрөө,syntyä
937,atmen::V,тыын,hengittää
938,trinken::V,ис,juoda
939,essen::V,аһаа,syödä
940,schlucken::V,ыйыһын,niellä
941,müde werden::V,сылай,uupua
942,einschlafen::V,утуйан хаал,uinahtaa
943,schlafen::V,утуй,maata
944,schlafen::V,утуй,nukkua
945,schlafen::V,утуйа сыт,maata
946,schlafen::V,утуйа сыт,nukkua
947,aufwachen::V,уһугун,herätä
948,aufstehen::V,тур,nousta
949,aufstehen::V,тур,nousta ylös
950,sich erholen::V,сынньан,levätä
951,krank werden::V,ыарый,sairastua
952,krank sein::V,ыарый,potea
953,krank sein::V,ыарый,sairastaa
954,krank sein::V,ыарыт,potea
955,krank sein::V,ыарыт,sairastaa
956,schmerzen::V,ыарыт,särkeä
957,schmerzen::V,ыарыт,kivistää
958,husten::V,сөтөлүн,yskiä
959,genesen::V,көн,toipua
960,sterben::V,өл,kuolla
961,umkommen::V,өл,saada surmansa
962,umkommen::V,өл,kuolla
963,umkommen::V,оҕут,saada surmansa
964,umkommen::V,оҕут,kuolla
965,sich bewegen::V,хамсаа,liikkua
966,sich rühren::V,хамсаа,liikahtaa
967,sich erheben::V,тур,nousta
968,sich setzen::V,олор,istuutua
969,hinfallen::V,оҕут,kaatua
970,laufen::V,хаам,kävellä
971,schreiten::V,атыллаа,astua
972,schreiten::V,атыллаа,astella
973,spazierengehen::V,дьаарбай,kävellä
974,eilen::V,тиэтэй,kiirehtiä
975,sich beeilen::V,ыксаа,kiirehtiä
976,sich beeilen::V,ыксаа,olla kiireissään
977,sausen::V,элээр,rynnätä
978,sausen::V,элээр,viilettää
979,rennen::V,сүүрэкэлээ,juosta
980,springen::V,ой,hypätä
981,springen::V,ыстан,hypätä
982,klettern::V,ытын,kiivetä
983,schaukeln::V,эйэҥнээ,kiikkua
984,schaukeln::V,биэрэҥнээ,kiikkua
985,kriechen::V,сыыл,ryömiä
986,schwimmen::V,уһун,uida
987,schwimmen::V,харбаа,uida
988,tauchen::V,умус,sukeltaa
989,rudern::V,эрт,soutaa
990,fahren::V,айаннаа,ajaa
991,fahren::V,айаннаа,kulkea
992,fliegen::V,көт,lentää
993,gehen::V,бар,käydä
994,weggehen::V,бар,lähteä
995,weggehen::V,бар,poistua
996,abfahren::V,бар,lähteä
997,anhalten::V,тохтоо,pysähtyä
998,anhalten::V,тохтоо,seisahtua
999,hineingehen::V,киир,mennä sisään
1000,eintreten::V,киир,astua sisään
1001,kommen::V,кэл,tulla
1002,ankommen::V,кэл,saapua
1003,ankommen::V,тиий,saapua
1004,zurückkommen::V,төнүн,palata
1005,bleiben::V,хаал,jäädä
1006,bleiben::V,хаал,viipyä
1007,warten::V,көһүт,odottaa
1008,erwarten::V,күүт,odottaa
1009,erwarten::V,көһүт,odottaa
1010,suchen::V,ирдээ,etsiä
1011,suchen::V,көрдөө,etsiä
1012,finden::V,бул,löytää
1013,versuchen::V,сорун,yrittää
1014,vorbereiten::V,бэлэмнээ,valmistaa
1015,lieben::V,таптаа,pitää
1016,lieben::V,таптаа,rakastaa
1017,mögen::V,сөбүл,pitää
1018,mögen::V,сөбүл,tykätä
1019,lachen::V,күл,nauraa
1020,rühren::V,долгут,liikuttaa
1021,weinen::V,ытаа,itkeä
1022,schimpfen::V,үөҕүс,haukkua
1023,sich ärgern::V,кыыһыр,suuttua
1024,sich ärgern::V,кыйахан,suuttua
1025,sich fürchten::V,куттан,pelätä
1026,sich fürchten::V,дьиксин,pelätä
1027,fürchten::V,дьиксин,pelätä
1028,fürchten::V,куттан,pelätä
1029,fliehen::V,күрээ,paeta
1030,flüchten::V,күрээ,paeta
1031,sehen::V,көр,nähdä
1032,anschauen::V,көр,katsoa
1033,ansehen::V,көр,katsoa
1034,hören::V,бил,kuulla
1035,hören::V,иһит,kuulla
1036,zuhören::V,иһит,kuunnella
1037,probieren::V,боруобалаан көр,maistaa
1038,probieren::V,амсайан көр,maistaa
1039,riechen::V,сытырҕаа,haistaa
1040,fühlen::V,бил,tuntea
1041,scheinen::V,көһүн,tuntua
1042,zu sehen sein::V,көһүн,näkyä
1043,vernehmen::V,иһит,kuulla
1044,frieren::V,тоҥ,palella
1045,frieren::V,үлүй,palella
1046,tun::V,гын,tehdä
1047,können::V,кыай,osata
1048,wollen::V,баҕар,tahtoa
1049,anfangen::V,саҕалаа,ruveta
1050,anfangen::V,саҕалаа,aloittaa
1051,beenden::V,бүтэр,lopettaa
1052,aufhören::V,уурай,loppua
1053,gelingen::V,сатан,onnistua
1054,geraten::V,баар буолан биэр,sujua
1055,geraten::V,баар буолан биэр,joutua
1056,geraten::V,баар буола тус,sujua
1057,geraten::V,баар буола тус,joutua
1058,geraten::V,буолан таҕыс,sujua
1059,geraten::V,буолан таҕыс,joutua
1060,öffnen::V,ас,avata
1061,öffnen::V,ас,aukaista
1062,schließen::V,сап,sulkea
1063,schließen::V,хатаа,sulkea
1064,stellen::V,уур,panna
1065,stellen::V,уур,asettaa
1066,stellen::V,туруор,panna
1067,stellen::V,туруор,asettaa
1068,setzen::V,туруор,panna
1069,setzen::V,туруор,istuttaa
1070,setzen::V,уур,panna
1071,setzen::V,уур,istuttaa
1072,legen::V,уур,panna
1073,legen::V,уур,asettaa
1074,berühren::V,тыыт,koskea
1075,berühren::V,тыыт,koskettaa
1076,berühren::V,таарый,koskea
1077,berühren::V,таарый,koskettaa
1078,verbinden::V,кэлгий,liittää
1079,verbinden::V,кэлгий,yhdistää
1080,bedecken::V,бүрүй,kattaa
1081,bedecken::V,бүрүй,peittää
1082,aufhängen::V,ыйаа,ripustaa
1083,anzünden::V,умат,sytyttää
1084,aufheben::V,өрө тарт,ylös nostaa
1085,aufheben::V,өрө тарт,nostaa
1086,zurücklassen::V,бырах,jättää
1087,verlieren::V,сүтэр,kadottaa
1088,fallen lassen::V,түһэр,pudottaa
1089,fallen lassen::V,мүлчү тут,pudottaa
1090,machen::V,оҥор,tehdä
1091,machen::V,оҥоһун,tehdä
1092,herstellen::V,оҥор,tuottaa
1093,herstellen::V,оҥор,valmistaa
1094,bauen::V,тут,rakentaa
1095,reparieren::V,абырахтаа,korjata
1096,verbessern::V,тупсар,parantaa
1097,ändern::V,уларыт,muuttaa
1098,graben::V,хас,kaivaa
1099,beugen::V,бокут,taivuttaa
1100,beugen::V,токурут,taivuttaa
1101,beugen::V,бүк баттаа,taivuttaa
1102,biegen::V,иэх,taivuttaa
1103,biegen::V,өҕүлүннэр,taivuttaa
1104,drehen::V,эргит,kääntää
1105,drehen::V,эргичит,kääntää
1106,wenden::V,эргилин,kääntää
1107,umdrehen::V,түҥнэр,kääntää
1108,heben::V,көтөх,nostaa
1109,heben::V,көтөх,kohottaa
1110,hochheben::V,таһаар,nostaa
1111,ergreifen::V,тут,tarttua
1112,halten::V,тут,pitää
1113,drücken::V,ык,painaa
1114,drücken::V,ык,puristaa
1115,schieben::V,ас,työntää
1116,kratzen::V,кыһыы,raapia
1117,lecken::V,салаа,nuolla
1118,beißen::V,ытыр,purra
1119,abreißen::V,быһа тарт,repiä
1120,abreißen::V,туура тарт,repiä
1121,abschneiden::V,быс,leikata poikki
1122,abschneiden::V,быс,leikata
1123,abschneiden::V,быһан ыл,leikata poikki
1124,abschneiden::V,быһан ыл,leikata
1125,abschneiden::V,быһа баттаа,leikata poikki
1126,abschneiden::V,быһа баттаа,leikata
1127,binden::V,кэлгий,sitoa
1128,stecken::V,батары ас,pistää
1129,brechen::V,тоһут,murtaa
1130,klopfen::V,тоҥсуй,koputtaa
1131,klopfen::V,тоҥсуй,kolkuttaa
1132,hauen::V,оҕус,lyödä
1133,kleben::V,силимнээ,liimata
1134,reiben::V,аал,hieroa
1135,reiben::V,аал,hangata
1136,streichen::V,сыбаа,sivellä
1137,schleifen::V,чочуй,hioa
1138,schneiden::V,быс,leikata
1139,rütteln::V,иэҕэҥнэт,ravistaa
1140,schütteln::V,сахсый,pudistaa
1141,schwenken::V,дайбаа,heiluttaa
1142,schütten::V,кут,kaataa
1143,füllen::V,толор,täyttää
1144,einwickeln::V,суулаа,kääriä
1145,tragen::V,ит,kantaa
1146,schleppen::V,сос,raahata
1147,ziehen::V,тарт,vetää
1148,aufbewahren::V,уур,säilyttää
1149,aufbewahren::V,харай,säilyttää
1150,werfen::V,бырах,viskata
1151,fangen::V,хап,napata
1152,fangen::V,хап,ottaa kiinni
1153,packen::V,тут,tarttua
1154,verstecken::V,саһыар,kätkeä
1155,verstecken::V,саһыар,piilottaa
1156,teilen::V,үллэр,jakaa
1157,schicken::V,ыыт,lähettää
1158,bringen::V,аҕал,viedä
1159,hinzufügen::V,эп,lisätä
1160,bekommen::V,ыл,saada
1161,bekommen::V,булун,saada
1162,erhalten::V,ыл,saada
1163,nehmen::V,ыл,ottaa
1164,wählen::V,быыбардаа,valita
1165,auswählen::V,тал,valikoida
1166,bewahren::V,харай,säilyttää
1167,behindern::V,мэһэйдээ,estää
1168,verderben::V,буорту гын,pilata
1169,verderben::V,буорту гын,turmella
1170,beschädigen::V,алдьат,vioittaa
1171,beschädigen::V,алдьат,vahingoittaa
1172,zerbrechen::V,үлтүрүт,rikkoa
1173,zerreißen::V,хайыта тарт,repiä rikki
1174,zerreißen::V,хайыта тарт,repiä palasiksi
1175,zerstören::V,алдьат,hävittää
1176,verbrennen::V,уоттаа,polttaa
1177,geben::V,биэр,antaa
1178,reichen::V,аҕал,ojentaa
1179,schenken::V,бэлэхтээ,lahjoittaa
1180,versprechen::V,эрэннэр,luvata
1181,wünschen::V,баҕар,toivottaa
1182,loben::V,хайҕаа,ylistää
1183,küssen::V,уураа,suudella
1184,wiegen::V,бигээ,tuudittaa
1185,wiegen::V,бигээ,keinuttaa
1186,zudecken::V,сап,peittää
1187,zudecken::V,бүрүй,peittää
1188,wecken::V,уһугуннар,herättää
1189,zeigen::V,көрдөр,näyttää
1190,zeigen::V,көрдөр,osoittaa
1191,führen::V,салай,johdattaa
1192,lehren::V,үөрэт,opettaa
1193,unterrichten::V,үөрэт,opettaa
1194,aufziehen::V,иит,kasvattaa
1195,leiten::V,салай,johtaa
1196,antreiben::V,кыһай,hoputtaa
1197,lassen::V,күһэй,antaa
1198,einladen::V,ыҥыр,kutsua
1199,vereinigen::V,холбоо,yhdistää
1200,vereinigen::V,түм,yhdistää
1201,besuchen::V,сырыт,vierailla
1202,besuchen::V,билсэ сырыт,vierailla
1203,treffen::V,көрүс,tavata
1204,sich versammeln::V,мүһүн,kokoontua
1205,sich versammeln::V,түмүс,kokoontua
1206,spielen::V,оонньоо,pelata
1207,spielen::V,оонньоо,leikkiä
1208,singen::V,ыллаа,laulaa
1209,tanzen::V,үҥкүүлээ,tanssia
1210,sich trennen::V,араҕыс,erota
1211,verlassen::V,хааллар,jättää
1212,retten::V,өрүһүй,pelastaa
1213,bewachen::V,араҥаччылаа,vartioida
1214,schützen::V,көмүскээ,suojella
1215,verteidigen::V,көмүскээ,puolustaa
1216,sich schlagen::V,охсус,tapella
1217,schießen::V,ытыалаа,ampua
1218,siegen::V,хот,voittaa
1219,siegen::V,кыай,voittaa
1220,ärgern::V,кыыһырт,ärsyttää
1221,schlagen::V,оҕус,lyödä
1222,treten::V,тэп,potkaista
1223,stechen::V,кэй,pistää
1224,stoßen::V,кэп,sysätä
1225,stoßen::V,кэп,työntää
1226,stoßen::V,үтүрүй,sysätä
1227,stoßen::V,үтүрүй,työntää
1228,stehlen::V,уор,varastaa
1229,stören::V,мэһэйдээ,häiritä
1230,belästigen::V,батар,häiritä
1231,verbergen::V,кистээ,kätkeä
1232,täuschen::V,албыннаа,harhauttaa
1233,betrügen::V,албыннаа,pettää
1234,betrügen::V,албыннаа,petkuttaa
1235,töten::V,өлөр,tappaa
1236,wohnen::V,олор,asua
1237,arbeiten::V,үлэлээ,tehdä työtä
1238,arbeiten::V,үлэлээ,työskennellä
1239,sammeln::V,мус,koota
1240,sammeln::V,мус,kerätä
1241,sammeln::V,хомуй,koota
1242,sammeln::V,хомуй,kerätä
1243,pflücken::V,үргээ,poimia
1244,jagen::V,бултаа,metsästää
1245,fischen::V,балыктаа,kalastaa
1246,fassen::V,тут,pyydystää
1247,fassen::V,тут,saalistaa
1248,hüten::V,манаа,paimentaa
1249,treiben::V,үүр,ajaa
1250,anbinden::V,баай,kytkeä
1251,füttern::V,аһат,ruokkia
1252,melken::V,ыа,lypsää
1253,hacken::V,кэрт,hakata
1254,gießen::V,сиигирт,kastella
1255,reifen::V,бус,kypsyä
1256,zubereiten::V,бэлэмнээ,valmistaa
1257,kochen::V,буһар,keittää
1258,backen::V,буһар,leipoa
1259,braten::V,хооруй,paistaa
1260,braten::V,ыһаарылаа,paistaa
1261,braten::V,соркуойдаа,paistaa
1262,umrühren::V,былаа,hämmentää
1263,stricken::V,өр,kutoa
1264,stricken::V,өр,neuloa
1265,nähen::V,иистэн,ommella
1266,färben::V,кырааскалаа,värjätä
1267,färben::V,кырааскалаа,värittää
1268,reinigen::V,ыраастаа,puhdistaa
1269,waschen::V,сууй,pestä
1270,abwischen::V,сот,pyyhkiä
1271,spülen::V,сайҕаа,huuhtoa
1272,fegen::V,сиппий,pyyhkäistä
1273,kehren::V,харбаа,lakaista
1274,baden::V,сөтүөлээ,kylpeä
1275,sich waschen::V,суун,peseytyä
1276,ausziehen::V,уһул,riisua
1277,anziehen::V,кэтэрт,pukea ylleen
1278,sich anziehen::V,таҥын,pukeutua
1279,kämmen::V,тараа,kammata
1280,schmücken::V,симээ,koristaa
1281,schmücken::V,симээ,kaunistaa
1282,sagen::V,диэ,sanoa
1283,sprechen::V,эт,puhua
1284,sprechen::V,саҥар,puhua
1285,reden::V,кэпсэт,keskustella
1286,sich unterhalten::V,кэпсэт,jutella
1287,fragen::V,ыйыт,kysyä
1288,bitten::V,көрдөс,pyytää
1289,erzählen::V,кэпсээ,kertoa
1290,erzählen::V,сэһэргээ,kertoa
1291,mitteilen::V,биллэр,ilmoittaa
1292,nennen::V,ааттаа,kutsua
1293,nennen::V,ааттаа,nimittää
1294,rufen::V,ыҥыр,kutsua
1295,prahlen::V,чабылан,kerskailla
1296,prahlen::V,киһиргээ,kerskailla
1297,übersetzen::V,тылбаастаа,kääntää
1298,denken::V,санаа,miettiä
1299,denken::V,санаа,ajatella
1300,denken::V,толкуйдаа,miettiä
1301,denken::V,толкуйдаа,ajatella
1302,glauben::V,итэҕэй,uskoa
1303,bemerken::V,бэлиэтээ,huomata
1304,erkennen::V,бил,tunnistaa
1305,begreifen::V,өйдөө,ymmärtää
1306,verstehen::V,өйдөө,ymmärtää
1307,lernen::V,үөрэн,oppia
1308,wissen::V,бил,tietää
1309,sich erinnern an::V,аҕын,muistaa
1310,vergessen::V,умун,unohtaa
1311,messen::V,кэмнээ,mitata
1312,messen::V,кээмэйдээ,mitata
1313,zählen::V,аах,laskea
1314,rechnen::V,аах,laskea
1315,lesen::V,аах,lukea
1316,malen::V,уруһуйдаа,maalata
1317,zeichnen::V,уруһуйдаа,piirtää
1318,zeichnen::V,уруһуйдаа,piirustaa
1319,schreiben::V,суруй,kirjoittaa
1320,besitzen::V,баһылаа,omistaa
1321,kaufen::V,атыылас,ostaa
1322,verkaufen::V,атыылаа,myydä
1323,bezahlen::V,төлөө,maksaa
1324,zahlen::V,төлөө,maksaa
1325,beherrschen::V,баһылаа,hallita
1326,ertragen::V,тулуй,kestää
