,Concept_ID,is,no
841,neunzig::NUM,níutíu,nitti
842,hundert::NUM,hundrað,hundre
843,tausend::NUM,þúsund,tusen
844,und::CNJ,og,og
845,oder::CNJ,eða,eller
846,stehen::V,standa,stå
847,sitzen::V,sitja,sitte
848,liegen::V,liggja,ligge
849,hängen::V,hanga,henge
850,werden::V,verða,bli
851,passieren::V,gerast,skje
852,passieren::V,gerast,hende
853,beginnen::V,byrja,begynne
854,enden::V,enda,ende
855,enden::V,enda,slutte
856,enden::V,lykta,ende
857,enden::V,lykta,slutte
858,wechseln::V,skipta,veksle
859,aufgehen[Sonne]::V,koma upp,stå opp
860,untergehen[Sonne]::V,ganga til viðar,gå ned
861,scheinen[Sonne]::V,skína,skinne
862,donnern::V,þruma,tordne
863,wehen::V,blása,blåse
864,strömen::V,streyma,strømme
865,fließen::V,fljóta,flyte
866,sich drehen::V,snúast,dreie seg
867,schwanken::V,riða,svaie
868,schwanken::V,rugga,svaie
869,schwingen::V,sveiflast,svinge
870,fallen::V,falla,falle
871,brennen::V,brenna,brenne
872,rauchen::V,reykja,ryke
873,regnen::V,rigna,regne
874,gefrieren::V,frjósa,fryse
875,tauen::V,þiðna,tine
876,schmelzen::V,bráðna,smelte
877,trocknen::V,þorna,tørre
878,sieden::V,sjóða,koke
879,faulen::V,rotna,råtne
880,verfaulen::V,rotna,råtne
881,reißen::V,rifna,briste
882,versinken::V,sökkva,synke
883,versinken::V,sökkva,synke ned
884,vergehen::V,líða,forløpe
885,erscheinen::V,birtast,synes
886,verschwinden::V,hverfa,forsvinne
887,sinken::V,síga,synke
888,abnehmen::V,lækka,avta
889,abnehmen::V,lækka,minske
890,abnehmen::V,minnka,avta
891,abnehmen::V,minnka,minske
892,zunehmen::V,aukast,tilta
893,steigen::V,stíga,stige
894,wachsen::V,vaxa,gro
895,wachsen::V,vaxa,vokse
896,glänzen::V,glóa,skinne
897,glänzen::V,glampa,skinne
898,funkeln::V,leiftra,tindre
899,lärmen::V,hafa hátt,bråke
900,läuten::V,hringja,ringe
901,klingeln::V,hringja,ringe
902,klirren::V,glamra,klirre
903,klirren::V,skrölta,klirre
904,brausen::V,ólga,bruse
905,rauschen::V,suða,suse
906,klingen::V,hljóma,lyde
907,klingen::V,hljóma,klinge
908,bellen::V,gelta,gjø
909,bellen::V,gelta,bjeffe
910,heulen::V,væla,ule
911,heulen::V,ýlfra,ule
912,blasen::V,blása,blåse
913,pfeifen::V,blístra,plystre
914,schreien::V,æpa,skrike
915,stöhnen::V,stynja,stønne
916,zittern::V,titra,dirre
917,zittern::V,titra,skjelve
918,zittern::V,skjálfa,dirre
919,zittern::V,skjálfa,skjelve
920,leben::V,lifa,leve
921,geboren werden::V,fæðast,fødes
922,atmen::V,anda,ånde
923,atmen::V,anda,puste
924,atmen::V,draga andann,ånde
925,atmen::V,draga andann,puste
926,trinken::V,drekka,drikke
927,essen::V,borða,spise
928,schlucken::V,kingja,svelge
929,müde werden::V,þreytast,bli trett
930,einschlafen::V,sofna,sovne
931,schlafen::V,sofa,sove
932,aufwachen::V,vakna,våkne
933,aufstehen::V,fara á fætur,stå opp
934,sich erholen::V,hvíla sig,bli bra
935,sich erholen::V,hvíla sig,komme seg
936,krank werden::V,veikjast,bli syk
937,krank werden::V,verða veikur,bli syk
938,krank sein::V,vera veikur,være syk
939,schmerzen::V,kenna til,gjøre vondt
940,husten::V,hósta,hoste
941,genesen::V,batna,komme seg
942,genesen::V,frískast,komme seg
943,sterben::V,deyja,dø
944,umkommen::V,farast,omkomme
945,sich bewegen::V,bifast,bevege seg
946,sich rühren::V,hreyfast,røre på seg
947,sich erheben::V,standa upp,reise seg
948,sich setzen::V,setjast,sette sig
949,hinfallen::V,detta,falle over ende
950,laufen::V,labba,løpe
951,schreiten::V,ganga,skride
952,spazierengehen::V,ganga sér til skemmtunar,spasere
953,spazierengehen::V,ganga sér til skemmtunar,gå en tur
954,eilen::V,fara hratt,ile
955,sich beeilen::V,flýta sér,skynde seg
956,sausen::V,þjóta,suse
957,rennen::V,hlaupa,løpe
958,springen::V,stökkva,hoppe
959,springen::V,stökkva,springe
960,klettern::V,klifra,klatre
961,schaukeln::V,róla,huske
962,schaukeln::V,rugga,huske
963,kriechen::V,skríða,krype
964,schwimmen::V,synda,svømme
965,tauchen::V,kafa,dykke
966,rudern::V,róa,ro
967,fahren::V,aka,kjøre
968,fahren::V,fara,kjøre
969,fliegen::V,fljúga,fly
970,gehen::V,fara,gå
971,gehen::V,ganga,gå
972,weggehen::V,fara burt,gå bort
973,weggehen::V,ganga burt,gå bort
974,abfahren::V,aka burt,reise
975,anhalten::V,stöðva,stanse
976,hineingehen::V,ganga inn,gå inn
977,eintreten::V,koma inn,tre inn
978,eintreten::V,ganga inn,tre inn
979,kommen::V,koma,komme
980,ankommen::V,koma til,ankomme
981,ankommen::V,koma til,komme til
982,zurückkommen::V,koma til baka,komme tilbake
983,bleiben::V,haldast,bli
984,bleiben::V,haldast,forbli
985,bleiben::V,vera kyrr,bli
986,bleiben::V,vera kyrr,forbli
987,warten::V,bíða,vente
988,erwarten::V,búast við,vente
989,erwarten::V,eiga von á,vente
990,suchen::V,leita,søke
991,finden::V,finna,finne
992,versuchen::V,reyna,prøve
993,versuchen::V,reyna,forsøke
994,vorbereiten::V,undirbúa,forberede
995,lieben::V,elska,elske
996,mögen::V,þykja gott,like
997,mögen::V,falla í geð,like
998,lachen::V,hlæja,le
999,rühren::V,snerta,røre
1000,weinen::V,gráta,gråte
1001,schimpfen::V,skammast,skjelle
1002,sich ärgern::V,sárna,ergre seg
1003,sich ärgern::V,gremjast,ergre seg
1004,sich fürchten::V,óttast,være redd
1005,fürchten::V,óttast,være redd for
1006,fliehen::V,flýja,rømme
1007,fliehen::V,flýja,flykte
1008,flüchten::V,strjúka,flykte
1009,sehen::V,sjá,se
1010,anschauen::V,horfa á,se på
1011,anschauen::V,horfa á,betrakte
1012,ansehen::V,líta á,anse
1013,hören::V,heyra,høre
1014,zuhören::V,hlusta,tilhøre
1015,probieren::V,smakka,smake
1016,probieren::V,smakka,smake på
1017,riechen::V,þefa,lukte
1018,fühlen::V,finna til,føle
1019,scheinen::V,virðast,se ut
1020,zu sehen sein::V,vera að sjá,synes
1021,vernehmen::V,heyra,få vite
1022,vernehmen::V,greina,få vite
1023,frieren::V,frjósa,fryse
1024,tun::V,gera,gjøre
1025,können::V,geta,kunne
1026,wollen::V,ætla,ville
1027,wollen::V,vilja,ville
1028,anfangen::V,hefja,begynne
1029,beenden::V,enda,avslutte
1030,beenden::V,ljúka,avslutte
1031,aufhören::V,lykta,slutte
1032,aufhören::V,lykta,holde opp
1033,gelingen::V,heppnast,lykkes
1034,geraten::V,lukkast,bli
1035,öffnen::V,opna,åpne
1036,schließen::V,loka,lukke
1037,schließen::V,loka,stenge
1038,stellen::V,láta,stille
1039,stellen::V,setja,stille
1040,setzen::V,láta,sette
1041,setzen::V,setja,sette
1042,legen::V,láta,legge
1043,legen::V,leggja,legge
1044,berühren::V,koma við,berøre
1045,verbinden::V,sameina,forbinde
1046,bedecken::V,hylja,dekke
1047,aufhängen::V,hengja,henge
1048,aufhängen::V,hengja,henge opp
1049,aufhängen::V,hengja upp,henge
1050,aufhängen::V,hengja upp,henge opp
1051,anzünden::V,kveikja í,tenne
1052,anzünden::V,kveikja í,antenne
1053,anzünden::V,kveikja í,tenne på
1054,aufheben::V,taka upp,løfte
1055,aufheben::V,taka upp,ta opp
1056,aufheben::V,lyfta upp,løfte
1057,aufheben::V,lyfta upp,ta opp
1058,zurücklassen::V,skilja eftir,slippe tilbake
1059,verlieren::V,týna,miste
1060,verlieren::V,glata,miste
1061,fallen lassen::V,missa,droppe
1062,fallen lassen::V,missa,la falle
1063,machen::V,búa til,lage
1064,machen::V,búa til,gjøre
1065,herstellen::V,framleiða,fremstille
1066,bauen::V,smíða,bygge
1067,bauen::V,byggja,bygge
1068,reparieren::V,gera við,reparere
1069,verbessern::V,bæta,rette
1070,verbessern::V,bæta,forbedre
1071,ändern::V,breyta,forandre
1072,graben::V,grafa,grave
1073,beugen::V,beygja,bøye
1074,biegen::V,sveigja,bøye
1075,drehen::V,snúa,dreie
1076,wenden::V,snúa,vende
1077,wenden::V,venda,vende
1078,umdrehen::V,venda,snu
1079,umdrehen::V,snúa við,snu
1080,heben::V,hefja,heve
1081,hochheben::V,lyfta upp,løfte
1082,ergreifen::V,grípa,gripe
1083,ergreifen::V,grípa,få tak i
1084,halten::V,rúma,holde
1085,halten::V,halda,holde
1086,drücken::V,þjá,trykke
1087,drücken::V,þrýsta,trykke
1088,schieben::V,ýta,skyve
1089,kratzen::V,klóra,klø
1090,kratzen::V,klóra,klore
1091,lecken::V,sleikja,slikke
1092,beißen::V,bíta,bite
1093,abreißen::V,rífa af,rive av
1094,abreißen::V,rífa frá,rive av
1095,abschneiden::V,skera af,skjære av
1096,abschneiden::V,klippa af,skjære av
1097,binden::V,binda,binde
1098,stecken::V,stinga,stikke
1099,brechen::V,brjóta,bryte
1100,brechen::V,brjóta,briste
1101,klopfen::V,berja,banke
1102,klopfen::V,klappa,banke
1103,hauen::V,berja,hogge
1104,hauen::V,höggva,hogge
1105,kleben::V,líma,klistre
1106,reiben::V,núa,gni
1107,streichen::V,smyrja,stryke
1108,schleifen::V,slípa,slipe
1109,schneiden::V,skera,klippe
1110,schneiden::V,klippa,klippe
1111,rütteln::V,skaka,ruske
1112,schütteln::V,hrista,riste
1113,schwenken::V,sveifla,svinge
1114,schütten::V,hella,helle
1115,füllen::V,fylla,fylle
1116,einwickeln::V,vefja inn í,vikle inn
1117,tragen::V,bera,bære
1118,schleppen::V,draga,slepe
1119,ziehen::V,toga,dra
1120,ziehen::V,toga,trekke
1121,ziehen::V,draga,dra
1122,ziehen::V,draga,trekke
1123,aufbewahren::V,geyma,oppbevare
1124,aufbewahren::V,geyma,ta vare på
1125,werfen::V,kasta,kaste
1126,fangen::V,grípa,fange
1127,packen::V,þrífa í,gripe
1128,packen::V,þrífa í,gripe tak i
1129,verstecken::V,fela,gjemme
1130,teilen::V,deila,dele
1131,schicken::V,senda,sende
1132,bringen::V,færa,bringe
1133,bringen::V,flytja,bringe
1134,hinzufügen::V,bæta við,tilføye
1135,bekommen::V,hljóta,få
1136,bekommen::V,ná,få
1137,erhalten::V,fá,få
1138,nehmen::V,taka,ta
1139,wählen::V,velja,velge
1140,auswählen::V,velja úr,velge ut
1141,bewahren::V,gæta,bevare
1142,bewahren::V,vernda,bevare
1143,behindern::V,varna,hindre
1144,behindern::V,varna,forhindre
1145,verderben::V,spilla,ødelegge
1146,beschädigen::V,skemma,skade
1147,zerbrechen::V,brjóta,brekke i stykker
1148,zerreißen::V,rífa,rive i stykker
1149,zerreißen::V,rífa sundur,rive i stykker
1150,zerstören::V,rífa niður,ødelegge
1151,verbrennen::V,brenna,brenne
1152,verbrennen::V,brenna,brenne opp
1153,geben::V,gefa,gi
1154,reichen::V,rétta,rekke
1155,schenken::V,gefa,forære
1156,schenken::V,gefa,skjenke
1157,versprechen::V,lofa,love
1158,versprechen::V,heita,love
1159,wünschen::V,óska,ønske
1160,loben::V,lofa,rose
1161,loben::V,hrósa,rose
1162,küssen::V,kyssa,kysse
1163,wiegen::V,rugga,vogge
1164,zudecken::V,þekja,dekke til
1165,zudecken::V,breiða yfir,dekke til
1166,wecken::V,vekja,vekke
1167,zeigen::V,sýna,vise
1168,führen::V,leiða,føre
1169,lehren::V,kenna,lære
1170,unterrichten::V,fræða,undervise
1171,aufziehen::V,ala upp,oppdra
1172,leiten::V,stjórna,lede
1173,antreiben::V,hvetja,drive på
1174,lassen::V,láta,få til å
1175,einladen::V,bjóða heim,be
1176,einladen::V,bjóða heim,invitere
1177,vereinigen::V,sameina,forene
1178,besuchen::V,heimsækja,besøke
1179,treffen::V,hitta,møte
1180,treffen::V,hitta,treffe
1181,sich versammeln::V,safnast saman,forsamles
1182,spielen::V,leika sér,leke
1183,spielen::V,leika sér,spille
1184,singen::V,syngja,synge
1185,tanzen::V,dansa,danse
1186,sich trennen::V,skiljast,skilles
1187,verlassen::V,yfirgefa,forlate
1188,retten::V,bjarga,redde
1189,bewachen::V,gæta,bevokte
1190,bewachen::V,hafa vörð á,bevokte
1191,schützen::V,vernda,verne
1192,schützen::V,vernda,beskytte
1193,verteidigen::V,verja,forsvare
1194,sich schlagen::V,slást,slåss
1195,sich schlagen::V,berjast,slåss
1196,schießen::V,skjóta,skyte
1197,siegen::V,sigra,seire
1198,ärgern::V,ergja,ergre
1199,ärgern::V,skaprauna,ergre
1200,schlagen::V,slá,
1201,schlagen::V,lemja,
1202,treten::V,sparka,sparke
1203,stechen::V,stinga,stikke
1204,stoßen::V,hrinda,støte
1205,stehlen::V,stela,stjele
1206,stören::V,trufla,forstyrre
1207,belästigen::V,ónáða,plage
1208,belästigen::V,ónáða,sjenere
1209,verbergen::V,leyna,gjemme
1210,täuschen::V,gabba,villede
1211,täuschen::V,blekkja,villede
1212,betrügen::V,svíkja,bedra
1213,betrügen::V,blekkja,bedra
1214,töten::V,drepa,drepe
1215,wohnen::V,búa,bo
1216,arbeiten::V,vinna,arbeide
1217,sammeln::V,safna,samle
1218,pflücken::V,tína,plukke
1219,pflücken::V,reyta,plukke
1220,jagen::V,veiða,jage
1221,fischen::V,fiska,fiske
1222,fassen::V,veiða,fange
1223,hüten::V,gæta,vokte
1224,hüten::V,vakta,vokte
1225,treiben::V,reka,drive
1226,anbinden::V,binda við,feste
1227,anbinden::V,binda fast,feste
1228,füttern::V,fóðra,fore
1229,melken::V,mjólka,melke
1230,hacken::V,höggva,hakke
1231,gießen::V,hella,helle
1232,reifen::V,þroskast,modne
1233,zubereiten::V,elda,lage
1234,zubereiten::V,elda,tilberede
1235,zubereiten::V,tilbúa,lage
1236,zubereiten::V,tilbúa,tilberede
1237,kochen::V,sjóða,koke
1238,backen::V,baka,bake
1239,braten::V,steikja,steke
1240,umrühren::V,hræra í,røre om
1241,stricken::V,prjóna,strikke
1242,nähen::V,sauma,sy
1243,färben::V,lita,farge
1244,reinigen::V,hreinsa,rense
1245,reinigen::V,hreinsa,gjøre ren
1246,waschen::V,þvo,vaske
1247,abwischen::V,þerra,tørke av
1248,spülen::V,skola,spyle
1249,spülen::V,skola,skylle
1250,spülen::V,þvo upp,spyle
1251,spülen::V,þvo upp,skylle
1252,fegen::V,sópa,feie
1253,fegen::V,hreinsa,feie
1254,kehren::V,sópa,koste
1255,baden::V,baða sig,bade
1256,sich waschen::V,þvo sér,vaske seg
1257,ausziehen::V,fara úr,ta av
1258,anziehen::V,fara í,ta på
1259,sich anziehen::V,klæðast,kle på seg
1260,kämmen::V,greiða,gre
1261,kämmen::V,greiða,kjemme
1262,schmücken::V,prýða,pynte
1263,schmücken::V,prýða,smykke
1264,schmücken::V,skreyta,pynte
1265,schmücken::V,skreyta,smykke
1266,sagen::V,segja,si
1267,sprechen::V,tala,snakke
1268,reden::V,ræða,tale
1269,reden::V,ræða,snakke
1270,sich unterhalten::V,spjalla,samtale
1271,sich unterhalten::V,ræðast við,samtale
1272,fragen::V,spyrja,spørre
1273,bitten::V,biðja,be
1274,erzählen::V,segja frá,fortelle
1275,mitteilen::V,tilkynna,meddele
1276,nennen::V,nefna,kalle
1277,rufen::V,kalla,rope
1278,prahlen::V,gorta,skryte
1279,übersetzen::V,þýða,oversette
1280,denken::V,hugsa,tenke
1281,glauben::V,trúa,tro
1282,bemerken::V,taka eftir,bemerke
1283,bemerken::V,taka eftir,legge merke til
1284,erkennen::V,þekkja,gjenkjenne
1285,begreifen::V,skilja,begripe
1286,verstehen::V,skilja,forstå
1287,verstehen::V,skilja,skjønne
1288,lernen::V,læra,lære
1289,wissen::V,vita,vite
1290,sich erinnern an::V,minnast,huske på
1291,vergessen::V,gleyma,glemme
1292,messen::V,mæla,måle
1293,zählen::V,telja,telle
1294,rechnen::V,reikna,regne
1295,lesen::V,lesa,lese
1296,malen::V,mála,male
1297,zeichnen::V,teikna,tegne
1298,schreiben::V,skrifa,skrive
1299,besitzen::V,hafa,eie
1300,besitzen::V,hafa,inneha
1301,kaufen::V,kaupa,kjøpe
1302,verkaufen::V,selja,selge
1303,bezahlen::V,borga,betale
1304,zahlen::V,borga,betale
1305,beherrschen::V,hafa á valdi sínu,beherske
1306,ertragen::V,þola,orke
