,Concept_ID,bg,ce
821,dreißig::NUM,тридесет,ткъе итт
822,vierzig::NUM,четиридесет,шовзткъа
823,fünfzig::NUM,петдесет,шовзткъе итт
824,sechzig::NUM,шестдесет,кхузткъа
825,siebzig::NUM,седемдесет,кхузткъе итт
826,achtzig::NUM,осемдесет,дезткъа
827,neunzig::NUM,деветдесет,дезткъе итт
828,hundert::NUM,сто,бӏе
829,tausend::NUM,хиляда,эзар
830,und::CNJ,а,a
831,und::CNJ,та,a
832,oder::CNJ,или,я
833,stehen::V,стоя,латта
834,sitzen::V,седя,хиъна ӏан
835,liegen::V,лежа,ӏилла
836,hängen::V,вися,кхаза
837,werden::V,бъда,хила
838,werden::V,стана,хила
839,passieren::V,случа се,хила
840,beginnen::V,започна,доло
841,enden::V,свърша,дӏадерза
842,wechseln::V,променям,хийца
843,aufgehen[Sonne]::V,изгрея,кхета
844,untergehen[Sonne]::V,заляза,чубуза
845,scheinen[Sonne]::V,грея,серло яла
846,scheinen[Sonne]::V,светя,серло яла
847,donnern::V,гърмя,къекъа
848,wehen::V,вея,хьекха
849,wehen::V,духам,хьекха
850,strömen::V,тека,эха
851,strömen::V,лея се,эха
852,fließen::V,тека,охьаэха
853,sich drehen::V,въртя се,хьийза
854,schwanken::V,клатя се,леста
855,schwingen::V,трептя,лесто
856,fallen::V,падам,охьакхета
857,brennen::V,горя,дага
858,rauchen::V,димя,оза
859,regnen::V,вали дъжд,догlа догlу
860,gefrieren::V,замръзна,гӏоро
861,tauen::V,топя се,даша
862,schmelzen::V,разтопя се,лала
863,trocknen::V,съхна,дакъо
864,sieden::V,вря,кхехка
865,sieden::V,кипя,кхехка
866,faulen::V,гния,дахкадала
867,verfaulen::V,изгния,дахкадала
868,reißen::V,напукам се,хеда
869,versinken::V,потъна,хичудаха
870,vergehen::V,минавам,дlаэха
871,erscheinen::V,явя се,схьадала
872,erscheinen::V,явя се,ӏоттадала
873,verschwinden::V,изчезна,къайладала
874,sinken::V,падна,лахдала
875,abnehmen::V,отслабна,
876,zunehmen::V,нарасна,лакхадала
877,steigen::V,увелича се,хьаладала
878,steigen::V,покачвам се,хьаладала
879,wachsen::V,раста,кхиа
880,glänzen::V,лъщя,лепа
881,glänzen::V,блестя,лепа
882,funkeln::V,искря,къега
883,lärmen::V,шумя,гӏовгӏаян
884,läuten::V,звъня,детта
885,klingeln::V,звъня,дека
886,klirren::V,звънтя,дека
887,klirren::V,дрънкам,дека
888,brausen::V,буча,хьаьдда даха
889,rauschen::V,шумя,леста
890,klingen::V,звуча,дека
891,bellen::V,лая,лета
892,heulen::V,вия,угӏа
893,heulen::V,рева,угӏа
894,blasen::V,духна,хӏуп баха
895,pfeifen::V,свиря,шок етта
896,schreien::V,крещя,мохь бетта
897,stöhnen::V,стена,узарш дан
898,stöhnen::V,пъшкам,узарш дан
899,zittern::V,треперя,дега
900,leben::V,живея,даха
901,geboren werden::V,родя се,хила
902,atmen::V,дишам,садеӏа
903,trinken::V,пия,мала
904,essen::V,ям,кхалла
905,schlucken::V,гълтам,къурдбан
906,müde werden::V,уморя се,кӏаддала
907,einschlafen::V,заспя,наб кхета
908,schlafen::V,спя,вижа
909,schlafen::V,спя,наб ян
910,schlafen::V,спя,дижина хила
911,aufwachen::V,събудя се,самадала
912,aufstehen::V,стана,гӏатта
913,sich erholen::V,отдъхвам си,садаӏа
914,krank werden::V,заболея,цомгуш хила
915,krank sein::V,боледувам,цомгуш хила
916,schmerzen::V,боля,лаза
917,schmerzen::V,боля,ӏийжа
918,husten::V,кашлям,йовхарш етта
919,genesen::V,оздравея,тадала
920,sterben::V,умра,дала
921,umkommen::V,загина,хӏаллакхила
922,sich bewegen::V,движа се,лела
923,sich bewegen::V,мърдам се,лела
924,sich rühren::V,движа се,меттахъхьен
925,sich erheben::V,стана,хьалагlатта
926,sich setzen::V,седна,хаа
927,hinfallen::V,падна,дожа
928,hinfallen::V,падна,охьакхета
929,laufen::V,ходя,вада
930,laufen::V,ходя,хьада
931,schreiten::V,крача,болар дан
932,schreiten::V,крача,ког баккха
933,spazierengehen::V,разхождам се,доладала
934,eilen::V,бързам,сихдала
935,sich beeilen::V,побързам,сихдала
936,sausen::V,тичам,
937,rennen::V,бягам,дада
938,springen::V,скачам,ирхкхийсадала
939,klettern::V,катеря се,тӏедийла
940,schaukeln::V,люлея се,техко
941,kriechen::V,лазя,такха
942,kriechen::V,пълзя,такха
943,schwimmen::V,плувам,некадан
944,tauchen::V,гмуркам се,чулелха
945,rudern::V,греба,дига лело
946,rudern::V,греба,кема лело
947,fahren::V,пътувам,хахка
948,fliegen::V,летя,тӏемадала
949,fliegen::V,хвърча,тӏемадала
950,gehen::V,ида,лeла
951,gehen::V,вървя,лeла
952,weggehen::V,отида си,дӏадаха
953,abfahren::V,отпътувам,дӏадаха
954,anhalten::V,спра се,саца
955,hineingehen::V,влизам,чудала
956,eintreten::V,вляза,чудала
957,kommen::V,ида,кхача
958,kommen::V,ида,дӏакхача
959,kommen::V,ида,схьакхача
960,kommen::V,дойда,кхача
961,kommen::V,дойда,дӏакхача
962,kommen::V,дойда,схьакхача
963,ankommen::V,пристигна,кхача
964,ankommen::V,пристигна,схьакхача
965,zurückkommen::V,върна се,юхада
966,bleiben::V,остана,диса
967,warten::V,чакам,хьежа
968,warten::V,чакам,cобар дан
969,erwarten::V,очаквам,хьоьжуш ӏан
970,suchen::V,търся,леха
971,finden::V,намеря,каро
972,versuchen::V,опитам,дан хьажа
973,vorbereiten::V,подготвя,кечъян
974,lieben::V,любя,деза
975,mögen::V,обичам,безамхила
976,lachen::V,смея се,дела
977,rühren::V,трогна,хьедан
978,weinen::V,плача,делха
979,schimpfen::V,ругая,чехо
980,schimpfen::V,псувам,чехо
981,sich ärgern::V,ядосам се,оьгӏазъэха
982,sich fürchten::V,боя се,кхера
983,sich fürchten::V,страхувам се,кхера
984,fürchten::V,боя се от,кхера
985,fürchten::V,страхувам се от,кхера
986,fliehen::V,бягам,дӏадада
987,flüchten::V,бягам,дӏадада
988,flüchten::V,избягам,дӏадада
989,sehen::V,видя,ган
990,anschauen::V,гледам,хьажа
991,anschauen::V,гледам,хьежа
992,ansehen::V,поглеждам,хьовса
993,hören::V,чувам,хаза
994,zuhören::V,слушам,ладогӏа
995,probieren::V,опитам,хьажа
996,riechen::V,подуша,хьожа яха
997,fühlen::V,усещам,хаадала
998,fühlen::V,чувствувам,хаадала
999,scheinen::V,изглеждам,мотта
1000,zu sehen sein::V,виждам се,гуш хила
1001,vernehmen::V,доловя,бартхатта
1002,frieren::V,мръзна,гӏоро
1003,tun::V,правя,дан
1004,können::V,мога,дадала
1005,wollen::V,ща,тӏергӏа
1006,wollen::V,искам,тӏергӏа
1007,anfangen::V,започна,доло
1008,beenden::V,свърша,довла
1009,beenden::V,завърша,довла
1010,aufhören::V,престана,саца
1011,gelingen::V,успея,кадала
1012,gelingen::V,сполуча,кадала
1013,geraten::V,удам се,хила
1014,öffnen::V,отворя,дӏаделла
1015,öffnen::V,отворя,схьаделла
1016,schließen::V,затворя,къовла
1017,schließen::V,затворя,дӏачӏагӏа
1018,stellen::V,поставя,хlотто
1019,setzen::V,туря,дийгӏа
1020,legen::V,сложа,охьадилла
1021,legen::V,слагам,охьадилла
1022,berühren::V,докосна,хьедан
1023,verbinden::V,свържа,вовшахтаса
1024,bedecken::V,покрия,тилла
1025,bedecken::V,покрия,тӏетаса
1026,aufhängen::V,закача,хьалаолла
1027,anzünden::V,запаля,лато
1028,aufheben::V,вдигна,айа
1029,aufheben::V,повдигна,айа
1030,zurücklassen::V,оставя,дита
1031,verlieren::V,загубя,дайа
1032,fallen lassen::V,изпусна,охьадожо
1033,machen::V,направя,дан
1034,herstellen::V,произведа,дан
1035,bauen::V,строя,гӏишлоян
1036,reparieren::V,поправя,тадан
1037,verbessern::V,подобря,нисдан
1038,ändern::V,променя,хийца
1039,graben::V,копая,ахка
1040,beugen::V,прегъна,сатто
1041,biegen::V,прегъна,сатто
1042,drehen::V,въртя,хьовзо
1043,wenden::V,обърна,
1044,umdrehen::V,обърна,хьовзo
1045,heben::V,вдигам,айа
1046,heben::V,вдигам,хьалаайа
1047,hochheben::V,издигна,хьалаайа
1048,ergreifen::V,хвана,дӏалаца
1049,ergreifen::V,обхвана,дӏалаца
1050,halten::V,държа,латто
1051,drücken::V,натискам,тӏетаӏо
1052,drücken::V,притискам,тӏетаӏо
1053,schieben::V,тикам,татта
1054,kratzen::V,одраскам,мӏараш тийса
1055,lecken::V,лижа,мотт хьекха
1056,lecken::V,ближа,мотт хьекха
1057,beißen::V,хапя,катoха
1058,beißen::V,ухапя,катoха
1059,abreißen::V,откъсна,схьадаккха
1060,abschneiden::V,отрежа,кхада
1061,binden::V,вържа,дӏадехка
1062,binden::V,вържа,вовшахтаса
1063,stecken::V,пъхна,чудахийта
1064,brechen::V,троша,кагдан
1065,klopfen::V,чукам,детта
1066,hauen::V,бия,етта
1067,kleben::V,лепя,тӏелато
1068,kleben::V,залепя,тӏелато
1069,reiben::V,трия,хьекхо
1070,reiben::V,търкам,хьекхо
1071,streichen::V,намажа,тlехьакха
1072,schleifen::V,остря,ирдан
1073,schneiden::V,режа,ларга
1074,rütteln::V,разтърсвам,лесто
1075,schütteln::V,клатя,лесто
1076,schütteln::V,друсам,лесто
1077,schwenken::V,размахам,лесто
1078,schütten::V,сипя,дотта
1079,füllen::V,напълня,дуза
1080,einwickeln::V,увия,хьарчо
1081,einwickeln::V,завия,хьарчо
1082,tragen::V,нося,дахьа
1083,schleppen::V,влача,ийзо
1084,ziehen::V,тегля,озо
1085,ziehen::V,дръпна,озо
1086,aufbewahren::V,съхраня,ӏалашдан
1087,werfen::V,хвърля,кхосса
1088,fangen::V,ловя,леца
1089,fangen::V,уловя,леца
1090,packen::V,хвана,леца
1091,verstecken::V,крия,къайладаккха
1092,verstecken::V,скрия,къайладаккха
1093,teilen::V,разделя,декъа
1094,schicken::V,изпращам,дӏадахьийта
1095,bringen::V,донеса,дан
1096,hinzufügen::V,прибавя,тӏетоха
1097,bekommen::V,сдобия се,даккха
1098,erhalten::V,получа,даккха
1099,nehmen::V,взема,схьаэца
1100,wählen::V,избирам,харжа
1101,auswählen::V,избера,харжа
1102,bewahren::V,пазя,lалашдан
1103,behindern::V,преча,новкъарло ян
1104,behindern::V,спъвам,новкъарло ян
1105,verderben::V,разваля,талхо
1106,beschädigen::V,повредя,дохо
1107,zerbrechen::V,счупя,дохо
1108,zerbrechen::V,счупя,кагдан
1109,zerreißen::V,скъсам,хадо
1110,zerstören::V,разруша,дохо
1111,zerstören::V,разруша,кагдан
1112,verbrennen::V,изгоря,даго
1113,geben::V,дам,яла
1114,reichen::V,подам,дӏадала
1115,reichen::V,подам,дӏакховдо
1116,schenken::V,подаря,совгӏат дан
1117,versprechen::V,обещая,ваӏда дан
1118,wünschen::V,желая,лаа
1119,loben::V,хваля,хасто
1120,küssen::V,целувам,оба яккха
1121,wiegen::V,люлея,тахка
1122,zudecken::V,покрия,тӏетаса
1123,wecken::V,събудя,самадаккха
1124,zeigen::V,покажа,гайта
1125,führen::V,водя,дига
1126,führen::V,заведа,дига
1127,lehren::V,уча,ӏамо
1128,unterrichten::V,преподавам,хьеха
1129,aufziehen::V,отгледам,кхио
1130,leiten::V,ръководя,урхалла дан
1131,leiten::V,управлявам,урхалла дан
1132,antreiben::V,подкарвам,сихдан
1133,lassen::V,накарам,-йта
1134,einladen::V,поканя,кхайкха
1135,vereinigen::V,съединя,цхьаьнатоха
1136,besuchen::V,посетя,хьажахIотта
1137,treffen::V,срещна,дуьхьалкхета
1138,sich versammeln::V,събера се,гулдан
1139,spielen::V,играя,ловза
1140,singen::V,пея,лакха
1141,tanzen::V,танцувам,хелхадала
1142,sich trennen::V,разделя се,къаста
1143,verlassen::V,напусна,дита
1144,retten::V,спася,кӏелхьардаккха
1145,bewachen::V,охранявам,ха дан
1146,schützen::V,запазя,лардан
1147,verteidigen::V,защитя,лардан
1148,sich schlagen::V,бия се,етта
1149,schießen::V,стрелям,детта
1150,siegen::V,победя,тола
1151,ärgern::V,ядосам,оьгӏаздахийта
1152,schlagen::V,бия,тоха
1153,schlagen::V,ударя,тоха
1154,treten::V,ритам,мийра тоха
1155,stechen::V,бодна,ӏотта
1156,stechen::V,бодна,къовзо
1157,stoßen::V,бутна,татта
1158,stoßen::V,блъсна,татта
1159,stören::V,смутя,новкъарло ян
1160,belästigen::V,отегча,сагатдан
1161,belästigen::V,безпокоя,сагатдан
1162,verbergen::V,скрия,къайладаккха
1163,täuschen::V,измамя,ӏexo
1164,betrügen::V,измамя,ледан
1165,töten::V,убия,ден
1166,töten::V,умъртвя,ден
1167,wohnen::V,живея,даха
1168,arbeiten::V,работя,къахьега
1169,sammeln::V,събера,гулдан
1170,pflücken::V,бера,даха
1171,pflücken::V,откъсна,даха
1172,jagen::V,ловувам,талла
1173,fischen::V,ловя риба,чӏерий леца
1174,fassen::V,хвана,лаца
1175,fassen::V,хвана,схьалаца
1176,hüten::V,пазя,лардан
1177,treiben::V,карам,лахка
1178,anbinden::V,завържа,дӏадехка
1179,füttern::V,храня,хӏума яла
1180,melken::V,доя,оза
1181,hacken::V,сека,
1182,gießen::V,полея,хи тоха
1183,reifen::V,узрея,хьекъа
1184,zubereiten::V,приготвя,кечъян
1185,zubereiten::V,приготвя,кхача бан
1186,kochen::V,варя,кхача бан
1187,backen::V,пека,датта
1188,braten::V,пържа,кхарза
1189,umrühren::V,разбъркам,кего
1190,stricken::V,плета,
1191,nähen::V,шия,тега
1192,färben::V,боядисам,басардан
1193,reinigen::V,почистя,цӏандан
1194,waschen::V,мия,йила
1195,waschen::V,мия,йитта
1196,waschen::V,мия,дӏадайа
1197,waschen::V,пера,йила
1198,waschen::V,пера,йитта
1199,waschen::V,пера,дӏадайа
1200,abwischen::V,избърша,дӏадайа
1201,spülen::V,плакна,хи кхарза
1202,fegen::V,измета,нуй хьакха
1203,kehren::V,мета,нуй хьакха
1204,baden::V,къпя се,лийча
1205,sich waschen::V,мия се,юьхь йила
1206,ausziehen::V,съблека,духар дӏадаккха
1207,anziehen::V,облека,
1208,sich anziehen::V,облека се,духа
1209,kämmen::V,реша,ехк хьакха
1210,kämmen::V,вчеша,ехк хьакха
1211,schmücken::V,накича,хаздан
1212,sagen::V,кажа,ала
1213,sprechen::V,говоря,баха
1214,sprechen::V,говоря,мотт бийца
1215,reden::V,говоря,къамел дан
1216,sich unterhalten::V,разговарям,къамел дан
1217,fragen::V,запитам,хатта
1218,bitten::V,моля,деха
1219,erzählen::V,разкажа,дийца
1220,mitteilen::V,съобщя,хаам бан
1221,nennen::V,нарека,цӏе яккха
1222,rufen::V,викам,кхайкха
1223,rufen::V,повикам,кхайкха
1224,prahlen::V,хваля се,куралла ян
1225,prahlen::V,хваля се,дозалла дан
1226,übersetzen::V,преведа,гоч дан
1227,denken::V,мисля,ойла ян
1228,glauben::V,вярвам,теша
1229,bemerken::V,забележа,ган
1230,erkennen::V,позная,довза
1231,begreifen::V,схвана,кхета
1232,verstehen::V,разбера,кхета
1233,lernen::V,уча се,деша
1234,wissen::V,зная,хаа
1235,sich erinnern an::V,спомня си за,дагадан
1236,vergessen::V,забравя,дицдала
1237,messen::V,меря,дуста
1238,zählen::V,броя,дагардан
1239,rechnen::V,сметна,лара
1240,lesen::V,чета,еша
1241,malen::V,рисувам,сурт дилла
1242,zeichnen::V,рисувам,сурт дилла
1243,schreiben::V,пиша,яздан
1244,besitzen::V,имам,доладан
1245,besitzen::V,притежавам,доладан
1246,kaufen::V,купя,эца
1247,kaufen::V,купувам,эца
1248,verkaufen::V,продам,дохка
1249,bezahlen::V,заплатя,мах бала
1250,zahlen::V,платя,мах бала
1251,beherrschen::V,владея,собаре хила
1252,ertragen::V,понеса,лан
1253,ertragen::V,понеса,сатоха
1254,ertragen::V,понеса,садетта
1255,Platte::N,,у
1256,Stütze::N,,гӏopтоp
1257,stehlen::V,,лачкъо
