,Concept_ID,el,ar
490,Pfad::N,μονοπάτι,درب
491,Weg::N,δρόμος,سكة
492,Straße::N,οδός,طريق
493,Straße::N,δρόμος,طريق
494,Dorf::N,χωριό,قرية
495,Stadt::N,πόλη,مدينة
496,Brief::N,γράμμα,خطاب
497,Brief::N,γράμμα,مكتوب
498,Brief::N,επιστολή,خطاب
499,Brief::N,επιστολή,مكتوب
500,Buch::N,βιβλίο,كتاب
501,Buchstabe::N,γράμμα,حرف
502,Zeitung::N,εφημερίδα,جريدة
503,Leben::N,ζωή,عيش
504,Leben::N,ζωή,حياة
505,Leben::N,βίος,عيش
506,Leben::N,βίος,حياة
507,Tod::N,θάνατος,موت
508,Tod::N,θάνατος,وفاة
509,Grab::N,τάφος,قبر
510,Kirche::N,εκκλησία,كنيسة
511,Sünde::N,αμαρτία,خطيئة
512,Gott::N,θεός,إله
513,Arbeiter::N,εργάτης,عامل
514,Chef::N,προϊστάμενος,رئيس
515,Meister::N,μάστορας,أسطى
516,Meister::N,αρχιτεχνίτης,أسطى
517,Arzt::N,γιατρός,طبيب
518,Lehrer::N,δάσκαλος,مدرس
519,Geld::N,λεφτά,نقود
520,Geld::N,χρήματα,نقود
521,Geschäft::N,συναλλαγή,صفقة
522,Laden::N,μαγαζί,دكان
523,Laden::N,κατάστημα,دكان
524,Preis::N,τιμή,سعر
525,Ware::N,εμπόρευμα,بضاعة
526,Nutzen::N,όφελος,فائدة
527,Reichtum::N,πλούτος,غنى
528,Reichtum::N,πλούτος,ثروة
529,Welt::N,κόσμος,عالم
530,Welt::N,κόσμος,دنيا
531,Land::N,χώρα,بلد
532,Staat::N,κράτος,دولة
533,Staat::N,πολιτεία,دولة
534,König::N,βασιλιάς,ملك
535,Macht::N,εξουσία,سلطة
536,Grenze::N,σύνορα,حدود
537,Krieg::N,πόλεμος,حرب
538,Feind::N,εχθρός,عدو
539,Gewalt::N,βία,عنف
540,Kampf::N,αγώνας,قتال
541,Bogen[Waffe]::N,τόξο,قوس
542,Pfeil::N,σαΐτα,سهم
543,Gewehr::N,τουφέκι,بندقية
544,Fehler::N,λάθος,خطأ
545,Fehler::N,σφάλμα,خطأ
546,Lüge::N,ψέμα,كذب
547,Lüge::N,ψεύδος,كذب
548,Schaden::N,ζημία,تلف
549,Unglück::N,δυστυχία,نحس
550,Schuld::N,ενοχή,ذنب
551,Schuld::N,φταίξιμο,ذنب
552,Alter::N,ηλικία,سن
553,Alter::N,ηλικία,عمر
554,Schluss::N,τέλος,ختام
555,Schluss::N,τέλος,نهاية
556,Zeit::N,χρόνος,وقت
557,Tag::N,μέρα,يوم
558,Tag::N,ημέρα,يوم
559,Morgen::N,πρωί,صباح
560,Mittag::N,μεσημέρι,ظهر
561,Abend::N,βράδυ,مساء
562,Nacht::N,νύχτα,ليلة
563,Woche::N,εβδομάδα,أسبوع
564,Monat::N,μήνας,شهر
565,Jahr::N,έτος,عام
566,Jahr::N,έτος,سنة
567,Jahr::N,χρόνος,عام
568,Jahr::N,χρόνος,سنة
569,Frühling::N,άνοιξη,ربيع
570,Sommer::N,καλοκαίρι,صيف
571,Herbst::N,φθινόπωρο,خريف
572,Winter::N,χειμώνας,شتاء
573,Januar::N,Ιανουάριος,يناير
574,Januar::N,Ιανουάριος,كانون الثاني
575,Februar::N,Φεβρουάριος,شباط
576,Februar::N,Φεβρουάριος,فبراير
577,März::N,Μάρτιος,آذار
578,März::N,Μάρτιος,مارس
579,April::N,Απρίλιος,نيسان
580,Mai::N,Μάιος,مايو
581,Juni::N,Ιούνιος,يونيو
582,Juni::N,Ιούνιος,حزيران
583,Juli::N,Ιούλιος,تموز
584,Juli::N,Ιούλιος,يوليو
585,August::N,Αύγουστος,آب
586,August::N,Αύγουστος,أغسطس
587,September::N,Σεπτέμβριος,أيلول
588,September::N,Σεπτέμβριος,سبتمبر
589,Oktober::N,Οκτώβριος,أكتوبر
590,Oktober::N,Οκτώβριος,تشرين الأول
591,November::N,Νοέμβριος,نوفمبر
592,November::N,Νοέμβριος,تشرين الثاني
593,Dezember::N,Δεκέμβριος,ديسمبر
594,Dezember::N,Δεκέμβριος,كانون الأول
595,Montag::N,Δευτέρα,يوم الاثنين
596,Dienstag::N,Τρίτη,يوم الثلاثاء
597,Mittwoch::N,Τετάρτη,يوم الأربعاء
598,Donnerstag::N,Πέμπτη,يوم الخميس
599,Freitag::N,Παρασκευή,يوم الجمعة
600,Samstag::N,Σάββατο,يوم السبت
601,Sonntag::N,Κυριακή,يوم الأحد
602,groß::A,μεγάλος,كبير
603,klein::A,μικρός,صغير
604,lang::A,μακρύς,طويل
605,kurz::A,κοντός,قصير
606,breit::A,φαρδύς,واسع
607,schmal::A,στενός,ضيق
608,dicht::A,πυκνός,كث
609,dicht::A,πυκνός,كثيف
610,dick[Gegenstand]::A,παχύς,غليظ
611,dick[Gegenstand]::A,χοντρός,غليظ
612,dünn::A,ψιλός,رفيع
613,dünn::A,λεπτός,رفيع
614,fein::A,ψιλός,رقيق
615,fest::A,στερεός,متين
616,flach::A,επίπεδος,سهل
617,flach::A,επίπεδος,منبسط
618,glatt::A,λείος,ناعم
619,glatt::A,ομαλός,ناعم
620,hart::A,σκληρός,صلب
621,hart::A,σκληρός,جامد
622,weich::A,μαλακός,لين
623,rund::A,στρογγυλός,مستدير
624,spitz::A,μυτερός,مدبب
625,scharf::A,κοφτερός,حاد
626,stumpf::A,αμβλύς,ثالم
627,schwer::A,βαρύς,ثقيل
628,schön::A,ωραίος,جميل
629,schön::A,όμορφος,جميل
630,heiß::A,ζεστός,حار
631,heiß::A,ζεστός,ساخن
632,warm::A,θερμός,دافئ
633,kalt::A,κρύος,بارد
634,kalt::A,ψυχρός,بارد
635,kühl::A,δροσερός,قر
636,frisch::A,νωπός,طازج
637,frisch::A,φρέσκος,طازج
638,feucht::A,υγρός,رطب
639,nass::A,βρεγμένος,مبلول
640,trocken::A,ξηρός,جاف
641,trocken::A,στεγνός,جاف
642,voll::A,γεμάτος,ملء
643,leer::A,άδειος,خال
644,leer::A,άδειος,فارغ
645,offen::A,ανοιχτός,مفتوح
646,geschlossen::A,κλειστός,مغلق
647,sauber::A,καθαρός,نظيف
648,schmutzig::A,βρώμικος,قذر
649,schmutzig::A,λερωμένος,قذر
650,roh::A,ωμός,نيء
651,reif::A,ώριμος,ناضج
652,lecker::A,νόστιμος,لذيذ
653,süß::A,γλυκός,حلو
654,bitter::A,πικρός,مر
655,sauer::A,ξινός,حامض
656,hell::A,φωτεινός,نير
657,dunkel::A,σκοτεινός,مظلم
658,schwarz::A,μαύρος,أسود
659,schwarz::A,μελανός,أسود
660,weiß::A,άσπρος,أبيض
661,rot::A,κόκκινος,أحمر
662,gelb::A,κίτρινος,أصفر
663,blau::A,μπλε,أزرق
664,blau::A,γαλανός,أزرق
665,grün::A,πράσινος,أخضر
666,grau::A,γκρίζος,رمادي
667,bunt::A,ποικιλόχρωπος,ملوب
668,billig::A,φτηνός,رخيص
669,teuer::A,ακριβός,غال
670,wertvoll::A,πολύτιμος,ثمين
671,blind::A,τυφλός,أعمى
672,taub::A,κουφός,أصم
673,taub::A,κουφός,أطرش
674,kräftig::A,δυνατός,قوي
675,stark::A,γερός,قوي
676,schwach::A,αδύνατος,ضعيف
677,fett::A,παχύς,سمين
678,schlank::A,λεπτός,أهيف
679,schlank::A,λυγερός,أهيف
680,hübsch::A,όμορφος,جميل
681,hübsch::A,χαριτωμένος,جميل
682,böse::A,κακός,رديء
683,dumm::A,κουτός,أبله
684,dumm::A,κουτός,أحمق
685,dumm::A,ανόητος,أبله
686,dumm::A,ανόητος,أحمق
687,faul::A,τεμπέλης,كسلان
688,fleißig::A,εργατικός,مجتهد
689,geizig::A,τσιγγούνης,بخيل
690,klug::A,έξυπνος,ذكي
691,klug::A,έξυπνος,عاقل
692,geschickt::A,επιδέξιος,ماهر
693,lieb::A,φίλος,عزيز
694,lieb::A,αγαπητός,عزيز
695,lustig::A,εύθυμος,مرح
696,lustig::A,χαρούμενος,مرح
697,sanft::A,ήπιος,حليم
698,hungrig::A,πεινασμένος,جائع
699,krank::A,άρρωστος,مريض
700,nackt::A,γυμνός,عار
701,traurig::A,λυπημένος,حزين
702,lebendig::A,ζωντανός,حي
703,gut::A,καλός,جيد
704,schlecht::A,κακός,سيء
705,richtig::A,σωστός,صحيح
706,schlimm::A,άσχημος,خبيث
707,wahr::A,αληθής,حق
708,wahr::A,αληθινός,حق
709,alt::A,παλιός,قديم
710,neu::A,νέος,جديد
711,neu::A,καινούργιος,جديد
712,ehemalig::A,παλιός,سابق
713,alt[Lebewesen]::A,γέρος,مسن
714,jung::A,νέος,شاب
715,jung::A,νέος,صغير
716,arm::A,φτωχός,فقير
717,reich::A,πλούσιος,غني
718,bekannt::A,γνωστός,معلوم
719,berühmt::A,περίφημος,مشهور
720,berühmt::A,ξακουσμένος,مشهور
721,fremd::A,ξένος,أجنبي
722,verschieden::A,διαφορετικός,مختلف
