,Concept_ID,cs,ar
809,durch::PRP,skrz,عبر
810,durch::PRP,skrz,خلال
811,neben::PRP,vedle,جنب
812,neben::PRP,vedle,بجانب
813,zwischen::PRP,mezi,بين
814,wegen::PRP,pro,بسبب
815,dies::PRN,toto,هذا
816,dies::PRN,tohle,هذا
817,das::PRN,to,ذلك
818,alles::PRN,všechno,الكل
819,ich::PRN,já,أنا
820,du::PRN,ty,أنت
821,er::PRN,on,هو
822,wir::PRN,my,نحن
823,ihr::PRN,vy,أنتم
824,ihr::PRN,vy,أنتن
825,sie::PRN,oni,هم
826,sie::PRN,oni,هن
827,was::FPRN,co,ما
828,wer::FPRN,kdo,من
829,wo::FADV,kde,أين
830,wohin::FADV,kam,إلى أين
831,wie::FADV,jak,كيف
832,warum::FADV,proč,لماذا
833,wieviel::FNUM,kolik,كم
834,eins::NUM,jeden,واحد
835,zwei::NUM,dva,اثنين
836,drei::NUM,tři,ثلاثة
837,vier::NUM,čtyři,أربعة
838,fünf::NUM,pět,خمسة
839,sechs::NUM,šest,ستة
840,sieben::NUM,sedm,سبعة
841,acht::NUM,osm,ثمانية
842,neun::NUM,devět,تسعة
843,zehn::NUM,deset,عشرة
844,elf::NUM,jedenáct,أحد عشر
845,zwölf::NUM,dvanáct,اثنا عشر
846,zwanzig::NUM,dvacet,عشرون
847,dreißig::NUM,třicet,ثلاثون
848,vierzig::NUM,čtyřicet,أربعون
849,fünfzig::NUM,padesát,خمسون
850,sechzig::NUM,šedesát,ستون
851,siebzig::NUM,sedmdesát,سبعون
852,achtzig::NUM,osmdesát,ثمانون
853,neunzig::NUM,devadesát,تسعون
854,hundert::NUM,sto,مئة
855,tausend::NUM,tisíc,ألف
856,und::CNJ,a,و
857,oder::CNJ,nebo,أو
858,stehen::V,stát,وقف
859,sitzen::V,sedět,جلس
860,liegen::V,ležet,رقد
861,hängen::V,viset,تعلق
862,werden::V,stát se,صار
863,werden::V,stát se,أصبح
864,passieren::V,stát se,حدث
865,beginnen::V,počít,ابتدأ
866,enden::V,končit,انتهى
867,enden::V,skončit,انتهى
868,wechseln::V,měnit se,تغير
869,aufgehen[Sonne]::V,vyjít,شرق
870,untergehen[Sonne]::V,zapadnout,غرب
871,scheinen[Sonne]::V,svítit,أضاء
872,donnern::V,hřmět,رعد
873,wehen::V,vát,هب
874,wehen::V,vanout,هب
875,strömen::V,proudit,جرى
876,fließen::V,téct,سال
877,sich drehen::V,točit se,دار
878,schwanken::V,kolísat,ترنح
879,schwanken::V,houpat se,ترنح
880,schwingen::V,kývat se,ترجح
881,fallen::V,padat,سقط
882,brennen::V,hořet,احترق
883,rauchen::V,kouřit,دخن
884,regnen::V,pršet,أمطر
885,gefrieren::V,zamrznout,تجمد
886,tauen::V,tát,ذاب
887,schmelzen::V,tavit,ذاب
888,trocknen::V,schnout,نشف
889,sieden::V,vřít,غلى
890,faulen::V,hnít,فسد
891,verfaulen::V,shnít,تعفن
892,reißen::V,roztrhat se,انقطع
893,versinken::V,topit se,غرق
894,versinken::V,ponořit se,غرق
895,vergehen::V,plynout,مضى
896,erscheinen::V,objevit se,لاح
897,erscheinen::V,objevit se,ظهر
898,verschwinden::V,zmizet,غاب
899,sinken::V,klesat,هبط
900,abnehmen::V,ubýt,نقص
901,zunehmen::V,přibýt,ازداد
902,steigen::V,stoupat,صعد
903,steigen::V,stoupat,ارتفع
904,wachsen::V,růst,نما
905,wachsen::V,růst,نبت
906,glänzen::V,lesknout se,لمع
907,funkeln::V,jiskřit se,تلألأ
908,lärmen::V,dělat hluk,ضج
909,lärmen::V,dělat hluk,صخب
910,läuten::V,zvonit,قرع
911,klingeln::V,zvonit,دق
912,klirren::V,řinčet,قعقع
913,brausen::V,hučet,عج
914,rauschen::V,šumět,حف
915,klingen::V,znít,رن
916,bellen::V,štěkat,نبح
917,heulen::V,výt,عوى
918,blasen::V,foukat,نفخ
919,pfeifen::V,pískat,صفر
920,schreien::V,křičet,صرخ
921,stöhnen::V,sténat,أن
922,zittern::V,třást se,ارتعش
923,leben::V,žít,عاش
924,geboren werden::V,rodit se,ولد
925,atmen::V,dýchat,تنفس
926,trinken::V,pít,شرب
927,essen::V,jíst,أكل
928,schlucken::V,polykat,جرع
929,müde werden::V,unavit se,تعب
930,einschlafen::V,usnout,نام
931,schlafen::V,spát,نام
932,aufwachen::V,probudit se,استيقظ
933,aufstehen::V,vstát,قام
934,sich erholen::V,zotavovat se,استجم
935,krank werden::V,onemocnět,مرض
936,krank sein::V,být nemocný,مرض
937,schmerzen::V,bolet,آلم
938,husten::V,kašlat,كح
939,husten::V,kašlat,سعل
940,genesen::V,uzdravit se,نقه
941,sterben::V,umřít,مات
942,umkommen::V,zahynout,هلك
943,sich bewegen::V,pohnout se,تحرك
944,sich rühren::V,hnout se,تحرك
945,sich erheben::V,zdvihnout se,قام
946,sich setzen::V,posadit se,جلس
947,hinfallen::V,upadnout,وقع
948,laufen::V,běžet,مشى
949,schreiten::V,kráčet,خطا
950,spazierengehen::V,procházet se,تنزه
951,eilen::V,spěchat,عجل
952,sich beeilen::V,pospíšit si,استعجل
953,sausen::V,fičet,أسرع
954,rennen::V,pádit,عدا
955,rennen::V,pádit,ركض
956,springen::V,skákat,قفز
957,klettern::V,lézt,تسلق
958,klettern::V,šplhat,تسلق
959,schaukeln::V,houpat,تأرجح
960,kriechen::V,lézt,دب
961,kriechen::V,lézt,زحف
962,kriechen::V,plazit se,دب
963,kriechen::V,plazit se,زحف
964,schwimmen::V,plavat,سبح
965,tauchen::V,nořit se,غطس
966,rudern::V,veslovat,جذف
967,fahren::V,jet,ركب
968,fahren::V,jet,سافر
969,fahren::V,jezdit,ركب
970,fahren::V,jezdit,سافر
971,fliegen::V,létat,طار
972,gehen::V,jít,سار
973,gehen::V,jít,ذهب
974,weggehen::V,odejít,ذهب
975,weggehen::V,odejít,انصرف
976,abfahren::V,odjet,رحل
977,anhalten::V,zastavit se,توقف
978,hineingehen::V,vcházet se,دخل
979,eintreten::V,vstoupit,دخل
980,kommen::V,přijít,أتى
981,kommen::V,přijít,جاء
982,ankommen::V,dojít,وصل
983,zurückkommen::V,vrátit se,عاد
984,zurückkommen::V,vrátit se,رجع
985,bleiben::V,zůstat,مكث
986,warten::V,čekat,انتظر
987,erwarten::V,čekat na,ترقب
988,erwarten::V,čekat na,انتظر
989,suchen::V,hledat,بحث
990,finden::V,najít,وجد
991,versuchen::V,zkoušet,حاول
992,vorbereiten::V,připravit,أعد
993,vorbereiten::V,připravit,حضر
994,lieben::V,milovat,أحب
995,mögen::V,mít rád,أحب
996,lachen::V,smát se,ضحك
997,rühren::V,dojmout,أثر
998,weinen::V,plakat,بكى
999,schimpfen::V,nadávat,سب
1000,schimpfen::V,nadávat,شتم
1001,sich ärgern::V,pohoršit se,زعل
1002,sich fürchten::V,bát se,هاب
1003,fürchten::V,bát se,خاف
1004,fürchten::V,bát se,خشي
1005,fliehen::V,utéct,هرب
1006,flüchten::V,prchnout,فر
1007,sehen::V,vidět,رأى
1008,anschauen::V,podívat se na,نظر
1009,ansehen::V,sledovat,نظر
1010,hören::V,slyšet,سمع
1011,zuhören::V,poslouchat,أصغى
1012,probieren::V,ochutnávat,ذاق
1013,riechen::V,cítit,شم
1014,riechen::V,cítit,استنشق
1015,fühlen::V,cítit,شعر
1016,scheinen::V,zdát se,ظهر
1017,zu sehen sein::V,moci být viděn,ظهر
1018,vernehmen::V,uslyšet,سمع
1019,frieren::V,mrznout,بردان
1020,tun::V,dělat,فعل
1021,können::V,moct,قدر
1022,können::V,moct,استطاع
1023,wollen::V,chtít,شاء
1024,wollen::V,chtít,أراد
1025,anfangen::V,začít,بدأ
1026,beenden::V,ukončit,أنهى
1027,aufhören::V,přestat,توقف
1028,aufhören::V,přestat,انقطع
1029,gelingen::V,podařit se,نجح
1030,geraten::V,dařit se,طلع
1031,öffnen::V,otevřít,فتح
1032,schließen::V,zavřít,أغلق
1033,stellen::V,postavit,وضع
1034,stellen::V,postavit,أقام
1035,setzen::V,posadit,أجلس
1036,legen::V,klást,وضع
1037,legen::V,položit,وضع
1038,berühren::V,dotýkat se,مس
1039,berühren::V,dotýkat se,لمس
1040,verbinden::V,spojit,ربط
1041,verbinden::V,spojit,وصل
1042,bedecken::V,pokrýt,غطى
1043,aufhängen::V,oběsit,علق
1044,aufhängen::V,pověsit,علق
1045,anzünden::V,zapálit,أوقد
1046,anzünden::V,podpálit,أوقد
1047,aufheben::V,zvednout,لقط
1048,aufheben::V,zdvihnout,لقط
1049,zurücklassen::V,zanechat,ترك
1050,verlieren::V,ztratit,فقد
1051,fallen lassen::V,upustit,أسقط
1052,machen::V,udělat,فعل
1053,herstellen::V,vyrobit,صنع
1054,herstellen::V,vyrobit,أنتج
1055,bauen::V,stavět,بنى
1056,bauen::V,stavět,شيد
1057,bauen::V,budovat,بنى
1058,bauen::V,budovat,شيد
1059,reparieren::V,opravit,صلح
1060,verbessern::V,zlepšit,صحح
1061,ändern::V,změnit,غير
1062,graben::V,rýt,حفر
1063,graben::V,kopat,حفر
1064,beugen::V,ohnout,ثنى
1065,beugen::V,ohnout,أحنى
1066,biegen::V,ohnout,لوى
1067,drehen::V,točit,أدار
1068,drehen::V,točit,دور
1069,wenden::V,obrátit,قلب
1070,umdrehen::V,obrátit,قلب
1071,heben::V,zdvihnout,رفع
1072,hochheben::V,zvednout,رفع
1073,ergreifen::V,chopit se,مسك
1074,halten::V,držet,مسك
1075,drücken::V,stisknout,ضغط
1076,schieben::V,posouvat,حرك
1077,kratzen::V,škrábat,خدش
1078,lecken::V,lízat,لعق
1079,beißen::V,kousat,عض
1080,abreißen::V,utrhat,قلع
1081,abreißen::V,odtrhat,قلع
1082,abschneiden::V,uřezat,قطع
1083,abschneiden::V,ukrojit,قطع
1084,binden::V,přivázat,ربط
1085,stecken::V,strčit,دس
1086,brechen::V,lomit,كسر
1087,klopfen::V,ťukat,طرق
1088,klopfen::V,klepat,طرق
1089,hauen::V,bít,ضرب
1090,kleben::V,lepit,ألصق
1091,reiben::V,třít,حك
1092,streichen::V,mazat,نشر
1093,schleifen::V,brousit,سن
1094,schneiden::V,řezat,قطع
1095,schneiden::V,střihat,قطع
1096,rütteln::V,třást,رج
1097,rütteln::V,otřást,رج
1098,schütteln::V,třást,هز
1099,schütteln::V,zatřást,هز
1100,schwenken::V,mávat,لوح
1101,schütten::V,nasypat,صب
1102,füllen::V,naplnit,ملأ
1103,einwickeln::V,zavinout,لف
1104,tragen::V,nést,حمل
1105,schleppen::V,vléct,سحب
1106,ziehen::V,tahat,سحب
1107,ziehen::V,táhnout,سحب
1108,aufbewahren::V,schovat,حفظ
1109,werfen::V,házet,رمى
1110,werfen::V,házet,ألقى
1111,fangen::V,chytat,التقط
1112,packen::V,uchvátit,مسك
1113,verstecken::V,schovat,خبأ
1114,teilen::V,rozdělit,قسم
1115,schicken::V,posílat,بعث
1116,schicken::V,posílat,أرسل
1117,bringen::V,přinést,جلب
1118,hinzufügen::V,připojit,أضاف
1119,bekommen::V,dostat,حصل
1120,erhalten::V,uchovat,استلم
1121,nehmen::V,vzít,أخذ
1122,wählen::V,zvolit,اختار
1123,auswählen::V,vybrat,انتقى
1124,bewahren::V,uchránit,حافظ
1125,behindern::V,překážet,عاق
1126,verderben::V,zkazit,أفسد
1127,beschädigen::V,porušit,أضر
1128,beschädigen::V,poškodit,أضر
1129,zerbrechen::V,rozlámat,كسر
1130,zerreißen::V,roztrhnout,مزق
1131,zerstören::V,zničit,دمر
1132,verbrennen::V,spálit,حرق
1133,geben::V,dát,أعطى
1134,reichen::V,podat,ناول
1135,schenken::V,darovat,وهب
1136,versprechen::V,slíbit,وعد
1137,wünschen::V,přát,تمنى
1138,loben::V,chválit,مدح
1139,küssen::V,líbat,قبل
1140,wiegen::V,chovat,هدهد
1141,wiegen::V,kolébat,هدهد
1142,zudecken::V,přikrýt,غطى
1143,zudecken::V,přiklopit,غطى
1144,wecken::V,vzbudit,أيقظ
1145,zeigen::V,ukázat,أرى
1146,führen::V,vést,دل
1147,lehren::V,učit,علم
1148,unterrichten::V,vyučovat,علم
1149,aufziehen::V,vychovat,ربى
1150,leiten::V,vodit,دل
1151,leiten::V,vodit,أدار
1152,antreiben::V,nutit,حث
1153,lassen::V,dát,حدا
1154,einladen::V,pozvat,دعا
1155,vereinigen::V,spojit,وحد
1156,besuchen::V,návštívit,زار
1157,treffen::V,potkat,قابل
1158,sich versammeln::V,shromáždit se,اجتمع
1159,spielen::V,hrát,لعب
1160,singen::V,zpívat,غنى
1161,tanzen::V,tančit,رقص
1162,sich trennen::V,rozejít se,افترق
1163,verlassen::V,opustit,ترك
1164,retten::V,zachránit,نجى
1165,retten::V,zachránit,أنقذ
1166,bewachen::V,hlídat,حرس
1167,schützen::V,chránit,حمى
1168,verteidigen::V,obhájit,دافع
1169,sich schlagen::V,bít se,تضارب
1170,schießen::V,střílet,أطلق
1171,siegen::V,zvítězit,انتصر
1172,ärgern::V,zlobit,أزعل
1173,ärgern::V,pohoršit,أزعل
1174,schlagen::V,udeřit,ضرب
1175,schlagen::V,praštit,ضرب
1176,treten::V,kopnout,رفس
1177,stechen::V,bodnout,شك
1178,stechen::V,píchnout,شك
1179,stoßen::V,strčit,دفع
1180,stehlen::V,ukrást,سرق
1181,stören::V,vyrušit,ضايق
1182,belästigen::V,obtěžovat,أزعج
1183,verbergen::V,skrýt,كتم
1184,täuschen::V,klamat,خدع
1185,betrügen::V,podvést,غش
1186,töten::V,zabít,قتل
1187,wohnen::V,bydlit,سكن
1188,arbeiten::V,pracovat,عمل
1189,arbeiten::V,pracovat,اشتغل
1190,sammeln::V,sebrat,جمع
1191,pflücken::V,česat,جنى
1192,pflücken::V,česat,قطف
1193,jagen::V,uhonit,صاد
1194,fischen::V,chytat ryby,اصطاد
1195,fassen::V,ulovit,قبض
1196,hüten::V,pást,رعى
1197,treiben::V,hnát,ساق
1198,anbinden::V,přivázat,ربط
1199,füttern::V,krmit,علف
1200,melken::V,dojit,حلب
1201,hacken::V,seknout,فرم
1202,gießen::V,zalít,سقى
1203,reifen::V,uzrát,نضج
1204,zubereiten::V,připravit,حضر
1205,kochen::V,vařit,طبخ
1206,backen::V,péct,خبز
1207,braten::V,smažit,قلى
1208,braten::V,smažit,حمر
1209,umrühren::V,zamíchat,قلب
1210,stricken::V,plést,حاك
1211,nähen::V,šít,خاط
1212,färben::V,nabarvit,صبغ
1213,färben::V,nabarvit,لون
1214,reinigen::V,očistit,نظف
1215,waschen::V,mýt,غسل
1216,abwischen::V,utřít,مسح
1217,spülen::V,spláchnout,شطف
1218,fegen::V,zamést,كنس
1219,kehren::V,mést,كنس
1220,baden::V,koupat se,استحم
1221,sich waschen::V,mýt se,اغتسل
1222,ausziehen::V,svléct,خلع
1223,anziehen::V,obléct,لبس
1224,sich anziehen::V,oblékat se,اكتسى
1225,kämmen::V,učesat,مشط
1226,schmücken::V,ozdobit,زين
1227,sagen::V,říct,قال
1228,sprechen::V,mluvit,تكلم
1229,reden::V,hovořit,تكلم
1230,sich unterhalten::V,povídat se,تحادث
1231,fragen::V,zeptat se,سأل
1232,bitten::V,prosit,رجا
1233,erzählen::V,povídat,حكي
1234,mitteilen::V,sdělit,بلغ
1235,mitteilen::V,oznámit,بلغ
1236,nennen::V,nazvat,سمى
1237,rufen::V,volat,نادى
1238,rufen::V,zavolat,نادى
1239,prahlen::V,chlubit se,فشر
1240,prahlen::V,chlubit se,تفاخر
1241,übersetzen::V,přeložit,ترجم
1242,denken::V,myslit,فكر
1243,glauben::V,věřit,اعتقد
1244,bemerken::V,zpozorovat,لاحظ
1245,erkennen::V,poznat,عرف
1246,begreifen::V,pochopit,فهم
1247,begreifen::V,pochopit,أدرك
1248,verstehen::V,porozumět,فهم
1249,lernen::V,učit se,درس
1250,wissen::V,vědět,علم
1251,sich erinnern an::V,vzpomínat si na,تذكر
1252,vergessen::V,zapomínat,نسي
1253,messen::V,měřit,قاس
1254,zählen::V,spočítat,عد
1255,zählen::V,spočítat,أحصى
1256,rechnen::V,počítat,حسب
1257,lesen::V,číst,قرأ
1258,malen::V,malovat,صور
1259,zeichnen::V,rýsovat,رسم
1260,schreiben::V,psát,كتب
1261,besitzen::V,mít,حاز
1262,besitzen::V,mít,ملك
1263,besitzen::V,vlastnit,حاز
1264,besitzen::V,vlastnit,ملك
1265,kaufen::V,koupit,اشترى
1266,verkaufen::V,prodat,باع
1267,bezahlen::V,zaplatit,دفع
1268,zahlen::V,platit,سدد
1269,beherrschen::V,ovládat,حكم
1270,ertragen::V,snést,أطاق
1271,ertragen::V,snést,تحمل
