,Concept_ID,os,br
746,immer::ADV,ӕдзух,atav
747,immer::ADV,ӕдзух,bepred
748,niemals::ADV,никуы,gwech ebet
749,niemals::ADV,никæд,gwech ebet
750,hier::ADV,ам,amañ
751,hierhin::ADV,ардӕм,dre amañ
752,von hier::ADV,ардыгæй,alemañ
753,dort::ADV,уым,aze
754,dort::ADV,уым,ahont
755,dorthin::ADV,уырдӕм,di
756,dorthin::ADV,уырдӕм,aze
757,dorthin::ADV,уырдӕм,ahont
758,geradeaus::ADV,æргом,war-eeun
759,vorwärts::ADV,размӕ,war-raok
760,rückwärts::ADV,фӕстӕмӕ,war-lerc'h
761,zurück::ADV,фӕстӕмӕ,war-dreñv
762,unten::ADV,дæлæ,en traoñ
763,unten::ADV,дæлейы,en traoñ
764,unten::ADV,бынæй,en traoñ
765,hinab::ADV,дӕлӕмӕ,a-izel
766,hinab::ADV,уырдыгмӕ,a-izel
767,oben::ADV,уӕле,en nec'h
768,hinauf::ADV,уӕлӕмӕ,e-krec'h
769,überall::ADV,алыран,dre-holl
770,überall::ADV,алкæм,dre-holl
771,überall::ADV,кæмдæриддæр,dre-holl
772,nicht::ADV,нӕ,ne ... ket
773,ein wenig::ADV,чысыл,un tammig
774,kaum::ADV,цъус,a-boan
775,sehr::ADV,тынг,-tre
776,sehr::ADV,тынг,-kenañ
777,sehr::ADV,иттӕг,-tre
778,sehr::ADV,иттӕг,-kenañ
779,so::ADV,афтӕ,evel-se
780,noch::ADV,ма,c'hoazh
781,nur::ADV,канд,hepken
782,nur::ADV,ӕрмӕст,hepken
783,schon::ADV,нырид,dija
784,wieder::ADV,ногӕй,adarre
785,vergebens::ADV,дзæгъæлы,
786,vergebens::ADV,уæгъды,
787,vergebens::ADV,æнæхъуаджы,
788,vor::PRP,разы,dirak
789,hinter::PRP,фӕстӕ,a-drek
790,hinter::PRP,фӕстӕ,a-dreñv
791,unter::PRP,бын,dindan
792,durch::PRP,æхсæнты,dre
793,neben::PRP,цур,e-kichen
794,zwischen::PRP,астӕу,etre
795,wegen::PRP,тыххай,abalamour da
796,dies::PRN,ай,hemañ
797,das::PRN,уый,se
798,das::PRN,уый,hennezh
799,alles::PRN,алцы,pep tra
800,alles::PRN,æппæтдæр,pep tra
801,alles::PRN,иууылдӕр,pep tra
802,ich::PRN,æз,me
803,du::PRN,ды,te
804,er::PRN,уый,eñ
805,wir::PRN,мах,ni
806,ihr::PRN,сымах,c'hwi
807,sie::PRN,уыдон,int
808,was::FPRN,цы,petra
809,wer::FPRN,чи,piv
810,wo::FADV,кӕм,pelec'h
811,wohin::FADV,кӕдӕм,da belec'h
812,wie::FADV,куыд,penaos
813,warum::FADV,цӕмӕн,perak
814,wieviel::FNUM,цал,pet
815,eins::NUM,иу,unan
816,zwei::NUM,дыууӕ,daou
817,drei::NUM,ӕртӕ,tri
818,vier::NUM,цыппар,pevar
819,fünf::NUM,фондз,pemp
820,sechs::NUM,ӕхсӕз,c'hwec'h
821,sieben::NUM,авд,seizh
822,acht::NUM,аст,eizh
823,neun::NUM,фараст,nav
824,zehn::NUM,дӕс,dek
825,elf::NUM,иуæндæс,unnek
826,zwölf::NUM,дыууадæс,daouzek
827,zwanzig::NUM,дыууын,ugent
828,dreißig::NUM,æртын,tregont
829,dreißig::NUM,дæсæмæссæдз,tregont
830,vierzig::NUM,цыппор,daou-ugent
831,vierzig::NUM,цыппур,daou-ugent
832,vierzig::NUM,дыууиссæдзы,daou-ugent
833,fünfzig::NUM,фӕндзай,hanter-kant
834,sechzig::NUM,æхсай,tri-ugent
835,sechzig::NUM,æртиссæдзы,tri-ugent
836,siebzig::NUM,æвдай,dek ha tri-ugent
837,siebzig::NUM,дæс æмæ æртиссæдзы,dek ha tri-ugent
838,achtzig::NUM,цыппарыссæдзы,pevar-ugent
839,achtzig::NUM,æстай,pevar-ugent
840,neunzig::NUM,нæуæдз,dek ha pevar-ugent
841,neunzig::NUM,дæс æмæ цыппарыссæдзы,dek ha pevar-ugent
842,hundert::NUM,сӕдӕ,kant
843,tausend::NUM,мин,mil
844,und::CNJ,ӕмӕ,ha
845,oder::CNJ,кӕнӕ,pe
846,stehen::V,лӕууын,bezañ a-sav
847,sitzen::V,бадын,azezañ
848,sitzen::V,бадын,bezañ en e goazez
849,liegen::V,хуыссын,bezañ en e c'hourvez
850,hängen::V,ауыгъд уын,krougañ
851,werden::V,суӕвын,dazonet
852,passieren::V,æрцæуын,c'hoarvezout
853,beginnen::V,райдайын,stagañ
854,enden::V,фæуын,achuiñ
855,wechseln::V,ивын,cheñch
856,aufgehen[Sonne]::V,скæсын,dirouzañ
857,untergehen[Sonne]::V, аныгуылын,
858,scheinen[Sonne]::V,рухс кӕнын,lugernañ
859,donnern::V,нæрын,taranal
860,wehen::V,дымын,c'hwezhañ
861,strömen::V,кӕлын,deredek
862,fließen::V,цæуын,redek
863,fließen::V,уайын,redek
864,fließen::V,кæлын,redek
865,sich drehen::V,зилын,troiñ
866,schwanken::V,æнкъуысын,trantellat
867,schwingen::V,æнкъуысын,froumal
868,schwingen::V,змæлын,froumal
869,fallen::V,хауын,kouezhañ
870,brennen::V,судзын,deviñ
871,rauchen::V,фæздæг кæнын,divogedañ
872,regnen::V,уарын,glavañ
873,gefrieren::V,сӕлын,reviñ
874,tauen::V,стайын,diskornañ
875,schmelzen::V,тайын,teuziñ
876,trocknen::V,хус кæнын,sec'hañ
877,sieden::V,фыцын,berviñ
878,faulen::V,ӕмбийын,breinañ
879,verfaulen::V,бамбийын,breinañ
880,reißen::V,скъуийын,darnaouiñ
881,versinken::V,дӕлдон_кӕнын,sodellañ
882,vergehen::V,аивгъуийын,tremen
883,erscheinen::V,разынын,donet war-wel
884,verschwinden::V,фæтары уын,monet diwar wel
885,verschwinden::V,фæдæлдзæх уын,monet diwar wel
886,verschwinden::V,фесæфын,monet diwar wel
887,verschwinden::V,æрбайсæфын,monet diwar wel
888,sinken::V,дæлæмæ æрхауын,en em izelat
889,abnehmen::V,фæкъаддæр уын,nebeutaat
890,abnehmen::V,фæцух уын,nebeutaat
891,zunehmen::V,фæфылдæр уын,kreskiñ
892,zunehmen::V,сбирæ уын,kreskiñ
893,zunehmen::V,сахадын,kreskiñ
894,steigen::V,сыстын,sevel
895,wachsen::V,рӕзын,kreskiñ
896,glänzen::V,ӕрттивын,lugernañ
897,funkeln::V,тыбар-тыбур_кӕнын,elieniñ
898,lärmen::V,хъæлæба кæнын,rabotat
899,läuten::V,цæгъдын,
900,klingeln::V,цæгъдын,
901,klirren::V,дзыгъал-мыгъул кæнын,diridignat
902,klirren::V,дзыгъал-мыгъул кæнын,sterlinkañ
903,klirren::V,дзæгъ-дзæгъ кæнын,diridignat
904,klirren::V,дзæгъ-дзæгъ кæнын,sterlinkañ
905,brausen::V,абухын,gwegal
906,klingen::V,зæлын,seniñ
907,klingen::V,азæлын,seniñ
908,klingen::V,хъуысын,seniñ
909,bellen::V,рæйын,harzhal
910,heulen::V,ниуын,yudal
911,blasen::V,фу кӕнын,c'hwezhañ
912,pfeifen::V,æхситт кæнын,c'hwitellat
913,pfeifen::V,къуыззитт кæнын,c'hwitellat
914,schreien::V,хъӕр кӕнын,huchal
915,stöhnen::V,хъæрзын,hirvoudiñ
916,stöhnen::V,дзыназын,hirvoudiñ
917,zittern::V,ризын,krenañ
918,leben::V,цӕрын,bevañ
919,geboren werden::V,райгуырын,genel
920,atmen::V,улӕфын,tennañ e anal
921,trinken::V,нуазын,evañ
922,essen::V,хӕрын,debriñ
923,schlucken::V,ныхъуырын,lonkañ
924,müde werden::V,бафæллайын,skuizhañ
925,müde werden::V,бафæлмæцын,skuizhañ
926,müde werden::V,сфæлмæцын,skuizhañ
927,einschlafen::V,бафынæй уын,menel kousket
928,schlafen::V,хуыссын,kousket
929,schlafen::V,фынӕй кӕнын,kousket
930,aufwachen::V,райхъал уын,dihuniñ
931,aufstehen::V,стын,sevel
932,sich erholen::V,фæллад уадзын,diskuizhañ
933,sich erholen::V,улæфын,diskuizhañ
934,krank werden::V,фӕрынчын уын,klañviñ
935,krank sein::V,сӕйын,bezañ klañv
936,schmerzen::V,риссын,skourjezañ
937,husten::V,хуыфын,pasaat
938,husten::V,хуыфын,peudal
939,genesen::V,сдзæбæх уын,pareañ
940,genesen::V,рандидзын,pareañ
941,genesen::V,сæндидзын,pareañ
942,sterben::V,мӕлын,mervel
943,umkommen::V,фесæфын,perisañ
944,umkommen::V,байсæфын,perisañ
945,umkommen::V,бабын уын,perisañ
946,umkommen::V,мард фæуын,perisañ
947,sich bewegen::V,тæлфын,bouljal
948,sich bewegen::V,цæуын,bouljal
949,sich rühren::V,змӕлын,fiñval
950,sich erheben::V,стын,sevel
951,sich setzen::V,сбадын,azezañ
952,sich setzen::V,сбадын,mont en e goazez
953,hinfallen::V,ӕрхауын,kouezhañ
954,laufen::V,цӕуын,redek
955,laufen::V,рацу-бацу_кӕнын,redek
956,schreiten::V,къахдзæф кæнын,kerzhet
957,schreiten::V,санчъех кæнын,kerzhet
958,schreiten::V,цæуын,kerzhet
959,spazierengehen::V,озер кæнын,pourmen
960,spazierengehen::V,тезгъо кæнын,pourmen
961,eilen::V,тагъд кæнын,hastañ
962,eilen::V,тындзын,hastañ
963,sich beeilen::V,тагъд кæнын,hastañ
964,sich beeilen::V,тындзын,hastañ
965,sausen::V,уайын,karzhañ
966,sausen::V,тæхын,karzhañ
967,rennen::V,згъорын,redek
968,springen::V,гæпп кæнын,lammat
969,springen::V,сæррæтт кæнын,lammat
970,springen::V,лиуырын,lammat
971,klettern::V,хилын,krimpat
972,schaukeln::V,хецъро кæнын,brañsellat
973,schaukeln::V,херыйыл бадын,brañsellat
974,kriechen::V,бырын,skrampañ
975,schwimmen::V,ленк кӕнын,neuial
976,tauchen::V,ныгъуылын,splujañ
977,rudern::V,бæлæгъ тæрын,roeñvat
978,rudern::V,чема тæрын,roeñvat
979,fahren::V,цӕуын,kas
980,fahren::V,цӕуын,bleniañ
981,fliegen::V,тӕхын,nijal
982,gehen::V,цӕуын,mont
983,weggehen::V,ацӕуын,mont kuit
984,abfahren::V,араст уын,mont kuit
985,anhalten::V,æрлæууын,chom a-sav
986,hineingehen::V,мидæмæ цæуын,monet e-barzh
987,eintreten::V,бацӕуын,monet e-barzh
988,kommen::V,æрцæуын,dont
989,ankommen::V,æрцæуын,erruout
990,zurückkommen::V,раздæхын,addonet
991,zurückkommen::V,фæстæмæ_раздæхын,addonet
992,zurückkommen::V,æрбаздæхын,addonet
993,zurückkommen::V,аздæхын,addonet
994,bleiben::V,лӕууын,chom
995,warten::V,ӕнхъӕлмӕ кӕсын,gortoz
996,erwarten::V,ӕнхъӕлмӕ кӕсын,gortoz
997,suchen::V,агурын,klask
998,finden::V,ссарын,kavout
999,versuchen::V,фӕлварын,klask
1000,vorbereiten::V,бацаттæ кæнын,aozañ
1001,vorbereiten::V,æрæввонг кæнын,aozañ
1002,lieben::V,уарзын,karout
1003,mögen::V,зæрдæмæ цæуын,karout
1004,lachen::V,худын,c'hoarzin
1005,rühren::V,зæрдæ суынгæг кæнын,tenerañ
1006,weinen::V,кӕуын,gouelañ
1007,schimpfen::V,æлгъитын,krozal
1008,sich ärgern::V,мæсты кæнын,fachañ
1009,sich ärgern::V,мæсты кæнын,en em fachañ
1010,sich fürchten::V,тæрсын,
1011,fürchten::V,тæрсын,
1012,fliehen::V,лидзын,tec'het
1013,flüchten::V,алидзын,tuzañ
1014,sehen::V,уынын,gwelet
1015,anschauen::V,акӕсын,sellout ouzh
1016,ansehen::V,кӕсын,sellout ouzh
1017,hören::V,хъусын,klevet
1018,zuhören::V,хъусын,selaou
1019,probieren::V,уынын,blasa
1020,probieren::V,аходын,blasa
1021,riechen::V,смудын,klevet
1022,fühlen::V,ӕнкъарын,santout
1023,scheinen::V,зынын,diskouez bezañ
1024,zu sehen sein::V,зынын,bezañ gwelus
1025,vernehmen::V,фехъусын,merzhañ
1026,frieren::V,сийын,anoued
1027,tun::V,кӕнын,ober
1028,können::V,фӕразын,gouzout
1029,wollen::V,фӕндын,fellout da
1030,wollen::V,фӕндын,kaout c'hoant da
1031,anfangen::V,райдайын,kregiñ
1032,beenden::V,фӕуын,achuiñ
1033,aufhören::V,банцайын,paouez
1034,aufhören::V,фенцайын,paouez
1035,gelingen::V,бантысын,
1036,geraten::V,разынын,
1037,öffnen::V,гом кӕнын,digeriñ
1038,schließen::V,ӕхгӕнын,serriñ
1039,stellen::V,ӕвӕрын,lakaat
1040,setzen::V,сбадын кӕнын,lakaat
1041,legen::V,ӕрӕвӕрын,lakaat
1042,berühren::V,агайын,touch
1043,verbinden::V,бӕттын,eren
1044,bedecken::V,ӕмбӕрзын,goloiñ
1045,aufhängen::V,ауындзын,istribilhañ
1046,anzünden::V,ссудзын,alumiñ
1047,anzünden::V,ссудзын,c'hwezzañ
1048,aufheben::V,сисын,dastum
1049,zurücklassen::V,ныууадзын,lezel
1050,verlieren::V,фесафын,koll
1051,fallen lassen::V,ӕрӕппарын,laoskel
1052,fallen lassen::V,ӕрӕппарын,lezel da gouezhel
1053,fallen lassen::V,къухтӕй феуӕгъд кӕнын,laoskel
1054,fallen lassen::V,къухтӕй феуӕгъд кӕнын,lezel da gouezhel
1055,machen::V,саразын,ober
1056,herstellen::V,сцæттæ кæнын,fardañ
1057,herstellen::V,саразын,fardañ
1058,bauen::V,амайын,sevel
1059,reparieren::V,æмпъузын,adaozañ
1060,reparieren::V,цалцæг кæнын,adaozañ
1061,verbessern::V,фæхуыздæр кæнын,gwellaat
1062,ändern::V,аивын,cheñch
1063,graben::V,къахын,kleuzañ
1064,beugen::V,æркъæдз кæнын,plegañ
1065,beugen::V,æртасын кæнын,plegañ
1066,biegen::V,тасын кӕнын,krommañ
1067,drehen::V,здухын,treiñ
1068,wenden::V,афæлдахын,treiñ
1069,wenden::V,рафæлдахын,treiñ
1070,umdrehen::V,афæлдахын,treiñ
1071,heben::V,сдарын,sevel
1072,heben::V,схæцын,sevel
1073,hochheben::V,уæлæмæ хæцын,sevel
1074,ergreifen::V,фӕлӕбурын,kemer
1075,halten::V,дарын,dalc'hen
1076,drücken::V,æлхъивын,bountañ
1077,drücken::V,хæцын,bountañ
1078,schieben::V,схойын,poulzañ
1079,kratzen::V,хафын,skrabat
1080,lecken::V,сдæрын,lipat
1081,beißen::V,хæцын,kregiñ
1082,abreißen::V,ратонын,diframmañ
1083,abschneiden::V,ралыг кӕнын,troc'hañ
1084,binden::V,бабӕттын,stagañ
1085,stecken::V,ныссадзын,sankañ
1086,brechen::V,асæттын,darnaouiñ
1087,brechen::V,басæттын,darnaouiñ
1088,brechen::V,ныссæттын,darnaouiñ
1089,klopfen::V,хойын,skoiñ
1090,klopfen::V,гуыпп-гуыпп кæнын,skoiñ
1091,klopfen::V,къуырцц-къуырцц кæнын,skoiñ
1092,hauen::V,цӕвын,dornañ
1093,hauen::V,нӕмын,dornañ
1094,kleben::V,ныхасын,pegañ
1095,kleben::V,æндадзын,pegañ
1096,reiben::V,сӕрфын,taravat
1097,reiben::V,сӕрфын,trekiñ
1098,reiben::V,хафын,taravat
1099,reiben::V,хафын,trekiñ
1100,streichen::V,байсæрдын,toazañ
1101,streichen::V,сахорын,toazañ
1102,schleifen::V,ссын,lemmañ
1103,schleifen::V,цыргъ кӕнын,lemmañ
1104,schneiden::V,кӕрдын,troc'hañ
1105,rütteln::V,æнкъусын,tordorosañ
1106,schütteln::V,уигъын,hejañ
1107,schwenken::V,тилын,
1108,schwenken::V,уигъын,
1109,schütten::V,ныккӕнын,diskargañ
1110,füllen::V,байдзаг кæнын,kargañ
1111,einwickeln::V,батухын,gronnañ
1112,tragen::V,хӕссын,dougen
1113,schleppen::V,ласын,stlejal
1114,ziehen::V,ласын,sachañ
1115,aufbewahren::V,æвæрын,miret
1116,werfen::V,зыввытт кӕнын,teuler
1117,fangen::V,ӕрцахсын,tapañ
1118,packen::V,рацахсын,krapat
1119,verstecken::V,æмбæхсын,kuzhat
1120,verstecken::V,нымæхсын,kuzhat
1121,teilen::V,уарын,rannañ
1122,schicken::V,ӕрвитын,kas
1123,bringen::V,æрхæссын,degas
1124,bringen::V,æрбахæссын,degas
1125,hinzufügen::V,ӕфтауын,lakat ouzhpenn
1126,bekommen::V,ссарын,kaout
1127,bekommen::V,сфæрæз кæнын,kaout
1128,bekommen::V,самал кæнын,kaout
1129,erhalten::V,райсын,kaout
1130,nehmen::V,райсын,kemer
1131,wählen::V,равзарын,choaz
1132,auswählen::V,авзарын,dibab
1133,bewahren::V,бавæрын,mirout
1134,bewahren::V,нывæрын,mirout
1135,behindern::V,цæлхдур æвæрын,diaezañ
1136,behindern::V,ныхдур æвæрын,diaezañ
1137,behindern::V,къуылымпы кæнын,diaezañ
1138,behindern::V,хъыг дарын,diaezañ
1139,verderben::V,фесафын,lovrañ
1140,beschädigen::V,халын,gwallegañ
1141,zerbrechen::V,асӕттын,torriñ
1142,zerreißen::V,аскъуынын,diroegiñ
1143,zerstören::V,фехалын,distrujañ
1144,verbrennen::V,басудзын,deviñ
1145,geben::V,дӕттын,reiñ
1146,reichen::V,адæттын,
1147,schenken::V,лæвар кæнын,donezonañ
1148,versprechen::V,дзырд раттын,prometiñ
1149,versprechen::V,зӕрдӕ бавӕрын,prometiñ
1150,wünschen::V,зæрдæ зæгъы,hetiñ
1151,loben::V,раппӕлын,feurmiñ
1152,küssen::V,пъа кæнын,pokat
1153,küssen::V,ба кæнын,pokat
1154,wiegen::V,узын,pouezañ
1155,zudecken::V,бамбӕрзын,goloiñ
1156,wecken::V,райхъал кӕнын,dihuniñ
1157,zeigen::V,амонын,diskouez
1158,führen::V,кӕнын,kas
1159,führen::V,фæкæнын,kas
1160,lehren::V,ахуыр кæнын,deskiñ
1161,unterrichten::V,ахуыр кæнын,kelenn
1162,aufziehen::V,хъомыл кӕнын,
1163,leiten::V,разамынд дӕттын,bleinañ
1164,antreiben::V,тагъд кæнын,poulzañ
1165,antreiben::V,рог кæнын,poulzañ
1166,lassen::V,кæнын,leuskel
1167,einladen::V,ӕрхонын,pediñ
1168,einladen::V,ӕрбахонын,pediñ
1169,vereinigen::V,баиу кӕнын,unisañ
1170,besuchen::V,абæрæг кæнын,gweladenniñ
1171,besuchen::V,бабæрæг кæнын,gweladenniñ
1172,besuchen::V,бауайын,gweladenniñ
1173,treffen::V,фембæлын,kejal
1174,treffen::V,фембæлын,ankontrañ
1175,sich versammeln::V,æрæмбырд уын,bodennañ
1176,spielen::V,хъазын,c'hoari
1177,singen::V,зарын,kanañ
1178,tanzen::V,кафын,dañsal
1179,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,dispartiañ
1180,verlassen::V,ныууадзын,lezel
1181,retten::V,фервӕзын кӕнын,saveteiñ
1182,bewachen::V,хъахъхъӕнын,mesa
1183,schützen::V,хъахъхъӕнын,diwall
1184,verteidigen::V,бахизын,difenn
1185,sich schlagen::V,хыл кæнын,lopañ
1186,schießen::V,ӕхсын,
1187,siegen::V,басӕттын,trec'hiñ
1188,siegen::V,фӕуӕлахиз уӕвын,trec'hiñ
1189,ärgern::V,мӕсты кӕнын,hegasiñ
1190,schlagen::V,ныццæвын,skeiñ
1191,stechen::V,фæрæхойын,pikat
1192,stoßen::V,риуыгъын,stokañ
1193,stehlen::V,давын,laerezh
1194,stören::V,хъыгдарын,direnkañ
1195,belästigen::V,хъыгдарын,dregasiñ
1196,verbergen::V,бамбӕхсын,skoachañ
1197,verbergen::V,басусӕг кӕнын,skoachañ
1198,täuschen::V,фӕливын,tromplañ
1199,täuschen::V,асайын,tromplañ
1200,betrügen::V,асайын,lorbañ
1201,töten::V,амарын,lazhañ
1202,wohnen::V,цӕрын,bezañ o chom
1203,arbeiten::V,кусын,labourat
1204,sammeln::V,æртонын,dastum
1205,pflücken::V,тонын,kuntuilhañ
1206,jagen::V,цуан кæнын,chaseal
1207,fischen::V,кæсаг ахсын æнгуырæй,pesketa
1208,fischen::V,æнгуыр дарын,pesketa
1209,fassen::V,ӕрцахсын,pakañ
1210,hüten::V,хизын,geota
1211,treiben::V,скъӕрын,
1212,anbinden::V,бабæттын,stagañ
1213,anbinden::V,æрбæттын,stagañ
1214,füttern::V,холлаг дæттын,boueta
1215,füttern::V,холлаг æвæрын,boueta
1216,füttern::V,дарын,boueta
1217,melken::V,дуцын,goro
1218,hacken::V,кæрдын,difrakal
1219,hacken::V,лыгтæ кæнын,difrakal
1220,gießen::V,бакалын,dourañ
1221,reifen::V,срæгъæд уын,azviñ
1222,reifen::V,сцæттæ уын,azviñ
1223,zubereiten::V,сцӕттӕ кӕнын,keginañ
1224,kochen::V,фыцын,poazhañ
1225,backen::V,фыцын,fritañ
1226,braten::V,цурын,rostañ
1227,umrühren::V,ахæццæ кæнын,
1228,umrühren::V,азмæнтын,
1229,umrühren::V,астауын,
1230,stricken::V,кæнын,stammañ
1231,stricken::V,бийын,stammañ
1232,nähen::V,хуыйын,gwriat
1233,färben::V,ахорын,livañ
1234,reinigen::V,ссыгъдæг кæнын,naetañ
1235,reinigen::V,ныссыгъдæг кæнын,naetañ
1236,reinigen::V,ныссæрфын,naetañ
1237,waschen::V,ӕхсын,gwalc'hiñ
1238,abwischen::V,сӕрфын,torchañ
1239,spülen::V,æнхъæвзын,disgwalc'hiñ
1240,fegen::V,мӕрзын,skubañ
1241,kehren::V,мӕрзын,skubañ
1242,baden::V,хи найын,kouronkañ
1243,sich waschen::V,хи æхсын,en em walc'hiñ
1244,ausziehen::V,ласын,
1245,anziehen::V,скæнын,
1246,sich anziehen::V,дзаума скæнын,gwiskañ
1247,sich anziehen::V,дарæс скæнын,gwiskañ
1248,kämmen::V,ныффасын,kribat
1249,kämmen::V,æрфасын,kribat
1250,schmücken::V,фӕлындын,kinklañ
1251,sagen::V,зæгъын,larêt
1252,sagen::V,зæгъын,lavaret
1253,sprechen::V,дзурын,komz
1254,reden::V,ныхас кӕнын,kaozeal
1255,sich unterhalten::V,ныхас кæнын,balbotal
1256,fragen::V,фӕрсын,goulenn
1257,bitten::V,курын,goulenn
1258,erzählen::V,радзурын,kontañ
1259,erzählen::V,ратаурæгъ кæнын,kontañ
1260,mitteilen::V,фехъусын кæнын,kemenn
1261,nennen::V,хонын,anviñ
1262,rufen::V,сидын,gelver
1263,prahlen::V,ӕппӕлын,fougeal
1264,übersetzen::V,ратæлмац кæнын,treiñ
1265,denken::V,ӕнхъӕлын,soñjal
1266,denken::V,хъуыды кӕнын,soñjal
1267,glauben::V,уырнын,krediñ
1268,bemerken::V,фенын,apresevañ
1269,erkennen::V,базонын,anavout
1270,begreifen::V,ӕмбарын,meizañ
1271,begreifen::V,бамбарын,meizañ
1272,lernen::V,ахуыр кӕнын,deskiñ
1273,wissen::V,зонын,gouzout
1274,sich erinnern an::V,зæрдыл æрлæууын,kaout soñj e
1275,sich erinnern an::V,æрымысын,kaout soñj e
1276,sich erinnern an::V,æрбаймысын,kaout soñj e
1277,sich erinnern an::V,æрхъуыды кæнын,kaout soñj e
1278,vergessen::V,ферох кæнын,ankouaat
1279,vergessen::V,айрох кæнын,ankouaat
1280,messen::V,барын,muzuliañ
1281,zählen::V,нымайын,kontañ
1282,rechnen::V,хынцын,jedañ
1283,lesen::V,кӕсын,lenn
1284,lesen::V,фӕрсын,lenn
1285,malen::V,ныв кӕнын,livañ
1286,zeichnen::V,ныв кӕнын,tresañ
1287,schreiben::V,фыссын,skrivañ
1288,besitzen::V,хицау уын,kaout
1289,kaufen::V,балхӕнын,prenañ
1290,verkaufen::V,уӕй кӕнын,gwerzhañ
1291,bezahlen::V,бафидын,paeañ
1292,zahlen::V,фидын,paeañ
1293,beherrschen::V,æлдариуæг кæнын,mestroniañ
1294,ertragen::V,бавзарын,anduriñ
1295,Leine::N,,roll
1296,rauschen::V,,trouzal
1297,treten::V,,botaouiñ
1298,verstehen::V,,kompren
