,Concept_ID,he,zh
838,sich ärgern::V,כעס,生气
839,sich fürchten::V,פחד,害怕
840,sich fürchten::V,חשש,害怕
841,fürchten::V,פחד מ,害怕
842,fürchten::V,חשש מ,害怕
843,fliehen::V,ברח,逃走
844,flüchten::V,נמלט,逃跑
845,sehen::V,ראה,看
846,anschauen::V,הביט,注视
847,ansehen::V,התבונן,注视
848,hören::V,שמע,听
849,zuhören::V,הקשיב,倾听
850,probieren::V,נסה,尝
851,riechen::V,הריח,闻
852,fühlen::V,חש,感到
853,scheinen::V,נדמה,照耀
854,zu sehen sein::V,נראה,可以看到
855,vernehmen::V,נודע ל,审讯
856,frieren::V,קר ל,觉得冷
857,tun::V,פעל,作
858,können::V,יכל,能
859,wollen::V,רצה,要
860,anfangen::V,התחיל,开始
861,beenden::V,גמר,结束
862,aufhören::V,סים,停止
863,gelingen::V,הצליח,成功
864,geraten::V,עלה,陷于
865,öffnen::V,פתח,打开
866,schließen::V,סגר,关
867,stellen::V,העמיד,放
868,setzen::V,הושיב,放
869,legen::V,שם,摆
870,berühren::V,נגע,触
871,verbinden::V,קשר,联结
872,bedecken::V,כסה,覆盖
873,aufhängen::V,תלה,挂
874,anzünden::V,הצית,点
875,aufheben::V,אסף,拾起
876,zurücklassen::V,השאיר,遗留
877,verlieren::V,אבד,丧失
878,fallen lassen::V,שמט,让掉下
879,fallen lassen::V,הפיל,让掉下
880,machen::V,עשה,做
881,herstellen::V,יצר,生产
882,bauen::V,בנה,建造
883,reparieren::V,תקן,修理
884,verbessern::V,שפר,改进
885,ändern::V,שנה,改变
886,graben::V,חפר,挖
887,beugen::V,כפף,弯下
888,biegen::V,כופף,弯
889,drehen::V,סובב,转动
890,wenden::V,הפך,转动
891,umdrehen::V,סובב,转动
892,heben::V,הרים,举起
893,hochheben::V,הרים,抬高
894,ergreifen::V,אחז,抓住
895,halten::V,החזיק,拿着
896,drücken::V,לחץ,压
897,schieben::V,הזיז,推
898,kratzen::V,שרט,搔
899,kratzen::V,שפשף,搔
900,lecken::V,לקק,舔
901,beißen::V,נשך,咬
902,abreißen::V,קרע,撕下
903,abschneiden::V,חתך,切断
904,binden::V,קשר,捆
905,stecken::V,תקע,插
906,brechen::V,שבר,断裂
907,klopfen::V,נקש,敲
908,hauen::V,הכה,揍
909,kleben::V,הדביק,粘
910,reiben::V,שפשף,摩擦
911,streichen::V,מרח,涂
912,schleifen::V,השחיז,拖曳
913,schneiden::V,גזר,切
914,rütteln::V,נענע,颠簸
915,schütteln::V,נער,摇动
916,schwenken::V,נופף,摇动
917,schwenken::V,טלטל,摇动
918,schütten::V,שפך,倒
919,füllen::V,מלא,填满
920,einwickeln::V,עטף,包
921,tragen::V,נשא,提
922,schleppen::V,סחב,扛
923,ziehen::V,משך,拉
924,aufbewahren::V,שמר,保存
925,werfen::V,זרק,扔
926,fangen::V,תפס,捕捉
927,packen::V,אחז,抓住
928,verstecken::V,החביא,藏
929,teilen::V,חלק,分
930,schicken::V,שלח,派遣
931,bringen::V,הביא,带来
932,hinzufügen::V,הוסיף,添加
933,bekommen::V,תפס,得到
934,erhalten::V,קבל,接到
935,nehmen::V,אחז,拿
936,wählen::V,בחר,挑选
937,auswählen::V,בחר ב,选择
938,bewahren::V,קים,保持
939,behindern::V,מנע,防碍
940,verderben::V,מנע,败坏
941,beschädigen::V,הזיק,损坏
942,zerbrechen::V,נשבר,破碎
943,zerreißen::V,קרע,撕碎
944,zerstören::V,הרס,毁坏
945,zerstören::V,השמיד,毁坏
946,verbrennen::V,שרף,燃烧
947,geben::V,נתן,给
948,reichen::V,העביר,递给
949,schenken::V,נתן במתנה,赠送
950,versprechen::V,הבטיח,许诺
951,wünschen::V,אחל,祝
952,loben::V,שבח,表扬
953,küssen::V,נשק,亲
954,wiegen::V,נדנד,轻摇
955,zudecken::V,כסה,盖上
956,wecken::V,עורר,唤起
957,zeigen::V,הראה,指
958,führen::V,הביא,带领
959,führen::V,הוביל,带领
960,lehren::V,למד,教
961,unterrichten::V,למד,讲课
962,aufziehen::V,רומם,抚养
963,leiten::V,נהל,领导
964,antreiben::V,המרץ,催促
965,lassen::V,נתן,让
966,einladen::V,הזמין,邀请
967,vereinigen::V,אחד,统一
968,vereinigen::V,לכד,统一
969,besuchen::V,בקר,参观
970,treffen::V,פגש,会面
971,sich versammeln::V,התאסף,聚集
972,spielen::V,שחק,玩
973,singen::V,שר,唱歌
974,tanzen::V,רקד,跳舞
975,sich trennen::V,נפרד,分别
976,verlassen::V,עזב,离开
977,retten::V,הציל,救
978,bewachen::V,שמר,守卫
979,schützen::V,אבטח,保护
980,verteidigen::V,הגן,保卫
981,sich schlagen::V,התכתש,打架
982,schießen::V,ירה,射击
983,siegen::V,גבר,获胜
984,siegen::V,נצח,获胜
985,ärgern::V,עצבן,激怒
986,schlagen::V,הכה,打
987,schlagen::V,הלקה,打
988,treten::V,בעט,踢
989,stechen::V,דקר,刺
990,stoßen::V,דחק,撞
991,stehlen::V,גנב,盗窃
992,stören::V,קטע,干扰
993,stören::V,הפריע,干扰
994,belästigen::V,הציק,打搅
995,belästigen::V,הטריד,打搅
996,verbergen::V,הצניע,隐藏
997,täuschen::V,שגע,欺骗
998,betrügen::V,הונה,欺骗
999,töten::V,הרג,杀
1000,wohnen::V,גר,居住
1001,arbeiten::V,עבד,工作
1002,sammeln::V,אסף,收集
1003,pflücken::V,קטף,采
1004,jagen::V,צד,打猎
1005,fischen::V,דג,捕鱼
1006,fassen::V,תפס,捉住
1007,hüten::V,רעה,守护
1008,treiben::V,הוציא,漂
1009,anbinden::V,קשר,拴
1010,füttern::V,הלעיט,喂
1011,melken::V,חלב,挤奶
1012,hacken::V,קצץ,剁细
1013,gießen::V,השקה,浇
1014,reifen::V,בשל,成熟
1015,zubereiten::V,הכין,
1016,kochen::V,בשל,煮
1017,backen::V,אפה,烤
1018,braten::V,צלה,煎
1019,braten::V,טגן,煎
1020,umrühren::V,ערבב,搅拌
1021,stricken::V,סרג,织
1022,nähen::V,תפר,缝
1023,färben::V,צבע,染色
1024,reinigen::V,נקה,清洁
1025,waschen::V,רחץ,洗
1026,waschen::V,כבס,洗
1027,abwischen::V,נגב,擦掉
1028,spülen::V,שטף,清洗
1029,fegen::V,טאטא,扫
1030,kehren::V,טאטא,打扫
1031,baden::V,טבל,给...洗澡
1032,baden::V,שחה,给...洗澡
1033,sich waschen::V,התרחץ,洗澡
1034,ausziehen::V,הוריד,脱
1035,anziehen::V,לבש,穿
1036,sich anziehen::V,התלבש,穿衣
1037,kämmen::V,סרק,梳
1038,schmücken::V,קשט,装饰
1039,sagen::V,אמר,说
1040,sprechen::V,דבר,说
1041,reden::V,דבר,讲
1042,sich unterhalten::V,שוחח,聊天
1043,fragen::V,שאל,问
1044,bitten::V,בקש,请
1045,erzählen::V,ספר,叙述
1046,mitteilen::V,מסר,通知
1047,mitteilen::V,הודיע,通知
1048,nennen::V,קרא בשם,叫做
1049,rufen::V,גיס,叫
1050,rufen::V,הזמין לבוא,叫
1051,prahlen::V,התרברב,吹牛
1052,übersetzen::V,תרגם,翻译
1053,denken::V,חשב,想
1054,glauben::V,האמין,以为
1055,bemerken::V,הבחין,发觉
1056,erkennen::V,זהה,识别
1057,begreifen::V,קלט,理解
1058,begreifen::V,הבין,理解
1059,verstehen::V,הבין,明白
1060,lernen::V,למד,学
1061,wissen::V,ידע,知道
1062,sich erinnern an::V,זכר,回忆
1063,vergessen::V,שכח,忘记
1064,messen::V,מדד,测量
1065,zählen::V,ספר,数
1066,rechnen::V,חשב,计算
1067,lesen::V,קרא,读
1068,malen::V,ציר,画
1069,zeichnen::V,שרטט,绘制
1070,schreiben::V,כתב,写
1071,besitzen::V,היה בעל של,占有
1072,kaufen::V,קנה,买
1073,kaufen::V,רכש,买
1074,verkaufen::V,מכר,卖
1075,bezahlen::V,שלם,付钱
1076,zahlen::V,שלם,支付
1077,beherrschen::V,שלט,统治
1078,ertragen::V,סבל,忍耐
