,Concept_ID,bg,cv
748,stark::A,здрав,вирлӗ
749,stark::A,силен,вирлӗ
750,schwach::A,слаб,халсӑр
751,fett::A,тлъст,самӑр
752,fett::A,тлъст,мӑнтӑр
753,schlank::A,тънък,йӑрӑс
754,schlank::A,тънък,яштака
755,schlank::A,строен,йӑрӑс
756,schlank::A,строен,яштака
757,hübsch::A,хубав,хитре
758,böse::A,зъл,усал
759,dumm::A,глупав,ухмах
760,faul::A,ленив,наян
761,faul::A,ленив,юлхав
762,faul::A,ленив,ӳркенчӗк
763,faul::A,мързелив,наян
764,faul::A,мързелив,юлхав
765,faul::A,мързелив,ӳркенчӗк
766,fleißig::A,прилежен,хастар
767,geizig::A,скъпернически,хытӑ
768,klug::A,умен,ӑслӑ
769,klug::A,разумен,ӑслӑ
770,geschickt::A,умел,ӑста
771,geschickt::A,сръчен,ӑста
772,lieb::A,мил,савнӑ
773,lieb::A,драг,савнӑ
774,lustig::A,весел,хаваслӑ
775,sanft::A,нежен,ачаш
776,sanft::A,кротък,ачаш
777,hungrig::A,гладен,выҫӑ
778,krank::A,болен,чирлӗ
779,nackt::A,гол,ҫара
780,traurig::A,тъжен,салхуллӑ
781,traurig::A,печален,салхуллӑ
782,lebendig::A,жив,чӗрӗ
783,gut::A,добър,аван
784,gut::A,добър,лайӑх
785,schlecht::A,лош,япӑх
786,schlecht::A,лош,начар
787,richtig::A,правилен,тӗрӗс
788,schlimm::A,лош,йӗрӗнчӗк
789,wahr::A,верен,чӑн
790,wahr::A,истински,чӑн
791,alt::A,стар,кивӗ
792,alt::A,древен,кивӗ
793,neu::A,нов,ҫӗнӗ
794,ehemalig::A,бивш,пулнӑ
795,alt[Lebewesen]::A,стар,ватӑ
796,jung::A,млад,яш
797,jung::A,млад,ҫамрӑк
798,arm::A,беден,чухӑн
799,reich::A,богат,пуян
800,bekannt::A,познат,пӗлӗш
801,bekannt::A,известен,пӗлӗш
802,berühmt::A,почут,чаплӑ
803,berühmt::A,известен,чаплӑ
804,fremd::A,чужд,ют
805,verschieden::A,разен,расна
806,verschieden::A,различен,расна
807,nah::A,близък,ҫывӑх
808,nah::A,близък,ҫывӑхри
809,fern::A,далечен,инҫе
810,fern::A,далечен,аякри
811,linker::A,ляв,сулахай
812,rechter::A,прав,сылтӑм
813,anderer::A,друг,урӑх
814,erster::A,пръв,пӗрремӗш
815,erster::A,първи,пӗрремӗш
816,zweiter::A,втори,иккӗмӗш
817,dritter::A,трети,виҫҫӗмӗш
818,letzter::A,последен,юлашки
819,allein::ADV,само,пӗччен
820,auf einmal::ADV,същевременно,кӗмӗрккен
821,zusammen::ADV,заедно,пӗрле
822,lange::ADV,дълго,вӑрах
823,plötzlich::ADV,изведнъж,сасартӑк
824,sofort::ADV,веднага,тӳрех
825,später::ADV,по-късно,кайран
826,jetzt::ADV,сега,халь
827,jetzt::ADV,сега,халӗ
828,heute::ADV,днес,паян
829,morgen::ADV,утре,ыран
830,bald::ADV,скоро,халех
831,bald::ADV,скоро,кӗҫех
832,dann::ADV,после,унтан
833,dann::ADV,тогава,унтан
834,gestern::ADV,вчера,ӗнер
835,einst::ADV,някога,пӗррехинче
836,damals::ADV,тогава,ун чухне
837,damals::ADV,тогава,апла пулсан
838,danach::ADV,после,унтан
839,danach::ADV,след това,унтан
840,vorher::ADV,преди,малтан
841,vorher::ADV,преди това,малтан
842,zuerst::ADV,най-напред,пирвай
843,einmal::ADV,веднъж,пӗррехинче
844,einmal::ADV,един път,пӗррехинче
845,manchmal::ADV,понякога,хӑш чухне
846,oft::ADV,често,тӑтӑш
847,immer::ADV,винаги,ялан
848,niemals::ADV,никога,нихӑҫан та
849,hier::ADV,тук,кунта
850,hier::ADV,тука,кунта
851,hierhin::ADV,насам,кунта
852,von hier::ADV,оттук,кунтан
853,von hier::ADV,оттука,кунтан
854,dort::ADV,там,унта
855,dort::ADV,там,ҫавӑнта
856,dorthin::ADV,натам,унта
857,dorthin::ADV,натам,ҫавӑнта
858,dorthin::ADV,нататък,унта
859,dorthin::ADV,нататък,ҫавӑнта
860,geradeaus::ADV,направо,тикӗс
861,vorwärts::ADV,напред,малалла
862,rückwärts::ADV,назад,хыҫала
863,zurück::ADV,обратно,каялла
864,unten::ADV,долу,аялта
865,hinab::ADV,надолу,аялта
866,oben::ADV,горе,ҫӳлте
867,hinauf::ADV,нагоре,ҫӳле
868,überall::ADV,навсякъде,таҫта та
869,überall::ADV,навсякъде,пур ҫӗрте те
870,überall::ADV,навсякъде,кирек ӑҫта та
871,nicht::ADV,не,мар
872,ein wenig::ADV,малко,пӑртак
873,kaum::ADV,едва,аран
874,kaum::ADV,едвам,аран
875,sehr::ADV,много,питӗ
876,sehr::ADV,твърде,питӗ
877,so::ADV,тъй,апла
878,so::ADV,така,апла
879,noch::ADV,още,татах
880,nur::ADV,само,ҫех
881,schon::ADV,вече,ӗнтӗ
882,wieder::ADV,пак,каллех
883,wieder::ADV,отново,каллех
884,vergebens::ADV,напразно,харам
885,vor::PRP,пред,умӗнче
886,hinter::PRP,зад,кайра
887,unter::PRP,под,айне
888,unter::PRP,под,айӗпе
889,unter::PRP,под,айӗнче
890,unter::PRP,под,ҫитеспе
891,durch::PRP,през,витӗр
892,neben::PRP,до,патӗнче
893,neben::PRP,при,патӗнче
894,zwischen::PRP,между,хушшинче
895,zwischen::PRP,помежду,хушшинче
896,wegen::PRP,заради,пула
897,wegen::PRP,заради,пирки
898,dies::PRN,този,ку
899,dies::PRN,този,ҫак
900,das::PRN,туй,ҫав
901,das::PRN,това,ҫав
902,alles::PRN,всичко,пурте
903,alles::PRN,всичко,йӑлт
904,ich::PRN,аз,эп
905,du::PRN,ти,эс
906,er::PRN,той,вӑл
907,wir::PRN,ние,эпир
908,ihr::PRN,вие,эсир
909,sie::PRN,те,вӗсем
910,was::FPRN,що,мӗн
911,was::FPRN,що,мӗскер
912,was::FPRN,що,мӗн те пулин
913,was::FPRN,какво,мӗн
914,was::FPRN,какво,мӗскер
915,was::FPRN,какво,мӗн те пулин
916,wer::FPRN,кой,кам
917,wo::FADV,къде,ӑҫта
918,wohin::FADV,накъде,ӑҫта
919,wohin::FADV,накъдето,ӑҫта
920,wie::FADV,как,епле
921,wie::FADV,как,мӗнле
922,warum::FADV,защо,ма
923,warum::FADV,защо,мӗншӗн
924,wieviel::FNUM,колко,миҫе
925,eins::NUM,един,пӗр
926,eins::NUM,един,пӗрре
927,zwei::NUM,два,ик
928,zwei::NUM,два,икӗ
929,zwei::NUM,два,иккӗ
930,drei::NUM,три,виҫ
931,drei::NUM,три,виҫӗ
932,drei::NUM,три,виҫҫӗ
933,vier::NUM,четири,тӑват
934,fünf::NUM,пет,пилӗк
935,fünf::NUM,пет,пиллӗк
936,sechs::NUM,шест,улт
937,sechs::NUM,шест,ултӑ
938,sechs::NUM,шест,улттӑ
939,sieben::NUM,седем,ҫич
940,sieben::NUM,седем,ҫичӗ
941,sieben::NUM,седем,ҫиччӗ
942,acht::NUM,осем,сакӑр
943,acht::NUM,осем,саккӑр
944,neun::NUM,девет,тӑхӑр
945,neun::NUM,девет,тӑххӑр
946,zehn::NUM,десет,вунӑ
947,zehn::NUM,десет,вуннӑ
948,elf::NUM,единайсет,вун пӗр
949,elf::NUM,единадесет,вун пӗр
950,zwölf::NUM,дванайсет,вун ик
951,zwölf::NUM,дванайсет,вун икӗ
952,zwölf::NUM,дванайсет,вун иккӗ
953,zwölf::NUM,дванадесет,вун ик
954,zwölf::NUM,дванадесет,вун икӗ
955,zwölf::NUM,дванадесет,вун иккӗ
956,zwanzig::NUM,двайсет,ҫирӗм
957,zwanzig::NUM,двадесет,ҫирӗм
958,dreißig::NUM,тридесет,вӑтӑр
959,vierzig::NUM,четиридесет,хӗрӗх
960,fünfzig::NUM,петдесет,аллӑ
961,sechzig::NUM,шестдесет,утмӑл
962,siebzig::NUM,седемдесет,ҫитмӗл
963,achtzig::NUM,осемдесет,сакӑр вунӑ
964,achtzig::NUM,осемдесет,сакӑр вуннӑ
965,neunzig::NUM,деветдесет,тӑхӑр вун
966,neunzig::NUM,деветдесет,тӑхӑр вунӑ
967,neunzig::NUM,деветдесет,тӑхӑр вуннӑ
968,hundert::NUM,сто,ҫӗр
969,tausend::NUM,хиляда,пин
970,und::CNJ,а,та
971,und::CNJ,та,та
972,oder::CNJ,или,е
973,stehen::V,стоя,тӑр
974,sitzen::V,седя,лар
975,liegen::V,лежа,вырт
976,hängen::V,вися,усӑнса тӑр
977,hängen::V,вися,ҫакӑнса тӑр
978,werden::V,бъда,пул
979,werden::V,стана,пул
980,passieren::V,случа се,пул
981,beginnen::V,започна,пуҫлан
982,enden::V,свърша,пӗт
983,enden::V,свърша,вӗҫлен
984,wechseln::V,променям,улшӑн
985,aufgehen[Sonne]::V,изгрея,тух
986,untergehen[Sonne]::V,заляза,анса лар
987,scheinen[Sonne]::V,грея,пӑх
988,scheinen[Sonne]::V,светя,пӑх
989,donnern::V,гърмя,кӗмсӗртет
990,donnern::V,гърмя,авӑт
991,wehen::V,вея,варкӑш
992,wehen::V,духам,варкӑш
993,strömen::V,тека,тӑкӑн
994,strömen::V,лея се,тӑкӑн
995,fließen::V,тека,юх
996,sich drehen::V,въртя се,ҫаврӑн
997,schwanken::V,клатя се,чӳхен
998,schwingen::V,трептя,суллан
999,fallen::V,падам,кип
1000,fallen::V,падам,тӳр кип
1001,fallen::V,падам,татӑлса ан
1002,brennen::V,горя,ҫун
1003,rauchen::V,димя,мӑкӑрлан
1004,rauchen::V,димя,тӗтӗм кӑлар
1005,regnen::V,вали дъжд,ҫумӑр ҫӑвать
1006,gefrieren::V,замръзна,шӑн
1007,tauen::V,топя се,ирӗл
1008,schmelzen::V,разтопя се,ирӗл
1009,trocknen::V,съхна,тип
1010,sieden::V,вря,вӗре
1011,sieden::V,кипя,вӗре
1012,faulen::V,гния,ҫӗр
1013,verfaulen::V,изгния,ҫӗр
1014,reißen::V,напукам се,ҫурӑл
1015,versinken::V,потъна,пут
1016,vergehen::V,минавам,ирт
1017,erscheinen::V,явя се,курӑн
1018,erscheinen::V,явя се,курӑнса кай
1019,verschwinden::V,изчезна,ҫухал
1020,sinken::V,падна,чак
1021,abnehmen::V,отслабна,чак
1022,zunehmen::V,нарасна,пысӑклан
1023,steigen::V,увелича се,ҫӗклен
1024,steigen::V,покачвам се,ҫӗклен
1025,wachsen::V,раста,ӳс
1026,glänzen::V,лъщя,ҫиҫ
1027,glänzen::V,блестя,ҫиҫ
1028,funkeln::V,искря,ялкӑш
1029,funkeln::V,искря,йӑлтӑртат
1030,lärmen::V,шумя,шавла
1031,läuten::V,звъня,шӑнкӑравла
1032,klingeln::V,звъня,шӑнкӑравла
1033,klirren::V,звънтя,калтлат
1034,klirren::V,звънтя,шӑнкӑлтат
1035,klirren::V,дрънкам,калтлат
1036,klirren::V,дрънкам,шӑнкӑлтат
1037,brausen::V,буча,ахӑр
1038,rauschen::V,шумя,вашӑлтат
1039,rauschen::V,шумя,чашӑлтат
1040,klingen::V,звуча,янӑра
1041,bellen::V,лая,вӗр
1042,heulen::V,вия,ула
1043,heulen::V,рева,ула
1044,blasen::V,духна,вӗр
1045,pfeifen::V,свиря,шӑхӑр
1046,schreien::V,крещя,кӑшкӑр
1047,stöhnen::V,стена,йынӑш
1048,stöhnen::V,пъшкам,йынӑш
1049,zittern::V,треперя,чӗтре
1050,leben::V,живея,пурӑн
1051,geboren werden::V,родя се,ҫурал
1052,atmen::V,дишам,сывла
1053,trinken::V,пия,ӗҫ
1054,essen::V,ям,ҫи
1055,schlucken::V,гълтам,ҫӑт
1056,müde werden::V,уморя се,ӗшен
1057,einschlafen::V,заспя,ыйха пут
1058,einschlafen::V,заспя,ҫывӑрса кай
1059,schlafen::V,спя,ҫывӑр
1060,aufwachen::V,събудя се,вӑран
1061,aufstehen::V,стана,тӑр
1062,sich erholen::V,отдъхвам си,кан
1063,krank werden::V,заболея,чирле
1064,krank sein::V,боледувам,чирле
1065,schmerzen::V,боля,сур
1066,schmerzen::V,боля,ырат
1067,husten::V,кашлям,ӳсӗр
1068,genesen::V,оздравея,сывал
1069,genesen::V,оздравея,тӳрлен
1070,sterben::V,умра,вил
1071,umkommen::V,загина,вил
1072,sich bewegen::V,движа се,куҫ
1073,sich bewegen::V,мърдам се,куҫ
1074,sich rühren::V,движа се,хускал
1075,sich erheben::V,стана,тӑр
1076,sich setzen::V,седна,лар
1077,hinfallen::V,падна,ӳк
1078,laufen::V,ходя,ут
1079,schreiten::V,крача,ут
1080,spazierengehen::V,разхождам се,уҫӑлса ҫӳре
1081,spazierengehen::V,разхождам се,уткаласа ҫӳре
1082,eilen::V,бързам,васка
1083,eilen::V,бързам,хыпалан
1084,sich beeilen::V,побързам,васка
1085,sich beeilen::V,побързам,хыпалан
1086,sausen::V,тичам,ыткӑн
1087,sausen::V,тичам,вӗҫтер
1088,rennen::V,бягам,чуп
1089,springen::V,скачам,сик
1090,klettern::V,катеря се,улӑх
1091,schaukeln::V,люлея се,йӳрӗн
1092,kriechen::V,лазя,шу
1093,kriechen::V,лазя,упален
1094,kriechen::V,пълзя,шу
1095,kriechen::V,пълзя,упален
1096,schwimmen::V,плувам,иш
1097,tauchen::V,гмуркам се,чӑм
1098,rudern::V,греба,авӑс
1099,fahren::V,пътувам,пыр
1100,fliegen::V,летя,вӗҫ
1101,fliegen::V,хвърча,вӗҫ
1102,gehen::V,ида,кай
1103,gehen::V,вървя,кай
1104,weggehen::V,отида си,кай
1105,abfahren::V,отпътувам,тапран
1106,anhalten::V,спра се,чарӑн
1107,hineingehen::V,влизам,кӗр
1108,eintreten::V,вляза,кӗр
1109,kommen::V,ида,кил
1110,kommen::V,дойда,кил
1111,ankommen::V,пристигна,ҫит
1112,zurückkommen::V,върна се,таврӑн
1113,zurückkommen::V,върна се,каялла кил
1114,bleiben::V,остана,юл
1115,warten::V,чакам,кӗт
1116,erwarten::V,очаквам,кӗт
1117,suchen::V,търся,шыра
1118,finden::V,намеря,туп
1119,versuchen::V,опитам,пикен
1120,vorbereiten::V,подготвя,хатӗрле
1121,lieben::V,любя,юрат
1122,mögen::V,обичам,кӑмӑлла
1123,mögen::V,обичам,килӗштер
1124,lachen::V,смея се,кул
1125,lachen::V,смея се,ахӑлтат
1126,rühren::V,трогна,ҫулӑх
1127,weinen::V,плача,йӗр
1128,weinen::V,плача,макӑр
1129,schimpfen::V,ругая,вӑрҫ
1130,schimpfen::V,ругая,ятлаҫ
1131,schimpfen::V,псувам,вӑрҫ
1132,schimpfen::V,псувам,ятлаҫ
1133,sich ärgern::V,ядосам се,ҫиллен
1134,sich fürchten::V,боя се,шиклен
1135,sich fürchten::V,страхувам се,шиклен
1136,fürchten::V,боя се от,хӑра
1137,fürchten::V,страхувам се от,хӑра
1138,fliehen::V,бягам,тар
1139,flüchten::V,бягам,чупса тар
1140,flüchten::V,избягам,чупса тар
1141,sehen::V,видя,кур
1142,anschauen::V,гледам,пӑхса ил
1143,ansehen::V,поглеждам,пӑх
1144,hören::V,чувам,илт
1145,zuhören::V,слушам,итле
1146,zuhören::V,слушам,тӑнла
1147,probieren::V,опитам,астив
1148,riechen::V,подуша,шӑршла
1149,fühlen::V,усещам,туй
1150,fühlen::V,усещам,сис
1151,fühlen::V,чувствувам,туй
1152,fühlen::V,чувствувам,сис
1153,scheinen::V,изглеждам,туйӑн
1154,zu sehen sein::V,виждам се,курӑн
1155,vernehmen::V,доловя,пӑл
1156,frieren::V,мръзна,йӳтен
1157,tun::V,правя,ту
1158,können::V,мога,пултар
1159,wollen::V,ща,те
1160,wollen::V,искам,те
1161,anfangen::V,започна,пуҫла
1162,beenden::V,свърша,пӗтер
1163,beenden::V,завърша,пӗтер
1164,aufhören::V,престана,пӑрах
1165,gelingen::V,успея,ӑн
1166,gelingen::V,сполуча,ӑн
1167,geraten::V,удам се,пул
1168,öffnen::V,отворя,уҫ
1169,schließen::V,затворя,хуп
1170,stellen::V,поставя,ларт
1171,stellen::V,поставя,тӑрат
1172,setzen::V,туря,ларт
1173,legen::V,сложа,хур
1174,legen::V,слагам,хур
1175,berühren::V,докосна,перӗн
1176,verbinden::V,свържа,сып
1177,bedecken::V,покрия,вит
1178,aufhängen::V,закача,ҫак
1179,anzünden::V,запаля,ҫут
1180,aufheben::V,вдигна,ҫӗкле
1181,aufheben::V,повдигна,ҫӗкле
1182,zurücklassen::V,оставя,манса хӑвар
1183,verlieren::V,загубя,ҫӗтер
1184,fallen lassen::V,изпусна,ӳкер
1185,machen::V,направя,ту
1186,herstellen::V,произведа,ӑстала
1187,bauen::V,строя,ту
1188,reparieren::V,поправя,юса
1189,verbessern::V,подобря,лайӑхлат
1190,ändern::V,променя,улӑштар
1191,graben::V,копая,чав
1192,graben::V,копая,чакала
1193,beugen::V,прегъна,кукӑрт
1194,biegen::V,прегъна,ав
1195,biegen::V,прегъна,кукӑрт
1196,drehen::V,въртя,ҫавӑр
1197,wenden::V,обърна,ӳпӗнтер
1198,umdrehen::V,обърна,ҫавӑр
1199,heben::V,вдигам,хӑпарт
1200,hochheben::V,издигна,йӑт
1201,ergreifen::V,хвана,тыт
1202,ergreifen::V,обхвана,тыт
1203,halten::V,държа,тыт
1204,drücken::V,натискам,пус
1205,drücken::V,притискам,пус
1206,schieben::V,тикам,тӗк
1207,schieben::V,тикам,тӗрт
1208,kratzen::V,одраскам,хыр
1209,lecken::V,лижа,ҫула
1210,lecken::V,ближа,ҫула
1211,beißen::V,хапя,ҫырт
1212,beißen::V,хапя,хып
1213,beißen::V,ухапя,ҫырт
1214,beißen::V,ухапя,хып
1215,abreißen::V,откъсна,тат
1216,abschneiden::V,отрежа,кас
1217,binden::V,вържа,ҫых
1218,stecken::V,пъхна,чик
1219,brechen::V,троша,хуҫ
1220,klopfen::V,чукам,такка
1221,hauen::V,бия,шакка
1222,kleben::V,лепя,ҫыпӑҫтар
1223,kleben::V,залепя,ҫыпӑҫтар
1224,reiben::V,трия,сӑтӑр
1225,reiben::V,търкам,сӑтӑр
1226,streichen::V,намажа,сӗр
1227,schleifen::V,остря,хӑйра
1228,schneiden::V,режа,кас
1229,rütteln::V,разтърсвам,лӑка
1230,rütteln::V,разтърсвам,силлентер
1231,schütteln::V,клатя,лӑка
1232,schütteln::V,клатя,силлентер
1233,schütteln::V,друсам,лӑка
1234,schütteln::V,друсам,силлентер
1235,schwenken::V,размахам,сулла
1236,schütten::V,сипя,тултар
1237,füllen::V,напълня,тултар
1238,einwickeln::V,увия,чӗрке
1239,einwickeln::V,завия,чӗрке
1240,tragen::V,нося,ҫӗкле
1241,schleppen::V,влача,сӗтӗр
1242,ziehen::V,тегля,тӑс
1243,ziehen::V,дръпна,тӑс
1244,aufbewahren::V,съхраня,усра
1245,werfen::V,хвърля,пӑрах
1246,fangen::V,ловя,тыт
1247,fangen::V,уловя,тыт
1248,packen::V,хвана,тыт
1249,verstecken::V,крия,пытарса хур
1250,verstecken::V,скрия,пытарса хур
1251,teilen::V,разделя,уйӑр
1252,teilen::V,разделя,пайла
1253,schicken::V,изпращам,яр
1254,bringen::V,донеса,кӳр
1255,hinzufügen::V,прибавя,хуш
1256,bekommen::V,сдобия се,ил
1257,bekommen::V,сдобия се,туян
1258,erhalten::V,получа,ил
1259,erhalten::V,получа,туян
1260,nehmen::V,взема,ил
1261,wählen::V,избирам,суйла
1262,auswählen::V,избера,суйла
1263,bewahren::V,пазя,упра
1264,behindern::V,преча,кансӗрле
1265,behindern::V,преча,чӑрмантар
1266,behindern::V,спъвам,кансӗрле
1267,behindern::V,спъвам,чӑрмантар
1268,verderben::V,разваля,пӑс
1269,beschädigen::V,повредя,пӑс
1270,zerbrechen::V,счупя,ват
1271,zerbrechen::V,счупя,ҫӗмӗр
1272,zerreißen::V,скъсам,ҫур
1273,zerstören::V,разруша,иш
1274,verbrennen::V,изгоря,ҫунтар
1275,geben::V,дам,пар
1276,reichen::V,подам,пар
1277,schenken::V,подаря,парнеле
1278,versprechen::V,обещая,тума пул
1279,versprechen::V,обещая,сӑмах пар
1280,wünschen::V,желая,сун
1281,loben::V,хваля,ырла
1282,küssen::V,целувам,чуп ту
1283,wiegen::V,люлея,сиктер
1284,wiegen::V,люлея,силле
1285,zudecken::V,покрия,вит
1286,wecken::V,събудя,вӑрат
1287,zeigen::V,покажа,кӑтарт
1288,führen::V,водя,илсе пыр
1289,führen::V,водя,ҫавӑтса пыр
1290,führen::V,заведа,илсе пыр
1291,führen::V,заведа,ҫавӑтса пыр
1292,lehren::V,уча,вёрент
1293,unterrichten::V,преподавам,вёрент
1294,aufziehen::V,отгледам,вӗрент
1295,leiten::V,ръководя,тытса пыр
1296,leiten::V,управлявам,тытса пыр
1297,antreiben::V,подкарвам,васкат
1298,lassen::V,накарам,пусахла
1299,lassen::V,накарам,хуш
1300,einladen::V,поканя,чӗн
1301,vereinigen::V,съединя,пӗрлештер
1302,besuchen::V,посетя,ҫит
1303,besuchen::V,посетя,кӗрсе кур
1304,treffen::V,срещна,тӗл пул
1305,sich versammeln::V,събера се,пуҫтарӑн
1306,spielen::V,играя,выля
1307,singen::V,пея,юрла
1308,tanzen::V,танцувам,ташла
1309,sich trennen::V,разделя се,уйрӑл
1310,verlassen::V,напусна,хӑвар
1311,retten::V,спася,ҫӑл
1312,bewachen::V,охранявам,хуралла
1313,schützen::V,запазя,сыхла
1314,verteidigen::V,защитя,хӳтӗле
1315,sich schlagen::V,бия се,ҫапӑҫ
1316,schießen::V,стрелям,пер
1317,siegen::V,победя,ҫӗн
1318,siegen::V,победя,ҫӗнтер
1319,ärgern::V,ядосам,тарӑхтар
1320,ärgern::V,ядосам,ҫиллентер
1321,schlagen::V,бия,ҫап
1322,schlagen::V,ударя,ҫап
1323,treten::V,ритам,тап
1324,stechen::V,бодна,чик
1325,stoßen::V,бутна,чыш
1326,stoßen::V,блъсна,чыш
1327,stören::V,смутя,кансӗрле
1328,belästigen::V,отегча,аптӑрат
1329,belästigen::V,отегча,хупла
1330,belästigen::V,безпокоя,аптӑрат
1331,belästigen::V,безпокоя,хупла
1332,verbergen::V,скрия,пытар
1333,täuschen::V,измамя,суй
1334,betrügen::V,измамя,ултала
1335,töten::V,убия,вӗлер
1336,töten::V,умъртвя,вӗлер
1337,wohnen::V,живея,чуна пар
1338,wohnen::V,живея,парӑнса тӑр
1339,arbeiten::V,работя,ӗҫле
1340,sammeln::V,събера,пух
1341,pflücken::V,бера,тат
1342,pflücken::V,откъсна,тат
1343,jagen::V,ловувам,сунара ҫӳре
1344,fischen::V,ловя риба,пулӑ тыт
1345,fassen::V,хвана,тыт
1346,hüten::V,пазя,кӗт
1347,treiben::V,карам,хӑвала
1348,anbinden::V,завържа,кӑкар
1349,füttern::V,храня,ҫитер
1350,melken::V,доя,су
1351,hacken::V,сека,вакла
1352,gießen::V,полея,шӑвар
1353,reifen::V,узрея,пиҫ
1354,zubereiten::V,приготвя,пӗҫер
1355,kochen::V,варя,пӗҫер
1356,backen::V,пека,пӗҫер
1357,braten::V,пържа,ӑшала
1358,umrühren::V,разбъркам,хутӑштар
1359,stricken::V,плета,ҫых
1360,nähen::V,шия,ҫӗле
1361,färben::V,боядисам,пӗвет
1362,reinigen::V,почистя,тасат
1363,waschen::V,мия,ҫу
1364,waschen::V,пера,ҫу
1365,abwischen::V,избърша,шӑл
1366,spülen::V,плакна,чӳхе
1367,fegen::V,измета,шӑл
1368,kehren::V,мета,шӑл
1369,baden::V,къпя се,шыва кӗр
1370,sich waschen::V,мия се,ҫӑвӑн
1371,ausziehen::V,съблека,салан
1372,anziehen::V,облека,тӑхӑн
1373,sich anziehen::V,облека се,тӑхӑн
1374,kämmen::V,реша,тура
1375,kämmen::V,вчеша,тура
1376,schmücken::V,накича,илемлет
1377,sagen::V,кажа,те
1378,sprechen::V,говоря,кала
1379,reden::V,говоря,сӑмахла
1380,reden::V,говоря,калаҫ
1381,sich unterhalten::V,разговарям,пупле
1382,fragen::V,запитам,ыйт
1383,bitten::V,моля,ыйт
1384,erzählen::V,разкажа,каласа пар
1385,mitteilen::V,съобщя,пӗлтер
1386,mitteilen::V,съобщя,хыпарла
1387,nennen::V,нарека,те
1388,nennen::V,нарека,чӗн
1389,rufen::V,викам,чӗн
1390,rufen::V,повикам,чӗн
1391,prahlen::V,хваля се,мухтан
1392,prahlen::V,хваля се,вӗҫкӗнлен
1393,übersetzen::V,преведа,куҫар
1394,denken::V,мисля,шухӑшла
1395,glauben::V,вярвам,ӗнен
1396,bemerken::V,забележа,асӑрха
1397,erkennen::V,позная,палла
1398,begreifen::V,схвана,ӑнлан
1399,verstehen::V,разбера,пӗл
1400,lernen::V,уча се,вӗрен
1401,wissen::V,зная,пӗл
1402,wissen::V,зная,ӑнкар
1403,sich erinnern an::V,спомня си за,аса ил
1404,vergessen::V,забравя,ман
1405,vergessen::V,забравя,манса кай
1406,messen::V,меря,виҫ
1407,zählen::V,броя,шутла
1408,rechnen::V,сметна,шутла
1409,lesen::V,чета,вула
1410,malen::V,рисувам,ӳкер
1411,zeichnen::V,рисувам,ӳкер
1412,schreiben::V,пиша,ҫыр
1413,besitzen::V,имам,тыт
1414,besitzen::V,притежавам,тыт
1415,kaufen::V,купя,ил
1416,kaufen::V,купя,туян
1417,kaufen::V,купувам,ил
1418,kaufen::V,купувам,туян
1419,verkaufen::V,продам,сут
1420,bezahlen::V,заплатя,тӳле
1421,zahlen::V,платя,тӳле
1422,beherrschen::V,владея,тыт
1423,ertragen::V,понеса,тӳс
1424,Platte::N,,плита
1425,Stütze::N,,ура
1426,stehlen::V,,вӑрла
