,Concept_ID,es,ca
456,Beutel::N,bolsa,bossa
457,Bündel::N,haz,feix
458,Bündel::N,haz,paquet
459,Tasche::N,bolso,bossa
460,Eimer::N,cubo,galleda
461,Deckel::N,tapa,tapa
462,Deckel::N,tapa,tapadora
463,Deckel::N,tapadera,tapa
464,Deckel::N,tapadera,tapadora
465,Geschirr::N,vajilla,vaixella
466,Sack::N,saco,sac
467,Sack::N,saco,saca
468,Tasse::N,taza,tassa
469,Topf::N,olla,pot
470,Topf::N,olla,olla
471,Topf::N,marmita,pot
472,Topf::N,marmita,olla
473,Kessel::N,caldera,caldera
474,Essen::N,comida,àpat
475,Essen::N,comida,menjada
476,Nahrung::N,alimento,aliment
477,Speise::N,plato,plat
478,Fleisch::N,carne,carn
479,Getreide::N,cereales,cereals
480,Brei::N,puré,puré
481,Brei::N,papilla,puré
482,Brot::N,pan,pa
483,Scheibe::N,lonja,tall
484,Scheibe::N,lonja,llesca
485,Scheibe::N,rebanada,tall
486,Scheibe::N,rebanada,llesca
487,Fett::N,grasa,greix
488,Butter::N,mantequilla,mantega
489,Öl::N,aceite,oli
490,Salz::N,sal,sal
491,Suppe::N,sopa,sopa
492,Honig::N,miel,mel
493,Milch::N,leche,llet
494,Tee::N,té,te
495,Leder::N,cuero,cuir
496,Wolle::N,lana,llana
497,Stoff::N,tela,tela
498,Stoff::N,tejido,tela
499,Nadel::N,aguja,agulla
500,Faden::N,hilo,fil
501,Knopf::N,botón,botó
502,Knoten::N,nudo,nus
503,Farbe::N,pintura,pintura
504,Kleidung::N,ropa,roba
505,Kleidung::N,ropa,vestits
506,Kleidung::N,vestidos,roba
507,Kleidung::N,vestidos,vestits
508,Hemd::N,camisa,camisa
509,Kragen::N,cuello,coll
510,Ärmel::N,manga,màniga
511,Hose::N,pantalón,pantalōns
512,Gürtel::N,cinturón,cinturó
513,Mütze::N,gorro,gorra
514,Schuh::N,zapato,sabata
515,Stiefel::N,bota,bota
516,Ring::N,anillo,anell
517,Band::N,cinta,veta
518,Band::N,cinta,cinta
519,Kamm::N,peine,pinta
520,Spiegel::N,espejo,mirāll
521,Riemen::N,correa,corretja
522,Schnur::N,cuerda,corda
523,Leine::N,correa,corretja
524,Decke::N,manta,manta
525,Decke::N,manta,flassada
526,Kissen::N,almohada,coixí
527,Tuch::N,pañuelo,mocador
528,Handtuch::N,toalla,tovallola
529,Kraft::N,fuerza,força
530,Stärke::N,fuerza,vigor
531,Gesundheit::N,salud,salut
532,Krankheit::N,enfermedad,malaltia
533,Schmerz::N,dolor,dolor
534,Wunde::N,llaga,ferida
535,Wunde::N,herida,ferida
536,Fieber::N,fiebre,febre
537,Arznei::N,medicina,medicament
538,Arznei::N,medicamento,medicament
539,Brücke::N,puente,pont
540,Brunnen::N,pozo,pou
541,Weide::N,pasto,pastura
542,Pfad::N,sendero,senda
543,Pfad::N,sendero,sender
544,Weg::N,camino,camí
545,Straße::N,vía,carretera
546,Straße::N,carretera,carretera
547,Dorf::N,aldea,poble
548,Dorf::N,pueblo,poble
549,Stadt::N,ciudad,ciutāt
550,Brief::N,carta,carta
551,Buch::N,libro,llibre
552,Buchstabe::N,letra,lletra
553,Buchstabe::N,carácter,lletra
554,Zeitung::N,diario,diāri
555,Zeitung::N,periódico,diāri
556,Leben::N,vida,vida
557,Tod::N,muerte,mort
558,Grab::N,tumba,tomba
559,Grab::N,sepulcro,tomba
560,Kirche::N,iglesia,església
561,Sünde::N,pecado,pecat
562,Gott::N,dios,déu
563,Arbeiter::N,obrero,obrer
564,Arbeiter::N,trabajador,obrer
565,Chef::N,jefe,cap
566,Meister::N,maestro,mestre
567,Arzt::N,médico,metge
568,Lehrer::N,profesor,mestre
569,Geld::N,dinero,dinērs
570,Geschäft::N,negocio,negoci
571,Laden::N,tienda,tenda
572,Laden::N,tienda,botiga
573,Preis::N,precio,preu
574,Ware::N,mercancía,mercaderia
575,Nutzen::N,provecho,profit
576,Reichtum::N,riqueza,riquesa
577,Welt::N,mundo,món
578,Land::N,país,país
579,Staat::N,Estado,estat
580,König::N,rey,rei
581,Macht::N,poder,poder
582,Macht::N,poder,potència
583,Macht::N,potencia,poder
584,Macht::N,potencia,potència
585,Grenze::N,frontera,frontera
586,Krieg::N,guerra,guerra
587,Feind::N,enemigo,enemic
588,Gewalt::N,violencia,violència
589,Kampf::N,lucha,lluita
590,Kampf::N,combate,lluita
591,Bogen[Waffe]::N,arco,arc
592,Pfeil::N,flecha,fletxa
593,Gewehr::N,fusil,fusell
594,Gewehr::N,fusil,escopeta
595,Gewehr::N,escopeta,fusell
596,Gewehr::N,escopeta,escopeta
597,Fehler::N,error,falta
598,Lüge::N,mentira,mentida
599,Schaden::N,daño,dany
600,Unglück::N,desgracia,desgràcia
601,Schuld::N,culpa,culpa
602,Alter::N,edad,edat
603,Schluss::N,fin,fi
604,Schluss::N,fin,final
605,Schluss::N,final,fi
606,Schluss::N,final,final
607,Zeit::N,tiempo,temps
608,Tag::N,día,dia
609,Morgen::N,mañana,matí
610,Mittag::N,mediodía,migdia
611,Abend::N,noche,vespre
612,Nacht::N,noche,nit
613,Woche::N,semana,setmana
614,Monat::N,mes,mes
615,Jahr::N,año,any
616,Frühling::N,primavera,primavera
617,Sommer::N,verano,estīu
618,Herbst::N,otoño,tardor
619,Winter::N,invierno,hivērn
620,Januar::N,enero,gener
621,Februar::N,febrero,febrer
622,März::N,marzo,març
623,April::N,abril,abril
624,Mai::N,mayo,maig
625,Juni::N,junio,juny
626,Juli::N,julio,juliol
627,August::N,agosto,agost
628,September::N,septiembre,setembre
629,Oktober::N,octubre,octubre
630,November::N,noviembre,novembre
631,Dezember::N,diciembre,desembre
632,Montag::N,lunes,dilluns
633,Dienstag::N,martes,dimarts
634,Mittwoch::N,miércoles,dimecres
635,Donnerstag::N,jueves,dijous
636,Freitag::N,viernes,divendres
637,Samstag::N,sábado,dissabte
638,Sonntag::N,domingo,diumenge
639,groß::A,grande,gros
640,klein::A,pequeño,petīt
641,lang::A,largo,llarg
642,kurz::A,corto,curt
643,breit::A,ancho,ample
644,schmal::A,estrecho,estret
645,dicht::A,denso,dens
646,dick[Gegenstand]::A,grueso,gruixūt
647,dünn::A,fino,prim
648,dünn::A,delgado,prim
649,fein::A,fino,fi
650,fein::A,delicado,fi
651,fest::A,firme,ferm
652,fest::A,firme,sòlid
653,fest::A,sólido,ferm
654,fest::A,sólido,sòlid
655,flach::A,plano,pla
656,glatt::A,liso,llis
657,hart::A,duro,dur
658,weich::A,muelle,tou
659,rund::A,redondo,rodó
660,spitz::A,agudo,punxegut
661,spitz::A,apuntado,punxegut
662,scharf::A,agudo,agut
663,scharf::A,afilado,agut
664,stumpf::A,sin filo,rom
665,stumpf::A,sin filo,esmussat
666,schwer::A,pesado,pesāt
667,schön::A,bello,bonīc
668,schön::A,hermoso,bonīc
669,heiß::A,caluroso,calēnt
670,warm::A,cálido,càlid
671,warm::A,caliente,càlid
672,kalt::A,frío,fred
673,kühl::A,fresco,fresc
674,frisch::A,fresco,fresc
675,feucht::A,húmedo,humit
676,nass::A,mojado,mullat
677,trocken::A,seco,sec
678,voll::A,lleno,ple
679,leer::A,vacío,buit
680,offen::A,abierto,obert
681,geschlossen::A,cerrado,tancat
682,sauber::A,limpio,net
683,schmutzig::A,sucio,brut
684,roh::A,crudo,cru
685,reif::A,maduro,madur
686,lecker::A,rico,deliciós
687,lecker::A,sabroso,deliciós
688,süß::A,dulce,dolç
689,bitter::A,amargo,amarg
690,sauer::A,agrio,agre
691,hell::A,claro,clar
692,dunkel::A,oscuro,fosc
693,schwarz::A,negro,negre
694,weiß::A,blanco,blanc
695,rot::A,rojo,vermēll
696,gelb::A,amarillo,groc
697,blau::A,azul,blau
698,grün::A,verde,verd
699,grau::A,gris,gris
700,bunt::A,multicolor,multicolor
701,billig::A,barato,barat
702,teuer::A,caro,car
703,wertvoll::A,valioso,preciós
704,wertvoll::A,precioso,preciós
705,blind::A,ciego,cec
706,taub::A,sordo,sord
707,kräftig::A,fuerte,fort
708,kräftig::A,fuerte,vigorós
709,stark::A,fuerte,fort
710,stark::A,vigoroso,fort
711,schwach::A,débil,feble
712,fett::A,obeso,gras
713,schlank::A,esbelto,esvelt
714,hübsch::A,mono,maco
715,hübsch::A,guapo,maco
716,böse::A,malo,dolent
717,dumm::A,tonto,ximple
718,dumm::A,tonto,estúpid
719,dumm::A,estúpido,ximple
720,dumm::A,estúpido,estúpid
721,faul::A,vago,gandūl
722,faul::A,vago,mandrós
723,faul::A,perezoso,gandūl
724,faul::A,perezoso,mandrós
725,fleißig::A,aplicado,diligēnt
726,fleißig::A,diligente,diligēnt
727,geizig::A,avaro,avar
728,klug::A,sensato,intel·ligent
729,klug::A,inteligente,intel·ligent
730,geschickt::A,hábil,hàbil
731,lieb::A,querido,amat
732,lieb::A,querido,estimat
733,lustig::A,alegre,alegre
734,sanft::A,suave,suau
735,hungrig::A,hambriento,afamat
736,krank::A,enfermo,malālt
737,nackt::A,desnudo,nu
738,traurig::A,triste,trist
739,lebendig::A,vivo,viu
740,lebendig::A,viviente,viu
741,gut::A,bueno,bo
742,schlecht::A,malo,dolēnt
743,richtig::A,justo,just
744,richtig::A,justo,correcte
745,richtig::A,correcto,just
746,richtig::A,correcto,correcte
747,schlimm::A,malo,greu
748,schlimm::A,grave,greu
749,wahr::A,verídico,vertader
750,wahr::A,verídico,veritable
751,wahr::A,verdadero,vertader
752,wahr::A,verdadero,veritable
753,alt::A,viejo,vell
754,neu::A,nuevo,nou
755,ehemalig::A,antiguo,antic
756,alt[Lebewesen]::A,viejo,vell
757,jung::A,joven,jove
758,arm::A,pobre,pobre
759,reich::A,rico,ric
760,bekannt::A,conocido,conegut
761,berühmt::A,famoso,famós
762,berühmt::A,célebre,famós
763,fremd::A,extraño,estrany
764,verschieden::A,diverso,diferent
765,verschieden::A,distinto,diferent
766,verschieden::A,diferente,diferent
767,nah::A,cercano,pròxim
768,fern::A,lejano,llunyà
769,fern::A,lejano,distant
770,linker::A,izquierdo,esquerre
771,rechter::A,derecho,dret
772,anderer::A,otro,altre
773,erster::A,primero,primer
774,zweiter::A,segundo,segon
775,dritter::A,tercero,tercer
776,letzter::A,último,últim
777,allein::ADV,a solo,sol
778,auf einmal::ADV,de una vez,d'una vegada
779,zusammen::ADV,juntos,junt
780,lange::ADV,mucho tiempo,molt de temps
781,plötzlich::ADV,de repente,de cop
782,plötzlich::ADV,de repente,de sobte
783,sofort::ADV,en seguida,de seguida
784,später::ADV,más tarde,més tard
785,jetzt::ADV,ahora,ara
786,heute::ADV,hoy,avūi
787,morgen::ADV,mañana,demà
788,bald::ADV,pronto,aviāt
789,bald::ADV,en breve,aviāt
790,dann::ADV,luego,després
791,dann::ADV,entonces,després
792,gestern::ADV,ayer,ahir
793,einst::ADV,antaño,anteriorment
794,damals::ADV,entonces,llavōrs
795,damals::ADV,entonces,aleshores
796,danach::ADV,después,després
797,vorher::ADV,antes,abāns
798,zuerst::ADV,primero,primer
799,einmal::ADV,una vez,una vegada
800,manchmal::ADV,a veces,de vegades
801,oft::ADV,a menudo,sovint
802,oft::ADV,con frecuencia,sovint
803,immer::ADV,siempre,sempre
804,niemals::ADV,jamás,no ... mai
805,hier::ADV,aquí,aquí
806,hierhin::ADV,acá,per aquí
807,von hier::ADV,desde aquí,des d'aquí
808,dort::ADV,ahí,allí
809,dort::ADV,allí,allí
810,dorthin::ADV,allí,hi
811,dorthin::ADV,hacia allí,hi
812,geradeaus::ADV,todo derecho,tot dret
813,vorwärts::ADV,adelante,endavānt
814,rückwärts::ADV,hacia atrás,endarrera
815,zurück::ADV,atrás,darrere
816,unten::ADV,abajo,a baix
817,hinab::ADV,hacia abajo,cap avall
818,oben::ADV,arriba,dalt
819,hinauf::ADV,hacia arriba,cap amunt
820,überall::ADV,por todas partes,pertot
821,überall::ADV,por todas partes,per tot arreu
822,nicht::ADV,no,no
823,ein wenig::ADV,un poco,una mica
824,kaum::ADV,apenas,a penes
825,sehr::ADV,muy,molt
826,sehr::ADV,mucho,molt
827,so::ADV,tan,així
828,noch::ADV,aún,encara
829,noch::ADV,todavía,encara
830,nur::ADV,solamente,només
831,schon::ADV,ya,ja
832,wieder::ADV,de nuevo,de nou
833,vergebens::ADV,en vano,en va
834,vor::PRP,antes de,davānt
835,vor::PRP,antes de,enfront de
836,vor::PRP,delante de,davānt
837,vor::PRP,delante de,enfront de
838,hinter::PRP,tras,darrera
839,hinter::PRP,detrás de,darrera
840,unter::PRP,bajo,sota
841,unter::PRP,debajo de,sota
842,durch::PRP,por,per
843,durch::PRP,a través de,per
844,neben::PRP,al lado de,al costāt de
845,zwischen::PRP,entre,entre
846,wegen::PRP,por,a causa de
847,wegen::PRP,a causa de,a causa de
848,dies::PRN,esto,aquest
849,das::PRN,eso,això
850,das::PRN,esto,això
851,alles::PRN,todo,tot
852,ich::PRN,yo,jo
853,du::PRN,tú,tu
854,er::PRN,él,ell
855,wir::PRN,nosotros,nosaltres
856,ihr::PRN,vosotros,vosaltres
857,sie::PRN,ellos,ells
858,sie::PRN,ellos,elles
