,Concept_ID,kk,fr
264,Bruder::N,бауырым,frère
265,Schwester::N,әпке,sœur
266,Onkel::N,көке,oncle
267,Tante::N,тәте,tante
268,Ehemann::N,ер,mari
269,Ehemann::N,ер,époux
270,Ehefrau::N,зайып,femme
271,Ehefrau::N,зайып,épouse
272,Freude::N,қуаныш,joie
273,Freude::N,қуаныш,plaisir
274,Freude::N,сүйініш,joie
275,Freude::N,сүйініш,plaisir
276,Freude::N,шат-думан,joie
277,Freude::N,шат-думан,plaisir
278,Freude::N,қуаныштылық,joie
279,Freude::N,қуаныштылық,plaisir
280,Gelächter::N,күлу,rires
281,Glück::N,бақыт,bonheur
282,Glück::N,бақыттылық,bonheur
283,Kummer::N,аза,peine
284,Kummer::N,аза,chagrin
285,Kummer::N,қайғы,peine
286,Kummer::N,қайғы,chagrin
287,Kummer::N,қасырет,peine
288,Kummer::N,қасырет,chagrin
289,Wunsch::N,мүдде,désir
290,Lust::N,тәбет,envie
291,Lust::N,ынтызар,envie
292,Lust::N,құштарлық,envie
293,Geist::N,рух,esprit
294,Gedanke::N,ой,idée
295,Gedanke::N,ой,pensée
296,Gedächtnis::N,ес,mémoire
297,Gedächtnis::N,жады,mémoire
298,Gedächtnis::N,ақыл-ес,mémoire
299,Verstand::N,ақыл,raison
300,Verstand::N,парасат,raison
301,Sinn::N,мән,sens
302,Sinn::N,маныз,sens
303,Sinn::N,мағына,sens
304,Sinn::N,мән-мағына,sens
305,Grund::N,себеп,cause
306,Grund::N,себеп,raison
307,Wahrheit::N,рас,vérité
308,Gespräch::N,әңгіме,conversation
309,Märchen::N,ертеп,conte
310,Märchen::N,ертеп,conte de fées
311,Märchen::N,ертек,conte
312,Märchen::N,ертек,conte de fées
313,Erzählung::N,әңгіме,conte
314,Erzählung::N,әңгіме,narration
315,Nachricht::N,хабар,message
316,Neuigkeit::N,жаңалық,nouvelle
317,Name::N,ат,nom
318,Name::N,атау,nom
319,Rätsel::N,жұмбақ,énigme
320,Rätsel::N,жұмбақ,devinette
321,Rede::N,сөз,parole
322,Rede::N,сөз,discours
323,Sprache::N,тіл,langue
324,Sprache::N,тіл,langage
325,Stimme::N,үн,voix
326,Stimme::N,әуен,voix
327,Stimme::N,дауыс,voix
328,Wort::N,сөз,mot
329,Zeichen::N,ишара,signe
330,Ruf::N,айғай,cri
331,Ruf::N,айғай,appel
332,Lärm::N,айғай-шу,bruit
333,Lärm::N,айғай-ұйғай,bruit
334,Laut::N,дыбыс,son
335,Laut::N,дауыс,son
336,Ton::N,әуен,ton
337,Lied::N,ән,chant
338,Lied::N,ән,chanson
339,Lied::N,жыр,chant
340,Lied::N,жыр,chanson
341,Lied::N,ән-жыр,chant
342,Lied::N,ән-жыр,chanson
343,Ruhe::N,тыныштық,calme
344,Ruhe::N,тыныштық,tranquillité
345,Leute::N,кісілер,gens
346,Volk::N,халық,peuple
347,Arbeit::N,еңбек,travail
348,Gast::N,қонақ,hôte
349,Gast::N,қонақ,invité
350,Gast::N,мейман,hôte
351,Gast::N,мейман,invité
352,Geschenk::N,қадия,cadeau
353,Geschenk::N,қадия,présent
354,Spiel::N,ойын,jeu
355,Gesellschaft::N,қауым,compagnie
356,Gesellschaft::N,жұртшылық,compagnie
357,Hilfe::N,жэрдем,aide
358,Hilfe::N,жэрдем,secours
359,Freund::N,дос,ami
360,Kamerad::N,дос-жар,copain
361,Kamerad::N,дос-жар,camarade
362,Angelegenheit::N,жұмыс,affaire
363,Anzahl::N,сан,nombre
364,Anzahl::N,саны,nombre
365,Art::N,түр,sorte
366,Art::N,түр,espèce
367,Stück::N,тілім,morceau
368,Teil::N,үлес,part
369,Teil::N,үлес,partie
370,Teil::N,бөлшек,part
371,Teil::N,бөлшек,partie
372,Hälfte::N,жарты,moitié
373,Kreis::N,шеңбер,cercle
374,Kreuz::N,крест,croix
375,Linie::N,сызық,ligne
376,Strich::N,сызық,trait
377,Abstand::N,ара,écart
378,Abstand::N,аралық,écart
379,Entfernung::N,аралық,distance
380,Gegend::N,өңір,région
381,Gegend::N,өңір,contrée
382,Platz::N,орны,place
383,Ort::N,орын,lieu
384,Ort::N,орын,endroit
385,Seite::N,жақ,côté
386,Seite::N,бүйір,côté
387,Mitte::N,ортасы,milieu
388,Gegenstand::N,зат,objet
389,Gegenstand::N,нәрсе,objet
390,Sache::N,бұйым,chose
391,Rand::N,шет,bord
392,Rand::N,шеті,bord
393,Kante::N,қыр,arête
394,Kante::N,қыры,arête
395,Ecke::N,қыры,coin
396,Ecke::N,қыры,tournant
397,Ecke::N,бұрыш,coin
398,Ecke::N,бұрыш,tournant
399,Spitze::N,ұшы,cime
400,Spitze::N,ұшы,pointe
401,Ende::N,аяқ,bout
402,Ende::N,соңы,bout
403,Loch::N,тесік,trou
404,Winkel::N,мүйіс,coin
405,Winkel::N,мүйіс,réduit
406,Muster::N,мәнер,dessin
407,Größe::N,ауқым,grandeur
408,Größe::N,көлемдік,grandeur
409,Länge::N,бой,longueur
410,Länge::N,ұзындық,longueur
411,Höhe::N,жоғарылық,hauteur
412,Höhe::N,жоғарылық,altitude
413,Höhe::N,биіктік,hauteur
414,Höhe::N,биіктік,altitude
415,Gewicht::N,салмақ,poids
416,Menge::N,мөлшер,quantité
417,Haufen::N,үйме,tas
418,Haufen::N,үйінді,tas
419,Reihe::N,сап,file
420,Reihe::N,сап,rangée
421,Boot::N,қайық,canot
422,Boot::N,қайық,bateau
423,Ruder::N,ескек,rame
424,Ruder::N,ескек,aviron
425,Schlitten::N,шана,traîneau
426,Ski::N,шаңғы,ski
427,Lagerfeuer::N,алау,feu de camp
428,Last::N,ауырлық,charge
429,Last::N,ауырлық,fardeau
430,Last::N,ауыр зат,charge
431,Last::N,ауыр зат,fardeau
432,Gang::N,жүріс,tour
433,Gang::N,жүріс,marche
434,Schritt::N,адым,pas
435,Norden::N,солтүстік,nord
436,Norden::N,терістік,nord
437,Süden::N,оңтүстік,sud
438,Westen::N,батыс,ouest
439,Westen::N,батыс,occident
440,Osten::N,күншығыс,est
441,Osten::N,күншығыс,orient
442,Holz::N,ағаш,bois
443,Holz::N,сүрек,bois
444,Brett::N,тақта,planche
445,Platte::N,тақта,plaque
446,Stütze::N,тіреу,appui
447,Stütze::N,тіреу,soutien
448,Stange::N,қада,barre
449,Stange::N,қада,perche
450,Stock::N,сойыл,canne
451,Stab::N,сырық,bâton
452,Rohr::N,құбыр,tube
453,Rohr::N,құбыр,tuyau
454,Haus::N,үй,maison
455,Heim::N,үйлі,maison
456,Heim::N,шаңырақ,maison
457,Ofen::N,ошақ,poêle
458,Ofen::N,пеш,poêle
459,Fußboden::N,еден,plancher
460,Tisch::N,үстел,table
461,Stuhl::N,орындық,chaise
462,Wiege::N,бесік,berceau
463,Bett::N,кереует,lit
464,Regal::N,сөре,étagère
465,Kiste::N,жәшік,caisse
466,Fenster::N,терезе,fenêtre
467,Tür::N,есік,porte
468,Tor::N,дарбаза,porte
469,Tor::N,дарбаза,portail
470,Zaun::N,дуал,clôture
471,Dach::N,шатыр,toit
472,Leiter::N,саты,échelle
473,Leiter::N,басқыш,échelle
474,Besen::N,сыпырғыш,balai
475,Spaten::N,күрек,bêche
476,Schaufel::N,қалақ,pelle
477,Gabel::N,аша,fourchette
478,Gabel::N,шанышқы,fourchette
479,Löffel::N,қасық,cuiller
480,Messer::N,пышақ,couteau
481,Nagel::N,мық,clou
482,Nagel::N,шеге,clou
483,Netz::N,керегекөз,filet
484,Haken::N,ілмек,croc
485,Haken::N,ілмек,crochet
486,Griff::N,сап,prise
487,Griff::N,сап,manche
488,Griff::N,тұтқа,prise
489,Griff::N,тұтқа,manche
490,Schloss::N,құлып,serrure
491,Schloss::N,бекіткіш,serrure
492,Bild::N,сурет,image
493,Bild::N,сурет,tableau
494,Figur::N,тұлға,figure
495,Puppe::N,қуыршақ,poupée
496,Beutel::N,қапшық,sac
497,Beutel::N,қапшық,petit sac
498,Bündel::N,байлам,paquet
499,Bündel::N,байлам,faisceau
500,Tasche::N,дорба,sac
501,Eimer::N,шелек,seau
502,Deckel::N,жапқыш,couvercle
503,Geschirr::N,ыдыс,vaisselle
504,Sack::N,қап,sac
505,Tasse::N,шыныаяқ,tasse
506,Topf::N,кәстрөл,pot
507,Topf::N,кәстрөл,marmite
508,Kessel::N,қазан,chaudron
509,Essen::N,ас,repas
510,Essen::N,ас,manger
511,Nahrung::N,ас,nourriture
512,Nahrung::N,тамақ,nourriture
513,Speise::N,тағам,plat
514,Fleisch::N,ет,viande
515,Getreide::N,дәнді,blé
516,Getreide::N,дәнді,céréales
517,Brei::N,ботқа,purée
518,Brei::N,ботқа,bouillie
519,Brot::N,күлше,pain
520,Scheibe::N,тілім,tranche
521,Fett::N,май,graisse
522,Butter::N,май,beurre
523,Öl::N,май,huile
524,Salz::N,тұз,sel
525,Suppe::N,көже,soupe
526,Suppe::N,көже,potage
527,Honig::N,бал,miel
528,Milch::N,сүт,lait
529,Tee::N,шай,thé
530,Leder::N,көн,cuir
531,Wolle::N,жүн,laine
532,Stoff::N,мата,tissu
533,Stoff::N,мата,étoffe
534,Stoff::N,кездеме,tissu
535,Stoff::N,кездеме,étoffe
536,Nadel::N,ине,aiguille
537,Faden::N,жіп,fil
538,Knopf::N,түйме,bouton
539,Knoten::N,түйін,nœud
540,Farbe::N,рең,peinture
541,Kleidung::N,киім,vêtements
542,Kleidung::N,киім,habillement
543,Hemd::N,жейде,chemise
544,Kragen::N,жаға,col
545,Ärmel::N,жең,manche
546,Hose::N,шалбар,pantalon
547,Gürtel::N,белбеу,ceinture
548,Mütze::N,қалпақ,bonnet
549,Mütze::N,қалпақ,casquette
550,Schuh::N,кебіс,soulier
551,Schuh::N,кебіс,chaussure
552,Stiefel::N,етік,botte
553,Ring::N,жүзік,bague
554,Band::N,таспа,ruban
555,Kamm::N,тарақ,peigne
556,Spiegel::N,айна,glace
557,Spiegel::N,айна,miroir
558,Riemen::N,қайыс,lanière
559,Riemen::N,қайыс,courroie
560,Schnur::N,жіп,corde
561,Schnur::N,жіп,ficelle
562,Leine::N,тізгін,laisse
563,Decke::N,көрпе,couverture
564,Kissen::N,жастық,oreiller
565,Tuch::N,орамал,drap
566,Tuch::N,орамал,fichu
567,Handtuch::N,сүлгі,serviette
568,Handtuch::N,сүлгі,essuie-mains
569,Kraft::N,қуат,force
570,Kraft::N,қарқын,force
571,Kraft::N,әл-шама,force
572,Kraft::N,әл-дәрмен,force
573,Stärke::N,әл,vigueur
574,Stärke::N,күш,vigueur
575,Gesundheit::N,денсаулык,santé
576,Krankheit::N,ауру,maladie
577,Schmerz::N,ауру,douleur
578,Wunde::N,зақым,plaie
579,Wunde::N,зақым,blessure
580,Wunde::N,жарақат,plaie
581,Wunde::N,жарақат,blessure
582,Fieber::N,безгек,fièvre
583,Fieber::N,қалтырау,fièvre
584,Fieber::N,қызу көтерілуі,fièvre
585,Arznei::N,дәрі,remède
586,Arznei::N,дәрі,médecine
587,Arznei::N,дәрі-дәрмек,remède
588,Arznei::N,дәрі-дәрмек,médecine
589,Brücke::N,көпір,pont
590,Brunnen::N,құдық,puits
591,Weide::N,өріс,pâturage
592,Weide::N,жайылым,pâturage
593,Pfad::N,жол,sentier
594,Weg::N,жол,voie
595,Weg::N,жол,chemin
596,Straße::N,жол,route
597,Dorf::N,ауыл,village
598,Stadt::N,қала,cité
599,Stadt::N,қала,ville
600,Stadt::N,шаһар,cité
601,Stadt::N,шаһар,ville
602,Brief::N,хат,lettre
603,Brief::N,жазу,lettre
604,Buch::N,кітап,livre
605,Buchstabe::N,әріп,lettre
606,Buchstabe::N,әріп,caractère
607,Buchstabe::N,қаріп,lettre
608,Buchstabe::N,қаріп,caractère
609,Zeitung::N,газет,journal
610,Leben::N,өмір,vie
611,Leben::N,тіршілік,vie
612,Tod::N,опат,mort
613,Grab::N,мола,tombe
614,Grab::N,мазар,tombe
615,Kirche::N,шіркеу,église
616,Sünde::N,күнә,péché
617,Gott::N,алла,dieu
618,Gott::N,құдай,dieu
619,Gott::N,тәңірі,dieu
620,Gott::N,пәруардігер,dieu
621,Gott::N,жаратқан тәңірі,dieu
622,Arbeiter::N,жүмысшы,ouvrier
623,Arbeiter::N,жүмысшы,travailleur
624,Chef::N,басшы,chef
625,Chef::N,басшы,patron
626,Chef::N,жұмыс басқарушысы,chef
627,Chef::N,жұмыс басқарушысы,patron
628,Meister::N,шебер,maître
629,Meister::N,өнерпаз,maître
630,Arzt::N,дәрігер,médecin
631,Lehrer::N,мұғалім,professeur
632,Lehrer::N,мұғалім,instituteur
633,Geld::N,пұл,argent
634,Geschäft::N,бизнес,affaire
635,Geschäft::N,бизнес,commerce
636,Laden::N,дүкен,magasin
637,Laden::N,дүкен,boutique
638,Preis::N,ақы,prix
639,Preis::N,құны,prix
640,Preis::N,нарық,prix
641,Ware::N,тауар,marchandise
642,Nutzen::N,пайда,profit
643,Reichtum::N,бақ-дәулет,richesse
644,Welt::N,әлем,monde
645,Welt::N,жиһан,monde
646,Land::N,аймақ,pays
647,Staat::N,мемлекет,État
648,König::N,патша,roi
649,Macht::N,өкімет,pouvoir
650,Macht::N,өкімет,puissance
651,Macht::N,қожалық,pouvoir
652,Macht::N,қожалық,puissance
653,Grenze::N,шек,frontière
654,Krieg::N,соғыс,guerre
655,Feind::N,жау,ennemi
656,Feind::N,дұшпан,ennemi
657,Gewalt::N,зорлык,violence
658,Gewalt::N,зорлық-зомбылык,violence
659,Kampf::N,күрес,lutte
660,Kampf::N,күрес,combat
661,Kampf::N,алыспақ,lutte
662,Kampf::N,алыспақ,combat
663,Bogen[Waffe]::N,саржа,arc
664,Pfeil::N,жебе,flèche
665,Gewehr::N,қару,fusil
666,Fehler::N,әбес,faute
667,Fehler::N,әбес,erreur
668,Fehler::N,қаталық,faute
669,Fehler::N,қаталық,erreur
670,Lüge::N,өтірік,mensonge
671,Schaden::N,зиян,dégât
672,Schaden::N,зиян,dommage
673,Schaden::N,зарар,dégât
674,Schaden::N,зарар,dommage
675,Unglück::N,пәле,malheur
676,Unglück::N,қасырет,malheur
677,Unglück::N,ауыртпалық,malheur
678,Schuld::N,айыптылық,faute
679,Schuld::N,айыптылық,culpabilité
680,Alter::N,жас,âge
681,Alter::N,жас шамасы,âge
682,Schluss::N,ада,fin
683,Schluss::N,бітуі,fin
684,Zeit::N,уақыт,temps
685,Tag::N,күн,jour
686,Tag::N,күн,journée
687,Morgen::N,таң,matin
688,Morgen::N,таң,matinée
689,Morgen::N,таңертең,matin
690,Morgen::N,таңертең,matinée
691,Mittag::N,талтүс,midi
692,Abend::N,кеш,soir
693,Abend::N,кеш,soirée
694,Nacht::N,түн,nuit
695,Woche::N,апта,semaine
696,Monat::N,ай,mois
697,Jahr::N,жыл,an
698,Jahr::N,жыл,année
699,Frühling::N,көктем,printemps
700,Sommer::N,жаз,été
701,Herbst::N,күз,automne
702,Winter::N,қыс,hiver
703,Januar::N,каңтар,janvier
704,Februar::N,ақпан,février
705,März::N,наурыз,mars
706,April::N,сәуір,avril
707,Mai::N,мамыр,mai
708,Juni::N,маусым,juin
709,Juli::N,шілде,juillet
710,August::N,сүмбіле,août
711,August::N,тамыз,août
712,September::N,қыркүйек,septembre
713,Oktober::N,ақырап,octobre
714,November::N,қараша,novembre
715,Dezember::N,желтоқсан,décembre
716,Montag::N,дүйсенбі,lundi
717,Dienstag::N,сейсенбі,mardi
718,Mittwoch::N,сәрсенбі,mercredi
719,Donnerstag::N,бейсенбі,jeudi
720,Freitag::N,жұма,vendredi
721,Samstag::N,сенбі,samedi
722,Sonntag::N,жексембі,dimanche
723,groß::A,алпамсадай,grand
724,klein::A,кішкене,petit
725,klein::A,қарғадай,petit
726,lang::A,сопақ,long
727,lang::A,сорайған,long
728,kurz::A,кеспелтек,court
729,breit::A,айдынды,large
730,schmal::A,қысық,étroit
731,dicht::A,жиі,dense
732,dick[Gegenstand]::A,шомбал,épais
733,dünn::A,жұқа,mince
734,dünn::A,жіңішке,mince
735,fein::A,қаңылтақ,fin
736,fein::A,қаңылтақ,menu
737,fest::A,берік,ferme
738,fest::A,берік,solide
739,fest::A,мызғымас,ferme
740,fest::A,мызғымас,solide
741,flach::A,жалпак,plat
742,glatt::A,типыл,poli
743,glatt::A,типыл,lisse
744,hart::A,қатты,dur
745,weich::A,жұмсақ,mou
746,rund::A,домалақ,rond
747,spitz::A,үшкір,aigu
748,spitz::A,үшкір,pointu
749,scharf::A,сүйрік,tranchant
750,stumpf::A,доғал,mousse
751,stumpf::A,доғал,émoussé
752,stumpf::A,өтпейтін,mousse
753,stumpf::A,өтпейтін,émoussé
754,schwer::A,салмақты,lourd
755,schwer::A,салмақты,pesant
756,schön::A,сұлу,beau
757,heiß::A,ыссы,chaud
758,heiß::A,ыссы,très chaud
759,warm::A,жылы,chaud
760,kalt::A,аязды,froid
761,kühl::A,салқын,frais
762,frisch::A,таза,frais
763,frisch::A,жаңа,frais
764,feucht::A,нам,humide
765,feucht::A,дымқылды,humide
766,nass::A,сулы,mouillé
767,trocken::A,құрғақ,sec
768,voll::A,толы,plein
769,voll::A,толы,rempli
770,leer::A,бос,vide
771,offen::A,ашып қойылған,ouvert
772,geschlossen::A,жабулы,clos
773,geschlossen::A,жабулы,fermé
774,sauber::A,дақсыз,net
775,sauber::A,дақсыз,propre
776,sauber::A,мұнтаздай,net
777,sauber::A,мұнтаздай,propre
778,schmutzig::A,айғыз,sale
779,schmutzig::A,айғыз,crasseux
780,schmutzig::A,сатпақ,sale
781,schmutzig::A,сатпақ,crasseux
782,schmutzig::A,сатал-сатал,sale
783,schmutzig::A,сатал-сатал,crasseux
784,roh::A,шикі,cru
785,roh::A,шикі,brut
786,reif::A,піскен,mûr
787,lecker::A,дәмді,délicieux
788,lecker::A,дәмді,appétissant
789,süß::A,тәтті,doux
790,bitter::A,ащы,amer
791,sauer::A,қышқыл,aigre
792,hell::A,жарық,clair
793,hell::A,жарқын,clair
794,dunkel::A,қараңғы,sombre
795,schwarz::A,қара,noir
796,weiß::A,ақ,blanc
797,rot::A,қызыл,rouge
798,gelb::A,сары,jaune
799,blau::A,көк,bleu
800,grün::A,жасыл,vert
801,grau::A,бозамық,gris
802,bunt::A,алабажак,multicolore
803,billig::A,арзан,bon marché
804,teuer::A,бағалы,cher
805,wertvoll::A,құнды,précieux
806,wertvoll::A,қымбат,précieux
807,blind::A,көзсіз,aveugle
808,blind::A,көр,aveugle
809,blind::A,көр_соқыр,aveugle
810,taub::A,керең,sourd
811,taub::A,саңырау,sourd
812,kräftig::A,қуатты,fort
813,kräftig::A,қуатты,vigoureux
814,kräftig::A,қарымды,fort
815,kräftig::A,қарымды,vigoureux
816,stark::A,білекті,fort
817,stark::A,білекті,puissant
818,schwach::A,әлсіз,faible
819,schwach::A,күшсіз,faible
