,Concept_ID,be,is
301,Stück::N,кусок,biti
302,Stück::N,кусок,stykki
303,Stück::N,кавалак,biti
304,Stück::N,кавалак,stykki
305,Teil::N,частка,hluti
306,Teil::N,частка,partur
307,Hälfte::N,палова,helmingur
308,Hälfte::N,палавіна,helmingur
309,Kreis::N,круг,hringur
310,Kreuz::N,крыж,kross
311,Kreuz::N,крыж,krossmark
312,Linie::N,лінія,lína
313,Strich::N,рыса,strik
314,Abstand::N,прамежак,millibil
315,Entfernung::N,адлегласць,fjarlægð
316,Gegend::N,мясцовасць,hérað
317,Platz::N,месца,pláss
318,Ort::N,месца,staður
319,Seite::N,бок,hlið
320,Mitte::N,сярэдзіна,miðja
321,Gegenstand::N,прадмет,hlutur
322,Sache::N,рэч,mál
323,Rand::N,край,brún
324,Kante::N,руб,rönd
325,Kante::N,кант,rönd
326,Ecke::N,вугал,horn
327,Spitze::N,кончык,oddur
328,Ende::N,канец,endi
329,Loch::N,дзірка,gat
330,Loch::N,дзірка,hola
331,Winkel::N,вугал,skot
332,Winkel::N,вугал,krókur
333,Muster::N,узор,munstur
334,Größe::N,памер,stærð
335,Länge::N,даўжыня,lengd
336,Höhe::N,вышыня,hæð
337,Gewicht::N,вага,vigt
338,Gewicht::N,вага,þyngd
339,Menge::N,колькасць,magn
340,Haufen::N,куча,hrúga
341,Haufen::N,куча,haugur
342,Reihe::N,рад,röð
343,Boot::N,лодка,bátur
344,Ruder::N,вясло,ár
345,Schlitten::N,сані,sleði
346,Ski::N,лыжа,skíði
347,Lagerfeuer::N,вогнішча,varðeldur
348,Last::N,цяжар,byrði
349,Last::N,цяжар,farmur
350,Gang::N,ход,ganga
351,Schritt::N,шаг,skref
352,Schritt::N,крок,skref
353,Norden::N,поўнач,norður
354,Süden::N,поўдзень,suður
355,Westen::N,захад,vestur
356,Osten::N,усход,austur
357,Holz::N,дрэва,viður
358,Holz::N,драўніна,viður
359,Brett::N,дошка,fjöl
360,Platte::N,пліта,flötur
361,Stütze::N,падпорка,stoð
362,Stange::N,жэрдка,stöng
363,Stock::N,палка,prik
364,Stock::N,палка,stafur
365,Stab::N,шост,prik
366,Stab::N,шост,stafur
367,Rohr::N,труба,rör
368,Rohr::N,труба,pípa
369,Haus::N,дом,hús
370,Heim::N,дом,heimili
371,Heim::N,хата,heimili
372,Ofen::N,печ,ofn
373,Fußboden::N,падлога,gólf
374,Tisch::N,стол,borð
375,Stuhl::N,стул,stóll
376,Stuhl::N,крэсла,stóll
377,Wiege::N,калыска,vagga
378,Bett::N,ложак,rúm
379,Bett::N,ложак,hvíla
380,Bett::N,пасцель,rúm
381,Bett::N,пасцель,hvíla
382,Regal::N,паліца,hilla
383,Kiste::N,скрынка,kassi
384,Fenster::N,акно,gluggi
385,Tür::N,дзверы,dyr
386,Tür::N,дзверы,hurð
387,Tor::N,вароты,hlið
388,Zaun::N,агароджа,girðing
389,Zaun::N,агароджа,limgarður
390,Dach::N,дах,þak
391,Leiter::N,лесвіца,stigi
392,Besen::N,мятла,sópur
393,Spaten::N,лапата,spaði
394,Spaten::N,жалязняк,spaði
395,Schaufel::N,шуфлік,skófla
396,Schaufel::N,лапатка,skófla
397,Gabel::N,відэлец,gaffall
398,Löffel::N,лыжка,skeið
399,Messer::N,нож,hnífur
400,Nagel::N,цвік,nögl
401,Netz::N,сетка,net
402,Haken::N,крук,krókur
403,Griff::N,ручка,tak
404,Schloss::N,замок,lás
405,Bild::N,карціна,mynd
406,Figur::N,фігура,stytta
407,Puppe::N,лялька,brúða
408,Beutel::N,мяшок,poki
409,Beutel::N,мяшок,baggi
410,Bündel::N,вязка,böggull
411,Tasche::N,торба,veski
412,Eimer::N,вядро,fata
413,Deckel::N,накрыўка,lok
414,Geschirr::N,пасуда,leirtau
415,Sack::N,мех,sekkur
416,Tasse::N,кубак,bolli
417,Topf::N,каструля,pottur
418,Kessel::N,кацёл,ketill
419,Essen::N,ежа,matur
420,Nahrung::N,харч,fæða
421,Speise::N,страва,réttur
422,Speise::N,страва,matarréttur
423,Fleisch::N,мяса,kjöt
424,Getreide::N,збожжа,korn
425,Brei::N,каша,grautur
426,Brot::N,хлеб,brauð
427,Scheibe::N,луста,sneið
428,Scheibe::N,скібка,sneið
429,Fett::N,тлушч,fita
430,Butter::N,масла,smjör
431,Öl::N,алей,olía
432,Salz::N,соль,salt
433,Suppe::N,суп,súpa
434,Honig::N,мёд,hunang
435,Milch::N,малако,mjólk
436,Tee::N,чай,te
437,Tee::N,гарбата,te
438,Leder::N,скура,skinn
439,Wolle::N,воўна,ull
440,Stoff::N,тканіна,dúkur
441,Nadel::N,іголка,nál
442,Faden::N,нітка,þráður
443,Knopf::N,гузік,tala
444,Knopf::N,гузік,hnappur
445,Knoten::N,вузел,hnútur
446,Farbe::N,фарба,málning
447,Kleidung::N,адзенне,búningur
448,Kleidung::N,адзенне,klæðnaður
449,Hemd::N,кашуля,skyrta
450,Kragen::N,каўнер,kragi
451,Kragen::N,каўнер,flibbi
452,Ärmel::N,рукаў,ermi
453,Hose::N,штаны,buxur
454,Gürtel::N,пояс,belti
455,Mütze::N,шапка,húfa
456,Schuh::N,чаравік,skór
457,Stiefel::N,бот,stígvél
458,Ring::N,кольца,hringur
459,Band::N,стужка,band
460,Kamm::N,расчоска,greiða
461,Spiegel::N,люстра,spegill
462,Riemen::N,рэмень,ól
463,Riemen::N,рэмень,reim
464,Schnur::N,вяроўка,snúra
465,Leine::N,павадок,band
466,Decke::N,коўдра,teppi
467,Kissen::N,падушка,koddi
468,Tuch::N,хустка,klútur
469,Handtuch::N,ручнік,þurrka
470,Handtuch::N,ручнік,handklæði
471,Kraft::N,сіла,afl
472,Kraft::N,сіла,kraftur
473,Stärke::N,моц,styrkur
474,Gesundheit::N,здароўе,heilsa
475,Gesundheit::N,здароўе,heilbrigði
476,Krankheit::N,хвароба,sjúkdómur
477,Schmerz::N,боль,sársauki
478,Wunde::N,рана,sár
479,Fieber::N,гарачка,hitasótt
480,Fieber::N,ліхаманка,hitasótt
481,Arznei::N,лекі,lyf
482,Brücke::N,мост,brú
483,Brunnen::N,калодзеж,brunnur
484,Weide::N,паша,hagi
485,Pfad::N,сцежка,stígur
486,Weg::N,шлях,vegur
487,Weg::N,дарога,vegur
488,Straße::N,вуліца,gata
489,Straße::N,вуліца,stræti
490,Dorf::N,вёска,þorp
491,Stadt::N,горад,borg
492,Brief::N,ліст,bréf
493,Brief::N,пісьмо,bréf
494,Buch::N,кніга,bók
495,Buchstabe::N,літара,bókstafur
496,Zeitung::N,газета,dagblað
497,Leben::N,жыццё,líf
498,Tod::N,смерць,dauði
499,Grab::N,магіла,gröf
500,Kirche::N,касцёл,kirkja
501,Kirche::N,царква,kirkja
502,Sünde::N,грэх,synd
503,Gott::N,бог,guð
504,Arbeiter::N,рабочы,verkamaður
505,Chef::N,начальнік,yfirmaður
506,Meister::N,майстар,meistari
507,Arzt::N,урач,læknir
508,Lehrer::N,настаўнік,kennari
509,Geld::N,грошы,peningar
510,Geschäft::N,заняцце,viðskipti
511,Laden::N,крама,búð
512,Laden::N,крама,verslun
513,Laden::N,магазін,búð
514,Laden::N,магазін,verslun
515,Preis::N,цана,verð
516,Ware::N,тавар,vara
517,Nutzen::N,выгада,gagn
518,Reichtum::N,багацце,auður
519,Welt::N,свет,veröld
520,Land::N,краіна,land
521,Staat::N,дзяржава,ríki
522,König::N,кароль,konungur
523,Macht::N,улада,vald
524,Grenze::N,граніца,landamæri
525,Krieg::N,вайна,stríð
526,Feind::N,вораг,fjandmaður
527,Gewalt::N,насілле,ofbeldi
528,Kampf::N,барацьба,bardagi
529,Bogen[Waffe]::N,лук,bogi
530,Pfeil::N,страла,ör
531,Gewehr::N,ружжо,byssa
532,Fehler::N,памылка,villa
533,Lüge::N,хлусня,lygi
534,Schaden::N,шкода,skemmd
535,Unglück::N,ліха,óhamingja
536,Unglück::N,бядота,óhamingja
537,Schuld::N,віна,sök
538,Alter::N,узрост,aldur
539,Schluss::N,канец,lok
540,Schluss::N,канец,endir
541,Zeit::N,час,tími
542,Tag::N,дзень,dagur
543,Morgen::N,ранак,morgunn
544,Morgen::N,раніца,morgunn
545,Mittag::N,паўдня,hádegi
546,Mittag::N,поўдзень,hádegi
547,Abend::N,вечар,kvöld
548,Nacht::N,ноч,nótt
549,Woche::N,тыдзень,vika
550,Monat::N,месяц,mánuður
551,Jahr::N,год,ár
552,Frühling::N,вясна,vor
553,Sommer::N,лета,sumar
554,Herbst::N,восень,haust
555,Winter::N,зіма,vetur
556,Januar::N,студзень,janúar
557,Februar::N,люты,február
558,März::N,сакавік,mars
559,April::N,красавік,apríl
560,Mai::N,май,maí
561,Mai::N,травень,maí
562,Juni::N,чэрвень,júní
563,Juli::N,ліпень,júlí
564,August::N,жнівень,ágúst
565,September::N,верасень,september
566,Oktober::N,кастрычнік,október
567,November::N,лістапад,nóvember
568,Dezember::N,снежань,desember
569,Montag::N,панядзелак,mánudagur
570,Dienstag::N,аўторак,þriðjudagur
571,Mittwoch::N,серада,miðvikudagur
572,Donnerstag::N,чацвер,fimmtudagur
573,Freitag::N,пятніца,föstudagur
574,Samstag::N,субота,laugardagur
575,Sonntag::N,нядзеля,sunnudagur
576,groß::A,вялікі,stór
577,klein::A,маленькі,lítill
578,lang::A,доўгі,langur
579,kurz::A,кароткі,stuttur
580,breit::A,шырокі,breiður
581,schmal::A,вузкі,mjór
582,dicht::A,густы,þéttur
583,dick[Gegenstand]::A,тоўсты,þykkur
584,dünn::A,тонкі,þunnur
585,fein::A,тонкі,fíngerður
586,fest::A,моцны,fastur
587,flach::A,плоскі,flatur
588,glatt::A,гладкі,háll
589,glatt::A,гладкі,sléttur
590,hart::A,цвёрды,harður
591,weich::A,мяккі,mjúkur
592,rund::A,круглы,kringlóttur
593,spitz::A,спічасты,oddhvass
594,spitz::A,востраканцовы,oddhvass
595,scharf::A,востры,beittur
596,stumpf::A,тупы,bitlaus
597,schwer::A,цяжкі,þungur
598,schön::A,прыгожы,fagur
599,schön::A,прыгожы,fallegur
600,heiß::A,гарачы,heitur
601,warm::A,цёплы,hlýr
602,warm::A,цёплы,heitur
603,kalt::A,холадны,kaldur
604,kühl::A,халаднаваты,svalur
605,frisch::A,свежы,frískur
606,feucht::A,вільготны,rakur
607,feucht::A,вільготны,þvalur
608,nass::A,мокры,votur
609,nass::A,мокры,blautur
610,trocken::A,сухі,þurr
611,voll::A,поўны,fullur
612,leer::A,пусты,tómur
613,offen::A,адкрыты,opinn
614,offen::A,адчынены,opinn
615,geschlossen::A,закрыты,lokaður
616,geschlossen::A,зачынены,lokaður
617,sauber::A,чысты,þrifinn
618,schmutzig::A,брудны,óhreinn
619,schmutzig::A,брудны,sóðalegur
620,roh::A,сыры,hrár
621,reif::A,спелы,þroskaður
622,lecker::A,смачны,ljúffengur
623,süß::A,салодкі,sætur
624,bitter::A,горкі,beiskur
625,sauer::A,кіслы,súr
626,hell::A,светлы,bjartur
627,dunkel::A,цёмны,dimmur
628,schwarz::A,чорны,svartur
629,weiß::A,белы,hvítur
630,rot::A,чырвоны,rauður
631,gelb::A,жоўты,gulur
632,blau::A,сіні,blár
633,grün::A,зялёны,grænn
634,grau::A,шэры,grár
635,bunt::A,пяресты,marglitur
636,billig::A,танны,ódýr
637,teuer::A,дарагі,dýr
638,wertvoll::A,цэнны,verðmætur
639,wertvoll::A,каштоўны,verðmætur
640,blind::A,сляпы,blindur
641,taub::A,глухі,heyrnarlaus
642,kräftig::A,магутны,öflugur
643,stark::A,сільны,sterkur
644,schwach::A,слабы,veill
645,fett::A,тлусты,feitur
646,schlank::A,стройны,grannur
647,schlank::A,стройны,spengilegur
648,hübsch::A,чароўны,snotur
649,hübsch::A,чароўны,laglegur
650,böse::A,злы,illur
651,böse::A,злы,vondur
652,dumm::A,дурны,heimskur
653,faul::A,лянівы,latur
654,fleißig::A,руплівы,iðinn
655,geizig::A,прагны,nískur
656,klug::A,разумны,hygginn
657,geschickt::A,умелы,fimur
658,geschickt::A,умелы,laginn
659,lieb::A,мілы,kær
660,lieb::A,мілы,ljúfur
661,lustig::A,вясёлы,kátur
662,sanft::A,ласкавы,blíður
663,hungrig::A,галодны,soltinn
664,hungrig::A,галодны,hungraður
665,krank::A,хворы,sjúkur
666,nackt::A,голы,nakinn
667,traurig::A,сумны,dapur
668,traurig::A,сумны,hryggur
669,lebendig::A,жывы,lifandi
670,gut::A,добры,góður
671,schlecht::A,кепскі,slæmur
672,schlecht::A,кепскі,lélegur
673,richtig::A,правільны,réttur
674,schlimm::A,агідны,slæmur
675,wahr::A,сапраўдны,sannur
676,alt::A,стары,gamall
677,neu::A,новы,nýr
678,ehemalig::A,былы,fyrrverandi
679,alt[Lebewesen]::A,стары,gamall
680,jung::A,малады,ungur
681,arm::A,бедны,vesall
682,arm::A,бедны,fátækur
683,reich::A,багаты,ríkur
684,reich::A,багаты,auðugur
685,bekannt::A,знаёмы,kunnugur
686,berühmt::A,славуты,frægur
687,fremd::A,чужы,framandi
688,fremd::A,чужы,ókunnugur
689,verschieden::A,розны,ýmis
690,nah::A,блізкі,nálægur
691,fern::A,далёкі,fjarri
692,fern::A,далёкі,fjarlægur
693,linker::A,левы,vinstri
694,rechter::A,правы,hægri
695,anderer::A,іншы,annar
696,anderer::A,другі,annar
697,erster::A,першы,fyrsti
698,zweiter::A,другі,annar
699,dritter::A,трэці,þriðji
700,letzter::A,апошні,síðasti
701,allein::ADV,сам,einn
702,allein::ADV,сам,aleinn
703,allein::ADV,адзін,einn
704,allein::ADV,адзін,aleinn
705,auf einmal::ADV,адразу,allt í einu
706,zusammen::ADV,разам,saman
707,lange::ADV,доўга,lengi
708,plötzlich::ADV,раптам,skyndilega
709,sofort::ADV,зараз,strax
710,sofort::ADV,зараз,þegar í stað
711,später::ADV,пазней,seinna
712,jetzt::ADV,цяпер,nú
713,jetzt::ADV,цяпер,núna
714,heute::ADV,сёння,í dag
715,morgen::ADV,заўтра,á morgun
716,bald::ADV,хутка,brátt
717,bald::ADV,хутка,bráðum
718,bald::ADV,неўзабаве,brátt
719,bald::ADV,неўзабаве,bráðum
720,dann::ADV,потым,svo
721,dann::ADV,потым,síðan
722,gestern::ADV,учора,í gær
723,einst::ADV,аднойчы,forðum
724,damals::ADV,тады,þá
725,damals::ADV,тады,á þeim tímum
726,danach::ADV,затым,á eftir því
727,vorher::ADV,раней,áður
728,zuerst::ADV,спярша,fyrst
729,zuerst::ADV,спачатку,fyrst
730,einmal::ADV,адзін раз,einu sinni
731,manchmal::ADV,часам,stundum
732,oft::ADV,часта,oft
733,immer::ADV,заўсёды,alltaf
734,immer::ADV,заўсёды,sífellt
735,niemals::ADV,ніколі,aldrei
736,hier::ADV,тут,hér
737,hierhin::ADV,сюды,hingað
738,von hier::ADV,адсюль,héðan
739,von hier::ADV,адгэтуль,héðan
740,dort::ADV,там,þar
741,dort::ADV,там,þarna
742,dorthin::ADV,туды,þangað
743,geradeaus::ADV,прама,beint áfram
744,vorwärts::ADV,наперад,áfram
745,rückwärts::ADV,назад,aftur á bak
746,zurück::ADV,назад,aftur
747,zurück::ADV,назад,til baka
748,unten::ADV,унізе,niðri
749,unten::ADV,унізе,fyrir neðan
750,hinab::ADV,уніз,niður
751,hinab::ADV,уніз,niður eftir
752,oben::ADV,угары,uppi
753,oben::ADV,наверсе,uppi
754,hinauf::ADV,угару,upp
755,hinauf::ADV,угару,upp eftir
756,überall::ADV,усюды,alls staðar
757,nicht::ADV,не,ekki
758,ein wenig::ADV,трошкі,dálítið
759,kaum::ADV,ледзьве,varla
760,kaum::ADV,ледзьве,tæplega
761,sehr::ADV,вельмі,mjög
762,so::ADV,так,svo
763,so::ADV,так,þannig
764,noch::ADV,яшчэ,enn
765,noch::ADV,яшчэ,ennþá
766,nur::ADV,толькі,bara
767,nur::ADV,толькі,aðeins
768,schon::ADV,ужо,nú þegar
769,wieder::ADV,зноў,aftur
770,wieder::ADV,зноў,að nýju
771,vergebens::ADV,дарма,árangurslaust
772,vergebens::ADV,дарэмна,árangurslaust
773,vor::PRP,перад,fyrir
774,hinter::PRP,за,bak við
775,hinter::PRP,за,aftur fyrir
776,hinter::PRP,ззаду,bak við
777,hinter::PRP,ззаду,aftur fyrir
778,unter::PRP,пад,undir
779,durch::PRP,праз,gegnum
780,neben::PRP,каля,hjá
781,neben::PRP,каля,við hliðina á
782,zwischen::PRP,між,milli
783,zwischen::PRP,між,á milli
784,zwischen::PRP,паміж,milli
785,zwischen::PRP,паміж,á milli
786,wegen::PRP,з-за,vegna
787,dies::PRN,гэта,þetta
788,das::PRN,тое,það
789,alles::PRN,усё,allt
790,ich::PRN,я,ég
791,du::PRN,ты,þú
792,er::PRN,ён,hann
793,wir::PRN,мы,við
794,ihr::PRN,вы,þið
795,sie::PRN,яны,þær
796,sie::PRN,яны,þeir
797,was::FPRN,што,hvað
798,wer::FPRN,хто,hver
799,wo::FADV,дзе,hvar
800,wohin::FADV,куды,hvert
801,wie::FADV,як,hvernig
802,warum::FADV,чаму,hvers vegna
803,wieviel::FNUM,колькі,hve mikill
804,eins::NUM,адзін,einn
805,zwei::NUM,два,tveir
806,drei::NUM,тры,þrír
807,vier::NUM,чатыры,fjórir
808,fünf::NUM,пяць,fimm
809,sechs::NUM,шесць,sex
810,sieben::NUM,сем,sjö
811,acht::NUM,восем,átta
812,neun::NUM,дзевяць,níu
813,zehn::NUM,дзесяць,tíu
814,elf::NUM,адзінаццаць,ellefu
815,zwölf::NUM,дванаццаць,tólf
816,zwanzig::NUM,дваццаць,tuttugu
817,dreißig::NUM,трыццаць,þrjátíu
