,Concept_ID,tt,ga
149,Blume::N,чәчкә,bláth
150,Gras::N,үлән,féar
151,Wurzel::N,тамыр,rúta
152,Wurzel::N,тамыр,fréamh
153,Baum::N,агач,crann
154,Stamm::N,кәүсә,stoc
155,Stamm::N,кәүсә,tamhan
156,Rinde::N,кабык,coirt
157,Rinde::N,кабык,craiceann
158,Ast::N,ботак,géag
159,Zweig::N,ботак,géag
160,Zweig::N,ботак,craobh
161,Zweig::N,тармак,géag
162,Zweig::N,тармак,craobh
163,Blatt::N,яфрак,duille
164,Blatt::N,яфрак,duilleog
165,Birke::N,каен,beith
166,Birke::N,каен,crann beithe
167,Kiefer[Baum]::N,нарат,péine
168,Weide[Baum]::N,тал,saileach
169,Tanne::N,чыршы,giúis
170,Horn::N,мөгез,adharc
171,Feder::N,йон,cleite
172,Fell::N,тире,clúmh
173,Flügel::N,канат,eite
174,Flügel::N,канат,sciathán
175,Klaue::N,тырнак,crúb
176,Klaue::N,тырнак,crobh
177,Kralle::N,тырнак,crobh
178,Schwanz::N,койрык,eireaball
179,Ei::N,күкәй,ubh
180,Ei::N,йомырка,ubh
181,Nest::N,оя,nead
182,Bau::N,өн,brocais
183,Tier::N,хайван,ainmhí
184,Tier::N,хайван,beithíoch
185,Herde::N,көтү,tréad
186,Kuh::N,сыер,bó
187,Bulle::N,үгез,tarbh
188,Pferd::N,ат,each
189,Pferd::N,ат,capall
190,Schaf::N,сарык,caora
191,Schwein::N,дуңгыз,muc
192,Hund::N,эт,madra
193,Katze::N,песи,cat
194,Bär::N,аю,béar
195,Eichhörnchen::N,тиен,iora
196,Elch::N,поши,eilc
197,Fuchs::N,төлке,sionnach
198,Fuchs::N,төлке,madra rua
199,Hase::N,куян,giorria
200,Maus::N,тычкан,luch
201,Wolf::N,бүре,mac tíre
202,Vogel::N,кош,éan
203,Schwarm::N,көтү,saithe
204,Huhn::N,тавык,cearc
205,Hahn::N,әтәч,coileach
206,Gans::N,каз,gé
207,Adler::N,каракош,iolar
208,Ente::N,үрдәк,lacha
209,Eule::N,ябалак,ulchabhán
210,Kranich::N,торна,grús
211,Krähe::N,карга,caróg
212,Krähe::N,карга,préachán
213,Kuckuck::N,күке,cuach
214,Kuckuck::N,кәккүк,cuach
215,Schwan::N,аккош,eala
216,Fisch::N,балык,iasc
217,Barsch::N,алабуга,péirse
218,Hecht::N,чуртан,liús
219,Schlange[Tier]::N,елан,nathair
220,Wurm::N,корт,péist
221,Spinne::N,үрмәкүч,damhán alla
222,Ameise::N,кырмыска,seangán
223,Laus::N,бет,míol
224,Mücke::N,черки,muiscít
225,Mücke::N,черки,corrmhíol
226,Mücke::N,озынборын,muiscít
227,Mücke::N,озынборын,corrmhíol
228,Fliege::N,чебен,cuil
229,Fliege::N,чебен,cuileog
230,Schmetterling::N,күбәләк,féileacán
231,Beere::N,җиләк,caor
232,Apfel::N,алма,úll
233,Pilz::N,гөмбә,beacán
234,Pilz::N,гөмбә,muisiriún
235,Zwiebel::N,суган,oinniún
236,Zwiebel::N,суганбаш,oinniún
237,Saat::N,орлык,síol
238,Korn::N,иген,gráinne
239,Korn::N,орлык,gráinne
240,Heu::N,печән,féar
241,Schale::N,кабык,scaimh
242,Grube::N,баз,poll
243,Grube::N,чокыр,poll
244,Falle::N,тозак,gaiste
245,Falle::N,капкын,gaiste
246,Schlinge::N,элмәк,sealán
247,Spur::N,эз,rian
248,Asche::N,көл,luaith
249,Dreck::N,пычрак,salachar
250,Eisen::N,тимер,iarann
251,Gold::N,алтын,ór
252,Silber::N,көмеш,airgead
253,Kohle::N,күмер,gual
254,Glas::N,пыяла,gloine
255,Lehm::N,балчык,cré
256,Sand::N,ком,gaineamh
257,Mensch::N,адәм,duine
258,Mensch::N,инсан,duine
259,Mann::N,ир,fear
260,Frau::N,хатын,bean
261,Kind::N,бала,gasúr
262,Kind::N,бала,páiste
263,Junge::N,малай,buachaill
264,Mädchen::N,кыз,cailín
265,Familie::N,гаилә,teaghlach
266,Familie::N,гаилә,comhluadar
267,Großvater::N,бабай,seanathair
268,Großmutter::N,әби,seanmháthair
269,Eltern::N,ата-ана,tuismitheoirí
270,Vater::N,ата,athair
271,Mutter::N,ана,máthair
272,Sohn::N,ул,mac
273,Tochter::N,кыз,iníon
274,Bruder::N,кардәш,deartháir
275,Schwester::N,апа,deirfiúr
276,Schwester::N,сеңел,deirfiúr
277,Onkel::N,дәдә,uncail
278,Onkel::N,дәдәй,uncail
279,Tante::N,түти,aintín
280,Tante::N,тәтәй,aintín
281,Ehemann::N,ир,fear céile
282,Ehefrau::N,хатын,bean chéile
283,Freude::N,сөенеч,áthas
284,Gelächter::N,көлү,gáire
285,Gelächter::N,көлеш,gáire
286,Glück::N,бәхет,séan
287,Glück::N,бәхет,sonas
288,Kummer::N,хәсрәт,brón
289,Kummer::N,хәсрәт,buairt
290,Wunsch::N,теләк,guí
291,Wunsch::N,теләк,achainí
292,Lust::N,теләк,fonn
293,Lust::N,теләү,fonn
294,Geist::N,рух,meon
295,Geist::N,рух,spiorad
296,Gedanke::N,уй,smaoineamh
297,Gedanke::N,фикер,smaoineamh
298,Gedächtnis::N,хәтер,cuimhne
299,Verstand::N,акыл,ciall
300,Verstand::N,акыл,intinn
301,Sinn::N,мәгънә,brí
302,Sinn::N,мәгънә,ciall
303,Grund::N,сәбәп,fáth
304,Wahrheit::N,хак,fírinne
305,Gespräch::N,әңгәмә,comhrá
306,Märchen::N,әкият,scéal
307,Erzählung::N,хикәя,scéal
308,Nachricht::N,хәбәр,teachtaireacht
309,Neuigkeit::N,яңалык,scéala
310,Name::N,исем,ainm
311,Rätsel::N,табышмак,tomhas
312,Rede::N,нотык,óráid
313,Rede::N,нотык,aitheasc
314,Sprache::N,тел,teanga
315,Stimme::N,тавыш,guth
316,Wort::N,сүз,focal
317,Zeichen::N,ишарә,comhartha
318,Ruf::N,дәшү,glaoch
319,Lärm::N,шау,torann
320,Laut::N,аваз,fuaim
321,Ton::N,шалтырату,ton
322,Lied::N,җыр,amhrán
323,Ruhe::N,тынлык,suaimhneas
324,Leute::N,халык,muintir
325,Volk::N,халык,pobal
326,Arbeit::N,эш,obair
327,Arbeit::N,хезмәт,obair
328,Gast::N,кунак,aoi
329,Geschenk::N,бүләк,féirín
330,Geschenk::N,бүләк,bronntanas
331,Spiel::N,уен,cluiche
332,Gesellschaft::N,җәмгыять,comhluadar
333,Hilfe::N,ярдәм,cúnamh
334,Hilfe::N,ярдәм,cabhair
335,Hilfe::N,булышлык,cúnamh
336,Hilfe::N,булышлык,cabhair
337,Freund::N,дус,cara
338,Kamerad::N,иптәш,comrádaí
339,Angelegenheit::N,эш,ábhar
340,Anzahl::N,микъдар,líon
341,Art::N,төр,sórt
342,Art::N,төр,saghas
343,Stück::N,кисәк,píosa
344,Teil::N,өлеш,cuid
345,Teil::N,өлеш,páirt
346,Hälfte::N,ярым,leath
347,Kreis::N,түгәрәк,ciorcal
348,Kreuz::N,хач,cros
349,Kreuz::N,тәре,cros
350,Linie::N,сызык,líne
351,Strich::N,сызык,stríoc
352,Abstand::N,ара,achar
353,Entfernung::N,ераклык,fad
354,Gegend::N,урын,ceantar
355,Platz::N,бушлык,áit
356,Platz::N,бушлык,spás
357,Ort::N,урын,áit
358,Seite::N,як,taobh
359,Mitte::N,урта,lár
360,Gegenstand::N,нәрсә,ball
361,Gegenstand::N,нәрсә,ábhar
362,Sache::N,нәрсә,ní
363,Sache::N,нәрсә,rud
364,Rand::N,чит,imeall
365,Rand::N,чит,ciumhais
366,Kante::N,кырый,corr
367,Kante::N,кырый,colbha
368,Ecke::N,почмак,coirnéal
369,Spitze::N,оч,gob
370,Spitze::N,оч,barr
371,Ende::N,азак,ceann
372,Ende::N,азак,foirceann
373,Loch::N,тишек,poll
374,Winkel::N,почмак,cúinne
375,Winkel::N,почмак,uillinn
376,Muster::N,парча,patrún
377,Größe::N,зурлык,méid
378,Größe::N,зурлык,toise
379,Länge::N,озынлык,fad
380,Höhe::N,биеклек,airde
381,Gewicht::N,авырлык,meáchan
382,Menge::N,микъдар,méid
383,Haufen::N,өем,cnap
384,Reihe::N,рәт,líne
385,Reihe::N,рәт,sraith
386,Boot::N,каек,bád
387,Boot::N,көймә,bád
388,Ruder::N,ишкәк,rámh
389,Ruder::N,ишкәк,maide rámha
390,Schlitten::N,чана,carr sleamhnáin
391,Ski::N,чаңгы,scí
392,Lagerfeuer::N,костёр,tine champa
393,Last::N,йөк,ualach
394,Gang::N,йөреш,siúlóid
395,Schritt::N,адым,céim
396,Schritt::N,адым,coiscéim
397,Norden::N,төньяк,tuaisceart
398,Süden::N,көньяк,deisceart
399,Westen::N,көнбатыш,iarthar
400,Osten::N,шәрык,oirthear
401,Osten::N,көнчыгыш,oirthear
402,Holz::N,агач,adhmad
403,Brett::N,такта,clár
404,Platte::N,плитә,leac
405,Stütze::N,таяу,taca
406,Stange::N,колга,polla
407,Stange::N,колга,cuaille
408,Stock::N,таяк,bata
409,Stock::N,таяк,maide
410,Stab::N,таяк,maide
411,Stab::N,таяк,bachall
412,Rohr::N,торба,píopa
413,Haus::N,өй,teach
414,Haus::N,йорт,teach
415,Heim::N,гаилә,baile
416,Heim::N,нәсел,baile
417,Ofen::N,мич,sornóg
418,Fußboden::N,идән,urlár
419,Tisch::N,өстәл,bord
420,Tisch::N,өстәл,tábla
421,Stuhl::N,утыргыч,cathaoir
422,Wiege::N,бишек,cliabhán
423,Bett::N,ятак,leaba
424,Bett::N,урын-җир,leaba
425,Regal::N,киштә,seilf
426,Regal::N,шүрлек,seilf
427,Kiste::N,әрҗә,bosca
428,Fenster::N,тәрәзә,fuinneoig
429,Tür::N,ишек,doras
430,Tor::N,капка,geata
431,Zaun::N,койма,fál
432,Zaun::N,койма,claí
433,Dach::N,түбә,díon
434,Leiter::N,баскыч,dréimire
435,Besen::N,себерке,scuab
436,Spaten::N,көрәк,spád
437,Spaten::N,көрәк,rámhainn
438,Schaufel::N,көрәк,sluasaid
439,Gabel::N,чәннечке,forc
440,Gabel::N,чәннечке,gabhlóg
441,Löffel::N,кашык,spúnóg
442,Messer::N,пычак,scian
443,Nagel::N,кадак,tairne
444,Netz::N,челтәр,líon
445,Netz::N,челтәр,eangach
446,Haken::N,ыргак,croch
447,Griff::N,тотка,cos
448,Griff::N,тотка,hanla
449,Schloss::N,йозак,glas
450,Bild::N,рәсем,pictiúr
451,Bild::N,картина,pictiúr
452,Figur::N,сын,fíor
453,Figur::N,фигура,fíor
454,Puppe::N,курчак,bábóg
455,Beutel::N,луза,mála
456,Beutel::N,луза,mealbhóg
457,Bündel::N,бәйләм,beart
458,Tasche::N,букча,mála
459,Eimer::N,чиләк,buicéad
460,Deckel::N,капкач,clár
461,Deckel::N,капкач,claibín
462,Geschirr::N,савыт-саба,soithí
463,Geschirr::N,савыт-саба,gréithe
464,Geschirr::N,кашык-аяк,soithí
465,Geschirr::N,кашык-аяк,gréithe
466,Sack::N,капчык,sac
467,Sack::N,капчык,mála
468,Tasse::N,чынаяк,cupán
469,Topf::N,чүлмәк,pota
470,Kessel::N,казан,citeal
471,Essen::N,ашау,béile
472,Nahrung::N,азык,bia
473,Nahrung::N,тәгам,bia
474,Nahrung::N,ашамлык,bia
475,Speise::N,ризык,mias
476,Fleisch::N,ит,feoil
477,Getreide::N,ашлык,grán
478,Getreide::N,ашлык,arbhar
479,Brei::N,ботка,brúitín
480,Brot::N,ипи,arán
481,Brot::N,икмәк,arán
482,Scheibe::N,телем,píosa
483,Scheibe::N,телем,slisne
484,Fett::N,май,saill
485,Fett::N,май,méathras
486,Butter::N,май,im
487,Öl::N,май,ola
488,Salz::N,тоз,salann
489,Suppe::N,шулпа,sú
490,Suppe::N,шулпа,anraith
491,Honig::N,бал,mil
492,Milch::N,сөт,bainne
493,Tee::N,чәй,tae
494,Leder::N,күн,leathar
495,Wolle::N,йон,olann
496,Stoff::N,тукыма,éadach
497,Nadel::N,энә,snáthaid
498,Faden::N,җеп,snáth
499,Knopf::N,төймә,cnaipe
500,Knoten::N,төен,snaidhm
501,Farbe::N,буяу,péint
502,Kleidung::N,кием,éadaí
503,Hemd::N,күлмәк,léine
504,Kragen::N,яка,bóna
505,Ärmel::N,җиң,muinchille
506,Hose::N,чалбар,bríste
507,Hose::N,чалбар,treabhsar
508,Gürtel::N,билбау,crios
509,Mütze::N,бүрек,caipín
510,Schuh::N,башмак,bróg
511,Stiefel::N,итек,buatais
512,Ring::N,балдак,fáinne
513,Band::N,тасма,ribín
514,Kamm::N,тарак,cíor
515,Spiegel::N,көзге,scáthán
516,Riemen::N,каеш,iall
517,Riemen::N,каеш,strapa
518,Schnur::N,бау,téad
519,Schnur::N,бау,sreangán
520,Leine::N,тезген,iall
521,Decke::N,юрган,pluid
522,Decke::N,юрган,blaincéad
523,Kissen::N,мендәр,piliúr
524,Kissen::N,мендәр,adhartán
525,Tuch::N,яулык,scaif
526,Handtuch::N,сөлгә,tuáille
527,Kraft::N,егәр,fórsa
528,Kraft::N,дәрман,fórsa
529,Stärke::N,көч,neart
530,Stärke::N,дәрман,neart
531,Gesundheit::N,саулык,sláinte
532,Krankheit::N,чир,tinneas
533,Krankheit::N,чир,breoiteacht
534,Krankheit::N,хаста,tinneas
535,Krankheit::N,хаста,breoiteacht
536,Krankheit::N,сырхау,tinneas
537,Krankheit::N,сырхау,breoiteacht
538,Schmerz::N,авырту,pian
539,Wunde::N,яра,goin
540,Wunde::N,җәрәхәт,goin
541,Fieber::N,бизгәк,fiabhras
542,Arznei::N,дару,cógas
543,Brücke::N,күпер,droichead
544,Brunnen::N,кое,tobar
545,Weide::N,утлавык,féarach
546,Pfad::N,сукмак,cosán
547,Pfad::N,сукмак,conair
548,Weg::N,юл,slí
549,Weg::N,юл,bealach
550,Straße::N,урам,bóthar
551,Dorf::N,авыл,sráidbhaile
552,Stadt::N,шәһәр,baile
553,Stadt::N,шәһәр,cathair
554,Brief::N,хат,litir
555,Buch::N,китап,cín
556,Buch::N,китап,leabhar
557,Buchstabe::N,хәреф,litir
558,Zeitung::N,газет,nuachtán
559,Zeitung::N,газета,nuachtán
560,Leben::N,гомер,saol
561,Leben::N,гомер,beatha
562,Leben::N,тормыш,saol
563,Leben::N,тормыш,beatha
564,Leben::N,тереклек,saol
565,Leben::N,тереклек,beatha
566,Tod::N,үлем,bás
567,Grab::N,гүр,uaigh
568,Grab::N,кабер,uaigh
569,Kirche::N,чиркәү,eaglais
570,Sünde::N,язык,peaca
571,Sünde::N,гөнаһ,peaca
572,Gott::N,алла,dia
573,Gott::N,ходай,dia
574,Arbeiter::N,эшче,oibrí
575,Chef::N,башлык,saoiste
576,Chef::N,башлык,ceannasaí
577,Meister::N,оста,máistir
578,Arzt::N,врач,lia
579,Arzt::N,врач,dochtúir
580,Arzt::N,табиб,lia
581,Arzt::N,табиб,dochtúir
582,Lehrer::N,укытучы,oide
583,Lehrer::N,укытучы,múinteoir
584,Lehrer::N,мөгаллим,oide
585,Lehrer::N,мөгаллим,múinteoir
586,Geld::N,акча,airgead
587,Geschäft::N,эш,gnó
588,Laden::N,кибет,siopa
589,Laden::N,магазин,siopa
590,Preis::N,бәя,praghas
591,Preis::N,бәһа,praghas
592,Ware::N,товар,earra
593,Nutzen::N,файда,tairbhe
594,Reichtum::N,байлык,rachmas
595,Reichtum::N,байлык,saibhreas
596,Welt::N,дөнья,domhan
597,Land::N,ил,tír
598,Staat::N,дәүләт,stát
599,König::N,патша,rí
600,Macht::N,хакимият,cumhacht
601,Grenze::N,чик,críoch
602,Grenze::N,чик,teorainn
603,Krieg::N,сугыш,cogadh
604,Feind::N,дошман,namhaid
605,Gewalt::N,көчләү,foréigean
606,Kampf::N,көрәш,troid
607,Bogen[Waffe]::N,җәя,bogha
608,Pfeil::N,ук,saighead
609,Gewehr::N,мылтык,gunna
610,Fehler::N,хата,botún
611,Fehler::N,хата,meancóg
612,Lüge::N,ялган,bréag
613,Lüge::N,ялган,éitheach
614,Schaden::N,зыян,dochar
615,Schaden::N,зыян,damáiste
616,Schaden::N,зарар,dochar
617,Schaden::N,зарар,damáiste
618,Unglück::N,бәла,drochrath
619,Schuld::N,гаеп,locht
620,Schuld::N,гаеп,milleán
621,Alter::N,яшь,aois
622,Schluss::N,ахыр,deireadh
623,Zeit::N,заман,am
624,Zeit::N,заман,aimsir
625,Tag::N,көн,lá
626,Morgen::N,иртә,maidin
627,Mittag::N,өйлә,nóin
628,Abend::N,кич,tráthnóna
629,Nacht::N,төн,oíche
630,Woche::N,атна,seachtain
631,Monat::N,ай,mí
632,Jahr::N,ел,bliain
633,Frühling::N,яз,earrach
634,Sommer::N,җәй,samhradh
635,Herbst::N,көз,fómhar
636,Winter::N,кыш,geimhreadh
637,Januar::N,гыйнвар,Eanáir
638,Februar::N,февраль,Feabhra
639,März::N,март,Márta
640,April::N,апрель,Aibreán
641,Mai::N,май,Bealtaine
642,Juni::N,июнь,Meitheamh
643,Juli::N,июль,Iúil
644,August::N,август,Lúnasa
645,September::N,сентябрь,Meán Fómhair
646,Oktober::N,октябрь,Deireadh Fómhair
647,November::N,ноябрь,Samhain
648,November::N,ноябрь,Mí na Samhna
649,Dezember::N,декабрь,Mí na Nollag
650,Montag::N,дүшәмбе,Luan
651,Montag::N,дүшәмбе,Dé Luain
652,Dienstag::N,сишәмбе,Máirt
653,Dienstag::N,сишәмбе,Dé Máirt
654,Mittwoch::N,чәршәмбе,Céadaoin
655,Mittwoch::N,чәршәмбе,Dé Céadaoin
656,Donnerstag::N,атнакич,Déardaoin
657,Donnerstag::N,пәнҗешәмбе,Déardaoin
658,Freitag::N,җомга,Aoine
659,Freitag::N,җомга,Dé hAoine
660,Samstag::N,шимбә,Satharn
661,Samstag::N,шимбә,Dé Sathairn
662,Sonntag::N,якшәмбе,Domhnach
663,Sonntag::N,якшәмбе,Dé Domhnaigh
664,groß::A,зур,mór
665,klein::A,кечкенә,beag
666,lang::A,озын,fada
667,kurz::A,кыска,gearr
668,kurz::A,кыска,gairid
669,breit::A,киң,leathan
670,breit::A,киң,fairsing
671,schmal::A,кысык,cúng
672,dicht::A,куе,dlúth
673,dick[Gegenstand]::A,калын,tiubh
674,dünn::A,нечкә,caol
675,dünn::A,нечкә,tanaí
676,fein::A,нәзакәтле,scáinte
677,fein::A,нәзакәтле,fíneálta
678,fest::A,нык,daingean
679,flach::A,яссы,cothrom
680,flach::A,ялпак,cothrom
681,glatt::A,шома,mín
682,glatt::A,шома,sleamhain
683,hart::A,каты,crua
684,weich::A,йомшак,bog
685,rund::A,түгәрәк,cruinn
686,spitz::A,очлы,gobach
687,spitz::A,очлы,biorach
688,scharf::A,үткен,géar
689,scharf::A,үткен,faobhrach
690,stumpf::A,үтмәс,maol
691,schwer::A,салмак,trom
692,schön::A,гүзәл,álainn
693,heiß::A,эссе,te
694,warm::A,җылы,te
695,kalt::A,суык,fuar
696,kalt::A,салкын,fuar
697,kühl::A,салкынча,fionnuar
698,frisch::A,салкынча,úr
699,frisch::A,салкынча,friseáilte
700,feucht::A,юеш,tais
701,nass::A,дымлы,fliuch
702,trocken::A,коры,tirim
703,voll::A,тулы,lán
704,leer::A,буш,folamh
705,offen::A,ачык,oscailte
706,geschlossen::A,йомык,dúnta
707,geschlossen::A,йомык,druidte
708,sauber::A,пакь,glan
709,sauber::A,чиста,glan
710,schmutzig::A,керле,salach
711,schmutzig::A,пычрак,salach
712,roh::A,чи,amh
713,reif::A,өлгергән,aibí
714,lecker::A,тәмле,blasta
715,süß::A,татлы,milis
716,bitter::A,ачы,searbh
717,sauer::A,әче,géar
718,sauer::A,әче,searbh
719,hell::A,якты,geal
720,hell::A,якты,soilseach
721,dunkel::A,кара,dorcha
722,schwarz::A,кара,dubh
723,weiß::A,ак,bán
724,rot::A,кызыл,dearg
725,gelb::A,сары,buí
726,blau::A,күк,gorm
727,grün::A,яшел,glas
728,grün::A,яшел,uaine
729,grau::A,соры,liath
730,bunt::A,чуар,ildathach
731,bunt::A,чуар,dathannach
732,billig::A,арзан,saor
733,teuer::A,хаклы,daor
734,teuer::A,хаклы,costasach
735,wertvoll::A,кыйммәтле,luachmhar
736,blind::A,сукыр,dall
737,blind::A,сукыр,caoch
738,blind::A,күзсез,dall
739,blind::A,күзсез,caoch
740,taub::A,чукрак,bodhar
741,taub::A,саңгырау,bodhar
742,kräftig::A,егәрле,cumhachtach
743,stark::A,нык,tréan
744,stark::A,нык,láidir
745,stark::A,базык,tréan
746,stark::A,базык,láidir
747,schwach::A,зәгыйфь,lag
748,schwach::A,зәгыйфь,fann
749,fett::A,симез,ramhar
750,schlank::A,нәзек,caol
751,schlank::A,нәзек,seang
752,hübsch::A,чибәр,álainn
753,hübsch::A,чибәр,dathúil
754,böse::A,усал,olc
755,dumm::A,акылсыз,dúr
756,dumm::A,акылсыз,amaideach
757,faul::A,ялкау,falsa
758,faul::A,ялкау,leisciúil
759,faul::A,иренчәк,falsa
760,faul::A,иренчәк,leisciúil
761,fleißig::A,тырыш,dícheallach
762,fleißig::A,тырышучан,dícheallach
763,geizig::A,саран,barainneach
764,geizig::A,саран,sprionlaithe
765,klug::A,акыллы,cliste
766,geschickt::A,маһир,oilte
767,geschickt::A,маһир,ealaíonta
768,lieb::A,сөекле,dil
769,lieb::A,сөекле,dílis
770,lustig::A,күңелле,aerach
771,lustig::A,күңелле,meidhreach
772,sanft::A,басынкы,bog
773,sanft::A,басынкы,séimh
774,hungrig::A,ач,ocrach
775,krank::A,чирле,tinn
776,krank::A,чирле,breoite
777,krank::A,сырхау,tinn
778,krank::A,сырхау,breoite
779,nackt::A,шәрә,nocht
780,traurig::A,ямансу,brónach
781,lebendig::A,тере,beo
782,gut::A,яхшы,maith
783,schlecht::A,начар,dona
784,schlecht::A,начар,droch-
785,richtig::A,дөрес,ceart
786,schlimm::A,әшәкә,gránna
787,schlimm::A,әшәкә,tubaisteach
788,wahr::A,чып-чын,fíor
789,alt::A,иске,sean
790,neu::A,яңа,úr
791,neu::A,яңа,nua
792,ehemalig::A,элекке,iar-
793,ehemalig::A,элекке,sean-
794,alt[Lebewesen]::A,карт,sean
795,alt[Lebewesen]::A,карт,aosta
796,jung::A,яшь,óg
797,arm::A,фәкыйрь,bocht
798,reich::A,бай,saibhir
799,reich::A,бай,rachmasach
800,bekannt::A,таныш,atá eolas air
801,berühmt::A,атаклы,cailiúil
802,berühmt::A,атаклы,clúiteach
803,fremd::A,ят,coimhthíoch
804,verschieden::A,төрле,éagsúil
805,verschieden::A,төрле,difriúil
806,nah::A,якын,gar
807,nah::A,якын,deas
808,fern::A,ерак,i bhfad uainn
809,fern::A,ерак,i bhfad i gcéin
810,linker::A,сул,clé
811,rechter::A,уң,deas
