,Concept_ID,no,tr
846,wieder::ADV,igjen,tekrar
847,wieder::ADV,igjen,yeniden
848,vergebens::ADV,forgjeves,boşuna
849,vor::PRP,foran,önünde
850,vor::PRP,utenfor,önünde
851,hinter::PRP,bak,arkasında
852,hinter::PRP,bakom,arkasında
853,unter::PRP,under,altında
854,durch::PRP,gjennom,sayesinde
855,durch::PRP,gjennom,ortasından
856,durch::PRP,igjennom,sayesinde
857,durch::PRP,igjennom,ortasından
858,neben::PRP,ved siden av,yanında
859,zwischen::PRP,mellom,arasında
860,wegen::PRP,på grunn av,dolayı
861,dies::PRN,dette,bu
862,das::PRN,det,o
863,das::PRN,det,şu
864,alles::PRN,alt,hepsi
865,alles::PRN,alt,her şey
866,ich::PRN,jeg,ben
867,du::PRN,du,sen
868,er::PRN,han,o
869,wir::PRN,vi,biz
870,ihr::PRN,dere,siz
871,sie::PRN,de,onlar
872,was::FPRN,hva,ne
873,wer::FPRN,hvem,kim
874,wo::FADV,hvor,nerede
875,wohin::FADV,hvor ... hen,nereye
876,wie::FADV,hvordan,nasıl
877,warum::FADV,hvorfor,neden
878,wieviel::FNUM,hvor mye,kaç
879,wieviel::FNUM,hvor mye,ne kadar
880,eins::NUM,en,bir
881,eins::NUM,ett,bir
882,zwei::NUM,to,iki
883,drei::NUM,tre,üç
884,vier::NUM,fire,dört
885,fünf::NUM,fem,beş
886,sechs::NUM,seks,altı
887,sieben::NUM,sju,yedi
888,acht::NUM,åtte,sekiz
889,neun::NUM,ni,dokuz
890,zehn::NUM,ti,on
891,elf::NUM,elleve,on bir
892,zwölf::NUM,tolv,on iki
893,zwanzig::NUM,tjue,yirmi
894,dreißig::NUM,tretti,otuz
895,vierzig::NUM,førti,kırk
896,fünfzig::NUM,femti,elli
897,sechzig::NUM,seksti,altmış
898,siebzig::NUM,sytti,yetmiş
899,achtzig::NUM,åtti,seksen
900,neunzig::NUM,nitti,doksan
901,hundert::NUM,hundre,yüz
902,tausend::NUM,tusen,bin
903,und::CNJ,og,ve
904,und::CNJ,og,ile
905,oder::CNJ,eller,ya
906,oder::CNJ,eller,yahut
907,stehen::V,stå,durmak
908,sitzen::V,sitte,oturmak
909,liegen::V,ligge,yatmak
910,hängen::V,henge,asılı olmak
911,werden::V,bli,olmak
912,werden::V,bli,olunmak
913,passieren::V,skje,olmak
914,passieren::V,hende,olmak
915,beginnen::V,begynne,başlamak
916,enden::V,ende,bitmek
917,enden::V,ende,sona ermek
918,enden::V,slutte,bitmek
919,enden::V,slutte,sona ermek
920,wechseln::V,veksle,değişmek
921,aufgehen[Sonne]::V,stå opp,doğmak
922,untergehen[Sonne]::V,gå ned,batmak
923,scheinen[Sonne]::V,skinne,parlamak
924,donnern::V,tordne,gök gürlemek
925,wehen::V,blåse,esmek
926,strömen::V,strømme,akmak
927,fließen::V,flyte,akmak
928,sich drehen::V,dreie seg,dönmek
929,schwanken::V,svaie,sallanmak
930,schwingen::V,svinge,titremek
931,fallen::V,falle,düşmek
932,brennen::V,brenne,yanmak
933,rauchen::V,ryke,tütmek
934,regnen::V,regne,yağmak
935,gefrieren::V,fryse,donmak
936,tauen::V,tine,erimek
937,schmelzen::V,smelte,erimek
938,trocknen::V,tørre,kurumak
939,sieden::V,koke,kaynamak
940,faulen::V,råtne,çürümek
941,verfaulen::V,råtne,çürümek
942,reißen::V,briste,yırtılmak
943,versinken::V,synke,batmak
944,versinken::V,synke ned,batmak
945,vergehen::V,forløpe,geçmek
946,erscheinen::V,synes,görünmek
947,verschwinden::V,forsvinne,kaybolmak
948,sinken::V,synke,inmek
949,abnehmen::V,avta,azalmak
950,abnehmen::V,minske,azalmak
951,zunehmen::V,tilta,artmak
952,zunehmen::V,tilta,çoğalmak
953,steigen::V,stige,artmak
954,steigen::V,stige,yükselmek
955,wachsen::V,gro,büyümek
956,wachsen::V,gro,gelişmek
957,wachsen::V,vokse,büyümek
958,wachsen::V,vokse,gelişmek
959,glänzen::V,skinne,parlamak
960,funkeln::V,tindre,parıldamak
961,lärmen::V,bråke,gürültü yapmak
962,läuten::V,ringe,çalmak
963,klingeln::V,ringe,zil çalmak
964,klirren::V,klirre,şakırdamak
965,klirren::V,klirre,zangırdamak
966,brausen::V,bruse,köpürmek
967,brausen::V,bruse,kükremek
968,rauschen::V,suse,fışırdamak
969,klingen::V,lyde,tınlamak
970,klingen::V,klinge,tınlamak
971,bellen::V,gjø,havlamak
972,bellen::V,bjeffe,havlamak
973,heulen::V,ule,ulumak
974,blasen::V,blåse,üflemek
975,pfeifen::V,plystre,düdük çalmak
976,schreien::V,skrike,bağırmak
977,schreien::V,skrike,haykırmak
978,stöhnen::V,stønne,inlemek
979,zittern::V,dirre,titremek
980,zittern::V,skjelve,titremek
981,leben::V,leve,yaşamak
982,leben::V,leve,hayatta olmak
983,geboren werden::V,fødes,doğmak
984,atmen::V,ånde,solunmak
985,atmen::V,ånde,nefes almak
986,atmen::V,puste,solunmak
987,atmen::V,puste,nefes almak
988,trinken::V,drikke,içmek
989,essen::V,spise,yemek
990,schlucken::V,svelge,yutmak
991,müde werden::V,bli trett,yorulmak
992,einschlafen::V,sovne,uykuya dalmak
993,schlafen::V,sove,uyumak
994,aufwachen::V,våkne,uyanmak
995,aufstehen::V,stå opp,kalkmak
996,aufstehen::V,stå opp,yataktan kalkmak
997,sich erholen::V,bli bra,dinlenmek
998,sich erholen::V,komme seg,dinlenmek
999,krank werden::V,bli syk,hastalanmak
1000,krank sein::V,være syk,hasta olmak
1001,schmerzen::V,gjøre vondt,ağrımak
1002,husten::V,hoste,öksürmek
1003,genesen::V,komme seg,şifa bulmak
1004,sterben::V,dø,ölmek
1005,sterben::V,dø,vefat etmek
1006,umkommen::V,omkomme,ölmek
1007,sich bewegen::V,bevege seg,hareket etmek
1008,sich rühren::V,røre på seg,kımıldanmak
1009,sich erheben::V,reise seg,kalkmak
1010,sich erheben::V,reise seg,ayağa kalkmak
1011,sich setzen::V,sette sig,oturmak
1012,hinfallen::V,falle over ende,yere düşmek
1013,laufen::V,løpe,yürümek
1014,schreiten::V,skride,yürümek
1015,schreiten::V,skride,adım atmak
1016,spazierengehen::V,spasere,gezmek
1017,spazierengehen::V,spasere,dolaşmak
1018,spazierengehen::V,gå en tur,gezmek
1019,spazierengehen::V,gå en tur,dolaşmak
1020,eilen::V,ile,seğirtmek
1021,sich beeilen::V,skynde seg,acele etmek
1022,sausen::V,suse,hızla gitmek
1023,rennen::V,løpe,koşmak
1024,springen::V,hoppe,atlamak
1025,springen::V,hoppe,sıçramak
1026,springen::V,springe,atlamak
1027,springen::V,springe,sıçramak
1028,klettern::V,klatre,tırmanmak
1029,schaukeln::V,huske,sallanmak
1030,kriechen::V,krype,sürünmek
1031,schwimmen::V,svømme,yüzmek
1032,tauchen::V,dykke,dalmak
1033,rudern::V,ro,kürek çekmek
1034,fahren::V,kjøre,gitmek
1035,fliegen::V,fly,uçmak
1036,gehen::V,gå,gitmek
1037,weggehen::V,gå bort,gitmek
1038,abfahren::V,reise,kalkmak
1039,anhalten::V,stanse,durmak
1040,hineingehen::V,gå inn,içeri girmek
1041,eintreten::V,tre inn,girmek
1042,kommen::V,komme,gelmek
1043,ankommen::V,ankomme,varmak
1044,ankommen::V,komme til,varmak
1045,zurückkommen::V,komme tilbake,dönmek
1046,bleiben::V,bli,kalmak
1047,bleiben::V,forbli,kalmak
1048,warten::V,vente,beklemek
1049,erwarten::V,vente,beklemek
1050,suchen::V,søke,aramak
1051,finden::V,finne,bulmak
1052,versuchen::V,prøve,denemek
1053,versuchen::V,forsøke,denemek
1054,vorbereiten::V,forberede,hazırlamak
1055,lieben::V,elske,sevmek
1056,mögen::V,like,beğenmek
1057,lachen::V,le,gülmek
1058,rühren::V,røre,dokunmak
1059,rühren::V,røre,duygulandırmak
1060,weinen::V,gråte,ağlamak
1061,schimpfen::V,skjelle,küfretmek
1062,sich ärgern::V,ergre seg,kızmak
1063,sich fürchten::V,være redd,korkmak
1064,fürchten::V,være redd for,korkmak
1065,fliehen::V,rømme,kaçmak
1066,fliehen::V,flykte,kaçmak
1067,flüchten::V,flykte,kaçmak
1068,sehen::V,se,görmek
1069,anschauen::V,se på,seyretmek
1070,anschauen::V,betrakte,seyretmek
1071,ansehen::V,anse,bakmak
1072,hören::V,høre,duymak
1073,hören::V,høre,işitmek
1074,zuhören::V,tilhøre,dinlemek
1075,probieren::V,smake,denemek
1076,probieren::V,smake,tadına bakmak
1077,probieren::V,smake på,denemek
1078,probieren::V,smake på,tadına bakmak
1079,riechen::V,lukte,kokusunu almak
1080,fühlen::V,føle,duymak
1081,fühlen::V,føle,hissetmek
1082,scheinen::V,se ut,görünmek
1083,zu sehen sein::V,synes,görünmek
1084,vernehmen::V,få vite,haber almak
1085,frieren::V,fryse,üşümek
1086,tun::V,gjøre,etmek
1087,tun::V,gjøre,yapmak
1088,können::V,kunne,bilmek
1089,wollen::V,ville,istemek
1090,anfangen::V,begynne,başlamak
1091,beenden::V,avslutte,bitirmek
1092,aufhören::V,slutte,bitmek
1093,aufhören::V,holde opp,bitmek
1094,gelingen::V,lykkes,başarmak
1095,geraten::V,bli,düşmek
1096,öffnen::V,åpne,açmak
1097,schließen::V,lukke,kapamak
1098,schließen::V,stenge,kapamak
1099,stellen::V,stille,koymak
1100,setzen::V,sette,koymak
1101,setzen::V,sette,oturtmak
1102,legen::V,legge,koymak
1103,legen::V,legge,yatırmak
1104,berühren::V,berøre,dokunmak
1105,verbinden::V,forbinde,bağlamak
1106,verbinden::V,forbinde,birleştirmek
1107,bedecken::V,dekke,örtmek
1108,bedecken::V,dekke,kaplamak
1109,aufhängen::V,henge,asmak
1110,aufhängen::V,henge opp,asmak
1111,anzünden::V,tenne,yakmak
1112,anzünden::V,tenne,ateşlemek
1113,anzünden::V,antenne,yakmak
1114,anzünden::V,antenne,ateşlemek
1115,anzünden::V,tenne på,yakmak
1116,anzünden::V,tenne på,ateşlemek
1117,aufheben::V,løfte,kaldırmak
1118,aufheben::V,ta opp,kaldırmak
1119,zurücklassen::V,slippe tilbake,geride bırakmak
1120,verlieren::V,miste,yitirmek
1121,verlieren::V,miste,kaybetmek
1122,fallen lassen::V,droppe,düşürmek
1123,fallen lassen::V,la falle,düşürmek
1124,machen::V,lage,yapmak
1125,machen::V,gjøre,yapmak
1126,herstellen::V,fremstille,yapmak
1127,herstellen::V,fremstille,imal etmek
1128,bauen::V,bygge,kurmak
1129,bauen::V,bygge,inşa etmek
1130,reparieren::V,reparere,onarmak
1131,reparieren::V,reparere,tamir etmek
1132,verbessern::V,rette,düzeltmek
1133,verbessern::V,forbedre,düzeltmek
1134,ändern::V,forandre,değiştirmek
1135,graben::V,grave,kazmak
1136,beugen::V,bøye,eğmek
1137,biegen::V,bøye,bükmek
1138,drehen::V,dreie,çevirmek
1139,drehen::V,dreie,döndürmek
1140,wenden::V,vende,çevirmek
1141,umdrehen::V,snu,çevirmek
1142,heben::V,heve,kaldırmak
1143,hochheben::V,løfte,yukarı kaldırmak
1144,ergreifen::V,gripe,tutmak
1145,ergreifen::V,gripe,yakalamak
1146,ergreifen::V,få tak i,tutmak
1147,ergreifen::V,få tak i,yakalamak
1148,halten::V,holde,tutmak
1149,drücken::V,trykke,sıkmak
1150,schieben::V,skyve,itmek
1151,schieben::V,skyve,sürmek
1152,kratzen::V,klø,kaşımak
1153,kratzen::V,klore,kaşımak
1154,lecken::V,slikke,yalamak
1155,beißen::V,bite,ısırmak
1156,abreißen::V,rive av,koparmak
1157,abschneiden::V,skjære av,keserek ayırmak
1158,binden::V,binde,bağlamak
1159,stecken::V,stikke,sokmak
1160,brechen::V,bryte,kırmak
1161,brechen::V,briste,kırmak
1162,klopfen::V,banke,çalmak
1163,hauen::V,hogge,vurmak
1164,kleben::V,klistre,yapıştırmak
1165,reiben::V,gni,ovmak
1166,reiben::V,gni,sürtmek
1167,streichen::V,stryke,sürmek
1168,schleifen::V,slipe,bilemek
1169,schneiden::V,klippe,kesmek
1170,rütteln::V,ruske,sallamak
1171,schütteln::V,riste,sarsmak
1172,schütteln::V,riste,çalkamak
1173,schwenken::V,svinge,sallamak
1174,schütten::V,helle,dökmek
1175,schütten::V,helle,akıtmak
1176,füllen::V,fylle,doldurmak
1177,einwickeln::V,vikle inn,sarmak
1178,tragen::V,bære,taşımak
1179,schleppen::V,slepe,sürüklemek
1180,ziehen::V,dra,çekmek
1181,ziehen::V,trekke,çekmek
1182,aufbewahren::V,oppbevare,saklamak
1183,aufbewahren::V,ta vare på,saklamak
1184,werfen::V,kaste,atmak
1185,fangen::V,fange,tutmak
1186,fangen::V,fange,yakalamak
1187,packen::V,gripe,tutmak
1188,packen::V,gripe,yakalamak
1189,packen::V,gripe tak i,tutmak
1190,packen::V,gripe tak i,yakalamak
1191,verstecken::V,gjemme,saklamak
1192,teilen::V,dele,bölmek
1193,teilen::V,dele,ayırmak
1194,schicken::V,sende,yollamak
1195,schicken::V,sende,göndermek
1196,bringen::V,bringe,getirmek
1197,hinzufügen::V,tilføye,katmak
1198,hinzufügen::V,tilføye,eklemek
1199,bekommen::V,få,almak
1200,bekommen::V,få,eline geçmek
1201,erhalten::V,få,almak
1202,nehmen::V,ta,almak
1203,wählen::V,velge,seçmek
1204,auswählen::V,velge ut,seçmek
1205,auswählen::V,velge ut,ayırmak
1206,bewahren::V,bevare,korumak
1207,behindern::V,hindre,engellemek
1208,behindern::V,forhindre,engellemek
1209,verderben::V,ødelegge,bozmak
1210,beschädigen::V,skade,zedelemek
1211,beschädigen::V,skade,ziyan vermek
1212,zerbrechen::V,brekke i stykker,kırmak
1213,zerreißen::V,rive i stykker,yırtmak
1214,zerstören::V,ødelegge,yıkmak
1215,zerstören::V,ødelegge,tahrip etmek
1216,verbrennen::V,brenne,yakmak
1217,verbrennen::V,brenne opp,yakmak
1218,geben::V,gi,vermek
1219,reichen::V,rekke,uzatmak
1220,schenken::V,forære,hediye etmek
1221,schenken::V,skjenke,hediye etmek
1222,versprechen::V,love,vaat etmek
1223,wünschen::V,ønske,kutlamak
1224,loben::V,rose,övmek
1225,küssen::V,kysse,öpmek
1226,wiegen::V,vogge,sallamak
1227,zudecken::V,dekke til,örtmek
1228,wecken::V,vekke,uyandırmak
1229,zeigen::V,vise,göstermek
1230,führen::V,føre,gezdirmek
1231,führen::V,føre,yol göstermek
1232,lehren::V,lære,okutmak
1233,lehren::V,lære,öğretmek
1234,unterrichten::V,undervise,öğretmek
1235,aufziehen::V,oppdra,yetiştirmek
1236,leiten::V,lede,yönetmek
1237,leiten::V,lede,idare etmek
1238,antreiben::V,drive på,teşvik etmek
1239,lassen::V,få til å,-tırmak
1240,einladen::V,be,davet etmek
1241,einladen::V,invitere,davet etmek
1242,vereinigen::V,forene,birleştirmek
1243,besuchen::V,besøke,uğramak
1244,besuchen::V,besøke,ziyaret etmek
1245,besuchen::V,besøke,görmeye gitmek
1246,treffen::V,møte,rastlamak
1247,treffen::V,møte,isabet etmek
1248,treffen::V,treffe,rastlamak
1249,treffen::V,treffe,isabet etmek
1250,sich versammeln::V,forsamles,toplanmak
1251,spielen::V,leke,oynamak
1252,spielen::V,spille,oynamak
1253,singen::V,synge,söylemek
1254,singen::V,synge,şarkı söylemek
1255,tanzen::V,danse,oynamak
1256,tanzen::V,danse,dans etmek
1257,sich trennen::V,skilles,ayrılmak
1258,verlassen::V,forlate,bırakmak
1259,verlassen::V,forlate,terk etmek
1260,retten::V,redde,kurtarmak
1261,bewachen::V,bevokte,gözetmek
1262,schützen::V,verne,korumak
1263,schützen::V,beskytte,korumak
1264,verteidigen::V,forsvare,savunmak
1265,sich schlagen::V,slåss,dövüşmek
1266,schießen::V,skyte,ateş etmek
1267,siegen::V,seire,yenmek
1268,ärgern::V,ergre,kızdırmak
1269,treten::V,sparke,tepmek
1270,stechen::V,stikke,sokmak
1271,stechen::V,stikke,batırmak
1272,stoßen::V,støte,itmek
1273,stehlen::V,stjele,çalmak
1274,stören::V,forstyrre,bozmak
1275,stören::V,forstyrre,etkilemek
1276,belästigen::V,plage,rahatsız etmek
1277,belästigen::V,sjenere,rahatsız etmek
1278,verbergen::V,gjemme,saklamak
1279,täuschen::V,villede,aldatmak
1280,betrügen::V,bedra,aldatmak
1281,betrügen::V,bedra,dolandırmak
1282,töten::V,drepe,öldürmek
1283,wohnen::V,bo,oturmak
1284,arbeiten::V,arbeide,çalışmak
1285,sammeln::V,samle,toplamak
1286,pflücken::V,plukke,koparmak
1287,jagen::V,jage,avlanmak
1288,fischen::V,fiske,balık tutmak
1289,fassen::V,fange,tutmak
1290,fassen::V,fange,yakalamak
1291,hüten::V,vokte,otlatmak
1292,treiben::V,drive,gütmek
1293,anbinden::V,feste,bağlamak
1294,füttern::V,fore,beslemek
1295,melken::V,melke,sağmak
1296,hacken::V,hakke,yarmak
1297,gießen::V,helle,sulamak
1298,reifen::V,modne,olgunlaşmak
1299,zubereiten::V,lage,hazırlamak
1300,zubereiten::V,tilberede,hazırlamak
1301,kochen::V,koke,pişirmek
1302,kochen::V,koke,kaynatmak
1303,backen::V,bake,pişirmek
1304,backen::V,bake,fırında pişirmek
1305,braten::V,steke,kızartmak
1306,umrühren::V,røre om,karıştırmak
1307,stricken::V,strikke,örmek
1308,nähen::V,sy,dikmek
1309,färben::V,farge,boyamak
1310,reinigen::V,rense,temizlemek
1311,reinigen::V,gjøre ren,temizlemek
1312,waschen::V,vaske,yıkamak
1313,abwischen::V,tørke av,silmek
1314,spülen::V,spyle,çalkamak
1315,spülen::V,skylle,çalkamak
1316,fegen::V,feie,süpürmek
1317,kehren::V,koste,süpürmek
1318,baden::V,bade,yıkanmak
1319,baden::V,bade,banyo yapmak
1320,sich waschen::V,vaske seg,yıkanmak
1321,ausziehen::V,ta av,çıkarmak
1322,anziehen::V,ta på,giymek
1323,sich anziehen::V,kle på seg,giyinmek
1324,kämmen::V,gre,taramak
1325,kämmen::V,kjemme,taramak
1326,schmücken::V,pynte,süslemek
1327,schmücken::V,smykke,süslemek
1328,sagen::V,si,demek
1329,sagen::V,si,söylemek
1330,sprechen::V,snakke,konuşmak
1331,reden::V,tale,konuşmak
1332,reden::V,snakke,konuşmak
1333,sich unterhalten::V,samtale,sohbet etmek
1334,fragen::V,spørre,sormak
1335,bitten::V,be,dilemek
1336,bitten::V,be,rica etmek
1337,erzählen::V,fortelle,bahsetmek
1338,erzählen::V,fortelle,hikâye etmek
1339,mitteilen::V,meddele,bildirmek
1340,nennen::V,kalle,adlandırmak
1341,rufen::V,rope,çağırmak
1342,prahlen::V,skryte,övünmek
1343,übersetzen::V,oversette,çevirmek
1344,übersetzen::V,oversette,tercüme etmek
1345,denken::V,tenke,düşünmek
1346,glauben::V,tro,inanmak
1347,glauben::V,tro,zannetmek
1348,bemerken::V,bemerke,farkına varmak
1349,bemerken::V,legge merke til,farkına varmak
1350,erkennen::V,gjenkjenne,tanımak
1351,begreifen::V,begripe,anlamak
1352,begreifen::V,begripe,kavramak
1353,verstehen::V,forstå,duymak
1354,verstehen::V,forstå,anlamak
1355,verstehen::V,skjønne,duymak
1356,verstehen::V,skjønne,anlamak
1357,lernen::V,lære,öğrenmek
1358,wissen::V,vite,bilmek
1359,sich erinnern an::V,huske på,hatırlamak
1360,vergessen::V,glemme,unutmak
1361,messen::V,måle,ölçmek
1362,zählen::V,telle,saymak
1363,rechnen::V,regne,hesap etmek
1364,lesen::V,lese,okumak
1365,malen::V,male,resmini yapmak
1366,zeichnen::V,tegne,çizmek
1367,schreiben::V,skrive,yazmak
1368,besitzen::V,eie,haiz olmak
1369,besitzen::V,eie,sahip olmak
1370,besitzen::V,inneha,haiz olmak
1371,besitzen::V,inneha,sahip olmak
1372,kaufen::V,kjøpe,almak
1373,verkaufen::V,selge,satmak
1374,bezahlen::V,betale,ödemek
1375,zahlen::V,betale,ödemek
1376,beherrschen::V,beherske,hâkim olmak
1377,ertragen::V,orke,dayanmak
1378,ertragen::V,orke,katlanmak
1379,schlagen::V,,dövmek
