,Concept_ID,uk,ab
742,wieder::ADV,знову,ҿыц
743,wieder::ADV,знову,дырҩегь
744,wieder::ADV,знову,дырҩегьых
745,vergebens::ADV,дарма,баша
746,vor::PRP,перед,аҕхьа
747,hinter::PRP,ззаду,нхыҵ
748,hinter::PRP,позаду,нхыҵ
749,unter::PRP,під,амҵа
750,unter::PRP,під,амҵан
751,durch::PRP,крізь,
752,neben::PRP,біля,ааигуара
753,zwischen::PRP,між,абжьара
754,wegen::PRP,з-за,-иззы
755,wegen::PRP,з-за,-ҟнытә
756,wegen::PRP,через,-иззы
757,wegen::PRP,через,-ҟнытә
758,dies::PRN,це,ари
759,dies::PRN,це,абри
760,das::PRN,то,Абни
761,das::PRN,то,убри
762,alles::PRN,все,зегьы
763,ich::PRN,я,са
764,ich::PRN,я,сара
765,du::PRN,ти,бара
766,er::PRN,він,иара
767,wir::PRN,ми,ҳара
768,ihr::PRN,ви,шәара
769,sie::PRN,вони,дара
770,was::FPRN,що,
771,wer::FPRN,хто,дарбан
772,wo::FADV,де,иабыкуу
773,wo::FADV,де,аба-
774,wo::FADV,де,ахь-
775,wohin::FADV,куди,иабыкуу
776,wohin::FADV,куди,аба-
777,wohin::FADV,куди,ахь-
778,wie::FADV,як,-шҕа
779,warum::FADV,чому,избан
780,wieviel::FNUM,скільки,заҟа
781,eins::NUM,один,акы
782,eins::NUM,один,аӡәы
783,zwei::NUM,два,ҩба
784,drei::NUM,три,хҕа
785,vier::NUM,чотири,ҕшьба
786,fünf::NUM,п’ять,хəба
787,sechs::NUM,шість,фба
788,sieben::NUM,сім,Бжьба
789,acht::NUM,вісім,ааба
790,neun::NUM,дев’ять,жәба
791,zehn::NUM,десять,жәаба
792,elf::NUM,одинадцять,жәеизатәи
793,zwölf::NUM,дванадцять,жәаҩа
794,zwanzig::NUM,двадцять,ҩажәа
795,dreißig::NUM,тридцять,ҩажәижәабатәи
796,vierzig::NUM,сорок,ҩынҩажәа
797,fünfzig::NUM,п’ятдесят,ҩынҩажәеижәаба
798,sechzig::NUM,шістдесят,хынҩажәа
799,siebzig::NUM,сімдесят,хынҩажәижәаба
800,achtzig::NUM,вісімдесят,ҕшьынҩажәа
801,neunzig::NUM,дев’яносто,ҕшьынҩажәижәаба
802,hundert::NUM,сто,шәкы
803,tausend::NUM,тисяча,зқьы
804,und::CNJ,і,-и
805,oder::CNJ,або,ма
806,stehen::V,стояти,агылазаара
807,sitzen::V,сидіти,атəара
808,sitzen::V,сидіти,атəа(заа)ра
809,liegen::V,лежати,аиара
810,hängen::V,висіти,акнаҳара
811,werden::V,стати,аҟалара
812,werden::V,робитися,аҟалара
813,passieren::V,трапитися,аҟалара
814,beginnen::V,початися,алагара
815,enden::V,кінчитися,алгара
816,wechseln::V,мінятися,аҽыҧсахра
817,aufgehen[Sonne]::V,зійти,агылара
818,aufgehen[Sonne]::V,зійти,ахашлара
819,aufgehen[Sonne]::V,зійти,аҩаҵхахара
820,untergehen[Sonne]::V,зайти,аҭашəара
821,scheinen[Sonne]::V,світити,акаҧхара
822,donnern::V,гриміти,адыдра
823,wehen::V,віяти,асра
824,strömen::V,литися,акаҭəара
825,fließen::V,текти,ацара
826,sich drehen::V,обертатися,ахагьежьра
827,schwanken::V,коливатися,аҵысра
828,schwingen::V,хитатися,ахызазара
829,schwingen::V,хитатися,акьаандара
830,schwingen::V,гойдатися,ахызазара
831,schwingen::V,гойдатися,акьаандара
832,fallen::V,падати,акаҳара
833,brennen::V,горіти,абылра
834,rauchen::V,диміти,ахылҵра
835,regnen::V,дощити,аура
836,gefrieren::V,змерзнути,аҵаара
837,tauen::V,танути,аӡҭра
838,schmelzen::V,плавитися,ақəӡыҭра
839,schmelzen::V,плавитися,аҭəара
840,trocknen::V,сохнути,абара
841,sieden::V,кипіти,ашра
842,faulen::V,гнити,абаара
843,verfaulen::V,згнити,абаара
844,verfaulen::V,згнити,аилашра
845,reißen::V,рватися,аҧжəара
846,versinken::V,тонути,аӡааҟəрылара
847,vergehen::V,проходити,ацара
848,erscheinen::V,з’явитися,ацəырҵра
849,verschwinden::V,щезнути,аҵашəкəара
850,verschwinden::V,зникнути,аҵашəкəара
851,sinken::V,спадати,атəара
852,sinken::V,спадати,алаҟəра
853,abnehmen::V,поменшитися,ацӡаара
854,abnehmen::V,поменшитися,аиҵалара
855,zunehmen::V,збільшуватися,аҽырҭбаара
856,zunehmen::V,збільшуватися,аиҵыҵра
857,zunehmen::V,збільшуватися,арацəахара
858,steigen::V,підніматися,азҳара
859,steigen::V,підніматися,ашьҭыҵра
860,steigen::V,підніматися,адухара
861,steigen::V,підніматися,ацлара
862,wachsen::V,рости,азҳара
863,glänzen::V,блищати,ацыр-цырра
864,glänzen::V,блищати,ацыҩ-цыҩра
865,glänzen::V,блищати,аказказра
866,funkeln::V,блискати,ашап-шапра
867,funkeln::V,блискати,ацым-цымра
868,lärmen::V,шуміти,ашьҭыбжьгара
869,lärmen::V,шуміти,аҕьҕьаҳәа аилалара
870,läuten::V,дзвонити,аҵəҵəасра
871,klingeln::V,дзвонити,аҵəҵəасра
872,klirren::V,дзвякати,ахьархьарра
873,klirren::V,дзвякати,архьархьарра
874,brausen::V,бушувати,аилаҽҽара
875,brausen::V,бушувати,еилашуера
876,rauschen::V,шелестіти,
877,klingen::V,лунати,агара
878,klingen::V,лунати,ашьҭыбжь гара
879,klingen::V,звучати,агара
880,klingen::V,звучати,ашьҭыбжь гара
881,bellen::V,гавкати,ашра
882,heulen::V,вити,ауура
883,blasen::V,дунути,аҭəҳəара
884,pfeifen::V,свистіти,ашəшəра
885,schreien::V,кричати,аҳəҳəара
886,schreien::V,кричати,ахəаара
887,schreien::V,кричати,аҟаара
888,stöhnen::V,стогнати,ақьра
889,zittern::V,тремтіти,аҵыс-ҵысра
890,leben::V,жити,аҟазаара
891,geboren werden::V,народитися,Аира
892,atmen::V,дихати,аҕсыҕ лагаҩагара
893,trinken::V,пити,ажəра
894,essen::V,їсти,акрыфара
895,schlucken::V,ковтати,албаадара
896,müde werden::V,втомитися,ааҕсара
897,einschlafen::V,заснути,ацəара
898,schlafen::V,спати,ацəазаара
899,aufwachen::V,прокинутися,аҿыхара
900,aufstehen::V,встати,Агəылҵра
901,sich erholen::V,відпочивати,аҧсшьара
902,krank werden::V,захворіти,ачмазаҩхара
903,krank sein::V,хворіти,аҳəарҧсарра
904,schmerzen::V,боліти,ахьра
905,husten::V,кашляти,аимҳәара
906,genesen::V,одужати,абзиахара
907,genesen::V,одужати,аӷəӷəахара
908,genesen::V,видужати,абзиахара
909,genesen::V,видужати,аӷəӷəахара
910,sterben::V,померти,аҧсра
911,umkommen::V,згинути,аҭахара
912,sich bewegen::V,рухатися,аиҭаҵра
913,sich rühren::V,ворушитися,ақəацара
914,sich erheben::V,встати,аҩагылара
915,sich setzen::V,сісти,атəара
916,hinfallen::V,упасти,акаҳара
917,laufen::V,ходити,аныҟəара
918,schreiten::V,крокувати,ашьаҿа еихгара
919,spazierengehen::V,гуляти,анеи-ааира
920,eilen::V,спішити,аццакра
921,sich beeilen::V,поспішати,аццакра
922,sausen::V,мчатися,аҧырра
923,sausen::V,мчатися,иҭрысны
924,sausen::V,мчатися,ишьҭҟьаны ацара
925,rennen::V,бігати,аҩра
926,springen::V,скакати,аҧара
927,springen::V,стрибати,аҧара
928,klettern::V,лазити,ақəлара
929,schaukeln::V,гойдатися,аҟəараҟəанҽара
930,kriechen::V,повзати,аҳəазара
931,schwimmen::V,пливти,аӡсара
932,schwimmen::V,плавати,аӡсара
933,tauchen::V,пірнати,ахəӡааҵəира
934,rudern::V,гребти,аҵшьра
935,rudern::V,веслувати,аҵшьра
936,fahren::V,їхати,акала
937,fliegen::V,літати,аҧырра
938,gehen::V,іти,аиҭаҵра
939,weggehen::V,піти,ацара
940,abfahren::V,від’їхати,адəықəлара
941,abfahren::V,від’їхати,ацара
942,abfahren::V,відправитися,адəықəлара
943,abfahren::V,відправитися,ацара
944,anhalten::V,зупинитися,ааныргылара
945,hineingehen::V,входити,аҭалара
946,eintreten::V,увійти,аҩналара
947,kommen::V,прийти,аара
948,kommen::V,прийти,ааира
949,ankommen::V,прибути,ааира
950,ankommen::V,прибути,аара
951,ankommen::V,прибути,анеира
952,zurückkommen::V,повернутися,азыхынҳəра
953,bleiben::V,залишитися,аанхара
954,bleiben::V,залишитися,анхара
955,bleiben::V,залишитися,аангылара
956,warten::V,чекати,азҧшзаара
957,erwarten::V,чекати,азҧшра
958,suchen::V,шукати,ашьҭазаара
959,finden::V,знайти,аҧшаара
960,versuchen::V,випробовувати,аҽазкра
961,vorbereiten::V,підготувати,армазеира
962,lieben::V,любити,абзиабара
963,mögen::V,любити,агəаҧхара
964,mögen::V,подобатися,агəаҧхара
965,lachen::V,сміятися,аччара
966,rühren::V,розчулити,арҵəуара
967,weinen::V,плакати,аҵəуара
968,schimpfen::V,лаятися,ацəҳара
969,sich ärgern::V,сердитися,агəаара
970,sich fürchten::V,боятися,аӡыӡара
971,fürchten::V,боятися,ацəшəара
972,fliehen::V,тікати,абналара
973,fliehen::V,тікати,ацəцара
974,flüchten::V,утекти,абналара
975,flüchten::V,утекти,ацəцара
976,sehen::V,бачити,абара
977,anschauen::V,поглянути,ахəаҧшра
978,ansehen::V,дивитися на,ахəаҧшра
979,hören::V,чути,аҳара
980,zuhören::V,слухати,азыӡырҩра
981,probieren::V,покуштувати,аҧышəара
982,riechen::V,нюхати,афыҩра
983,fühlen::V,відчувати,анырра
984,fühlen::V,відчувати,ацәакырра
985,scheinen::V,здаватися,шәа
986,scheinen::V,здаватися,аацәырҵа
987,zu sehen sein::V,виднітися,
988,vernehmen::V,почути,аҳара
989,frieren::V,мерзнути,ашəра
990,frieren::V,мерзнути,аҵаара
991,tun::V,робити,аҟаҵара
992,können::V,могти,алшара
993,wollen::V,хотіти,аҭахра
994,anfangen::V,почати,алагара
995,beenden::V,закінчити,алгара
996,aufhören::V,перестати,аҟəыҵра
997,gelingen::V,вдатися,аура
998,gelingen::V,вдатися,аманшəалахара
999,gelingen::V,вдатися,алҵра
1000,geraten::V,опинитися,нзаарын
1001,öffnen::V,відкрити,аартра
1002,schließen::V,закрити,аркра
1003,stellen::V,поставити,аргылара
1004,setzen::V,посадити,артəара
1005,legen::V,класти,ақəҵара
1006,berühren::V,чіпати,акьысра
1007,berühren::V,чіпати,алакьысра
1008,verbinden::V,зв’язати,аҿаҳəара
1009,bedecken::V,покрити,ақəршəра
1010,aufhängen::V,повісити,акнаҳара
1011,anzünden::V,запалити,аркра
1012,aufheben::V,підняти,ашьҭыхра
1013,zurücklassen::V,залишити,аныжьра
1014,verlieren::V,загубити,ацəыӡра
1015,fallen lassen::V,упустити,ацəкаҳара
1016,machen::V,зробити,ачаҧара
1017,herstellen::V,виготовити,аиҵдара
1018,bauen::V,будувати,аргылара
1019,reparieren::V,лагодити,арҽеира
1020,verbessern::V,поліпшити,аиҕьтəра
1021,ändern::V,змінити,аҧсахра
1022,graben::V,копати,ажра
1023,beugen::V,зігнути,арҟəра
1024,beugen::V,зігнути,архəара
1025,biegen::V,погнути,арҟəра
1026,biegen::V,погнути,архəара
1027,drehen::V,вертіти,аргьежьра
1028,wenden::V,повернути,
1029,umdrehen::V,перевернути,аарҳәра
1030,heben::V,піднімати,аҩахара
1031,heben::V,піднімати,араҳара
1032,hochheben::V,підняти,ахагалара
1033,hochheben::V,підняти,ашьҭҳəара
1034,ergreifen::V,схопити,
1035,halten::V,тримати,акра
1036,drücken::V,натискати,ақəрӷəӷəара
1037,schieben::V,пхати,аҵгəара
1038,schieben::V,пхати,агəара
1039,schieben::V,штовхати,аҵгəара
1040,schieben::V,штовхати,агəара
1041,kratzen::V,шкребти,ацəҟьара
1042,lecken::V,лизати,арбзара
1043,beißen::V,кусати,ацҳара
1044,abreißen::V,відірвати,амжəара
1045,abschneiden::V,відрізати,ахҵəара
1046,abschneiden::V,відрізати,аҿахҵəара
1047,binden::V,в’язати,аҿаҳəара
1048,stecken::V,увіткнути,алаҵара
1049,brechen::V,зламати,аҧҵəара
1050,klopfen::V,стукати,асра
1051,hauen::V,бити,ақəкшара
1052,kleben::V,клеїти,аҷабра
1053,reiben::V,терти,арҟəыҷра
1054,streichen::V,намазати,ахьшьра
1055,schleifen::V,точити,ахра
1056,schneiden::V,різати,аҧҟара
1057,rütteln::V,хитати,арҵысра
1058,schütteln::V,трясти,аршəшəара
1059,schwenken::V,махати,аҟьара
1060,schütten::V,налити,аҭаҭəара
1061,füllen::V,наповнити,арҭəра
1062,einwickeln::V,загорнути,алаҳəара
1063,tragen::V,нести,аҩагара
1064,schleppen::V,тягти,арҳəазара
1065,ziehen::V,тягнути,ахара
1066,aufbewahren::V,зберігати,аҵəахра
1067,werfen::V,кидати,аршəра
1068,fangen::V,ловити,акра
1069,packen::V,схопити,анкра
1070,packen::V,схопити,аҵкаара
1071,verstecken::V,сховати,аҵəахра
1072,teilen::V,розділити,ашара
1073,schicken::V,посилати,ашьҭра
1074,bringen::V,принести,аагара
1075,hinzufügen::V,додати,ацҵара
1076,bekommen::V,дістати,аҧшаара
1077,bekommen::V,дістати,архиара
1078,bekommen::V,дістати,аура
1079,erhalten::V,одержати,аиура
1080,nehmen::V,взяти,агара
1081,wählen::V,вибрати,алҧшаара
1082,auswählen::V,відібрати,алхра
1083,bewahren::V,зберегти,
1084,behindern::V,перешкоджати,аҧырхагахара
1085,verderben::V,зіпсувати,алгара
1086,verderben::V,зіпсувати,абжьыхра
1087,verderben::V,зіпсувати,аҧхасҭатəра
1088,beschädigen::V,зашкодити,аҧхасҭатəра
1089,zerbrechen::V,розбити,аҧҽра
1090,zerreißen::V,розірвати,аҧжəара
1091,zerstören::V,зруйнувати,аилаҧыххаара
1092,verbrennen::V,спалити,абылра
1093,geben::V,дати,аҭара
1094,reichen::V,передати,аҭара
1095,schenken::V,дарувати,аҩгара
1096,versprechen::V,обіцяти,ақəргəыӷра
1097,wünschen::V,бажати,
1098,loben::V,хвалити,арҽхəара
1099,küssen::V,цілувати,агəӡра
1100,wiegen::V,качати,
1101,zudecken::V,накрити,аҵахҩара
1102,zudecken::V,накрити,ақəршəра
1103,wecken::V,розбудити,арҿыхара
1104,zeigen::V,показати,арбара
1105,führen::V,вести,аныҟəгара
1106,lehren::V,вчити,арҵара
1107,unterrichten::V,викладати,арҧхьара
1108,aufziehen::V,виховати,ааӡара
1109,leiten::V,керувати,ахагылазаара
1110,antreiben::V,підганяти,арццакра
1111,lassen::V,змусити,арҟаҵара
1112,einladen::V,запросити,ааҕхьара
1113,einladen::V,запросити,анаҧхьара
1114,vereinigen::V,об’єднати,аилаҵара
1115,besuchen::V,завітати,абара
1116,besuchen::V,відвідати,абара
1117,treffen::V,зустріти,аҧылара
1118,sich versammeln::V,зібратися,аизара
1119,spielen::V,грати,ахəмарра
1120,singen::V,співати,ашəаҳəара
1121,tanzen::V,танцювати,акəашара
1122,sich trennen::V,розлучитися,аилыҵра
1123,verlassen::V,покинути,акажьра
1124,retten::V,врятувати,Аиқəрхара
1125,bewachen::V,охороняти,ахьчара
1126,schützen::V,уберігати,ацəыхьчара
1127,verteidigen::V,захистити,ахьчара
1128,sich schlagen::V,битися,аисра
1129,sich schlagen::V,дратися,аисра
1130,schießen::V,стріляти,ахысра
1131,siegen::V,перемогти,аиааира
1132,ärgern::V,сердити,аргəаара
1133,schlagen::V,ударити,асра
1134,schlagen::V,ударити,аҭасра
1135,treten::V,штовхати,
1136,stechen::V,вколоти,алакшара
1137,stoßen::V,штовхнути,агəҭасра
1138,stehlen::V,украсти,аӡара
1139,stören::V,перешкодити,аҧырхагахара
1140,belästigen::V,докучати,аргəамҵра
1141,verbergen::V,сховати,аӡара
1142,täuschen::V,обдурити,ажьара
1143,betrügen::V,зшахраювати,ажьара
1144,töten::V,убити,ашьра
1145,wohnen::V,жити,анхара
1146,wohnen::V,мешкати,анхара
1147,arbeiten::V,працювати,аусура
1148,sammeln::V,зібрати,аҟəшəара
1149,pflücken::V,зривати,аҿыршəара
1150,pflücken::V,зривати,аҿыхра
1151,jagen::V,полювати,ашəарыцара
1152,fischen::V,рибалити,аҧсыӡ икуеит
1153,fassen::V,піймати,акра
1154,hüten::V,пасти,арҳəра
1155,hüten::V,пасти,ахьчара
1156,treiben::V,гнати,акацара
1157,anbinden::V,прив’язати,адҳəалара
1158,füttern::V,годувати,акырҿаҵара
1159,füttern::V,харчувати,акырҿаҵара
1160,melken::V,доїти,ахьара
1161,hacken::V,рубати,аҟəаҟəара
1162,gießen::V,полити,аҵаҭəара
1163,reifen::V,дозріти,ашəра
1164,reifen::V,дозріти,аҟалара
1165,zubereiten::V,зготовити,ацура
1166,zubereiten::V,приготувати,ацура
1167,kochen::V,варити,ажəра
1168,kochen::V,готувати,ажəра
1169,backen::V,пекти,аӡра
1170,braten::V,смажити,аӡра
1171,umrühren::V,переміщати,аилрыхра
1172,stricken::V,в’язати,аҧара
1173,nähen::V,шити,аӡахра
1174,färben::V,пофарбувати,ашəра
1175,reinigen::V,очистити,арыцқьара
1176,waschen::V,мити,аӡәӡәара
1177,abwischen::V,витерти,арбара
1178,spülen::V,полоскати,аҭыршара
1179,fegen::V,підмітати,аҧссара
1180,kehren::V,мести,
1181,baden::V,купатися,аҽыкəабара
1182,sich waschen::V,митися,аҽыӡəӡəара
1183,ausziehen::V,зняти,ашəыхра
1184,anziehen::V,надіти,ашəҵара
1185,sich anziehen::V,одягтися,аҽеилаҳəара
1186,sich anziehen::V,одягнутися,аҽеилаҳəара
1187,kämmen::V,зачесати,аҳəара
1188,schmücken::V,оздобити,арҧшӡара
1189,sagen::V,сказати,аҳəара
1190,sprechen::V,говорити,ацəажəара
1191,reden::V,розмовляти,ацəажəара
1192,reden::V,розмовляти,аицәажәара
1193,sich unterhalten::V,бесідувати,аицәажәара
1194,fragen::V,запитати,азҵаара
1195,bitten::V,просити,аҳəара
1196,erzählen::V,розповісти,аҳəара
1197,mitteilen::V,повідомити,азыцҳара
1198,nennen::V,назвати,ахьӡҵара
1199,rufen::V,кликати,азҿыҭра
1200,prahlen::V,хвалитися,аҽхəара
1201,übersetzen::V,перекласти,аиҭагара
1202,denken::V,думати,азхəыцра
1203,denken::V,мислити,азхəыцра
1204,glauben::V,вірити,ахаҵара
1205,bemerken::V,помітити,агəаҭара
1206,erkennen::V,пізнати,адырра
1207,begreifen::V,осягнути,аилкаара
1208,verstehen::V,почути,аҳара
1209,lernen::V,навчатися,аҵара
1210,wissen::V,знати,адырра
1211,sich erinnern an::V,пам’ятати,агəаларшəара
1212,vergessen::V,забути,ахашҭра
1213,messen::V,міряти,ашəара
1214,zählen::V,лічити,аҧхьаӡара
1215,rechnen::V,рахувати,аҳасабра
1216,lesen::V,читати,аҧхьара
1217,malen::V,малювати,
1218,zeichnen::V,рисувати,
1219,schreiben::V,писати,
1220,besitzen::V,мати,амазаара
1221,kaufen::V,купити,Аахəара
1222,verkaufen::V,продати,аҭира
1223,bezahlen::V,заплатити,ахҭынҵара
1224,bezahlen::V,заплатити,ашəара
1225,zahlen::V,платити,ашəара
1226,beherrschen::V,володіти,
1227,ertragen::V,витерпіти,ачҳара
