,Concept_ID,mdf,cs
83,Licht::N,ва́лда,světlo
84,Schatten::N,цильф,stín
85,Wetter::N,уша,počasí
86,Nebel::N,тума́н,mlha
87,Wolke::N,ковол,mrak
88,Wolke::N,ковол,oblak
89,Regen::N,пизем,déšť
90,Schnee::N,лов,sníh
91,Eis::N,эй,led
92,Frost::N,ке́льме,mráz
93,Kälte::N,якшама,chlad
94,Hitze::N,пси,horko
95,Raureif::N,леш,jinovatka
96,Regenbogen::N,а́тямъёнга,duha
97,Donner::N,атям,hrom
98,Strömung::N,шудема́,proudění
99,Tropfen::N,путькс,kapka
100,Tropfen::N,пътняфкс,kapka
101,Schaum::N,шов,pěna
102,Schmutz::N,ърда́з,špína
103,See::N,эрьхке,jezero
104,Sumpf::N,шяй,močál
105,Sumpf::N,шяй,bažina
106,Moor::N,шяй,bažina
107,Moor::N,шяй,slatina
108,Wiese::N,луга,louka
109,Wald::N,вирь,les
110,Hügel::N,губо́р,kopec
111,Hügel::N,пандоня,kopec
112,Anhöhe::N,губо́р,pahorek
113,Berg::N,панда,hora
114,Gipfel::N,пря,vrchol
115,Höhle::N,у́нда,jeskyně
116,Abhang::N,па́нда ша́ма,svah
117,Abhang::N,па́нда ша́ма,stráň
118,Quelle::N,эшиня,pramen
119,Bach::N,шудерькс,potok
120,Fluss::N,ляй,řeka
121,Ufer::N,търва́,břeh
122,Küste::N,ляйтърва́,pobřeží
123,Festland::N,мода,souš
124,Festland::N,мода,pevnina
125,Meer::N,моря,moře
126,Bucht::N,ведьуське,záliv
127,Bucht::N,ведьуське,zátoka
128,Insel::N,цёнга,ostrov
129,Blume::N,панчф,květina
130,Gras::N,тише,tráva
131,Wurzel::N,юр,kořen
132,Wurzel::N,ункс,kořen
133,Baum::N,шуфта,strom
134,Stamm::N,ро́нга,kmen
135,Rinde::N,кер,kůra
136,Ast::N,морга,větev
137,Zweig::N,тарад,větev
138,Blatt::N,лопа,lupen
139,Birke::N,ке́лу,bříza
140,Kiefer[Baum]::N,пиче,sosna
141,Kiefer[Baum]::N,пиче,borovice
142,Weide[Baum]::N,каль,vrba
143,Tanne::N,куз,jedle
144,Horn::N,сюра,roh
145,Feder::N,толга,pero
146,Fell::N,кедь,srst
147,Flügel::N,паця,křídlo
148,Klaue::N,кенже,dráp
149,Klaue::N,кенже,pazneht
150,Kralle::N,кенже,dráp
151,Schwanz::N,пула,ocas
152,Ei::N,ал,vejce
153,Nest::N,пиза,hnízdo
154,Bau::N,пиза,nora
155,Tier::N,жува́та,zvíře
156,Herde::N,нал,stádo
157,Herde::N,стада,stádo
158,Kuh::N,скал,kráva
159,Kuh::N,тракс,kráva
160,Bulle::N,бука,býk
161,Pferd::N,лишме,kůň
162,Schaf::N,уча́,ovce
163,Schwein::N,тува,vepř
164,Schwein::N,тува,prase
165,Hund::N,пине,pes
166,Katze::N,катоня,kočka
167,Katze::N,аваката,kočka
168,Bär::N,офта,medvěd
169,Eichhörnchen::N,ур,veverka
170,Elch::N,ся́рда,los
171,Fuchs::N,келазь,liška
172,Hase::N,ну́мол,zajíc
173,Maus::N,шеер,myš
174,Wolf::N,върьгаз,vlk
175,Vogel::N,нармонь,pták
176,Schwarm::N,ко́вол,roj
177,Schwarm::N,ко́вол,hejno
178,Schwarm::N,ме́швеле,roj
179,Schwarm::N,ме́швеле,hejno
180,Huhn::N,сараз,kuře
181,Huhn::N,сараз,slepice
182,Hahn::N,а́тякш,kohout
183,Gans::N,маци,husa
184,Adler::N,куцькан,orel
185,Ente::N,яксярга,kachna
186,Eule::N,ко́рож,sova
187,Kranich::N,ка́рга,jeřáb
188,Krähe::N,ва́рси,vrána
189,Kuckuck::N,ку́ку,kukačka
190,Schwan::N,ло́ксти,labuť
191,Fisch::N,кал,ryba
192,Barsch::N,о́кунь,okoun
193,Hecht::N,щу́ка,štika
194,Schlange[Tier]::N,куй,had
195,Wurm::N,сукс,červ
196,Spinne::N,унжа́,pavouk
197,Ameise::N,панжам,mravenec
198,Laus::N,си,veš
199,Mücke::N,ся́ське,komár
200,Fliege::N,кару,moucha
201,Schmetterling::N,ме́лав,motýl
202,Beere::N,и́мож,bobule
203,Apfel::N,марь,jablko
204,Pilz::N,панга,houba
205,Zwiebel::N,шурьхкя́,cibule
206,Saat::N,видьмот,osivo
207,Korn::N,сёра,zrno
208,Heu::N,тише,seno
209,Schale::N,кедь,slupka
210,Schale::N,кедь,skořápka
211,Grube::N,лотка,jáma
212,Falle::N,туфкс,past
213,Falle::N,туфкс,léčka
214,Falle::N,кунда́ма,past
215,Falle::N,кунда́ма,léčka
216,Schlinge::N,килькш,smyčka
217,Spur::N,пильгоки́,stopa
218,Asche::N,кулу,popel
219,Dreck::N,ърда́з,špína
220,Eisen::N,кшни,železo
221,Gold::N,ока,zlato
222,Gold::N,золота,zlato
223,Silber::N,сия́,stříbro
224,Kohle::N,седь,uhlí
225,Kohle::N,седьвальмя,uhlí
226,Glas::N,кля́нцек,sklo
227,Lehm::N,сёвонь,jíl
228,Lehm::N,сёвонь,hlína
229,Sand::N,шува́р,písek
230,Mensch::N,ломань,člověk
231,Mann::N,аля,muž
232,Mann::N,цёраломань,muž
233,Frau::N,ава,žena
234,Kind::N,идь,dítě
235,Kind::N,шаба,dítě
236,Junge::N,цёраня,hoch
237,Junge::N,цёраня,chlapec
238,Mädchen::N,стирня́,děvče
239,Familie::N,тнал,rodina
240,Familie::N,семья,rodina
241,Großvater::N,атя,děd
242,Großvater::N,атя,dědeček
243,Großvater::N,щя́тя,děd
244,Großvater::N,щя́тя,dědeček
245,Großmutter::N,баба,babička
246,Eltern::N,тя́дят-а́лят,rodiče
247,Vater::N,аля,otec
248,Mutter::N,ава,matka
249,Mutter::N,тядя,matka
250,Sohn::N,цёра,syn
251,Tochter::N,стирь,dcera
252,Bruder::N,дуган,bratr
253,Bruder::N,пяльне,bratr
254,Schwester::N,ака,sestra
255,Schwester::N,сазор,sestra
256,Onkel::N,оця,strýc
257,Onkel::N,патя,strýc
258,Onkel::N,щеня́,strýc
259,Tante::N,ака,teta
260,Tante::N,щака,teta
261,Ehemann::N,мирде,choť
262,Ehemann::N,мирде,manžel
263,Ehefrau::N,ърьвя́,choť
264,Ehefrau::N,ърьвя́,manželka
265,Freude::N,ке́нярдема,radost
266,Gelächter::N,рахсема,smích
267,Glück::N,паваз,štěstí
268,Kummer::N,ризф,žal
269,Kummer::N,ризф,trápení
270,Kummer::N,пичефкс,žal
271,Kummer::N,пичефкс,trápení
272,Wunsch::N,мяль,přání
273,Wunsch::N,таколдома,přání
274,Lust::N,таколдома,chuť
275,Geist::N,вайме,duch
276,Gedanke::N,мяль,myšlenka
277,Gedächtnis::N,прявий,paměť
278,Verstand::N,прявий,rozum
279,Sinn::N,ён,smysl
280,Grund::N,туфта́л,důvod
281,Wahrheit::N,ви́де,pravda
282,Wahrheit::N,видеши́,pravda
283,Gespräch::N,корхтама,rozhovor
284,Märchen::N,ёфкс,pohádka
285,Erzählung::N,азкс,povídka
286,Nachricht::N,куля́,zpráva
287,Neuigkeit::N,куля́,novina
288,Neuigkeit::N,куля́,novinka
289,Name::N,лем,jméno
290,Rätsel::N,со́дама ёфкс,hádanka
291,Rede::N,вал,řeč
292,Rede::N,вал,proslov
293,Rede::N,корхтама,řeč
294,Rede::N,корхтама,proslov
295,Sprache::N,кяль,řeč
296,Sprache::N,кяль,jazyk
297,Stimme::N,вайгяль,hlas
298,Wort::N,вал,slovo
299,Zeichen::N,тя́ште,znamení
300,Zeichen::N,тя́штькс,znamení
301,Ruf::N,тердема,zavolání
302,Lärm::N,гайф,hluk
303,Lärm::N,жалакодома,hluk
304,Laut::N,вайгяль,zvuk
305,Ton::N,вайгяль,tón
306,Lied::N,мора,píseň
307,Ruhe::N,сетьме,klid
308,Ruhe::N,сетьме,pokoj
309,Leute::N,ломатть,lidé
310,Volk::N,наро́д,národ
311,Arbeit::N,тев,práce
312,Gast::N,и́нжи,host
313,Gast::N,ко́нак,host
314,Geschenk::N,казне,dar
315,Spiel::N,налхкома,hra
316,Spiel::N,налхксема,hra
317,Gesellschaft::N,кружок,společnost
318,Hilfe::N,лездома,pomoc
319,Freund::N,я́лга,přítel
320,Kamerad::N,я́лга,kamarád
321,Angelegenheit::N,тев,záležitost
322,Anzahl::N,лувкс,počet
323,Art::N,вид,druh
324,Stück::N,пакш,kus
325,Stück::N,пакш,kousek
326,Teil::N,часть,díl
327,Teil::N,часть,část
328,Teil::N,пялькс,díl
329,Teil::N,пялькс,část
330,Hälfte::N,пяле,půl
331,Kreis::N,шаркс,kruh
332,Kreuz::N,крёз,kříž
333,Linie::N,межа,linka
334,Linie::N,китькс,linka
335,Strich::N,межа,čára
336,Strich::N,межа,čárka
337,Abstand::N,ётка,vzdálenost
338,Entfernung::N,ётка,vzdálenost
339,Gegend::N,ва́ста,krajina
340,Gegend::N,перьфпя́ль,krajina
341,Platz::N,ва́ста,prostor
342,Ort::N,ва́ста,místo
343,Seite::N,пяле,strana
344,Mitte::N,кучка́,střed
345,Mitte::N,кучка́,prostředek
346,Gegenstand::N,веща,předmět
347,Sache::N,тев,věc
348,Sache::N,веща,věc
349,Rand::N,пе,kraj
350,Rand::N,пе,okraj
351,Kante::N,и́рдез,hrana
352,Ecke::N,ужа,roh
353,Spitze::N,пря,hrot
354,Spitze::N,пря,špička
355,Ende::N,пе,konec
356,Loch::N,варя,díra
357,Winkel::N,ужа,kout
358,Muster::N,сёрма,vzor
359,Größe::N,серь,velikost
360,Länge::N,кува́лма,délka
361,Höhe::N,серь,výška
362,Gewicht::N,сталма,váha
363,Menge::N,лувкс,množství
364,Haufen::N,мар,kupa
365,Haufen::N,мар,hromada
366,Reihe::N,ряд,řada
367,Reihe::N,ряд,řádek
368,Boot::N,венеж,člun
369,Ruder::N,миле,veslo
370,Schlitten::N,ну́рда,sáně
371,Ski::N,сокс,lyže
372,Lagerfeuer::N,то́лмар,táborák
373,Last::N,канкс,náklad
374,Last::N,канкс,břemeno
375,Last::N,сталма,náklad
376,Last::N,сталма,břemeno
377,Gang::N,молема,chůze
378,Gang::N,молема,chodba
379,Schritt::N,аськолкс,krok
380,Norden::N,якшама шире,sever
381,Süden::N,ля́мбе ши́ре,jih
382,Westen::N,ши валгома шире,západ
383,Osten::N,шинь стяма шире,východ
384,Holz::N,вирь,dřevo
385,Holz::N,шуфта,dřevo
386,Brett::N,лавця,prkno
387,Platte::N,плита́,deska
388,Stütze::N,неже,opěra
389,Stange::N,олга,tyč
390,Stange::N,олга,tyčka
391,Stock::N,байдек,hůlka
392,Stab::N,олгоня,hůl
393,Rohr::N,турама,trubka
394,Haus::N,куд,dům
395,Heim::N,куд,domov
396,Ofen::N,пянакуд,kamna
397,Fußboden::N,кия́кс,podlaha
398,Tisch::N,шра,stůl
399,Tisch::N,моркш,stůl
400,Stuhl::N,стул,židle
401,Wiege::N,нюря́м,kolébka
402,Bett::N,ацам,postel
403,Regal::N,лавцяланга,regál
404,Regal::N,лавцяланга,police
405,Kiste::N,парга,bedna
406,Fenster::N,валмья,okno
407,Tür::N,кенкш,dveře
408,Tor::N,ортат,vrata
409,Zaun::N,перяфкс,plot
410,Dach::N,кудпря,střecha
411,Leiter::N,куцема,žebřík
412,Besen::N,тяльме,koště
413,Besen::N,тяльме,smeták
414,Spaten::N,ка́йме,rýč
415,Schaufel::N,ко́поня,lopata
416,Schaufel::N,ця́рдом,lopata
417,Gabel::N,ця́нгоня,vidlička
418,Löffel::N,куцю,lžíce
419,Messer::N,пеель,nůž
420,Nagel::N,эска,hřebík
421,Haken::N,кя́чказ,hák
422,Griff::N,недь,držadlo
423,Griff::N,кунда́мка,držadlo
424,Schloss::N,замо́к,zámek
425,Bild::N,карти́на,obraz
426,Figur::N,ронга-понда,figura
427,Puppe::N,ня́ка,panenka
428,Beutel::N,кяскав,pytlík
429,Bündel::N,кярьме,svazek
430,Tasche::N,кошяльня,taška
431,Tasche::N,кошяльня,brašna
432,Eimer::N,ве́дарка,kýbl
433,Eimer::N,ве́дарка,vědro
434,Deckel::N,тавадкс,víko
435,Deckel::N,тавадкс,příklop
436,Deckel::N,вельхкс,víko
437,Deckel::N,вельхкс,příklop
438,Geschirr::N,кядьге,nádobí
439,Sack::N,кяскав,pytel
440,Tasse::N,ша́ваня,šálek
441,Topf::N,кавозь,hrnec
442,Kessel::N,сргавозь,kotel
443,Essen::N,ярхцама,jídlo
444,Nahrung::N,ярхцампяль,strava
445,Nahrung::N,ярхцампяль,potrava
446,Speise::N,ярхцама,jídlo
447,Fleisch::N,пал,maso
448,Fleisch::N,сиволь,maso
449,Getreide::N,сёра,obilí
450,Brei::N,ям,kaše
451,Brot::N,кши,chléb
452,Scheibe::N,кочам,krajíc
453,Fett::N,куя́,tuk
454,Fett::N,куя́,omastek
455,Butter::N,вай,máslo
456,Öl::N,вай,olej
457,Salz::N,сал,sůl
458,Suppe::N,шонгарям,polévka
459,Suppe::N,коршампяль,polévka
460,Honig::N,медь,med
461,Milch::N,лофца,mléko
462,Tee::N,чай,čaj
463,Leder::N,кедь,kůže
464,Wolle::N,пона,vlna
465,Stoff::N,котф,látka
466,Nadel::N,салмокс,jehla
467,Faden::N,сюре,nit
468,Knopf::N,пуня,knoflík
469,Knoten::N,сюлма,uzel
470,Farbe::N,архтомбяль,barva
471,Kleidung::N,щам,šaty
472,Kleidung::N,щам,šatstvo
473,Hemd::N,па́нар,košile
474,Kragen::N,сиве,límec
475,Ärmel::N,ожа,rukáv
476,Hose::N,понкст,kalhoty
477,Gürtel::N,каркс,pás
478,Gürtel::N,каркс,opasek
479,Mütze::N,вазь,čepice
480,Schuh::N,башма́к,bota
481,Stiefel::N,кя́ме,holínka
482,Ring::N,суркс,prsten
483,Band::N,керькс,pásek
484,Band::N,лента,pásek
485,Kamm::N,сюрьхцем,hřeben
486,Spiegel::N,ванома,zrcadlo
487,Riemen::N,шнань каркс,řemen
488,Schnur::N,пикс,šňůra
489,Schnur::N,карькскя,šňůra
490,Leine::N,вядьме,vodítko
491,Decke::N,вельхкс,pokrývka
492,Decke::N,вельхкс,přikrývka
493,Kissen::N,тоду,polštář
494,Tuch::N,руця́,šátek
495,Handtuch::N,на́рдама,ručník
496,Kraft::N,вий,síla
497,Stärke::N,вииши,síla
498,Gesundheit::N,шумбраши́,zdraví
499,Krankheit::N,урма́,nemoc
500,Krankheit::N,урма́,choroba
501,Krankheit::N,сярядема,nemoc
502,Krankheit::N,сярядема,choroba
503,Schmerz::N,маряма,bolest
504,Wunde::N,керф,rána
505,Fieber::N,маштыкс,horečka
506,Arznei::N,надо́бья,lék
507,Arznei::N,пъчка́фтома,lék
508,Brücke::N,седь,most
509,Brunnen::N,эши,studna
510,Weide::N,ванома васта,pastva
511,Weide::N,ванома васта,pastvina
512,Pfad::N,ян,pěšina
513,Pfad::N,киня́,pěšina
514,Weg::N,ки,cesta
515,Straße::N,ки,silnice
516,Dorf::N,веле,vesnice
517,Stadt::N,ош,město
518,Brief::N,сёрма,dopis
519,Buch::N,книга,kniha
520,Buchstabe::N,бу́ква,písmeno
521,Zeitung::N,газе́та,noviny
522,Leben::N,эряф,život
523,Leben::N,эряма,život
524,Tod::N,кулома́,smrt
525,Grab::N,калма,hrob
526,Kirche::N,це́рькав,kostel
527,Sünde::N,пежеть,hřích
528,Sünde::N,муворкс,hřích
529,Gott::N,шкай,bůh
530,Arbeiter::N,трудендай,dělník
531,Arbeiter::N,трудендай,pracovník
532,Arbeiter::N,работник,dělník
533,Arbeiter::N,работник,pracovník
534,Chef::N,азор,šéf
535,Chef::N,азор,vedoucí
536,Chef::N,оцюня,šéf
537,Chef::N,оцюня,vedoucí
538,Meister::N,мастяр,mistr
539,Arzt::N,врач,lékař
540,Arzt::N,доктор,lékař
541,Lehrer::N,учи́тель,učitel
542,Geld::N,ярмакт,peníze
543,Geschäft::N,ладяфкс,obchod
544,Geschäft::N,ладяф тев,obchod
545,Laden::N,ла́вка,krám
546,Preis::N,питне,cena
547,Ware::N,миф,zboží
548,Ware::N,ра́маф,zboží
549,Nutzen::N,пара,užitek
550,Nutzen::N,лезкс,užitek
551,Reichtum::N,ко́зяши,bohatství
552,Welt::N,свет,svět
553,Land::N,мастор,země
554,Staat::N,государства,stát
555,König::N,король,král
556,Macht::N,азорондама,moc
557,Macht::N,азорондама,mocnost
558,Macht::N,азорксши,moc
559,Macht::N,азорксши,mocnost
560,Grenze::N,ёткаян,hranice
561,Krieg::N,война́,válka
562,Feind::N,душман,nepřítel
563,Feind::N,каршек тюри,nepřítel
564,Gewalt::N,наругама,násilí
565,Kampf::N,тюрема́,boj
566,Bogen[Waffe]::N,нал,luk
567,Pfeil::N,нал,šíp
568,Gewehr::N,винто́вка,puška
569,Gewehr::N,винто́вка,ručnice
570,Fehler::N,эльбядькс,chyba
571,Lüge::N,васькафнема,lež
572,Schaden::N,зия́н,škoda
573,Unglück::N,зия́н,neštěstí
574,Schuld::N,муворши,vina
575,Alter::N,эряф кизот,věk
576,Alter::N,эряфонь пинге,věk
577,Schluss::N,пе,konec
578,Zeit::N,пинге,čas
579,Tag::N,ши,den
580,Morgen::N,шобдава,ráno
581,Morgen::N,шобдава,jitro
582,Mittag::N,шикучка,poledne
583,Abend::N,иля́дь,večer
584,Nacht::N,ве,noc
585,Woche::N,недя́ля,týden
586,Monat::N,ков,měsíc
587,Jahr::N,киза,rok
588,Frühling::N,тунда́,jaro
589,Sommer::N,киза,léto
590,Herbst::N,сёксе,podzim
591,Winter::N,тяла,zima
592,Januar::N,кельмеков,leden
593,Februar::N,уфайков,únor
594,März::N,марайков,březen
595,April::N,шудиков,duben
596,Mai::N,панжиков,květen
597,Juni::N,лямбеков,červen
598,Juli::N,псиков,červenec
599,August::N,сёроньков,srpen
600,September::N,тюжягов,září
601,Oktober::N,кельмазаков,říjen
602,November::N,эйндамков,listopad
603,Dezember::N,кучкаков,prosinec
604,Montag::N,одговши,pondělí
605,Montag::N,одговши,pondělek
606,Dienstag::N,ша́вши,úterý
607,Mittwoch::N,вержи,středa
608,Donnerstag::N,шува́ланя,čtvrtek
609,Freitag::N,пя́денця,pátek
610,Samstag::N,ёткши,sobota
611,Sonntag::N,таргоши,neděle
612,groß::A,оцю,velký
613,klein::A,ёмла,malý
614,lang::A,кува́ка,dlouhý
615,kurz::A,нюрьхкя́ня,krátký
616,breit::A,кели,široký
617,schmal::A,тяйня,úzký
618,dicht::A,сиде,hustý
619,dicht::A,туста,hustý
620,dick[Gegenstand]::A,эчке,tlustý
621,dünn::A,шува́ня,tenký
622,fein::A,шува́ня,jemný
623,fest::A,кеме,pevný
624,flach::A,лапш,plochý
625,flach::A,лапш,placatý
626,glatt::A,вадяв,hladký
627,glatt::A,такор,hladký
628,hart::A,калгода,tvrdý
629,weich::A,ляпе,měkký
630,rund::A,кру́глай,kulatý
631,rund::A,кру́глай,okrouhlý
632,spitz::A,ботаз,špičatý
633,spitz::A,оржа,špičatý
634,scharf::A,оржа,ostrý
635,stumpf::A,ношка,tupý
636,schwer::A,стака,těžký
637,schön::A,мазы,pěkný
638,schön::A,мазы,krásný
639,heiß::A,пси,horký
640,warm::A,лямбе,teplý
641,kalt::A,кельме,studený
642,kühl::A,эше,chladný
643,frisch::A,свежай,svěží
644,feucht::A,летьке,vlhký
645,nass::A,начка,mokrý
646,trocken::A,коське,suchý
647,voll::A,пяшксе,plný
648,leer::A,шава,prázdný
649,offen::A,панжада,otevřený
650,offen::A,виде,otevřený
651,geschlossen::A,пякстаф,zavřený
652,geschlossen::A,сёлгф,zavřený
653,sauber::A,ару,čistý
654,schmutzig::A,рда́зу,špinavý
655,schmutzig::A,пя́ндра,špinavý
656,roh::A,верок,syrový
657,reif::A,ке́нерьф,zralý
658,lecker::A,танцти,chutný
659,süß::A,ламбама,sladký
660,bitter::A,сяпи,hořký
661,sauer::A,шапама,kyselý
662,hell::A,валда,světlý
663,dunkel::A,шобда,temný
664,schwarz::A,равжа,černý
665,weiß::A,акша,bílý
666,rot::A,якстерь,rudý
667,rot::A,якстерь,červený
668,gelb::A,тюжя́,žlutý
669,blau::A,сенем,modrý
670,grün::A,пиже,zelený
671,grün::A,сянгяря,zelený
672,grau::A,уле,šedý
673,grau::A,уле,šedivý
674,bunt::A,сёрмав,pestrý
675,billig::A,у́цез,levný
676,billig::A,у́цез,laciný
677,billig::A,аф пи́тни,levný
678,billig::A,аф пи́тни,laciný
679,teuer::A,пи́тни,drahý
680,wertvoll::A,питни,cenný
681,blind::A,сокор,slepý
682,taub::A,пярав,hluchý
683,kräftig::A,пяк вии,silný
684,stark::A,вии,silný
685,schwach::A,лафча,slabý
686,fett::A,куя́,tučný
687,fett::A,куя́,tlustý
688,schlank::A,виде ронга,štíhlý
689,hübsch::A,мазы,hezký
690,böse::A,кяжи,zlý
691,dumm::A,аф ёню,hloupý
692,dumm::A,шава пря,hloupý
693,faul::A,нола,líný
694,fleißig::A,ку́лхцонды,pilný
695,geizig::A,кирьжя,lakomý
696,geizig::A,жаднай,lakomý
697,klug::A,ёню,chytrý
698,klug::A,пря́ви,chytrý
699,geschickt::A,маштозь тиф,šikovný
700,lieb::A,цебярь,milý
701,lustig::A,ра́хси,veselý
702,sanft::A,сетьме,mírný
703,hungrig::A,вача,hladový
704,hungrig::A,вачеда,hladový
705,krank::A,сяряди,nemocný
706,nackt::A,штада,nahý
707,nackt::A,кърхтапа,nahý
708,traurig::A,ла́жнай,smutný
709,traurig::A,ла́жнай,truchlivý
710,lebendig::A,эряй,živý
711,gut::A,пара,dobrý
712,gut::A,цебярь,dobrý
713,schlecht::A,кальдяв,špatný
714,richtig::A,виде,pravý
715,richtig::A,виде,správný
716,schlimm::A,кальдяв,zlý
717,wahr::A,афкуксонь,pravdivý
718,alt::A,ташта,starý
719,neu::A,од,nový
720,ehemalig::A,и́нгольдень,bývalý
721,alt[Lebewesen]::A,сире,starý
722,jung::A,од,mladý
723,arm::A,а́шу,chudý
724,reich::A,козя,bohatý
725,bekannt::A,содаф,známý
726,berühmt::A,содавикс,slavný
727,fremd::A,лия,cizí
728,fremd::A,аф содаф,cizí
729,verschieden::A,аф фкя ла́цонь,různý
730,verschieden::A,аф фкя ла́цонь,rozličný
731,nah::A,мала,blízký
732,nah::A,аф ичкоздень,blízký
733,fern::A,и́чкоздень,daleký
734,fern::A,куна́рдонь,daleký
735,linker::A,кержи,levý
736,rechter::A,види,pravý
737,anderer::A,лия,jiný
738,erster::A,васенце,první
739,zweiter::A,омбоце,druhý
740,dritter::A,колмоце,třetí
741,letzter::A,ме́кольце,poslední
742,allein::ADV,ськамонза,sám
743,auf einmal::ADV,вихцок,najednou
744,zusammen::ADV,марс,spolu
745,zusammen::ADV,марс,dohromady
746,zusammen::ADV,ма́рса,spolu
747,zusammen::ADV,ма́рса,dohromady
748,lange::ADV,кува́тьс,dlouho
749,plötzlich::ADV,а́пак учт,vtom
750,plötzlich::ADV,а́пак учт,náhle
751,sofort::ADV,тяникиге,hned
752,sofort::ADV,тяникиге,ihned
753,später::ADV,ме́ле,později
754,jetzt::ADV,тяни,teď
755,jetzt::ADV,тяни,nyní
756,heute::ADV,тячи,dnes
757,heute::ADV,тячи,dneska
758,morgen::ADV,ва́нды,zítra
759,bald::ADV,курок,brzo
760,dann::ADV,меле,pak
761,dann::ADV,меле,potom
762,dann::ADV,сяда меле,pak
763,dann::ADV,сяда меле,potom
764,gestern::ADV,ися́к,včera
765,einst::ADV,весть,kdysi
766,einst::ADV,мзя́рда-бди,kdysi
767,damals::ADV,эста,tehdy
768,damals::ADV,эста,tenkrát
769,danach::ADV,меле,podle toho
770,vorher::ADV,инголи,dříve
771,vorher::ADV,инголи,napřed
772,zuerst::ADV,ва́сенда,nejprve
773,zuerst::ADV,ва́сенда,nejdříve
774,einmal::ADV,весть,jednou
775,manchmal::ADV,лия́ста,někdy
776,manchmal::ADV,ко́ста-ко́ста,někdy
777,oft::ADV,си́деста,často
778,immer::ADV,фалу,vždy
779,immer::ADV,фалу,stále
780,immer::ADV,най,vždy
781,immer::ADV,най,stále
782,niemals::ADV,аф мзя́рдонга,nikdy
783,hier::ADV,тяса,zde
784,hier::ADV,тяса,tady
785,hierhin::ADV,сей,sem
786,hierhin::ADV,тяза,sem
787,von hier::ADV,тя́ста,odtud
788,dort::ADV,тоса,tam
789,dorthin::ADV,тов,tam
790,dorthin::ADV,тоза,tam
791,geradeaus::ADV,ви́деста,rovně
792,vorwärts::ADV,и́нголи,kupředu
793,rückwärts::ADV,ме́ки,zpět
794,zurück::ADV,ме́ки,zpět
795,zurück::ADV,ме́ки,nazpět
796,unten::ADV,ала,dole
797,hinab::ADV,алу,dolů
798,oben::ADV,вяре,nahoře
799,oben::ADV,вяре,navrchu
800,hinauf::ADV,вяри,nahoru
801,überall::ADV,се́мбе ва́стова,všude
802,nicht::ADV,аф,ne
803,ein wenig::ADV,аф лама,trochu
