,Concept_ID,ca,ml
655,linker::A,esquerre,അവശേഷിച്ച
656,rechter::A,dret,വലത്തേ
657,anderer::A,altre,മറ്റുള്ള
658,erster::A,primer,ആദ്യത്തെ
659,zweiter::A,segon,രണ്ടാം
660,dritter::A,tercer,മൂന്നാമത്
661,letzter::A,últim,അവസാനത്തെ
662,allein::ADV,sol,തനിച്ചുള്ള
663,auf einmal::ADV,d'una vegada,ഉടന്
664,zusammen::ADV,junt,ഒരുമിച്ച
665,lange::ADV,molt de temps,നീണ്ട_കാലത്തേയ്ക്ക്
666,plötzlich::ADV,de cop,പെട്ടെന്ന്
667,plötzlich::ADV,de sobte,പെട്ടെന്ന്
668,sofort::ADV,de seguida,തത്ക്ഷണം
669,später::ADV,més tard,പിന്നീട്
670,jetzt::ADV,ara,ഇപ്പോൾ
671,heute::ADV,avūi,ഇന്ന്
672,morgen::ADV,demà,നാളെ
673,bald::ADV,aviāt,ഉടനെ
674,dann::ADV,després,അപ്പോൾ
675,gestern::ADV,ahir,ഇന്നലെ
676,einst::ADV,anteriorment,പണ്ടൊരിക്കല്
677,damals::ADV,llavōrs,അപ്പോൾ
678,damals::ADV,aleshores,അപ്പോൾ
679,danach::ADV,després,പിന്നീട്
680,vorher::ADV,abāns,മുൻപ്
681,zuerst::ADV,primer,ആദ്യം
682,einmal::ADV,una vegada,ഒരിക്കൽ
683,manchmal::ADV,de vegades,ചിലപ്പോൾ
684,oft::ADV,sovint,പലപ്പോഴും
685,immer::ADV,sempre,എപ്പോഴും
686,niemals::ADV,no ... mai,ഒരിക്കലും
687,hier::ADV,aquí,ഇവിടെ
688,hierhin::ADV,per aquí,ഇവിടേക്ക്
689,von hier::ADV,des d'aquí,ഇവിടെനിന്ന്
690,dort::ADV,allí,അവിടെ
691,dorthin::ADV,hi,അവിടേക്ക്
692,geradeaus::ADV,tot dret,മുമ്പിൽ
693,geradeaus::ADV,tot dret,മുമന്നോട്ട്
694,vorwärts::ADV,endavānt,മുന്നോട്ട്
695,rückwärts::ADV,endarrera,തലതിരിച്ച്
696,zurück::ADV,darrere,പുറകിലേക്ക്
697,unten::ADV,a baix,താഴെ
698,hinab::ADV,cap avall,താഴേക്ക്
699,oben::ADV,dalt,മുകളിൽ
700,hinauf::ADV,cap amunt,മുകളിൽ
701,überall::ADV,pertot,എല്ലായിടത്തും
702,überall::ADV,per tot arreu,എല്ലായിടത്തും
703,nicht::ADV,no,ഇല്ല
704,ein wenig::ADV,una mica,കുറച്ച്
705,kaum::ADV,a penes,കഷ്ടിച്ച്
706,sehr::ADV,molt,വളരെ
707,so::ADV,així,അങ്ങനെ
708,noch::ADV,encara,ഇപ്പോഴും
709,nur::ADV,només,മാത്രം
710,schon::ADV,ja,നേരത്തേ തന്നെ
711,wieder::ADV,de nou,വീണ്ടും
712,vergebens::ADV,en va,വിഫല
713,vor::PRP,davānt,മുമ്പിൽ
714,vor::PRP,enfront de,മുമ്പിൽ
715,hinter::PRP,darrera,പുറകിൽ
716,unter::PRP,sota,കീഴിൽ
717,durch::PRP,per,ഉള്ളിലൂടെ
718,neben::PRP,al costāt de,അടുത്ത്
719,zwischen::PRP,entre,ഇടയ്ക്ക്
720,wegen::PRP,a causa de,നിമിത്തം
721,dies::PRN,aquest,ഇത്
722,das::PRN,això,അത്
723,alles::PRN,tot,എല്ലാം
724,ich::PRN,jo,ഞാൻ
725,du::PRN,tu,നിങ്ങൾ
726,er::PRN,ell,അദ്ദേഹം
727,er::PRN,ell,അയാൾ
728,er::PRN,ell,അവൻ
729,er::PRN,ell,അവർ
730,er::PRN,ell,അവൾ
731,wir::PRN,nosaltres,നമ്മൾ
732,ihr::PRN,vosaltres,നിങ്ങൾ
733,sie::PRN,ells,അവർ
734,sie::PRN,elles,അവർ
735,was::FPRN,què,എന്ത്
736,wer::FPRN,qui,ആര്
737,wo::FADV,on,എവിടെ
738,wohin::FADV,cap a on,എവിടേക്ക്
739,wie::FADV,com,എങ്ങനെ
740,warum::FADV,per què,എന്തുകൊണ്ട്
741,wieviel::FNUM,quant,എത്ര
742,eins::NUM,u,ഒന്ന്
743,zwei::NUM,dos,രണ്ട്
744,drei::NUM,tres,മൂന്ന്
745,vier::NUM,quatre,നാല്
746,fünf::NUM,cinc,അഞ്ച്
747,sechs::NUM,sis,ആറ്
748,sieben::NUM,set,ഏഴ്
749,acht::NUM,vuit,എട്ട്
750,neun::NUM,nou,ഒമ്പത്
751,zehn::NUM,deu,പത്ത്
752,elf::NUM,onze,പതിനൊന്ന്
753,zwölf::NUM,dotze,പന്ത്രണ്ട്
754,zwanzig::NUM,vint,ഇരുപത്
755,dreißig::NUM,trenta,മുപ്പത്
756,vierzig::NUM,quaranta,നാൽപ്പത്
757,fünfzig::NUM,cinquanta,അൻപത്
758,sechzig::NUM,seixanta,അറുപത്
759,siebzig::NUM,setanta,എഴുപത്
760,achtzig::NUM,vuitanta,എൺപത്
761,neunzig::NUM,noranta,തൊണ്ണൂറ്
762,hundert::NUM,cent,നൂറ്
763,tausend::NUM,mil,ആയിരം
764,und::CNJ,i,ഉം
765,oder::CNJ,o,അഥവാ
766,stehen::V,estar de peu,നിൽക്കുക
767,sitzen::V,seure,ഇരിക്കുക
768,liegen::V,jeure,കിടക്കുക
769,hängen::V,penjar,തൂങ്ങുക
770,werden::V,fer-se,ആയിത്തീരുക
771,werden::V,posar-se,ആയിത്തീരുക
772,passieren::V,succeir,സംഭവിക്കുക
773,beginnen::V,iniciar-se,ആരംഭിക്കുക
774,enden::V,acabar-se,അവസാനിപ്പിക്കുക
775,enden::V,terminar-se,അവസാനിപ്പിക്കുക
776,wechseln::V,canviar,മാറ്റുക
777,aufgehen[Sonne]::V,sortir,ഉയരുക
778,untergehen[Sonne]::V,posar-se,അടുക്കി_വയ്ക്കുക
779,scheinen[Sonne]::V,brillar,പ്രകാശിക്കുക
780,donnern::V,tronar,ഇടിവെട്ടുക
781,wehen::V,bufar,വീശുക
782,strömen::V,afluir,ഒഴുകുക
783,fließen::V,fluir,ഒഴുകുക
784,sich drehen::V,girar,ചുറ്റുക
785,sich drehen::V,girar,കറക്കുക
786,schwanken::V,vacil·lar,ഇരുവശത്തേയ്ക്കും_ആടുക
787,schwingen::V,oscil·lar,ആടുക
788,fallen::V,caure,വീഴുക
789,fallen::V,tombar,വീഴുക
790,brennen::V,cremar,കത്തുക
791,rauchen::V,fumejar,പുകയുക
792,regnen::V,ploure,മഴ_പെയ്യുക
793,gefrieren::V,gelar-se,തണത്ത്_മരവിക്കുക
794,tauen::V,fondre's,അലിയുക
795,schmelzen::V,fondre's,ഉരുകുക
796,trocknen::V,assecar-se,വരളുക
797,sieden::V,bullir,തിളപ്പിക്കുക
798,faulen::V,podrir-se,ചീയുക
799,verfaulen::V,podrir-se,അഴുകുക
800,reißen::V,trencar-se,ശബ്ദത്തോടെ_മുറിയുക
801,versinken::V,enfonsar-se,മുക്കുക
802,vergehen::V,passar,കടന്നുപോകുക
803,erscheinen::V,aparèixer,പ്രത്യക്ഷപ്പെടുക
804,verschwinden::V,desaparèixer,അദൃശ്യമാകുക
805,sinken::V,baixar,താഴുക
806,sinken::V,descendir,താഴുക
807,abnehmen::V,decréixer,കുറിയുക
808,zunehmen::V,augmentar,വർദ്ധിക്കുക
809,steigen::V,pujar,ഉയരുക
810,wachsen::V,créixer,വളരുക
811,glänzen::V,brillar,മിന്നുക
812,glänzen::V,resplendir,മിന്നുക
813,funkeln::V,espurnejar,തിളങ്ങുക
814,lärmen::V,fer soroll,ശബ്ദമുണ്ടാക്കുക
815,läuten::V,sonar,മണിമുഴങ്ങുക
816,klingeln::V,trucar,ചിലമ്പുക
817,klirren::V,dringar,കിലുക്കുക
818,brausen::V,rugir,മുഴങ്ങുക
819,rauschen::V,murmurar,അനങ്ങുക
820,klingen::V,sonar,മുഴക്കുക
821,bellen::V,lladrar,കുരയ്ക്കുക
822,heulen::V,udolar,ഓരിയിടുക
823,blasen::V,bufar,ഊതുക
824,pfeifen::V,xiular,വിസിലടിക്കുക
825,schreien::V,cridar,ആക്രോശിക്കുക
826,stöhnen::V,gemegar,അരക്കം
827,stöhnen::V,gemegar,ആർത്തനാദം
828,zittern::V,tremolar,വിറയ്ക്കുക
829,leben::V,vīure,താമസിക്കുക
830,geboren werden::V,néixer,ജനിക്കുക
831,atmen::V,respirar,ശ്വസിക്കുക
832,trinken::V,beure,കുടിക്കുക
833,essen::V,menjar,കഴിക്കുക
834,schlucken::V,empassar-se,വിഴുങ്ങുക
835,müde werden::V,cansar-se,ക്ഷീണിക്കുക
836,einschlafen::V,adormir-se,നിദ്രിക്കുക
837,schlafen::V,dormir,ഉറങ്ങുക
838,aufwachen::V,despertar-se,ഉണരുക
839,aufstehen::V,llevar-se,എഴുന്നേൽക്കുക
840,sich erholen::V,descansar,വിശ്രമിക്കുക
841,krank werden::V,posar-se malalt,ദീനംപിടിക്കുക
842,krank sein::V,estar malalt,രോഗികളാകുക
843,schmerzen::V,doldre,വേദനിക്കുക
844,husten::V,tossir,ചുമയ്ക്കുക
845,genesen::V,recuperar-se,സുഖപ്പെടുക
846,sterben::V,morir,മരിക്കുക
847,umkommen::V,perir,മരിക്കുക
848,sich bewegen::V,moure's,സ്ഥലം_മാറുക
849,sich rühren::V,moure's,ചലിക്കുക
850,sich erheben::V,aixecar-se,നിൽക്കുക
851,sich setzen::V,asseure's,ഇരിക്കുക
852,hinfallen::V,caure's,വീഴുക
853,laufen::V,caminar,നടക്കുക
854,schreiten::V,procedir,നടക്കുക
855,spazierengehen::V,passejar,ഉലാത്തുക
856,eilen::V,anar corrent,പാഞ്ഞെത്തുക
857,sich beeilen::V,afanyar-se,തിരിക്കുകൂട്ടുക
858,sich beeilen::V,afanyar-se,തിടുക്കം_കാട്ടുക
859,sausen::V,córrer,കുതിക്കുക
860,rennen::V,córrer,ഓടുക
861,springen::V,saltar,ചാടുക
862,klettern::V,escalar,കയറുക
863,schaukeln::V,gronxar-se,ഇളകുക
864,schaukeln::V,balancejar-se,ഇളകുക
865,kriechen::V,reptar,പതുങ്ങികയറുക
866,kriechen::V,arrossegar-se,പതുങ്ങികയറുക
867,schwimmen::V,nadar,നീന്തുക
868,tauchen::V,bussejar,വെള്ളത്തിലേക്ക് ചാടുക
869,tauchen::V,submergir-se,വെള്ളത്തിലേക്ക് ചാടുക
870,rudern::V,remar,തുഴയുക
871,fahren::V,anar,വാഹനം ഓടിക്കുക
872,fliegen::V,volar,പറക്കുക
873,gehen::V,caminar,പോകുക
874,weggehen::V,anar-se'n,വിടുക
875,abfahren::V,partir,പുറപ്പെടുക
876,anhalten::V,aturar-se,നിർത്തുക
877,hineingehen::V,entrar,പ്രവേശിക്കുക
878,eintreten::V,entrar,പ്രവേശിക്കുക
879,kommen::V,venir,വരുക
880,ankommen::V,arribar,എത്തിച്ചേരുക
881,zurückkommen::V,tornar,തിരിച്ചു വരുക
882,bleiben::V,quedar-se,തുടരുക
883,warten::V,esperar,കാത്തിരിക്കുക
884,erwarten::V,esperar,പ്രതീക്ഷിക്കുക
885,suchen::V,buscar,തിരയുക
886,finden::V,trobar,കണ്ടെത്തുക
887,versuchen::V,intentar,ശ്രമിക്കുക
888,vorbereiten::V,preparar,തയ്യാറെടുക്കുക
889,lieben::V,estimar,സ്നേഹിക്കുക
890,mögen::V,agradar a,ഇഷ്ടപ്പെടുക
891,lachen::V,riure,ചിരിക്കുക
892,rühren::V,commoure,ഹൃദയം സ്പർശിക്കുക
893,rühren::V,emocionar,ഹൃദയം സ്പർശിക്കുക
894,weinen::V,plorar,തേങ്ങുക
895,schimpfen::V,renyar,പിറുപിറുക്കുക
896,sich ärgern::V,enfadar-se,കോപിക്കുക
897,sich fürchten::V,tenir por,പേടിക്കുക
898,fürchten::V,témer,പേടിക്കുക
899,fliehen::V,fugir,രക്ഷപ്പെടുക
900,flüchten::V,refugiar-se,രക്ഷപ്പെടുക
901,sehen::V,veure,കാണുക
902,anschauen::V,mirar,നോക്കുക
903,ansehen::V,mirar,നോക്കുക
904,hören::V,oir,കേൾക്കുക
905,zuhören::V,escoltar,ശ്രദ്ധിക്കുക
906,probieren::V,provar,രുചിയുള്ളതായി_തോന്നുക
907,riechen::V,olorar,മണത്തു_നോക്കുക
908,fühlen::V,sentīr,സ്പർശിച്ചറിയുക
909,scheinen::V,semblar,കാണപ്പെടുക
910,zu sehen sein::V,poder-se veure,വെളിച്ചപ്പെടുക
911,vernehmen::V,percebre,കേൾക്കുക
912,frieren::V,tenir fred,വിറയ്ക്കുക
913,tun::V,fer,ചെയ്യുക
914,können::V,poder,കഴിയുക
915,wollen::V,voler,വേണുക
916,anfangen::V,iniciar,തുടങ്ങുക
917,beenden::V,acabar,പൂർത്തിയാക്കുക
918,aufhören::V,deixar,നിർത്തുക
919,gelingen::V,sortir bé,വിജയിക്കുക
920,geraten::V,sortir,പരിണമിക്കുക
921,öffnen::V,obrir,തുറക്കുക
922,schließen::V,tancar,അടയ്ക്കുക
923,stellen::V,posar,വയ്ക്കുക
924,stellen::V,col·locar,വയ്ക്കുക
925,setzen::V,assentar,വയ്ക്കുക
926,legen::V,posar,ഇടുക
927,berühren::V,tocar,തൊടുക
928,verbinden::V,unir,ഘടിപ്പിക്കുക
929,verbinden::V,connectar,ഘടിപ്പിക്കുക
930,bedecken::V,tapar,മുടുക
931,bedecken::V,cobrir,മുടുക
932,aufhängen::V,penjar,കെട്ടിതൂക്കുക
933,anzünden::V,encendre,കത്തിക്കുക
934,aufheben::V,aixecar,പെറുക്കിയെടുക്കുക
935,zurücklassen::V,deixar,വച്ചുപോരുക
936,verlieren::V,pērdre,നഷ്ടപ്പെടുക
937,fallen lassen::V,deixar caure,വീഴ്ത്തുക
938,machen::V,fer,ഉണ്ടാക്കുക
939,herstellen::V,producir,ഉൽപാദിപ്പിക്കുക
940,bauen::V,construir,നിർമ്മിക്കുക
941,reparieren::V,reparar,നന്നാക്കുക
942,verbessern::V,millorar,മെച്ചപ്പെടുക
943,ändern::V,canviar,മാറ്റംവരുത്തുക
944,graben::V,cavar,കുഴിക്കുക
945,beugen::V,doblegar,വണങ്ങുക
946,biegen::V,corbar,കുനിയുക
947,biegen::V,arquejar,കുനിയുക
948,drehen::V,girar,തിരിക്കുക
949,wenden::V,girar,തിരിയുക
950,umdrehen::V,voltar,തിരിയുക
951,heben::V,pujar,ഉയർത്തുക
952,heben::V,aixecar,ഉയർത്തുക
953,hochheben::V,aixecar,ഉയർത്തുക
954,ergreifen::V,agafar,ബലമായി_പിടിക്കുക
955,halten::V,mantenir,പിടിക്കുക
956,drücken::V,prémer,അമർത്തുക
957,drücken::V,estrènyer,അമർത്തുക
958,schieben::V,empènyer,തള്ളുക
959,kratzen::V,raspar,ചുരണ്ടുക
960,lecken::V,llepar,നക്കുക
961,beißen::V,mossegar,കടിക്കുക
962,abreißen::V,arrencar,കീറിക്കളയുക
963,abschneiden::V,tallar,മുറിച്ചുമാറ്റുക
964,binden::V,lligar,കെട്ടുക
965,stecken::V,ficar,തുളയ്ക്കുക
966,brechen::V,trencar,ഉടയുക
967,klopfen::V,trucar,തട്ടുക
968,hauen::V,picar,അടിക്കുക
969,hauen::V,colpejar,അടിക്കുക
970,kleben::V,enganxar,ഒട്ടിക്കുക
971,reiben::V,fregar,തിരുമ്മിത്തുടയ്ക്കുക
972,streichen::V,untar,പടർത്തുക
973,schleifen::V,afilar,പൊടിക്കുക
974,schleifen::V,esmolar,പൊടിക്കുക
975,schneiden::V,tallar,മുറിക്കുക
976,rütteln::V,sacsejar,മുട്ടുക
977,schütteln::V,agitar,കുലുക്കുക
978,schütteln::V,sacsejar,കുലുക്കുക
979,schwenken::V,agitar,ആടുക
980,schütten::V,abocar,ഒഴിക്കുക
981,füllen::V,omplir,നിറയ്ക്കുക
982,einwickeln::V,embolicar,പൊതിയുക
983,tragen::V,dur,വഹിക്കുക
984,tragen::V,portar,വഹിക്കുക
985,schleppen::V,arrossegar,വലിച്ചിഴയ്ക്കുക
986,ziehen::V,tirar,വലിക്കുക
987,ziehen::V,estirar,വലിക്കുക
988,aufbewahren::V,conservar,വയ്ക്കുക
989,werfen::V,llançar,എറിയുക
990,fangen::V,agafar,പിടിക്കുക
991,fangen::V,atrapar,പിടിക്കുക
992,packen::V,engrapar,തട്ടിപ്പറിക്കുക
993,verstecken::V,amagar,മറയ്ക്കുക
994,teilen::V,dividir,വിഭജിക്കുക
995,schicken::V,enviar,അയയ്ക്കുക
996,bringen::V,portar,കൊണ്ടുവരുക
997,hinzufügen::V,afegir,കൂട്ടുക
998,bekommen::V,obtenir,കിട്ടുക
999,erhalten::V,rebre,സ്വീകരിക്കുക
1000,nehmen::V,prendre,എടുക്കുക
1001,wählen::V,triar,തിരഞ്ഞെടുക്കുക
1002,wählen::V,elegir,തിരഞ്ഞെടുക്കുക
1003,auswählen::V,escollir,തിരഞ്ഞെടുക്കുക
1004,auswählen::V,seleccionar,തിരഞ്ഞെടുക്കുക
1005,bewahren::V,conservar,പുലർത്തുക
1006,behindern::V,impedir,തടയിടുക
1007,behindern::V,obstaculitzar,തടയിടുക
1008,verderben::V,espatllar,നശിപ്പിക്കുക
1009,beschädigen::V,danyar,ക്ഷതമേൽപ്പിക്കുക
1010,beschädigen::V,destrossar,ക്ഷതമേൽപ്പിക്കുക
1011,zerbrechen::V,trencar,ഉടയുക
1012,zerreißen::V,estripar,കീറുക
1013,zerstören::V,destruir,നശിപ്പിക്കുക
1014,verbrennen::V,cremar,കത്തിനശിക്കുക
1015,verbrennen::V,cremar,കത്തിച്ചുകളയുക
1016,geben::V,donar,കൊടുക്കുക
1017,geben::V,donar,തരുക
1018,reichen::V,passar,കൈമാറുക
1019,schenken::V,regalar,സമ്മാനം കൊടുക്കുക
1020,versprechen::V,prometre,വാഗ്ദാനം_നൽകുക
1021,wünschen::V,desitjar,ആഗ്രഹിക്കുക
1022,loben::V,elogiar,പുകഴ്ത്തുക
1023,küssen::V,fer un petó a,ഉമ്മവയ്ക്കുക
1024,wiegen::V,bressolar,ഇളകുക
1025,zudecken::V,tapar,മുടുക
1026,zudecken::V,cobrir,മുടുക
1027,wecken::V,despertar,ഉണർത്തുക
1028,zeigen::V,mostrar,കാണിക്കുക
1029,zeigen::V,ensenyar,കാണിക്കുക
1030,führen::V,guiar,നടത്തുക
1031,führen::V,conduir,നടത്തുക
1032,lehren::V,ensenyar,പഠിപ്പിക്കുക
1033,unterrichten::V,ensenyar,പരിശീലിപ്പിക്കുക
1034,aufziehen::V,criar,വളർത്തിക്കൊണ്ടുവരുക
1035,leiten::V,dirigir,നയിക്കുക
1036,antreiben::V,impel·lir,പ്രേരിപ്പിക്കുക
1037,lassen::V,fer,അനുവദിക്കുക
1038,einladen::V,invitar,ക്ഷണിക്കുക
1039,einladen::V,convidar,ക്ഷണിക്കുക
1040,vereinigen::V,unir,കൂടിച്ചേരുക
1041,besuchen::V,visitar,സന്ദർശിക്കുക
1042,besuchen::V,anar a veure,സന്ദർശിക്കുക
1043,treffen::V,trobar,തമ്മിൽ കാണുക
1044,sich versammeln::V,reunir-se,സംയോജിപ്പിക്കുക
1045,spielen::V,jugar,കളിക്കുക
1046,singen::V,cantār,പാടുക
1047,tanzen::V,ballar,നൃത്തം ചെയ്യുക
1048,sich trennen::V,separar-se,നേർപെടുത്തുക
1049,verlassen::V,deixar,പിൻവാങ്ങുക
1050,verlassen::V,abandonar,പിൻവാങ്ങുക
1051,retten::V,salvar,രക്ഷിക്കുക
1052,bewachen::V,vigilar,കാവൽനിൽക്കുക
1053,schützen::V,protegir,പരിരക്ഷിക്കുക
1054,verteidigen::V,defensar,പ്രതിരോധിക്കുക
1055,sich schlagen::V,barallar-se,കലഹിക്കുക
1056,schießen::V,tirar,വെടിവെക്കുക
1057,schießen::V,disparar,വെടിവെക്കുക
1058,siegen::V,vèncer,വിജയിക്കുക
1059,ärgern::V,enfadar,വിഷമിപ്പിക്കുക
1060,schlagen::V,pegar,അടിക്കുക
1061,schlagen::V,colpejar,അടിക്കുക
1062,treten::V,donar un cop de peu a,തൊഴിക്കുക
1063,stechen::V,punxar,കുത്തുക
1064,stechen::V,apunyalar,കുത്തുക
1065,stoßen::V,empènyer,തള്ളുക
1066,stehlen::V,robar,മോഷ്ടിക്കുക
1067,stören::V,molestar,ശല്യപ്പെടുത്തുക
1068,belästigen::V,importunar,മെനക്കെടുക
1069,verbergen::V,amagar,മറയ്ക്കുക
1070,verbergen::V,amagar,ഒളിക്കുക
1071,verbergen::V,ocultar,മറയ്ക്കുക
1072,verbergen::V,ocultar,ഒളിക്കുക
1073,täuschen::V,enganyar,കബളിപ്പിക്കുക
1074,betrügen::V,estafar,ചതിക്കുക
1075,töten::V,matar,കൊല്ലുക
1076,wohnen::V,vīure,താമസിക്കുക
1077,wohnen::V,habitar,താമസിക്കുക
1078,arbeiten::V,treballar,ജോലിചെയ്യുക
1079,sammeln::V,col·leccionar,സഞ്ചയിക്കുക
1080,pflücken::V,collir,പറിച്ചെടുക്കുക
1081,jagen::V,caçar,വേട്ടയാടുക
1082,fischen::V,pescar,മീൻ പിടിക്കുക
1083,fassen::V,atrapar,പിടിക്കുക
1084,hüten::V,pasturar,ചേർക്കുക
1085,treiben::V,arriar,വാഹനം_ഓടിക്കുക
1086,anbinden::V,lligar,കെട്ടിയിടുക
1087,füttern::V,donar menjar a,തീറ്റുക
1088,melken::V,munyir,പാലുകറക്കുക
1089,hacken::V,picar,വെട്ടിമുറിക്കുക
1090,hacken::V,tallar,വെട്ടിമുറിക്കുക
1091,gießen::V,regar,നനയ്ക്കുക
1092,reifen::V,madurar,പാകമാകുക
1093,zubereiten::V,preparar,പാചകം_ചെയ്യുക
1094,kochen::V,coure,വേവിക്കുക
1095,backen::V,coure al forn,ബേക്ക് ചെയ്യുക
1096,braten::V,rostir,പോരിക്കുക
1097,umrühren::V,remenar,ഇളക്കുക
1098,stricken::V,tricotar,മെടയുക
1099,stricken::V,fer punt de mitja,മെടയുക
1100,nähen::V,cosir,തുന്നുക
1101,färben::V,tenyir,ചായം പൂശുക
1102,reinigen::V,netejar,വൃത്തിയാക്കുക
1103,waschen::V,rentār,കഴുകുക
1104,abwischen::V,eixugar,തുടയ്ക്കുക
1105,spülen::V,esbandir,കഴുകുക
1106,fegen::V,escombrar,അടിച്ചുവാരുക
1107,kehren::V,escombrar,അടിച്ചുവാരുക
1108,baden::V,banyar-se,നീന്തിത്തുടിക്കുക
1109,sich waschen::V,rentār-se,കഴുകുക
1110,ausziehen::V,treure's,ഇഴുക്കുക
1111,anziehen::V,posar-se,ഉടുക്കുക
1112,sich anziehen::V,vestir-se,ധരിച്ച നേടുകയുക
1113,kämmen::V,pentinar,മുടിചീകുക
1114,schmücken::V,adornar,അലങ്കരിക്കുക
1115,sagen::V,dir,പറയുക
1116,sprechen::V,parlar,സംസാരിക്കുക
1117,reden::V,parlar,സംസാരിക്കുക
1118,sich unterhalten::V,conversar,നർമ്മസല്ലാപം നടത്തുക
1119,fragen::V,preguntar,ചോദിക്കുക
1120,bitten::V,demanar,അപേക്ഷിക്കുക
1121,erzählen::V,contar,പറയുക
1122,erzählen::V,explicar,പറയുക
1123,mitteilen::V,comunicar,അറിയിക്കുക
1124,nennen::V,nomenar,പേരിടുക
1125,rufen::V,cridar,വിളിക്കുക
1126,prahlen::V,lloar-se,പൊങ്ങച്ചം പറയുക
1127,prahlen::V,jactar-se,പൊങ്ങച്ചം പറയുക
1128,übersetzen::V,traduir,പരിഭാഷപ്പെടുത്തുക
1129,denken::V,pensar,ചിന്തിക്കുക
1130,glauben::V,creure,വിശ്വസിക്കുക
1131,bemerken::V,notar,ശ്രദ്ധിക്കുക
1132,erkennen::V,reconèixer,തിരിചറിയുക
1133,begreifen::V,comprendre,കൈപ്പിടിയിലാക്കുക
1134,verstehen::V,entendre,മനസ്സിലാക്കുക
1135,lernen::V,aprendre,പഠിക്കുക
1136,wissen::V,saber,അറിയുക
1137,sich erinnern an::V,recordar,ഓർമിക്കുക
1138,vergessen::V,oblidar,മറക്കുക
1139,messen::V,mesurar,അളക്കുക
1140,zählen::V,comptar,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1141,rechnen::V,calcular,ഗണിക്കുക
1142,lesen::V,llegir,വായിക്കുക
1143,malen::V,pintar,ചിത്രം വരയ്ക്കുക
1144,zeichnen::V,dibuixar,വരയ്ക്കുക
1145,schreiben::V,escrīure,എഴുതുക
1146,besitzen::V,posseir,സ്വന്തമാക്കുക
1147,kaufen::V,comprar,വാങ്ങുക
1148,verkaufen::V,vendre,വിൽക്കുക
1149,bezahlen::V,pagar,പരിഹാരം ചെയ്യുക
1150,zahlen::V,pagar per,പണം അടയ്ക്കുക
1151,beherrschen::V,dominar,ഭരിക്കുക
1152,ertragen::V,aguantar,താങ്ങുക
