,Concept_ID,se,da
0,Auge::N,tjelmie,øje
1,Auge::N,tjalmme,øje
2,Auge::N,čalbmi,øje
3,Auge::N,čalme,øje
4,Auge::N,čâ´lmm,øje
5,Auge::N,ча̄лльм,øje
6,Ohr::N,bieljie,øre
7,Ohr::N,biellje,øre
8,Ohr::N,beallji,øre
9,Ohr::N,pelji,øre
10,Ohr::N,pe´llj,øre
11,Ohr::N,пе̄лльй,øre
12,Nase::N,njuenie,næse
13,Nase::N,njunnje,næse
14,Nase::N,njunni,næse
15,Nase::N,njuṇe,næse
16,Nase::N,njuu´nn,næse
17,Nase::N,нюннҍ,næse
18,Mund::N,njaelmie,mund
19,Mund::N,njálmme,mund
20,Mund::N,njálbmi,mund
21,Mund::N,njälmi,mund
22,Mund::N,njä´lmm,mund
23,Mund::N,ня̄лльм,mund
24,Zahn::N,baenie,tand
25,Zahn::N,bádne,tand
26,Zahn::N,bátni,tand
27,Zahn::N,pääṇi,tand
28,Zahn::N,pää´nn,tand
29,Zahn::N,па̄ннҍ,tand
30,Zunge::N,njoektjeme,tunge
31,Zunge::N,njuovtjav,tunge
32,Zunge::N,njuovčča,tunge
33,Zunge::N,njuovčâ,tunge
34,Zunge::N,njuhččâm,tunge
35,Zunge::N,нюхчем,tunge
36,Lippe::N,bangseme,læbe
37,Lippe::N,njálmmerabdda,læbe
38,Lippe::N,bavssa,læbe
39,Lippe::N,poovsâ,læbe
40,Lippe::N,põõus,læbe
41,Lippe::N,пэ̄кс,læbe
42,Wange::N,skiehrie,kind
43,Wange::N,nierra,kind
44,Wange::N,muohtu,kind
45,Wange::N,nieṛâ,kind
46,Wange::N,njiõrr,kind
47,Wange::N,нӣрр,kind
48,Gesicht::N,ååredæjja,ansigt
49,Gesicht::N,muohto,ansigt
50,Gesicht::N,muođut,ansigt
51,Gesicht::N,ámadadju,ansigt
52,Gesicht::N,muáđuh,ansigt
53,Gesicht::N,muâđ,ansigt
54,Gesicht::N,ка̄ссв,ansigt
55,Stirn::N,gaalloe,pande
56,Stirn::N,gállo,pande
57,Stirn::N,gállu,pande
58,Stirn::N,kállu,pande
59,Stirn::N,käll,pande
60,Stirn::N,вуэххьц,pande
61,Haar::N,voepte,hår
62,Haar::N,vuoppta,hår
63,Haar::N,vuokta,hår
64,Haar::N,vuop'tâ,hår
65,Haar::N,vuõpt,hår
66,Haar::N,вӯппт,hår
67,Schnurrbart::N,bijjie-skaavtjoe,overskæg
68,Schnurrbart::N,njunjevuolskávttjá,overskæg
69,Schnurrbart::N,seamu,overskæg
70,Schnurrbart::N,siämu,overskæg
71,Schnurrbart::N,ää´bben,overskæg
72,Schnurrbart::N,о̄а̄бпан,overskæg
73,Bart::N,skaavtja,skæg
74,Bart::N,skaavtjoe,skæg
75,Bart::N,skávttjá,skæg
76,Bart::N,seamu,skæg
77,Bart::N,siämu,skæg
78,Bart::N,seäm,skæg
79,Bart::N,ся̄м,skæg
80,Kinn::N,gaejpie,hage
81,Kinn::N,gájbbe,hage
82,Kinn::N,gáibi,hage
83,Kinn::N,käibi,hage
84,Kinn::N,käi´bb,hage
85,Kinn::N,ка̄ййп,hage
86,Kiefer[Anatomie]::N,gaejpie,kæbe
87,Kiefer[Anatomie]::N,oalol,kæbe
88,Kiefer[Anatomie]::N,oaloldákte,kæbe
89,Kiefer[Anatomie]::N,gáibi,kæbe
90,Kiefer[Anatomie]::N,uá'lultähti,kæbe
91,Kiefer[Anatomie]::N,vuâl'lõš,kæbe
92,Kiefer[Anatomie]::N,вуаллнешш,kæbe
93,Kehle::N,gealoe,strube
94,Kehle::N,tjåttå,strube
95,Kehle::N,njiello,strube
96,Kehle::N,čotta,strube
97,Kehle::N,čuudâ,strube
98,Kehle::N,čoodd,strube
99,Kehle::N,чонт,strube
100,Kehle::N,кэ̄ҏс,strube
101,Hals::N,tjeapohke,hals
102,Hals::N,tjiebet,hals
103,Hals::N,čeabet,hals
104,Hals::N,čiäppát,hals
105,Hals::N,čeäppat,hals
106,Hals::N,ча̄пэх,hals
107,Genick::N,tjovrese,nakke
108,Genick::N,nisske,nakke
109,Genick::N,niehkki,nakke
110,Genick::N,niski,nakke
111,Genick::N,niek'ki,nakke
112,Genick::N,nji´šǩǩmaadd,nakke
113,Genick::N,нышшькмоант,nakke
114,Kopf::N,åejjie,hoved
115,Kopf::N,oajvve,hoved
116,Kopf::N,oaivi,hoved
117,Kopf::N,uái'vi,hoved
118,Kopf::N,vuei´vv,hoved
119,Kopf::N,вуэййв,hoved
120,Rücken::N,rudtje,ryg
121,Rücken::N,hárddo,ryg
122,Rücken::N,tjavelk,ryg
123,Rücken::N,sealgi,ryg
124,Rücken::N,selgi,ryg
125,Rücken::N,čielgi,ryg
126,Rücken::N,seä´lǧǧ,ryg
127,Rücken::N,се̄лльк,ryg
128,Bauch::N,tjåejjie,mave
129,Bauch::N,tjoajvve,mave
130,Bauch::N,čoavji,mave
131,Bauch::N,čuáv'ji,mave
132,Bauch::N,čåu´jj,mave
133,Bauch::N,чо̄ввьй,mave
134,Nabel::N,naepie,navle
135,Nabel::N,náhpe,navle
136,Nabel::N,náhpi,navle
137,Nabel::N,nääpi,navle
138,Nabel::N,nää´pp,navle
139,Nabel::N,на̄бпь,navle
140,Busen::N,boenge,barm
141,Busen::N,bållå,barm
142,Busen::N,čižži,barm
143,Busen::N,njamma,barm
144,Busen::N,njižže,barm
145,Busen::N,nje´ǯǯ,barm
146,Busen::N,раннҍт,barm
147,Brust::N,mïelke,bryst
148,Brust::N,radde,bryst
149,Brust::N,mielgga,bryst
150,Brust::N,raddi,bryst
151,Brust::N,radde,bryst
152,Brust::N,râ´dd,bryst
153,Brust::N,раннҍт,bryst
154,Schulter::N,åelkie,skulder
155,Schulter::N,oalgge,skulder
156,Schulter::N,hárdu,skulder
157,Schulter::N,ärdee,skulder
158,Schulter::N,uál'gi,skulder
159,Schulter::N,a´rddi,skulder
160,Schulter::N,vuä´lǧǧ,skulder
161,Schulter::N,вуэллык,skulder
162,Arm::N,gïete,arm
163,Arm::N,giehta,arm
164,Arm::N,giehta,arm
165,Arm::N,kietâ,arm
166,Arm::N,kie'tâkaaṿâ,arm
167,Arm::N,ǩiõtt,arm
168,Arm::N,кӣдт,arm
169,Ellenbogen::N,gernjere,albue
170,Ellenbogen::N,garŋŋel,albue
171,Ellenbogen::N,gargŋil,albue
172,Ellenbogen::N,käŋŋir,albue
173,Ellenbogen::N,kõõnjâr,albue
174,Ellenbogen::N,карьнэль,albue
175,Hand::N,gïete,hånd
176,Hand::N,giehta,hånd
177,Hand::N,giehta,hånd
178,Hand::N,kietâ,hånd
179,Hand::N,ǩiõtt,hånd
180,Hand::N,кӣдт,hånd
181,Handfläche::N,gïeten-låapoe,håndflade
182,Handfläche::N,giehtavuodo,håndflade
183,Handfläche::N,tjårmmåvuodo,håndflade
184,Handfläche::N,giehtaloahpu,håndflade
185,Handfläche::N,kiämád,håndflade
186,Handfläche::N,kuámmir,håndflade
187,Handfläche::N,kuä´m'mer,håndflade
188,Handfläche::N,ǩiõttǩeä´m'men,håndflade
189,Handfläche::N,ко̄а̄ллдэгк,håndflade
190,Handfläche::N,кӣдткоалдэгк,håndflade
191,Finger::N,soerme,finger
192,Finger::N,tjuvdde,finger
193,Finger::N,suorbma,finger
194,Finger::N,čuvde,finger
195,Finger::N,suor'mâ,finger
196,Finger::N,suõrmm,finger
197,Finger::N,це̄ххп,finger
198,Fingernagel::N,gadtse,fingernegl
199,Fingernagel::N,guehpere,fingernegl
200,Fingernagel::N,gadtsa,fingernegl
201,Fingernagel::N,gazza,fingernegl
202,Fingernagel::N,kozzâ,fingernegl
203,Fingernagel::N,kõʒʒ,fingernegl
204,Fingernagel::N,кэ̄ннц,fingernegl
205,Nagel[Anatomie]::N,gadtse,negl
206,Nagel[Anatomie]::N,guehpere,negl
207,Nagel[Anatomie]::N,gadtsa,negl
208,Nagel[Anatomie]::N,gazza,negl
209,Nagel[Anatomie]::N,kozzâ,negl
210,Nagel[Anatomie]::N,kõʒʒ,negl
211,Nagel[Anatomie]::N,кэ̄ннц,negl
212,Zeh::N,tjiehtjere,tå
213,Zeh::N,juolggetjuvdde,tå
214,Zeh::N,juolgesuorbma,tå
215,Zeh::N,jyel'gisuor'mâ,tå
