,Concept_ID,hi,ady
50,Fingernagel::N,नख,ӏэбжъа́н
51,Fingernagel::N,नाख़ून,ӏэбжъа́н
52,Nagel[Anatomie]::N,नख,ӏэбжъа́н
53,Nagel[Anatomie]::N,नाख़ून,ӏэбжъа́н
54,Zeh::N,उँगली,ӏэхъуа́мб
55,Zeh::N,पाँव की उँगली,ӏэхъуа́мб
56,Fuß::N,चरण,лъэгу
57,Fuß::N,पाँव,лъэгу
58,Ferse::N,एड़ी,лъэдакъэ
59,Knie::N,जानु,лъагуа́ндж
60,Knie::N,घुटना,лъагуа́ндж
61,Oberschenkel::N,उरु,ко
62,Bein::N,टाँग,лъакъо́
63,Körper::N,तन,пкъышъол
64,Körper::N,देह,пкъышъол
65,Körper::N,शरीर,пкъышъол
66,Haut::N,चर्म,кӏы́шъу
67,Haut::N,त्वचा,кӏы́шъу
68,Blut::N,लहू,лъы
69,Blut::N,ख़ून,лъы
70,Ader::N,रग,льытф
71,Ader::N,शिरा,льытф
72,Sehne::N,कंडरा,фэ
73,Sehne::N,स्नायु,фэ
74,Knochen::N,अस्थि,къупшъхьэ́
75,Gehirn::N,दिमाग़,куцӏы
76,Gehirn::N,मस्तिष्क,куцӏы
77,Herz::N,दिल,гу
78,Herz::N,हृदय,гу
79,Magen::N,मेदा,мышкӏу
80,Magen::N,अमाशय,мышкӏу
81,Leber::N,जिगर,шӏу
82,Leber::N,यकृत्,шӏу
83,Atem::N,दम,къэщэныр
84,Atem::N,साँस,къэщэныр
85,Atem::N,श्वास,къэщэныр
86,Hunger::N,भूख,гъаблэ́
87,Hunger::N,क्षुधा,гъаблэ́
88,Träne::N,आँसू,нэпсы
89,Träne::N,अश्रु,нэпсы
90,Geschmack::N,स्वाद,ӏэшӏугъа́кӏ
91,Geschmack::N,ज़ायक़ा,ӏэшӏугъа́кӏ
92,Geruch::N,बू,мэ
93,Geruch::N,गंध,мэ
94,Schlaf::N,नींद,пчыхьы́пӏ
95,Schlaf::N,निद्रा,пчыхьы́пӏ
96,Traum::N,सपना,пчыхьы́пӏ
97,Traum::N,स्वप्न,пчыхьы́пӏ
98,Himmel::N,आकाश,уашъо́
99,Himmel::N,आसमान,уашъо́
100,Sonne::N,रवि,тыгъэ
101,Sonne::N,सूरज,тыгъэ
102,Sonne::N,सूर्य,тыгъэ
103,Mond::N,चाँद,мазэ
104,Mond::N,चंद्र,мазэ
105,Stern::N,तारा,жъуагъо́
106,Stern::N,सितारा,жъуагъо́
107,Luft::N,हवा,жьы
108,Luft::N,वायु,жьы
109,Wind::N,पाद,жьыбгъэ́
110,Welle::N,लहर,ор
111,Welle::N,लहर,оры
112,Welle::N,तरंग,ор
113,Welle::N,तरंग,оры
114,Wasser::N,जल,псы
115,Wasser::N,पानी,псы
116,Stein::N,पत्थर,мыжъо́
117,Boden::N,मिट्टी,чӏ́ыгу
118,Erde::N,भूमि,чӏ́ыгу
119,Erde::N,ज़मीन,чӏ́ыгу
120,Staub::N,धूल,сап
121,Rauch::N,धूआँ,ӏугъо́
122,Rauch::N,धुम्र,ӏугъо́
123,Funke::N,चिनगारी,мэшӏуа́ч
124,Funke::N,स्फुलिंग,мэшӏуа́ч
125,Feuer::N,आग,машӏо́
126,Feuer::N,आतिश,машӏо́
127,Feuer::N,अग्नि,машӏо́
128,Licht::N,रोशनी,нэфы
129,Licht::N,रोशनी,нэфын
130,Licht::N,प्रकाश,нэфы
131,Licht::N,प्रकाश,нэфын
132,Schatten::N,छाया,жьау́
133,Schatten::N,छाया,ныбжьыкъу
134,Schatten::N,परछाई,жьау́
135,Schatten::N,परछाई,ныбжьыкъу
136,Wetter::N,ऋतु,
137,Wetter::N,मौसम,
138,Nebel::N,धुँध,пща́гъу
139,Nebel::N,कुहरा,пща́гъу
140,Wolke::N,मेघ,ошъуапщэ
141,Wolke::N,अभ्र,ошъуапщэ
142,Regen::N,मेंह,ощхы
143,Regen::N,बारिश,ощхы
144,Schnee::N,हिम,осы́
145,Schnee::N,बर्फ़,осы́
146,Eis::N,हिम,мылы
147,Eis::N,बर्फ़,мылы
148,Frost::N,ठंड,
149,Kälte::N,सर्दी,чъыӏэ́
150,Kälte::N,शीतलता,чъыӏэ́
151,Hitze::N,ताप,фэба́е
152,Hitze::N,गरमी,фэба́е
153,Raureif::N,पाला,
154,Regenbogen::N,इंद्र-धनुष, лэгъупэкъо́пс
155,Donner::N,गरज,шыблэ́
156,Donner::N,मेघ-गर्जन,шыблэ́
157,Strömung::N,बहाव,ток
158,Strömung::N,प्रवाह,ток
159,Tropfen::N,बूँद,ткӏопс
160,Tropfen::N,बूँद,гъуаткӏу
161,Schaum::N,झाग,тхъурбэ
162,Schmutz::N,गंद,псынжъы
163,Schmutz::N,कीचड़,псынжъы
164,See::N,झील,хыку́м
165,See::N,झील,псыхъура́й
166,See::N,सरोवर,хыку́м
167,See::N,सरोवर,псыхъура́й
168,Sumpf::N,दलदल,орыжъ
169,Sumpf::N,धँसान,орыжъ
170,Moor::N,झाबर,орыжъ
171,Moor::N,धँसान,орыжъ
172,Wiese::N,घास-स्थल,хъупӏэ́
173,Wiese::N,घास-स्थल,мэкъупӏ
174,Wald::N,जंगल,мэзы́
175,Hügel::N,टीला,ӏуашъхь
176,Hügel::N,पहाड़,ӏуашъхь
177,Anhöhe::N,टीला,чӏыӏэтыгъ
178,Anhöhe::N,पहाड़ी,чӏыӏэтыгъ
179,Berg::N,पहाड़,къушъхьэ́
180,Gipfel::N,शिखर,шыгу
181,Höhle::N,गुहा,гъочӏэгъ
182,Höhle::N,गुफ़ा,гъочӏэгъ
183,Abhang::N,ढाल,чапэ
184,Abhang::N,ढलान,чапэ
185,Quelle::N,चश्मा,псынэчэ́чъ
186,Bach::N,सोता,псышкуашку
187,Bach::N,नदिका,псышкуашку
188,Fluss::N,नदी,псыхъо́
189,Fluss::N,सरिता,псыхъо́
190,Ufer::N,तट,нэпкъы
191,Ufer::N,किनारा,нэпкъы
192,Küste::N,समुद्र-तट,ӏушъо
193,Festland::N,महाद्वीप,чӏл́ыгу
194,Meer::N,सागर,хы
195,Meer::N,समुद्र,хы
196,Bucht::N,खाड़ी,хыблыгу
197,Insel::N,टापू,хыгъэхъу́н
198,Insel::N,द्वीप,хыгъэхъу́н
199,Blume::N,फूल,къэгъа́гь
200,Blume::N,पुष्प,къэгъа́гь
201,Gras::N,घास,уцы́
202,Wurzel::N,मूल,лъапсэ́
203,Baum::N,पेड़,чъыгы́
204,Baum::N,वृक्ष,чъыгы́
205,Stamm::N,धड़,пкъы
206,Rinde::N,छाल,пхъашъо́
207,Rinde::N,वल्कल,пхъашъо́
208,Ast::N,डाल,куамэ
209,Ast::N,शाखा,куамэ
210,Zweig::N,टहनी,къутамэ́
211,Blatt::N,पत्र,тхьап
212,Blatt::N,पत्ता,тхьап
213,Birke::N,भूर्ज,пчэн
214,Kiefer[Baum]::N,पाइन-वृक्ष,сэснэй
215,Weide[Baum]::N,बेंत,пце́л
216,Tanne::N,फ़र,ель
217,Horn::N,सींग,бжъэ
218,Horn::N,विषाण,бжъэ
219,Feder::N,पर,къамӏы́й
220,Feder::N,पंख,къамӏы́й
221,Fell::N,खाल,шъо
222,Fell::N,पशु-चर्म,шъо
223,Flügel::N,पंख,тамэ́
224,Flügel::N,डैना,тамэ́
225,Klaue::N,पंजा,лъэбжъа́н
226,Kralle::N,पंजा,лъакъо
227,Kralle::N,नाख़ून,лъакъо
228,Schwanz::N,पूँछ,кӏэ
229,Ei::N,अंडा,кӏэнкӏэ́
230,Nest::N,नीड़,набгъо́
231,Nest::N,घोंसला,набгъо́
232,Bau::N,बिल,гъу
233,Bau::N,बिल,бы
234,Bau::N,माँद,гъу
235,Bau::N,माँद,бы
236,Tier::N,पशु,псэу́шъхь
237,Tier::N,जानवर,псэу́шъхь
238,Herde::N,गल्ला,ӏэхъогъу
239,Kuh::N,गौ,чэмы́
240,Kuh::N,गाय,чэмы́
241,Bulle::N,साँड़,цу
242,Pferd::N,अश्व,шы
243,Pferd::N,घोड़ा,шы
244,Schaf::N,भेड़,мэлы́
245,Schwein::N,शूकर,къо
246,Hund::N,श्वान,бьэ
247,Hund::N,कुत्ता,бьэ
248,Katze::N,बिल्ली,чэты́у
249,Bär::N,रीछ,мышъэ́
250,Bär::N,भालू,мышъэ́
251,Eichhörnchen::N,गिलहरी,цызэ́
252,Elch::N,एल्क,лось
253,Fuchs::N,लोमड़ी,баджэ́
254,Hase::N,खरहा,тхьакӏумкӏы́хь
255,Hase::N,ख़रगोश,тхьакӏумкӏы́хь
256,Maus::N,मूष,цыгъо́
257,Maus::N,चूहा,цыгъо́
258,Wolf::N,वृक,тыгъу́жъ
259,Wolf::N,भेड़िया,тыгъу́жъ
260,Vogel::N,पक्षी,бзы́у
261,Vogel::N,चिड़िया,бзы́у
262,Schwarm::N,झुंड,отэр
263,Huhn::N,मुर्ग़ी,чэты́
264,Hahn::N,मुर्ग़ा,атакъэ́
265,Gans::N,हंस,къа́з
266,Gans::N,हंसिनी,къа́з
267,Adler::N,उक़ाब,
268,Ente::N,बतख़,псычэ́т
269,Ente::N,बत्तक,псычэ́т
270,Eule::N,उल्लू,тыгъурыгъу
271,Kranich::N,सारस,къэрэ́у
272,Kranich::N,क्रौंंच,къэрэ́у
273,Krähe::N,काक,къолэ́жъ
274,Kuckuck::N,कोयल,куку́у
275,Kuckuck::N,कोकिल,куку́у
276,Schwan::N,हंस,
277,Schwan::N,मराल,
278,Fisch::N,मछली,пцэжъы́й
279,Fisch::N,मत्स्य,пцэжъы́й
280,Barsch::N,पर्च,тхыкъэц
281,Hecht::N,पाइक,лэнд
282,Schlange[Tier]::N,सर्प,блэ́
283,Wurm::N,कृमि,хьамлыу
284,Wurm::N,कीड़ा,хьамлыу
285,Spinne::N,लूता,бэдж
286,Spinne::N,मकड़ी,бэдж
287,Ameise::N,चींटी,къамзэ́гу
288,Laus::N,जूँ,цӏэ
289,Mücke::N,डाँस,аргъо́й
290,Fliege::N,मक्खी,бадзэ́
291,Fliege::N,मक्षिका,бадзэ́
292,Schmetterling::N,तितली,хьампӏыра́шъу
293,Beere::N,बेरी,маткӏо
294,Apfel::N,सेब,мыӏэры́с
295,Pilz::N,खुंबी,хьаӏу
296,Zwiebel::N,प्याज़,бжьыны́
297,Saat::N,बीज,чылапхъ
298,Korn::N,दाना,цэ
299,Heu::N,मूखी घास,мэкъу
300,Schale::N,बकला,кӏы́шъу
301,Schale::N,छिलका,кӏы́шъу
302,Grube::N,गड्ढा,машэ́
303,Falle::N,जाल,зэраубытырэ́ ӏэмэпсы́м
304,Falle::N,फँदा,зэраубытырэ́ ӏэмэпсы́м
305,Schlinge::N,फँदा,бзыуубыт
306,Spur::N,सुराग़,ужы
307,Spur::N,सुराग़,лъэуж
308,Spur::N,पद-चिह्न,ужы
309,Spur::N,पद-चिह्न,лъэуж
310,Asche::N,राख,яжьэ́
311,Dreck::N,मैल,псынжъы
312,Dreck::N,गंदगी,псынжъы
313,Eisen::N,लोहा,гыучӏы́
314,Eisen::N,लोहा,къэнджа́л
315,Gold::N,सोना,дышъэ́
316,Gold::N,स्वर्ण,дышъэ́
317,Silber::N,रजत,тыжьы́н
318,Silber::N,चाँदी,тыжьы́н
319,Kohle::N,कोयला,шӏомыкӏ
320,Glas::N,काँच,апч
321,Lehm::N,चिकनी मिट्टी,етӏагъо́
322,Sand::N,रेत,пшахъо
323,Sand::N,बालू,пшахъо
324,Mensch::N,मानव,цӏыфы́
325,Mensch::N,इनसान,цӏыфы́
326,Mensch::N,मनुष्य,цӏыфы́
327,Mann::N,आदमी,хъулъфы́гъ
328,Mann::N,पुरुष,хъулъфы́гъ
329,Frau::N,औरत,бӏылъфыгъэ́
330,Frau::N,महिला,бӏылъфыгъэ́
331,Frau::N,स्त्री,бӏылъфыгъэ́
332,Kind::N,बाल,кӏэлэцӏы́кӏу
333,Kind::N,बच्चा,кӏэлэцӏы́кӏу
334,Junge::N,लड़का,кӏэлэцӏы́кӏу
335,Mädchen::N,लड़की,пшъэшъэжъый
336,Mädchen::N,कुमारी,пшъэшъэжъый
337,Familie::N,परिवार,быны́
338,Familie::N,परिवार,уна́гъу
339,Großvater::N,दादा,тэтэ́жъ
340,Großmutter::N,नानी,нэнэ́жъ
341,Eltern::N,माँ-बाप,ны-тыхэ́р
342,Eltern::N,माता-पिता,ны-тыхэ́р
343,Vater::N,बाप,ты
344,Vater::N,पिता,ты
345,Mutter::N,माँ,ны
346,Mutter::N,माता,ны
347,Sohn::N,बेटा,къо
348,Sohn::N,पुत्र,къо
349,Tochter::N,बेटी,пхъу
350,Tochter::N,पुत्री,пхъу
351,Bruder::N,भाई,шы
352,Bruder::N,भ्राता,шы
353,Schwester::N,बहन,шы́пхъу
354,Schwester::N,भगिनी,шы́пхъу
355,Onkel::N,ताऊ,янэ́ш
356,Onkel::N,काका,янэ́ш
357,Tante::N,बूआ,атэшыпхъу
358,Tante::N,फूफी,атэшыпхъу
359,Tante::N,ख़ाला,атэшыпхъу
360,Ehemann::N,पति,лӏы
361,Ehemann::N,शौहर,лӏы
362,Ehefrau::N,बीवी,шъу́з
363,Freude::N,आनंद,гушӏуа́гъу
364,Freude::N,प्रसन्नता,гушӏуа́гъу
365,Gelächter::N,हँसी,щхыныр
366,Gelächter::N,क़हक़हा,щхыныр
367,Glück::N,आनंद,насы́п
368,Glück::N,ख़ुशी,насы́п
369,Kummer::N,शोक,тхьамыкӏагъу
370,Kummer::N,दुःख,тхьамыкӏагъу
371,Wunsch::N,इच्छा,шӏонгъоны́гъ
372,Wunsch::N,अभिलाषा,шӏонгъоны́гъ
373,Lust::N,चाह,шӏонгъоны́гъ
374,Lust::N,कामना,шӏонгъоны́гъ
375,Geist::N,जान,гу
376,Geist::N,प्राण,гу
377,Gedanke::N,विचार,гупшыс
378,Gedächtnis::N,याददाश्त,память
379,Gedächtnis::N,स्मरण-शक्ति,память
380,Verstand::N,समझ,акъы́л
381,Verstand::N,अक़्ल,акъы́л
382,Verstand::N,बुद्धि,акъы́л
383,Sinn::N,अर्थ,мэхьанэ
384,Grund::N,वजह,ушъхьагъу
385,Grund::N,कारण,ушъхьагъу
386,Wahrheit::N,सत्य,шъыпкъэ́
387,Wahrheit::N,सच्चाई,шъыпкъэ́
388,Gespräch::N,चर्चा,гущыӏ
389,Gespräch::N,वार्ता,гущыӏ
390,Gespräch::N,बात-चीत,гущыӏ
391,Märchen::N,क़िस्सा,пшысэ
392,Erzählung::N,कथा,къэба́р
393,Erzählung::N,कहानी,къэба́р
394,Nachricht::N,सूचना,къэба́р
395,Nachricht::N,समाचार,къэба́р
396,Neuigkeit::N,ख़बर,къэбарыкӏ
397,Neuigkeit::N,समाचार,къэбарыкӏ
398,Name::N,नाम,цӏэ
399,Rätsel::N,पहेली,коджэхь-къоджэшх
400,Rede::N,वचन,гущыӏ
401,Rede::N,भाषण,гущыӏ
402,Sprache::N,भाषा,бзэ
403,Sprache::N,ज़बान,бзэ
404,Stimme::N,स्वर,макъэ́
405,Stimme::N,आवाज़,макъэ́
406,Wort::N,शब्द,гущыӏ
407,Wort::N,लफ़्ज़,гущыӏ
408,Zeichen::N,निशान,тамы́гъ
409,Ruf::N,पुकार,джэ макъ
410,Ruf::N,आह्वान,джэ макъ
411,Lärm::N,शोर,макъэ
412,Lärm::N,हुल्लड़,макъэ
413,Laut::N,स्वर,макъэ
414,Laut::N,ध्वनि,макъэ
415,Ton::N,सुर,
416,Ton::N,स्वर,
417,Lied::N,गीत,орэ́д
418,Ruhe::N,आराम,самбырыныгъ
419,Ruhe::N,ख़ामोशी,самбырыныгъ
420,Leute::N,लोग,цӏыфхэ́р
421,Volk::N,क़ौम,цӏыф лъэпкъ
422,Volk::N,प्रजा,цӏыф лъэпкъ
423,Arbeit::N,काम,ӏофшӏакӏэ́н
424,Gast::N,अतिथि,хьакӏэ́
425,Gast::N,मेहमान,хьакӏэ́
426,Geschenk::N,उपहार,шӏухьафтын
427,Geschenk::N,तोहफ़ा,шӏухьафтын
428,Spiel::N,खेल,еоны́р
429,Spiel::N,खेल,джэгуны́р
430,Spiel::N,खेल,къегъэӏоны́р
431,Spiel::N,क्रीड़ा,еоны́р
432,Spiel::N,क्रीड़ा,джэгуны́р
433,Spiel::N,क्रीड़ा,къегъэӏоны́р
434,Gesellschaft::N,साथ,обществ
435,Hilfe::N,मदद,ӏэпыӏэгъу
436,Hilfe::N,सहायता,ӏэпыӏэгъу
437,Freund::N,मित्र,ныбджэгъу
438,Kamerad::N,साथी,ныбджэгъу
439,Kamerad::N,कामरेड,ныбджэгъу
440,Angelegenheit::N,बात,ӏофы́
441,Angelegenheit::N,मामला,ӏофы́
442,Anzahl::N,तादाद,пчъагъэ́
443,Anzahl::N,संख्या,пчъагъэ́
444,Art::N,तरह,изэрэщы́т
445,Art::N,तरह,лъэпкъ
446,Art::N,क़िस्म,изэрэщы́т
447,Art::N,क़िस्म,лъэпкъ
448,Stück::N,फाँक,такъы́р
449,Stück::N,टुकड़ा,такъы́р
450,Teil::N,भाग,щыщ
451,Teil::N,भाग,ӏахь
452,Teil::N,हिस्सा,щыщ
453,Teil::N,हिस्सा,ӏахь
454,Hälfte::N,अर्धभाग,ныкъо́
455,Kreis::N,चक्कर,хъура́й
456,Kreuz::N,सलीब,къащ
457,Kreuz::N,क्रूस,къащ
458,Linie::N,लाइन,хъахъ
459,Linie::N,लाइन,итхъа́гъ
460,Strich::N,लकीर,хъахъ
461,Strich::N,लकीर,итхъагъ
462,Abstand::N,अंतर,азыфагу
463,Abstand::N,फ़ासला,азыфагу
464,Entfernung::N,दूरी,чӏыгууанэ
465,Entfernung::N,फ़ासला,чӏыгууанэ
466,Gegend::N,इलाक़ा,чӏыпӏэ́
467,Platz::N,जगह,азыфагу
468,Platz::N,स्थान,азыфагу
469,Ort::N,स्थल,чӏыпӏэ́
470,Ort::N,स्थान,чӏыпӏэ́
471,Seite::N,ओर,лъэны́къу
472,Seite::N,तरफ़,лъэны́къу
473,Mitte::N,बीच,гузэ́гу
474,Mitte::N,मध्य,гузэ́гу
475,Gegenstand::N,चीज़,пкъыгъо
476,Gegenstand::N,पदार्थ,пкъыгъо
477,Sache::N,चीज़,
478,Sache::N,वस्तु,
479,Rand::N,छोर,цакӏэ́
480,Rand::N,उपांत,цакӏэ́
481,Kante::N,कोर,цэгэналъ
482,Kante::N,किनारा,цэгэналъ
483,Ecke::N,कोना,къогъу
484,Ecke::N,नुक्कड़,къогъу
485,Spitze::N,नोक,пакӏэ
486,Ende::N,छोर,кӏэ
487,Ende::N,सिरा,кӏэ
488,Loch::N,छेद,гъуа́н
489,Loch::N,सूराख़,гъуа́н
490,Winkel::N,कोण,къогъу
491,Winkel::N,कोना,къогъу
492,Muster::N,नमूना,тхыпхъэ
493,Muster::N,डिज़ाइन,тхыпхъэ
494,Größe::N,परिमाण,иина́гъ
495,Größe::N,विस्तार,иина́гъ
496,Länge::N,लंबाई,икӏыхьа́гъ
497,Höhe::N,ऊँचाई,лъэгагъ
498,Höhe::N,उच्चता,лъэгагъ
499,Gewicht::N,भार,онтэгъугъэ́
500,Gewicht::N,वज़न,онтэгъугъэ́
501,Menge::N,मात्रा,пчъагъэ́
502,Haufen::N,ढेर,ӏат
503,Haufen::N,अंबार,ӏат
504,Reihe::N,क़तार,саты́р
505,Reihe::N,पंक्ति,саты́р
506,Boot::N,नाव,къуашъо́
507,Boot::N,नौका,къуашъо́
508,Ruder::N,चप्पू,къошъобэ́щ
509,Schlitten::N,बर्फ़-गाड़ी,
510,Ski::N,स्की,лыжэхэр
511,Lagerfeuer::N,अलाव,пхъэмашӏу
512,Lagerfeuer::N,कैंप-फ़ायर,пхъэмашӏу
513,Last::N,भार,
514,Gang::N,चाल,кӏоныр
515,Schritt::N,डग,лъэубэ́къу
516,Schritt::N,क़दम,лъэубэ́къу
517,Norden::N,उत्तर,темы́р
518,Süden::N,दक्खिन,къыблэ́
519,Westen::N,पश्चिम,тыгъэкъохьа́пӏ
520,Osten::N,पूरब,тыгьэкъокӏы́пӏ
521,Holz::N,काठ,чъыгы́
522,Holz::N,काष्ठ,чъыгы́
523,Brett::N,पटरा,пхъэ́мбгъу
524,Brett::N,तख़्ता,пхъэ́мбгъу
525,Platte::N,फलक,упсыхьагъ
526,Platte::N,तख़्ता,упсыхьагъ
527,Stütze::N,टेक,кӏэгъэкъон
528,Stütze::N,थूनी,кӏэгъэкъон
529,Stange::N,छड़,къорэ́гъ
530,Stange::N,बाँस,къорэ́гъ
531,Stock::N,लाठी,бэщ
532,Stab::N,लग्गा,бэщ кӏы́хь
533,Rohr::N,नल,онджэкъ
534,Haus::N,घर,унэ́
535,Haus::N,मकान,унэ́
536,Heim::N,घर,унэ́
537,Heim::N,गृह,унэ́
538,Ofen::N,चूल्हा,гъэжъэн
539,Fußboden::N,फ़र्श,джэхашъу
540,Tisch::N,मेज़,стол
541,Stuhl::N,कुरसी,пхъэнтӏэ́кӏу
542,Wiege::N,पालना,кушъэ́
543,Wiege::N,हिंडोला,кушъэ́
544,Bett::N,खाट,пӏэкӏо́р
545,Bett::N,पलंग,пӏэкӏо́р
546,Regal::N,शेल्फ़,мэкӏай
547,Kiste::N,पेटी,ящык
548,Kiste::N,डिब्बा,ящык
549,Fenster::N,खिड़की,шъхьаныгъу́пчъ
550,Tür::N,द्वार,пчъэ
551,Tür::N,दरवाज़ा,пчъэ
552,Tor::N,फाटक,къэла́пчъ
553,Zaun::N,बाड़ा,шӏыхьагъэ́
554,Dach::N,छत,шъхьэ́
555,Dach::N,छप्पर,шъхьэ́
556,Leiter::N,सीढ़ी,лъэо́й
557,Leiter::N,सीढ़ी,дэкӏояпӏэ́
558,Besen::N,झाड़ू,пхъэнкӏы́пхъ
559,Besen::N,बुहारी,пхъэнкӏы́пхъ
560,Spaten::N,कुदाल,къазгъы́р
561,Schaufel::N,बेलचा,хэӏалъ
562,Schaufel::N,फावड़ा,хэӏалъ
563,Gabel::N,काँटा,цацэ
564,Löffel::N,चम्मच,джэмы́шх
565,Messer::N,छुरा,шъэжъы́й
566,Messer::N,चाक़ू,шъэжъы́й
567,Nagel::N,कील,гъучӏыӏу́н
568,Nagel::N,मेख़,гъучӏыӏу́н
569,Netz::N,जाल,хъытыу
570,Haken::N,अंकुश,хьажтӏаркъу
571,Griff::N,मूठ,къопс
572,Griff::N,हत्था,къопс
573,Schloss::N,ताला,ӏункӏы́бз
574,Bild::N,चित्र,сурэ́т
575,Figur::N,मूर्ति,
576,Puppe::N,पुतली,нысхъа́п
577,Puppe::N,गुड़िया,нысхъа́п
578,Beutel::N,झोला,дзыо́
579,Bündel::N,पुलिंदा,
580,Tasche::N,बेग,ӏэлъмэ́къ
581,Tasche::N,बस्ता,ӏэлъмэ́къ
582,Eimer::N,बाल्टी,щалъ
583,Deckel::N,ढक्कन,шъхьэ
584,Geschirr::N,बरतन-भाँड़े,хьакъу-шыкъу
585,Sack::N,बोरा,дзыо́
586,Tasse::N,प्याला,чашк
587,Topf::N,देग़चा,кастрюль
588,Kessel::N,देग़,шыуа́н
589,Kessel::N,बटलोई,шыуа́н
590,Essen::N,खाना,шхэн
591,Nahrung::N,भोजन,шхэн
592,Speise::N,खाना,шхыныгъу
593,Speise::N,व्यंजन,шхыныгъу
594,Fleisch::N,मांस,лы
595,Fleisch::N,गोश्त,лы
596,Getreide::N,अनाज,лэжьыгъацэ́
597,Brei::N,भरता,пӏастэ́
598,Brei::N,दलिया,пӏастэ́
599,Brot::N,रोटी,хьалыгъу
600,Scheibe::N,कतला,такъы́р
601,Fett::N,वसा,дагъэ́
602,Fett::N,चरबी,дагъэ́
603,Butter::N,मक्खन,тхъу
604,Öl::N,तेल,тхъу
605,Salz::N,नमक,щыгъу
606,Suppe::N,सूप,хьантхъупс
607,Suppe::N,शोरबा,хьантхъупс
608,Honig::N,शहद,шъоу́
609,Milch::N,दूध,щэ
610,Tee::N,चाय,щай
611,Leder::N,चमड़ा,кӏы́шъу
612,Wolle::N,ऊन,цы
613,Stoff::N,कपड़ा,шэкӏы
614,Nadel::N,सूई,бгъэ́хаӏу
615,Faden::N,डोरा,ӏуда́н
616,Knopf::N,बटन,занкӏэу
617,Knopf::N,घुंडी,занкӏэу
618,Knoten::N,गाँठ,зэкъодзапӏэ
619,Knoten::N,गुत्थी,зэкъодзапӏэ
620,Farbe::N,रंग,краск
621,Farbe::N,वर्ण,краск
622,Kleidung::N,पहनावा,щыгъы́ны
623,Hemd::N,कुरता,джан
624,Hemd::N,क़मीज़,джан
625,Kragen::N,गरदनी,пшъапӏ
626,Kragen::N,गरेबान,пшъапӏ
627,Ärmel::N,आस्तीन,гъуап
628,Hose::N,पैंट,гъончэ́дж
629,Hose::N,पतलून,гъончэ́дж
630,Gürtel::N,पेटी,бгыры́пх
631,Gürtel::N,मेखला,бгыры́пх
632,Mütze::N,टोपी,паӏо́
633,Schuh::N,जूता,
634,Stiefel::N,बूट,щазым
635,Ring::N,अँगूठी,ӏэлъы́н
636,Band::N,पट्टी,лент
637,Kamm::N,कंघी,мажь
638,Spiegel::N,आईना,гъундж
639,Spiegel::N,दर्पण,гъундж
640,Riemen::N,तसमा,бгыры́пх
641,Riemen::N,पट्टा,бгыры́пх
642,Schnur::N,डोरी,кӏапсэ́
643,Schnur::N,सुतली,кӏапсэ́
644,Leine::N,रस्सी,шъокӏапс
645,Decke::N,रज़ाई,чыхӏэн
646,Kissen::N,तकिया,шъхьант
647,Kissen::N,गाद्दा,шъхьант
648,Tuch::N,रूमाल,шъхьэтехъу
649,Tuch::N,वस्त्र,шъхьэтехъу
