,Concept_ID,mdf,os
362,Spitze::N,пря,бырынкъ
363,Ende::N,пе,кӕрон
364,Loch::N,варя,хуынкъ
365,Winkel::N,ужа,къуым
366,Muster::N,сёрма,нывæфтыд
367,Muster::N,сёрма,кæдзист
368,Größe::N,серь,ас
369,Länge::N,кува́лма,дӕргъ
370,Höhe::N,серь,бæрзонд
371,Höhe::N,серь,бæрзæнд
372,Höhe::N,серь,бæрзонддзинад
373,Gewicht::N,сталма,уӕз
374,Menge::N,лувкс,бӕрц
375,Haufen::N,мар,кӕри
376,Reihe::N,ряд,рӕнхъ
377,Boot::N,венеж,чема
378,Ruder::N,миле,къохар
379,Schlitten::N,ну́рда,дзоныгъ
380,Ski::N,сокс,къахдзоныгътæ
381,Ski::N,сокс,лыжæтæ
382,Lagerfeuer::N,то́лмар,арт
383,Last::N,канкс,уаргъ
384,Last::N,сталма,уаргъ
385,Gang::N,молема,цыд
386,Schritt::N,аськолкс,санчъех
387,Schritt::N,аськолкс,къахдзӕф
388,Norden::N,якшама шире,цæгат
389,Süden::N,ля́мбе ши́ре,хуссар
390,Westen::N,ши валгома шире,ныгуылæн
391,Osten::N,шинь стяма шире,скæсæн
392,Holz::N,вирь,хъӕдӕрмӕг
393,Holz::N,шуфта,хъӕдӕрмӕг
394,Brett::N,лавця,фæйнæг
395,Platte::N,плита́,къӕй
396,Stütze::N,неже,быцæу
397,Stange::N,олга,хъил
398,Stock::N,байдек,лӕдзӕг
399,Stab::N,олгоня,хъил
400,Rohr::N,турама,хӕтӕл
401,Haus::N,куд,хӕдзар
402,Heim::N,куд,къона
403,Ofen::N,пянакуд,пец
404,Fußboden::N,кия́кс,астӕрд
405,Tisch::N,шра,стъол
406,Tisch::N,моркш,стъол
407,Stuhl::N,стул,бандон
408,Wiege::N,нюря́м,авдæн
409,Bett::N,ацам,сынтӕг
410,Regal::N,лавцяланга,тӕрхӕг
411,Regal::N,лавцяланга,уӕлвӕйнӕг
412,Kiste::N,парга,асыкк
413,Fenster::N,валмья,рудзынг
414,Fenster::N,валмья,фæрссаг
415,Tür::N,кенкш,дуар
416,Tor::N,ортат,кулдуар
417,Zaun::N,перяфкс,æмбонд
418,Zaun::N,перяфкс,быру
419,Zaun::N,перяфкс,гæрæн
420,Dach::N,кудпря,уӕлхӕдзар
421,Leiter::N,куцема,асин
422,Besen::N,тяльме,уисой
423,Spaten::N,ка́йме,бел
424,Schaufel::N,ко́поня,æвгæнæн
425,Schaufel::N,ко́поня,кæфой
426,Schaufel::N,ця́рдом,æвгæнæн
427,Schaufel::N,ця́рдом,кæфой
428,Gabel::N,ця́нгоня,вилкæ
429,Löffel::N,куцю,уидыг
430,Messer::N,пеель,кард
431,Nagel::N,эска,зӕгӕл
432,Haken::N,кя́чказ,хæдз
433,Haken::N,кя́чказ,хæбырæгъ
434,Griff::N,недь,фистон
435,Griff::N,кунда́мка,фистон
436,Schloss::N,замо́к,гуыдыр
437,Bild::N,карти́на,ныв
438,Figur::N,ронга-понда,кæрдгæныв
439,Puppe::N,ня́ка,чындз
440,Beutel::N,кяскав,дзӕкъул
441,Bündel::N,кярьме,баст
442,Tasche::N,кошяльня,хызын
443,Tasche::N,кошяльня,дзæкъул
444,Eimer::N,ве́дарка,къæрта
445,Eimer::N,ве́дарка,чъыбыла
446,Eimer::N,ве́дарка,ведра
447,Deckel::N,тавадкс,сæр
448,Deckel::N,тавадкс,æмбæрзæн
449,Deckel::N,вельхкс,сæр
450,Deckel::N,вельхкс,æмбæрзæн
451,Geschirr::N,кядьге,мигæнæн
452,Geschirr::N,кядьге,мигæнæнтæ
453,Sack::N,кяскав,голлаг
454,Tasse::N,ша́ваня,пиала
455,Tasse::N,ша́ваня,къус
456,Topf::N,кавозь,аг
457,Topf::N,кавозь,чысыл аг
458,Kessel::N,сргавозь,аг
459,Essen::N,ярхцама,хӕрд
460,Nahrung::N,ярхцампяль,хойраг
461,Speise::N,ярхцама,хӕринаг
462,Fleisch::N,пал,дзидза
463,Fleisch::N,пал,фыдызгъӕл
464,Fleisch::N,сиволь,дзидза
465,Fleisch::N,сиволь,фыдызгъӕл
466,Getreide::N,сёра,халсар
467,Brei::N,ям,кас
468,Brot::N,кши,дзул
469,Scheibe::N,кочам,къӕбӕр
470,Fett::N,куя́,сой
471,Butter::N,вай,нӕлхӕ
472,Öl::N,вай,зети
473,Salz::N,сал,цӕхх
474,Suppe::N,шонгарям,бас
475,Suppe::N,коршампяль,бас
476,Honig::N,медь,мыд
477,Milch::N,лофца,ӕхсыр
478,Tee::N,чай,цай
479,Leder::N,кедь,мæскуы
480,Wolle::N,пона,фӕсмын
481,Stoff::N,котф,хъуымац
482,Nadel::N,салмокс,судзин
483,Faden::N,сюре,ӕндах
484,Knopf::N,пуня,цӕппӕр
485,Knoten::N,сюлма,ӕлхынцъ
486,Farbe::N,архтомбяль,ахорæн
487,Kleidung::N,щам,дарӕс
488,Hemd::N,па́нар,хӕдон
489,Kragen::N,сиве,æфцæггот
490,Ärmel::N,ожа,дыс
491,Hose::N,понкст,хæлаф
492,Hose::N,понкст,æддаг хæлаф
493,Hose::N,понкст,салбар
494,Gürtel::N,каркс,рон
495,Mütze::N,вазь,худ
496,Schuh::N,башма́к,басмахъ
497,Stiefel::N,кя́ме,цырыхъхъ
498,Ring::N,суркс,къухдарӕн
499,Band::N,керькс,лент
500,Band::N,лента,лент
501,Kamm::N,сюрьхцем,сӕрвасӕн
502,Spiegel::N,ванома,айдæн
503,Spiegel::N,ванома,кæсæн
504,Riemen::N,шнань каркс,гӕрз
505,Schnur::N,пикс,бӕндӕн
506,Schnur::N,карькскя,бӕндӕн
507,Leine::N,вядьме,
508,Decke::N,вельхкс,хъӕццул
509,Kissen::N,тоду,баз
510,Tuch::N,руця́,кæлмæрзæн
511,Tuch::N,руця́,кæрдæн
512,Handtuch::N,на́рдама,хисæрфæн
513,Kraft::N,вий,тых
514,Kraft::N,вий,хъомыс
515,Stärke::N,вииши,тых
516,Stärke::N,вииши,æхсар
517,Gesundheit::N,шумбраши́,æнæниздзинад
518,Krankheit::N,урма́,низ
519,Krankheit::N,урма́,рын
520,Krankheit::N,сярядема,низ
521,Krankheit::N,сярядема,рын
522,Schmerz::N,маряма,рис
523,Wunde::N,керф,цӕф
524,Fieber::N,маштыкс,ризӕг
525,Fieber::N,маштыкс,тӕфсӕг
526,Arznei::N,надо́бья,хос
527,Arznei::N,пъчка́фтома,хос
528,Brücke::N,седь,хид
529,Brunnen::N,эши,цъай
530,Weide::N,ванома васта,хизæн
531,Weide::N,ванома васта,хизæнуат
532,Weide::N,ванома васта,сæрвæт
533,Pfad::N,ян,къахвæндаг
534,Pfad::N,ян,къахвæд
535,Pfad::N,киня́,къахвæндаг
536,Pfad::N,киня́,къахвæд
537,Weg::N,ки,фӕндаг
538,Straße::N,ки,фӕндаг
539,Dorf::N,веле,хъӕу
540,Stadt::N,ош,сахар
541,Brief::N,сёрма,фыстӕг
542,Buch::N,книга,чиныг
543,Buchstabe::N,бу́ква,дамгъӕ
544,Zeitung::N,газе́та,газет
545,Leben::N,эряф,цард
546,Leben::N,эряф,цӕрӕнбон
547,Leben::N,эряма,цард
548,Leben::N,эряма,цӕрӕнбон
549,Tod::N,кулома́,мæлæт
550,Tod::N,кулома́,адзал
551,Grab::N,калма,ингӕн
552,Kirche::N,це́рькав,аргъуан
553,Sünde::N,пежеть,тæригъæд
554,Sünde::N,муворкс,тæригъæд
555,Gott::N,шкай,хуыцау
556,Arbeiter::N,трудендай,кусæг
557,Arbeiter::N,работник,кусæг
558,Chef::N,азор,ӕмцег
559,Chef::N,оцюня,ӕмцег
560,Meister::N,мастяр,мастер
561,Meister::N,мастяр,дæсны
562,Arzt::N,врач,хосгæнæг
563,Arzt::N,врач,дохтыр
564,Arzt::N,доктор,хосгæнæг
565,Arzt::N,доктор,дохтыр
566,Lehrer::N,учи́тель,ахуыргæнæг
567,Geld::N,ярмакт,ӕхца
568,Geschäft::N,ладяфкс,бизнес
569,Geschäft::N,ладяфкс,хъуыддаг
570,Geschäft::N,ладяф тев,бизнес
571,Geschäft::N,ладяф тев,хъуыддаг
572,Laden::N,ла́вка,дукани
573,Preis::N,питне,аргъ
574,Ware::N,миф,базайраг
575,Ware::N,ра́маф,базайраг
576,Nutzen::N,пара,пайда
577,Nutzen::N,лезкс,пайда
578,Reichtum::N,ко́зяши,хъæздыгдзинад
579,Reichtum::N,ко́зяши,исбон
580,Reichtum::N,ко́зяши,мулк
581,Welt::N,свет,дуне
582,Land::N,мастор,бӕстӕ
583,Staat::N,государства,паддзахад
584,König::N,король,къарол
585,Macht::N,азорондама,хицаудзинад
586,Macht::N,азорксши,хицаудзинад
587,Grenze::N,ёткаян,арӕн
588,Krieg::N,война́,хӕст
589,Feind::N,душман,знаг
590,Feind::N,душман,фыдгул
591,Feind::N,душман,фыдзæрдæ
592,Feind::N,душман,сон
593,Feind::N,каршек тюри,знаг
594,Feind::N,каршек тюри,фыдгул
595,Feind::N,каршек тюри,фыдзæрдæ
596,Feind::N,каршек тюри,сон
597,Gewalt::N,наругама,тыхми
598,Gewalt::N,наругама,тыхдзинад
599,Kampf::N,тюрема́,хæст
600,Kampf::N,тюрема́,хъæбысæйхæст
601,Kampf::N,тюрема́,тох
602,Bogen[Waffe]::N,нал,ӕрдын
603,Pfeil::N,нал,фат
604,Gewehr::N,винто́вка,топп
605,Fehler::N,эльбядькс,рӕдыд
606,Lüge::N,васькафнема,мӕнг
607,Lüge::N,васькафнема,гӕдыдзинад
608,Schaden::N,зия́н,зиан
609,Unglück::N,зия́н,бæллæх
610,Schuld::N,муворши,азым
611,Alter::N,эряф кизот,кар
612,Alter::N,эряфонь пинге,кар
613,Schluss::N,пе,кæрон
614,Zeit::N,пинге,рӕстӕг
615,Tag::N,ши,бон
616,Morgen::N,шобдава,райсом
617,Mittag::N,шикучка,æмбисбон
618,Abend::N,иля́дь,изӕр
619,Nacht::N,ве,ӕхсӕв
620,Woche::N,недя́ля,къуыри
621,Monat::N,ков,мӕй
622,Jahr::N,киза,аз
623,Jahr::N,киза,афӕдз
624,Frühling::N,тунда́,уалдзæг
625,Sommer::N,киза,сӕрд
626,Herbst::N,сёксе,фæззæг
627,Winter::N,тяла,зымӕг
628,Januar::N,кельмеков,январь
629,Februar::N,уфайков,февраль
630,März::N,марайков,мартъи
631,April::N,шудиков,апрель
632,Mai::N,панжиков,май
633,Juni::N,лямбеков,июнь
634,Juli::N,псиков,июль
635,August::N,сёроньков,август
636,September::N,тюжягов,сентябрь
637,Oktober::N,кельмазаков,октябрь
638,November::N,эйндамков,ноябрь
639,Dezember::N,кучкаков,декабрь
640,Montag::N,одговши,къуырисæр
641,Dienstag::N,ша́вши,дыццæг
642,Mittwoch::N,вержи,æртыццæг
643,Donnerstag::N,шува́ланя,цыппæрæм
644,Freitag::N,пя́денця,майрæмбон
645,Samstag::N,ёткши,сабат
646,Sonntag::N,таргоши,хуыцаубон
647,groß::A,оцю,дынджыр
648,klein::A,ёмла,гыццыл
649,lang::A,кува́ка,даргъ
650,kurz::A,нюрьхкя́ня,цыбыр
651,breit::A,кели,фӕтӕн
652,schmal::A,тяйня,нарӕг
653,schmal::A,тяйня,уынгӕг
654,dicht::A,сиде,бæзджын
655,dicht::A,сиде,тар
656,dicht::A,туста,бæзджын
657,dicht::A,туста,тар
658,dick[Gegenstand]::A,эчке,сӕвджын
659,dünn::A,шува́ня,тæнæг
660,fein::A,шува́ня,лыстӕг
661,fest::A,кеме,фидар
662,fest::A,кеме,хъӕддых
663,flach::A,лапш,тъӕпӕн
664,glatt::A,вадяв,лӕгъз
665,glatt::A,такор,лӕгъз
666,hart::A,калгода,хъӕбӕр
667,weich::A,ляпе,фӕлмӕн
668,rund::A,кру́глай,тымбыл
669,spitz::A,ботаз,цыргъбырынкъ
670,spitz::A,ботаз,цыргъфындз
671,spitz::A,оржа,цыргъбырынкъ
672,spitz::A,оржа,цыргъфындз
673,scharf::A,оржа,цыргъ
674,stumpf::A,ношка,къуымых
675,schwer::A,стака,уӕззау
676,schön::A,мазы,аив
677,schön::A,мазы,рӕсугъд
678,heiß::A,пси,тӕвд
679,warm::A,лямбе,хъарм
680,kalt::A,кельме,уазал
681,kühl::A,эше,сатæг
682,kühl::A,эше,уазалгомау
683,frisch::A,свежай,сатæг
684,feucht::A,летьке,уымӕл
685,nass::A,начка,хуылыдз
686,trocken::A,коське,хус
687,voll::A,пяшксе,дзаг
688,voll::A,пяшксе,йедзаг 
689,leer::A,шава,афтид
690,offen::A,панжада,гом
691,offen::A,виде,гом
692,geschlossen::A,пякстаф,æхгæд
693,geschlossen::A,сёлгф,æхгæд
694,sauber::A,ару,сыгъдæг
695,schmutzig::A,рда́зу,чъиллон
696,schmutzig::A,пя́ндра,чъиллон
697,roh::A,верок,хом
698,reif::A,ке́нерьф,рӕгъӕд
699,lecker::A,танцти,хӕрзад
700,süß::A,ламбама,адджын
701,bitter::A,сяпи,судзаг
702,sauer::A,шапама,туаг
703,hell::A,валда,рухс
704,dunkel::A,шобда,талынг
705,schwarz::A,равжа,сау
706,weiß::A,акша,урс
707,rot::A,якстерь,сырх
708,gelb::A,тюжя́,бур
709,blau::A,сенем,цъӕх
710,grün::A,пиже,цъӕх
711,grün::A,пиже,кӕрдӕгхуыз
712,grün::A,сянгяря,цъӕх
713,grün::A,сянгяря,кӕрдӕгхуыз
714,grau::A,уле,цъӕх
715,grau::A,уле,фӕныкхуыз
716,bunt::A,сёрмав,хъулон
717,bunt::A,сёрмав,гæрæм
718,billig::A,у́цез,аслам
719,billig::A,аф пи́тни,аслам
720,teuer::A,пи́тни,зынаргъ
721,wertvoll::A,питни,зынаргъ
722,blind::A,сокор,куырм
723,taub::A,пярав,къуырма
724,kräftig::A,пяк вии,домбай
725,kräftig::A,пяк вии,тыхджын
726,stark::A,вии,тыхджын
727,schwach::A,лафча,ӕнӕбон
728,fett::A,куя́,нард
729,schlank::A,виде ронга,гуырвидыц
730,schlank::A,виде ронга,хæрзконд
731,schlank::A,виде ронга,рæхснæг
732,schlank::A,виде ронга,сагамад
733,hübsch::A,мазы,аив
