,Concept_ID,ga,hu
264,Frau::N,bean,nő
265,Frau::N,bean,asszony
266,Kind::N,gasúr,gyerek
267,Kind::N,gasúr,gyermek
268,Kind::N,páiste,gyerek
269,Kind::N,páiste,gyermek
270,Junge::N,buachaill,fiú
271,Mädchen::N,cailín,lány
272,Familie::N,teaghlach,család
273,Familie::N,comhluadar,család
274,Großvater::N,seanathair,nagyapa
275,Großmutter::N,seanmháthair,nagyanya
276,Eltern::N,tuismitheoirí,szülők
277,Vater::N,athair,apa
278,Vater::N,athair,atya
279,Mutter::N,máthair,anya
280,Sohn::N,mac,fiú
281,Tochter::N,iníon,lány
282,Bruder::N,deartháir,fivér
283,Bruder::N,deartháir,testvér
284,Schwester::N,deirfiúr,nővér
285,Schwester::N,deirfiúr,lánytestvér
286,Onkel::N,uncail,nagybácsi
287,Tante::N,aintín,nagynéni
288,Ehemann::N,fear céile,férj
289,Ehefrau::N,bean chéile,feleség
290,Freude::N,áthas,öröm
291,Gelächter::N,gáire,nevetés
292,Gelächter::N,gáire,hahotázás
293,Glück::N,séan,boldogság
294,Glück::N,sonas,boldogság
295,Kummer::N,brón,bánat
296,Kummer::N,buairt,bánat
297,Wunsch::N,guí,óhaj
298,Wunsch::N,achainí,óhaj
299,Lust::N,fonn,kedv
300,Geist::N,meon,elme
301,Geist::N,meon,szellem
302,Geist::N,spiorad,elme
303,Geist::N,spiorad,szellem
304,Gedanke::N,smaoineamh,gondolat
305,Gedächtnis::N,cuimhne,emlékezet
306,Verstand::N,ciall,ész
307,Verstand::N,ciall,értelem
308,Verstand::N,intinn,ész
309,Verstand::N,intinn,értelem
310,Sinn::N,brí,értelem
311,Sinn::N,ciall,értelem
312,Grund::N,fáth,ok
313,Grund::N,fáth,alap
314,Wahrheit::N,fírinne,igaz
315,Wahrheit::N,fírinne,igazság
316,Gespräch::N,comhrá,beszélgetés
317,Märchen::N,scéal,mese
318,Erzählung::N,scéal,elbeszélés
319,Nachricht::N,teachtaireacht,hír
320,Nachricht::N,teachtaireacht,híradás
321,Neuigkeit::N,scéala,újság
322,Name::N,ainm,név
323,Rätsel::N,tomhas,rejtvény
324,Rede::N,óráid,beszéd
325,Rede::N,óráid,szónoklat
326,Rede::N,aitheasc,beszéd
327,Rede::N,aitheasc,szónoklat
328,Sprache::N,teanga,nyelv
329,Stimme::N,guth,hang
330,Wort::N,focal,szó
331,Zeichen::N,comhartha,jel
332,Ruf::N,glaoch,kiáltás
333,Lärm::N,torann,zaj
334,Laut::N,fuaim,hang
335,Ton::N,ton,hang
336,Lied::N,amhrán,dal
337,Lied::N,amhrán,ének
338,Ruhe::N,suaimhneas,csend
339,Ruhe::N,suaimhneas,nyugalom
340,Leute::N,muintir,emberek
341,Volk::N,pobal,nép
342,Arbeit::N,obair,dolog
343,Gast::N,aoi,vendég
344,Geschenk::N,féirín,ajándék
345,Geschenk::N,bronntanas,ajándék
346,Spiel::N,cluiche,játék
347,Gesellschaft::N,comhluadar,társaság
348,Hilfe::N,cúnamh,segítség
349,Hilfe::N,cabhair,segítség
350,Freund::N,cara,barát
351,Kamerad::N,comrádaí,társ
352,Angelegenheit::N,ábhar,ügy
353,Anzahl::N,líon,szám
354,Art::N,sórt,faj
355,Art::N,sórt,fajta
356,Art::N,saghas,faj
357,Art::N,saghas,fajta
358,Stück::N,píosa,darab
359,Teil::N,cuid,rész
360,Teil::N,páirt,rész
361,Hälfte::N,leath,fél
362,Kreis::N,ciorcal,kör
363,Kreuz::N,cros,kereszt
364,Linie::N,líne,vonal
365,Strich::N,stríoc,vonás
366,Abstand::N,achar,köz
367,Entfernung::N,fad,távolság
368,Gegend::N,ceantar,táj
369,Gegend::N,ceantar,vidék
370,Platz::N,áit,hely
371,Platz::N,spás,hely
372,Ort::N,áit,hely
373,Seite::N,taobh,fél
374,Seite::N,taobh,oldal
375,Mitte::N,lár,közép
376,Gegenstand::N,ball,tárgy
377,Gegenstand::N,ábhar,tárgy
378,Sache::N,ní,dolog
379,Sache::N,rud,dolog
380,Rand::N,imeall,szél
381,Rand::N,imeall,perem
382,Rand::N,imeall,szegély
383,Rand::N,ciumhais,szél
384,Rand::N,ciumhais,perem
385,Rand::N,ciumhais,szegély
386,Kante::N,corr,él
387,Kante::N,colbha,él
388,Ecke::N,coirnéal,sarok
389,Ecke::N,coirnéal,szöglet
390,Spitze::N,gob,csúcs
391,Spitze::N,barr,csúcs
392,Ende::N,ceann,vég
393,Ende::N,foirceann,vég
394,Loch::N,poll,lyuk
395,Winkel::N,cúinne,szög
396,Winkel::N,uillinn,szög
397,Muster::N,patrún,minta
398,Größe::N,méid,nagyság
399,Größe::N,toise,nagyság
400,Länge::N,fad,hossz
401,Länge::N,fad,hosszúság
402,Höhe::N,airde,magasság
403,Gewicht::N,meáchan,súly
404,Menge::N,méid,sokaság
405,Menge::N,méid,mennyiség
406,Haufen::N,cnap,halom
407,Reihe::N,líne,sor
408,Reihe::N,sraith,sor
409,Boot::N,bád,csónak
410,Ruder::N,rámh,evező
411,Ruder::N,maide rámha,evező
412,Schlitten::N,carr sleamhnáin,szánkó
413,Ski::N,scí,sí
414,Lagerfeuer::N,tine champa,tábortűz
415,Last::N,ualach,teher
416,Gang::N,siúlóid,járás
417,Schritt::N,céim,lépés
418,Schritt::N,coiscéim,lépés
419,Norden::N,tuaisceart,észak
420,Süden::N,deisceart,dél
421,Westen::N,iarthar,nyugat
422,Osten::N,oirthear,kelet
423,Holz::N,adhmad,fa
424,Brett::N,clár,deszka
425,Platte::N,leac,lap
426,Platte::N,leac,lemez
427,Stütze::N,taca,támasz
428,Stütze::N,taca,támaszték
429,Stange::N,polla,rúd
430,Stange::N,polla,pózna
431,Stange::N,cuaille,rúd
432,Stange::N,cuaille,pózna
433,Stock::N,bata,pálca
434,Stock::N,maide,pálca
435,Stab::N,maide,bot
436,Stab::N,bachall,bot
437,Rohr::N,píopa,cső
438,Haus::N,teach,ház
439,Heim::N,baile,otthon
440,Ofen::N,sornóg,kályha
441,Fußboden::N,urlár,padló
442,Tisch::N,bord,asztal
443,Tisch::N,tábla,asztal
444,Stuhl::N,cathaoir,szék
445,Wiege::N,cliabhán,bölcső
446,Bett::N,leaba,ágy
447,Regal::N,seilf,polc
448,Regal::N,seilf,állvány
449,Kiste::N,bosca,láda
450,Fenster::N,fuinneoig,ablak
451,Tür::N,doras,ajtó
452,Tor::N,geata,kapu
453,Zaun::N,fál,kerítés
454,Zaun::N,claí,kerítés
455,Dach::N,díon,tető
456,Leiter::N,dréimire,létra
457,Besen::N,scuab,seprű
458,Spaten::N,spád,ásó
459,Spaten::N,rámhainn,ásó
460,Schaufel::N,sluasaid,lapát
461,Gabel::N,forc,villa
462,Gabel::N,gabhlóg,villa
463,Löffel::N,spúnóg,kanál
464,Messer::N,scian,kés
465,Nagel::N,tairne,szeg
466,Netz::N,líon,háló
467,Netz::N,eangach,háló
468,Haken::N,croch,kampó
469,Griff::N,cos,nyél
470,Griff::N,cos,fogantyú
471,Griff::N,hanla,nyél
472,Griff::N,hanla,fogantyú
473,Schloss::N,glas,zár
474,Bild::N,pictiúr,kép
475,Figur::N,fíor,alak
476,Puppe::N,bábóg,bábu
477,Beutel::N,mála,zacskó
478,Beutel::N,mealbhóg,zacskó
479,Bündel::N,beart,köteg
480,Tasche::N,mála,táska
481,Eimer::N,buicéad,vödör
482,Deckel::N,clár,fedő
483,Deckel::N,clár,fedél
484,Deckel::N,claibín,fedő
485,Deckel::N,claibín,fedél
486,Geschirr::N,soithí,edény
487,Geschirr::N,gréithe,edény
488,Sack::N,sac,zsák
489,Sack::N,mála,zsák
490,Tasse::N,cupán,csésze
491,Topf::N,pota,fazék
492,Kessel::N,citeal,üst
493,Kessel::N,citeal,bogrács
494,Essen::N,béile,evés
495,Essen::N,béile,étkezés
496,Nahrung::N,bia,ennivaló
497,Speise::N,mias,étel
498,Fleisch::N,feoil,hús
499,Getreide::N,grán,gabona
500,Getreide::N,arbhar,gabona
501,Brei::N,brúitín,pép
502,Brei::N,brúitín,kása
503,Brot::N,arán,kenyér
504,Scheibe::N,píosa,szelet
505,Scheibe::N,slisne,szelet
506,Fett::N,saill,háj
507,Fett::N,saill,zsír
508,Fett::N,méathras,háj
509,Fett::N,méathras,zsír
510,Butter::N,im,vaj
511,Öl::N,ola,olaj
512,Salz::N,salann,só
513,Suppe::N,sú,leves
514,Suppe::N,anraith,leves
515,Honig::N,mil,méz
516,Milch::N,bainne,tej
517,Tee::N,tae,tea
518,Leder::N,leathar,bőr
519,Wolle::N,olann,gyapjú
520,Stoff::N,éadach,szövet
521,Nadel::N,snáthaid,tű
522,Faden::N,snáth,fonál
523,Knopf::N,cnaipe,gomb
524,Knoten::N,snaidhm,csomó
525,Farbe::N,péint,szín
526,Farbe::N,péint,festék
527,Kleidung::N,éadaí,ruha
528,Kleidung::N,éadaí,ruházat
529,Hemd::N,léine,ing
530,Kragen::N,bóna,gallér
531,Ärmel::N,muinchille,ujj
532,Hose::N,bríste,gatya
533,Hose::N,bríste,nadrág
534,Hose::N,treabhsar,gatya
535,Hose::N,treabhsar,nadrág
536,Gürtel::N,crios,öv
537,Mütze::N,caipín,sapka
538,Schuh::N,bróg,cipő
539,Stiefel::N,buatais,csizma
540,Ring::N,fáinne,gyűrű
541,Band::N,ribín,szalag
542,Kamm::N,cíor,fésű
543,Spiegel::N,scáthán,tükör
544,Riemen::N,iall,szíj
545,Riemen::N,strapa,szíj
546,Schnur::N,téad,zsinór
547,Schnur::N,sreangán,zsinór
548,Leine::N,iall,póráz
549,Decke::N,pluid,takaró
550,Decke::N,blaincéad,takaró
551,Kissen::N,piliúr,párna
552,Kissen::N,adhartán,párna
553,Tuch::N,scaif,kendő
554,Handtuch::N,tuáille,törülköző
555,Kraft::N,fórsa,erő
556,Stärke::N,neart,erő
557,Stärke::N,neart,erősség
558,Gesundheit::N,sláinte,egészség
559,Krankheit::N,tinneas,kór
560,Krankheit::N,tinneas,betegség
561,Krankheit::N,breoiteacht,kór
562,Krankheit::N,breoiteacht,betegség
563,Schmerz::N,pian,fájdalom
564,Wunde::N,goin,seb
565,Fieber::N,fiabhras,láz
566,Arznei::N,cógas,orvosság
567,Arznei::N,cógas,gyógyszer
568,Brücke::N,droichead,híd
569,Brunnen::N,tobar,kút
570,Weide::N,féarach,legelő
571,Pfad::N,cosán,ösvény
572,Pfad::N,conair,ösvény
573,Weg::N,slí,út
574,Weg::N,bealach,út
575,Straße::N,bóthar,út
576,Dorf::N,sráidbhaile,falu
577,Stadt::N,baile,város
578,Stadt::N,cathair,város
579,Brief::N,litir,levél
580,Buch::N,cín,könyv
581,Buch::N,leabhar,könyv
582,Buchstabe::N,litir,betű
583,Zeitung::N,nuachtán,újság
584,Zeitung::N,nuachtán,hírlap
585,Leben::N,saol,élet
586,Leben::N,beatha,élet
587,Tod::N,bás,halál
588,Grab::N,uaigh,sír
589,Kirche::N,eaglais,templom
590,Sünde::N,peaca,bűn
591,Sünde::N,peaca,vétek
592,Gott::N,dia,isten
593,Arbeiter::N,oibrí,munkás
594,Chef::N,saoiste,főnök
595,Chef::N,ceannasaí,főnök
596,Meister::N,máistir,mester
597,Arzt::N,lia,orvos
598,Arzt::N,dochtúir,orvos
599,Lehrer::N,oide,tanár
600,Lehrer::N,oide,tanító
601,Lehrer::N,múinteoir,tanár
602,Lehrer::N,múinteoir,tanító
603,Geld::N,airgead,pénz
604,Geschäft::N,gnó,üzlet
605,Laden::N,siopa,bolt
606,Preis::N,praghas,ár
607,Ware::N,earra,áru
608,Nutzen::N,tairbhe,haszon
609,Reichtum::N,rachmas,gazdagság
610,Reichtum::N,saibhreas,gazdagság
611,Welt::N,domhan,világ
612,Land::N,tír,ország
613,Staat::N,stát,állam
614,König::N,rí,király
615,Macht::N,cumhacht,hatalom
616,Grenze::N,críoch,határ
617,Grenze::N,teorainn,határ
618,Krieg::N,cogadh,háború
619,Feind::N,namhaid,ellenség
620,Gewalt::N,foréigean,erőszak
621,Kampf::N,troid,harc
622,Bogen[Waffe]::N,bogha,íj
623,Pfeil::N,saighead,nyíl
624,Gewehr::N,gunna,puska
625,Gewehr::N,gunna,fegyver
626,Fehler::N,botún,hiba
627,Fehler::N,meancóg,hiba
628,Lüge::N,bréag,hazugság
629,Lüge::N,éitheach,hazugság
630,Schaden::N,dochar,kár
631,Schaden::N,damáiste,kár
632,Unglück::N,drochrath,csapás
633,Unglück::N,drochrath,balszerencse
634,Schuld::N,locht,bűn
635,Schuld::N,milleán,bűn
636,Alter::N,aois,kor
637,Schluss::N,deireadh,vég
638,Schluss::N,deireadh,befejezés
639,Zeit::N,am,idő
640,Zeit::N,aimsir,idő
641,Tag::N,lá,nap
642,Morgen::N,maidin,reggel
643,Mittag::N,nóin,dél
644,Abend::N,tráthnóna,este
645,Nacht::N,oíche,éj
646,Nacht::N,oíche,éjszaka
647,Woche::N,seachtain,hét
648,Monat::N,mí,hó
649,Monat::N,mí,hónap
650,Jahr::N,bliain,év
651,Frühling::N,earrach,tavasz
652,Sommer::N,samhradh,nyár
653,Herbst::N,fómhar,ősz
654,Winter::N,geimhreadh,tél
655,Januar::N,Eanáir,január
656,Februar::N,Feabhra,február
657,März::N,Márta,március
658,April::N,Aibreán,április
659,Mai::N,Bealtaine,május
660,Juni::N,Meitheamh,június
661,Juli::N,Iúil,július
662,August::N,Lúnasa,augusztus
663,September::N,Meán Fómhair,szeptember
664,Oktober::N,Deireadh Fómhair,október
665,November::N,Samhain,november
666,November::N,Mí na Samhna,november
667,Dezember::N,Mí na Nollag,december
668,Montag::N,Luan,hétfő
669,Montag::N,Dé Luain,hétfő
670,Dienstag::N,Máirt,kedd
671,Dienstag::N,Dé Máirt,kedd
672,Mittwoch::N,Céadaoin,szerda
673,Mittwoch::N,Dé Céadaoin,szerda
674,Donnerstag::N,Déardaoin,csütörtök
675,Freitag::N,Aoine,péntek
676,Freitag::N,Dé hAoine,péntek
677,Samstag::N,Satharn,szombat
678,Samstag::N,Dé Sathairn,szombat
679,Sonntag::N,Domhnach,vasárnap
680,Sonntag::N,Dé Domhnaigh,vasárnap
681,groß::A,mór,nagy
682,klein::A,beag,pici
683,klein::A,beag,kicsi
684,lang::A,fada,hosszú
685,kurz::A,gearr,rövid
686,kurz::A,gairid,rövid
687,breit::A,leathan,széles
688,breit::A,fairsing,széles
689,schmal::A,cúng,keskeny
690,dicht::A,dlúth,sűrű
691,dick[Gegenstand]::A,tiubh,vastag
692,dünn::A,caol,vékony
693,dünn::A,tanaí,vékony
694,fein::A,scáinte,vékony
695,fein::A,fíneálta,vékony
696,fest::A,daingean,szilárd
697,flach::A,cothrom,sík
698,flach::A,cothrom,lapos
699,glatt::A,mín,sima
700,glatt::A,sleamhain,sima
701,hart::A,crua,kemény
702,weich::A,bog,puha
703,rund::A,cruinn,kerek
704,spitz::A,gobach,hegyes
705,spitz::A,biorach,hegyes
706,scharf::A,géar,éles
707,scharf::A,faobhrach,éles
708,stumpf::A,maol,tompa
709,stumpf::A,maol,életlen
710,schwer::A,trom,nehéz
711,schwer::A,trom,súlyos
712,schön::A,álainn,szép
713,heiß::A,te,forró
714,warm::A,te,meleg
715,kalt::A,fuar,hideg
716,kühl::A,fionnuar,hűs
717,kühl::A,fionnuar,hűvös
718,frisch::A,úr,üde
719,frisch::A,úr,friss
720,frisch::A,friseáilte,üde
721,frisch::A,friseáilte,friss
722,feucht::A,tais,nedves
723,nass::A,fliuch,vizes
724,trocken::A,tirim,száraz
725,voll::A,lán,telt
726,leer::A,folamh,üres
727,offen::A,oscailte,nyílt
728,offen::A,oscailte,nyitott
729,geschlossen::A,dúnta,zárt
730,geschlossen::A,dúnta,csukott
731,geschlossen::A,druidte,zárt
732,geschlossen::A,druidte,csukott
733,sauber::A,glan,tiszta
734,schmutzig::A,salach,piszkos
735,schmutzig::A,salach,szennyes
736,roh::A,amh,nyers
737,reif::A,aibí,érett
738,lecker::A,blasta,finom
739,süß::A,milis,édes
740,bitter::A,searbh,keserű
741,sauer::A,géar,savanyú
742,sauer::A,searbh,savanyú
743,hell::A,geal,világos
744,hell::A,soilseach,világos
745,dunkel::A,dorcha,sötét
746,schwarz::A,dubh,fekete
747,weiß::A,bán,fehér
748,rot::A,dearg,vörös
749,gelb::A,buí,sárga
750,blau::A,gorm,kék
751,grün::A,glas,zöld
752,grün::A,uaine,zöld
753,grau::A,liath,ősz
754,grau::A,liath,szürke
755,bunt::A,ildathach,tarka
756,bunt::A,ildathach,színes
757,bunt::A,dathannach,tarka
758,bunt::A,dathannach,színes
759,billig::A,saor,olcsó
760,teuer::A,daor,drága
761,teuer::A,costasach,drága
762,wertvoll::A,luachmhar,értékes
763,blind::A,dall,vak
764,blind::A,caoch,vak
765,taub::A,bodhar,süket
766,kräftig::A,cumhachtach,erős
767,stark::A,tréan,erős
768,stark::A,láidir,erős
769,schwach::A,lag,gyenge
770,schwach::A,lag,erőtlen
771,schwach::A,fann,gyenge
772,schwach::A,fann,erőtlen
773,fett::A,ramhar,hájas
774,schlank::A,caol,karcsú
775,schlank::A,seang,karcsú
776,hübsch::A,álainn,csinos
777,hübsch::A,dathúil,csinos
778,böse::A,olc,rossz
779,böse::A,olc,gonosz
780,dumm::A,dúr,buta
781,dumm::A,dúr,ostoba
782,dumm::A,amaideach,buta
783,dumm::A,amaideach,ostoba
784,faul::A,falsa,lusta
785,faul::A,leisciúil,lusta
786,fleißig::A,dícheallach,szorgalmas
787,geizig::A,barainneach,fukar
788,geizig::A,barainneach,fösvény
789,geizig::A,sprionlaithe,fukar
790,geizig::A,sprionlaithe,fösvény
791,klug::A,cliste,okos
792,klug::A,cliste,eszes
793,geschickt::A,oilte,ügyes
794,geschickt::A,ealaíonta,ügyes
795,lieb::A,dil,drága
796,lieb::A,dil,kedves
797,lieb::A,dílis,drága
798,lieb::A,dílis,kedves
799,lustig::A,aerach,víg
800,lustig::A,aerach,vidám
801,lustig::A,meidhreach,víg
802,lustig::A,meidhreach,vidám
803,sanft::A,bog,enyhe
804,sanft::A,séimh,enyhe
805,hungrig::A,ocrach,éhes
806,krank::A,tinn,beteg
807,krank::A,breoite,beteg
808,nackt::A,nocht,csupasz
809,nackt::A,nocht,meztelen
810,traurig::A,brónach,bús
811,traurig::A,brónach,szomorú
812,lebendig::A,beo,élő
813,gut::A,maith,jó
814,schlecht::A,dona,rossz
815,schlecht::A,droch-,rossz
816,richtig::A,ceart,helyes
817,schlimm::A,gránna,rossz
818,schlimm::A,tubaisteach,rossz
819,wahr::A,fíor,igaz
820,alt::A,sean,ó
821,alt::A,sean,régi
822,neu::A,úr,új
823,neu::A,nua,új
824,ehemalig::A,iar-,volt
825,ehemalig::A,iar-,egykori
826,ehemalig::A,sean-,volt
827,ehemalig::A,sean-,egykori
828,alt[Lebewesen]::A,sean,öreg
829,alt[Lebewesen]::A,aosta,öreg
830,jung::A,óg,fiatal
831,arm::A,bocht,szegény
832,reich::A,saibhir,gazdag
833,reich::A,rachmasach,gazdag
