,Concept_ID,ba,kv
750,sie::PRN,улар,нія
751,was::FPRN,ә,мый
752,was::FPRN,ни,мый
753,was::FPRN,нәмә,мый
754,wer::FPRN,ҡем,кин
755,wo::FADV,ҡайҙа,кытӧн
756,wohin::FADV,ҡайҙа,кытчӧ
757,wie::FADV,инидәй,дзик
758,warum::FADV,ин өсөн,мыля
759,warum::FADV,ин өсөн,мыйсянь
760,wieviel::FNUM,күпме,мымда
761,eins::NUM,бер,ӧт
762,zwei::NUM,ике,кык
763,zwei::NUM,икәү,кык
764,drei::NUM,өс,куим
765,vier::NUM,дүрт,нёль
766,fünf::NUM,биш,вит
767,sechs::NUM,алты,квать
768,sieben::NUM,ете,сизим
769,acht::NUM,һигеҙ,кыкьямыс
770,neun::NUM,туғыҙ,ӧкмыс
771,zehn::NUM,ун,дас
772,elf::NUM,ун бер,дасотік
773,zwölf::NUM,ун ике,даскык
774,zwanzig::NUM,егерме,кыкдас
775,dreißig::NUM,утыҙ,куимдас
776,vierzig::NUM,ҡырҡ,нёльдас
777,fünfzig::NUM,илле,витдас
778,sechzig::NUM,алтмыш,кватьдас
779,siebzig::NUM,етмеш,сизимдас
780,achtzig::NUM,һикһән,кыкьямысдас
781,neunzig::NUM,туҡһан,ӧкмысдас
782,hundert::NUM,йөҙ,сто
783,tausend::NUM,мең,тысяча
784,und::CNJ,да,и
785,und::CNJ,да,да
786,oder::CNJ,йәки,или
787,stehen::V,тороу,сулавны
788,sitzen::V,ултырыу,пукавны
789,liegen::V,ятыу,куйлыны
790,hängen::V,аҫылынып тороу,ӧшавны
791,werden::V,булыу,лоны
792,passieren::V,булыу,аркмыны
793,beginnen::V,башлау,петны
794,enden::V,бөтөү,-сь
795,enden::V,бөтөү,бырны
796,enden::V,тамамланыү,-сь
797,enden::V,тамамланыү,бырны
798,wechseln::V,үҙгәреү,вежсьыны
799,aufgehen[Sonne]::V,ҡалҡыу,петавны
800,untergehen[Sonne]::V,байыу,пуксьыны
801,scheinen[Sonne]::V,яҡтыртып тороу,югьявны
802,donnern::V,күкрәү,гымавны
803,wehen::V,иҫеү,пӧлявны
804,strömen::V,ташыу,киссьыны
805,fließen::V,ағыу,визывтны
806,sich drehen::V,әйләнеү,бергавны
807,schwanken::V,тирбәлеү,кӧвьясьны
808,schwingen::V,бәүетеү,дюттясьны
809,fallen::V,йығылыу,усьны
810,brennen::V,яныу,сотчыны
811,rauchen::V,төтәү,тшынасьны
812,regnen::V,ямғыр яуа,зэрны
813,gefrieren::V,туңыү,гегдыны
814,tauen::V,иреү,сывны
815,schmelzen::V,иреү,сывны
816,trocknen::V,кибеү,косьмыны
817,sieden::V,ҡайнау,пизьны
818,faulen::V,сереу,нёльзьыны
819,verfaulen::V,сереу,тӧрмыны
820,verfaulen::V,сереу,сiсьмыны
821,reißen::V,өҙөү,косясьны
822,reißen::V,йыртылыу,косясьны
823,versinken::V,батыу,вӧйны
824,vergehen::V,үтеү,мунны
825,erscheinen::V,килеп сығыу,мыччисьны
826,verschwinden::V,юғалыу,ӧшны
827,sinken::V,түбәнәйеү,ямны
828,abnehmen::V,кәметеү,ямны
829,zunehmen::V,артыу,паськавны
830,steigen::V,күтәрелеү,лэбтiсьны
831,wachsen::V,үҫеү,быдмыны
832,glänzen::V,ялтырау,свиттявны
833,funkeln::V,баҙлау,югйовтлыны
834,funkeln::V,баҙлау,югйӧв-керны
835,lärmen::V,шаулау,чавзыны
836,läuten::V,ҡағыу,диньгыны
837,klingeln::V,ҡағыу,силькӧтны
838,klingeln::V,шылтыратыу,силькӧтны
839,klirren::V,шылтыратыу,жольӧтны
840,brausen::V,ҡотороноу,гуасьны
841,rauschen::V,шыптырлау,кышӧтны
842,klingen::V,яңғырау,горавны
843,bellen::V,өрөү,увтны
844,bellen::V,өрөү,вувтны
845,heulen::V,олоу,уннявны
846,blasen::V,өрөү,пӧлявны
847,pfeifen::V,һызғырып ебәреү,пиксыны
848,schreien::V,ҡысҡырыу,айзыны
849,stöhnen::V,уңғырашыу,ойзыны
850,stöhnen::V,уңғырашыу,ружтыны
851,zittern::V,ҡалтырау,легьявны
852,leben::V,йәшәү,овны
853,geboren werden::V,тыуыу,шогмыны
854,atmen::V,тын алыү,лолавны
855,trinken::V,эсеү,юны
856,essen::V,ашау,сёйны
857,schlucken::V,йотоу,ньылавны
858,müde werden::V,арыу,мыдзны
859,einschlafen::V,йоҡлап китеү,ланьтны
860,schlafen::V,йоҡлау,узьны
861,aufwachen::V,уяныу,саймыны
862,aufwachen::V,уяныу,пальмыны
863,aufstehen::V,тороу,сувтны
864,sich erholen::V,ял итеү,шоччисьлыны
865,krank werden::V,сирләү,моржитны
866,krank sein::V,сирләү,шогавны
867,krank sein::V,сирләү,визьӧтны
868,schmerzen::V,ауыртыу,висьны
869,husten::V,йүтәлләү,кашляйтны
870,genesen::V,һауығыу,бурдны
871,sterben::V,үлеү,кувны
872,umkommen::V,һәләк булыу,вийсьыны
873,sich bewegen::V,хәрәкәт итеү,локны
874,sich bewegen::V,хәрәкәт итеү,ветлӧтны
875,sich rühren::V,ҡуҙғалыу,вӧрзьӧтчыны
876,sich erheben::V,тороу,сувтны
877,sich setzen::V,ултырыу,пуксьыны
878,hinfallen::V,ҡолау,пӧрласьны
879,laufen::V,йөрөү,мунны
880,schreiten::V,атлау,тальччавны
881,spazierengehen::V,ял итеп йороү,котрасьны
882,eilen::V,ашығыу,тэрмасьны
883,eilen::V,ҡабаланыу,тэрмасьны
884,sich beeilen::V,ашығыу,тэрмасьны
885,sich beeilen::V,ҡабаланыу,тэрмасьны
886,sausen::V,елеү,вирдавны-котӧртны
887,rennen::V,йүгеп йөрөү,
888,springen::V,һикереү,чеччавны
889,klettern::V,үрмәләү,кышасьны
890,klettern::V,үрмәләп менеү,кышасьны
891,schaukeln::V,сайҡалыу,чурликасьны
892,kriechen::V,шыуышыу,кыскасьны-мунны
893,schwimmen::V,йоҙөү,вартчыны
894,tauchen::V,сумыу,сунгисьны ваӧ
895,rudern::V,ишеү,сынны
896,fahren::V,йөрөү,мунны
897,fliegen::V,осоу,лэбавны
898,gehen::V,барыу,мунны
899,weggehen::V,китеү,мунны
900,abfahren::V,сығыу,иньдӧтчыны
901,abfahren::V,сығыу,мунны
902,anhalten::V,тукталыу,сувтны
903,hineingehen::V,инеү,пырны
904,eintreten::V,инеү,пырны
905,kommen::V,килеү,локны
906,ankommen::V,килеү,локны
907,zurückkommen::V,ҡайтыу,бертны
908,zurückkommen::V,ҡайтыу,панӧвтсьыны
909,bleiben::V,ҡалыу,кольччыны
910,warten::V,көтөп тороу,видзчисьны
911,erwarten::V,көтөү,видзчисьны
912,suchen::V,эҙләү,кошшыны
913,finden::V,табыу,адззыны
914,versuchen::V,тырышып ҡарау,пондыны
915,versuchen::V,тырышып ҡарау,пондӧтны
916,vorbereiten::V,әҙерләү,лӧсьӧтны
917,lieben::V,яратыу,милуйтны
918,mögen::V,һөйөү,радейтны
919,mögen::V,яратыу,радейтны
920,lachen::V,көлөү,серавны
921,rühren::V,ҡағылыу,сьӧлӧм вӧрзьӧтны
922,weinen::V,илау,горзыны
923,schimpfen::V,һүгенеү,видчыны
924,schimpfen::V,тиргәнеү,видчыны
925,schimpfen::V,һуҡраныу,видчыны
926,sich ärgern::V,асыуланыу,лёкавны
927,sich fürchten::V,ҡурҡыу,повны
928,fürchten::V,ҡурҡыу,повны
929,fliehen::V,ҡасыу,пышшыны
930,flüchten::V,ҡасыу,пышшыны
931,sehen::V,күреү,адззыны
932,anschauen::V,ҡарау,видзӧтны
933,ansehen::V,ҡарау,видзӧтны
934,ansehen::V,тикшереү,видзӧтны
935,hören::V,ишетеү,кывны
936,zuhören::V,тыңлау,кывзыны
937,probieren::V,татыу,пешлыны
938,riechen::V,еҫкәү,дукавны
939,fühlen::V,тойоу,кывны
940,scheinen::V,кеүек күренеү,декуйтчыны
941,scheinen::V,тойолоу,декуйтчыны
942,zu sehen sein::V,күренеү,тыдавны
943,vernehmen::V,ишетеү,тӧдмавны
944,frieren::V,туңыү,гегдыны
945,tun::V,яһау,керны
946,tun::V,әшләү,керны
947,können::V,алыу,вермыны
948,können::V,мөмкин булыу,вермыны
949,wollen::V,теләү,мӧдны
950,anfangen::V,башлау,петны
951,beenden::V,бөтөрөү,ештӧтны
952,beenden::V,бөтөрөү,керыштны
953,beenden::V,тамамлау,ештӧтны
954,beenden::V,тамамлау,керыштны
955,aufhören::V,туктау,дугдыны
956,gelingen::V,уңышлы булыу,шогмыны
957,geraten::V,булып сығыу,мыччисьны
958,öffnen::V,асыу,осьтны
959,schließen::V,йомоу,пӧднавны
960,stellen::V,ҡуйыу,сувтӧтны
961,setzen::V,урынлаштырыу,пуксьӧтны
962,legen::V,һалыу,пуктыны
963,berühren::V,тейеү,вӧрзьӧтны
964,berühren::V,ҡағылыу,вӧрзьӧтны
965,verbinden::V,ҡушыу,йитны
966,verbinden::V,бәйләү,йитны
967,bedecken::V,ҡаплау,вевттьыны
968,aufhängen::V,элеү,ӧшӧтны
969,anzünden::V,тоҡандырыу,ӧзтыны
970,aufheben::V,мендереү,лэбтыны
971,zurücklassen::V,ҡалдырыу,кольны
972,verlieren::V,юғалтыу,ӧштыны
973,fallen lassen::V,төшөрөп ебәреү,уськӧтны
974,machen::V,яһау,керны
975,machen::V,эшләү,керны
976,herstellen::V,эшләп сығарыу,вӧчны
977,bauen::V,төҙөү,строитны
978,reparieren::V,төҙәтеү,вочны
979,verbessern::V,яҡшыртыу,бурсьӧтны
980,ändern::V,үҙгәртеү,вежны
981,graben::V,ҡаҙыу,гарйыны
982,beugen::V,бөгөү,кусіньтны
983,biegen::V,бөгөү,чукыльтыштны
984,drehen::V,өйрөлтөү,бергӧтны
985,drehen::V,әйләндереү,бергӧтны
986,wenden::V,әйләндереү,бергӧтны
987,umdrehen::V,түңкәреү,бергӧтны
988,heben::V,күтәреү,лэбтыны
989,heben::V,мендереү,лэбтыны
990,hochheben::V,күтәреү,лэбтыны
991,ergreifen::V,тотоп алыу,кватитны
992,halten::V,тотоу,видзны
993,drücken::V,ҡыҫыу,личкыны
994,schieben::V,этеү,тойлавны
995,schieben::V,төртөү,тойлавны
996,kratzen::V,ҡырыу,шаркӧтны
997,lecken::V,ялау,нювны
998,beißen::V,тешләү,йирны
999,abreißen::V,өҙөү,орӧтны
1000,abschneiden::V,ҡырҡыу,шӧрыштны
1001,abschneiden::V,ҡырҡыу,вундыштны
1002,binden::V,бәйләү,гӧрдззыны
1003,stecken::V,ҡаҙау,мӧртны
1004,brechen::V,боҙоу,жугдыны
1005,klopfen::V,шаҡылдау,зукӧтны
1006,hauen::V,туҡмау,желльыны
1007,kleben::V,йәбештереү,лякӧтны
1008,reiben::V,ыуыу,зыртны
1009,reiben::V,ышҡыу,зыртны
1010,streichen::V,яғыу,мавтны
1011,schleifen::V,үткерләү,кыскыны
1012,schneiden::V,ҡырҡыу,вундавны
1013,rütteln::V,һелкетеү,шатлавны
1014,schütteln::V,һелкетеү,зыбӧтны
1015,schwenken::V,болғау,ӧвтны
1016,schwenken::V,болғау,макайтны
1017,schütten::V,ҡойоу,кисьтны
1018,füllen::V,тултырыу,тыртны
1019,füllen::V,тултырыу,тырсьӧтны
1020,einwickeln::V,төрөү,тубны
1021,tragen::V,алып барыу,новйӧтны
1022,schleppen::V,һөйрәү,кыскыны
1023,ziehen::V,тартыу,кыскыны
1024,aufbewahren::V,һаҡлау,видзны
1025,werfen::V,ырғытыу,шентывлыны
1026,fangen::V,тотоу,кутны
1027,packen::V,етеү,кутасьны
1028,packen::V,етеү,кватитны
1029,packen::V,тотоп алыу,кутасьны
1030,packen::V,тотоп алыу,кватитны
1031,verstecken::V,йәшереү,дзебны
1032,teilen::V,бүлеү,торйӧтны
1033,schicken::V,ебәреү,иньдыны
1034,bringen::V,килтереү,вайны
1035,hinzufügen::V,өтәү,содтыны
1036,bekommen::V,алыу,получитны
1037,erhalten::V,алыу,получитны
1038,nehmen::V,алыу,босьтны
1039,wählen::V,һайлаү,бӧрйыны
1040,auswählen::V,һайлап алыу,бӧрйыны
1041,bewahren::V,һаҡлау,видзны
1042,behindern::V,тотҡарлыҡ яһау,падтыны
1043,verderben::V,боҙоу,изводавны
1044,beschädigen::V,боҙоу,паздыны
1045,zerbrechen::V,ҡыйратыу,паздыны
1046,zerreißen::V,йыртыу,косявны
1047,zerstören::V,емереү,паздыны
1048,verbrennen::V,үртәү,сотны
1049,geben::V,биреү,сетны
1050,reichen::V,биреү,сетны
1051,schenken::V,бүләк итеү,козьнавны
1052,versprechen::V,вәғәҙә биреү,кӧсйыны
1053,wünschen::V,теләу,бурсьыны
1054,loben::V,маҡтау,ошкыны
1055,küssen::V,үбеү,окавны
1056,wiegen::V,бәүетеү,тюттьӧтны
1057,wiegen::V,тирбәтеү,тюттьӧтны
1058,zudecken::V,ҡаплау,вевттьыны
1059,wecken::V,уятыу,саймӧтны
1060,zeigen::V,күрһәтеү,мыччавны
1061,führen::V,етәкләү,нуӧтны
1062,lehren::V,уҡытыу,велӧтны
1063,lehren::V,өйрәтеү,велӧтны
1064,unterrichten::V,уҡытыу,велӧтны
1065,aufziehen::V,тәрбиәле,быдтыны
1066,leiten::V,етәкләү,юравны
1067,leiten::V,етәкләү,веськӧтлыны
1068,leiten::V,етәкселек итеү,юравны
1069,leiten::V,етәкселек итеү,веськӧтлыны
1070,antreiben::V,ашыҡтырыу,тэрмӧтны
1071,lassen::V,мәжбүр итеү,-ӧтыны
1072,einladen::V,саҡырыу,корны
1073,vereinigen::V,берләштереү,ӧтувтны
1074,vereinigen::V,берләштереү,ӧтлаавны
1075,besuchen::V,килеп сығыу,пыравлыны
1076,treffen::V,тойоү,пантавны
1077,treffen::V,осратыу,пантавны
1078,treffen::V,ҡаршылау,пантавны
1079,sich versammeln::V,йыйылыу,ӧксьыны
1080,spielen::V,тартыу,орсны
1081,singen::V,йырлау,сьывны
1082,tanzen::V,бейеү,йӧктыны
1083,sich trennen::V,айырылышыу,торьясьны
1084,verlassen::V,ташлау,кольны
1085,verlassen::V,ташлап китеү,кольны
1086,retten::V,ҡотҡарыу,мынтны
1087,bewachen::V,һаҡлау,смекайтны
1088,schützen::V,һаҡлау,дорйыны
1089,verteidigen::V,яҡлау,дорйыны
1090,sich schlagen::V,һуғышыу,тышкасьны
1091,schießen::V,атыу,лыйны
1092,siegen::V,еңеү,вермыны
1093,ärgern::V,асыуландырыу,лӧгӧтны
1094,schlagen::V,бәреү,базнитны
1095,schlagen::V,туҡмау,базнитны
1096,treten::V,тибеү,чужьявны
1097,treten::V,типкеләү,чужьявны
1098,stechen::V,сәнсеү,бытшкыны
1099,stoßen::V,этеү,тапкыны
1100,stoßen::V,этеү,тойыштны
1101,stoßen::V,төртөү,тапкыны
1102,stoßen::V,төртөү,тойыштны
1103,stehlen::V,урлау,гусявны
1104,stören::V,ҡамасаулау,костіавны
1105,belästigen::V,бимазалау,назыляйтны
1106,belästigen::V,ҡамасаулау,назыляйтны
1107,verbergen::V,йәшереү,дзебны
1108,täuschen::V,ултыртыу,бӧбӧтны
1109,täuschen::V,ултыртыу,пӧрьявны
1110,betrügen::V,алдау,муклачитны
1111,töten::V,үлтереү,вийны
1112,wohnen::V,йәшәү,овны
1113,arbeiten::V,эшләү,уджавны
1114,sammeln::V,йыйыу,ӧктыны
1115,pflücken::V,өҙөү,судзлавны
1116,jagen::V,аулау,вӧравны
1117,fischen::V,аулау,чериавны
1118,fassen::V,тотоу,кутны
1119,hüten::V,көтөү,вердны
1120,hüten::V,көтөү,йирсьӧтны
1121,treiben::V,ҡыуыу,вашӧтны
1122,anbinden::V,бәйләү,кӧртавны
1123,füttern::V,ашатыу,вердны
1124,melken::V,һауыү,высьтыны
1125,melken::V,һауыү,чилькӧтны
1126,hacken::V,турау,керавны
1127,hacken::V,тапау,керавны
1128,gießen::V,ҡойоу,киськавны
1129,reifen::V,өлғөрөү,кисьмыны
1130,zubereiten::V,бешереү,лӧсьӧтны
1131,kochen::V,бешереү,пуны
1132,backen::V,бешереү,пӧжавны
1133,braten::V,ҡурыу,жаритны
1134,umrühren::V,ҡатнаштырыу,соравны
1135,stricken::V,бәйләү,домавны
1136,nähen::V,тегеү,вурны
1137,färben::V,буяу,краситны
1138,reinigen::V,таҙартыу,весӧтны
1139,waschen::V,йыуыу,пеславны
1140,abwischen::V,һөртөү,чышкыны
1141,spülen::V,сайҡау,гывьявны
1142,fegen::V,һепереү,чышкыны
1143,kehren::V,һепереү,чышкыны
1144,baden::V,һыу инеү,купайтчыны 
1145,sich waschen::V,йыуыныу,миссьыны
1146,ausziehen::V,сисеү,гыжтӧтны
1147,ausziehen::V,сисеү,пӧрччавны
1148,anziehen::V,кейеү,пасьтавны
1149,sich anziehen::V,кейенеү,пасьтасьны
1150,kämmen::V,тарау,сынавны
1151,schmücken::V,биҙәү,баситны
1152,sagen::V,әйтеү,висьтавны
1153,sprechen::V,әйтеү,шуны
1154,sprechen::V,һөйләшеү,шуны
1155,reden::V,һөйләшеү,баитны
1156,sich unterhalten::V,әңгәмәләшеү,сёрнитны
1157,fragen::V,һорау,юавны
1158,bitten::V,үтенеү,корны
1159,erzählen::V,һөйләү,висьтавны
1160,mitteilen::V,әйтеү,висьтавны
1161,nennen::V,атау,нимтны
1162,nennen::V,исемләү,нимтны
1163,rufen::V,саҡырыу,китсавны
1164,rufen::V,саҡырыу,корны
1165,rufen::V,саҡырыу,чукӧстны
1166,prahlen::V,маҡтаныу,ошшасьны
1167,prahlen::V,шапырыныу,ошшасьны
1168,übersetzen::V,тәржемә итеү,вуджӧтны
1169,denken::V,уйлау,чайтны
1170,glauben::V,ышаныу,веритны
1171,bemerken::V,күреү,казявны
1172,erkennen::V,таныу,тӧдсавны
1173,begreifen::V,аңлау,вежӧртны
1174,verstehen::V,аңлау,кывны
1175,lernen::V,өйрәнеү,велӧтчыны
1176,wissen::V,белеү,тӧдны
1177,sich erinnern an::V,хәтергә алыу,касьтывны
1178,vergessen::V,онотоу,вунӧтны
1179,messen::V,үлсәү,меряйтны
1180,zählen::V,һанау,лыддьыны
1181,rechnen::V,һанау,лыддьыны
1182,lesen::V,уҡыу,лыддьӧтны
1183,malen::V,һүрәт яһау,
1184,malen::V,рәсем төшөрөү,
1185,zeichnen::V,һүрәт яһау,гижмавны
1186,zeichnen::V,рәсем төшөрөү,гижмавны
1187,schreiben::V,яҙыу,гижны
1188,besitzen::V,биләү,лоны
1189,kaufen::V,һатып алыу,небны
1190,verkaufen::V,һатыу,вузавны
1191,bezahlen::V,түләү,вештыны
1192,zahlen::V,түләү,вештыны
1193,beherrschen::V,биләү,
1194,ertragen::V,түҙеү,терпитны
