,Concept_ID,de,av
173,Schwan::N,Schwan,хӏанкъва
174,Fisch::N,Fisch,ччугӏа
175,Barsch::N,Barsch,окунь
176,Hecht::N,Hecht,щука
177,Schlange[Tier]::N,Schlange,борохь
178,Wurm::N,Wurm,хӏапара
179,Spinne::N,Spinne,хъанхъра
180,Ameise::N,Ameise,цӏунцӏра
181,Laus::N,Laus,нацӏ
182,Mücke::N,Mücke,кӏкӏара
183,Fliege::N,Fliege,тӏутӏ
184,Schmetterling::N,Schmetterling,кӏалкӏучӏ
185,Beere::N,Beere,
186,Apfel::N,Apfel,гӏеч
187,Pilz::N,Pilz,гӏурдахӏан
188,Zwiebel::N,Zwiebel,кӏочӏопер
189,Saat::N,Saat,хьон
190,Korn::N,Korn,мугь
191,Heu::N,Heu,хер
192,Schale::N,Schale,хъал
193,Grube::N,Grube,гвенд
194,Falle::N,Falle,къор
195,Falle::N,Falle,къотен
196,Schlinge::N,Schlinge,кӏичӏ
197,Spur::N,Spur,лъалкӏ
198,Asche::N,Asche,рахъу
199,Dreck::N,Dreck,гъиз
200,Dreck::N,Dreck,хӏарщ
201,Eisen::N,Eisen,махх
202,Gold::N,Gold,месед
203,Silber::N,Silber,гӏарац
204,Kohle::N,Kohle,тӏурччи
205,Glas::N,Glas,цӏер
206,Lehm::N,Lehm,хӏатӏ
207,Sand::N,Sand,сали
208,Mensch::N,Mensch,чи
209,Mann::N,Mann,бихьинчи
210,Frau::N,Frau,гӏадан
211,Kind::N,Kind,лъимер
212,Junge::N,Junge,вас
213,Mädchen::N,Mädchen,яс
214,Familie::N,Familie,хъизан
215,Großvater::N,Großvater,кӏудада
216,Großmutter::N,Großmutter,кӏодо
217,Eltern::N,Eltern,эбел-эмен
218,Vater::N,Vater,эмен
219,Mutter::N,Mutter,эбел
220,Sohn::N,Sohn,вас
221,Tochter::N,Tochter,яс
222,Bruder::N,Bruder,вац
223,Schwester::N,Schwester,яц
224,Onkel::N,Onkel,даци
225,Tante::N,Tante,ада
226,Ehemann::N,Ehemann,рос
227,Ehefrau::N,Ehefrau,чӏужу
228,Freude::N,Freude,ракӏбохи
229,Gelächter::N,Gelächter,релъи
230,Glück::N,Glück,талихӏ
231,Glück::N,Glück,талихӏ-рохел
232,Kummer::N,Kummer,хӏалкъай
233,Wunsch::N,Wunsch,къасд
234,Lust::N,Lust,гъира
235,Geist::N,Geist,чӏанкӏ
236,Geist::N,Geist,рухӏ-жан
237,Gedanke::N,Gedanke,пикру
238,Gedächtnis::N,Gedächtnis,
239,Verstand::N,Verstand,лумалъи
240,Verstand::N,Verstand,цӏодорлъи
241,Sinn::N,Sinn,магӏна
242,Grund::N,Grund,багьана
243,Wahrheit::N,Wahrheit,ритӏухълъи
244,Gespräch::N,Gespräch,накъит
245,Märchen::N,Märchen,маргьа
246,Erzählung::N,Erzählung,къиса
247,Nachricht::N,Nachricht,хабар
248,Neuigkeit::N,Neuigkeit,хабар-гӏазаб
249,Name::N,Name,цӏар
250,Rätsel::N,Rätsel,бицанкӏо
251,Rede::N,Rede,речь
252,Rede::N,Rede,калам
253,Sprache::N,Sprache,мацӏ
254,Stimme::N,Stimme,гьаракь
255,Wort::N,Wort,рагӏи
256,Zeichen::N,Zeichen,ишара
257,Zeichen::N,Zeichen,гӏаламат
258,Ruf::N,Ruf,ахӏи
259,Lärm::N,Lärm,хъуй
260,Lärm::N,Lärm,хъуди
261,Laut::N,Laut,гьаракь
262,Laut::N,Laut,сас
263,Ton::N,Ton,
264,Lied::N,Lied,кечӏ
265,Ruhe::N,Ruhe,рахӏат
266,Leute::N,Leute,гӏадамал
267,Volk::N,Volk,халкъ
268,Arbeit::N,Arbeit,хӏалтӏи
269,Gast::N,Gast,гьобол
270,Geschenk::N,Geschenk,сайигъат
271,Spiel::N,Spiel,хӏай
272,Spiel::N,Spiel,расанди
273,Gesellschaft::N,Gesellschaft,жамагӏат
274,Hilfe::N,Hilfe,кумек
275,Freund::N,Freund,гьудул
276,Kamerad::N,Kamerad,гьалмагъ
277,Angelegenheit::N,Angelegenheit,къваригӏел
278,Anzahl::N,Anzahl,рикӏкӏен
279,Art::N,Art,жинс
280,Stück::N,Stück,кесек
281,Teil::N,Teil,пай
282,Hälfte::N,Hälfte,бащдаб
283,Kreis::N,Kreis,гор
284,Kreuz::N,Kreuz,хъанч
285,Linie::N,Linie,мухъ
286,Strich::N,Strich,хӏучч
287,Abstand::N,Abstand,манзил
288,Entfernung::N,Entfernung,манзил
289,Gegend::N,Gegend,рахъ
290,Platz::N,Platz,бакӏ
291,Ort::N,Ort,бакӏ
292,Seite::N,Seite,рахъ
293,Mitte::N,Mitte,бакьулъбакӏ
294,Gegenstand::N,Gegenstand,жо
295,Sache::N,Sache,жо
296,Rand::N,Rand,мицӏир
297,Kante::N,Kante,рагӏал
298,Kante::N,Kante,рагӏа-ракьан
299,Ecke::N,Ecke,цили
300,Spitze::N,Spitze,тӏогь
301,Ende::N,Ende,кӏал
302,Loch::N,Loch,каратӏ
303,Winkel::N,Winkel,
304,Muster::N,Muster,накъиш
305,Größe::N,Größe,кӏодо́лъи
306,Länge::N,Länge,халалъи
307,Höhe::N,Höhe,борхалъи
308,Gewicht::N,Gewicht,бакӏлъи
309,Menge::N,Menge,
310,Haufen::N,Haufen,гъуни
311,Reihe::N,Reihe,ирга́
312,Boot::N,Boot,раса
313,Ruder::N,Ruder,раххан
314,Schlitten::N,Schlitten,чанагъ
315,Ski::N,Ski,лыжаби
316,Lagerfeuer::N,Lagerfeuer,цӏа
317,Last::N,Last,бакӏлъи
318,Gang::N,Gang,хьвади
319,Gang::N,Gang,хьвада-чӏвади
320,Schritt::N,Schritt,гали
321,Norden::N,Norden,шимал
322,Süden::N,Süden,юг
323,Süden::N,Süden,къибла
324,Westen::N,Westen,гъарб
325,Westen::N,Westen,магъриб
326,Osten::N,Osten,шаркъ
327,Osten::N,Osten,машрикъ
328,Holz::N,Holz,цӏул
329,Brett::N,Brett,хъарщи
330,Platte::N,Platte,къоно
331,Stütze::N,Stütze,
332,Stange::N,Stange,гӏер
333,Stock::N,Stock,тӏил
334,Stab::N,Stab,гӏер
335,Rohr::N,Rohr,турба
336,Haus::N,Haus,ригь
337,Haus::N,Haus,рукъзал
338,Heim::N,Heim,рукъ
339,Ofen::N,Ofen,печь
340,Fußboden::N,Fußboden,чӏабар
341,Tisch::N,Tisch,стол
342,Stuhl::N,Stuhl,бакӏу
343,Wiege::N,Wiege,кини
344,Bett::N,Bett,кровать
345,Regal::N,Regal,хъарщи
346,Kiste::N,Kiste,ящик
347,Kiste::N,Kiste,тӏалагъуд
348,Fenster::N,Fenster,гордо
349,Tür::N,Tür,нуцӏа
350,Tor::N,Tor,каву
351,Zaun::N,Zaun,раци
352,Dach::N,Dach,тӏох
353,Leiter::N,Leiter,мали
354,Besen::N,Besen,жул
355,Spaten::N,Spaten,бел
356,Schaufel::N,Schaufel,раххан
357,Gabel::N,Gabel,гӏучӏ
358,Löffel::N,Löffel,гъуд
359,Messer::N,Messer,нус
360,Nagel::N,Nagel,магӏ
361,Netz::N,Netz,гьин
362,Haken::N,Haken,гъанцӏа
363,Griff::N,Griff,гӏоркь
364,Schloss::N,Schloss,кӏулал
365,Bild::N,Bild,сурат
366,Figur::N,Figur,
367,Puppe::N,Puppe,нани
368,Beutel::N,Beutel,таргьа
369,Bündel::N,Bündel,къай
370,Tasche::N,Tasche,сумка
371,Tasche::N,Tasche,къвачӏа
372,Eimer::N,Eimer,ведро
373,Deckel::N,Deckel,тӏалъел
374,Deckel::N,Deckel,дадитӏалъел
375,Geschirr::N,Geschirr,цӏарагӏ
376,Sack::N,Sack,хъап
377,Sack::N,Sack,къандалъо
378,Tasse::N,Tasse,чашка
379,Topf::N,Topf,хьаг
380,Kessel::N,Kessel,хьаг
381,Kessel::N,Kessel,гереги
382,Essen::N,Essen,тӏагӏам
383,Nahrung::N,Nahrung,квен
384,Speise::N,Speise,квен
385,Fleisch::N,Fleisch,гьан
386,Getreide::N,Getreide,бугӏа-ролъ
387,Getreide::N,Getreide,могьолабл_культураби
388,Brei::N,Brei,карщ
389,Brot::N,Brot,чед
390,Scheibe::N,Scheibe,мочӏу
391,Fett::N,Fett,беэнлъи
392,Butter::N,Butter,нах
393,Öl::N,Öl,нах
394,Salz::N,Salz,цӏам
395,Suppe::N,Suppe,чурпа
396,Honig::N,Honig,гьоцӏо
397,Milch::N,Milch,рахь
398,Tee::N,Tee,чай
399,Leder::N,Leder,тӏом
400,Wolle::N,Wolle,квас
401,Stoff::N,Stoff,ххам
402,Nadel::N,Nadel,рокӏкӏен
403,Faden::N,Faden,кун
404,Knopf::N,Knopf,маргъал
405,Knoten::N,Knoten,гарацӏ
406,Farbe::N,Farbe,релъен
407,Kleidung::N,Kleidung,ретӏел
408,Hemd::N,Hemd,гурде
409,Kragen::N,Kragen,габур
410,Ärmel::N,Ärmel,къвал
411,Hose::N,Hose,тӏажу
412,Gürtel::N,Gürtel,рачел
413,Mütze::N,Mütze,тӏагъур
414,Schuh::N,Schuh,
415,Stiefel::N,Stiefel,этек
416,Stiefel::N,Stiefel,чакма
417,Ring::N,Ring,баргъич
418,Band::N,Band,лента
419,Kamm::N,Kamm,гьоркьо
420,Spiegel::N,Spiegel,матӏу
421,Riemen::N,Riemen,рижу
422,Schnur::N,Schnur,
423,Leine::N,Leine,
424,Decke::N,Decke,одея́ло
425,Kissen::N,Kissen,къандалъо
426,Tuch::N,Tuch,квархьи
427,Handtuch::N,Handtuch,беркӏалрацӏцӏ
428,Kraft::N,Kraft,гуч
429,Kraft::N,Kraft,къуват
430,Stärke::N,Stärke,хӏалкӏвей
431,Gesundheit::N,Gesundheit,сахлъи́
432,Krankheit::N,Krankheit,унти
433,Krankheit::N,Krankheit,щокълъи
434,Schmerz::N,Schmerz,унти
435,Wunde::N,Wunde,ругъун
436,Fieber::N,Fieber,цӏа-кан
437,Arznei::N,Arznei,дару
438,Brücke::N,Brücke,кьо
439,Brunnen::N,Brunnen,гъуй
440,Weide::N,Weide,рицӏцӏ
441,Weide::N,Weide,лъичӏирма
442,Weide::N,Weide,гӏурдаллъи
443,Weide::N,Weide,ри́цӏигъветӏ
444,Weide::N,Weide,рицӏцӏигъветӏ
445,Pfad::N,Pfad,сухъмахъ
446,Weg::N,Weg,нух
447,Straße::N,Straße,нух
448,Dorf::N,Dorf,росу
449,Stadt::N,Stadt,шагьар
450,Brief::N,Brief,кагъат
451,Brief::N,Brief,рисалат
452,Buch::N,Buch,тӏехь
453,Buchstabe::N,Buchstabe,хӏарп
454,Zeitung::N,Zeitung,газет
455,Leben::N,Leben,яшав
456,Tod::N,Tod,хвел
457,Grab::N,Grab,хоб
458,Kirche::N,Kirche,килиса
459,Sünde::N,Sünde,хӏакъ
460,Sünde::N,Sünde,мунагь
461,Gott::N,Gott,бичас
462,Gott::N,Gott,аллагь
463,Arbeiter::N,Arbeiter,хӏалтӏухъан
464,Chef::N,Chef,хӏаким
465,Chef::N,Chef,начальник
466,Meister::N,Meister,устар
467,Meister::N,Meister,мастер
468,Meister::N,Meister,махщалилав
469,Arzt::N,Arzt,жайрахӏ
470,Lehrer::N,Lehrer,мугӏалим
471,Geld::N,Geld,гӏарац
472,Geschäft::N,Geschäft,
473,Laden::N,Laden,тукен
474,Preis::N,Preis,багьа
475,Ware::N,Ware,къайи
476,Nutzen::N,Nutzen,мунпагӏат
477,Reichtum::N,Reichtum,бечелъи
478,Welt::N,Welt,дуниял
479,Land::N,Land,улка
480,Land::N,Land,икълим
481,Staat::N,Staat,пачалихъ
482,König::N,König,пача
483,König::N,König,малик
484,König::N,König,къирал
485,König::N,König,падишагь
486,Macht::N,Macht,кверщел
487,Grenze::N,Grenze,гӏорхъи
488,Krieg::N,Krieg,рагъ
489,Feind::N,Feind,тушман
490,Gewalt::N,Gewalt,зулму
491,Kampf::N,Kampf,къеркьей
492,Bogen[Waffe]::N,Bogen,газаргъо
493,Pfeil::N,Pfeil,чӏор
494,Gewehr::N,Gewehr,туманкӏ
495,Fehler::N,Fehler,гъалатӏ
496,Lüge::N,Lüge,гьереси
497,Schaden::N,Schaden,зиян
498,Schaden::N,Schaden,зарал
499,Unglück::N,Unglück,балагь
500,Schuld::N,Schuld,гӏайиб
501,Alter::N,Alter,гӏумру
502,Schluss::N,Schluss,ахир
503,Zeit::N,Zeit,заман
504,Tag::N,Tag,къо
505,Morgen::N,Morgen,радалмех
506,Mittag::N,Mittag,къадемех
507,Abend::N,Abend,релъедамех
508,Nacht::N,Nacht,сордо
509,Woche::N,Woche,анкь
510,Monat::N,Monat,моцӏ
511,Jahr::N,Jahr,сон
512,Jahr::N,Jahr,лъагӏел
513,Frühling::N,Frühling,их
514,Sommer::N,Sommer,рии
515,Herbst::N,Herbst,хасалихълъи
516,Winter::N,Winter,кьин
517,Januar::N,Januar,январь
518,Februar::N,Februar,февра́ль
519,März::N,März,март
520,April::N,April,апрель
521,Mai::N,Mai,май
522,Juni::N,Juni,июнь
523,Juli::N,Juli,июль
524,August::N,August,август
525,September::N,September,сентябрь
526,Oktober::N,Oktober,октябрь
527,November::N,November,ноябрь
528,Dezember::N,Dezember,декабрь
529,Montag::N,Montag,итни
530,Dienstag::N,Dienstag,талат
531,Mittwoch::N,Mittwoch,арбагӏ
532,Donnerstag::N,Donnerstag,хамиз
533,Freitag::N,Freitag,рузман
534,Samstag::N,Samstag,щамат
535,Sonntag::N,Sonntag,гьатӏан
536,groß::A,groß,кӏудияб
537,klein::A,klein,гьитӏинаб
538,lang::A,lang,халатаб
539,kurz::A,kurz,къокъаб
540,breit::A,breit,гӏебаб
541,schmal::A,schmal,къваридаб
542,dicht::A,dicht,ризаб
543,dick[Gegenstand]::A,dick,бицатаб
544,dünn::A,dünn,тӏеренаб
545,fein::A,fein,тӏеренаб
546,fest::A,fest,къвакӏараб
547,flach::A,flach,чӏепараб
548,glatt::A,glatt,цӏвакараб
549,hart::A,hart,кьварараб
550,weich::A,weich,тамахаб
551,rund::A,rund,гургинаб
552,spitz::A,spitz,бегӏераб
553,scharf::A,scharf,рекӏараб
554,stumpf::A,stumpf,тӏехӏараб
555,stumpf::A,stumpf,рекӏинчӏеб
556,schwer::A,schwer,бакӏаб
557,schön::A,schön,берцинаб
558,heiß::A,heiß,лагьараб
559,warm::A,warm,хинаб
560,kalt::A,kalt,квачараб
561,kühl::A,kühl,квачараб
562,frisch::A,frisch,цӏияб
563,feucht::A,feucht,рагьараб
564,nass::A,nass,би́ччараб
565,trocken::A,trocken,бакъвараб
566,voll::A,voll,
567,leer::A,leer,чӏобогояб
568,offen::A,offen,рагьараб
569,geschlossen::A,geschlossen,рахараб-къараб
570,sauber::A,sauber,бацӏцӏадаб
571,schmutzig::A,schmutzig,гъизараб
572,roh::A,roh,хамаб
573,roh::A,roh,гӏатӏгояб
574,reif::A,reif,барщараб
575,lecker::A,lecker,тӏагӏамаб
576,süß::A,süß,гьуинаб
577,bitter::A,bitter,кьогӏаб
578,sauer::A,sauer,цӏекӏаб
579,hell::A,hell,канаб
580,dunkel::A,dunkel,бецӏаб
581,schwarz::A,schwarz,чӏегӏераб
582,weiß::A,weiß,хъахӏаб
583,rot::A,rot,багӏараб
584,gelb::A,gelb,гӏобилаб
585,gelb::A,gelb,тӏогьилаб
586,blau::A,blau,хъахӏилаб
587,grün::A,grün,гӏурччинаб
588,grau::A,grau,накӏкӏуяб
589,bunt::A,bunt,къвекӏаб
590,bunt::A,bunt,чара-гъараб
591,billig::A,billig,учузаб
592,teuer::A,teuer,хири́яб
593,wertvoll::A,wertvoll,къиматаб
594,blind::A,blind,беццаб
595,taub::A,taub,гъугъаб
596,kräftig::A,kräftig,гучаб
597,stark::A,stark,къуватаб
598,schwach::A,schwach,гӏажизаб
599,fett::A,fett,кьарияб
600,schlank::A,schlank,чергесаб
601,hübsch::A,hübsch,гьайбатаб
602,böse::A,böse,ракӏквешаб
603,dumm::A,dumm,гьагаб
604,dumm::A,dumm,гӏантаб
605,faul::A,faul,кӏохӏалаб
606,faul::A,faul,кӏухӏа́лаб
607,fleißig::A,fleißig,хӏаракатаб
608,geizig::A,geizig,къарумаб
609,klug::A,klug,лумияб
610,geschickt::A,geschickt,махщел бугев
611,lieb::A,lieb,гӏазизаб
612,lustig::A,lustig,кепаб
613,sanft::A,sanft,хӏалимаб
614,sanft::A,sanft,хӏере́наб
615,hungrig::A,hungrig,бакъараб
616,krank::A,krank,щокъаб
617,krank::A,krank,унтараб
618,nackt::A,nackt,гӏицӏаб
619,nackt::A,nackt,чӏанкӏараб
620,traurig::A,traurig,пашманаб
621,lebendig::A,lebendig,чӏагояб
622,gut::A,gut,лъикӏаб
623,schlecht::A,schlecht,къадараб
624,richtig::A,richtig,битӏараб
625,schlimm::A,schlimm,нажасаб
626,schlimm::A,schlimm,къабихӏаб
627,wahr::A,wahr,хӏакъаб
628,wahr::A,wahr,битӏараб
629,alt::A,alt,басрияб
630,neu::A,neu,цӏияб
631,ehemalig::A,ehemalig,цебе́госеб
632,alt[Lebewesen]::A,alt,хераб
633,jung::A,jung,тӏинчӏаб
634,jung::A,jung,гӏолохъанаб
635,arm::A,arm,пакъираб
636,reich::A,reich,бечедаб
637,bekannt::A,bekannt,лъалеб
638,berühmt::A,berühmt,машгьураб
639,fremd::A,fremd,чияр
640,verschieden::A,verschieden,батӏи-батӏияб
641,nah::A,nah,гӏагарда бугеб
642,fern::A,fern,рикӏкӏадаб
643,linker::A,linker,квегӏаб
644,rechter::A,rechter,кваранаб
645,anderer::A,anderer,батӏияб
646,erster::A,erster,тӏоцебесеб
647,zweiter::A,zweiter,кӏиабилеб
648,dritter::A,dritter,лъабабилеб
649,letzter::A,letzter,ахирисеб
650,allein::ADV,allein,ялгъузго
651,auf einmal::ADV,auf einmal,цихӏинтӏаго
652,zusammen::ADV,zusammen,цойида
653,lange::ADV,lange,
654,plötzlich::ADV,plötzlich,цойидасанго
655,sofort::ADV,sofort,гьебсагӏат
656,später::ADV,später,
657,jetzt::ADV,jetzt,гьанже
658,heute::ADV,heute,жакъа
659,morgen::ADV,morgen,метер
660,bald::ADV,bald,гьабсагӏаталъ
661,dann::ADV,dann,цинги
662,gestern::ADV,gestern,сон
663,einst::ADV,einst,цин
664,damals::ADV,damals,гьебмехалъ
665,damals::ADV,damals,гьебмехалда
666,danach::ADV,danach,цинги
667,danach::ADV,danach,хадуса
668,vorher::ADV,vorher,цебе
669,zuerst::ADV,zuerst,тӏоцебе
670,einmal::ADV,einmal,цинцӏул
671,einmal::ADV,einmal,цихӏин
672,einmal::ADV,einmal,цоцӏул
673,manchmal::ADV,manchmal,олоцӏул
674,oft::ADV,oft,гӏемерго
675,immer::ADV,immer,кидаго
676,niemals::ADV,niemals,киданиги
677,hier::ADV,hier,аниб
678,hierhin::ADV,hierhin,анибехун
679,von hier::ADV,von hier,гьаниса
680,dort::ADV,dort,гьениб
681,dorthin::ADV,dorthin,гьадаба
682,geradeaus::ADV,geradeaus,битӏутӏа
683,vorwärts::ADV,vorwärts,цебехун
684,rückwärts::ADV,rückwärts,нахъ-нахъ
685,zurück::ADV,zurück,нахъе
686,unten::ADV,unten,ахакь
687,unten::ADV,unten,гъоркь
688,hinab::ADV,hinab,эхебе
689,oben::ADV,oben,тӏад
690,oben::ADV,oben,тӏадехун
691,hinauf::ADV,hinauf,эхеде
692,überall::ADV,überall,кибго
693,nicht::ADV,nicht,
694,ein wenig::ADV,ein wenig,дагьабго
695,kaum::ADV,kaum,хӏалалъ
696,sehr::ADV,sehr,кутакалда
697,so::ADV,so,гьедин
698,noch::ADV,noch,жеги
699,nur::ADV,nur,гӏӣцӏго
700,schon::ADV,schon,
701,wieder::ADV,wieder,на́хъеги
702,vergebens::ADV,vergebens,чӏалгӏаде
703,vor::PRP,vor,цебе
704,hinter::PRP,hinter,хадуса
705,unter::PRP,unter,ахакь
706,unter::PRP,unter,гъоркь
707,durch::PRP,durch,
708,neben::PRP,neben,аскӏо
709,zwischen::PRP,zwischen,гьоркьоб
710,wegen::PRP,wegen,гьелда
711,dies::PRN,dies,гьаб
712,dies::PRN,dies,гьеб
713,das::PRN,das,доб
714,alles::PRN,alles,
715,ich::PRN,ich,дун
716,du::PRN,du,дуца
717,er::PRN,er,доб
718,wir::PRN,wir,ниж
719,ihr::PRN,ihr,нуж
720,sie::PRN,sie,дол
721,sie::PRN,sie,эл
722,was::FPRN,was,щиб
723,wer::FPRN,wer,щиб
724,wo::FADV,wo,киб
725,wo::FADV,wo,кибехун
726,wohin::FADV,wohin,кибехун
727,wie::FADV,wie,кин
728,warum::FADV,warum,щай
729,wieviel::FNUM,wieviel,кигӏан
730,eins::NUM,eins,цо
731,zwei::NUM,zwei,кӏиго
732,drei::NUM,drei,лъабго
733,vier::NUM,vier,ункъо
734,fünf::NUM,fünf,щуго
735,sechs::NUM,sechs,анлъго
736,sieben::NUM,sieben,анкьго
737,acht::NUM,acht,микьго
738,neun::NUM,neun,ичӏго
739,zehn::NUM,zehn,анцӏго
740,elf::NUM,elf,анцӏила цо
741,zwölf::NUM,zwölf,кӏиго-анцӏила
742,zwanzig::NUM,zwanzig,къого
