,Concept_ID,tr,ta
327,Ort::N,yer,இடம்
328,Seite::N,yan,பக்கம்
329,Seite::N,taraf,பக்கம்
330,Mitte::N,orta,இடைப்பகுதி
331,Mitte::N,merkez,இடைப்பகுதி
332,Gegenstand::N,şey,உருப்படி
333,Sache::N,iş,பொருள்
334,Sache::N,şey,பொருள்
335,Rand::N,kenar,தொங்கு
336,Kante::N,kenar,விளிம்பு
337,Ecke::N,köşe,மூலை
338,Spitze::N,uç,முனை
339,Spitze::N,baş,முனை
340,Ende::N,uç,முடிவு
341,Loch::N,oyuk,துளை
342,Loch::N,delik,துளை
343,Winkel::N,köşe,கோணம்
344,Muster::N,örnek,பாங்கு
345,Größe::N,büyüklük,அளவு
346,Länge::N,uzunluk,நீளம்
347,Höhe::N,yükseklik,உயரம்
348,Gewicht::N,ağırlık,எடை
349,Menge::N,miktar,தொகை
350,Haufen::N,küme,குவியல்
351,Haufen::N,yığın,குவியல்
352,Reihe::N,sıra,வரிசை
353,Boot::N,kayık,படகு
354,Boot::N,sandal,படகு
355,Ruder::N,kürek,துடுப்பு
356,Schlitten::N,kızak,சகடையிலா வண்டி
357,Ski::N,kayak,பனிச் சறுக்கல்
358,Lagerfeuer::N,kamp ateşi,மூட்டம்
359,Last::N,yük,பாரம்
360,Gang::N,gidiş,நடை
361,Gang::N,yürüyüş,நடை
362,Schritt::N,adım,காலடி
363,Norden::N,kuzey,வடக்கு
364,Süden::N,güney,தெற்கு
365,Westen::N,batı,மேற்கு திசை
366,Osten::N,doğu,கிழக்கு
367,Holz::N,ağaç,மரக்கட்டை
368,Holz::N,tahta,மரக்கட்டை
369,Brett::N,tahta,பலகை
370,Platte::N,levha,பலகம்
371,Stütze::N,dayak,அடைப்புகன்
372,Stütze::N,destek,அடைப்புகன்
373,Stange::N,çubuk,கம்பம்
374,Stock::N,sopa,குச்சி
375,Stock::N,değnek,குச்சி
376,Stab::N,sırık,கம்பு
377,Stab::N,baston,கம்பு
378,Rohr::N,boru,குழாய்
379,Haus::N,ev,வீடு
380,Heim::N,ev,வீடு
381,Heim::N,yurt,வீடு
382,Ofen::N,soba,அடுப்பு
383,Fußboden::N,taban,தரை
384,Fußboden::N,döşeme,தரை
385,Tisch::N,masa,மேசை
386,Stuhl::N,iskemle,நாற்காலி
387,Stuhl::N,sandalye,நாற்காலி
388,Wiege::N,beşik,தொட்டில்
389,Bett::N,yatak,படுக்கை
390,Regal::N,raf,அலமாரி
391,Kiste::N,sandık,பெட்டி
392,Fenster::N,pencere,சாளரம்
393,Tür::N,kapı,கதவு
394,Tor::N,kapı,வாசற்கதவு
395,Zaun::N,çit,வேலி
396,Dach::N,dam,கூரை
397,Dach::N,çatı,கூரை
398,Leiter::N,merdiven,ஏணி
399,Besen::N,süpürge,விளக்குமாறு
400,Spaten::N,bel,மண்வெட்டி
401,Schaufel::N,kürek,அடிதண்டா
402,Gabel::N,çatal,முட்கரண்டி
403,Löffel::N,kaşık,கரண்டி
404,Messer::N,bıçak,கத்தி
405,Nagel::N,çivi,ஆணி
406,Netz::N,ağ,வலை
407,Haken::N,çengel,கொக்கி
408,Griff::N,kulp,கைப்பிடி
409,Griff::N,tutamak,கைப்பிடி
410,Schloss::N,kilit,பூட்டு
411,Bild::N,imaj,படம்
412,Bild::N,resim,படம்
413,Figur::N,şekil,எண்ணிக்கை
414,Figur::N,heykel,எண்ணிக்கை
415,Puppe::N,kukla,பொம்மை
416,Beutel::N,kese,பை
417,Beutel::N,torba,பை
418,Bündel::N,deste,பொதி
419,Tasche::N,çanta,பை
420,Eimer::N,kova,வாளி
421,Deckel::N,kapak,உறை
422,Geschirr::N,kap kacak,பாத்திரம்
423,Sack::N,torba,பை
424,Tasse::N,fincan,கிண்ணம்
425,Topf::N,tencere,பானை
426,Kessel::N,kazan,கெண்டி
427,Essen::N,yemek,உணவருந்துதல்
428,Nahrung::N,gıda,உணவு
429,Nahrung::N,besin,உணவு
430,Speise::N,yemek,உணவு வகை
431,Fleisch::N,et,இறைச்சி
432,Getreide::N,tahıl,மக்காச்சோளம்
433,Getreide::N,hububat,மக்காச்சோளம்
434,Brei::N,ezme,கஞ்சி
435,Brot::N,ekmek,ரொட்டி
436,Scheibe::N,dilim,துண்டு
437,Fett::N,yağ,கொழுப்பு
438,Butter::N,tereyağı,வெண்ணெய்
439,Öl::N,yağ,எண்ணெய்
440,Öl::N,akar yağ,எண்ணெய்
441,Salz::N,tuz,உப்பு
442,Suppe::N,çorba,ரசம்
443,Honig::N,bal,தேன்
444,Milch::N,süt,பால்
445,Tee::N,çay,தெனீர்
446,Leder::N,deri,பதம் செய்யப்பட்ட தோல்
447,Leder::N,meşin,பதம் செய்யப்பட்ட தோல்
448,Wolle::N,yün,கம்பளி
449,Stoff::N,kumaş,துணி
450,Nadel::N,iğne,ஊசி
451,Faden::N,tire,நூல்
452,Faden::N,iplik,நூல்
453,Knopf::N,düğme,பொத்தான்
454,Knoten::N,düğüm,முடிச்சு
455,Farbe::N,boya,வண்ணக் குழம்பு
456,Kleidung::N,giyim,ஆடைகள்
457,Hemd::N,gömlek,சட்டை
458,Kragen::N,yaka,கழுத்துப் பட்டை
459,Ärmel::N,yen,சட்டைக்கை
460,Ärmel::N,elbise kolu,சட்டைக்கை
461,Hose::N,pantolon,கால்சட்டை
462,Gürtel::N,kuşak,பெல்ட்
463,Mütze::N,bere,தொப்பி
464,Mütze::N,kasket,தொப்பி
465,Schuh::N,kundura,காலணி
466,Schuh::N,ayakkabı,காலணி
467,Stiefel::N,çizme,காலணி
468,Ring::N,yüzük,மோதிரம்
469,Band::N,bağ,நாடா
470,Band::N,şerit,நாடா
471,Kamm::N,tarak,கீப்பு
472,Spiegel::N,ayna,ஆடி
473,Spiegel::N,ayna,கண்ணாடி
474,Riemen::N,kayış,வார்
475,Schnur::N,ip,கயிறு
476,Schnur::N,sicim,கயிறு
477,Leine::N,kayış,தோல்வார்
478,Decke::N,örtü,போர்வை
479,Decke::N,yorgan,போர்வை
480,Kissen::N,yastık,தலையணை
481,Tuch::N,bez,துணி
482,Handtuch::N,havlu,தண்டு
483,Kraft::N,güç,நிர்பந்தம்
484,Kraft::N,kuvvet,நிர்பந்தம்
485,Stärke::N,kuvvet,பலம்
486,Gesundheit::N,sağlık,ஆரோக்கியம்
487,Krankheit::N,hastalık,நோய்
488,Schmerz::N,ağrı,வலி
489,Schmerz::N,sancı,வலி
490,Wunde::N,yara,காயம்
491,Fieber::N,ateş,காய்ச்சல்
492,Arznei::N,ilâç,மருந்து
493,Brücke::N,köprü,பாலம்
494,Brunnen::N,kuyu,கேணி
495,Brunnen::N,çeşme,கேணி
496,Weide::N,otlak,மேய்ச்சல் நிலம்
497,Pfad::N,patika,நடை வழி
498,Pfad::N,keçiyolu,நடை வழி
499,Weg::N,yol,வழி
500,Straße::N,yol,சாலை
501,Straße::N,cadde,சாலை
502,Dorf::N,köy,கிராமம்
503,Stadt::N,kent,நகரம்
504,Stadt::N,şehir,நகரம்
505,Brief::N,mektup,கடிதம்
506,Buch::N,kitap,புத்தகம்
507,Buchstabe::N,harf,எழத்து
508,Zeitung::N,gazete,செய்தித்தாள்
509,Leben::N,hayat,வாழ்க்கை
510,Tod::N,ölüm,மரணம்
511,Grab::N,kabir,சமாதி
512,Kirche::N,kilise,தேவாலயம்
513,Sünde::N,günah,பாவம்
514,Gott::N,tanrı,கடவுள்
515,Arbeiter::N,işçi,தொழிலாளி
516,Chef::N,şef,மேலாளர்
517,Chef::N,müdür,மேலாளர்
518,Meister::N,usta,தலைவன்
519,Arzt::N,hekim,மருத்துவர்
520,Arzt::N,doktor,மருத்துவர்
521,Lehrer::N,hoca,ஆசிரியர்
522,Lehrer::N,öğretmen,ஆசிரியர்
523,Geld::N,para,பணம்
524,Geschäft::N,ticaret,வாணிபம்
525,Laden::N,dükkân,கடை
526,Preis::N,fiyat,விலை
527,Ware::N,mal,சாமன்கள்
528,Nutzen::N,fayda,இலாபம்
529,Reichtum::N,servet,சொத்து
530,Reichtum::N,zenginlik,சொத்து
531,Welt::N,dünya,உலகம்
532,Land::N,ülke,நாடு
533,Staat::N,devlet,நாடு
534,König::N,kral,அரசன்
535,Macht::N,kudret,அதிகாரம்
536,Macht::N,iktidar,அதிகாரம்
537,Grenze::N,had,எல்லை
538,Grenze::N,sınır,எல்லை
539,Krieg::N,savaş,போர்
540,Feind::N,düşman,எதிரி
541,Gewalt::N,zor,வன்முறை
542,Gewalt::N,cebir,வன்முறை
543,Kampf::N,savaş,போராட்டம்
544,Bogen[Waffe]::N,yay,வில்
545,Pfeil::N,ok,அம்பு
546,Gewehr::N,tüfek,துப்பாக்கி
547,Fehler::N,hata,தவறு
548,Fehler::N,yanlış,தவறு
549,Lüge::N,yalan,பொய்
550,Schaden::N,zarar,சேதாரம்
551,Unglück::N,felâket,இடையூறு
552,Unglück::N,talihsizlik,இடையூறு
553,Schuld::N,suç,குற்றம்
554,Schuld::N,kabahat,குற்றம்
555,Alter::N,yaş,வயது
556,Schluss::N,son,முடிவு
557,Zeit::N,zaman,காலம்
558,Tag::N,gün,நாள்
559,Morgen::N,sabah,காலை நேரம்
560,Mittag::N,öğle,மதியம்
561,Abend::N,akşam,மாலைப் பொழுது
562,Nacht::N,gece,இரவு
563,Woche::N,hafta,வாரம்
564,Monat::N,ay,மாதம்
565,Jahr::N,yıl,வருடம்
566,Jahr::N,sene,வருடம்
567,Frühling::N,ilkbahar,வசந்தம்
568,Sommer::N,yaz,கோடை
569,Herbst::N,güz,இலையுதிர் காலம்
570,Herbst::N,sonbahar,இலையுதிர் காலம்
571,Winter::N,kış,குளிர்காலம்
572,Januar::N,ocak,ஜனவரி
573,Februar::N,şubat,பிபரவரி மாதம்
574,März::N,mart,மார்ச் மாதம்
575,April::N,nisan,ஏப்ரல் மாதம்
576,Mai::N,mayıs,மே மாதம்
577,Juni::N,haziran,ஜூன் மாதம்
578,Juli::N,temmuz,ஜூலை மாதம்
579,August::N,ağustos,ஆகஸ்ட் மாதம்
580,September::N,eylül,செப்டம்பர் மாதம்
581,Oktober::N,ekim,அக்டோபர் மாதம்
582,November::N,kasım,நவம்பர் மாதம்
583,Dezember::N,aralık,டிசம்பர்
584,Montag::N,pazartesi,திங்கட் கிழமை
585,Dienstag::N,salı,செவ்வாய்க்கிழமை
586,Mittwoch::N,çarşamba,புதன் கிழமை
587,Donnerstag::N,perşembe,வியாழக் கிழமை
588,Freitag::N,cuma,வெள்ளிக்கிழமை
589,Samstag::N,cumartesi,சனிக்கிழமை
590,Sonntag::N,pazar,ஞாயிறுக் கிழமை
591,groß::A,büyük,பெரிய
592,klein::A,ufak,சிறிய
593,klein::A,küçük,சிறிய
594,lang::A,uzun,நீண்ட
595,kurz::A,kısa,குட்டையான
596,breit::A,enli,அகலமான
597,breit::A,geniş,அகலமான
598,schmal::A,dar,குறுகலான
599,dicht::A,sık,அடர்த்தியான
600,dicht::A,yoğun,அடர்த்தியான
601,dick[Gegenstand]::A,kalın,தடித்த
602,dick[Gegenstand]::A,iri,தடித்த
603,dünn::A,ince,சன்னமான
604,fein::A,ince,மெல்லிய
605,fein::A,narin,மெல்லிய
606,fest::A,sabit,உறுதியாள
607,fest::A,sağlam,உறுதியாள
608,flach::A,düz,தட்டையான
609,flach::A,yassı,தட்டையான
610,glatt::A,düz,வழுவழுப்பான
611,hart::A,katı,கடினமான
612,weich::A,yumuşak,மென்மையான
613,rund::A,yuvarlak,உருண்டையான
614,spitz::A,sivri,திகந்தமாக
615,scharf::A,keskin,கூரான
616,stumpf::A,kör,உளம் திறந்த
617,schwer::A,ağır,கனமான
618,schön::A,güzel,அழகான
619,heiß::A,kızgın,சூடான
620,warm::A,sıcak,இதமான
621,kalt::A,soğuk,குளிர்ச்சியான
622,kühl::A,serin,குளிர்ச்சியான
623,frisch::A,taze,சுத்தமான
624,feucht::A,nemli,ஈரமான
625,feucht::A,rutubetli,ஈரமான
626,nass::A,yaş,ஈரமான
627,nass::A,ıslak,ஈரமான
628,trocken::A,kuru,உலர்ந்த
629,voll::A,dolu,நிரம்பிய
630,voll::A,dolmuş,நிரம்பிய
631,leer::A,boş,காலியான
632,offen::A,açık,திறந்த
633,geschlossen::A,kapalı,மூடப்பட்ட
634,sauber::A,pak,சுத்தமான
635,sauber::A,temiz,சுத்தமான
636,schmutzig::A,pis,அழக்கான
637,schmutzig::A,kirli,அழக்கான
638,roh::A,çiğ,கச்சா
639,reif::A,olgun,பழுத்த
640,lecker::A,lezzetli,சுவைமிக்க
641,süß::A,tatlı,இனிப்பான
642,süß::A,şekerli,இனிப்பான
643,bitter::A,acı,கசப்பான
644,sauer::A,ekşi,புளிப்பாக
645,hell::A,aydınlık,பளபளப்பான
646,dunkel::A,karanlık,கருமையான
647,schwarz::A,kara,கருப்பு வண்ண
648,schwarz::A,siyah,கருப்பு வண்ண
649,weiß::A,ak,வெண்மையன
650,weiß::A,beyaz,வெண்மையன
651,rot::A,kırmızı,சிவப்பு
652,gelb::A,sarı,மஞ்சள் வண்ணம்
653,blau::A,mavi,நீல வண்ண
654,grün::A,yeşil,பச்சை வண்ண
655,grau::A,boz,சாம்பல் நிற
656,bunt::A,renkli,வண்ண மயமான
657,billig::A,ucuz,மலிவான
658,teuer::A,pahalı,விலை அதிகமான
659,wertvoll::A,değerli,மதிப்புள்ள
660,blind::A,kör,பார்வையற்ற
661,taub::A,sağır,செவிடான
662,kräftig::A,dinç,வலிமையான
663,kräftig::A,kuvvetli,வலிமையான
664,stark::A,güçlü,பலமான
665,stark::A,kuvvetli,பலமான
666,schwach::A,zayıf,பலவீனமான
667,schwach::A,güçsüz,பலவீனமான
668,fett::A,şişman,பருமனாக
669,schlank::A,narin,ஒல்லியான
670,hübsch::A,güzel,அழகிய
671,hübsch::A,sevimli,அழகிய
672,böse::A,kötü,கேடு விளைவிக்கும்
673,dumm::A,aptal,முட்டாள்தனமான
674,faul::A,tembel,சோம்பலான
675,fleißig::A,çalışkan,ஊக்கந்தளராத
676,geizig::A,cimri,கஞேசத்தனமான
677,klug::A,zekî,சாதுரியமான
678,klug::A,akıllı,சாதுரியமான
679,geschickt::A,becerikli,திறமையள்ள
680,lieb::A,sevimli,அன்புக்குரிய
681,lustig::A,neşeli,களிப்புமிக்க
682,sanft::A,nazik,சாதுவான
683,hungrig::A,aç,பசியுடன்
684,krank::A,hasta,நோயுற்று
685,krank::A,rahatsız,நோயுற்று
686,nackt::A,çıplak,ஆடையற்ற
687,traurig::A,kederli,சோகமான
688,traurig::A,üzüntülü,சோகமான
689,lebendig::A,canlı,பிழைப்பு
690,gut::A,iyi,நல்ல
691,schlecht::A,kötü,கெட்ட
692,richtig::A,doğru,சரியான
693,schlimm::A,kötü,அருவருப்பான
694,wahr::A,doğru,உண்மையான
695,wahr::A,gerçek,உண்மையான
