,Concept_ID,ru,kv
812,krank sein::V,болеть,шогавны
813,krank sein::V,болеть,визьӧтны
814,schmerzen::V,болеть,висьны
815,husten::V,кашлять,кашляйтны
816,genesen::V,поправиться,бурдны
817,sterben::V,умереть,кувны
818,umkommen::V,погибнуть,вийсьыны
819,sich bewegen::V,двигаться,локны
820,sich bewegen::V,двигаться,ветлӧтны
821,sich rühren::V,шевельнуться,вӧрзьӧтчыны
822,sich erheben::V,встать,сувтны
823,sich setzen::V,сесть,пуксьыны
824,hinfallen::V,упасть,пӧрласьны
825,laufen::V,ходить,мунны
826,schreiten::V,шагать,тальччавны
827,spazierengehen::V,гулять,котрасьны
828,eilen::V,спешить,тэрмасьны
829,sich beeilen::V,торопиться,тэрмасьны
830,sausen::V,мчаться,вирдавны-котӧртны
831,rennen::V,бегать,
832,springen::V,прыгать,чеччавны
833,klettern::V,лазать,кышасьны
834,schaukeln::V,раскачиваться,чурликасьны
835,kriechen::V,ползать,кыскасьны-мунны
836,schwimmen::V,плавать,вартчыны
837,tauchen::V,нырять,сунгисьны ваӧ
838,rudern::V,грести,сынны
839,fahren::V,ехать,мунны
840,fliegen::V,летать,лэбавны
841,gehen::V,идти,мунны
842,weggehen::V,уйти,мунны
843,abfahren::V,отправиться,иньдӧтчыны
844,abfahren::V,отправиться,мунны
845,anhalten::V,остановиться,сувтны
846,hineingehen::V,входить,пырны
847,eintreten::V,войти,пырны
848,kommen::V,прийти,локны
849,ankommen::V,прибыть,локны
850,zurückkommen::V,возвратиться,бертны
851,zurückkommen::V,возвратиться,панӧвтсьыны
852,bleiben::V,остаться,кольччыны
853,warten::V,ждать,видзчисьны
854,erwarten::V,ожидать,видзчисьны
855,suchen::V,искать,кошшыны
856,finden::V,найти,адззыны
857,versuchen::V,пытаться,пондыны
858,versuchen::V,пытаться,пондӧтны
859,vorbereiten::V,подготовить,лӧсьӧтны
860,lieben::V,любить,милуйтны
861,mögen::V,любить,радейтны
862,lachen::V,смеяться,серавны
863,rühren::V,растрогать,сьӧлӧм вӧрзьӧтны
864,weinen::V,плакать,горзыны
865,schimpfen::V,ругаться,видчыны
866,sich ärgern::V,сердиться,лёкавны
867,sich fürchten::V,бояться,повны
868,fürchten::V,бояться,повны
869,fliehen::V,убегать,пышшыны
870,flüchten::V,убежать,пышшыны
871,sehen::V,видеть,адззыны
872,anschauen::V,посмотреть,видзӧтны
873,ansehen::V,смотреть,видзӧтны
874,hören::V,слышать,кывны
875,zuhören::V,слушать,кывзыны
876,probieren::V,пробовать,пешлыны
877,riechen::V,нюхать,дукавны
878,fühlen::V,чувствовать,кывны
879,scheinen::V,казаться,декуйтчыны
880,zu sehen sein::V,виднеться,тыдавны
881,vernehmen::V,услышать,тӧдмавны
882,frieren::V,мерзнуть,гегдыны
883,tun::V,делать,керны
884,können::V,мочь,вермыны
885,können::V,уметь,вермыны
886,wollen::V,хотеть,мӧдны
887,anfangen::V,начать,петны
888,beenden::V,закончить,ештӧтны
889,beenden::V,закончить,керыштны
890,aufhören::V,перестать,дугдыны
891,gelingen::V,удаться,шогмыны
892,geraten::V,оказаться,мыччисьны
893,öffnen::V,открыть,осьтны
894,schließen::V,закрыть,пӧднавны
895,stellen::V,поставить,сувтӧтны
896,setzen::V,посадить,пуксьӧтны
897,legen::V,класть,пуктыны
898,berühren::V,трогать,вӧрзьӧтны
899,verbinden::V,связать,йитны
900,bedecken::V,покрыть,вевттьыны
901,aufhängen::V,повесить,ӧшӧтны
902,anzünden::V,зажечь,ӧзтыны
903,aufheben::V,поднять,лэбтыны
904,zurücklassen::V,оставить,кольны
905,verlieren::V,потерять,ӧштыны
906,fallen lassen::V,уронить,уськӧтны
907,machen::V,сделать,керны
908,herstellen::V,изготовить,вӧчны
909,bauen::V,строить,строитны
910,reparieren::V,чинить,вочны
911,verbessern::V,улучшить,бурсьӧтны
912,ändern::V,изменить,вежны
913,graben::V,копать,гарйыны
914,beugen::V,согнуть,кусіньтны
915,biegen::V,погнуть,чукыльтыштны
916,drehen::V,вертеть,бергӧтны
917,wenden::V,повернуть,бергӧтны
918,umdrehen::V,перевернуть,бергӧтны
919,heben::V,поднимать,лэбтыны
920,hochheben::V,поднять,лэбтыны
921,ergreifen::V,схватить,кватитны
922,halten::V,держать,видзны
923,drücken::V,нажимать,личкыны
924,schieben::V,толкать,тойлавны
925,kratzen::V,скрести,шаркӧтны
926,lecken::V,лизать,нювны
927,beißen::V,кусать,йирны
928,abreißen::V,оторвать,орӧтны
929,abschneiden::V,отрезать,шӧрыштны
930,abschneiden::V,отрезать,вундыштны
931,binden::V,вязать,гӧрдззыны
932,stecken::V,воткнуть,мӧртны
933,brechen::V,сломать,жугдыны
934,klopfen::V,стучать,зукӧтны
935,hauen::V,бить,желльыны
936,kleben::V,клеить,лякӧтны
937,reiben::V,тереть,зыртны
938,streichen::V,намазать,мавтны
939,schleifen::V,точить,кыскыны
940,schneiden::V,резать,вундавны
941,rütteln::V,шатать,шатлавны
942,schütteln::V,трясти,зыбӧтны
943,schwenken::V,махать,ӧвтны
944,schwenken::V,махать,макайтны
945,schütten::V,налить,кисьтны
946,füllen::V,наполнить,тыртны
947,füllen::V,наполнить,тырсьӧтны
948,einwickeln::V,завернуть,тубны
949,tragen::V,нести,новйӧтны
950,schleppen::V,тащить,кыскыны
951,ziehen::V,тянуть,кыскыны
952,aufbewahren::V,хранить,видзны
953,werfen::V,бросать,шентывлыны
954,fangen::V,ловить,кутны
955,packen::V,схватить,кутасьны
956,packen::V,схватить,кватитны
957,verstecken::V,спрятать,дзебны
958,teilen::V,разделить,торйӧтны
959,schicken::V,посылать,иньдыны
960,bringen::V,принести,вайны
961,hinzufügen::V,добавить,содтыны
962,bekommen::V,достать,получитны
963,erhalten::V,получить,получитны
964,nehmen::V,взять,босьтны
965,wählen::V,выбрать,бӧрйыны
966,auswählen::V,отобрать,бӧрйыны
967,bewahren::V,сохранить,видзны
968,behindern::V,препятствовать,падтыны
969,verderben::V,испортить,изводавны
970,beschädigen::V,повредить,паздыны
971,zerbrechen::V,разбить,паздыны
972,zerreißen::V,разорвать,косявны
973,zerstören::V,разрушить,паздыны
974,verbrennen::V,сжечь,сотны
975,geben::V,дать,сетны
976,reichen::V,передать,сетны
977,schenken::V,дарить,козьнавны
978,versprechen::V,обещать,кӧсйыны
979,wünschen::V,желать,бурсьыны
980,loben::V,хвалить,ошкыны
981,küssen::V,целовать,окавны
982,wiegen::V,качать,тюттьӧтны
983,zudecken::V,накрыть,вевттьыны
984,wecken::V,разбудить,саймӧтны
985,zeigen::V,показать,мыччавны
986,führen::V,вести,нуӧтны
987,lehren::V,учить,велӧтны
988,unterrichten::V,преподавать,велӧтны
989,aufziehen::V,воспитать,быдтыны
990,leiten::V,руководить,юравны
991,leiten::V,руководить,веськӧтлыны
992,antreiben::V,подгонять,тэрмӧтны
993,lassen::V,заставить,-ӧтыны
994,einladen::V,пригласить,корны
995,vereinigen::V,объединить,ӧтувтны
996,vereinigen::V,объединить,ӧтлаавны
997,besuchen::V,посетить,пыравлыны
998,treffen::V,встретить,пантавны
999,sich versammeln::V,собраться,ӧксьыны
1000,spielen::V,играть,орсны
1001,singen::V,петь,сьывны
1002,tanzen::V,плясать,йӧктыны
1003,tanzen::V,танцевать,йӧктыны
1004,sich trennen::V,расстаться,торьясьны
1005,verlassen::V,покинуть,кольны
1006,retten::V,спасти,мынтны
1007,bewachen::V,охранять,смекайтны
1008,schützen::V,уберегать,дорйыны
1009,verteidigen::V,защитить,дорйыны
1010,sich schlagen::V,драться,тышкасьны
1011,schießen::V,стрелять,лыйны
1012,siegen::V,победить,вермыны
1013,ärgern::V,сердить,лӧгӧтны
1014,schlagen::V,ударить,базнитны
1015,treten::V,пинать,чужьявны
1016,stechen::V,уколоть,бытшкыны
1017,stoßen::V,толкнуть,тапкыны
1018,stoßen::V,толкнуть,тойыштны
1019,stehlen::V,украсть,гусявны
1020,stören::V,помешать,костіавны
1021,belästigen::V,надоедать,назыляйтны
1022,verbergen::V,скрыть,дзебны
1023,täuschen::V,обмануть,бӧбӧтны
1024,täuschen::V,обмануть,пӧрьявны
1025,betrügen::V,смошенничать,муклачитны
1026,töten::V,убить,вийны
1027,wohnen::V,проживать,овны
1028,arbeiten::V,работать,уджавны
1029,sammeln::V,собрать,ӧктыны
1030,pflücken::V,рвать,судзлавны
1031,pflücken::V,срывать,судзлавны
1032,jagen::V,охотиться,вӧравны
1033,fischen::V,рыбачить,чериавны
1034,fassen::V,поймать,кутны
1035,hüten::V,пасти,вердны
1036,hüten::V,пасти,йирсьӧтны
1037,treiben::V,гнать,вашӧтны
1038,anbinden::V,привязать,кӧртавны
1039,füttern::V,кормить,вердны
1040,melken::V,доить,высьтыны
1041,melken::V,доить,чилькӧтны
1042,hacken::V,рубить,керавны
1043,gießen::V,полить,киськавны
1044,reifen::V,созреть,кисьмыны
1045,zubereiten::V,приготовить,лӧсьӧтны
1046,kochen::V,варить,пуны
1047,backen::V,печь,пӧжавны
1048,braten::V,жарить,жаритны
1049,umrühren::V,перемешать,соравны
1050,stricken::V,вязать,домавны
1051,nähen::V,шить,вурны
1052,färben::V,покрасить,краситны
1053,reinigen::V,очистить,весӧтны
1054,waschen::V,стирать,пеславны
1055,abwischen::V,вытереть,чышкыны
1056,spülen::V,полоскать,гывьявны
1057,fegen::V,подметать,чышкыны
1058,kehren::V,мести,чышкыны
1059,baden::V,купаться,купайтчыны 
1060,sich waschen::V,мыться,миссьыны
1061,ausziehen::V,снять,гыжтӧтны
1062,ausziehen::V,снять,пӧрччавны
1063,anziehen::V,надеть,пасьтавны
1064,sich anziehen::V,одеться,пасьтасьны
1065,kämmen::V,причесать,сынавны
1066,schmücken::V,украсить,баситны
1067,sagen::V,сказать,висьтавны
1068,sprechen::V,говорить,шуны
1069,reden::V,разговаривать,баитны
1070,sich unterhalten::V,беседовать,сёрнитны
1071,fragen::V,спросить,юавны
1072,bitten::V,просить,корны
1073,erzählen::V,рассказать,висьтавны
1074,mitteilen::V,сообщить,висьтавны
1075,nennen::V,назвать,нимтны
1076,rufen::V,звать,китсавны
1077,rufen::V,звать,корны
1078,rufen::V,звать,чукӧстны
1079,prahlen::V,хвастаться,ошшасьны
1080,übersetzen::V,перевести,вуджӧтны
1081,denken::V,думать,чайтны
1082,glauben::V,верить,веритны
1083,bemerken::V,заметить,казявны
1084,erkennen::V,узнать,тӧдсавны
1085,begreifen::V,понять,вежӧртны
1086,begreifen::V,постичь,вежӧртны
1087,verstehen::V,услышать,кывны
1088,lernen::V,учиться,велӧтчыны
1089,wissen::V,знать,тӧдны
1090,sich erinnern an::V,вспомнить,касьтывны
1091,vergessen::V,забыть,вунӧтны
1092,messen::V,мерить,меряйтны
1093,zählen::V,считать,лыддьыны
1094,rechnen::V,считать,лыддьыны
1095,lesen::V,читать,лыддьӧтны
1096,malen::V,рисовать,
1097,zeichnen::V,рисовать,гижмавны
1098,schreiben::V,писать,гижны
1099,besitzen::V,иметь,лоны
1100,kaufen::V,купить,небны
1101,verkaufen::V,продать,вузавны
1102,bezahlen::V,заплатить,вештыны
1103,zahlen::V,платить,вештыны
1104,beherrschen::V,владеть,
1105,ertragen::V,вытерпеть,терпитны
