,Concept_ID,ja,uk
850,einschlafen::V,寝付く,заснути
851,schlafen::V,眠る,спати
852,aufwachen::V,目が覚める,прокинутися
853,aufstehen::V,起きる,встати
854,sich erholen::V,休養する,відпочивати
855,krank werden::V,病気になる,захворіти
856,krank sein::V,病気である,хворіти
857,schmerzen::V,痛む,боліти
858,husten::V,咳をする,кашляти
859,genesen::V,元気になる,одужати
860,genesen::V,元気になる,видужати
861,sterben::V,死ぬ,померти
862,sterben::V,亡くなる,померти
863,umkommen::V,死亡する,згинути
864,sich bewegen::V,移動する,рухатися
865,sich rühren::V,動く,ворушитися
866,sich erheben::V,立ち上がる,встати
867,sich setzen::V,座る,сісти
868,hinfallen::V,転ぶ,упасти
869,laufen::V,歩く,ходити
870,schreiten::V,跨ぐ,крокувати
871,spazierengehen::V,散歩する,гуляти
872,eilen::V,急ぐ,спішити
873,sich beeilen::V,焦る,поспішати
874,sausen::V,疾駆する,мчатися
875,rennen::V,走る,бігати
876,springen::V,跳ぶ,скакати
877,springen::V,跳ぶ,стрибати
878,klettern::V,よじ登る,лазити
879,schaukeln::V,ぶらんこに乗る,гойдатися
880,kriechen::V,這う,повзати
881,schwimmen::V,泳ぐ,пливти
882,schwimmen::V,泳ぐ,плавати
883,tauchen::V,潜る,пірнати
884,rudern::V,漕ぐ,гребти
885,rudern::V,漕ぐ,веслувати
886,fahren::V,行く,їхати
887,fahren::V,乗車する,їхати
888,fliegen::V,飛ぶ,літати
889,gehen::V,行く,іти
890,weggehen::V,立ち去る,піти
891,abfahren::V,出発する,від’їхати
892,abfahren::V,出発する,відправитися
893,anhalten::V,止まる,зупинитися
894,hineingehen::V,入る,входити
895,eintreten::V,中に入る,увійти
896,kommen::V,来る,прийти
897,ankommen::V,着く,прибути
898,ankommen::V,到着する,прибути
899,zurückkommen::V,帰る,повернутися
900,bleiben::V,留まる,залишитися
901,warten::V,待つ,чекати
902,erwarten::V,期待する,чекати
903,suchen::V,探る,шукати
904,finden::V,見つける,знайти
905,versuchen::V,試す,випробовувати
906,vorbereiten::V,準備する,підготувати
907,lieben::V,愛する,любити
908,mögen::V,好きである,любити
909,mögen::V,好きである,подобатися
910,lachen::V,笑う,сміятися
911,rühren::V,感情を動かす,розчулити
912,weinen::V,泣く,плакати
913,schimpfen::V,叱る,лаятися
914,sich ärgern::V,怒る,сердитися
915,sich ärgern::V,腹を立てる,сердитися
916,sich fürchten::V,怖がる,боятися
917,fürchten::V,恐れる,боятися
918,fliehen::V,逃げる,тікати
919,flüchten::V,逃亡する,утекти
920,sehen::V,見る,бачити
921,anschauen::V,眺める,поглянути
922,ansehen::V,見る,дивитися на
923,hören::V,聞く,чути
924,zuhören::V,聴く,слухати
925,probieren::V,食べてみる,покуштувати
926,riechen::V,気取る,нюхати
927,fühlen::V,感じる,відчувати
928,scheinen::V,ように見える,здаватися
929,zu sehen sein::V,見える,виднітися
930,vernehmen::V,承る,почути
931,frieren::V,寒気がする,мерзнути
932,tun::V,する,робити
933,können::V,出来る,могти
934,wollen::V,-たい,хотіти
935,anfangen::V,始める,почати
936,beenden::V,終える,закінчити
937,aufhören::V,止める,перестати
938,gelingen::V,成功する,вдатися
939,geraten::V,当たる,опинитися
940,öffnen::V,開く,відкрити
941,öffnen::V,開ける,відкрити
942,schließen::V,閉める,закрити
943,stellen::V,置く,поставити
944,stellen::V,据える,поставити
945,setzen::V,座らせる,посадити
946,legen::V,置く,класти
947,berühren::V,触る,чіпати
948,berühren::V,触れる,чіпати
949,verbinden::V,結びつける,зв’язати
950,bedecken::V,覆う,покрити
951,aufhängen::V,掛ける,повісити
952,anzünden::V,燃やす,запалити
953,anzünden::V,火をつける,запалити
954,aufheben::V,拾う,підняти
955,zurücklassen::V,残す,залишити
956,verlieren::V,無くす,загубити
957,fallen lassen::V,落とす,упустити
958,machen::V,作る,зробити
959,herstellen::V,製造する,виготовити
960,bauen::V,建設する,будувати
961,reparieren::V,直す,лагодити
962,reparieren::V,修理する,лагодити
963,verbessern::V,改良する,поліпшити
964,ändern::V,変える,змінити
965,graben::V,掘る,копати
966,beugen::V,折る,зігнути
967,biegen::V,曲げる,погнути
968,drehen::V,回す,вертіти
969,wenden::V,裏返す,повернути
970,umdrehen::V,裏返す,перевернути
971,heben::V,挙げる,піднімати
972,hochheben::V,持ち上げる,підняти
973,ergreifen::V,取り上げる,схопити
974,halten::V,持つ,тримати
975,drücken::V,押す,натискати
976,schieben::V,ずらす,пхати
977,schieben::V,ずらす,штовхати
978,kratzen::V,引っ掻く,шкребти
979,lecken::V,なめる,лизати
980,beißen::V,噛む,кусати
981,abreißen::V,剝ぎ取る,відірвати
982,abschneiden::V,切り取る,відрізати
983,binden::V,縛る,в’язати
984,stecken::V,差し込む,увіткнути
985,brechen::V,破る,зламати
986,klopfen::V,とんとん叩く,стукати
987,hauen::V,叩く,бити
988,kleben::V,貼る,клеїти
989,kleben::V,くっ付ける,клеїти
990,reiben::V,擦る,терти
991,streichen::V,塗る,намазати
992,schleifen::V,研ぐ,точити
993,schneiden::V,切る,різати
994,rütteln::V,揺さぶる,хитати
995,schütteln::V,振る,трясти
996,schütteln::V,揺さぶる,трясти
997,schwenken::V,振る,махати
998,schütten::V,注ぐ,налити
999,füllen::V,いっぱいにする,наповнити
1000,einwickeln::V,包む,загорнути
1001,tragen::V,運ぶ,нести
1002,schleppen::V,引きずる,тягти
1003,ziehen::V,引く,тягнути
1004,aufbewahren::V,預かる,зберігати
1005,werfen::V,投げる,кидати
1006,fangen::V,受ける,ловити
1007,packen::V,掴む,схопити
1008,verstecken::V,隠す,сховати
1009,teilen::V,分ける,розділити
1010,schicken::V,送る,посилати
1011,bringen::V,持って行く,принести
1012,hinzufügen::V,加える,додати
1013,bekommen::V,得る,дістати
1014,erhalten::V,受ける,одержати
1015,nehmen::V,取る,взяти
1016,wählen::V,選ぶ,вибрати
1017,auswählen::V,選ぶ,відібрати
1018,bewahren::V,保存する,зберегти
1019,behindern::V,妨害する,перешкоджати
1020,verderben::V,台無しにする,зіпсувати
1021,beschädigen::V,損傷する,зашкодити
1022,zerbrechen::V,割る,розбити
1023,zerreißen::V,引き裂く,розірвати
1024,zerstören::V,破壊する,зруйнувати
1025,verbrennen::V,焼く,спалити
1026,geben::V,上げる,дати
1027,reichen::V,渡す,передати
1028,schenken::V,贈る,дарувати
1029,versprechen::V,約束する,обіцяти
1030,wünschen::V,望む,бажати
1031,loben::V,褒める,хвалити
1032,küssen::V,キスする,цілувати
1033,wiegen::V,揺する,качати
1034,zudecken::V,覆う,накрити
1035,wecken::V,起こす,розбудити
1036,zeigen::V,見せる,показати
1037,führen::V,案内する,вести
1038,lehren::V,教える,вчити
1039,unterrichten::V,通知する,викладати
1040,aufziehen::V,育てる,виховати
1041,leiten::V,導く,керувати
1042,antreiben::V,励ます,підганяти
1043,lassen::V,～させる,змусити
1044,einladen::V,誘う,запросити
1045,einladen::V,招待する,запросити
1046,vereinigen::V,一つにする,об’єднати
1047,besuchen::V,訪ねる,завітати
1048,besuchen::V,訪ねる,відвідати
1049,treffen::V,出会う,зустріти
1050,sich versammeln::V,集まる,зібратися
1051,spielen::V,遊ぶ,грати
1052,singen::V,歌う,співати
1053,tanzen::V,踊る,танцювати
1054,sich trennen::V,別れる,розлучитися
1055,verlassen::V,別れる,покинути
1056,retten::V,救う,врятувати
1057,retten::V,助ける,врятувати
1058,bewachen::V,見張る,охороняти
1059,bewachen::V,軽微する,охороняти
1060,schützen::V,保護する,уберігати
1061,verteidigen::V,守る,захистити
1062,sich schlagen::V,殴る,битися
1063,sich schlagen::V,殴る,дратися
1064,schießen::V,撃つ,стріляти
1065,siegen::V,勝つ,перемогти
1066,ärgern::V,怒らせる,сердити
1067,schlagen::V,殴る,ударити
1068,treten::V,蹴る,штовхати
1069,stechen::V,突く,вколоти
1070,stoßen::V,突く,штовхнути
1071,stehlen::V,盗る,украсти
1072,stören::V,構う,перешкодити
1073,belästigen::V,邪魔する,докучати
1074,verbergen::V,隠す,сховати
1075,täuschen::V,だます,обдурити
1076,betrügen::V,だます,зшахраювати
1077,töten::V,殺す,убити
1078,wohnen::V,住む,жити
1079,wohnen::V,住む,мешкати
1080,arbeiten::V,働く,працювати
1081,sammeln::V,集める,зібрати
1082,sammeln::V,収集する,зібрати
1083,pflücken::V,摘む,зривати
1084,jagen::V,狩りをする,полювати
1085,fischen::V,釣る,рибалити
1086,fassen::V,捕る,піймати
1087,hüten::V,放牧する,пасти
1088,treiben::V,追う,гнати
1089,anbinden::V,繋ぐ,прив’язати
1090,füttern::V,餌をやる,годувати
1091,füttern::V,餌をやる,харчувати
1092,melken::V,搾乳する,доїти
1093,hacken::V,刻む,рубати
1094,gießen::V,水をやる,полити
1095,reifen::V,熟す,дозріти
1096,zubereiten::V,調理する,зготовити
1097,zubereiten::V,調理する,приготувати
1098,kochen::V,煮る,варити
1099,kochen::V,煮る,готувати
1100,backen::V,焼く,пекти
1101,braten::V,焼く,смажити
1102,braten::V,炒める,смажити
1103,umrühren::V,混ぜる,переміщати
1104,stricken::V,編む,в’язати
1105,nähen::V,縫う,шити
1106,färben::V,染める,пофарбувати
1107,reinigen::V,掃除する,очистити
1108,waschen::V,洗う,мити
1109,waschen::V,洗濯する,мити
1110,abwischen::V,拭く,витерти
1111,spülen::V,洗う,полоскати
1112,spülen::V,すすぐ,полоскати
1113,fegen::V,掃除する,підмітати
1114,kehren::V,掃く,мести
1115,baden::V,入浴する,купатися
1116,sich waschen::V,洗う,митися
1117,ausziehen::V,脱ぐ,зняти
1118,anziehen::V,着る,надіти
1119,sich anziehen::V,着る,одягтися
1120,sich anziehen::V,着る,одягнутися
1121,kämmen::V,梳く,зачесати
1122,schmücken::V,飾る,оздобити
1123,sagen::V,言う,сказати
1124,sprechen::V,話す,говорити
1125,reden::V,話す,розмовляти
1126,sich unterhalten::V,話をする,бесідувати
1127,fragen::V,聞く,запитати
1128,bitten::V,頼む,просити
1129,bitten::V,お願いする,просити
1130,erzählen::V,物語る,розповісти
1131,mitteilen::V,伝える,повідомити
1132,nennen::V,名づける,назвати
1133,rufen::V,呼ぶ,кликати
1134,prahlen::V,自慢する,хвалитися
1135,übersetzen::V,訳す,перекласти
1136,denken::V,考える,думати
1137,denken::V,考える,мислити
1138,glauben::V,信じる,вірити
1139,bemerken::V,気が付く,помітити
1140,erkennen::V,認識する,пізнати
1141,begreifen::V,分かる,осягнути
1142,verstehen::V,聞き取る,почути
1143,lernen::V,学ぶ,навчатися
1144,lernen::V,勉強する,навчатися
1145,wissen::V,知っている,знати
1146,sich erinnern an::V,思い出す,пам’ятати
1147,vergessen::V,忘れる,забути
1148,messen::V,計る,міряти
1149,messen::V,測定する,міряти
1150,zählen::V,数える,лічити
1151,rechnen::V,計算する,рахувати
1152,lesen::V,読む,читати
1153,malen::V,描く,малювати
1154,zeichnen::V,写生する,рисувати
1155,schreiben::V,書く,писати
1156,besitzen::V,所持する,мати
1157,kaufen::V,買う,купити
1158,verkaufen::V,売る,продати
1159,bezahlen::V,払う,заплатити
1160,zahlen::V,支払う,платити
1161,beherrschen::V,支配する,володіти
1162,ertragen::V,耐える,витерпіти
