,Concept_ID,myv,de
122,Wurzel::N,юр,Wurzel
123,Wurzel::N,ундокс,Wurzel
124,Baum::N,чувто,Baum
125,Stamm::N,рунго,Stamm
126,Rinde::N,суд,Rinde
127,Rinde::N,керь,Rinde
128,Ast::N,морго,Ast
129,Zweig::N,тарад,Zweig
130,Blatt::N,лопа,Blatt
131,Birke::N,килей,Birke
132,Kiefer[Baum]::N,пиче,Kiefer
133,Weide[Baum]::N,каль,Weide
134,Tanne::N,куз,Tanne
135,Horn::N,сюро,Horn
136,Feder::N,толга,Feder
137,Fell::N,пона,Fell
138,Flügel::N,сёлмо,Flügel
139,Klaue::N,кенже,Klaue
140,Kralle::N,кенже,Kralle
141,Schwanz::N,пуло,Schwanz
142,Ei::N,ал,Ei
143,Nest::N,пизэ,Nest
144,Bau::N,варя,Bau
145,Bau::N,пизе,Bau
146,Tier::N,ракша,Tier
147,Herde::N,стада,Herde
148,Kuh::N,скал,Kuh
149,Bulle::N,бука,Bulle
150,Pferd::N,лишме,Pferd
151,Schaf::N,реве,Schaf
152,Schwein::N,туво,Schwein
153,Hund::N,пине,Hund
154,Hund::N,киска,Hund
155,Katze::N,псака,Katze
156,Bär::N,овто,Bär
157,Eichhörnchen::N,ур,Eichhörnchen
158,Elch::N,сярдо,Elch
159,Fuchs::N,ривезь,Fuchs
160,Hase::N,нумоло,Hase
161,Maus::N,чеерь,Maus
162,Wolf::N,верьгиз,Wolf
163,Vogel::N,нармунь,Vogel
164,Schwarm::N,полк,Schwarm
165,Schwarm::N,стада,Schwarm
166,Huhn::N,сараз,Huhn
167,Hahn::N,атякш,Hahn
168,Gans::N,гала,Gans
169,Gans::N,мацей,Gans
170,Adler::N,куцькан,Adler
171,Adler::N,тумоатякш,Adler
172,Ente::N,яксярго,Ente
173,Eule::N,корж,Eule
174,Kranich::N,карго,Kranich
175,Krähe::N,варака,Krähe
176,Kuckuck::N,куко,Kuckuck
177,Schwan::N,локсей,Schwan
178,Fisch::N,кал,Fisch
179,Barsch::N,окунь,Barsch
180,Hecht::N,щука,Hecht
181,Schlange[Tier]::N,гуй,Schlange
182,Wurm::N,сукс,Wurm
183,Spinne::N,шанжав,Spinne
184,Ameise::N,коткудав,Ameise
185,Laus::N,сий,Laus
186,Mücke::N,сеське,Mücke
187,Fliege::N,карво,Fliege
188,Schmetterling::N,нимиляв,Schmetterling
189,Beere::N,умарь,Beere
190,Apfel::N,умарь,Apfel
191,Pilz::N,панго,Pilz
192,Zwiebel::N,чурька,Zwiebel
193,Saat::N,видьметь,Saat
194,Korn::N,сюро,Korn
195,Heu::N,тикше,Heu
196,Schale::N,кедь,Schale
197,Schale::N,ваткавкс,Schale
198,Grube::N,латко,Grube
199,Falle::N,тувор,Falle
200,Falle::N,кундамка,Falle
201,Schlinge::N,килькш,Schlinge
202,Spur::N,челькс,Spur
203,Spur::N,пильгеки,Spur
204,Asche::N,кулов,Asche
205,Dreck::N,рудаз,Dreck
206,Eisen::N,кшни,Eisen
207,Gold::N,сырне,Gold
208,Silber::N,сия,Silber
209,Kohle::N,сэдь,Kohle
210,Kohle::N,уголия,Kohle
211,Glas::N,сулика,Glas
212,Lehm::N,сёвонь,Lehm
213,Sand::N,човар,Sand
214,Mensch::N,ломань,Mensch
215,Mann::N,аля,Mann
216,Mann::N,цёраломань,Mann
217,Frau::N,ава,Frau
218,Kind::N,эйкакш,Kind
219,Junge::N,цёрыне,Junge
220,Mädchen::N,тейтерне,Mädchen
221,Familie::N,семия,Familie
222,Großvater::N,покштя,Großvater
223,Großmutter::N,баба,Großmutter
224,Eltern::N,тетят-ават,Eltern
225,Vater::N,тетя,Vater
226,Mutter::N,ава,Mutter
227,Sohn::N,цёра,Sohn
228,Tochter::N,тейтерь,Tochter
229,Bruder::N,леля,Bruder
230,Bruder::N,ялакс,Bruder
231,Schwester::N,сазор,Schwester
232,Onkel::N,леля,Onkel
233,Tante::N,патя,Tante
234,Ehemann::N,мирде,Ehemann
235,Ehefrau::N,ни,Ehefrau
236,Freude::N,кеняркс,Freude
237,Gelächter::N,ракамо,Gelächter
238,Gelächter::N,пейдема,Gelächter
239,Glück::N,уцяска,Glück
240,Kummer::N,рискс,Kummer
241,Kummer::N,мелявкс,Kummer
242,Wunsch::N,мель,Wunsch
243,Wunsch::N,бажамо,Wunsch
244,Lust::N,бажамо,Lust
245,Geist::N,ойме,Geist
246,Gedanke::N,мель,Gedanke
247,Gedächtnis::N,мель,Gedächtnis
248,Verstand::N,прев,Verstand
249,Sinn::N,толк,Sinn
250,Sinn::N,смысла,Sinn
251,Grund::N,тувтал,Grund
252,Wahrheit::N,видечи,Wahrheit
253,Gespräch::N,кортнема,Gespräch
254,Märchen::N,ёвкс,Märchen
255,Erzählung::N,ёвтнема,Erzählung
256,Nachricht::N,куля,Nachricht
257,Neuigkeit::N,куля,Neuigkeit
258,Name::N,лем,Name
259,Rätsel::N,содамоёвкс,Rätsel
260,Rede::N,кортамо,Rede
261,Sprache::N,кель,Sprache
262,Stimme::N,ваигель,Stimme
263,Wort::N,вал,Wort
264,Zeichen::N,теште,Zeichen
265,Ruf::N,тердема,Ruf
266,Lärm::N,шалнома,Lärm
267,Laut::N,вайгель,Laut
268,Ton::N,гайнема,Ton
269,Lied::N,моро,Lied
270,Ruhe::N,оймамо,Ruhe
271,Leute::N,ломанть,Leute
272,Volk::N,народ,Volk
273,Arbeit::N,тев,Arbeit
274,Gast::N,инже,Gast
275,Geschenk::N,казне,Geschenk
276,Spiel::N,налксема,Spiel
277,Gesellschaft::N,община,Gesellschaft
278,Hilfe::N,лездамо,Hilfe
279,Freund::N,оя,Freund
280,Freund::N,ялга,Freund
281,Kamerad::N,оя,Kamerad
282,Kamerad::N,ялга,Kamerad
283,Angelegenheit::N,тев,Angelegenheit
284,Anzahl::N,ламоксчи,Anzahl
285,Art::N,вид,Art
286,Stück::N,пакш,Stück
287,Stück::N,пелькс,Stück
288,Teil::N,часть,Teil
289,Teil::N,пелькс,Teil
290,Hälfte::N,пель,Hälfte
291,Hälfte::N,пелькс,Hälfte
292,Kreis::N,кирькс,Kreis
293,Kreuz::N,крёст,Kreuz
294,Linie::N,кикс,Linie
295,Strich::N,межа,Strich
296,Abstand::N,ютко,Abstand
297,Entfernung::N,ютко,Entfernung
298,Gegend::N,тарка,Gegend
299,Gegend::N,пертьпелькс,Gegend
300,Platz::N,васолкс,Platz
301,Ort::N,тарка,Ort
302,Seite::N,ён,Seite
303,Seite::N,чире,Seite
304,Mitte::N,куншка,Mitte
305,Gegenstand::N,предмет,Gegenstand
306,Sache::N,тев,Sache
307,Sache::N,веща,Sache
308,Rand::N,пе,Rand
309,Rand::N,чире,Rand
310,Kante::N,ирдез,Kante
311,Ecke::N,ужо,Ecke
312,Spitze::N,пряне,Spitze
313,Spitze::N,пе,Spitze
314,Ende::N,пе,Ende
315,Loch::N,варя,Loch
316,Winkel::N,ужо,Winkel
317,Muster::N,сёрма,Muster
318,Größe::N,сэрь,Größe
319,Größe::N,покшолма,Größe
320,Länge::N,кувалмо,Länge
321,Höhe::N,сэрь,Höhe
322,Höhe::N,пандо,Höhe
323,Gewicht::N,сталмо,Gewicht
324,Menge::N,лововкс,Menge
325,Haufen::N,мар,Haufen
326,Haufen::N,валявкс,Haufen
327,Reihe::N,ряд,Reihe
328,Boot::N,венч,Boot
329,Ruder::N,милё,Ruder
330,Schlitten::N,нурдт,Schlitten
331,Ski::N,сокс,Ski
332,Lagerfeuer::N,толбандя,Lagerfeuer
333,Last::N,сталмо,Last
334,Last::N,кандома,Last
335,Gang::N,молема,Gang
336,Gang::N,якамо,Gang
337,Schritt::N,эскелькс,Schritt
338,Norden::N,якшамо ёнкс,Norden
339,Süden::N,лембе ёнкс,Süden
340,Westen::N,чивалгома,Westen
341,Osten::N,чилисема,Osten
342,Holz::N,чувто,Holz
343,Brett::N,лаз,Brett
344,Platte::N,плита,Platte
345,Stütze::N,неже,Stütze
346,Stange::N,олга,Stange
347,Stock::N,мандо,Stock
348,Stab::N,олога,Stab
349,Rohr::N,турба,Rohr
350,Haus::N,кудо,Haus
351,Heim::N,кудо,Heim
352,Ofen::N,каштомо,Ofen
353,Fußboden::N,киякс,Fußboden
354,Tisch::N,столь,Tisch
355,Stuhl::N,стул,Stuhl
356,Wiege::N,лавсь,Wiege
357,Wiege::N,нурямот,Wiege
358,Bett::N,ацамо,Bett
359,Regal::N,лався,Regal
360,Regal::N,лавсяланго,Regal
361,Kiste::N,горобия,Kiste
362,Kiste::N,сундук,Kiste
363,Fenster::N,вальма,Fenster
364,Tür::N,кенкш,Tür
365,Tor::N,ортат,Tor
366,Zaun::N,пирявт,Zaun
367,Zaun::N,пирвякс,Zaun
368,Dach::N,кудопря,Dach
369,Leiter::N,кузтема,Leiter
370,Besen::N,тенсть,Besen
371,Spaten::N,койме,Spaten
372,Schaufel::N,кече,Schaufel
373,Schaufel::N,келей койме,Schaufel
374,Gabel::N,сянгине,Gabel
375,Löffel::N,пенч,Löffel
376,Messer::N,пеель,Messer
377,Nagel::N,эске,Nagel
378,Netz::N,алтыма,Netz
379,Haken::N,кечказ,Haken
380,Griff::N,кедне,Griff
381,Schloss::N,замок,Schloss
382,Schloss::N,панжома,Schloss
383,Bild::N,картина,Bild
384,Figur::N,рунго,Figur
385,Puppe::N,няка,Puppe
386,Beutel::N,кескав,Beutel
387,Bündel::N,керькс,Bündel
388,Tasche::N,юдма,Tasche
389,Eimer::N,ведра,Eimer
390,Deckel::N,велькс,Deckel
391,Geschirr::N,кедьге,Geschirr
392,Sack::N,кескав,Sack
393,Tasse::N,чакш,Tasse
394,Topf::N,кастрюля,Topf
395,Kessel::N,котёл,Kessel
396,Essen::N,ярсамо,Essen
397,Nahrung::N,ярсамопель,Nahrung
398,Speise::N,ярсамопель,Speise
399,Fleisch::N,сывель,Fleisch
400,Getreide::N,сюро,Getreide
401,Brei::N,каша,Brei
402,Brot::N,кши,Brot
403,Scheibe::N,кочом,Scheibe
404,Scheibe::N,сускомо,Scheibe
405,Fett::N,куя,Fett
406,Butter::N,ой,Butter
407,Öl::N,ой,Öl
408,Salz::N,сал,Salz
409,Suppe::N,ям,Suppe
410,Honig::N,медь,Honig
411,Milch::N,ловсо,Milch
412,Tee::N,чай,Tee
413,Leder::N,киське,Leder
414,Wolle::N,пона,Wolle
415,Stoff::N,коцт,Stoff
416,Nadel::N,салмукс,Nadel
417,Faden::N,суре,Faden
418,Knopf::N,пов,Knopf
419,Knoten::N,сюлмо,Knoten
420,Farbe::N,артомапель,Farbe
421,Kleidung::N,оршамот,Kleidung
422,Hemd::N,панар,Hemd
423,Kragen::N,сиве,Kragen
424,Ärmel::N,ожа,Ärmel
425,Hose::N,понкст,Hose
426,Gürtel::N,каркс,Gürtel
427,Mütze::N,чапка,Mütze
428,Schuh::N,туфля,Schuh
429,Stiefel::N,кем,Stiefel
430,Ring::N,суркс,Ring
431,Band::N,лента,Band
432,Kamm::N,сурсеме,Kamm
433,Spiegel::N,чавачамо,Spiegel
434,Riemen::N,кшнань каркс,Riemen
435,Schnur::N,пикс,Schnur
436,Leine::N,ведьме,Leine
437,Decke::N,вельтямо,Decke
438,Kissen::N,тодов,Kissen
439,Tuch::N,паця,Tuch
440,Handtuch::N,нардамо,Handtuch
441,Kraft::N,вий,Kraft
442,Stärke::N,виевчи,Stärke
443,Gesundheit::N,шумбрачи,Gesundheit
444,Krankheit::N,орма,Krankheit
445,Krankheit::N,сэредема,Krankheit
446,Schmerz::N,сэредькс,Schmerz
447,Wunde::N,керявкс,Wunde
448,Fieber::N,маштыкс,Fieber
449,Arznei::N,ормаменькс,Arznei
450,Brücke::N,сэдь,Brücke
451,Brücke::N,мадамо,Brücke
452,Brunnen::N,лисьма,Brunnen
453,Weide::N,ракшань ванома тарка,Weide
454,Pfad::N,ян,Pfad
455,Weg::N,ки,Weg
456,Straße::N,ки,Straße
457,Dorf::N,веле,Dorf
458,Stadt::N,ош,Stadt
459,Brief::N,сёрма,Brief
460,Buch::N,книга,Buch
461,Buchstabe::N,буква,Buchstabe
462,Zeitung::N,газета,Zeitung
463,Leben::N,эрямо,Leben
464,Tod::N,кулома,Tod
465,Grab::N,калмо,Grab
466,Kirche::N,церькова,Kirche
467,Sünde::N,чумочи,Sünde
468,Gott::N,паз,Gott
469,Arbeiter::N,робочей,Arbeiter
470,Chef::N,прявт,Chef
471,Meister::N,кол тевень тенця,Meister
472,Arzt::N,врач,Arzt
473,Lehrer::N,учитель,Lehrer
474,Lehrer::N,тонавтыця,Lehrer
475,Geld::N,ярмак,Geld
476,Geschäft::N,ладязь тев,Geschäft
477,Laden::N,лавка,Laden
478,Preis::N,питне,Preis
479,Ware::N,миевкс,Ware
480,Ware::N,рамавкс,Ware
481,Nutzen::N,паро,Nutzen
482,Nutzen::N,лезэ,Nutzen
483,Reichtum::N,сюпавчи,Reichtum
484,Welt::N,мир,Welt
485,Welt::N,мастор ланго,Welt
486,Land::N,мастор,Land
487,Staat::N,государства,Staat
488,König::N,король,König
489,Macht::N,азорксчи,Macht
490,Grenze::N,буен тешкс,Grenze
491,Krieg::N,война,Krieg
492,Feind::N,душман,Feind
493,Gewalt::N,нарьгамо,Gewalt
494,Kampf::N,тюрема,Kampf
495,Bogen[Waffe]::N,нал,Bogen
496,Pfeil::N,нал,Pfeil
497,Gewehr::N,ружия,Gewehr
498,Gewehr::N,винтовка,Gewehr
499,Fehler::N,ильведькс,Fehler
500,Fehler::N,ильведевкс,Fehler
501,Lüge::N,манчема,Lüge
502,Lüge::N,кенгелема,Lüge
503,Schaden::N,зыян,Schaden
504,Unglück::N,зыян,Unglück
505,Schuld::N,чумочи,Schuld
506,Alter::N,шка,Alter
507,Schluss::N,пе,Schluss
508,Zeit::N,шка,Zeit
509,Zeit::N,пинге,Zeit
510,Tag::N,чи,Tag
511,Morgen::N,валске,Morgen
512,Mittag::N,чикуншка,Mittag
513,Abend::N,чокшнэ,Abend
514,Nacht::N,ве,Nacht
515,Woche::N,недля,Woche
516,Monat::N,ков,Monat
517,Jahr::N,ие,Jahr
518,Frühling::N,тундо,Frühling
519,Sommer::N,кизэ,Sommer
520,Herbst::N,сёксь,Herbst
521,Winter::N,теле,Winter
522,Januar::N,якшамков,Januar
523,Februar::N,февраль,Februar
524,März::N,март,März
525,April::N,апрель,April
526,Mai::N,май,Mai
527,Juni::N,июнь,Juni
528,Juli::N,июль,Juli
529,August::N,август,August
530,September::N,сентября,September
531,Oktober::N,октября,Oktober
532,November::N,ноября,November
533,Dezember::N,декабря,Dezember
534,Montag::N,пондельник,Montag
535,Dienstag::N,овторник,Dienstag
536,Mittwoch::N,серёда,Mittwoch
537,Donnerstag::N,цетьверьг,Donnerstag
538,Freitag::N,пеця,Freitag
539,Samstag::N,субута,Samstag
540,Samstag::N,шлямочи,Samstag
541,Sonntag::N,недлячи,Sonntag
542,groß::A,ине,groß
543,groß::A,покш,groß
544,klein::A,вишка,klein
545,lang::A,кувака,lang
546,kurz::A,нурькине,kurz
547,breit::A,келей,breit
548,schmal::A,теине,schmal
549,dicht::A,тусто,dicht
550,dick[Gegenstand]::A,эчке,dick
551,dünn::A,човине,dünn
552,fein::A,човине,fein
553,fest::A,кеме,fest
554,flach::A,лапужа,flach
555,glatt::A,валаня,glatt
556,hart::A,калгодо,hart
557,weich::A,чевте,weich
558,rund::A,кеверь,rund
559,spitz::A,пшти,spitz
560,scharf::A,пшти,scharf
561,stumpf::A,ношка,stumpf
562,schwer::A,стака,schwer
563,schön::A,мазый,schön
564,heiß::A,пси,heiß
565,warm::A,лембе,warm
566,kalt::A,якшамо,kalt
567,kühl::A,экше,kühl
568,frisch::A,свежа,frisch
569,feucht::A,летьке,feucht
570,nass::A,начко,nass
571,trocken::A,коське,trocken
572,voll::A,пешксе,voll
573,leer::A,чаво,leer
574,offen::A,панжадо,offen
575,offen::A,виде,offen
576,geschlossen::A,пекстазь,geschlossen
577,geschlossen::A,сёлгозь,geschlossen
578,sauber::A,ванькс,sauber
579,schmutzig::A,ливезев,schmutzig
580,roh::A,верек,roh
581,reif::A,кенерезь,reif
582,lecker::A,тантей,lecker
583,süß::A,ламбамо,süß
584,bitter::A,сэпей,bitter
585,sauer::A,чапамо,sauer
586,hell::A,валдо,hell
587,dunkel::A,чопода,dunkel
588,schwarz::A,раужо,schwarz
589,weiß::A,ашо,weiß
590,rot::A,якстере,rot
591,gelb::A,ожо,gelb
592,blau::A,сэнь,blau
593,grün::A,пиже,grün
594,grau::A,шержев,grau
595,bunt::A,сёрмав,bunt
596,billig::A,аволь питней,billig
597,teuer::A,питней,teuer
598,wertvoll::A,питней,wertvoll
599,blind::A,сокор,blind
600,taub::A,амариця,taub
601,kräftig::A,пек виев,kräftig
602,stark::A,виев,stark
603,schwach::A,лавшо,schwach
604,fett::A,куя,fett
605,schlank::A,виде ронга,schlank
606,hübsch::A,мазый,hübsch
607,böse::A,кежей,böse
608,dumm::A,чавола,dumm
609,dumm::A,превтеме,dumm
610,faul::A,нузякс,faul
611,fleißig::A,мелень путыця,fleißig
612,geizig::A,скупой,geizig
613,klug::A,превей,klug
614,geschickt::A,маштозь теезь,geschickt
615,lieb::A,вадря,lieb
616,lustig::A,весёла,lustig
617,sanft::A,сэтьме,sanft
618,hungrig::A,вачо,hungrig
619,krank::A,сэредиця,krank
620,nackt::A,штапо,nackt
621,traurig::A,нусманя,traurig
622,lebendig::A,эриця,lebendig
623,gut::A,паро,gut
624,schlecht::A,берянь,schlecht
625,richtig::A,виде,richtig
626,schlimm::A,берянь,schlimm
627,wahr::A,алкуксонь,wahr
628,alt::A,ташто,alt
629,neu::A,од,neu
630,ehemalig::A,икелень,ehemalig
631,alt[Lebewesen]::A,сыре,alt
632,jung::A,од,jung
633,arm::A,кажов,arm
634,reich::A,сюпав,reich
635,bekannt::A,содавикс,bekannt
636,berühmt::A,содавикс,berühmt
637,fremd::A,лия,fremd
638,fremd::A,асодавикс,fremd
639,verschieden::A,эрьва,verschieden
640,nah::A,а васолонь,nah
641,fern::A,умонь,fern
642,fern::A,кезэрень,fern
643,linker::A,керш,linker
644,rechter::A,вить,rechter
645,anderer::A,лия,anderer
646,erster::A,васень,erster
647,erster::A,васенце,erster
648,zweiter::A,омбоце,zweiter
649,dritter::A,колмоце,dritter
650,letzter::A,меельце,letzter
651,allein::ADV,башка,allein
652,allein::ADV,ськамонзо,allein
653,auf einmal::ADV,вейсэ,auf einmal
654,zusammen::ADV,вейс,zusammen
655,zusammen::ADV,вейсэ,zusammen
656,lange::ADV,кувать,lange
657,plötzlich::ADV,апак учо,plötzlich
658,sofort::ADV,курок,sofort
659,sofort::ADV,нейке,sofort
660,später::ADV,мейле,später
661,jetzt::ADV,ней,jetzt
662,heute::ADV,течи,heute
663,morgen::ADV,ванды,morgen
664,bald::ADV,курок,bald
665,dann::ADV,мейле,dann
666,dann::ADV,седе мейле,dann
667,gestern::ADV,исяк,gestern
668,einst::ADV,весть,einst
669,einst::ADV,зярдо-бути,einst
670,damals::ADV,сестэ,damals
671,danach::ADV,мейле,danach
672,danach::ADV,седе мейле,danach
673,vorher::ADV,васняяк,vorher
674,zuerst::ADV,васня,zuerst
675,einmal::ADV,весть,einmal
676,manchmal::ADV,лиясто,manchmal
677,oft::ADV,сеетьстэ,oft
678,immer::ADV,свал,immer
679,niemals::ADV,а зярдояк,niemals
680,hier::ADV,тесэ,hier
681,hierhin::ADV,тей,hierhin
682,von hier::ADV,тестэ,von hier
683,dort::ADV,тосо,dort
684,dorthin::ADV,тов,dorthin
685,geradeaus::ADV,витьстэ,geradeaus
686,vorwärts::ADV,икелев,vorwärts
687,rückwärts::ADV,мекев,rückwärts
688,zurück::ADV,мекев,zurück
689,unten::ADV,ало,unten
690,hinab::ADV,алов,hinab
691,oben::ADV,вере,oben
692,hinauf::ADV,верев,hinauf
693,überall::ADV,эрьва косо,überall
694,nicht::ADV,а,nicht
695,ein wenig::ADV,аламошка,ein wenig
696,kaum::ADV,ансяк,kaum
697,sehr::ADV,пек,sehr
698,sehr::ADV,вельть,sehr
699,so::ADV,истя,so
700,noch::ADV,таго,noch
701,nur::ADV,ансяк,nur
702,schon::ADV,уш,schon
703,wieder::ADV,таго,wieder
704,vergebens::ADV,стяко,vergebens
705,vor::PRP,икеле,vor
706,hinter::PRP,вельде,hinter
707,unter::PRP,ало,unter
708,durch::PRP,пачк,durch
709,neben::PRP,вакссо,neben
710,zwischen::PRP,ютксо,zwischen
711,wegen::PRP,кис,wegen
712,wegen::PRP,коряс,wegen
713,wegen::PRP,кувалт,wegen
714,dies::PRN,те,dies
715,das::PRN,те,das
716,das::PRN,тона,das
717,alles::PRN,весе,alles
718,alles::PRN,весемесь,alles
719,ich::PRN,мон,ich
720,du::PRN,тон,du
721,er::PRN,сон,er
722,wir::PRN,минь,wir
723,ihr::PRN,тынь,ihr
724,sie::PRN,сынь,sie
725,was::FPRN,мезе,was
726,wer::FPRN,ки,wer
727,wo::FADV,косо,wo
728,wohin::FADV,ков,wohin
729,wohin::FADV,козо,wohin
730,wie::FADV,кода,wie
731,warum::FADV,мекс,warum
732,wieviel::FNUM,зяро,wieviel
733,eins::NUM,вейке,eins
734,zwei::NUM,кавто,zwei
735,drei::NUM,колмо,drei
736,vier::NUM,ниле,vier
737,fünf::NUM,вете,fünf
738,sechs::NUM,кото,sechs
739,sieben::NUM,сисем,sieben
740,acht::NUM,кавксо,acht
741,neun::NUM,вейксэ,neun
742,zehn::NUM,кемень,zehn
743,elf::NUM,кевейкее,elf
744,zwölf::NUM,кемгавтово,zwölf
745,zwanzig::NUM,комсь,zwanzig
746,dreißig::NUM,колоньгемень,dreißig
747,vierzig::NUM,ниленьгемень,vierzig
748,fünfzig::NUM,ведьгемень,fünfzig
749,sechzig::NUM,кодгемень,sechzig
750,siebzig::NUM,сизьгемень,siebzig
751,achtzig::NUM,кавксоньгемень,achtzig
752,neunzig::NUM,вейксэньгемень,neunzig
753,hundert::NUM,сядо,hundert
754,tausend::NUM,тыща,tausend
755,und::CNJ,ды,und
756,oder::CNJ,или,oder
757,stehen::V,аштемс стядо,stehen
758,sitzen::V,аштемс озадо,sitzen
759,liegen::V,мадезь аштемс,liegen
760,hängen::V,нурьгемс,hängen
761,werden::V,арамс,werden
762,passieren::V,лисэмс,passieren
763,beginnen::V,ушодомс,beginnen
764,enden::V,лоткамс,enden
765,wechseln::V,полавтнемс,wechseln
766,aufgehen[Sonne]::V,лисемс,aufgehen
767,aufgehen[Sonne]::V,стямс,aufgehen
768,untergehen[Sonne]::V,валгомс,untergehen
769,scheinen[Sonne]::V,валдомтомс,scheinen
770,donnern::V,цярномс,donnern
771,donnern::V,галдордомс,donnern
772,wehen::V,пувамс,wehen
773,strömen::V,чудемс,strömen
774,fließen::V,чудемс,fließen
775,sich drehen::V,велямс,sich drehen
776,schwanken::V,лыкамс,schwanken
777,schwanken::V,якамс,schwanken
778,schwingen::V,нурсемс,schwingen
779,schwingen::V,лыкамс,schwingen
780,fallen::V,прамс,fallen
781,fallen::V,сяворемс,fallen
782,brennen::V,паломс,brennen
783,rauchen::V,качадомс,rauchen
784,regnen::V,пиземс,regnen
785,gefrieren::V,кельмемс,gefrieren
786,tauen::V,соламс,tauen
787,schmelzen::V,соламс,schmelzen
788,trocknen::V,коськемс,trocknen
789,sieden::V,лакамс,sieden
790,sieden::V,пиксемс,sieden
