,Concept_ID,mn,br
790,vorher::ADV,урьд,diagent
791,zuerst::ADV,анх,da gentañ
792,zuerst::ADV,эхлээд,da gentañ
793,einmal::ADV,нэг удаа,ur wech
794,manchmal::ADV,хааяа,a-wechoù
795,manchmal::ADV,заримдаа,a-wechoù
796,oft::ADV,олонтоо,alies
797,immer::ADV,байнга,atav
798,immer::ADV,байнга,bepred
799,niemals::ADV,хэзээ ч,gwech ebet
800,niemals::ADV,хэдийд ч,gwech ebet
801,hier::ADV,энд,amañ
802,hierhin::ADV,нааш,dre amañ
803,von hier::ADV,эндээс,alemañ
804,dort::ADV,тэнд,aze
805,dort::ADV,тэнд,ahont
806,dorthin::ADV,тийш,di
807,dorthin::ADV,тийш,aze
808,dorthin::ADV,тийш,ahont
809,geradeaus::ADV,шулуун,war-eeun
810,vorwärts::ADV,урагшаа,war-raok
811,rückwärts::ADV,буцаан,war-lerc'h
812,rückwärts::ADV,сөөргөө,war-lerc'h
813,zurück::ADV,буцаж,war-dreñv
814,zurück::ADV,гэдрэг,war-dreñv
815,unten::ADV,дор,en traoñ
816,hinab::ADV,уруу,a-izel
817,oben::ADV,дээр,en nec'h
818,hinauf::ADV,өөд,e-krec'h
819,hinauf::ADV,дээш,e-krec'h
820,überall::ADV,хааяагүй,dre-holl
821,überall::ADV,энд тэндгүй,dre-holl
822,nicht::ADV,эс,ne ... ket
823,nicht::ADV,-гүй,ne ... ket
824,ein wenig::ADV,жаахан,un tammig
825,kaum::ADV,арай,a-boan
826,kaum::ADV,арай гэж,a-boan
827,sehr::ADV,тун,-tre
828,sehr::ADV,тун,-kenañ
829,so::ADV,тэгж,evel-se
830,so::ADV,ингээд,evel-se
831,noch::ADV,дахин,c'hoazh
832,noch::ADV,дахиад,c'hoazh
833,nur::ADV,зөвхөн,hepken
834,nur::ADV,гагцхүү,hepken
835,schon::ADV,нэгэнт,dija
836,wieder::ADV,дахин,adarre
837,wieder::ADV,дахиад,adarre
838,vergebens::ADV,хий,
839,vor::PRP,өмнө,dirak
840,hinter::PRP,ард,a-drek
841,hinter::PRP,ард,a-dreñv
842,unter::PRP,доор,dindan
843,durch::PRP,дундуур,dre
844,neben::PRP,хажууд,e-kichen
845,zwischen::PRP,завсар,etre
846,zwischen::PRP,хооронд,etre
847,wegen::PRP,төлөө,abalamour da
848,wegen::PRP,дээрээс,abalamour da
849,dies::PRN,энэ,hemañ
850,das::PRN,тэр,se
851,das::PRN,тэр,hennezh
852,alles::PRN,цөм,pep tra
853,alles::PRN,бүгд,pep tra
854,ich::PRN,би,me
855,du::PRN,чи,te
856,er::PRN,тэр,eñ
857,er::PRN,тэр хүн,eñ
858,wir::PRN,бид,ni
859,ihr::PRN,та нар,c'hwi
860,sie::PRN,тэд,int
861,was::FPRN,юу,petra
862,wer::FPRN,хэн,piv
863,wo::FADV,хаа,pelec'h
864,wo::FADV,хаана,pelec'h
865,wohin::FADV,хааш,da belec'h
866,wohin::FADV,хаана,da belec'h
867,wie::FADV,яаж,penaos
868,wie::FADV,хэрхэн,penaos
869,warum::FADV,юунд,perak
870,warum::FADV,яагаад,perak
871,wieviel::FNUM,хэдий,pet
872,wieviel::FNUM,хэд,pet
873,eins::NUM,нэг,unan
874,zwei::NUM,хоёр,daou
875,drei::NUM,гурав,tri
876,vier::NUM,дөрөв,pevar
877,fünf::NUM,тав,pemp
878,sechs::NUM,зургаа,c'hwec'h
879,sieben::NUM,долоо,seizh
880,acht::NUM,найм,eizh
881,neun::NUM,ес,nav
882,zehn::NUM,арав,dek
883,elf::NUM,арван нэг,unnek
884,zwölf::NUM,арван хоёр,daouzek
885,zwanzig::NUM,хорь,ugent
886,dreißig::NUM,гуч,tregont
887,vierzig::NUM,дөч,daou-ugent
888,fünfzig::NUM,тавь,hanter-kant
889,sechzig::NUM,жар,tri-ugent
890,siebzig::NUM,дал,dek ha tri-ugent
891,achtzig::NUM,ная,pevar-ugent
892,neunzig::NUM,ер,dek ha pevar-ugent
893,hundert::NUM,зуу,kant
894,tausend::NUM,мянга,mil
895,und::CNJ,ч,ha
896,und::CNJ,болон,ha
897,oder::CNJ,буюу,pe
898,stehen::V,зогсох,bezañ a-sav
899,sitzen::V,суух,azezañ
900,sitzen::V,суух,bezañ en e goazez
901,liegen::V,хэвтэх,bezañ en e c'hourvez
902,hängen::V,өлгөөтэй байх,krougañ
903,hängen::V,дүүжлээтэй байх,krougañ
904,werden::V,болох,dazonet
905,passieren::V,тохиох,c'hoarvezout
906,beginnen::V,эхлэх,stagañ
907,enden::V,дүүрэх,achuiñ
908,wechseln::V,хувирах,cheñch
909,aufgehen[Sonne]::V,мандах,dirouzañ
910,untergehen[Sonne]::V,жаргах,
911,scheinen[Sonne]::V,гэрэлтэх,lugernañ
912,donnern::V,дуугарах,taranal
913,wehen::V,салхилах,c'hwezhañ
914,wehen::V,хөөрөгдөх,c'hwezhañ
915,strömen::V,гүйх,deredek
916,strömen::V,урсах,deredek
917,fließen::V,урсах,redek
918,sich drehen::V,эргэлдэх,troiñ
919,schwanken::V,хэлбэлзэх,trantellat
920,schwingen::V,ганхах,froumal
921,schwingen::V,хэлбэлзэх,froumal
922,fallen::V,унах,kouezhañ
923,brennen::V,шатах,deviñ
924,rauchen::V,баагих,divogedañ
925,regnen::V,бороо орно,glavañ
926,gefrieren::V,хөлдөх,reviñ
927,tauen::V,хайлах,diskornañ
928,schmelzen::V,уярах,teuziñ
929,trocknen::V,хатах,sec'hañ
930,sieden::V,буцлах,berviñ
931,sieden::V,даргилах,berviñ
932,faulen::V,үжрэх,breinañ
933,faulen::V,өмхийрөх,breinañ
934,verfaulen::V,бээх,breinañ
935,verfaulen::V,өгрөх,breinañ
936,reißen::V,цуурах,darnaouiñ
937,versinken::V,живэх,sodellañ
938,vergehen::V,нөгчих,tremen
939,vergehen::V,өнгөрөх,tremen
940,erscheinen::V,гарах,donet war-wel
941,erscheinen::V,бултайх,donet war-wel
942,verschwinden::V,далд орох,monet diwar wel
943,verschwinden::V,алга болох,monet diwar wel
944,sinken::V,татрах,en em izelat
945,sinken::V,доошлох,en em izelat
946,abnehmen::V,багасах,nebeutaat
947,abnehmen::V,хорогдох,nebeutaat
948,zunehmen::V,ихсэх,kreskiñ
949,steigen::V,нэмэгдэх,sevel
950,wachsen::V,өсөх,kreskiñ
951,wachsen::V,ургах,kreskiñ
952,glänzen::V,гилгэнэх,lugernañ
953,glänzen::V,гилбэгнэх,lugernañ
954,funkeln::V,гялжах,elieniñ
955,funkeln::V,гялалзах,elieniñ
956,lärmen::V,шуугих,rabotat
957,läuten::V,цохих,
958,klingeln::V,хонхдох,
959,klingeln::V,дуугарах,
960,klirren::V,хангир жингэр хийх,diridignat
961,klirren::V,хангир жингэр хийх,sterlinkañ
962,brausen::V,бургилах,gwegal
963,rauschen::V,сэржигнэх,trouzal
964,klingen::V,хангинах,seniñ
965,bellen::V,хуцах,harzhal
966,heulen::V,улих,yudal
967,blasen::V,үлзэх,c'hwezhañ
968,pfeifen::V,исгэрэх,c'hwitellat
969,schreien::V,хашгирах,huchal
970,stöhnen::V,ёолох,hirvoudiñ
971,stöhnen::V,гэнгэнэх,hirvoudiñ
972,zittern::V,дагжих,krenañ
973,leben::V,амьдрах,bevañ
974,geboren werden::V,төрөх,genel
975,atmen::V,амьсгалах,tennañ e anal
976,trinken::V,уух,evañ
977,essen::V,идэх,debriñ
978,schlucken::V,залгих,lonkañ
979,müde werden::V,ядрах,skuizhañ
980,einschlafen::V,унтчих,menel kousket
981,schlafen::V,унтах,kousket
982,aufwachen::V,сэрэх,dihuniñ
983,aufstehen::V,босох,sevel
984,sich erholen::V,амрах,diskuizhañ
985,krank werden::V,өвдөж эхлэх,klañviñ
986,krank sein::V,өвдөх,bezañ klañv
987,schmerzen::V,өвдөх,skourjezañ
988,schmerzen::V,шархирах,skourjezañ
989,husten::V,ханиах,pasaat
990,husten::V,ханиах,peudal
991,genesen::V,засрах,pareañ
992,sterben::V,үхэх,mervel
993,sterben::V,нас барах,mervel
994,umkommen::V,үхэх,perisañ
995,sich bewegen::V,хөдлөх,bouljal
996,sich rühren::V,хөдлөх,fiñval
997,sich erheben::V,босох,sevel
998,sich setzen::V,суух,azezañ
999,sich setzen::V,суух,mont en e goazez
1000,hinfallen::V,ойчих,kouezhañ
1001,laufen::V,явган явах,redek
1002,schreiten::V,алхах,kerzhet
1003,spazierengehen::V,зугаалах,pourmen
1004,eilen::V,хурдлах,hastañ
1005,sich beeilen::V,яарах,hastañ
1006,sich beeilen::V,шамдах,hastañ
1007,sausen::V,давхих,karzhañ
1008,rennen::V,гүйх,redek
1009,springen::V,харайх,lammat
1010,springen::V,дэвхрэх,lammat
1011,klettern::V,авирах,krimpat
1012,schaukeln::V,ганхалзах,brañsellat
1013,kriechen::V,мөлхөх,skrampañ
1014,schwimmen::V,сэлэх,neuial
1015,tauchen::V,шунгах,splujañ
1016,rudern::V,сэлүүрдэх,roeñvat
1017,fahren::V,явах,kas
1018,fahren::V,явах,bleniañ
1019,fliegen::V,нисэх,nijal
1020,gehen::V,явах,mont
1021,weggehen::V,явах,mont kuit
1022,abfahren::V,одох,mont kuit
1023,abfahren::V,хөдлөх,mont kuit
1024,anhalten::V,зогсох,chom a-sav
1025,hineingehen::V,орох,monet e-barzh
1026,eintreten::V,орох,monet e-barzh
1027,kommen::V,ирэх,dont
1028,ankommen::V,хүрэх,erruout
1029,zurückkommen::V,харих,addonet
1030,zurückkommen::V,буцаж ирэх,addonet
1031,bleiben::V,үлдэх,chom
1032,warten::V,хүлээх,gortoz
1033,erwarten::V,хүлээх,gortoz
1034,suchen::V,эрэх,klask
1035,suchen::V,бэдрэх,klask
1036,finden::V,олох,kavout
1037,versuchen::V,оролдох,klask
1038,vorbereiten::V,бэлтгэх,aozañ
1039,lieben::V,янаглах,karout
1040,mögen::V,таалах,karout
1041,lachen::V,инээх,c'hoarzin
1042,rühren::V,сэтгэл уяруулах,tenerañ
1043,weinen::V,уйлах,gouelañ
1044,schimpfen::V,хараах,krozal
1045,sich ärgern::V,уурлах,fachañ
1046,sich ärgern::V,уурлах,en em fachañ
1047,sich fürchten::V,айх,
1048,fürchten::V,айх,
1049,fliehen::V,зугтах,tec'het
1050,fliehen::V,гүйж очих,tec'het
1051,flüchten::V,оргох,tuzañ
1052,sehen::V,үзэх,gwelet
1053,anschauen::V,харах,sellout ouzh
1054,ansehen::V,харах,sellout ouzh
1055,hören::V,дуулах,klevet
1056,zuhören::V,чагнах,selaou
1057,probieren::V,амсаж үзэх,blasa
1058,riechen::V,үнэрлэх,klevet
1059,fühlen::V,мэдрэх,santout
1060,scheinen::V,шиг үзэгдэх,diskouez bezañ
1061,zu sehen sein::V,үзэгдэх,bezañ gwelus
1062,zu sehen sein::V,харагдах,bezañ gwelus
1063,vernehmen::V,дуулах,merzhañ
1064,frieren::V,даарах,anoued
1065,tun::V,хийх,ober
1066,tun::V,үйлдэх,ober
1067,können::V,болох,gouzout
1068,wollen::V,хүсэх,fellout da
1069,wollen::V,хүсэх,kaout c'hoant da
1070,anfangen::V,эхлэх,kregiñ
1071,beenden::V,дуусгах,achuiñ
1072,aufhören::V,болих,paouez
1073,aufhören::V,зогсох,paouez
1074,gelingen::V,бүтэх,
1075,geraten::V,илрэх,
1076,öffnen::V,нээх,digeriñ
1077,öffnen::V,тайлах,digeriñ
1078,schließen::V,хаах,serriñ
1079,stellen::V,тавих,lakaat
1080,stellen::V,босгох,lakaat
1081,setzen::V,суулгах,lakaat
1082,legen::V,хийх,lakaat
1083,legen::V,тавих,lakaat
1084,berühren::V,шүргэх,touch
1085,verbinden::V,залгах,eren
1086,bedecken::V,бүрэх,goloiñ
1087,aufhängen::V,өлгөх,istribilhañ
1088,aufhängen::V,дүүжлэх,istribilhañ
1089,anzünden::V,асаах,alumiñ
1090,anzünden::V,асаах,c'hwezzañ
1091,anzünden::V,ноцоох,alumiñ
1092,anzünden::V,ноцоох,c'hwezzañ
1093,aufheben::V,өргөх,dastum
1094,zurücklassen::V,орхих,lezel
1095,zurücklassen::V,үлдээх,lezel
1096,verlieren::V,гээх,koll
1097,fallen lassen::V,унагах,laoskel
1098,fallen lassen::V,унагах,lezel da gouezhel
1099,machen::V,хийх,ober
1100,machen::V,гаргах,ober
1101,herstellen::V,бүтээх,fardañ
1102,bauen::V,барих,sevel
1103,reparieren::V,засах,adaozañ
1104,reparieren::V,сэлбэх,adaozañ
1105,verbessern::V,засах,gwellaat
1106,verbessern::V,сайжруулах,gwellaat
1107,ändern::V,өөрчлөх,cheñch
1108,graben::V,малтах,kleuzañ
1109,beugen::V,бөгтийлгөх,plegañ
1110,biegen::V,матах,krommañ
1111,biegen::V,муруйлгах,krommañ
1112,drehen::V,эргүүлэх,treiñ
1113,wenden::V,эргүүлэх,treiñ
1114,umdrehen::V,хөрвүүлэх,treiñ
1115,heben::V,өргөх,sevel
1116,hochheben::V,өргөх,sevel
1117,ergreifen::V,атгах,kemer
1118,halten::V,барих,dalc'hen
1119,drücken::V,дарах,bountañ
1120,schieben::V,түлхэх,poulzañ
1121,kratzen::V,хусах,skrabat
1122,kratzen::V,маажих,skrabat
1123,lecken::V,долоох,lipat
1124,beißen::V,зуух,kregiñ
1125,beißen::V,хазах,kregiñ
1126,abreißen::V,таслах,diframmañ
1127,abschneiden::V,тайрах,troc'hañ
1128,binden::V,боох,stagañ
1129,binden::V,хүлэх,stagañ
1130,stecken::V,шаах,sankañ
1131,stecken::V,шигтгэх,sankañ
1132,brechen::V,хугалах,darnaouiñ
1133,klopfen::V,цохих,skoiñ
1134,klopfen::V,тогших,skoiñ
1135,hauen::V,дэлдэх,dornañ
1136,kleben::V,наах,pegañ
1137,reiben::V,нухах,taravat
1138,reiben::V,нухах,trekiñ
1139,reiben::V,нидчих,taravat
1140,reiben::V,нидчих,trekiñ
1141,streichen::V,нялах,toazañ
1142,streichen::V,түрхэх,toazañ
1143,schleifen::V,билүүдэх,lemmañ
1144,schleifen::V,гуранздах,lemmañ
1145,schneiden::V,огтлох,troc'hañ
1146,rütteln::V,холхнулах,tordorosañ
1147,schütteln::V,сэгсрэх,hejañ
1148,schwenken::V,дэвэх,
1149,schwenken::V,даллах,
1150,schütten::V,цутгах,diskargañ
1151,schütten::V,аягалах,diskargañ
1152,füllen::V,дүүргэх,kargañ
1153,einwickeln::V,боох,gronnañ
1154,einwickeln::V,ороох,gronnañ
1155,tragen::V,авчрах,dougen
1156,schleppen::V,чирэх,stlejal
1157,ziehen::V,татах,sachañ
1158,aufbewahren::V,хадгалах,miret
1159,werfen::V,хаях,teuler
1160,werfen::V,шидэх,teuler
1161,fangen::V,барих,tapañ
1162,packen::V,шүүрэх,krapat
1163,verstecken::V,нуух,kuzhat
1164,teilen::V,хуваах,rannañ
1165,schicken::V,илгээх,kas
1166,schicken::V,явуулах,kas
1167,bringen::V,авчрах,degas
1168,bringen::V,аваачих,degas
1169,hinzufügen::V,нэмэх,lakat ouzhpenn
1170,bekommen::V,хүлээн авах,kaout
1171,erhalten::V,хүлээн авах,kaout
1172,nehmen::V,авах,kemer
1173,wählen::V,сонгох,choaz
1174,auswählen::V,шилэх,dibab
1175,bewahren::V,гамнах,mirout
1176,behindern::V,саад хийх,diaezañ
1177,behindern::V,тотгор болох,diaezañ
1178,verderben::V,эвдэх,lovrañ
1179,beschädigen::V,гэмтээх,gwallegañ
1180,zerbrechen::V,хагалах,torriñ
1181,zerbrechen::V,хага цохих,torriñ
1182,zerreißen::V,урах,diroegiñ
1183,zerstören::V,эвдэх,distrujañ
1184,zerstören::V,сүйтгэх,distrujañ
1185,verbrennen::V,шатаах,deviñ
1186,geben::V,өгөх,reiñ
1187,reichen::V,өгөх,
1188,reichen::V,дамжуулах,
1189,schenken::V,бэлэглэх,donezonañ
1190,versprechen::V,амлах,prometiñ
1191,wünschen::V,ерөөх,hetiñ
1192,loben::V,магтах,feurmiñ
1193,loben::V,сайшаах,feurmiñ
1194,küssen::V,озох,pokat
1195,küssen::V,үнсэх,pokat
1196,wiegen::V,бүүвэйлэх,pouezañ
1197,zudecken::V,хучих,goloiñ
1198,zudecken::V,бүтээх,goloiñ
1199,wecken::V,сэрээх,dihuniñ
1200,zeigen::V,үзүүлэх,diskouez
1201,führen::V,хөтлөх,kas
1202,lehren::V,заах,deskiñ
1203,unterrichten::V,сургах,kelenn
1204,aufziehen::V,өсгөх,
1205,aufziehen::V,хүмүүжүүлэх,
1206,leiten::V,удирдах,bleinañ
1207,antreiben::V,шамдуулах,poulzañ
1208,lassen::V,-уулах,leuskel
1209,einladen::V,залах,pediñ
1210,vereinigen::V,нэгтгэх,unisañ
1211,vereinigen::V,хамтруулах,unisañ
1212,besuchen::V,зочлох,gweladenniñ
1213,treffen::V,учрах,kejal
1214,treffen::V,учрах,ankontrañ
1215,treffen::V,дайралдах,kejal
1216,treffen::V,дайралдах,ankontrañ
1217,sich versammeln::V,хуралдах,bodennañ
1218,spielen::V,наадах,c'hoari
1219,singen::V,дуулах,kanañ
1220,tanzen::V,бүжиглэх,dañsal
1221,sich trennen::V,салах,dispartiañ
1222,verlassen::V,хаях,lezel
1223,retten::V,гэтэлгэх,saveteiñ
1224,bewachen::V,сахих,mesa
1225,schützen::V,хамгаалах,diwall
1226,verteidigen::V,хамгаалах,difenn
1227,sich schlagen::V,зодолдох,lopañ
1228,schießen::V,харвах,
1229,schießen::V,буу буудах,
1230,siegen::V,ялах,trec'hiñ
1231,ärgern::V,уурлуулах,hegasiñ
1232,ärgern::V,уур хүргэх,hegasiñ
1233,schlagen::V,цохих,skeiñ
1234,treten::V,өшиглөх,botaouiñ
1235,stechen::V,хатгах,pikat
1236,stoßen::V,ёврох,stokañ
1237,stoßen::V,нудрах,stokañ
1238,stehlen::V,хулгайлах,laerezh
1239,stören::V,саад болох,direnkañ
1240,belästigen::V,зовоох,dregasiñ
1241,belästigen::V,амраахгүй байх,dregasiñ
1242,verbergen::V,нуух,skoachañ
1243,verbergen::V,далдлах,skoachañ
1244,täuschen::V,мэхлэх,tromplañ
1245,betrügen::V,хуурах,lorbañ
1246,töten::V,алах,lazhañ
1247,wohnen::V,суух,bezañ o chom
1248,wohnen::V,амьдрах,bezañ o chom
1249,arbeiten::V,ажиллах,labourat
1250,arbeiten::V,хөдөлмөрлөх,labourat
1251,sammeln::V,түүх,dastum
1252,sammeln::V,хураах,dastum
1253,pflücken::V,түүх,kuntuilhañ
1254,jagen::V,агнах,chaseal
1255,jagen::V,гөрөөлөх,chaseal
1256,fischen::V,загасчлах,pesketa
1257,fischen::V,загас барих,pesketa
1258,fassen::V,барих,pakañ
1259,hüten::V,маллах,geota
1260,hüten::V,хариулах,geota
1261,treiben::V,туух,
1262,anbinden::V,уях,stagañ
1263,füttern::V,тэжээх,boueta
1264,melken::V,саах,goro
1265,hacken::V,цавчих,difrakal
1266,gießen::V,услах,dourañ
1267,reifen::V,боловсрох,azviñ
1268,zubereiten::V,бэлдэх,keginañ
1269,kochen::V,чанах,poazhañ
1270,backen::V,жигнэх,fritañ
1271,braten::V,шарах,rostañ
1272,braten::V,хайрах,rostañ
1273,umrühren::V,хутгах,
1274,stricken::V,нэхэх,stammañ
1275,stricken::V,сүлжих,stammañ
1276,nähen::V,оёх,gwriat
1277,färben::V,будах,livañ
1278,reinigen::V,арилгах,naetañ
1279,reinigen::V,цэвэрлэх,naetañ
1280,waschen::V,угаах,gwalc'hiñ
1281,abwischen::V,арчих,torchañ
1282,spülen::V,зайлах,disgwalc'hiñ
1283,fegen::V,хамах,skubañ
1284,fegen::V,шүүрдэх,skubañ
1285,kehren::V,шүүрдэх,skubañ
1286,kehren::V,туужуудах,skubañ
1287,baden::V,усанд орох,kouronkañ
1288,sich waschen::V,биеэ угаах,en em walc'hiñ
1289,ausziehen::V,тайлах,
1290,anziehen::V,өмсөх,
1291,sich anziehen::V,хувцаслах,gwiskañ
1292,kämmen::V,самнах,kribat
1293,schmücken::V,гоёх,kinklañ
1294,schmücken::V,чимэх,kinklañ
1295,sagen::V,гэх,larêt
1296,sagen::V,гэх,lavaret
1297,sagen::V,хэлэх,larêt
1298,sagen::V,хэлэх,lavaret
1299,sprechen::V,ярих,komz
1300,sprechen::V,өгүүлэх,komz
1301,reden::V,хэлэх,kaozeal
1302,reden::V,хөөрөлдөх,kaozeal
1303,sich unterhalten::V,ярилцах,balbotal
1304,fragen::V,асуух,goulenn
1305,bitten::V,гуйх,goulenn
1306,erzählen::V,өгүүлэх,kontañ
1307,mitteilen::V,дуулгах,kemenn
1308,mitteilen::V,мэдээлэх,kemenn
1309,nennen::V,нэрлэх,anviñ
1310,rufen::V,дуудах,gelver
1311,prahlen::V,бардах,fougeal
1312,prahlen::V,сайрхах,fougeal
1313,übersetzen::V,орчуулах,treiñ
1314,denken::V,санах,soñjal
1315,glauben::V,итгэх,krediñ
1316,bemerken::V,ажих,apresevañ
1317,bemerken::V,ажиглах,apresevañ
1318,erkennen::V,таних,anavout
1319,begreifen::V,ойлгох,meizañ
1320,verstehen::V,мэдэж авах,kompren
1321,lernen::V,сурах,deskiñ
1322,wissen::V,мэдэх,gouzout
1323,sich erinnern an::V,дурсах,kaout soñj e
1324,vergessen::V,мартах,ankouaat
1325,messen::V,хэмжих,muzuliañ
1326,zählen::V,тоолох,kontañ
1327,rechnen::V,тооцоох,jedañ
1328,lesen::V,унших,lenn
1329,malen::V,зурах,livañ
1330,zeichnen::V,дүрслэн бичих,tresañ
1331,schreiben::V,бичих,skrivañ
1332,besitzen::V,эзэмших,kaout
1333,kaufen::V,худалдан авах,prenañ
1334,verkaufen::V,худалдах,gwerzhañ
1335,bezahlen::V,төлөх,paeañ
1336,zahlen::V,төлөх,paeañ
1337,beherrschen::V,эзэмших,mestroniañ
1338,ertragen::V,тэсэх,anduriñ
