,Concept_ID,zh,da
875,anzünden::V,点,antænde
876,aufheben::V,拾起,løfte
877,aufheben::V,拾起,tage op
878,zurücklassen::V,遗留,lade tilbage
879,verlieren::V,丧失,miste
880,fallen lassen::V,让掉下,tabe
881,fallen lassen::V,让掉下,droppe
882,machen::V,做,gøre
883,herstellen::V,生产,fremstille
884,bauen::V,建造,bygge
885,reparieren::V,修理,reparere
886,verbessern::V,改进,rette
887,verbessern::V,改进,forbedre
888,ändern::V,改变,ændre
889,graben::V,挖,grave
890,beugen::V,弯下,bøje
891,biegen::V,弯,bøje
892,drehen::V,转动,dreje
893,wenden::V,转动,vende
894,umdrehen::V,转动,dreje om
895,heben::V,举起,hæve
896,hochheben::V,抬高,løfte
897,ergreifen::V,抓住,gribe fat i
898,halten::V,拿着,holde
899,drücken::V,压,trykke
900,schieben::V,推,skyde
901,schieben::V,推,skubbe
902,kratzen::V,搔,klø
903,kratzen::V,搔,kradse
904,lecken::V,舔,slikke
905,beißen::V,咬,bide
906,abreißen::V,撕下,rive af
907,abschneiden::V,切断,skære af
908,binden::V,捆,binde
909,stecken::V,插,stikke
910,brechen::V,断裂,brække
911,klopfen::V,敲,banke
912,hauen::V,揍,hugge
913,kleben::V,粘,klistre
914,reiben::V,摩擦,gnide
915,streichen::V,涂,smøre
916,schleifen::V,拖曳,slibe
917,schneiden::V,切,skære
918,schneiden::V,切,klippe
919,rütteln::V,颠簸,ruske
920,schütteln::V,摇动,ryste
921,schwenken::V,摇动,svinge
922,schütten::V,倒,hælde
923,füllen::V,填满,fylde
924,einwickeln::V,包,pakke ind
925,tragen::V,提,bære
926,schleppen::V,扛,slæbe
927,ziehen::V,拉,trække
928,aufbewahren::V,保存,opbevare
929,werfen::V,扔,kaste
930,fangen::V,捕捉,fange
931,packen::V,抓住,gribe
932,verstecken::V,藏,gemme
933,teilen::V,分,dele
934,schicken::V,派遣,sende
935,bringen::V,带来,bringe
936,hinzufügen::V,添加,tilføje
937,bekommen::V,得到,få
938,erhalten::V,接到,få
939,nehmen::V,拿,tage
940,wählen::V,挑选,vælge
941,auswählen::V,选择,udvælge
942,bewahren::V,保持,bevare
943,behindern::V,防碍,hindre
944,behindern::V,防碍,forhindre
945,verderben::V,败坏,ødelægge
946,beschädigen::V,损坏,beskadige
947,zerbrechen::V,破碎,brække itu
948,zerreißen::V,撕碎,rive itu
949,zerstören::V,毁坏,ødelægge
950,verbrennen::V,燃烧,brænde
951,geben::V,给,give
952,reichen::V,递给,række
953,schenken::V,赠送,forære
954,versprechen::V,许诺,love
955,wünschen::V,祝,ønske
956,loben::V,表扬,rose
957,küssen::V,亲,kysse
958,wiegen::V,轻摇,vugge
959,zudecken::V,盖上,dække til
960,wecken::V,唤起,vække
961,zeigen::V,指,vise
962,führen::V,带领,føre
963,lehren::V,教,lære
964,unterrichten::V,讲课,undervise
965,aufziehen::V,抚养,opdrage
966,leiten::V,领导,lede
967,antreiben::V,催促,skynde på
968,lassen::V,让,få til at
969,einladen::V,邀请,indbyde
970,einladen::V,邀请,invitere
971,vereinigen::V,统一,forene
972,besuchen::V,参观,besøge
973,treffen::V,会面,møde
974,sich versammeln::V,聚集,forsamles
975,spielen::V,玩,lege
976,spielen::V,玩,spille
977,singen::V,唱歌,synge
978,tanzen::V,跳舞,danse
979,sich trennen::V,分别,skilles
980,verlassen::V,离开,forlade
981,retten::V,救,redde
982,bewachen::V,守卫,bevogte
983,schützen::V,保护,skærme
984,schützen::V,保护,beskytte
985,verteidigen::V,保卫,forsvare
986,sich schlagen::V,打架,slås
987,schießen::V,射击,skyde
988,siegen::V,获胜,sejre
989,ärgern::V,激怒,ærgre
990,schlagen::V,打,slå
991,treten::V,踢,sparke
992,stechen::V,刺,stikke
993,stoßen::V,撞,støde
994,stehlen::V,盗窃,stjæle
995,stören::V,干扰,forstyrre
996,belästigen::V,打搅,genere
997,belästigen::V,打搅,ulejlige
998,verbergen::V,隐藏,skjule
999,täuschen::V,欺骗,villede
1000,betrügen::V,欺骗,bedrage
1001,töten::V,杀,dræbe
1002,wohnen::V,居住,bo
1003,arbeiten::V,工作,arbejde
1004,sammeln::V,收集,samle
1005,pflücken::V,采,plukke
1006,jagen::V,打猎,jage
1007,fischen::V,捕鱼,fiske
1008,fassen::V,捉住,fange
1009,hüten::V,守护,vogte
1010,treiben::V,漂,drive
1011,anbinden::V,拴,binde fast
1012,füttern::V,喂,fodre
1013,melken::V,挤奶,malke
1014,hacken::V,剁细,hakke
1015,gießen::V,浇,hælde
1016,reifen::V,成熟,modne
1017,kochen::V,煮,koge
1018,backen::V,烤,bage
1019,braten::V,煎,stege
1020,umrühren::V,搅拌,røre om
1021,stricken::V,织,strikke
1022,nähen::V,缝,sy
1023,färben::V,染色,farve
1024,reinigen::V,清洁,rense
1025,reinigen::V,清洁,gøre ren
1026,waschen::V,洗,vaske
1027,abwischen::V,擦掉,tørre af
1028,spülen::V,清洗,skylle
1029,fegen::V,扫,feje
1030,kehren::V,打扫,feje
1031,baden::V,给...洗澡,bade
1032,sich waschen::V,洗澡,vaske sig
1033,ausziehen::V,脱,tage af
1034,anziehen::V,穿,tage på
1035,sich anziehen::V,穿衣,klæde sig på
1036,kämmen::V,梳,rede
1037,kämmen::V,梳,frisere
1038,schmücken::V,装饰,pynte
1039,schmücken::V,装饰,smykke
1040,sagen::V,说,sige
1041,sprechen::V,说,snakke
1042,reden::V,讲,tale
1043,reden::V,讲,snakke
1044,sich unterhalten::V,聊天,snakke sammen
1045,fragen::V,问,spørge
1046,bitten::V,请,bede
1047,erzählen::V,叙述,berette
1048,erzählen::V,叙述,fortælle
1049,mitteilen::V,通知,meddele
1050,nennen::V,叫做,nævne
1051,rufen::V,叫,råbe
1052,prahlen::V,吹牛,prale
1053,übersetzen::V,翻译,oversætte
1054,denken::V,想,tænke
1055,glauben::V,以为,tro
1056,bemerken::V,发觉,bemærke
1057,bemerken::V,发觉,lægge mærke til
1058,erkennen::V,识别,genkende
1059,begreifen::V,理解,begribe
1060,verstehen::V,明白,forstå
1061,lernen::V,学,lære
1062,wissen::V,知道,vide
1063,sich erinnern an::V,回忆,mindes
1064,sich erinnern an::V,回忆,huske på
1065,vergessen::V,忘记,glemme
1066,messen::V,测量,måle
1067,zählen::V,数,tælle
1068,rechnen::V,计算,regne
1069,lesen::V,读,læse
1070,malen::V,画,male
1071,zeichnen::V,绘制,tegne
1072,schreiben::V,写,skrive
1073,besitzen::V,占有,eje
1074,besitzen::V,占有,besidde
1075,kaufen::V,买,købe
1076,verkaufen::V,卖,sælge
1077,bezahlen::V,付钱,betale
1078,zahlen::V,支付,betale
1079,beherrschen::V,统治,beherske
1080,ertragen::V,忍耐,tåle
1081,ertragen::V,忍耐,udholde
1082,vergebens::ADV,,forgæves
1083,klirren::V,,klirre
1084,rauschen::V,,suse
1085,rühren::V,,røre
1086,zubereiten::V,,tilberede
