,Concept_ID,da,kn
579,lebendig::A,levende,ಜೀವಂತ
580,gut::A,god,ಒಳ್ಳೆಯ
581,schlecht::A,dårlig,ದುಷ್ಟ
582,richtig::A,rigtig,ಸರಿ
583,schlimm::A,slem,ಅಸಹ್ಯ
584,wahr::A,sand,ನಿಜ
585,alt::A,gammel,ಮುದಿ
586,neu::A,ny,ಹೊಸ
587,ehemalig::A,forhenværende,ಮಾಜೀ
588,alt[Lebewesen]::A,gammel,ವೃದ್ಧ
589,jung::A,ung,ಎಳ
590,arm::A,fattig,ಬಡ
591,reich::A,rig,ಶ್ರೀಮಂತ
592,bekannt::A,kendt,ಅಪ್ತ
593,berühmt::A,berømt,ಪ್ರಸಿದ್ಧ
594,fremd::A,fremmed,ಪರಕೀಯ
595,verschieden::A,forskellig,ಬೇರೆ
596,nah::A,nær,ಹತ್ತಿರವಾದ
597,fern::A,fjern,ದೂರದ
598,linker::A,venstre,ಎಡ
599,rechter::A,højre,ಬಲ
600,anderer::A,anden,ಇತರ
601,erster::A,første,ಪ್ರಥಮ
602,zweiter::A,anden,ದ್ವಿತೀಯ
603,dritter::A,tredje,ಮೂರನೆಯಜಗತ್ತು
604,letzter::A,sidste,ಅಂತ್ಯ
605,allein::ADV,alene,ಒಬ್ಬನೇ
606,auf einmal::ADV,på én gang,ಒಡನೆ
607,zusammen::ADV,sammen,ಒಟ್ಟಿಗೆ
608,lange::ADV,længe,ದೀರ್ಘ
609,plötzlich::ADV,pludselig,ಅನಾಮತ್ತು
610,sofort::ADV,straks,ಜಾಗ್ರತೆ
611,später::ADV,senere,ತರುವಾಯ
612,jetzt::ADV,nu,ಈಗ
613,heute::ADV,i dag,ಇಂದು
614,morgen::ADV,i morgen,ನಾಳೆ
615,bald::ADV,snart,ಬೇಗ
616,dann::ADV,så,ಆಗ
617,gestern::ADV,i går,ನಿನ್ನೆ
618,einst::ADV,engang,ಪೂರ್ವದಲ್ಲಿ
619,damals::ADV,dengang,ಆಗ
620,danach::ADV,derefter,ಆಮೇಲೆ
621,vorher::ADV,før,ಮುಂಚೆ
622,vorher::ADV,forud,ಮುಂಚೆ
623,zuerst::ADV,først,ಮೊದಲಿಗೆ
624,einmal::ADV,en gang,ಒಮ್ಮೆ
625,manchmal::ADV,sommetider,ಆಗಾಗ
626,oft::ADV,ofte,ಅನೇಕಸಲ
627,immer::ADV,altid,ಯಾವಾಗಲೂ
628,niemals::ADV,aldrig,ಯಾವಾಗಲೂ ಇಲ್ಲ
629,hier::ADV,her,ಇಲ್ಲಿ
630,hierhin::ADV,hid,ಇತ್ತ
631,hierhin::ADV,herhen,ಇತ್ತ
632,von hier::ADV,herfra,ಇಲ್ಲಿಂದ
633,dort::ADV,der,ಅಲ್ಲಿ
634,dorthin::ADV,derhen,ಅಲ್ಲಿಗೆ
635,geradeaus::ADV,lige ud,ಸೀದಾ
636,vorwärts::ADV,fremad,ಮುನ್ನೆಡೆವ
637,rückwärts::ADV,baglæns,ಹಿಂದುಗಡೆಗೆ
638,zurück::ADV,tilbage,ಹಿಂದಕ್ಕೆ
639,unten::ADV,nede,ಕೆಳಗೆ
640,unten::ADV,forneden,ಕೆಳಗೆ
641,hinab::ADV,ned,ಕೆಳಕ್ಕೆ
642,hinab::ADV,nedad,ಕೆಳಕ್ಕೆ
643,oben::ADV,oppe,ಮೇಲೆ
644,oben::ADV,ovenpå,ಮೇಲೆ
645,hinauf::ADV,op,ಮೇಲಕ್ಕೆ
646,hinauf::ADV,opad,ಮೇಲಕ್ಕೆ
647,überall::ADV,overalt,ಎಲ್ಲಸ್ಥಳಗಳು
648,nicht::ADV,ikke,ಇಲ್ಲ
649,nicht::ADV,ikke,ಅಲ್ಲ
650,ein wenig::ADV,lidt,ತುಸು
651,kaum::ADV,knap,ಕಠಿನವಾಗಿ
652,kaum::ADV,næppe,ಕಠಿನವಾಗಿ
653,sehr::ADV,meget,ಬಹು
654,so::ADV,så,ಅಷ್ಟು
655,noch::ADV,endnu,ಇನ್ನು
656,nur::ADV,kun,ಕೇವಲ
657,nur::ADV,bare,ಕೇವಲ
658,schon::ADV,alt,ಆಗಲೇ
659,schon::ADV,allerede,ಆಗಲೇ
660,wieder::ADV,igen,ಪುನಃ
661,vergebens::ADV,forgæves,ನಿಷ್ಫಲವಾಗಿ
662,vor::PRP,foran,ಮುಂದೆ
663,vor::PRP,uden for,ಮುಂದೆ
664,hinter::PRP,bag,ಹಿಂದ
665,hinter::PRP,bagved,ಹಿಂದ
666,unter::PRP,under,ಕೆಳ
667,durch::PRP,gennem,ನೇರವಾಗಿ
668,durch::PRP,igennem,ನೇರವಾಗಿ
669,neben::PRP,ved siden af,ಅಧರ ಬಲಿಕ
670,zwischen::PRP,mellem,ನಡುವೆ
671,wegen::PRP,på grund af,ಅಧಕ್ಕಗಿ
672,dies::PRN,dette,ಈ
673,das::PRN,det,ಅದು
674,alles::PRN,alt,ಎಲ್ಲ
675,ich::PRN,jeg,ನಾನು
676,du::PRN,du,ನೀನು
677,er::PRN,han,ಅವನು
678,er::PRN,han,ಇವನು
679,wir::PRN,vi,ನಾವು
680,ihr::PRN,I,ನೀವು
681,sie::PRN,de,ಅವರು
682,was::FPRN,hvad,ಏನು
683,wer::FPRN,hvem,ಯಾರಿಗೆ
684,wo::FADV,hvor,ಎಲ್ಲಿ
685,wohin::FADV,hvorhen,ಎಲ್ಲಿಗೆ
686,wie::FADV,hvordan,ಹೇಗೆ
687,warum::FADV,hvorfor,ಏಕೆ
688,wieviel::FNUM,hvor meget,ಎಷ್ಟು
689,eins::NUM,én,ಒಂದು
690,zwei::NUM,to,ಎರಡು
691,drei::NUM,tre,ಮೂರು
692,vier::NUM,fire,ನಾಲ್ಕು
693,fünf::NUM,fem,ಅಯ್ದು
694,sechs::NUM,seks,ಆರು
695,sieben::NUM,syv,ಏಳು
696,acht::NUM,otte,ಎಂಟು
697,neun::NUM,ni,ಒಂಭಬತ್ತು
698,zehn::NUM,ti,ಹತ್ತು
699,elf::NUM,elleve,ಹನ್ನೊಂದು
700,zwölf::NUM,tolv,ಹನ್ನೆರಡು
701,zwanzig::NUM,tyve,ಇಪ್ಪತ್ತು
702,dreißig::NUM,tredive,ಮೂವತ್ತು
703,vierzig::NUM,fyrre,ನಲವತ್ತು
704,vierzig::NUM,fyrretyve,ನಲವತ್ತು
705,fünfzig::NUM,halvtreds,ಐವತ್ತು
706,sechzig::NUM,tres,ಅರುವತ್ತು
707,siebzig::NUM,halvfjerds,ಎಪ್ಪತ್ತು
708,achtzig::NUM,firs,ಎಂಬತ್ತು
709,neunzig::NUM,halvfems,ತೊಂಬತ್ತು
710,hundert::NUM,hundrede,ನೂರು
711,tausend::NUM,tusind,ಸಾವಿರ
712,und::CNJ,og,ಮತ್ತು
713,oder::CNJ,eller,ಅಥವಾ
714,stehen::V,stå,ನಿಲ್ಲು
715,sitzen::V,sidde,ಕುಳ್ಳಿರು
716,liegen::V,ligge,ಮಲಗಿಕೊ
717,hängen::V,hænge,ಇಳಿಯಬಿಡು
718,werden::V,blive,ಆಗು
719,passieren::V,ske,ಆಗು
720,passieren::V,hænde,ಆಗು
721,beginnen::V,begynde,ಆರಂಭಿಸು
722,enden::V,ende,ಕೊನೆಗಾಣು
723,wechseln::V,veksle,ಮಾರ್ಪಡಿಸು
724,aufgehen[Sonne]::V,gå op,ಮೂಡು
725,aufgehen[Sonne]::V,stå op,ಮೂಡು
726,untergehen[Sonne]::V,gå ned,ಮುಳುಗು
727,scheinen[Sonne]::V,skinne,ಹೊಳೆ
728,donnern::V,tordne,ಗುಡುಗಾಗು
729,wehen::V,blæse,ತೀಡು
730,strömen::V,strømme,ಹರಿ
731,fließen::V,flyde,ಹರಿ
732,sich drehen::V,dreje sig,ಸುತ್ತು
733,schwanken::V,vakle,ಓಲಾಡು
734,schwingen::V,svinge,ತೂಗು
735,fallen::V,falde,ಉದುರು
736,brennen::V,brænde,ಉರಿ
737,rauchen::V,ryge,ಹೊಗೆಬಿಡು
738,regnen::V,regne,ಸುರಿ
739,gefrieren::V,fryse,ಹೆಪ್ಪುಗಟ್ಟು
740,tauen::V,tø,ಬೆಚ್ಚಗಾಗು
741,schmelzen::V,smelte,ಕರಗು
742,trocknen::V,tørre,ಒಣಗು
743,sieden::V,koge,ಕುದಿ
744,faulen::V,rådne,ಕೊಳೆ
745,verfaulen::V,rådne,ನಶಿಸು
746,reißen::V,briste,ಒಡೆ
747,versinken::V,synke,ಮುಳುಗು
748,versinken::V,synke ned,ಮುಳುಗು
749,vergehen::V,forløbe,ಸಾಗು
750,erscheinen::V,vise sig,ತೋರು
751,verschwinden::V,forsvinde,ಮಾಯವಾಗು
752,sinken::V,synke,ಕುಸಿ
753,abnehmen::V,aftage,ತಗ್ಗು
754,zunehmen::V,tiltage,ಬೆಳೆ
755,steigen::V,stige,ಉಬ್ಬು
756,wachsen::V,gro,ಬೆಳೆ
757,wachsen::V,vokse,ಬೆಳೆ
758,glänzen::V,glinse,ಮಿರುಗು
759,funkeln::V,tindre,ಮಿನುಗು
760,lärmen::V,larme,ಶಬ್ದ ಮಾಡಲು
761,läuten::V,ringe,ಬಾರಿಸು
762,klingeln::V,ringe,ಅನುರಣಿಸು
763,klirren::V,klirre,ಕಿಣಿಕಿಣಿಸು
764,brausen::V,bruse,ಅಬ್ಬರಿಸು
765,rauschen::V,suse,ಮರ್ಮರಗುಟ್ಟಿಸು
766,klingen::V,lyde,ಉಸಿರು
767,klingen::V,klinge,ಉಸಿರು
768,bellen::V,gø,ಬಗುಳು
769,heulen::V,hyle,ಅರಚು
770,blasen::V,blæse,ಗಾಳಿ ಊದು
771,pfeifen::V,fløjte,ಸಿಳ್ಳೆಯೂದು
772,schreien::V,skrige,ಕರೆ
773,stöhnen::V,stønne,ನರಳು
774,zittern::V,dirre,ನಡುಗು
775,zittern::V,skælve,ನಡುಗು
776,leben::V,leve,ಇರು
777,geboren werden::V,fødes,ಉಂಟಾಗು
778,atmen::V,ånde,ಉಸಿರು
779,trinken::V,drikke,ಕುಡಿ
780,essen::V,spise,ತಿನ್ನು
781,schlucken::V,synke,ನುಂಗು
782,müde werden::V,blive træt,ಬಳಲು
783,einschlafen::V,falde i søvn,ನಿದ್ಧೆಹೋಗು
784,schlafen::V,sove,ನಿದ್ರಿಸು
785,aufwachen::V,vågne,ಏಳು
786,aufstehen::V,stå op,ಏಳು
787,sich erholen::V,komme sig,ಸುಧಾರಿಸು
788,krank werden::V,blive syg,ಬೇನೆಬೀಳು
789,krank sein::V,være syg,ಕೆಟ್ಟ ಎಂದು
790,schmerzen::V,smerte,ಕಚ್ಚು
791,husten::V,hoste,ಕೆಮ್ಮು
792,genesen::V,komme sig,ಮತ್ತೆಹೊದಿಸು
793,sterben::V,dø,ಮೃತಪಡು
794,umkommen::V,omkomme,ಹಾಳಾಗು
795,sich bewegen::V,bevæge sig,ಚಲಿಸು
796,sich rühren::V,røre på sig,ಕದಲು
797,sich erheben::V,rejse sig,ಏಳು
798,sich setzen::V,sætte sig,ಕೂರು
799,laufen::V,løbe,ನಡೆ
800,schreiten::V,skride,ಮೆಲ್ಲಗೆ ನಡೆ
801,spazierengehen::V,gå en tur,ವಿಹರಿಸು
802,eilen::V,ile,ಮುನ್ನುಗ್ಗು
803,sich beeilen::V,skynde sig,ಆತುರಪಡು
804,sausen::V,suse,ಒಗೆ
805,rennen::V,løbe,ಓಡು
806,rennen::V,rende,ಓಡು
807,springen::V,hoppe,ಜಿಗಿ
808,springen::V,springe,ಜಿಗಿ
809,klettern::V,klatre,ಏರು
810,schaukeln::V,gynge,ತೂಗು
811,kriechen::V,krybe,ತೆವಳು
812,schwimmen::V,svømme,ಈಜು
813,tauchen::V,dykke,ಕೆಳಗಿಳಿ
814,rudern::V,ro,ಸಾಗಿಸು
815,fahren::V,køre,ನಡೆಸು
816,fliegen::V,flyve,ಹಾರು
817,gehen::V,gå,ಹೋಗು
818,weggehen::V,gå bort,ಹೊರಡು
819,abfahren::V,køre bort,ತೆರಳು
820,anhalten::V,standse,ನಿಲ್ಲು
821,hineingehen::V,gå ind,ಒಳಹೊಗು
822,eintreten::V,træde ind,ಒಳಹೊಗು
823,kommen::V,komme,ಬರು
824,ankommen::V,ankomme,ಬರು
825,zurückkommen::V,komme tilbage,ಹಿಂದಿರುಗು
826,bleiben::V,blive,ಇರು
827,bleiben::V,forblive,ಇರು
828,warten::V,vente,ಇರು
829,erwarten::V,vente,ನಿರೀಕ್ಷಿಸು
830,erwarten::V,afvente,ನಿರೀಕ್ಷಿಸು
831,suchen::V,søge,ಹುಡುಕು
832,finden::V,finde,ಕಂಡುಕೊ
833,versuchen::V,forsøge,ಪ್ರಯತ್ನಿಸು
834,vorbereiten::V,forberede,ಸಿದ್ಧವಾಗು
835,lieben::V,elske,ಪ್ರೀತಿಸು
836,mögen::V,holde af,ಇಷ್ಟಪಡು
837,mögen::V,kunne lide,ಇಷ್ಟಪಡು
838,lachen::V,le,ನಗು
839,rühren::V,røre,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
840,weinen::V,græde,ಅಳು
841,schimpfen::V,skænde,ಗೊಣಗು
842,sich ärgern::V,ærgre sig,ಗಣಗಾಡು
843,sich fürchten::V,være bange,ನಡುಗು
844,fürchten::V,være bange for,ಹೆದರು
845,fliehen::V,flygte,ಓಡಿಹೋಗು
846,flüchten::V,flygte,ಪಾರಾಗು
847,sehen::V,se,ಕಾಣು
848,anschauen::V,se på,ನೋಡು
849,anschauen::V,betragte,ನೋಡು
850,ansehen::V,anse,ನಿರೀಕ್ಷಿಸು
851,hören::V,høre,ಕೇಳು
852,zuhören::V,høre til,ಆಲಿಸು
853,probieren::V,smage,ರುಚಿ ನೋಡು
854,probieren::V,smage på,ರುಚಿ ನೋಡು
855,riechen::V,lugte,ಮೂಸು
856,fühlen::V,føle,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
857,scheinen::V,synes,ತೋರು
858,zu sehen sein::V,synes,ಕಾಣಿಸು
859,vernehmen::V,erfare,ಕೇಳು
860,frieren::V,fryse,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
861,tun::V,gøre,ಮಾಡು
862,können::V,kunne,ಮಾಡಬಲ್ಲ
863,wollen::V,ville,ಬಯಸು
864,anfangen::V,begynde,ಪ್ರಾರಂಭಿಸು
865,beenden::V,afslutte,ನಿಲ್ಲಿಸು
866,aufhören::V,ophøre,ಮುಗಿಸು
867,aufhören::V,holde op,ಮುಗಿಸು
868,gelingen::V,lykkes,ಯಶಸ್ವಿಯಾಗು
869,geraten::V,blive,ಉತ್ಪತ್ತಿಮಾಡು
870,öffnen::V,åbne,ತೆರೆ
871,schließen::V,lukke,ಮುಚ್ಚು
872,stellen::V,stille,ಇಕ್ಕು
873,setzen::V,sætte,ಇಡು
874,legen::V,lægge,ಇಡು
875,berühren::V,berøre,ತಾಕು
876,verbinden::V,forbinde,ಕೂಡಿಸು
877,bedecken::V,dække,ಮುಚ್ಚು
878,bedecken::V,bedække,ಮುಚ್ಚು
879,aufhängen::V,hænge,ತೂಗುಹಾಕು
880,aufhängen::V,hænge op,ತೂಗುಹಾಕು
881,anzünden::V,tænde,ಹತ್ತಿಸು
882,anzünden::V,antænde,ಹತ್ತಿಸು
883,aufheben::V,løfte,ಆಯಿ
884,aufheben::V,tage op,ಆಯಿ
885,zurücklassen::V,lade tilbage,ಬಿಡು
886,verlieren::V,miste,ಕಳೆ
887,fallen lassen::V,tabe,ಬೀಳಿಸು
888,fallen lassen::V,droppe,ಬೀಳಿಸು
889,machen::V,gøre,ಮಾಡು
890,herstellen::V,fremstille,ತಯಾರಿಸು
891,bauen::V,bygge,ಕಟ್ಟು
892,reparieren::V,reparere,ಸರಿಪಡಿಸು
893,verbessern::V,rette,ತಿದ್ದು
894,verbessern::V,forbedre,ತಿದ್ದು
895,ändern::V,ændre,ಬದಲಾಯಿಸು
896,graben::V,grave,ಅಗೆ
897,beugen::V,bøje,ಬಗ್ಗಿಸು
898,biegen::V,bøje,ಬಗ್ಗಿಸು
899,drehen::V,dreje,ತಿರುಗು
900,wenden::V,vende,ತಿರುಗು
901,umdrehen::V,dreje om,ತಿರುಗಿಸು
902,heben::V,hæve,ಎತ್ತು
903,hochheben::V,løfte,ಎತ್ತು
904,ergreifen::V,gribe fat i,ಆಕ್ರಮಿಸು
905,halten::V,holde,ಹಿಡಿ
906,drücken::V,trykke,ಒತ್ತು
907,schieben::V,skyde,ನೂಕು
908,schieben::V,skubbe,ನೂಕು
909,kratzen::V,klø,ತರಚಿಕೊಳ್ಳು
910,kratzen::V,kradse,ತರಚಿಕೊಳ್ಳು
911,lecken::V,slikke,ನೆಕ್ಕು
912,beißen::V,bide,ಕಚ್ಚು
913,abreißen::V,rive af,ಹರಿ
914,abschneiden::V,skære af,ಕತ್ತರಿಸು
915,binden::V,binde,ಕಟ್ಟು
916,stecken::V,stikke,ಸಿಕ್ಕಿಸು
917,brechen::V,brække,ಮುರಿ
918,klopfen::V,banke,ತಟ್ಟು
919,hauen::V,hugge,ಹೊಡೆ
920,kleben::V,klistre,ಅಂಟಿಸು
921,reiben::V,gnide,ಉಜ್ಜು
922,streichen::V,smøre,ಹರಡು
923,schleifen::V,slibe,ಮಸೆ
924,schneiden::V,skære,ಕತ್ತರಿಸು
925,schneiden::V,klippe,ಕತ್ತರಿಸು
926,rütteln::V,ruske,ಕುಲುಕಿಸು
927,schütteln::V,ryste,ಅಲುಗಿಸು
928,schwenken::V,svinge,ತೂಗಾಡು
929,schütten::V,hælde,ಎರೆ
930,füllen::V,fylde,ತುಂಬಿಸು
931,einwickeln::V,pakke ind,ಹೊದಿಸು
932,tragen::V,bære,ಹೊರು
933,schleppen::V,slæbe,ಜಗ್ಗು
934,ziehen::V,trække,ಎಳೆ
935,aufbewahren::V,opbevare,ಇಟ್ಟುಕೊ
936,werfen::V,kaste,ಎಸೆ
937,fangen::V,fange,ಹಿಡಿ
938,packen::V,gribe,ಸೆಳೆ
939,verstecken::V,gemme,ಮುಚ್ಚಿಡು
940,teilen::V,dele,ವಿಭಜಿಸು
941,schicken::V,sende,ಕಳುಹಿಸು
942,bringen::V,bringe,ತರು
943,hinzufügen::V,tilføje,ಕೂಡಿಸು
944,bekommen::V,få,ಸಂಪಾದಿಸು
945,erhalten::V,få,ಪಡೆ
946,nehmen::V,tage,ಹಿಡಿ
947,wählen::V,vælge,ಆರಿಸು
948,auswählen::V,udvælge,ಆಯಿ
949,bewahren::V,bevare,ರಕ್ಷಿಸಿಡು
950,behindern::V,hindre,ಅಡ್ಡಿಮಾಡು
951,behindern::V,forhindre,ಅಡ್ಡಿಮಾಡು
952,verderben::V,ødelægge,ಕೆಡಿಸು
953,beschädigen::V,beskadige,ಹಾಳುಮಾಡು
954,zerbrechen::V,brække itu,ಮುರಿ
955,zerreißen::V,rive itu,ಸೀಳು
956,zerstören::V,ødelægge,ಅಳಿಸು
957,verbrennen::V,brænde,ಸುಡು
958,geben::V,give,ಕೊಡು
959,reichen::V,række,ಕೊಡು
960,schenken::V,forære,ಅರ್ಪಿಸು
961,versprechen::V,love,ವಾಗ್ದಾನಮಾಡು
962,wünschen::V,ønske,ಬಯಸು
963,loben::V,rose,ಹೊಗಳು
964,küssen::V,kysse,ಚುಂಬಿಸು
965,wiegen::V,vugge,ತೂಗು
966,zudecken::V,dække til,ಹಾಸು
967,wecken::V,vække,ಎಬ್ಬಿಸು
968,zeigen::V,vise,ತೋರಿಸು
969,führen::V,føre,ದಾರಿತೋರಿಸು
970,lehren::V,lære,ಕಲಿಸು
971,unterrichten::V,undervise,ಬೋಧಿಸು
972,aufziehen::V,opdrage,ಸಲಹು
973,leiten::V,lede,ಮುಂದಾಳಾಗಿರು 
974,antreiben::V,skynde på,ಓಡಿಸು
975,lassen::V,få til at,ಮಾಡಲುಬಿಡು
976,einladen::V,indbyde,ಆಹ್ವಾನಿಸು
977,einladen::V,invitere,ಆಹ್ವಾನಿಸು
978,vereinigen::V,forene,ಒಂದಾಗು
979,besuchen::V,besøge,ಭೇಟಿಯಾಗು
980,treffen::V,møde,ಸಂಧಿಸು
981,sich versammeln::V,forsamles,ನೆರೆ
982,spielen::V,lege,ಆಡು
983,spielen::V,spille,ಆಡು
984,singen::V,synge,ಹಾಡು
985,tanzen::V,danse,ಕುಣಿ
986,sich trennen::V,skilles,ಪ್ರತ್ಯೇಮಾಡು
987,verlassen::V,forlade,ಕಳೆ
988,retten::V,redde,ರಕ್ಷಿಸು
989,bewachen::V,bevogte,ಕಾಪಾಡು
990,schützen::V,skærme,ಸಂರಕ್ಷಿಸು
991,schützen::V,beskytte,ಸಂರಕ್ಷಿಸು
992,verteidigen::V,forsvare,ಕಾಪಿಡು
993,sich schlagen::V,slås,ಕಿತ್ತಾಟ
994,schießen::V,skyde,ಎಸೆ
995,siegen::V,sejre,ಗೆಲ್ಲು
996,ärgern::V,ærgre,ರೇಗಿಸು
997,schlagen::V,slå,ಹೊಡೆ
998,treten::V,sparke,ಒದೆ
999,stechen::V,stikke,ಚುಚ್ಚು
1000,stoßen::V,støde,ತಳ್ಳು
1001,stehlen::V,stjæle,ಕದಿ
1002,stören::V,forstyrre,ಕತಕು
1003,belästigen::V,genere,ತೊಂದರೆ
1004,belästigen::V,ulejlige,ತೊಂದರೆ
1005,verbergen::V,skjule,ಮರೆಮಾಜು
1006,täuschen::V,villede,ಠಕ್ಕಿಸು
1007,betrügen::V,bedrage,ವಂಚಿಸು
1008,töten::V,dræbe,ಕೊಲ್ಲು
1009,wohnen::V,bo,ವಾಸಿಸು
1010,arbeiten::V,arbejde,ಕೆಲಸ ಮಾಡು
1011,sammeln::V,samle,ಸಂಚಯಿಸು
1012,pflücken::V,plukke,ಬಿಡಿಸು
1013,jagen::V,jage,ಬೇಟೆಯಾಡು
1014,fischen::V,fiske,ಮೀನು ಹಿಡಿ
1015,fassen::V,fange,ಹಿಡಿ
1016,hüten::V,vogte,ಗುಂಪುಸೇರಿಸು
1017,treiben::V,drive,ದಬ್ಬು
1018,anbinden::V,binde fast,ಬಿಗಿ
1019,füttern::V,fodre,ಮೇಯಿಸು
1020,melken::V,malke,ಹಾಲು ಕರೆ
1021,hacken::V,hakke,ತುಂಡರಿಸು
1022,gießen::V,hælde,ನೀರುಹಾಕು
1023,reifen::V,modne,ಕಳಿ
1024,zubereiten::V,tilberede,ಅಡಿಗೆಮಾಡು
1025,kochen::V,koge,ಅಡು
1026,backen::V,bage,ಬೇಯಿಸು
1027,braten::V,stege,ಕರಿ
1028,umrühren::V,røre om,ಕಲಕು
1029,stricken::V,strikke,ಹೆಣೆ
1030,nähen::V,sy,ಹೊಲಿ
1031,färben::V,farve,ಬಣ್ಣ ಹತ್ತು
1032,reinigen::V,rense,ಸ್ವಚ್ಛಮಾಡು
1033,reinigen::V,gøre ren,ಸ್ವಚ್ಛಮಾಡು
1034,waschen::V,vaske,ತೊಳೆ
1035,abwischen::V,tørre af,ಒರಸು
1036,spülen::V,skylle,ಗಲಬರಿಸು
1037,fegen::V,feje,ಗುಡಿಸು
1038,kehren::V,feje,ಗುಡಿಸು
1039,baden::V,bade,ಸ್ನಾನಮಾಡು
1040,sich waschen::V,vaske sig,ತೊಳೆ
1041,ausziehen::V,tage af,ಬಿಚ್ಚು
1042,anziehen::V,tage på,ಹಾಕು
1043,sich anziehen::V,klæde sig på,ಹಾಕು
1044,kämmen::V,rede,ಬಾಚು
1045,kämmen::V,frisere,ಬಾಚು
1046,schmücken::V,pynte,ಅಲಂಕರಿಸು
1047,schmücken::V,smykke,ಅಲಂಕರಿಸು
1048,sagen::V,sige,ಹೇಳು
1049,sprechen::V,snakke,ನುಡಿ
1050,reden::V,tale,ನುಡಿ
1051,reden::V,snakke,ನುಡಿ
1052,sich unterhalten::V,snakke sammen,ಹರಟೆ ಹೊಡಿ
1053,fragen::V,spørge,ವಿಚಾರಿಸು
1054,bitten::V,bede,ಬೇಡು
1055,erzählen::V,berette,ಹೇಳು
1056,erzählen::V,fortælle,ಹೇಳು
1057,mitteilen::V,meddele,ತಿಳಿಸು
1058,nennen::V,nævne,ಹೆಸರಿಡು
1059,rufen::V,råbe,ಕರೆ
1060,prahlen::V,prale,ಜಂಬ ಕೊಚ್ಚು
1061,übersetzen::V,oversætte,ಭಾಷಾಂತರಿಸು
1062,denken::V,tænke,ಯೋಚಿಸು
1063,glauben::V,tro,ನಂಬು
1064,bemerken::V,bemærke,ಗಮನಿಸು
1065,bemerken::V,lægge mærke til,ಗಮನಿಸು
1066,erkennen::V,genkende,ಗುರುತುಹಿಡಿ
1067,begreifen::V,begribe,ಗ್ರಹಿಸು
1068,verstehen::V,forstå,ಅರ್ಥಮಾಡಿಕೊ
1069,lernen::V,lære,ಕಲಿ
1070,wissen::V,vide,ಅರಿ
1071,sich erinnern an::V,mindes,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1072,sich erinnern an::V,huske på,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1073,vergessen::V,glemme,ಮರೆತುವಿಡು
1074,messen::V,måle,ಅಳೆ
1075,zählen::V,tælle,ಗಣಿಸು
1076,rechnen::V,regne,ಲೆಕ್ಕ ಹಾಕು
1077,lesen::V,læse,ಓದು
1078,malen::V,male,ಬಿಡಿಸು
1079,zeichnen::V,tegne,ಬಿಡಿಸು
1080,schreiben::V,skrive,ಬರೆ
1081,besitzen::V,eje,ಒಡೆಯನಾಗಿರು
1082,besitzen::V,besidde,ಒಡೆಯನಾಗಿರು
1083,kaufen::V,købe,ಕೊಳ್ಳು
1084,verkaufen::V,sælge,ಕೊಡು
1085,bezahlen::V,betale,ಬೆಲೆತೆರು
1086,zahlen::V,betale,ಹಣವನ್ನುಕೊಡು
1087,beherrschen::V,beherske,ಅಧಿಕಾರ ನಡೆಸು
1088,ertragen::V,tåle,ಸಹಿಸು
1089,ertragen::V,udholde,ಸಹಿಸು
1090,hinfallen::V,,ಬೀಳು
