,Concept_ID,nl,hy
774,gestern::ADV,gisteren,երեկ
775,einst::ADV,eens,հին ատեն
776,damals::ADV,toen,ատէնին
777,damals::ADV,destijds,ատէնին
778,danach::ADV,daarna,ապա
779,danach::ADV,daarna,այն ժամանակ
780,vorher::ADV,vooraf,առաջ
781,vorher::ADV,van tevoren,առաջ
782,zuerst::ADV,eerst,նախ
783,zuerst::ADV,het eerst,նախ
784,einmal::ADV,eens,մի անգամ
785,einmal::ADV,eenmaal,մի անգամ
786,manchmal::ADV,soms,երբեմն
787,oft::ADV,vaak,հաճախ
788,oft::ADV,dikwijls,հաճախ
789,immer::ADV,altijd,միշտ
790,niemals::ADV,nooit,երբեք
791,hier::ADV,hier,այստեղ
792,hierhin::ADV,hierheen,այստեղ
793,von hier::ADV,van hier,այդտեղից
794,von hier::ADV,hiervandaan,այդտեղից
795,dort::ADV,daar,այնտեղ
796,dort::ADV,ginds,այնտեղ
797,dorthin::ADV,daarheen,այնտեղ
798,geradeaus::ADV,rechtuit,ուղիղ
799,geradeaus::ADV,rechtdoor,ուղիղ
800,vorwärts::ADV,vooruit,առաջ
801,vorwärts::ADV,voorwaarts,առաջ
802,rückwärts::ADV,achteruit,դեպի ետ
803,rückwärts::ADV,achterwaarts,դեպի ետ
804,zurück::ADV,terug,ետ
805,unten::ADV,beneden,ներքեւում
806,unten::ADV,onderaan,ներքեւում
807,hinab::ADV,omlaag,ներքեւ
808,hinab::ADV,naar beneden,ներքեւ
809,oben::ADV,boven,վերեւում
810,hinauf::ADV,omhoog,վերեւ
811,hinauf::ADV,naar boven,վերեւ
812,überall::ADV,alom,ամենուր
813,überall::ADV,overal,ամենուր
814,nicht::ADV,niet,չէ
815,ein wenig::ADV,wat,մի քիչ
816,kaum::ADV,amper,հազիվ
817,kaum::ADV,nauwelijks,հազիվ
818,sehr::ADV,erg,շատ
819,sehr::ADV,zeer,շատ
820,so::ADV,zo,այդպես
821,noch::ADV,nog,դեռ
822,nur::ADV,maar,միայն
823,nur::ADV,alleen,միայն
824,schon::ADV,al,արդեն
825,schon::ADV,reeds,արդեն
826,wieder::ADV,weer,նորից
827,wieder::ADV,weer,դարձյալ
828,wieder::ADV,terug,նորից
829,wieder::ADV,terug,դարձյալ
830,vergebens::ADV,vergeefs,իզուր
831,vergebens::ADV,tevergeefs,իզուր
832,vor::PRP,voor,դիմացը
833,hinter::PRP,achter,ետեւը
834,unter::PRP,onder,տակ
835,unter::PRP,beneden,տակ
836,durch::PRP,door,միջով
837,neben::PRP,naast,քովը
838,zwischen::PRP,tussen,միջեւ
839,wegen::PRP,wegens,պատճառով
840,wegen::PRP,wegens,շնորհից
841,wegen::PRP,vanwege,պատճառով
842,wegen::PRP,vanwege,շնորհից
843,dies::PRN,dit,սա
844,dies::PRN,dit,այս
845,das::PRN,dat,դա
846,das::PRN,dat,այդ
847,alles::PRN,alles,ամեն ինչ
848,ich::PRN,ik,ես
849,du::PRN,je,դու
850,du::PRN,jij,դու
851,er::PRN,hij,նա
852,wir::PRN,we,մենք
853,wir::PRN,wij,մենք
854,ihr::PRN,jullie,դուք
855,sie::PRN,ze,նրանք
856,sie::PRN,zij,նրանք
857,was::FPRN,wat,ինչ
858,wer::FPRN,wie,ով
859,wo::FADV,waar,ուր
860,wo::FADV,waar,որտեղ
861,wohin::FADV,waarheen,դեպի ուր
862,wie::FADV,hoe,ինչպես
863,warum::FADV,waarom,ինչու
864,wieviel::FNUM,hoeveel,որչափ
865,eins::NUM,één,մեկ
866,zwei::NUM,twee,երկու
867,drei::NUM,drie,երեք
868,vier::NUM,vier,չորս
869,fünf::NUM,vijf,հինգ
870,sechs::NUM,zes,վեց
871,sieben::NUM,zeven,յոթ
872,acht::NUM,acht,ութ
873,neun::NUM,negen,ինը
874,zehn::NUM,tien,տասը
875,elf::NUM,elf,տասնմեկ
876,zwölf::NUM,twaalf,տասներկու
877,zwanzig::NUM,twintig,քսան
878,dreißig::NUM,dertig,երեսուն
879,vierzig::NUM,veertig,քառասուն
880,fünfzig::NUM,vijftig,հիսուն
881,sechzig::NUM,zestig,վաթսուն
882,siebzig::NUM,zeventig,յոթանասուն
883,achtzig::NUM,tachtig,ութսուն
884,neunzig::NUM,negentig,իննսուն
885,hundert::NUM,honderd,հարյուր
886,tausend::NUM,duizend,հազար
887,und::CNJ,en,ու
888,oder::CNJ,of,կամ
889,stehen::V,staan,կանգնել
890,sitzen::V,zitten,նստել
891,liegen::V,liggen,ստել
892,hängen::V,hangen,կախվել
893,werden::V,worden,դառնալ
894,passieren::V,gebeuren,պատահել
895,beginnen::V,beginnen,սկսվել
896,enden::V,eindigen,վերջանալ
897,wechseln::V,wijzigen,փոխվել
898,wechseln::V,veranderen,փոխվել
899,aufgehen[Sonne]::V,opgaan,բարձրանալ
900,aufgehen[Sonne]::V,opgaan,ելնել 
901,untergehen[Sonne]::V,ondergaan,մտնել
902,scheinen[Sonne]::V,schijnen,շողալ
903,scheinen[Sonne]::V,schijnen,փայլել
904,donnern::V,donderen,որոտալ
905,wehen::V,waaien,փչել
906,strömen::V,stromen,հոսել
907,fließen::V,vloeien,հոսել
908,sich drehen::V,draaien,պտտվել
909,sich drehen::V,zich draaien,պտտվել
910,schwanken::V,wankelen,տատանվել
911,schwingen::V,zwieren,ճոճվել
912,fallen::V,vallen,ընկնել
913,brennen::V,branden,այրվել
914,rauchen::V,roken,ծխել
915,regnen::V,regenen,անձրեւ գալ
916,gefrieren::V,bevriezen,սառչել
917,tauen::V,dooien,լկիլ
918,schmelzen::V,smelten,հալիլ
919,trocknen::V,drogen,չորանալ
920,sieden::V,koken,եռալ
921,sieden::V,zieden,եռալ
922,faulen::V,rotten,փտել
923,verfaulen::V,verrotten,նեխել
924,reißen::V,scheuren,պատռվել
925,reißen::V,scheuren,ճղվել
926,versinken::V,verzinken,սուզվել
927,vergehen::V,vergaan,անցնել 
928,erscheinen::V,opdagen,հայտնվել
929,erscheinen::V,opdagen,երեւալ
930,erscheinen::V,verschijnen,հայտնվել
931,erscheinen::V,verschijnen,երեւալ
932,verschwinden::V,verdwijnen,անհետանալ
933,sinken::V,zinken,ընկնել
934,abnehmen::V,afnemen,փոքրանալ
935,abnehmen::V,verminderen,փոքրանալ
936,zunehmen::V,toenemen,մեծանալ
937,steigen::V,stijgen,բարձրանալ
938,steigen::V,omhooggaan,բարձրանալ
939,wachsen::V,groeien,աճել
940,glänzen::V,glanzen,նշուլել
941,glänzen::V,glanzen,փայլիլ
942,glänzen::V,schitteren,նշուլել
943,glänzen::V,schitteren,փայլիլ
944,funkeln::V,fonkelen,փայլատակել
945,lärmen::V,lawaai maken,աղմուկ հանել
946,läuten::V,luiden,զնգալ
947,klingeln::V,bellen,զնգալ
948,klirren::V,rinkelen,զնգզնգալ
949,brausen::V,bruisen,մոլեգնել
950,rauschen::V,ruisen,սոսափել
951,klingen::V,klinken,հնչել
952,bellen::V,blaffen,հաչել
953,heulen::V,huilen,ոռնալ 
954,blasen::V,blazen,փչել 
955,pfeifen::V,fluiten,սուլել
956,schreien::V,gillen,գոռալ 
957,schreien::V,schreeuwen,գոռալ 
958,stöhnen::V,steunen,տնքալ
959,zittern::V,beven,դողալ
960,zittern::V,sidderen,դողալ
961,leben::V,leven,ապրել
962,geboren werden::V,geboren worden,ծնվել
963,atmen::V,ademen,շնչել
964,trinken::V,drinken,խմել
965,essen::V,eten,ուտել
966,schlucken::V,slikken,կլանել
967,schlucken::V,slikken,կուլ տալ
968,müde werden::V,moe worden,հոգնել
969,einschlafen::V,inslapen,քուն մտնել
970,schlafen::V,slapen,քնել
971,aufwachen::V,ontwaken,արթննալ
972,aufwachen::V,wakker worden,արթննալ
973,aufstehen::V,opstaan,ելլել
974,sich erholen::V,zich ontspannen,հանգստանալ
975,krank werden::V,ziek worden,հիւանդանալ
976,krank sein::V,ziek zijn,հիվանդ լինել
977,schmerzen::V,pijn doen,ցավել
978,husten::V,hoesten,հազալ
979,genesen::V,genezen,ապաքինվել
980,sterben::V,sterven,մեռնել
981,sterben::V,sterven,վախճանվել
982,sterben::V,overlijden,մեռնել
983,sterben::V,overlijden,վախճանվել
984,umkommen::V,omkomen,կործանվել
985,sich bewegen::V,zich bewegen,ընթանալ
986,sich rühren::V,zich verroeren,շարժվել
987,sich erheben::V,oprijzen,կանգնել
988,sich erheben::V,oprijzen,վեր կենալ
989,sich erheben::V,verrijzen,կանգնել
990,sich erheben::V,verrijzen,վեր կենալ
991,sich setzen::V,gaan zitten,նստել
992,hinfallen::V,vallen,ընկնել
993,hinfallen::V,neervallen,ընկնել
994,laufen::V,lopen,քայլել
995,schreiten::V,stappen,ճեմել
996,schreiten::V,schrijden,ճեմել
997,spazierengehen::V,gaan wandelen,շրջագայել
998,eilen::V,ijlen,շտապել
999,eilen::V,haasten,շտապել
1000,sich beeilen::V,zich haasten,շտապել 
1001,sausen::V,stuiven,սլանալ
1002,rennen::V,rennen,վազել
1003,springen::V,springen,ցատկել
1004,klettern::V,klimmen,մագլցել
1005,klettern::V,klauteren,մագլցել
1006,schaukeln::V,schommelen,ճոճվել
1007,schaukeln::V,schommelen,օրորվել
1008,kriechen::V,kruipen,սողալ
1009,schwimmen::V,zwemmen,լողալ
1010,tauchen::V,duiken,սուզվել
1011,rudern::V,roeien,թիավարել
1012,fahren::V,rijden,ընթանալ
1013,fliegen::V,vliegen,թռչել
1014,gehen::V,gaan,գնալ
1015,weggehen::V,weggaan,հեռանալ
1016,abfahren::V,vertrekken,ճանապարհվել
1017,anhalten::V,stoppen,կանգնել
1018,anhalten::V,stilhouden,կանգնել
1019,hineingehen::V,ingaan,մտնել
1020,hineingehen::V,binnengaan,մտնել
1021,eintreten::V,binnenkomen,մտնել
1022,kommen::V,komen,գալ
1023,ankommen::V,aankomen,ժամանել
1024,zurückkommen::V,terugkomen,վերադառնալ
1025,bleiben::V,blijven,մնալ
1026,warten::V,wachten,սպասել
1027,erwarten::V,verwachten,սպասել
1028,suchen::V,zoeken,որոնել
1029,finden::V,vinden,գտնել
1030,versuchen::V,proberen,փորձել
1031,versuchen::V,beproeven,փորձել
1032,vorbereiten::V,voorbereiden,պատրաստել
1033,lieben::V,houden van,սիրել
1034,mögen::V,lusten,հավանել
1035,mögen::V,lusten,սիրել
1036,mögen::V,houden van,հավանել
1037,mögen::V,houden van,սիրել
1038,lachen::V,lachen,ծիծաղել
1039,rühren::V,roeren,հուզել
1040,weinen::V,huilen,լալ
1041,weinen::V,schreien,լալ
1042,schimpfen::V,kijven,տրտնջալ
1043,schimpfen::V,kijven,քրթմնջել
1044,schimpfen::V,schelden,տրտնջալ
1045,schimpfen::V,schelden,քրթմնջել
1046,sich ärgern::V,zich ergeren,զայրանալ
1047,sich fürchten::V,bang zijn,վախնալ
1048,fürchten::V,vrezen,վախենալ
1049,fliehen::V,vluchten,փախչել
1050,flüchten::V,ontsnappen,փախչել
1051,flüchten::V,ontkomen,փախչել
1052,sehen::V,zien,տեսնել
1053,anschauen::V,aankijken,դիտել
1054,ansehen::V,aanzien,նայել
1055,ansehen::V,bekijken,նայել
1056,hören::V,horen,լսել
1057,zuhören::V,luisteren,ունկնդրել
1058,probieren::V,proeven,համը տեսել
1059,riechen::V,ruiken,հոտ առնել
1060,fühlen::V,voelen,զգալ
1061,scheinen::V,lijken,երեւալ
1062,zu sehen sein::V,te zien zijn,երեւալ
1063,vernehmen::V,vernemen,իմանալ 
1064,frieren::V,het koud hebben,մրսել
1065,tun::V,doen,անել
1066,können::V,kunnen,կարողանալ
1067,wollen::V,willen,ուզել
1068,wollen::V,willen,ցանկանալ
1069,anfangen::V,beginnen,սկսել
1070,anfangen::V,aanvangen,սկսել
1071,beenden::V,beëindigen,վերջացնել
1072,aufhören::V,ophouden,դադարել
1073,gelingen::V,lukken,հաջողվել
1074,gelingen::V,lukken,գլուխ գալ
1075,gelingen::V,gelukken,հաջողվել
1076,gelingen::V,gelukken,գլուխ գալ
1077,geraten::V,uitvallen,ստացվել
1078,öffnen::V,openen,բաց անել
1079,öffnen::V,opendoen,բաց անել
1080,schließen::V,sluiten,փակել 
1081,schließen::V,dichtdoen,փակել 
1082,stellen::V,stellen,դնել
1083,stellen::V,plaatsen,դնել
1084,setzen::V,zetten,նստեցնել
1085,setzen::V,plaatsen,նստեցնել
1086,legen::V,leggen,դնել
1087,berühren::V,aanraken,դիպչել
1088,berühren::V,aanraken,շոշափել
1089,verbinden::V,verbinden,շաղկապել
1090,bedecken::V,bedekken,ծածկել
1091,aufhängen::V,ophangen,կախել
1092,anzünden::V,aansteken,վառել
1093,aufheben::V,oprapen,վերցնել
1094,zurücklassen::V,achterlaten,թողնել
1095,verlieren::V,verliezen,կորցնել
1096,fallen lassen::V,laten vallen,գցել
1097,machen::V,maken,անել
1098,herstellen::V,produceren,արտադրել
1099,herstellen::V,voortbrengen,արտադրել
1100,bauen::V,bouwen,կառուցել
1101,reparieren::V,repareren,նորոգել
1102,reparieren::V,herstellen,նորոգել
1103,verbessern::V,verbeteren,բարելավել
1104,ändern::V,wijzigen,փոխել
1105,ändern::V,veranderen,փոխել
1106,graben::V,graven,փորել
1107,beugen::V,buigen,ծռել
1108,biegen::V,buigen,թեքել
1109,drehen::V,draaien,ոլորել
1110,wenden::V,keren,պտտել
1111,wenden::V,wenden,պտտել
1112,umdrehen::V,omdraaien,շրջել
1113,heben::V,heffen,բարձրացնել
1114,heben::V,optillen,բարձրացնել
1115,hochheben::V,tillen,բարձրացնել
1116,ergreifen::V,pakken,վարակվել
1117,ergreifen::V,grijpen,վարակվել
1118,halten::V,houden,բռնել
1119,drücken::V,drukken,ճնշել
1120,schieben::V,duwen,հրել
1121,schieben::V,schuiven,հրել
1122,kratzen::V,krassen,քերել
1123,lecken::V,likken,լիզել
1124,beißen::V,bijten,կծել
1125,abreißen::V,afrukken,պոկել
1126,abreißen::V,afscheuren,պոկել
1127,abschneiden::V,afsnijden,կտրել 
1128,binden::V,binden,կապել
1129,stecken::V,steken,խրել
1130,brechen::V,breken,կոտրել 
1131,klopfen::V,kloppen,թակել
1132,hauen::V,houwen,ծեծել
1133,kleben::V,plakken,կպցնել
1134,reiben::V,wrijven,շփել
1135,streichen::V,smeren,վրան քսել
1136,schleifen::V,slijpen,սրել 
1137,schneiden::V,snijden,կտրել
1138,rütteln::V,schudden,ցնցել
1139,schütteln::V,schudden,թափահարել
1140,schwenken::V,wuiven,ճոճել
1141,schwenken::V,zwaaien,ճոճել
1142,schütten::V,gieten,լցնել
1143,schütten::V,storten,լցնել
1144,füllen::V,vullen,լիքը լցնել
1145,einwickeln::V,inwikkelen,փաթաթել
1146,tragen::V,dragen,կրել
1147,tragen::V,dragen,տանել
1148,schleppen::V,slepen,քաշել
1149,ziehen::V,trekken,ձգել
1150,ziehen::V,trekken,քաշել
1151,aufbewahren::V,bewaren,պահել 
1152,werfen::V,gooien,նետել
1153,fangen::V,vangen,
1154,packen::V,pakken,հափշտակել
1155,packen::V,vastpakken,հափշտակել
1156,verstecken::V,verstoppen,ծածկել
1157,teilen::V,delen,բաժանել
1158,schicken::V,sturen,ուղարկել
1159,bringen::V,brengen,բերել
1160,hinzufügen::V,toevoegen,ավելացնել
1161,bekommen::V,verkrijgen,հայթայթել
1162,erhalten::V,krijgen,ստանալ
1163,nehmen::V,nemen,վերցնել
1164,wählen::V,kiezen,ընտրել
1165,wählen::V,verkiezen,ընտրել
1166,auswählen::V,uitkiezen,գերադասել
1167,bewahren::V,bewaren,պահպանել
1168,behindern::V,hinderen,խոչընդոտել
1169,verderben::V,bederven,փչացնել
1170,beschädigen::V,beschadigen,վնասել
1171,zerbrechen::V,breken,ջարդել
1172,zerbrechen::V,breken,կոտրել
1173,zerbrechen::V,stukbreken,ջարդել
1174,zerbrechen::V,stukbreken,կոտրել
1175,zerreißen::V,scheuren,պատռել
1176,zerreißen::V,verscheuren,պատռել
1177,zerstören::V,vernielen,քանդել
1178,verbrennen::V,branden,այրել
1179,verbrennen::V,verbranden,այրել
1180,geben::V,geven,տալ
1181,reichen::V,reiken,հանձնել
1182,reichen::V,aanreiken,հանձնել
1183,schenken::V,schenken,նվիրել
1184,versprechen::V,beloven,խոստանալ
1185,wünschen::V,wensen,մաղթել
1186,loben::V,loven,գովել
1187,loben::V,prijzen,գովել
1188,küssen::V,kussen,համբուրել
1189,wiegen::V,wiegen,օրորել
1190,zudecken::V,toedekken,վրան գցել
1191,wecken::V,wekken,զարթնեցնել
1192,zeigen::V,tonen,ցույց տալ
1193,zeigen::V,wijzen,ցույց տալ
1194,führen::V,voeren,ուղեկցել
1195,lehren::V,leren,սովորեցնել
1196,unterrichten::V,onderwijzen,ավանդել
1197,aufziehen::V,grootbrengen,դաստիարակել
1198,leiten::V,leiden,ղեկավարել
1199,leiten::V,leiden,կառավարել
1200,antreiben::V,aandrijven,շտապեցնել
1201,lassen::V,laten,ստիպել
1202,einladen::V,uitnodigen,հրավիրել
1203,vereinigen::V,verenigen,միացնել
1204,besuchen::V,bezoeken,այցելել
1205,treffen::V,treffen,հանդիպել
1206,treffen::V,ontmoeten,հանդիպել
1207,sich versammeln::V,zich verzamelen,հավաքվել
1208,spielen::V,spelen,խաղալ
1209,singen::V,zingen,երգել
1210,tanzen::V,dansen,պարել
1211,sich trennen::V,van elkaar gaan,ցրվել
1212,verlassen::V,verlaten,լքել
1213,retten::V,redden,փրկել
1214,bewachen::V,bewaken,պահել
1215,schützen::V,beschermen,պաշտպանել
1216,verteidigen::V,verdedigen,պաշտպանել
1217,sich schlagen::V,knokken,կռվել
1218,schießen::V,schieten,կրակել
1219,siegen::V,overwinnen,հաղթել
1220,ärgern::V,ergeren,ձանձրացնել
1221,schlagen::V,slaan,խփել
1222,treten::V,trappen,քացի տալ
1223,treten::V,schoppen,քացի տալ
1224,stechen::V,steken,խայթել
1225,stechen::V,prikken,խայթել
1226,stoßen::V,stoten,մղել
1227,stehlen::V,stelen,գողանալ
1228,stören::V,storen,խանգարել
1229,stören::V,verstoren,խանգարել
1230,belästigen::V,lastig vallen,անհանգստացնել
1231,verbergen::V,verbergen,թաքցնել
1232,täuschen::V,misleiden,խաբել
1233,betrügen::V,bedriegen,խաբել
1234,töten::V,doden,սպանել 
1235,wohnen::V,wonen,բնակվել
1236,arbeiten::V,werken,աշխատել
1237,sammeln::V,inzamelen,հավաքել
1238,sammeln::V,verzamelen,հավաքել
1239,pflücken::V,plukken,քաղել
1240,jagen::V,jagen,որս անել
1241,fischen::V,vissen,ձուկ բռնել
1242,fassen::V,vangen,բռնել
1243,hüten::V,hoeden,արածեցնել
1244,treiben::V,drijven,հովուել
1245,anbinden::V,vastbinden,չուանել
1246,füttern::V,voeren,կերակրել
1247,melken::V,melken,կթել
1248,hacken::V,hakken,կոտորել
1249,gießen::V,gieten,ջրել
1250,reifen::V,rijpen,հասունանալ 
1251,zubereiten::V,klaarmaken,պատրաստել
1252,zubereiten::V,toebereiden,պատրաստել
1253,kochen::V,koken,եփել
1254,backen::V,bakken,թխել
1255,braten::V,braden,տապակել
1256,umrühren::V,omroeren,խառնել
1257,stricken::V,breien,գործել
1258,nähen::V,naaien,կարել
1259,färben::V,verven,ներկել
1260,färben::V,kleuren,ներկել
1261,reinigen::V,reinigen,մաքրել
1262,waschen::V,wassen,լվանալ
1263,abwischen::V,afvegen,սրբել
1264,spülen::V,spoelen,ողողել
1265,spülen::V,spoelen,պարզաջրել
1266,spülen::V,afwassen,ողողել
1267,spülen::V,afwassen,պարզաջրել
1268,fegen::V,vegen,ավլել
1269,kehren::V,vegen,ավլել
1270,baden::V,baden,լողանալ
1271,sich waschen::V,zich wassen,լվացվել
1272,ausziehen::V,uittrekken,հանել
1273,anziehen::V,aantrekken,հագնել
1274,sich anziehen::V,zich aankleden,հագնվել
1275,kämmen::V,kammen,սանրել
1276,schmücken::V,tooien,զարդարել
1277,sagen::V,zeggen,ասել
1278,sprechen::V,spreken,խոսել
1279,reden::V,praten,զրուցել
1280,sich unterhalten::V,zich onderhouden,խոսակցել
1281,fragen::V,vragen,հարցնել
1282,bitten::V,vragen,խնդրել
1283,bitten::V,verzoeken,խնդրել
1284,erzählen::V,vertellen,պատմել
1285,mitteilen::V,meedelen,հաղորդել
1286,nennen::V,noemen,անվանել
1287,rufen::V,roepen,կանչել
1288,prahlen::V,pralen,պարծենալ
1289,übersetzen::V,vertalen,թարգմանել
1290,denken::V,denken,մտածել
1291,glauben::V,geloven,հավատալ
1292,bemerken::V,bemerken,նկատել
1293,erkennen::V,herkennen,ճանաչել
1294,begreifen::V,begrijpen,հասկանալ
1295,verstehen::V,verstaan,ըմբռնել
1296,lernen::V,leren,սովորել
1297,wissen::V,weten,իմանալ
1298,sich erinnern an::V,zich herinneren aan,հիշել
1299,sich erinnern an::V,zich herinneren aan,մտաբերել
1300,vergessen::V,vergeten,մոռանալ
1301,messen::V,meten,չափել
1302,zählen::V,tellen,թվել
1303,zählen::V,tellen,հաշվել
1304,rechnen::V,rekenen,հաշվել
1305,rechnen::V,rekenen,հաշվարկել
1306,lesen::V,lezen,կարդալ
1307,malen::V,schilderen,նկարել
1308,zeichnen::V,tekenen,գծել
1309,schreiben::V,schrijven,գրել
1310,besitzen::V,bezitten,ունենալ
1311,besitzen::V,bezitten,տեր լինել
1312,kaufen::V,kopen,գնել
1313,verkaufen::V,verkopen,վաճառել
1314,bezahlen::V,betalen,վճարել
1315,zahlen::V,betalen,վճարել
1316,beherrschen::V,beheersen,ղեկավարել
1317,ertragen::V,verdragen,դիմանալ
