,Concept_ID,mrj,mn
730,bitter::A,качы,гашуун
731,sauer::A,шапы,эсгэлэн
732,hell::A,соты,гэгээн
733,hell::A,соты,гэрэлтэй
734,hell::A,валгыды,гэгээн
735,hell::A,валгыды,гэрэлтэй
736,dunkel::A,пӹц,бараан
737,dunkel::A,пӹц,харанхуй
738,dunkel::A,пӹцкемӹш,бараан
739,dunkel::A,пӹцкемӹш,харанхуй
740,schwarz::A,шим,хар
741,weiß::A,ош,цагаан
742,weiß::A,ошы,цагаан
743,rot::A,якшаргы,улаан
744,gelb::A,сар,шар
745,gelb::A,сары,шар
746,blau::A,симсӹ,хөх
747,blau::A,симсӹ,цэнхэр
748,grün::A,ыжар,ногоон
749,grau::A,луды,орог
750,grau::A,луды,саарал
751,bunt::A,ала,эрээн
752,billig::A,шулдаш,хямд
753,teuer::A,шергӹ,үнэтэй
754,teuer::A,шергӓкӓн,үнэтэй
755,wertvoll::A,ӓкӓн,үнэт
756,blind::A,слöпöй,сохор
757,blind::A,сльöпöй,сохор
758,taub::A,тӱтӱк,чих хатуу
759,kräftig::A,виӓн,чийрэг
760,stark::A,виӓн,хүчтэй
761,stark::A,виӓн,чадалтай
762,schwach::A,шава,сул
763,schwach::A,лӹпкӓ,сул
764,schwach::A,слабка,сул
765,fett::A,таза,тарган
766,fett::A,таза,голигор
767,schlank::A,яштака,голшиг
768,hübsch::A,сӹлнӹ,сайхан
769,hübsch::A,сӹлнӹ,хөөрхөн
770,hübsch::A,олмыдшы,сайхан
771,hübsch::A,олмыдшы,хөөрхөн
772,böse::A,шӹдӓн,муу
773,böse::A,шӹдӓн,хортой
774,dumm::A,окмак,тэнэг
775,faul::A,ялахай,залхуу
776,fleißig::A,пӓшам яратышы,чармайлтгай
777,geizig::A,шык,харамч
778,klug::A,ышан,цэцэн
779,geschickt::A,мастар,дүйтэй
780,lieb::A,тыри,хайрт
781,lustig::A,мындыр,цэнгэлтэй
782,lustig::A,сусу,цэнгэлтэй
783,sanft::A,йӹвӹжӓ,наалинхай
784,hungrig::A,шужышы,өлөн
785,hungrig::A,шужышы,өлссөн
786,krank::A,церлӹ,өвчтэй
787,krank::A,хворой,өвчтэй
788,nackt::A,цӓрӓ,нүцгэн
789,traurig::A,сы́лыкан,гунигт
790,traurig::A,кымы́лдымы,гунигт
791,lebendig::A,живой,амьд
792,lebendig::A,живой,амьтай
793,gut::A,яжо,сайн
794,schlecht::A,уда,муу
795,schlecht::A,уда,өөдгүй
796,schlecht::A,худа,муу
797,schlecht::A,худа,өөдгүй
798,richtig::A,вургамла,зөв
799,richtig::A,вургамла,зүйтэй
800,schlimm::A,йӹрнык,муухай
801,wahr::A,настоящий,үнэн
802,wahr::A,настоящий,жинхэнэ
803,wahr::A,настояшый,үнэн
804,wahr::A,настояшый,жинхэнэ
805,alt::A,шонгы,хуучин
806,neu::A,у,шинэ
807,ehemalig::A,тошты,агсан
808,ehemalig::A,тошты,байсан
809,alt[Lebewesen]::A,ӹлалшӹ,өвгөн
810,alt[Lebewesen]::A,ӹлалшӹ,хижээл
811,jung::A,нöргӹ,залуу
812,jung::A,молода,залуу
813,arm::A,укеӓн,ядуу
814,reich::A,паян,баян
815,reich::A,паян,баялаг
816,reich::A,пурлыкан,баян
817,reich::A,пурлыкан,баялаг
818,bekannt::A,палӹмӹ,танил
819,berühmt::A,лӹмлы,цуутай
820,berühmt::A,лӹмлы,алдартай
821,fremd::A,эдемӹн,харь
822,fremd::A,эдемӹн,гадаад
823,verschieden::A,тӹрлӹ,ондоо
824,verschieden::A,тӹрлӹ,янз янзын
825,nah::A,лишӹл,ойрын
826,nah::A,лишӹл,дөтийн
827,fern::A,мӹндӹр,холын
828,linker::A,шалахай,буруу
829,rechter::A,вургамла,баруун
830,anderer::A,вес,өөр
831,anderer::A,вес,нөгөө
832,anderer::A,весӹ,өөр
833,anderer::A,весӹ,нөгөө
834,erster::A,икшӹ,нэгдэх
835,erster::A,икшӹ,нэгдүгээр
836,erster::A,икӹмшӹ,нэгдэх
837,erster::A,икӹмшӹ,нэгдүгээр
838,zweiter::A,кокшы,хоёрдугаар
839,dritter::A,кымшы,гуравдугаар
840,letzter::A,остатка,сүүлийн
841,allein::ADV,иктӹ,ганцаараа
842,allein::ADV,иктӹт,ганцаараа
843,auf einmal::ADV,тöрöк,нэгмөсөн
844,zusammen::ADV,икараш,цуг
845,zusammen::ADV,икараш,хамт
846,zusammen::ADV,цымырын,цуг
847,zusammen::ADV,цымырын,хамт
848,lange::ADV,кужын,удаан
849,plötzlich::ADV,трӱк,гэнэт
850,sofort::ADV,полт,дороо
851,sofort::ADV,тöрöк,дороо
852,sofort::ADV,тӹшӓкок,дороо
853,später::ADV,вара,дараа
854,heute::ADV,тагачы,өнөө
855,heute::ADV,тагачы,өнөөдөр
856,morgen::ADV,иргод,маргааш
857,morgen::ADV,иргод,маргаадар
858,morgen::ADV,иргодым,маргааш
859,morgen::ADV,иргодым,маргаадар
860,bald::ADV,чӹнь,түргэн
861,bald::ADV,чӹнь,удахгүй
862,bald::ADV,вӓшке,түргэн
863,bald::ADV,вӓшке,удахгүй
864,bald::ADV,выртышты,түргэн
865,bald::ADV,выртышты,удахгүй
866,dann::ADV,пакыла,хожим
867,dann::ADV,пакыла,тэгээд
868,gestern::ADV,тенгечӹ,өчигдөр
869,einst::ADV,икӓнӓ,нэг
870,damals::ADV,тӹнӓм,тэгэхэд
871,danach::ADV,пакыла,тэгээд
872,danach::ADV,пакыла,дараа нь
873,vorher::ADV,перви,урьд
874,zuerst::ADV,андак,анх
875,zuerst::ADV,андак,эхлээд
876,einmal::ADV,гӓнӓк,нэг удаа
877,einmal::ADV,гӓнӓ,нэг удаа
878,manchmal::ADV,кынамжы,хааяа
879,manchmal::ADV,кынамжы,заримдаа
880,oft::ADV,чӹчкӹдӹн,олонтоо
881,immer::ADV,со,байнга
882,immer::ADV,соок,байнга
883,niemals::ADV,нинам,хэзээ ч
884,niemals::ADV,нинам,хэдийд ч
885,niemals::ADV,нигынам,хэзээ ч
886,niemals::ADV,нигынам,хэдийд ч
887,niemals::ADV,нигынамат,хэзээ ч
888,niemals::ADV,нигынамат,хэдийд ч
889,hier::ADV,тиштӹ,энд
890,hierhin::ADV,тишкӹ,нааш
891,von hier::ADV,тишец,эндээс
892,von hier::ADV,тишецӹн,эндээс
893,dort::ADV,тӹштӹ,тэнд
894,dorthin::ADV,тӹшкӹ,тийш
895,dorthin::ADV,тӹшкӹлӓ,тийш
896,geradeaus::ADV,вик,шулуун
897,geradeaus::ADV,тура,шулуун
898,vorwärts::ADV,анзыкы,урагшаа
899,rückwärts::ADV,мӹнгеш,буцаан
900,rückwärts::ADV,мӹнгеш,сөөргөө
901,zurück::ADV,мӹнгеш,буцаж
902,zurück::ADV,мӹнгеш,гэдрэг
903,unten::ADV,ӱлнӹ,дор
904,unten::ADV,лӹвӓлнӹ,дор
905,hinab::ADV,ӱлӹкӹ,уруу
906,hinab::ADV,лӹвӓкӹ,уруу
907,oben::ADV,вӹлнӹ,дээр
908,hinauf::ADV,кӱшкӹлӓ,өөд
909,hinauf::ADV,кӱшкӹлӓ,дээш
910,hinauf::ADV,кӱш,өөд
911,hinauf::ADV,кӱш,дээш
912,überall::ADV,йӹлт,хааяагүй
913,überall::ADV,йӹлт,энд тэндгүй
914,überall::ADV,цилӓ вӓре,хааяагүй
915,überall::ADV,цилӓ вӓре,энд тэндгүй
916,nicht::ADV,уке,эс
917,nicht::ADV,уке,-гүй
918,ein wenig::ADV,изиш,жаахан
919,ein wenig::ADV,иклаштык,жаахан
920,kaum::ADV,цылик,арай
921,kaum::ADV,цылик,арай гэж
922,kaum::ADV,чучок-чучок,арай
923,kaum::ADV,чучок-чучок,арай гэж
924,sehr::ADV,чоте,тун
925,so::ADV,тенге,тэгж
926,so::ADV,тенге,ингээд
927,so::ADV,тенгелӓ,тэгж
928,so::ADV,тенгелӓ,ингээд
929,noch::ADV,мол,дахин
930,noch::ADV,мол,дахиад
931,noch::ADV,моло,дахин
932,noch::ADV,моло,дахиад
933,nur::ADV,веле,зөвхөн
934,nur::ADV,веле,гагцхүү
935,schon::ADV,уже,нэгэнт
936,schon::ADV,ӹнде,нэгэнт
937,wieder::ADV,уэш,дахин
938,wieder::ADV,уэш,дахиад
939,vergebens::ADV,зря,хий
940,vergebens::ADV,ӹзрӓ,хий
941,vergebens::ADV,ӹзӹрӓ,хий
942,vor::PRP,анзыц,өмнө
943,vor::PRP,анзыцын,өмнө
944,hinter::PRP,шайылан,ард
945,hinter::PRP,шайылный,ард
946,unter::PRP,лӹвӓкӹ,доор
947,durch::PRP,вашт,дундуур
948,neben::PRP,сага,хажууд
949,zwischen::PRP,лош,завсар
950,zwischen::PRP,лош,хооронд
951,zwischen::PRP,лошкы,завсар
952,zwischen::PRP,лошкы,хооронд
953,wegen::PRP,мычыц,төлөө
954,wegen::PRP,мычыц,дээрээс
955,dies::PRN,тидӹ,энэ
956,dies::PRN,ти,энэ
957,das::PRN,тидӹ,тэр
958,das::PRN,ти,тэр
959,alles::PRN,цилӓ,цөм
960,alles::PRN,цилӓ,бүгд
961,ich::PRN,мый,би
962,du::PRN,тӹнь,чи
963,er::PRN,тӹдӹ,тэр
964,er::PRN,тӹдӹ,тэр хүн
965,wir::PRN,мӓ,бид
966,ihr::PRN,вӓ,та нар
967,sie::PRN,нӹнӹ,тэд
968,was::FPRN,ма,юу
969,wer::FPRN,кӱ,хэн
970,wo::FADV,кышан,хаа
971,wo::FADV,кышан,хаана
972,wo::FADV,кыштакен,хаа
973,wo::FADV,кыштакен,хаана
974,wohin::FADV,кышкы,хааш
975,wohin::FADV,кышкы,хаана
976,wie::FADV,кыце,яаж
977,wie::FADV,кыце,хэрхэн
978,warum::FADV,малын,юунд
979,warum::FADV,малын,яагаад
980,wieviel::FNUM,кынар,хэдий
981,wieviel::FNUM,кынар,хэд
982,wieviel::FNUM,кынары,хэдий
983,wieviel::FNUM,кынары,хэд
984,wieviel::FNUM,кынаркы,хэдий
985,wieviel::FNUM,кынаркы,хэд
986,eins::NUM,иктӹ,нэг
987,eins::NUM,иктӹт,нэг
988,zwei::NUM,кок,хоёр
989,zwei::NUM,кокты,хоёр
990,drei::NUM,кым,гурав
991,drei::NUM,кымыт,гурав
992,vier::NUM,нӹл,дөрөв
993,fünf::NUM,вӹц,тав
994,sechs::NUM,куд,зургаа
995,sechs::NUM,кудытмозн,зургаа
996,sieben::NUM,шӹм,долоо
997,sieben::NUM,шӹмӹт,долоо
998,acht::NUM,кӓндӓкш,найм
999,acht::NUM,кӓндӓкшӹ,найм
1000,neun::NUM,ӹндекшшӱдӹ,ес
1001,zehn::NUM,лу,арав
1002,elf::NUM,луатик,арван нэг
1003,elf::NUM,луатиктӹ,арван нэг
1004,zwölf::NUM,луаткок,арван хоёр
1005,zwölf::NUM,луаткокты,арван хоёр
1006,zwanzig::NUM,коклы,хорь
1007,dreißig::NUM,кымлы,гуч
1008,vierzig::NUM,нӹллӹ,дөч
1009,fünfzig::NUM,вӹцлӹ,тавь
1010,sechzig::NUM,кудлу,жар
1011,siebzig::NUM,шӹмлу,дал
1012,achtzig::NUM,кӓндӓкшлу,ная
1013,neunzig::NUM,ӹндекшлу,ер
1014,hundert::NUM,шӱдӹ,зуу
1015,tausend::NUM,тӹжем,мянга
1016,und::CNJ,дöн,ч
1017,und::CNJ,дöн,болон
1018,oder::CNJ,льывы,буюу
1019,stehen::V,шалшаг,зогсох
1020,sitzen::V,шӹнзӓш,суух
1021,liegen::V,киӓш,хэвтэх
1022,hängen::V,кечӓш,өлгөөтэй байх
1023,hängen::V,кечӓш,дүүжлээтэй байх
1024,werden::V,шагалаш,болох
1025,passieren::V,ӹштӓ́лтӓш,тохиох
1026,beginnen::V,тӹнгӓлӓлтӓш,эхлэх
1027,enden::V,пӹтӓш,дүүрэх
1028,wechseln::V,весемӓш,хувирах
1029,wechseln::V,весемӓлтӓш,хувирах
1030,aufgehen[Sonne]::V,авараш,мандах
1031,untergehen[Sonne]::V,шӹ́нзӓш,жаргах
1032,scheinen[Sonne]::V,сотемдӓрӓш,гэрэлтэх
1033,donnern::V,хӹдӹртӓш,дуугарах
1034,wehen::V,ӹфӹлӓш,салхилах
1035,wehen::V,ӹфӹлӓш,хөөрөгдөх
1036,strömen::V,йогащ,гүйх
1037,strömen::V,йогащ,урсах
1038,fließen::V,йогащ,урсах
1039,sich drehen::V,пöрдӓш,эргэлдэх
1040,schwanken::V,лыпшалташ,хэлбэлзэх
1041,schwingen::V,кӓчӓйӓш,ганхах
1042,schwingen::V,кӓчӓйӓш,хэлбэлзэх
1043,fallen::V,кенвазаш,унах
1044,fallen::V,шынгалташ,унах
1045,brennen::V,йылаш,шатах
1046,rauchen::V,шыпшаш,баагих
1047,regnen::V,юраш,бороо орно
1048,gefrieren::V,гӓш,хөлдөх
1049,gefrieren::V,кӹлмаш,хөлдөх
1050,tauen::V,шылаш,хайлах
1051,schmelzen::V,шӹрӓнӓш,уярах
1052,trocknen::V,кошкаш,хатах
1053,sieden::V,шолаш,буцлах
1054,sieden::V,шолаш,даргилах
1055,faulen::V,шӱӓш,үжрэх
1056,faulen::V,шӱӓш,өмхийрөх
1057,verfaulen::V,йӓнгӓрӓлтӓш,бээх
1058,verfaulen::V,йӓнгӓрӓлтӓш,өгрөх
1059,reißen::V,кышкедӓлтӓш,цуурах
1060,versinken::V,ва́лаш,живэх
1061,vergehen::V,эртӓш,нөгчих
1062,vergehen::V,эртӓш,өнгөрөх
1063,erscheinen::V,каяш,гарах
1064,erscheinen::V,каяш,бултайх
1065,verschwinden::V,ямаш,далд орох
1066,verschwinden::V,ямаш,алга болох
1067,sinken::V,пычаш,татрах
1068,sinken::V,пычаш,доошлох
1069,abnehmen::V,чӹдемӓш,багасах
1070,abnehmen::V,чӹдемӓш,хорогдох
1071,abnehmen::V,кöтӹргӓш,багасах
1072,abnehmen::V,кöтӹргӓш,хорогдох
1073,zunehmen::V,когоэмӓш,ихсэх
1074,steigen::V,лӱлта́лташ,нэмэгдэх
1075,wachsen::V,кушкаш,өсөх
1076,wachsen::V,кушкаш,ургах
1077,glänzen::V,йӹлгӹжӓш,гилгэнэх
1078,glänzen::V,йӹлгӹжӓш,гилбэгнэх
1079,funkeln::V,валгалташ,гялжах
1080,funkeln::V,валгалташ,гялалзах
1081,lärmen::V,юкланаш,шуугих
1082,läuten::V,цоргаш,цохих
1083,klingeln::V,цоргаш,хонхдох
1084,klingeln::V,цоргаш,дуугарах
1085,klirren::V,цонгырталгаш,хангир жингэр хийх
1086,brausen::V,ышдымыла́наш,бургилах
1087,rauschen::V,шу́жгаш,сэржигнэх
1088,klingen::V,йо́нгаш,хангинах
1089,bellen::V,опташ,хуцах
1090,heulen::V,урмыжаш,улих
1091,blasen::V,ӹфӹлӓш,үлзэх
1092,pfeifen::V,ши́шкаш,исгэрэх
1093,schreien::V,уташ,хашгирах
1094,schreien::V,саслаш,хашгирах
1095,schreien::V,варгынзаш,хашгирах
1096,stöhnen::V,ӹнгӹрӓш,ёолох
1097,stöhnen::V,ӹнгӹрӓш,гэнгэнэх
1098,zittern::V,цӹтӹрӓш,дагжих
1099,leben::V,ӹлӓш,амьдрах
1100,geboren werden::V,шачаш,төрөх
1101,atmen::V,шӱлӓш,амьсгалах
1102,trinken::V,йӱӓш,уух
1103,essen::V,качкаш,идэх
1104,schlucken::V,нелӓш,залгих
1105,müde werden::V,янгылаш,ядрах
1106,einschlafen::V,амален кеӓш,унтчих
1107,schlafen::V,амалаш,унтах
1108,aufwachen::V,понгыжалташ,сэрэх
1109,aufstehen::V,кӹньӹл шагалаш,босох
1110,sich erholen::V,кӓнаш,амрах
1111,krank werden::V,церлӓнен вазаш,өвдөж эхлэх
1112,krank sein::V,церлӓнӓш,өвдөх
1113,krank sein::V,ясланаш,өвдөх
1114,krank sein::V,ясыланаш,өвдөх
1115,schmerzen::V,каршташ,өвдөх
1116,schmerzen::V,каршташ,шархирах
1117,husten::V,кахыраш,ханиах
1118,genesen::V,паремӓш,засрах
1119,genesen::V,тöрлӓнӓш,засрах
1120,sterben::V,вазын колаш,үхэх
1121,sterben::V,вазын колаш,нас барах
1122,umkommen::V,пӹтӓш,үхэх
1123,sich bewegen::V,кашташ,хөдлөх
1124,sich rühren::V,тӓрвӓнӓш,хөдлөх
1125,sich erheben::V,кӹньӹлӓш,босох
1126,sich setzen::V,шӹнзӓш,суух
1127,hinfallen::V,кенвазаш,ойчих
1128,hinfallen::V,шынгалташ,ойчих
1129,laufen::V,кашташ,явган явах
1130,schreiten::V,ашкедӓш,алхах
1131,spazierengehen::V,мадын кашташ,зугаалах
1132,eilen::V,вӓшкӓш,хурдлах
1133,sich beeilen::V,вӓшкӓш,яарах
1134,sich beeilen::V,вӓшкӓш,шамдах
1135,sich beeilen::V,талашаш,яарах
1136,sich beeilen::V,талашаш,шамдах
1137,sausen::V,хойхаланаш,давхих
1138,sausen::V,хояш,давхих
1139,rennen::V,кыргыжаш,гүйх
1140,springen::V,тӹршештӓш,харайх
1141,springen::V,тӹршештӓш,дэвхрэх
1142,klettern::V,ку́заш,авирах
1143,schaukeln::V,лыпшалташ,ганхалзах
1144,kriechen::V,авалянаш,мөлхөх
1145,kriechen::V,ньыжиклӓш,мөлхөх
1146,schwimmen::V,илӓш,сэлэх
1147,tauchen::V,цымаш,шунгах
1148,rudern::V,шуалташ,сэлүүрдэх
1149,fahren::V,кеӓш,явах
1150,fliegen::V,чонгештӓш,нисэх
1151,gehen::V,кеӓш,явах
1152,weggehen::V,кеӓш,явах
1153,abfahren::V,кеӓш,одох
1154,abfahren::V,кеӓш,хөдлөх
1155,anhalten::V,цӓрнӓш,зогсох
1156,hineingehen::V,пыраш,орох
1157,eintreten::V,пыраш,орох
1158,kommen::V,толаш,ирэх
1159,ankommen::V,шоаш,хүрэх
1160,zurückkommen::V,пöртӹлӓш,харих
1161,zurückkommen::V,пöртӹлӓш,буцаж ирэх
1162,bleiben::V,кодаш,үлдэх
1163,warten::V,вычаш,хүлээх
1164,erwarten::V,вычаш,хүлээх
1165,suchen::V,кӹчӓлӓш,эрэх
1166,suchen::V,кӹчӓлӓш,бэдрэх
1167,finden::V,моаш,олох
1168,versuchen::V,путаяш,оролдох
1169,versuchen::V,цацаш,оролдох
1170,vorbereiten::V,поспейӹктӓш,бэлтгэх
1171,lieben::V,яраташ,янаглах
1172,mögen::V,яраташ,таалах
1173,lachen::V,ваштылаш,инээх
1174,rühren::V,тӓрвӓтӓш,сэтгэл уяруулах
1175,weinen::V,мӓгӹрӓш,уйлах
1176,schimpfen::V,свырседӓлӓш,хараах
1177,sich ärgern::V,шӹдешкӓш,уурлах
1178,sich fürchten::V,лӱдӓш,айх
1179,fürchten::V,лӱдӓш,айх
1180,fliehen::V,кыргыжаш,зугтах
1181,fliehen::V,кыргыжаш,гүйж очих
1182,flüchten::V,кыргыж шӹлӓш,оргох
1183,sehen::V,ужаш,үзэх
1184,anschauen::V,анжалаш,харах
1185,ansehen::V,анжаш,харах
1186,hören::V,колаш,дуулах
1187,zuhören::V,колышташ,чагнах
1188,probieren::V,тотештӓш,амсаж үзэх
1189,probieren::V,подыл анжаш,амсаж үзэх
1190,riechen::V,ӱпшӹнзӓш,үнэрлэх
1191,fühlen::V,шижӓш,мэдрэх
1192,scheinen::V,каяш,шиг үзэгдэх
1193,zu sehen sein::V,каяш,үзэгдэх
1194,zu sehen sein::V,каяш,харагдах
1195,vernehmen::V,колын колташ,дуулах
1196,frieren::V,кӹлмаш,даарах
1197,frieren::V,тӹнгӹргӓш,даарах
1198,tun::V,ӹштӓш,хийх
1199,tun::V,ӹштӓш,үйлдэх
1200,können::V,кердӓш,болох
1201,wollen::V,жалаяш,хүсэх
1202,anfangen::V,тӹнгӓлӓш,эхлэх
1203,beenden::V,пӹтӓрӓш,дуусгах
1204,aufhören::V,цӓрнӓш,болих
1205,aufhören::V,цӓрнӓш,зогсох
1206,gelingen::V,цӓш лиӓш,бүтэх
1207,geraten::V,лиӓш,илрэх
1208,öffnen::V,пачаш,нээх
1209,öffnen::V,пачаш,тайлах
1210,schließen::V,чӱчӓш,хаах
1211,stellen::V,шӹндӓш,тавих
1212,stellen::V,шӹндӓш,босгох
1213,setzen::V,шӹндӓш,суулгах
1214,legen::V,опташ,хийх
1215,legen::V,опташ,тавих
1216,legen::V,пиштӓш,хийх
1217,legen::V,пиштӓш,тавих
1218,berühren::V,тӹкӓлӓш,шүргэх
1219,verbinden::V,пидӓш,залгах
1220,bedecken::V,леведӓш,бүрэх
1221,aufhängen::V,сӓкӓш,өлгөх
1222,aufhängen::V,сӓкӓш,дүүжлэх
1223,anzünden::V,чӱктӓш,асаах
1224,anzünden::V,чӱктӓш,ноцоох
1225,aufheben::V,кузыкташ,өргөх
1226,zurücklassen::V,кодаш,орхих
1227,zurücklassen::V,кодаш,үлдээх
1228,verlieren::V,ямдаш,гээх
1229,fallen lassen::V,кенвацтараш,унагах
1230,machen::V,ӹштӓш,хийх
1231,machen::V,ӹштӓш,гаргах
1232,herstellen::V,йӓмдӹлӓш,бүтээх
1233,bauen::V,ӹштӓш,барих
1234,reparieren::V,чиняш,засах
1235,reparieren::V,чиняш,сэлбэх
1236,reparieren::V,алалаш,засах
1237,reparieren::V,алалаш,сэлбэх
1238,verbessern::V,яжоэмден шӹндӓш,засах
1239,verbessern::V,яжоэмден шӹндӓш,сайжруулах
1240,ändern::V,вашталташ,өөрчлөх
1241,graben::V,капаяш,малтах
1242,beugen::V,лывырташ,бөгтийлгөх
1243,beugen::V,каклярташ,бөгтийлгөх
1244,biegen::V,лывырташ,матах
1245,biegen::V,лывырташ,муруйлгах
1246,drehen::V,сӓрӓш,эргүүлэх
1247,drehen::V,сӓрӹкӓлӓш,эргүүлэх
1248,wenden::V,сӓрӓлӓш,эргүүлэх
1249,umdrehen::V,сӓрӓлӓш,хөрвүүлэх
1250,heben::V,лӱктӓш,өргөх
1251,hochheben::V,кузыкташ,өргөх
1252,ergreifen::V,хватяш,атгах
1253,halten::V,кычаш,барих
1254,drücken::V,темдӓш,дарах
1255,schieben::V,шӹкӓш,түлхэх
1256,kratzen::V,нӹжӓш,хусах
1257,kratzen::V,нӹжӓш,маажих
1258,lecken::V,нылаш,долоох
1259,beißen::V,пыралаш,зуух
1260,beißen::V,пыралаш,хазах
1261,abreißen::V,кӹрӓш,таслах
1262,abreißen::V,кышкед нӓлӓш,таслах
1263,abschneiden::V,шулаш,тайрах
1264,abschneiden::V,лаштыклаш,тайрах
1265,binden::V,пидӓш,боох
1266,binden::V,пидӓш,хүлэх
1267,stecken::V,шыралаш,шаах
1268,stecken::V,шыралаш,шигтгэх
1269,brechen::V,тодылаш,хугалах
1270,brechen::V,пыдырташ,хугалах
1271,klopfen::V,рушткаш,цохих
1272,klopfen::V,рушткаш,тогших
1273,hauen::V,шелӹштӓш,дэлдэх
1274,kleben::V,клейӓш,наах
1275,reiben::V,нӹжӓш,нухах
1276,reiben::V,нӹжӓш,нидчих
1277,streichen::V,шӹрӓш,нялах
1278,streichen::V,шӹрӓш,түрхэх
1279,schleifen::V,шымаш,билүүдэх
1280,schleifen::V,шымаш,гуранздах
1281,schneiden::V,пӹчкӓш,огтлох
1282,rütteln::V,мыльгыкташ,холхнулах
1283,schütteln::V,цӹтӹртӓш,сэгсрэх
1284,schütteln::V,мыльгыкташ,сэгсрэх
1285,schwenken::V,машыяш,дэвэх
1286,schwenken::V,машыяш,даллах
1287,schütten::V,опталаш,цутгах
1288,schütten::V,опталаш,аягалах
1289,füllen::V,темӓш,дүүргэх
1290,einwickeln::V,пӹтӹрӓ́лӓш,боох
1291,einwickeln::V,пӹтӹрӓ́лӓш,ороох
1292,tragen::V,намалаш,авчрах
1293,schleppen::V,шӹдӹрӓш,чирэх
1294,ziehen::V,шыпшаш,татах
1295,aufbewahren::V,перегӓш,хадгалах
1296,werfen::V,кӹшкӓш,хаях
1297,werfen::V,кӹшкӓш,шидэх
1298,fangen::V,кычаш,барих
1299,packen::V,хватяш,шүүрэх
1300,verstecken::V,шӹлтӓш,нуух
1301,teilen::V,пайылаш,хуваах
1302,schicken::V,колташ,илгээх
1303,schicken::V,колташ,явуулах
1304,bringen::V,кандаш,авчрах
1305,bringen::V,кандаш,аваачих
1306,bekommen::V,лыкташ,хүлээн авах
1307,erhalten::V,получаяш,хүлээн авах
1308,nehmen::V,налаш,авах
1309,wählen::V,айыраш,сонгох
1310,auswählen::V,айыраш,шилэх
1311,bewahren::V,перегӓш,гамнах
1312,behindern::V,мешӓйӓш,саад хийх
1313,behindern::V,мешӓйӓш,тотгор болох
1314,verderben::V,портяш,эвдэх
1315,beschädigen::V,шушырташ,гэмтээх
1316,zerbrechen::V,пыдырташ,хагалах
1317,zerbrechen::V,пыдырташ,хага цохих
1318,zerreißen::V,кӹрӓш,урах
1319,zerstören::V,шӓлӓтӓш,эвдэх
1320,zerstören::V,шӓлӓтӓш,сүйтгэх
1321,verbrennen::V,йылаташ,шатаах
1322,verbrennen::V,йылалташ,шатаах
1323,geben::V,пуаш,өгөх
1324,reichen::V,пуаш,өгөх
1325,reichen::V,пуаш,дамжуулах
1326,schenken::V,подараш,бэлэглэх
1327,versprechen::V,сöрӓш,амлах
1328,wünschen::V,жалаяш,ерөөх
1329,loben::V,хваляш,магтах
1330,loben::V,хваляш,сайшаах
1331,küssen::V,шышшалаш,озох
1332,küssen::V,шышшалаш,үнсэх
1333,wiegen::V,лӱнгӓлтӓш,бүүвэйлэх
1334,zudecken::V,пиштӓш,хучих
1335,zudecken::V,пиштӓш,бүтээх
1336,wecken::V,понгыжалтараш,сэрээх
1337,zeigen::V,анжыкташ,үзүүлэх
1338,führen::V,видӓш,хөтлөх
1339,lehren::V,тымдаш,заах
1340,unterrichten::V,тымдаш,сургах
1341,aufziehen::V,кушташ,өсгөх
1342,aufziehen::V,кушташ,хүмүүжүүлэх
1343,leiten::V,видӓш,удирдах
1344,leiten::V,вуйлаташ,удирдах
1345,leiten::V,вуйлалташ,удирдах
1346,antreiben::V,талаштараш,шамдуулах
1347,lassen::V,-ыкт,-уулах
1348,einladen::V,ӱжӓш,залах
1349,vereinigen::V,иктештӓш,нэгтгэх
1350,vereinigen::V,иктештӓш,хамтруулах
1351,besuchen::V,толаш,зочлох
1352,treffen::V,вӓшлиӓш,учрах
1353,treffen::V,вӓшлиӓш,дайралдах
1354,treffen::V,вӓшлиӓлтӓш,учрах
1355,treffen::V,вӓшлиӓлтӓш,дайралдах
1356,sich versammeln::V,цымыргаш,хуралдах
1357,spielen::V,мадаш,наадах
1358,singen::V,мыраш,дуулах
1359,tanzen::V,кушташ,бүжиглэх
1360,sich trennen::V,айырлаш,салах
1361,verlassen::V,шуаш,хаях
1362,retten::V,ытараш,гэтэлгэх
1363,bewachen::V,оролаш,сахих
1364,schützen::V,перегӓш,хамгаалах
1365,verteidigen::V,перегӓш,хамгаалах
1366,sich schlagen::V,шидӓлӓш,зодолдох
1367,sich schlagen::V,шиэдӓлӓш,зодолдох
1368,schießen::V,лӱӓш,харвах
1369,schießen::V,лӱӓш,буу буудах
1370,siegen::V,сӹнгӓш,ялах
1371,ärgern::V,шӹдештӓрӓш,уурлуулах
1372,ärgern::V,шӹдештӓрӓш,уур хүргэх
1373,schlagen::V,пӓрен колташ,цохих
1374,schlagen::V,хӹрӹктен колташ,цохих
1375,treten::V,чымаш,өшиглөх
1376,stechen::V,пышкылаш,хатгах
1377,stoßen::V,шыркедӓш,ёврох
1378,stoßen::V,шыркедӓш,нудрах
1379,stehlen::V,шолышт толаш,хулгайлах
1380,stören::V,ӓрештӹлӓш,саад болох
1381,belästigen::V,кӓньӹсӹрлӓндӓрӓш,зовоох
