,Concept_ID,cy,kv
784,neben::PRP,ar bwys,бокам
785,neben::PRP,ar bwys,боксиным
786,zwischen::PRP,rhwng,коласас
787,zwischen::PRP,cydrhwng,коласас
788,wegen::PRP,o achos,понда
789,wegen::PRP,oherwydd,понда
790,dies::PRN,hyn,эта
791,das::PRN,hynny,сiя
792,alles::PRN,popeth,быдӧс
793,ich::PRN,fi,ме
794,du::PRN,ti,тэ
795,er::PRN,fe,сiя
796,wir::PRN,ni,мийӧ
797,ihr::PRN,chi,ті
798,sie::PRN,hwy,нія
799,was::FPRN,pa beth,мый
800,wer::FPRN,pwy,кин
801,wo::FADV,ble,кытӧн
802,wo::FADV,ym mha le,кытӧн
803,wohin::FADV,i ble,кытчӧ
804,wohin::FADV,i ba le,кытчӧ
805,wie::FADV,sut,дзик
806,warum::FADV,pam,мыля
807,warum::FADV,pam,мыйсянь
808,wieviel::FNUM,faint,мымда
809,eins::NUM,un,ӧт
810,zwei::NUM,dau,кык
811,drei::NUM,tri,куим
812,vier::NUM,pedwar,нёль
813,fünf::NUM,pump,вит
814,sechs::NUM,chwech,квать
815,sieben::NUM,saith,сизим
816,acht::NUM,wyth,кыкьямыс
817,neun::NUM,naw,ӧкмыс
818,zehn::NUM,deg,дас
819,elf::NUM,un ar ddeg,дасотік
820,zwölf::NUM,deuddeg,даскык
821,zwölf::NUM,un deg dau,даскык
822,zwanzig::NUM,ugain,кыкдас
823,dreißig::NUM,tri deg,куимдас
824,dreißig::NUM,deg ar hugain,куимдас
825,vierzig::NUM,deugain,нёльдас
826,fünfzig::NUM,hanner cant,витдас
827,sechzig::NUM,chwe deg,кватьдас
828,siebzig::NUM,saith deg,сизимдас
829,siebzig::NUM,deg a thrigain,сизимдас
830,achtzig::NUM,wyth deg,кыкьямысдас
831,achtzig::NUM,pedar ugain,кыкьямысдас
832,neunzig::NUM,naw deg,ӧкмысдас
833,neunzig::NUM,deg a phedwar ugain,ӧкмысдас
834,hundert::NUM,cant,сто
835,tausend::NUM,mil,тысяча
836,und::CNJ,a,и
837,und::CNJ,a,да
838,oder::CNJ,neu,или
839,stehen::V,sefyll,сулавны
840,sitzen::V,eistedd,пукавны
841,liegen::V,gorwedd,куйлыны
842,hängen::V,hongian,ӧшавны
843,werden::V,dod yn,лоны
844,werden::V,mynd yn,лоны
845,passieren::V,digwydd,аркмыны
846,beginnen::V,cychwyn,петны
847,enden::V,gorffen,-сь
848,enden::V,gorffen,бырны
849,wechseln::V,newid,вежсьыны
850,aufgehen[Sonne]::V,codi,петавны
851,untergehen[Sonne]::V,machlud,пуксьыны
852,scheinen[Sonne]::V,tywynnu,югьявны
853,donnern::V,taranu,гымавны
854,wehen::V,chwythu,пӧлявны
855,strömen::V,ffrydio,киссьыны
856,fließen::V,llifo,визывтны
857,sich drehen::V,troi,бергавны
858,sich drehen::V,cylchdroi,бергавны
859,schwanken::V,siglo,кӧвьясьны
860,schwingen::V,siglo,дюттясьны
861,fallen::V,cwympo,усьны
862,brennen::V,llosgi,сотчыны
863,rauchen::V,mygu,тшынасьны
864,regnen::V,glawio,зэрны
865,gefrieren::V,rhewi,гегдыны
866,tauen::V,toddi,сывны
867,tauen::V,meirioli,сывны
868,schmelzen::V,toddi,сывны
869,trocknen::V,sychu,косьмыны
870,sieden::V,berwi,пизьны
871,faulen::V,pydru,нёльзьыны
872,faulen::V,braenu,нёльзьыны
873,verfaulen::V,pydru,тӧрмыны
874,verfaulen::V,pydru,сiсьмыны
875,verfaulen::V,dadfeilio,тӧрмыны
876,verfaulen::V,dadfeilio,сiсьмыны
877,reißen::V,clecian,косясьны
878,reißen::V,torri'n glats,косясьны
879,versinken::V,suddo,вӧйны
880,vergehen::V,myned heibio,мунны
881,vergehen::V,pasio,мунны
882,erscheinen::V,ymddangos,мыччисьны
883,verschwinden::V,diflannu,ӧшны
884,sinken::V,syrthio,ямны
885,abnehmen::V,lleihau,ямны
886,zunehmen::V,cynyddu,паськавны
887,steigen::V,codi,лэбтiсьны
888,wachsen::V,tyfu,быдмыны
889,glänzen::V,disgleirio,свиттявны
890,funkeln::V,pefrio,югйовтлыны
891,funkeln::V,pefrio,югйӧв-керны
892,lärmen::V,cadw sŵn,чавзыны
893,lärmen::V,gwneud twrw,чавзыны
894,läuten::V,canu,диньгыны
895,klingeln::V,canu,силькӧтны
896,klingeln::V,seinio,силькӧтны
897,klirren::V,tincian,жольӧтны
898,brausen::V,rhuo,гуасьны
899,rauschen::V,siffrwd,кышӧтны
900,rauschen::V,chwithrwd,кышӧтны
901,klingen::V,seinio,горавны
902,bellen::V,cyfarth,увтны
903,bellen::V,cyfarth,вувтны
904,heulen::V,udo,уннявны
905,heulen::V,oernadu,уннявны
906,blasen::V,chwythu,пӧлявны
907,pfeifen::V,chwibanu,пиксыны
908,schreien::V,gweiddi,айзыны
909,schreien::V,bloeddio,айзыны
910,stöhnen::V,griddfan,ойзыны
911,stöhnen::V,griddfan,ружтыны
912,zittern::V,crynu,легьявны
913,leben::V,byw,овны
914,geboren werden::V,cael eich geni,шогмыны
915,atmen::V,anadlu,лолавны
916,trinken::V,yfed,юны
917,essen::V,bwyta,сёйны
918,schlucken::V,llyncu,ньылавны
919,müde werden::V,blino,мыдзны
920,einschlafen::V,mynd i gysgu,ланьтны
921,einschlafen::V,syrthio i gysgu,ланьтны
922,schlafen::V,huno,узьны
923,schlafen::V,cysgu,узьны
924,aufwachen::V,dihuno,саймыны
925,aufwachen::V,dihuno,пальмыны
926,aufstehen::V,codi,сувтны
927,sich erholen::V,ymlacio,шоччисьлыны
928,sich erholen::V,dadflino,шоччисьлыны
929,krank werden::V,mynd yn sâl,моржитны
930,krank werden::V,mynd yn wael,моржитны
931,krank sein::V,gwaelu,шогавны
932,krank sein::V,gwaelu,визьӧтны
933,schmerzen::V,brifo,висьны
934,husten::V,pesychu,кашляйтны
935,genesen::V,gwella,бурдны
936,genesen::V,cael yn ôl,бурдны
937,sterben::V,marw,кувны
938,umkommen::V,trengi,вийсьыны
939,sich bewegen::V,symud,локны
940,sich bewegen::V,symud,ветлӧтны
941,sich rühren::V,syflyd,вӧрзьӧтчыны
942,sich erheben::V,codi,сувтны
943,sich setzen::V,eistedd,пуксьыны
944,hinfallen::V,cwympo,пӧрласьны
945,laufen::V,cerdded,мунны
946,schreiten::V,camu,тальччавны
947,spazierengehen::V,mynd am dro,котрасьны
948,eilen::V,rhuthro,тэрмасьны
949,sich beeilen::V,brysio,тэрмасьны
950,sausen::V,rhuthro,вирдавны-котӧртны
951,rennen::V,rhedeg,
952,springen::V,llamu,чеччавны
953,springen::V,neidio,чеччавны
954,klettern::V,dringo,кышасьны
955,schaukeln::V,siglo,чурликасьны
956,kriechen::V,cropian,кыскасьны-мунны
957,schwimmen::V,nofio,вартчыны
958,tauchen::V,plymio,сунгисьны ваӧ
959,tauchen::V,ymsuddo,сунгисьны ваӧ
960,rudern::V,rhwyfo,сынны
961,fahren::V,gyrru,мунны
962,fahren::V,dreifio,мунны
963,fliegen::V,hedfan,лэбавны
964,gehen::V,mynd,мунны
965,weggehen::V,mynd,мунны
966,weggehen::V,ymadael,мунны
967,abfahren::V,ymadael,иньдӧтчыны
968,abfahren::V,ymadael,мунны
969,anhalten::V,stopio,сувтны
970,hineingehen::V,mynd i mewn,пырны
971,eintreten::V,mynd i,пырны
972,kommen::V,dod,локны
973,ankommen::V,cyrraedd,локны
974,zurückkommen::V,dychwelyd,бертны
975,zurückkommen::V,dychwelyd,панӧвтсьыны
976,bleiben::V,aros,кольччыны
977,bleiben::V,sefyll,кольччыны
978,warten::V,aros,видзчисьны
979,warten::V,disgwyl,видзчисьны
980,erwarten::V,disgwyl,видзчисьны
981,suchen::V,chwilio am,кошшыны
982,finden::V,darganfod,адззыны
983,versuchen::V,profi,пондыны
984,versuchen::V,profi,пондӧтны
985,versuchen::V,ceisio,пондыны
986,versuchen::V,ceisio,пондӧтны
987,vorbereiten::V,paratoi,лӧсьӧтны
988,lieben::V,caru,милуйтны
989,mögen::V,hoffi,радейтны
990,lachen::V,chwerthin,серавны
991,rühren::V,cynhyrfu,сьӧлӧм вӧрзьӧтны
992,weinen::V,wylo,горзыны
993,weinen::V,llefain,горзыны
994,schimpfen::V,grwgnach,видчыны
995,sich ärgern::V,gofidio,лёкавны
996,sich fürchten::V,ofni,повны
997,fürchten::V,arswydo,повны
998,fliehen::V,ffoi,пышшыны
999,flüchten::V,dianc,пышшыны
1000,sehen::V,gweld,адззыны
1001,anschauen::V,syllu,видзӧтны
1002,anschauen::V,edrych,видзӧтны
1003,ansehen::V,gwylio,видзӧтны
1004,hören::V,clywed,кывны
1005,zuhören::V,gwrando,кывзыны
1006,probieren::V,profi,пешлыны
1007,riechen::V,arogli,дукавны
1008,fühlen::V,teimlo,кывны
1009,fühlen::V,clywed,кывны
1010,scheinen::V,ymddangos,декуйтчыны
1011,zu sehen sein::V,dod i'r golwg,тыдавны
1012,vernehmen::V,clywed sôn am,тӧдмавны
1013,frieren::V,bod yn oer,гегдыны
1014,tun::V,gwneud,керны
1015,können::V,gallu,вермыны
1016,wollen::V,bod mewn angen,мӧдны
1017,anfangen::V,dechrau,петны
1018,beenden::V,darfod,ештӧтны
1019,beenden::V,darfod,керыштны
1020,beenden::V,gorffen,ештӧтны
1021,beenden::V,gorffen,керыштны
1022,aufhören::V,peidio,дугдыны
1023,gelingen::V,llwyddo,шогмыны
1024,geraten::V,diweddu,мыччисьны
1025,öffnen::V,agor,осьтны
1026,schließen::V,cau,пӧднавны
1027,stellen::V,gosod,сувтӧтны
1028,setzen::V,gosod,пуксьӧтны
1029,legen::V,gosod,пуктыны
1030,berühren::V,cyffwrdd,вӧрзьӧтны
1031,verbinden::V,cysylltu,йитны
1032,bedecken::V,gorchuddio,вевттьыны
1033,aufhängen::V,crogi,ӧшӧтны
1034,aufhängen::V,hongian,ӧшӧтны
1035,anzünden::V,cynnau,ӧзтыны
1036,aufheben::V,codi,лэбтыны
1037,zurücklassen::V,gadael,кольны
1038,verlieren::V,colli,ӧштыны
1039,fallen lassen::V,gollwng,уськӧтны
1040,machen::V,gwneud,керны
1041,herstellen::V,cynhyrchu,вӧчны
1042,bauen::V,adeiladu,строитны
1043,reparieren::V,trwsio,вочны
1044,reparieren::V,atgyweirio,вочны
1045,verbessern::V,diwygio,бурсьӧтны
1046,ändern::V,altro,вежны
1047,graben::V,palu,гарйыны
1048,graben::V,cloddio,гарйыны
1049,beugen::V,plygu,кусіньтны
1050,biegen::V,plygu,чукыльтыштны
1051,drehen::V,troelli,бергӧтны
1052,wenden::V,troi,бергӧтны
1053,umdrehen::V,troi,бергӧтны
1054,heben::V,codi,лэбтыны
1055,hochheben::V,dyrchafu,лэбтыны
1056,ergreifen::V,gafael,кватитны
1057,halten::V,dal,видзны
1058,drücken::V,pwyso,личкыны
1059,drücken::V,gwasgu,личкыны
1060,schieben::V,gwthio,тойлавны
1061,kratzen::V,crafu,шаркӧтны
1062,lecken::V,llyfu,нювны
1063,beißen::V,cnoi,йирны
1064,beißen::V,brathu,йирны
1065,abreißen::V,tynnu ymaith,орӧтны
1066,abschneiden::V,torri,шӧрыштны
1067,abschneiden::V,torri,вундыштны
1068,binden::V,clymu,гӧрдззыны
1069,stecken::V,plannu,мӧртны
1070,brechen::V,torri,жугдыны
1071,klopfen::V,taro,зукӧтны
1072,hauen::V,taro,желльыны
1073,kleben::V,gludio,лякӧтны
1074,reiben::V,rhwbio,зыртны
1075,streichen::V,taenu,мавтны
1076,schleifen::V,hogi,кыскыны
1077,schneiden::V,torri,вундавны
1078,rütteln::V,ysgytio,шатлавны
1079,schütteln::V,siglo,зыбӧтны
1080,schütteln::V,ysgwyd,зыбӧтны
1081,schwenken::V,siglo,ӧвтны
1082,schwenken::V,siglo,макайтны
1083,schütten::V,tywallt,кисьтны
1084,füllen::V,llenwi,тыртны
1085,füllen::V,llenwi,тырсьӧтны
1086,einwickeln::V,lapio,тубны
1087,tragen::V,cludo,новйӧтны
1088,schleppen::V,llusgo,кыскыны
1089,ziehen::V,tynnu,кыскыны
1090,aufbewahren::V,cadw,видзны
1091,werfen::V,taflu,шентывлыны
1092,fangen::V,dal,кутны
1093,packen::V,cipio,кутасьны
1094,packen::V,cipio,кватитны
1095,packen::V,crafangu,кутасьны
1096,packen::V,crafangu,кватитны
1097,verstecken::V,celu,дзебны
1098,verstecken::V,cuddio,дзебны
1099,teilen::V,rhannu,торйӧтны
1100,schicken::V,anfon,иньдыны
1101,bringen::V,dod â,вайны
1102,hinzufügen::V,chwanegu,содтыны
1103,bekommen::V,cael,получитны
1104,erhalten::V,derbyn,получитны
1105,nehmen::V,cymryd,босьтны
1106,wählen::V,dewis,бӧрйыны
1107,auswählen::V,dethol,бӧрйыны
1108,bewahren::V,cadw,видзны
1109,behindern::V,atal,падтыны
1110,behindern::V,rhwystro,падтыны
1111,verderben::V,difetha,изводавны
1112,beschädigen::V,niweidio,паздыны
1113,zerbrechen::V,torri,паздыны
1114,zerreißen::V,rhwygo,косявны
1115,zerstören::V,dinistrio,паздыны
1116,verbrennen::V,llosgi,сотны
1117,geben::V,rhoi,сетны
1118,reichen::V,estyn,сетны
1119,schenken::V,rhoddi,козьнавны
1120,versprechen::V,addo,кӧсйыны
1121,wünschen::V,dymuno,бурсьыны
1122,loben::V,canmol,ошкыны
1123,küssen::V,cusanu,окавны
1124,wiegen::V,siglo,тюттьӧтны
1125,zudecken::V,gorchuddio,вевттьыны
1126,wecken::V,deffro,саймӧтны
1127,zeigen::V,dangos,мыччавны
1128,führen::V,arwain,нуӧтны
1129,lehren::V,dysgu,велӧтны
1130,unterrichten::V,hyfforddi,велӧтны
1131,aufziehen::V,dod i fyny,быдтыны
1132,leiten::V,arwain,юравны
1133,leiten::V,arwain,веськӧтлыны
1134,antreiben::V,annog,тэрмӧтны
1135,lassen::V,gadael,-ӧтыны
1136,einladen::V,gwahodd,корны
1137,vereinigen::V,uno,ӧтувтны
1138,vereinigen::V,uno,ӧтлаавны
1139,vereinigen::V,cyfuno,ӧтувтны
1140,vereinigen::V,cyfuno,ӧтлаавны
1141,besuchen::V,ymweld â,пыравлыны
1142,treffen::V,cwrdd,пантавны
1143,treffen::V,cyfarfod,пантавны
1144,sich versammeln::V,casglu,ӧксьыны
1145,sich versammeln::V,cynnull,ӧксьыны
1146,spielen::V,chwarae,орсны
1147,singen::V,canu,сьывны
1148,tanzen::V,dawnsio,йӧктыны
1149,sich trennen::V,ymwahanu,торьясьны
1150,verlassen::V,gadael,кольны
1151,retten::V,achub,мынтны
1152,bewachen::V,gwarchod,смекайтны
1153,schützen::V,noddi,дорйыны
1154,verteidigen::V,amddiffyn,дорйыны
1155,sich schlagen::V,ffraeo,тышкасьны
1156,sich schlagen::V,terfysgu,тышкасьны
1157,schießen::V,saethu,лыйны
1158,siegen::V,ennill,вермыны
1159,ärgern::V,cythruddo,лӧгӧтны
1160,schlagen::V,curo,базнитны
1161,treten::V,cicio,чужьявны
1162,stechen::V,pigo,бытшкыны
1163,stoßen::V,gwthio,тапкыны
1164,stoßen::V,gwthio,тойыштны
1165,stehlen::V,dwyn,гусявны
1166,stehlen::V,lladrata,гусявны
1167,stören::V,aflonyddu,костіавны
1168,belästigen::V,trafferthu,назыляйтны
1169,verbergen::V,cuddio,дзебны
1170,täuschen::V,twyllo,бӧбӧтны
1171,täuschen::V,twyllo,пӧрьявны
1172,betrügen::V,hocedu,муклачитны
1173,töten::V,lladd,вийны
1174,wohnen::V,byw,овны
1175,arbeiten::V,gweithio,уджавны
1176,sammeln::V,casglu,ӧктыны
1177,pflücken::V,casglu,судзлавны
1178,jagen::V,hela,вӧравны
1179,fischen::V,pysgota,чериавны
1180,fassen::V,dal,кутны
1181,hüten::V,bugeilio,вердны
1182,hüten::V,bugeilio,йирсьӧтны
1183,treiben::V,gyrru,вашӧтны
1184,anbinden::V,clymu,кӧртавны
1185,füttern::V,porthi,вердны
1186,melken::V,godro,высьтыны
1187,melken::V,godro,чилькӧтны
1188,hacken::V,torri,керавны
1189,gießen::V,dyfrhau,киськавны
1190,reifen::V,aeddfedu,кисьмыны
1191,zubereiten::V,coginio,лӧсьӧтны
1192,kochen::V,berwi,пуны
1193,backen::V,pobi,пӧжавны
1194,backen::V,crasu,пӧжавны
1195,braten::V,ffrio,жаритны
1196,umrühren::V,cyffroi,соравны
1197,stricken::V,gwau,домавны
1198,nähen::V,gwnïo,вурны
1199,färben::V,lliwio,краситны
1200,reinigen::V,glanhau,весӧтны
1201,waschen::V,golchi,пеславны
1202,abwischen::V,sychu,чышкыны
1203,spülen::V,streulio,гывьявны
1204,fegen::V,ysgubo,чышкыны
1205,kehren::V,ysgubo,чышкыны
1206,baden::V,cael bath,купайтчыны 
1207,sich waschen::V,ymolchi,миссьыны
1208,ausziehen::V,tynnu,гыжтӧтны
1209,ausziehen::V,tynnu,пӧрччавны
1210,anziehen::V,gwisgo,пасьтавны
1211,sich anziehen::V,ymwisgo,пасьтасьны
1212,kämmen::V,cribo,сынавны
1213,schmücken::V,harddu,баситны
1214,schmücken::V,addurno,баситны
1215,sagen::V,dweud,висьтавны
1216,sprechen::V,llefaru,шуны
1217,reden::V,siarad,баитны
1218,sich unterhalten::V,sgwrsio,сёрнитны
1219,fragen::V,gofyn,юавны
1220,bitten::V,gofyn am,корны
1221,erzählen::V,dweud,висьтавны
1222,mitteilen::V,cyfleu,висьтавны
1223,nennen::V,enwi,нимтны
1224,rufen::V,galw,китсавны
1225,rufen::V,galw,корны
1226,rufen::V,galw,чукӧстны
1227,prahlen::V,brolio,ошшасьны
1228,prahlen::V,ymffrostio,ошшасьны
1229,übersetzen::V,cyfieithu,вуджӧтны
1230,denken::V,meddwl,чайтны
1231,glauben::V,credu,веритны
1232,glauben::V,coelio,веритны
1233,bemerken::V,sylwi,казявны
1234,erkennen::V,adnabod,тӧдсавны
1235,begreifen::V,amgyffred,вежӧртны
1236,verstehen::V,deall,кывны
1237,lernen::V,dysgu,велӧтчыны
1238,wissen::V,gwybod,тӧдны
1239,sich erinnern an::V,cofio,касьтывны
1240,vergessen::V,anghofio,вунӧтны
1241,messen::V,mesur,меряйтны
1242,zählen::V,cyfrif,лыддьыны
1243,rechnen::V,cyfrifo,лыддьыны
1244,lesen::V,darllen,лыддьӧтны
1245,malen::V,peintio,
1246,zeichnen::V,tynnu,гижмавны
1247,schreiben::V,ysgrifennu,гижны
1248,besitzen::V,meddu,лоны
1249,kaufen::V,prynu,небны
1250,verkaufen::V,gwerthu,вузавны
1251,bezahlen::V,talu am,вештыны
1252,zahlen::V,talu,вештыны
1253,beherrschen::V,rheoli,
1254,beherrschen::V,llywodraethu,
1255,ertragen::V,dioddef,терпитны
