,Concept_ID,myv,ka
481,Knopf::N,пов,ღილი
482,Knoten::N,сюлмо,ნასკვი
483,Farbe::N,артомапель,საღებავი
484,Kleidung::N,оршамот,ტანსაცმელი
485,Hemd::N,панар,ხალათი
486,Hemd::N,панар,პერანგი
487,Kragen::N,сиве,საყელო
488,Ärmel::N,ожа,სახელო
489,Hose::N,понкст,შარვალი
490,Gürtel::N,каркс,ქამარი
491,Mütze::N,чапка,ქუდი
492,Schuh::N,туфля,ფეხსაცმელი
493,Stiefel::N,кем,ჩექმა
494,Ring::N,суркс,ბეჭედი
495,Band::N,лента,ბაფთი
496,Kamm::N,сурсеме,სავარცხელი
497,Spiegel::N,чавачамо,სარკე
498,Riemen::N,кшнань каркс,ღვედი
499,Schnur::N,пикс,ლარი
500,Leine::N,ведьме,ჯაჭვი
501,Decke::N,вельтямо,საბანი
502,Kissen::N,тодов,ბალიში
503,Tuch::N,паця,მაუდი
504,Tuch::N,паця,თავშალი
505,Handtuch::N,нардамо,ხელსახოცი
506,Kraft::N,вий,ძალა
507,Stärke::N,виевчи,ღონე
508,Gesundheit::N,шумбрачи,ჯანმრთელობა
509,Krankheit::N,орма,სენი
510,Krankheit::N,орма,ავადმყოფობა
511,Krankheit::N,сэредема,სენი
512,Krankheit::N,сэредема,ავადმყოფობა
513,Schmerz::N,сэредькс,ტკივილი
514,Wunde::N,керявкс,იარი
515,Wunde::N,керявкс,ჭრილობა
516,Fieber::N,маштыкс,ციება
517,Arznei::N,ормаменькс,წამალი
518,Brücke::N,сэдь,ხიდი
519,Brücke::N,мадамо,ხიდი
520,Brunnen::N,лисьма,ჭა
521,Weide::N,ракшань ванома тарка,საძოვარი
522,Pfad::N,ян,ბილიკი
523,Weg::N,ки,გზა
524,Straße::N,ки,შარაგზა
525,Dorf::N,веле,დაბა
526,Dorf::N,веле,სოფელი
527,Stadt::N,ош,ქალაქი
528,Brief::N,сёрма,წერილი
529,Buch::N,книга,წიგნი
530,Buchstabe::N,буква,ასო
531,Zeitung::N,газета,გაზეთი
532,Leben::N,эрямо,სიცოცხლე
533,Tod::N,кулома,სიკვდილი
534,Grab::N,калмо,სამარე
535,Grab::N,калмо,საფლავი
536,Kirche::N,церькова,ეკლესია
537,Sünde::N,чумочи,ცოდვა
538,Gott::N,паз,ღმერთი
539,Arbeiter::N,робочей,მუშა
540,Chef::N,прявт,გამგე
541,Meister::N,кол тевень тенця,ოსტატი
542,Arzt::N,врач,ექიმი
543,Arzt::N,врач,მკურნალი
544,Lehrer::N,учитель,მასწავლებელი
545,Lehrer::N,тонавтыця,მასწავლებელი
546,Geld::N,ярмак,ფული
547,Geschäft::N,ладязь тев,საქმე
548,Geschäft::N,ладязь тев,ბიზნესი
549,Laden::N,лавка,დუქანი
550,Laden::N,лавка,მაღაზია
551,Preis::N,питне,ფასი
552,Ware::N,миевкс,საქონელი
553,Ware::N,рамавкс,საქონელი
554,Nutzen::N,паро,ხეირი
555,Nutzen::N,лезэ,ხეირი
556,Reichtum::N,сюпавчи,სიმდიდრე
557,Welt::N,мир,მსოფლიო
558,Welt::N,мастор ланго,მსოფლიო
559,Land::N,мастор,მხარე
560,Land::N,мастор,ქვეყანა
561,Staat::N,государства,სახელმწიფო
562,König::N,король,მეფე
563,Macht::N,азорксчи,ძლიერება
564,Grenze::N,буен тешкс,ზღვარი
565,Krieg::N,война,ომი
566,Feind::N,душман,მტერი
567,Gewalt::N,нарьгамо,სისასტიკე
568,Kampf::N,тюрема,ბრძოლა
569,Bogen[Waffe]::N,нал,მშვილდი
570,Pfeil::N,нал,ისარი
571,Pfeil::N,нал,მახვილი
572,Gewehr::N,ружия,თოფი
573,Gewehr::N,ружия,შაშხანა
574,Gewehr::N,винтовка,თოფი
575,Gewehr::N,винтовка,შაშხანა
576,Fehler::N,ильведькс,შეცდომა
577,Fehler::N,ильведевкс,შეცდომა
578,Lüge::N,манчема,სიცრუე
579,Lüge::N,кенгелема,სიცრუე
580,Schaden::N,зыян,ვნება
581,Unglück::N,зыян,ხიფათი
582,Unglück::N,зыян,უბედურება
583,Schuld::N,чумочи,ბრალი
584,Alter::N,шка,ასაკი
585,Schluss::N,пе,ბოლო
586,Schluss::N,пе,დასასრული
587,Zeit::N,шка,დრო
588,Zeit::N,пинге,დრო
589,Tag::N,чи,დღე
590,Morgen::N,валске,დილა
591,Mittag::N,чикуншка,შუადღე
592,Abend::N,чокшнэ,საღამო
593,Nacht::N,ве,ღამე
594,Woche::N,недля,კვირა
595,Monat::N,ков,თვე
596,Jahr::N,ие,წელი
597,Frühling::N,тундо,გაზაფხული
598,Sommer::N,кизэ,ზაფხული
599,Herbst::N,сёксь,შემოდგომა
600,Winter::N,теле,ზამთარი
601,Januar::N,якшамков,იანვარი
602,Februar::N,февраль,თებერვალი
603,März::N,март,მარტი
604,April::N,апрель,აპრილი
605,Mai::N,май,მაისი
606,Juni::N,июнь,ივნისი
607,Juli::N,июль,ივლისი
608,August::N,август,აგვისტო
609,September::N,сентября,სექტემბერი
610,Oktober::N,октября,ოქტომბერი
611,November::N,ноября,ნოემბერი
612,Dezember::N,декабря,დეკემბერი
613,Montag::N,пондельник,ორშაბათი
614,Dienstag::N,овторник,სამშაბათი
615,Mittwoch::N,серёда,ოთხშაბათი
616,Donnerstag::N,цетьверьг,ხუთშაბათი
617,Freitag::N,пеця,პარასკევი
618,Samstag::N,субута,შაბათი
619,Samstag::N,шлямочи,შაბათი
620,Sonntag::N,недлячи,კვირა
621,groß::A,ине,დიდი
622,groß::A,покш,დიდი
623,klein::A,вишка,მცირე
624,klein::A,вишка,პატარა
625,lang::A,кувака,გრძელი
626,kurz::A,нурькине,მოკლე
627,breit::A,келей,ფართო
628,breit::A,келей,განიერი
629,schmal::A,теине,ვიწრო
630,schmal::A,теине,წვრილი
631,dicht::A,тусто,მჭიდრო
632,dick[Gegenstand]::A,эчке,სქელი
633,dünn::A,човине,წვრილი
634,fein::A,човине,თხელი
635,fest::A,кеме,მყარი
636,flach::A,лапужа,ბრტყელი
637,glatt::A,валаня,გლუ
638,hart::A,калгодо,მაგარი
639,weich::A,чевте,რბილი
640,rund::A,кеверь,მრგვალი
641,spitz::A,пшти,წვეტიანი
642,scharf::A,пшти,მჭრელი
643,stumpf::A,ношка,ბლაგვი
644,schwer::A,стака,მძიმე
645,schön::A,мазый,ლამაზი
646,heiß::A,пси,ცხელი
647,warm::A,лембе,თბილი
648,kalt::A,якшамо,ცივი
649,kühl::A,экше,გრილი
650,frisch::A,свежа,სუფთა
651,feucht::A,летьке,ნოტიო
652,nass::A,начко,სველი
653,trocken::A,коське,მშრალი
654,voll::A,пешксе,სავსე
655,leer::A,чаво,ცარიელი
656,offen::A,панжадо,ღია
657,offen::A,панжадо,გაშლილი
658,offen::A,виде,ღია
659,offen::A,виде,გაშლილი
660,geschlossen::A,пекстазь,დახურული
661,geschlossen::A,сёлгозь,დახურული
662,sauber::A,ванькс,სუფთა
663,sauber::A,ванькс,წმინდა
664,schmutzig::A,ливезев,ტალახიანი
665,roh::A,верек,უმი
666,reif::A,кенерезь,მწიფე
667,lecker::A,тантей,გემრიელი
668,süß::A,ламбамо,ტკბილი
669,bitter::A,сэпей,მწარე
670,sauer::A,чапамо,მჟავე
671,hell::A,валдо,ნათელი
672,dunkel::A,чопода,ბნელი
673,schwarz::A,раужо,შავი
674,weiß::A,ашо,თეთრი
675,rot::A,якстере,წითელი
676,gelb::A,ожо,ყვითელი
677,blau::A,сэнь,ლურჯი
678,blau::A,сэнь,ცისფერი
679,grün::A,пиже,მწვანე
680,grau::A,шержев,რუხი
681,grau::A,шержев,ნაცრისფერი
682,bunt::A,сёрмав,ჭრელი
683,bunt::A,сёрмав,ფერადი
684,billig::A,аволь питней,იაფი
685,teuer::A,питней,ძვირი
686,wertvoll::A,питней,ღირსიანი
687,blind::A,сокор,ბრმა
688,taub::A,амариця,ყრუ
689,kräftig::A,пек виев,ძალავანი
690,stark::A,виев,ძლიერი
691,stark::A,виев,ღონიერი
692,schwach::A,лавшо,სუსტი
693,fett::A,куя,სქელი
694,schlank::A,виде ронга,გამხდარი
695,hübsch::A,мазый,ეშხიანი
696,hübsch::A,мазый,მშვენიერი
697,böse::A,кежей,ავი
698,böse::A,кежей,ბოროტი
699,dumm::A,чавола,ბოთე
700,dumm::A,чавола,სულელი
701,dumm::A,превтеме,ბოთე
702,dumm::A,превтеме,სულელი
703,faul::A,нузякс,ზანტი
704,faul::A,нузякс,ზარმაცი
705,fleißig::A,мелень путыця,ბეჯითი
706,fleißig::A,мелень путыця,მუყაითი
707,geizig::A,скупой,ძუნწი
708,klug::A,превей,ჭკვიანი
709,geschickt::A,маштозь теезь,მარჯვე
710,geschickt::A,маштозь теезь,გაწაფული
711,lieb::A,вадря,სატრფიალო
712,lustig::A,весёла,მხიარული
713,sanft::A,сэтьме,ალერსიანი
714,sanft::A,сэтьме,გრძნობიერი
715,hungrig::A,вачо,მშიერი
716,krank::A,сэредиця,სნეული
717,krank::A,сэредиця,ავადმყოფი
718,nackt::A,штапо,ტიტველი
719,traurig::A,нусманя,მწუხარე
720,traurig::A,нусманя,სევდიანი
721,lebendig::A,эриця,ცოცხალი
722,gut::A,паро,კარგი
723,schlecht::A,берянь,უხეირო
724,richtig::A,виде,ნამდვილი
725,schlimm::A,берянь,ცუდი
726,wahr::A,алкуксонь,სწორი
727,wahr::A,алкуксонь,ჭეშმარიტი
728,alt::A,ташто,ძველი
729,neu::A,од,ახალი
