,Concept_ID,hr,ta
391,Stuhl::N,stolica,நாற்காலி
392,Wiege::N,kolijevka,தொட்டில்
393,Bett::N,krevet,படுக்கை
394,Bett::N,postelja,படுக்கை
395,Regal::N,polica,அலமாரி
396,Kiste::N,sanduk,பெட்டி
397,Fenster::N,prozor,சாளரம்
398,Tür::N,vrata,கதவு
399,Tor::N,vrata,வாசற்கதவு
400,Tor::N,kapija,வாசற்கதவு
401,Zaun::N,plot,வேலி
402,Zaun::N,ograda,வேலி
403,Dach::N,krov,கூரை
404,Leiter::N,ljestve,ஏணி
405,Leiter::N,ljestvice,ஏணி
406,Besen::N,metla,விளக்குமாறு
407,Spaten::N,ašov,மண்வெட்டி
408,Schaufel::N,lopata,அடிதண்டா
409,Gabel::N,viljuška,முட்கரண்டி
410,Löffel::N,žlica,கரண்டி
411,Messer::N,nož,கத்தி
412,Nagel::N,čavao,ஆணி
413,Netz::N,mreža,வலை
414,Haken::N,kuka,கொக்கி
415,Griff::N,držak,கைப்பிடி
416,Griff::N,ručica,கைப்பிடி
417,Schloss::N,brava,பூட்டு
418,Bild::N,slika,படம்
419,Figur::N,figura,எண்ணிக்கை
420,Puppe::N,lutka,பொம்மை
421,Beutel::N,kesa,பை
422,Bündel::N,snop,பொதி
423,Bündel::N,svežanj,பொதி
424,Tasche::N,torba,பை
425,Tasche::N,taška,பை
426,Eimer::N,kabao,வாளி
427,Deckel::N,poklopac,உறை
428,Geschirr::N,suđe,பாத்திரம்
429,Geschirr::N,posuđe,பாத்திரம்
430,Sack::N,džak,பை
431,Sack::N,vreća,பை
432,Tasse::N,šalica,கிண்ணம்
433,Topf::N,lonac,பானை
434,Kessel::N,kazan,கெண்டி
435,Essen::N,obrok,உணவருந்துதல்
436,Nahrung::N,hrana,உணவு
437,Speise::N,jelo,உணவு வகை
438,Fleisch::N,meso,இறைச்சி
439,Getreide::N,žito,மக்காச்சோளம்
440,Getreide::N,žitarice,மக்காச்சோளம்
441,Brei::N,kaša,கஞ்சி
442,Brot::N,kruh,ரொட்டி
443,Scheibe::N,kriška,துண்டு
444,Fett::N,mast,கொழுப்பு
445,Fett::N,salo,கொழுப்பு
446,Butter::N,buter,வெண்ணெய்
447,Butter::N,maslac,வெண்ணெய்
448,Öl::N,ulje,எண்ணெய்
449,Salz::N,sol,உப்பு
450,Suppe::N,supa,ரசம்
451,Honig::N,med,தேன்
452,Milch::N,mlijeko,பால்
453,Tee::N,čaj,தெனீர்
454,Leder::N,koža,பதம் செய்யப்பட்ட தோல்
455,Wolle::N,vuna,கம்பளி
456,Stoff::N,štof,துணி
457,Stoff::N,tkanina,துணி
458,Nadel::N,igla,ஊசி
459,Faden::N,nit,நூல்
460,Faden::N,konac,நூல்
461,Knopf::N,dugme,பொத்தான்
462,Knoten::N,čvor,முடிச்சு
463,Knoten::N,uzao,முடிச்சு
464,Farbe::N,farba,வண்ணக் குழம்பு
465,Kleidung::N,odjeća,ஆடைகள்
466,Hemd::N,košulja,சட்டை
467,Kragen::N,ovratnik,கழுத்துப் பட்டை
468,Ärmel::N,rukav,சட்டைக்கை
469,Hose::N,hlače,கால்சட்டை
470,Gürtel::N,pas,பெல்ட்
471,Gürtel::N,pojas,பெல்ட்
472,Mütze::N,kapa,தொப்பி
473,Schuh::N,cipela,காலணி
474,Stiefel::N,čizma,காலணி
475,Ring::N,prsten,மோதிரம்
476,Band::N,vrpca,நாடா
477,Kamm::N,češalj,கீப்பு
478,Spiegel::N,zrcalo,ஆடி
479,Spiegel::N,zrcalo,கண்ணாடி
480,Spiegel::N,ogledalo,ஆடி
481,Spiegel::N,ogledalo,கண்ணாடி
482,Riemen::N,kaiš,வார்
483,Riemen::N,remen,வார்
484,Schnur::N,vrpca,கயிறு
485,Leine::N,uzica,தோல்வார்
486,Decke::N,ćebe,போர்வை
487,Decke::N,pokrivač,போர்வை
488,Kissen::N,jastuk,தலையணை
489,Tuch::N,rubac,துணி
490,Tuch::N,marama,துணி
491,Handtuch::N,ručnik,தண்டு
492,Kraft::N,snaga,நிர்பந்தம்
493,Stärke::N,jakost,பலம்
494,Gesundheit::N,zdravlje,ஆரோக்கியம்
495,Krankheit::N,bolest,நோய்
496,Schmerz::N,bol,வலி
497,Wunde::N,rana,காயம்
498,Fieber::N,groznica,காய்ச்சல்
499,Arznei::N,lijek,மருந்து
500,Brücke::N,most,பாலம்
501,Brücke::N,ćuprija,பாலம்
502,Brunnen::N,bunar,கேணி
503,Brunnen::N,zdenac,கேணி
504,Weide::N,paša,மேய்ச்சல் நிலம்
505,Weide::N,pašnjak,மேய்ச்சல் நிலம்
506,Pfad::N,staza,நடை வழி
507,Weg::N,put,வழி
508,Straße::N,drum,சாலை
509,Straße::N,cesta,சாலை
510,Dorf::N,selo,கிராமம்
511,Stadt::N,grad,நகரம்
512,Stadt::N,varoš,நகரம்
513,Brief::N,list,கடிதம்
514,Brief::N,pismo,கடிதம்
515,Buch::N,knjiga,புத்தகம்
516,Buchstabe::N,slovo,எழத்து
517,Zeitung::N,novine,செய்தித்தாள்
518,Leben::N,život,வாழ்க்கை
519,Tod::N,smrt,மரணம்
520,Grab::N,raka,சமாதி
521,Kirche::N,crkva,தேவாலயம்
522,Sünde::N,grijeh,பாவம்
523,Gott::N,bog,கடவுள்
524,Arbeiter::N,radnik,தொழிலாளி
525,Chef::N,šef,மேலாளர்
526,Meister::N,majstor,தலைவன்
527,Arzt::N,liječnik,மருத்துவர்
528,Lehrer::N,učitelj,ஆசிரியர்
529,Geld::N,novac,பணம்
530,Geschäft::N,posao,வாணிபம்
531,Geschäft::N,trgovina,வாணிபம்
532,Laden::N,dućan,கடை
533,Preis::N,cijena,விலை
534,Ware::N,roba,சாமன்கள்
535,Nutzen::N,korist,இலாபம்
536,Reichtum::N,bogatstvo,சொத்து
537,Welt::N,svijet,உலகம்
538,Land::N,zemlja,நாடு
539,Staat::N,država,நாடு
540,König::N,kralj,அரசன்
541,Macht::N,moć,அதிகாரம்
542,Macht::N,vlast,அதிகாரம்
543,Grenze::N,granica,எல்லை
544,Krieg::N,rat,போர்
545,Feind::N,neprijatelj,எதிரி
546,Gewalt::N,sila,வன்முறை
547,Gewalt::N,nasilje,வன்முறை
548,Kampf::N,boj,போராட்டம்
549,Kampf::N,borba,போராட்டம்
550,Bogen[Waffe]::N,luk,வில்
551,Pfeil::N,strijela,அம்பு
552,Gewehr::N,puška,துப்பாக்கி
553,Fehler::N,pogreška,தவறு
554,Fehler::N,griješka,தவறு
555,Lüge::N,laž,பொய்
556,Schaden::N,šteta,சேதாரம்
557,Unglück::N,nesreća,இடையூறு
558,Schuld::N,krivnja,குற்றம்
559,Alter::N,dob,வயது
560,Schluss::N,kraj,முடிவு
561,Schluss::N,konac,முடிவு
562,Zeit::N,doba,காலம்
563,Zeit::N,vrijeme,காலம்
564,Tag::N,dan,நாள்
565,Morgen::N,jutro,காலை நேரம்
566,Mittag::N,podne,மதியம்
567,Abend::N,veče,மாலைப் பொழுது
568,Abend::N,večer,மாலைப் பொழுது
569,Nacht::N,noć,இரவு
570,Woche::N,sedmica,வாரம்
571,Monat::N,mjesec,மாதம்
572,Jahr::N,godina,வருடம்
573,Frühling::N,proljeće,வசந்தம்
574,Sommer::N,ljeto,கோடை
575,Herbst::N,jesen,இலையுதிர் காலம்
576,Winter::N,zima,குளிர்காலம்
577,Januar::N,januar,ஜனவரி
578,Januar::N,siječanj,ஜனவரி
579,Februar::N,veljača,பிபரவரி மாதம்
580,Februar::N,februar,பிபரவரி மாதம்
581,März::N,mart,மார்ச் மாதம்
582,März::N,ožujak,மார்ச் மாதம்
583,April::N,april,ஏப்ரல் மாதம்
584,April::N,travanj,ஏப்ரல் மாதம்
585,Mai::N,maj,மே மாதம்
586,Mai::N,svibanj,மே மாதம்
587,Juni::N,juni,ஜூன் மாதம்
588,Juni::N,lipanj,ஜூன் மாதம்
589,Juli::N,juli,ஜூலை மாதம்
590,Juli::N,srpanj,ஜூலை மாதம்
591,August::N,august,ஆகஸ்ட் மாதம்
592,August::N,kolovoz,ஆகஸ்ட் மாதம்
593,September::N,rujan,செப்டம்பர் மாதம்
594,September::N,septembar,செப்டம்பர் மாதம்
595,Oktober::N,oktobar,அக்டோபர் மாதம்
596,Oktober::N,listopad,அக்டோபர் மாதம்
597,November::N,studeni,நவம்பர் மாதம்
598,November::N,novembar,நவம்பர் மாதம்
599,Dezember::N,prosinac,டிசம்பர்
600,Montag::N,ponedjeljak,திங்கட் கிழமை
601,Montag::N,ponedjeljnik,திங்கட் கிழமை
602,Dienstag::N,utorak,செவ்வாய்க்கிழமை
603,Dienstag::N,utornik,செவ்வாய்க்கிழமை
604,Mittwoch::N,srijeda,புதன் கிழமை
605,Donnerstag::N,četvrtak,வியாழக் கிழமை
606,Freitag::N,petak,வெள்ளிக்கிழமை
607,Samstag::N,subota,சனிக்கிழமை
608,Sonntag::N,nedjelja,ஞாயிறுக் கிழமை
609,groß::A,velik,பெரிய
610,klein::A,mali,சிறிய
611,klein::A,malen,சிறிய
612,lang::A,dug,நீண்ட
613,lang::A,dugačak,நீண்ட
614,kurz::A,kratak,குட்டையான
615,breit::A,širok,அகலமான
616,schmal::A,uski,குறுகலான
617,schmal::A,uzak,குறுகலான
618,dicht::A,gust,அடர்த்தியான
619,dick[Gegenstand]::A,debeo,தடித்த
620,dünn::A,tanak,சன்னமான
621,fein::A,fin,மெல்லிய
622,fein::A,tanak,மெல்லிய
623,fest::A,čvrst,உறுதியாள
624,flach::A,ravan,தட்டையான
625,flach::A,plosnat,தட்டையான
626,glatt::A,gladak,வழுவழுப்பான
627,hart::A,tvrd,கடினமான
628,weich::A,mek,மென்மையான
629,weich::A,mekan,மென்மையான
630,rund::A,okrugao,உருண்டையான
631,spitz::A,oštar,திகந்தமாக
632,spitz::A,šiljast,திகந்தமாக
633,scharf::A,oštar,கூரான
634,scharf::A,bridak,கூரான
635,stumpf::A,tup,உளம் திறந்த
636,schwer::A,težak,கனமான
637,schön::A,krasan,அழகான
638,heiß::A,vruć,சூடான
639,warm::A,topao,இதமான
640,kalt::A,hladan,குளிர்ச்சியான
641,kühl::A,hladan,குளிர்ச்சியான
642,frisch::A,svjež,சுத்தமான
643,feucht::A,vlažan,ஈரமான
644,nass::A,mokar,ஈரமான
645,trocken::A,suh,உலர்ந்த
646,voll::A,pun,நிரம்பிய
647,leer::A,prazan,காலியான
648,offen::A,otvoren,திறந்த
649,geschlossen::A,zatvoren,மூடப்பட்ட
650,sauber::A,čist,சுத்தமான
651,schmutzig::A,nečist,அழக்கான
652,schmutzig::A,blatan,அழக்கான
653,roh::A,sirov,கச்சா
654,reif::A,zreo,பழுத்த
655,lecker::A,tečan,சுவைமிக்க
656,lecker::A,ukusan,சுவைமிக்க
657,süß::A,sladak,இனிப்பான
658,bitter::A,gorak,கசப்பான
659,sauer::A,kiseo,புளிப்பாக
660,hell::A,vedar,பளபளப்பான
661,hell::A,svijetao,பளபளப்பான
662,dunkel::A,taman,கருமையான
663,schwarz::A,crn,கருப்பு வண்ண
664,weiß::A,bio,வெண்மையன
665,weiß::A,bijel,வெண்மையன
666,rot::A,crven,சிவப்பு
667,gelb::A,žut,மஞ்சள் வண்ணம்
668,blau::A,plav,நீல வண்ண
669,blau::A,modar,நீல வண்ண
670,grün::A,zelen,பச்சை வண்ண
671,grau::A,siv,சாம்பல் நிற
672,bunt::A,šaren,வண்ண மயமான
673,billig::A,jeftin,மலிவான
674,teuer::A,skup,விலை அதிகமான
675,wertvoll::A,vrijedan,மதிப்புள்ள
676,wertvoll::A,dragocjen,மதிப்புள்ள
677,blind::A,slijep,பார்வையற்ற
678,taub::A,gluh,செவிடான
679,kräftig::A,snažan,வலிமையான
680,stark::A,jak,பலமான
681,stark::A,snažan,பலமான
682,schwach::A,slab,பலவீனமான
683,fett::A,pretio,பருமனாக
684,schlank::A,vitak,ஒல்லியான
685,hübsch::A,zgodan,அழகிய
686,böse::A,zao,கேடு விளைவிக்கும்
687,böse::A,opak,கேடு விளைவிக்கும்
688,dumm::A,glup,முட்டாள்தனமான
689,faul::A,lijen,சோம்பலான
690,fleißig::A,radin,ஊக்கந்தளராத
691,fleißig::A,marljiv,ஊக்கந்தளராத
692,geizig::A,škrt,கஞேசத்தனமான
693,klug::A,razborit,சாதுரியமான
694,geschickt::A,vješt,திறமையள்ள
695,lieb::A,drag,அன்புக்குரிய
696,lustig::A,veseo,களிப்புமிக்க
697,sanft::A,blag,சாதுவான
698,hungrig::A,gladan,பசியுடன்
