,Concept_ID,av,cy
105,Wiese::N,гӏурдаллъи,dôl
106,Wald::N,рохь,coedwig
107,Hügel::N,гохӏ,bryn
108,Anhöhe::N,сийитма,bryn
109,Berg::N,мегӏер,mynydd
110,Gipfel::N,тӏогь,copa
111,Höhle::N,нохъо,ogof
112,Abhang::N,лабаллъи,llethr
113,Quelle::N,ицц,tarddiad
114,Quelle::N,ицц,ffynhonnell
115,Bach::N,лъар,nant
116,Bach::N,лъар,afonig
117,Bach::N,лъар,cornant
118,Fluss::N,гӏор,afon
119,Ufer::N,рагӏал,glan
120,Küste::N,рагӏал,traeth
121,Küste::N,рагӏал,arfordir
122,Festland::N,ракь,tir
123,Festland::N,ракъдаллъи,tir
124,Meer::N,ралъад,môr
125,Bucht::N,кӏветӏ,bae
126,Insel::N,чӏинкӏиллъи,ynys
127,Blume::N,тӏегь,blodyn
128,Gras::N,хер,glaswellt
129,Wurzel::N,кьибил,gwreiddyn
130,Baum::N,гъветӏ,coeden
131,Stamm::N,рохти,colfen
132,Stamm::N,рохти,boncyff
133,Rinde::N,макъар,rhisgl
134,Ast::N,ноцӏ,cangen
135,Zweig::N,гӏаркьел,cainc
136,Zweig::N,гӏаркьел,cangen
137,Blatt::N,тӏамах,deilen
138,Birke::N,мах,bedwen
139,Birke::N,махигъветӏ,bedwen
140,Kiefer[Baum]::N,накӏкӏигъветӏ,pinwydden
141,Weide[Baum]::N,рицӏцӏ,helygen
142,Weide[Baum]::N,рицӏцӏигъветӏ,helygen
143,Tanne::N,ёлка,ffynidwydden
144,Horn::N,лълъар,corn
145,Feder::N,хӏули,plufyn
146,Fell::N,тӏом,ffwr
147,Fell::N,цӏоко,ffwr
148,Flügel::N,кваркьи,adain
149,Klaue::N,галъ,crafanc
150,Kralle::N,квачӏ,ewin
151,Kralle::N,катиквачӏ,ewin
152,Schwanz::N,рачӏ,cwt
153,Schwanz::N,рачӏ,cynffon
154,Ei::N,хоно,wy
155,Nest::N,бусен,nyth
156,Bau::N,каратӏ,ffau
157,Tier::N,хӏайван,anifail
158,Herde::N,рехъен,praidd
159,Herde::N,рехъен,diadell
160,Herde::N,рехъед,praidd
161,Herde::N,рехъед,diadell
162,Kuh::N,гӏака,buwch
163,Bulle::N,оц,tarw
164,Pferd::N,чу,ceffyl
165,Schaf::N,чахъу,dafad
166,Schwein::N,болъон,mochyn
167,Hund::N,гьой,ci
168,Katze::N,кету,cath
169,Bär::N,ци,arth
170,Eichhörnchen::N,гвангва,gwiwer
171,Fuchs::N,цер,cadno
172,Hase::N,гӏанкӏ,ysgyfarnog
173,Maus::N,гӏункӏкӏ,llygoden
174,Wolf::N,бацӏ,blaidd
175,Vogel::N,хӏинчӏ,aderyn
176,Schwarm::N,тӏел,haid
177,Huhn::N,гӏанкӏу,cyw
178,Hahn::N,хӏелеко,ceiliog
179,Gans::N,хъаз,gŵydd
180,Adler::N,цӏум,eryr
181,Ente::N,ордек,hwyad
182,Eule::N,беццаруз,tylluan
183,Kranich::N,къункъра,garan
184,Kranich::N,къункъра,crychydd
185,Krähe::N,гъеду,brân
186,Kuckuck::N,гагу,cog
187,Kuckuck::N,гагу,cwcw
188,Schwan::N,хӏанкъва,alarch
189,Fisch::N,ччугӏа,pysgod
190,Barsch::N,окунь,draenog
191,Hecht::N,щука,penhwyad
192,Schlange[Tier]::N,борохь,neidr
193,Wurm::N,хӏапара,abwydyn
194,Wurm::N,хӏапара,pryf genwair
195,Spinne::N,хъанхъра,cor
196,Spinne::N,хъанхъра,pryf copyn
197,Ameise::N,цӏунцӏра,morgrugyn
198,Laus::N,нацӏ,lleuen
199,Mücke::N,кӏкӏара,gwybedyn
200,Fliege::N,тӏутӏ,cleren
201,Schmetterling::N,кӏалкӏучӏ,glöyn byw
202,Schmetterling::N,кӏалкӏучӏ,iâr fach yr haf
203,Apfel::N,гӏеч,afal
204,Pilz::N,гӏурдахӏан,madarch
205,Zwiebel::N,кӏочӏопер,nionyn
206,Zwiebel::N,кӏочӏопер,winwnsyn
207,Saat::N,хьон,had
208,Korn::N,мугь,grawn
209,Heu::N,хер,gwair
210,Schale::N,хъал,croen
211,Schale::N,хъал,plisgyn
212,Grube::N,гвенд,pwll
213,Grube::N,гвенд,pydew
214,Falle::N,къор,magl
215,Falle::N,къотен,magl
216,Schlinge::N,кӏичӏ,cwlwm rhedeg
217,Spur::N,лъалкӏ,ôl
218,Asche::N,рахъу,lludw
219,Dreck::N,гъиз,baw
220,Dreck::N,гъиз,budreddi
221,Dreck::N,хӏарщ,baw
222,Dreck::N,хӏарщ,budreddi
223,Eisen::N,махх,haearn
224,Gold::N,месед,aur
225,Silber::N,гӏарац,arian
226,Kohle::N,тӏурччи,glo
227,Glas::N,цӏер,gwydr
228,Lehm::N,хӏатӏ,clai
229,Sand::N,сали,tywod
230,Mensch::N,чи,dyn
231,Mann::N,бихьинчи,dyn
232,Frau::N,гӏадан,merch
233,Frau::N,гӏадан,gwraig
234,Kind::N,лъимер,plentyn
235,Junge::N,вас,hogyn
236,Junge::N,вас,bachgen
237,Mädchen::N,яс,merch
238,Mädchen::N,яс,geneth
239,Familie::N,хъизан,teulu
240,Familie::N,хъизан,tylwyth
241,Großvater::N,кӏудада,taid
242,Großvater::N,кӏудада,tad-cu
243,Großmutter::N,кӏодо,nain
244,Großmutter::N,кӏодо,mam-gu
245,Eltern::N,эбел-эмен,rhieni
246,Vater::N,эмен,tad
247,Mutter::N,эбел,mam
248,Sohn::N,вас,mab
249,Tochter::N,яс,merch
250,Bruder::N,вац,brawd
251,Schwester::N,яц,chwaer
252,Onkel::N,даци,ewythr
253,Tante::N,ада,modryb
254,Ehemann::N,рос,gŵr
255,Ehefrau::N,чӏужу,gwraig
256,Freude::N,ракӏбохи,gorfoledd
257,Gelächter::N,релъи,chwerthin
258,Glück::N,талихӏ,hapusrwydd
259,Glück::N,талихӏ-рохел,hapusrwydd
260,Kummer::N,хӏалкъай,galar
261,Wunsch::N,къасд,dymuniad
262,Lust::N,гъира,chwant
263,Geist::N,чӏанкӏ,ysbryd
264,Geist::N,рухӏ-жан,ysbryd
265,Gedanke::N,пикру,meddwl
266,Verstand::N,лумалъи,meddwl
267,Verstand::N,цӏодорлъи,meddwl
268,Sinn::N,магӏна,ystyr
269,Grund::N,багьана,achos
270,Grund::N,багьана,rheswm
271,Wahrheit::N,ритӏухълъи,gwir
272,Wahrheit::N,ритӏухълъи,gwirionedd
273,Gespräch::N,накъит,sgwrs
274,Märchen::N,маргьа,chwedl werin
275,Erzählung::N,къиса,stori
276,Nachricht::N,хабар,neges
277,Neuigkeit::N,хабар-гӏазаб,newydd
278,Name::N,цӏар,enw
279,Rätsel::N,бицанкӏо,pos
280,Rede::N,речь,araith
281,Rede::N,калам,araith
282,Sprache::N,мацӏ,iaith
283,Stimme::N,гьаракь,llais
284,Wort::N,рагӏи,gair
285,Zeichen::N,ишара,arwydd
286,Zeichen::N,гӏаламат,arwydd
287,Ruf::N,ахӏи,galwad
288,Lärm::N,хъуй,trwst
289,Lärm::N,хъуди,trwst
290,Laut::N,гьаракь,sain
291,Laut::N,сас,sain
292,Lied::N,кечӏ,cân
293,Ruhe::N,рахӏат,tawelwch
294,Leute::N,гӏадамал,pobl
295,Volk::N,халкъ,pobl
296,Arbeit::N,хӏалтӏи,gwaith
297,Gast::N,гьобол,gwestai
298,Geschenk::N,сайигъат,rhodd
299,Geschenk::N,сайигъат,anrheg
300,Spiel::N,хӏай,chwarae
301,Spiel::N,расанди,chwarae
302,Gesellschaft::N,жамагӏат,cwmni
303,Hilfe::N,кумек,cymorth
304,Freund::N,гьудул,cyfaill
305,Kamerad::N,гьалмагъ,cydymaith
306,Angelegenheit::N,къваригӏел,pwnc
307,Anzahl::N,рикӏкӏен,cyfrif
308,Art::N,жинс,bath
309,Stück::N,кесек,darn
310,Teil::N,пай,rhan
311,Hälfte::N,бащдаб,hanner
312,Kreis::N,гор,cylch
313,Kreuz::N,хъанч,croes
314,Linie::N,мухъ,llinell
315,Strich::N,хӏучч,strôc
316,Strich::N,хӏучч,trawiad
317,Abstand::N,манзил,bwlch
318,Abstand::N,манзил,pellter
319,Entfernung::N,манзил,pellter
320,Gegend::N,рахъ,cylch
321,Platz::N,бакӏ,lle
322,Ort::N,бакӏ,lle
323,Seite::N,рахъ,ochr
324,Mitte::N,бакьулъбакӏ,canol
325,Gegenstand::N,жо,eitem
326,Sache::N,жо,peth
327,Rand::N,мицӏир,cwr
328,Rand::N,мицӏир,ymyl
329,Kante::N,рагӏал,min
330,Kante::N,рагӏал,ymyl
331,Kante::N,рагӏа-ракьан,min
332,Kante::N,рагӏа-ракьан,ymyl
333,Ecke::N,цили,cornel
334,Spitze::N,тӏогь,blaen
335,Ende::N,кӏал,pen
336,Loch::N,каратӏ,twll
337,Muster::N,накъиш,patrwm
338,Größe::N,кӏодо́лъи,maint
339,Größe::N,кӏодо́лъи,maintioli
340,Länge::N,халалъи,hyd
341,Höhe::N,борхалъи,uchder
342,Gewicht::N,бакӏлъи,pwysau
343,Haufen::N,гъуни,pentwr
344,Reihe::N,ирга́,rhes
345,Boot::N,раса,cwch
346,Ruder::N,раххан,rhwyf
347,Schlitten::N,чанагъ,sled
348,Schlitten::N,чанагъ,car llusg
349,Ski::N,лыжаби,sgi
350,Lagerfeuer::N,цӏа,coelcerth
351,Last::N,бакӏлъи,llwyth
352,Gang::N,хьвади,tro
353,Gang::N,хьвада-чӏвади,tro
354,Schritt::N,гали,cam
355,Norden::N,шимал,gogledd
356,Süden::N,юг,de
357,Süden::N,къибла,de
358,Westen::N,гъарб,gorllewin
359,Westen::N,магъриб,gorllewin
360,Osten::N,шаркъ,dwyrain
361,Osten::N,машрикъ,dwyrain
362,Holz::N,цӏул,pren
363,Brett::N,хъарщи,bwrdd
364,Brett::N,хъарщи,astell
365,Platte::N,къоно,llech
366,Stange::N,гӏер,polyn
367,Stock::N,тӏил,ffon
368,Stock::N,тӏил,brigyn
369,Stab::N,гӏер,ffon
370,Rohr::N,турба,pibell
371,Haus::N,ригь,tŷ
372,Haus::N,рукъзал,tŷ
373,Heim::N,рукъ,cartref
374,Ofen::N,печь,stof
375,Fußboden::N,чӏабар,llawr
376,Tisch::N,стол,bwrdd
377,Stuhl::N,бакӏу,cadair
378,Wiege::N,кини,crud
379,Bett::N,кровать,gwely
380,Regal::N,хъарщи,silff
381,Kiste::N,ящик,bocs
382,Kiste::N,ящик,blwch
383,Kiste::N,тӏалагъуд,bocs
384,Kiste::N,тӏалагъуд,blwch
385,Fenster::N,гордо,ffenestr
386,Tür::N,нуцӏа,drws
387,Tor::N,каву,porth
388,Zaun::N,раци,ffens
389,Dach::N,тӏох,to
390,Leiter::N,мали,ysgol
391,Besen::N,жул,ysgub
392,Spaten::N,бел,rhaw
393,Schaufel::N,раххан,rhaw
394,Gabel::N,гӏучӏ,fforc
395,Löffel::N,гъуд,llwy
396,Messer::N,нус,cyllell
397,Nagel::N,магӏ,hoel
398,Netz::N,гьин,gwe
399,Netz::N,гьин,rhwyd
400,Haken::N,гъанцӏа,bach
401,Griff::N,гӏоркь,carn
402,Schloss::N,кӏулал,clo
403,Bild::N,сурат,llun
404,Bild::N,сурат,pictiwr
405,Puppe::N,нани,dol
406,Beutel::N,таргьа,cwd
407,Bündel::N,къай,bwndel
408,Bündel::N,къай,coflaid
409,Tasche::N,сумка,cod
410,Tasche::N,къвачӏа,cod
411,Eimer::N,ведро,bwced
412,Eimer::N,ведро,cunnog
413,Deckel::N,тӏалъел,caead
414,Deckel::N,дадитӏалъел,caead
415,Geschirr::N,цӏарагӏ,llestri
416,Sack::N,хъап,sach
417,Sack::N,къандалъо,sach
418,Tasse::N,чашка,cwpan
419,Topf::N,хьаг,pot
420,Topf::N,хьаг,crochan
421,Kessel::N,хьаг,tegell
422,Kessel::N,гереги,tegell
423,Essen::N,тӏагӏам,pryd o fwyd
424,Nahrung::N,квен,bwyd
425,Speise::N,квен,saig
426,Fleisch::N,гьан,cig
427,Getreide::N,бугӏа-ролъ,ŷd
428,Getreide::N,бугӏа-ролъ,llafur
429,Getreide::N,могьолабл_культураби,ŷd
430,Getreide::N,могьолабл_культураби,llafur
431,Brei::N,карщ,uwd
432,Brot::N,чед,bara
433,Scheibe::N,мочӏу,tafell
434,Fett::N,беэнлъи,saim
435,Fett::N,беэнлъи,braster
436,Butter::N,нах,ymenyn
437,Öl::N,нах,olew
438,Salz::N,цӏам,halen
439,Suppe::N,чурпа,cawl
440,Honig::N,гьоцӏо,mêl
441,Milch::N,рахь,llaeth
442,Milch::N,рахь,llefrith
443,Tee::N,чай,te
444,Leder::N,тӏом,lledr
445,Wolle::N,квас,gwlân
446,Stoff::N,ххам,lliain
447,Stoff::N,ххам,brethyn
448,Nadel::N,рокӏкӏен,nodwydd
449,Faden::N,кун,edau
450,Faden::N,кун,edefyn
451,Knopf::N,маргъал,botwm
452,Knoten::N,гарацӏ,cwlwm
453,Farbe::N,релъен,paent
454,Kleidung::N,ретӏел,dillad
455,Kleidung::N,ретӏел,gwisgoedd
456,Hemd::N,гурде,crys
457,Kragen::N,габур,coler
458,Ärmel::N,къвал,llawes
459,Hose::N,тӏажу,trowsus
460,Gürtel::N,рачел,gwregys
461,Mütze::N,тӏагъур,cap
462,Stiefel::N,этек,botasen
463,Stiefel::N,чакма,botasen
464,Ring::N,баргъич,modrwy
465,Band::N,лента,rhuban
466,Kamm::N,гьоркьо,crib
467,Spiegel::N,матӏу,drych
468,Riemen::N,рижу,strap
469,Decke::N,одея́ло,blanced
470,Decke::N,одея́ло,gwrthban
471,Kissen::N,къандалъо,clustog
472,Kissen::N,къандалъо,gobennydd
473,Tuch::N,квархьи,sgarff
474,Handtuch::N,беркӏалрацӏцӏ,tywel
475,Handtuch::N,беркӏалрацӏцӏ,lliain sychu
476,Kraft::N,гуч,grym
477,Kraft::N,къуват,grym
478,Stärke::N,хӏалкӏвей,nerth
479,Stärke::N,хӏалкӏвей,cryfder
480,Gesundheit::N,сахлъи́,iechyd
481,Krankheit::N,унти,afiechyd
482,Krankheit::N,унти,anhwylder
483,Krankheit::N,щокълъи,afiechyd
484,Krankheit::N,щокълъи,anhwylder
485,Schmerz::N,унти,poen
486,Schmerz::N,унти,gwayw
487,Wunde::N,ругъун,clwyf
488,Fieber::N,цӏа-кан,twymyn
489,Arznei::N,дару,meddyginiaeth
490,Brücke::N,кьо,pont
491,Brunnen::N,гъуй,ffynnon
492,Weide::N,рицӏцӏ,porfa
493,Weide::N,лъичӏирма,porfa
494,Weide::N,гӏурдаллъи,porfa
495,Weide::N,ри́цӏигъветӏ,porfa
496,Weide::N,рицӏцӏигъветӏ,porfa
497,Pfad::N,сухъмахъ,llwybr
498,Weg::N,нух,ffordd
499,Straße::N,нух,heol
500,Straße::N,нух,ffordd
501,Dorf::N,росу,pentref
502,Stadt::N,шагьар,tref
503,Brief::N,кагъат,llythyr
504,Brief::N,рисалат,llythyr
505,Buch::N,тӏехь,llyfr
506,Buchstabe::N,хӏарп,llythyren
507,Zeitung::N,газет,papur newydd
508,Leben::N,яшав,bywyd
509,Tod::N,хвел,marwolaeth
510,Grab::N,хоб,bedd
511,Kirche::N,килиса,eglwys
512,Sünde::N,хӏакъ,pechod
513,Sünde::N,мунагь,pechod
514,Gott::N,бичас,duw
515,Gott::N,аллагь,duw
516,Arbeiter::N,хӏалтӏухъан,gweithiwr
517,Chef::N,хӏаким,pennaeth
518,Chef::N,начальник,pennaeth
519,Meister::N,устар,meistr
520,Meister::N,мастер,meistr
521,Meister::N,махщалилав,meistr
522,Arzt::N,жайрахӏ,meddyg
523,Lehrer::N,мугӏалим,athro
524,Geld::N,гӏарац,pres
525,Geld::N,гӏарац,arian
526,Laden::N,тукен,siop
527,Preis::N,багьа,pris
528,Ware::N,къайи,nwydd
529,Nutzen::N,мунпагӏат,elw
530,Nutzen::N,мунпагӏат,budd
531,Reichtum::N,бечелъи,cyfoeth
532,Welt::N,дуниял,byd
533,Land::N,улка,gwlad
534,Land::N,икълим,gwlad
535,Staat::N,пачалихъ,gwladwriaeth
536,König::N,пача,brenin
537,König::N,малик,brenin
538,König::N,къирал,brenin
539,König::N,падишагь,brenin
540,Macht::N,кверщел,grym
541,Macht::N,кверщел,awdurdod
542,Grenze::N,гӏорхъи,ffin
543,Grenze::N,гӏорхъи,goror
544,Krieg::N,рагъ,rhyfel
545,Feind::N,тушман,gelyn
546,Gewalt::N,зулму,ffyrnigrwydd
547,Kampf::N,къеркьей,brwydr
548,Bogen[Waffe]::N,газаргъо,bwa
549,Pfeil::N,чӏор,saeth
550,Gewehr::N,туманкӏ,dryll
551,Fehler::N,гъалатӏ,gwall
552,Fehler::N,гъалатӏ,camgymeriad
553,Lüge::N,гьереси,celwydd
554,Lüge::N,гьереси,anwiredd
555,Schaden::N,зиян,niwed
556,Schaden::N,зиян,difrod
557,Schaden::N,зарал,niwed
558,Schaden::N,зарал,difrod
559,Unglück::N,балагь,anffawd
560,Schuld::N,гӏайиб,bai
561,Alter::N,гӏумру,oed
562,Schluss::N,ахир,diwedd
563,Zeit::N,заман,amser
564,Tag::N,къо,dydd
565,Tag::N,къо,diwrnod
566,Morgen::N,радалмех,bore
567,Mittag::N,къадемех,nawn
568,Abend::N,релъедамех,noswaith
569,Nacht::N,сордо,nos
570,Woche::N,анкь,wythnos
571,Monat::N,моцӏ,mis
572,Jahr::N,сон,blwyddyn
573,Jahr::N,лъагӏел,blwyddyn
574,Frühling::N,их,gwanwyn
575,Sommer::N,рии,haf
576,Herbst::N,хасалихълъи,hydref
577,Winter::N,кьин,gaeaf
578,Januar::N,январь,Ionawr
579,Februar::N,февра́ль,Chwefror
580,März::N,март,Mawrth
581,April::N,апрель,Ebrill
582,Mai::N,май,Mai
583,Juni::N,июнь,Mehefin
584,Juli::N,июль,Gorffennaf
585,August::N,август,Awst
586,September::N,сентябрь,Medi
587,Oktober::N,октябрь,Hydref
588,November::N,ноябрь,Tachwedd
589,Dezember::N,декабрь,Rhagfyr
590,Montag::N,итни,dydd Llun
591,Dienstag::N,талат,dydd Mawrth
592,Mittwoch::N,арбагӏ,dydd Mercher
593,Donnerstag::N,хамиз,dydd Iau
594,Freitag::N,рузман,dydd Gwener
595,Samstag::N,щамат,dydd Sadwrn
596,Sonntag::N,гьатӏан,dydd Sul
597,groß::A,кӏудияб,mawr
598,klein::A,гьитӏинаб,bach
599,lang::A,халатаб,hir
600,kurz::A,къокъаб,byr
601,kurz::A,къокъаб,cwta
602,breit::A,гӏебаб,llydan
603,schmal::A,къваридаб,cul
604,dicht::A,ризаб,dwys
605,dick[Gegenstand]::A,бицатаб,trwchus
606,dünn::A,тӏеренаб,tenau
607,fein::A,тӏеренаб,main
608,fest::A,къвакӏараб,cadarn
609,flach::A,чӏепараб,gwastad
610,glatt::A,цӏвакараб,llyfn
611,hart::A,кьварараб,caled
612,weich::A,тамахаб,meddal
613,rund::A,гургинаб,crwn
614,spitz::A,бегӏераб,pigfain
615,scharf::A,рекӏараб,miniog
616,stumpf::A,тӏехӏараб,pŵl
617,stumpf::A,рекӏинчӏеб,pŵl
618,schwer::A,бакӏаб,trwm
619,schön::A,берцинаб,teg
620,schön::A,берцинаб,hardd
621,schön::A,берцинаб,prydferth
622,heiß::A,лагьараб,poeth
623,warm::A,хинаб,twym
624,warm::A,хинаб,cynnes
625,kalt::A,квачараб,oer
626,kühl::A,квачараб,oeraidd
627,frisch::A,цӏияб,iach
628,feucht::A,рагьараб,llaith
629,nass::A,би́ччараб,gwlyb
630,trocken::A,бакъвараб,sych
631,leer::A,чӏобогояб,gwag
632,offen::A,рагьараб,agored
633,geschlossen::A,рахараб-къараб,caead
634,geschlossen::A,рахараб-къараб,caeëdig
635,sauber::A,бацӏцӏадаб,glân
636,schmutzig::A,гъизараб,budr
637,schmutzig::A,гъизараб,brwnt
638,roh::A,хамаб,amrwd
639,roh::A,гӏатӏгояб,amrwd
640,reif::A,барщараб,aeddfed
641,lecker::A,тӏагӏамаб,blasus
642,lecker::A,тӏагӏамаб,danteithiol
643,süß::A,гьуинаб,melys
644,bitter::A,кьогӏаб,chwerw
645,sauer::A,цӏекӏаб,sur
646,hell::A,канаб,disglair
647,dunkel::A,бецӏаб,tywyll
648,schwarz::A,чӏегӏераб,du
649,weiß::A,хъахӏаб,gwyn
650,rot::A,багӏараб,coch
651,gelb::A,гӏобилаб,melyn
652,gelb::A,тӏогьилаб,melyn
653,blau::A,хъахӏилаб,glas
654,grün::A,гӏурччинаб,gwyrdd
655,grau::A,накӏкӏуяб,llwyd
656,bunt::A,къвекӏаб,lliwgar
657,bunt::A,чара-гъараб,lliwgar
658,billig::A,учузаб,rhad
659,teuer::A,хири́яб,drud
660,wertvoll::A,къиматаб,gwerthfawr
661,blind::A,беццаб,dall
662,taub::A,гъугъаб,byddar
663,kräftig::A,гучаб,nerthol
664,kräftig::A,гучаб,grymus
665,stark::A,къуватаб,cryf
666,stark::A,къуватаб,cadarn
667,schwach::A,гӏажизаб,gwan
668,fett::A,кьарияб,tew
669,schlank::A,чергесаб,main
670,hübsch::A,гьайбатаб,tlws
671,böse::A,ракӏквешаб,drwg
672,dumm::A,гьагаб,twp
673,dumm::A,гӏантаб,twp
674,faul::A,кӏохӏалаб,diog
675,faul::A,кӏухӏа́лаб,diog
676,fleißig::A,хӏаракатаб,dyfal
677,geizig::A,къарумаб,crintach
678,geizig::A,къарумаб,cybyddlyd
679,klug::A,лумияб,deallus
680,geschickt::A,махщел бугев,medrus
681,geschickt::A,махщел бугев,deheuig
682,lieb::A,гӏазизаб,hoff
683,lieb::A,гӏазизаб,annwyl
684,lustig::A,кепаб,llon
685,sanft::A,хӏалимаб,mwyn
686,sanft::A,хӏере́наб,mwyn
687,hungrig::A,бакъараб,newynog
688,krank::A,щокъаб,sâl
689,krank::A,щокъаб,gwael
690,krank::A,унтараб,sâl
691,krank::A,унтараб,gwael
692,nackt::A,гӏицӏаб,noeth
693,nackt::A,чӏанкӏараб,noeth
694,traurig::A,пашманаб,trist
695,lebendig::A,чӏагояб,yn fyw
696,gut::A,лъикӏаб,da
697,schlecht::A,къадараб,drwg
698,schlecht::A,къадараб,gwael
699,richtig::A,битӏараб,cywir
700,schlimm::A,нажасаб,enbyd
701,schlimm::A,къабихӏаб,enbyd
702,wahr::A,хӏакъаб,gwir
703,wahr::A,битӏараб,gwir
704,alt::A,басрияб,hen
705,neu::A,цӏияб,newydd
706,ehemalig::A,цебе́госеб,blaenorol
707,alt[Lebewesen]::A,хераб,oedrannus
708,jung::A,тӏинчӏаб,ifanc
709,jung::A,гӏолохъанаб,ifanc
710,arm::A,пакъираб,tlawd
711,reich::A,бечедаб,cyfoethog
712,bekannt::A,лъалеб,cynefin
713,bekannt::A,лъалеб,cyfarwydd
714,berühmt::A,машгьураб,enwog
715,fremd::A,чияр,estron
716,verschieden::A,батӏи-батӏияб,gwahanol
717,nah::A,гӏагарда бугеб,agos
718,fern::A,рикӏкӏадаб,pell
719,linker::A,квегӏаб,aswy
720,linker::A,квегӏаб,chwith
721,rechter::A,кваранаб,de
722,rechter::A,кваранаб,deau
723,anderer::A,батӏияб,arall
724,erster::A,тӏоцебесеб,cyntaf
725,zweiter::A,кӏиабилеб,ail
726,dritter::A,лъабабилеб,trydydd
727,letzter::A,ахирисеб,olaf
728,allein::ADV,ялгъузго,unig
729,allein::ADV,ялгъузго,ar ei ben ei hun
730,auf einmal::ADV,цихӏинтӏаго,ar yr un pryd
731,zusammen::ADV,цойида,ynghyd
732,zusammen::ADV,цойида,gyda'i gilydd
733,plötzlich::ADV,цойидасанго,yn sydyn
734,sofort::ADV,гьебсагӏат,ar unwaith
735,jetzt::ADV,гьанже,yn awr
736,heute::ADV,жакъа,heddiw
737,morgen::ADV,метер,yfory
738,bald::ADV,гьабсагӏаталъ,yn fuan
