,Concept_ID,lez,mn
146,Kiefer[Baum]::N,шамагъаж,нарс
147,Weide[Baum]::N,цӏвелин ттар,уд
148,Weide[Baum]::N,цӏвелин ттар,бургас
149,Tanne::N,ель,гачуур
150,Horn::N,карч,эвэр
151,Feder::N,цӏакул,өд
152,Fell::N,хам,арьс
153,Flügel::N,лув,жигүүр
154,Flügel::N,лув,далавч
155,Klaue::N,къармах,савар
156,Klaue::N,къармах,хумс
157,Kralle::N,пац,савар
158,Kralle::N,тапас,савар
159,Schwanz::N,ттум,сүүл
160,Ei::N,кака,өндөг
161,Nest::N,муг,үүр
162,Bau::N,тӏеквен,нүх
163,Bau::N,тӏеквен,элүү
164,Tier::N,гьайван,амьтан
165,Tier::N,гьайван,адгуус
166,Herde::N,суьруь,сүрэг
167,Kuh::N,ккал,үнээ
168,Bulle::N,яц,бух
169,Bulle::N,бугъа,бух
170,Pferd::N,балкӏан,морь
171,Pferd::N,балкӏан,адуу
172,Schaf::N,хеб,хонь
173,Schwein::N,вак,гахай
174,Hund::N,кицӏ,нохой
175,Katze::N,кац,муур
176,Katze::N,кац,мигуй
177,Bär::N,сев,баавгай
178,Eichhörnchen::N,белка,хэрэм
179,Elch::N,лось,хандгай
180,Fuchs::N,сикӏ,үнэг
181,Hase::N,къуьр,туулай
182,Maus::N,кьиф,хулгана
183,Wolf::N,жанавур,чоно
184,Vogel::N,луван ничхир,шувуу
185,Schwarm::N,луж,сүрэг
186,Huhn::N,верч,тахиа
187,Hahn::N,кӏек,эр тахиа
188,Gans::N,къаз,галуу
189,Adler::N,лекь,бүргэд
190,Ente::N,пӏатӏ,нугас
191,Eule::N,тӏиб,ууль
192,Kranich::N,дурна,тогоруу
193,Krähe::N,къаргъа,хэрээ
194,Kuckuck::N,кукупӏ,хөхөө
195,Schwan::N,къугь,хун
196,Fisch::N,гъед,загас
197,Barsch::N,окунь,алгана
198,Hecht::N,щука,цурхай
199,Schlange[Tier]::N,илан,могой
200,Schlange[Tier]::N,гъуьлягъ,могой
201,Wurm::N,квак,өт
202,Wurm::N,квак,хорхой
203,Spinne::N,хуьшрекан,аалз
204,Ameise::N,цегв,шоргоолж
205,Laus::N,нет,бөөс
206,Mücke::N,ветӏ,шумуул
207,Fliege::N,тӏветӏ,ялаа
208,Schmetterling::N,чепелукь,эрвээхэй
209,Beere::N,куьлуь емиш,жимсгэнэ
210,Apfel::N,ич,алим
211,Pilz::N,къарникъуз,мөөг
212,Zwiebel::N,чичӏек,сонгино
213,Saat::N,тумар,тариа
214,Korn::N,твар,үр
215,Korn::N,твар,мөхлөг
216,Heu::N,векь,өвс
217,Heu::N,векьер,өвс
218,Schale::N,пириш,хальс
219,Schale::N,хъуьруьш,хальс
220,Grube::N,фур,алам
221,Grube::N,фур,нүх
222,Falle::N,ракьар,хавх
223,Falle::N,ракьар,занга
224,Schlinge::N,гьалкъа,урхи
225,Spur::N,гел,мөр
226,Asche::N,руьхъ,үнс
227,Dreck::N,чирк,хир
228,Dreck::N,кьуруш,хир
229,Eisen::N,ракь,төмөр
230,Gold::N,алтун,алт
231,Silber::N,гимиш,мөнгө
232,Kohle::N,цӏивин,нүүрс
233,Glas::N,шуьше,шил
234,Lehm::N,ччеб,шавар
235,Sand::N,къум,элс
236,Mensch::N,инсан,хүн
237,Mann::N,итим,эр
238,Mann::N,итим,эрэгтэй
239,Frau::N,паб,эмэгтэй
240,Frau::N,паб,хатагтай
241,Frau::N,дишегьли,эмэгтэй
242,Frau::N,дишегьли,хатагтай
243,Kind::N,аял,хүүхэд
244,Junge::N,гада,хүү
245,Mädchen::N,руш,охин
246,Mädchen::N,руш,бүсгүй
247,Familie::N,хзан,айл
248,Familie::N,килфет,айл
249,Großvater::N,чӏехи буба,өвгөн аав
250,Großmutter::N,чӏехи диде,эмэг эх
251,Großmutter::N,чӏехи диде,эмгээ
252,Eltern::N,диде-буба,эцэг эх
253,Vater::N,буба,аав
254,Vater::N,буба,эцэг
255,Mutter::N,диде,эх
256,Mutter::N,диде,ээж
257,Sohn::N,хва,хүү
258,Tochter::N,руш,охин
259,Bruder::N,стха,ах
260,Bruder::N,стха,дүү
261,Schwester::N,вах,эгч
262,Schwester::N,вах,охин дүү
263,Onkel::N,ими,авга ах
264,Onkel::N,ими,нагац ах
265,Onkel::N,халу,авга ах
266,Onkel::N,халу,нагац ах
267,Tante::N,эме,авга эгч
268,Tante::N,эме,нагац эгч
269,Tante::N,хала,авга эгч
270,Tante::N,хала,нагац эгч
271,Ehemann::N,гъуьл,нөхөр
272,Ehefrau::N,паб,эхнэр
273,Ehefrau::N,паб,гэргий
274,Freude::N,шадвал,баяр
275,Freude::N,шадвал,баясгалан
276,Gelächter::N,хъвер,инээдэм
277,Glück::N,бахт,жаргалан
278,Kummer::N,дерт,гаслан
279,Kummer::N,хажалат,гаслан
280,Wunsch::N,мурад,ерөөл
281,Lust::N,гьевес,дур
282,Lust::N,гьевес,хүсэл
283,Geist::N,руьгь,оюун
284,Gedanke::N,фикир,сэтгэл
285,Verstand::N,акьул,ухаан
286,Sinn::N,мана,утга
287,Grund::N,себеб,учир
288,Wahrheit::N,керчек,үнэн
289,Wahrheit::N,гьакъикъат,үнэн
290,Gespräch::N,ихтилат,яриа
291,Märchen::N,мах,явган үлгэр
292,Erzählung::N,кьиса,тууж
293,Nachricht::N,хабар,мэдээ
294,Neuigkeit::N,цӏийи хабар,сонин
295,Name::N,тӏвар,нэр
296,Rätsel::N,мискӏал,оньсого
297,Rede::N,рахун,хэлсэн үг
298,Sprache::N,чӏал,хэл
299,Stimme::N,ван,дуу
300,Wort::N,гаф,үг
301,Zeichen::N,ишара,тамга
302,Zeichen::N,ишара,тэмдэг
303,Ruf::N,эвер,дуудлага
304,Lärm::N,ван-сес,шуугиан
305,Lärm::N,ван-сес,чимээ
306,Laut::N,ван,анир
307,Laut::N,ван,дуу
308,Laut::N,сес,анир
309,Laut::N,сес,дуу
310,Ton::N,ван-сес,авиа
311,Ton::N,ван-сес,аялгуу
312,Lied::N,мани,дуу
313,Ruhe::N,ласвал,энх
314,Ruhe::N,ласвал,тайван
315,Ruhe::N,фаракъат,энх
316,Ruhe::N,фаракъат,тайван
317,Ruhe::N,асайиш,энх
318,Ruhe::N,асайиш,тайван
319,Leute::N,инсанар,хүмүүс
320,Volk::N,халкь,улс
321,Arbeit::N,кӏвалах,ажил
322,Arbeit::N,кӏвалах,хөдөлмөр
323,Gast::N,мугьман,зочин
324,Gast::N,мугьман,айлчин
325,Geschenk::N,савкьат,бэлэг
326,Spiel::N,къугъун,наадам
327,Spiel::N,къугъун,тоглоом
328,Gesellschaft::N,жемят,хамт байх
329,Gesellschaft::N,общество,хамт байх
330,Hilfe::N,куьмек,тусламж
331,Freund::N,дуст,найз
332,Freund::N,дуст,нөхөр
333,Kamerad::N,яр-дуст,хань
334,Kamerad::N,яр-дуст,нөхөр
335,Angelegenheit::N,кар,хэрэг
336,Anzahl::N,сан,тоо
337,Anzahl::N,кьадар,тоо
338,Art::N,жуьре,төрөл
339,Art::N,жуьре,янз
340,Stück::N,кӏус,хэсэг
341,Teil::N,пай,хувь
342,Teil::N,пай,хэсэг
343,Hälfte::N,зур,хагас
344,Hälfte::N,зур пай,хагас
345,Kreis::N,круг,тойрог
346,Kreis::N,круг,хүрээ
347,Kreis::N,чкаяр,тойрог
348,Kreis::N,чкаяр,хүрээ
349,Kreis::N,элкъвей цӏар,тойрог
350,Kreis::N,элкъвей цӏар,хүрээ
351,Kreuz::N,хаш,загалмай
352,Linie::N,цӏар,шугам
353,Strich::N,цӏар,зураас
354,Abstand::N,ара,зай
355,Entfernung::N,мензил,зай
356,Entfernung::N,мензил,хол ойр
357,Gegend::N,чка,хавь
358,Gegend::N,чка,газар
359,Platz::N,ара,зай
360,Platz::N,ара,завсар
361,Ort::N,чка,газар
362,Ort::N,чка,байр
363,Seite::N,пад,тал
364,Seite::N,пад,этгээд
365,Mitte::N,юкь,төв
366,Mitte::N,юкь,дунд
367,Gegenstand::N,затӏ,юм
368,Sache::N,шей,үйл
369,Sache::N,шей,хэрэг
370,Sache::N,затӏ,үйл
371,Sache::N,затӏ,хэрэг
372,Rand::N,къерех,зах
373,Rand::N,къерех,хөвөө
374,Kante::N,син,ирмэг
375,Ecke::N,пӏипӏ,өнцөг
376,Spitze::N,кӏвенкӏв,үзүүр
377,Ende::N,кьил,зах
378,Ende::N,кьил,үзүүр
379,Loch::N,тӏеквен,цоорхой
380,Loch::N,тӏеквен,онгорхой
381,Winkel::N,пӏипӏ,өнцөг
382,Muster::N,гишир,хээ
383,Muster::N,гишир,угалз
384,Größe::N,кьадар,хэмжээ
385,Länge::N,яргъивал,урт
386,Höhe::N,кьакьанвал,өндөр
387,Gewicht::N,заланвал,жин
388,Menge::N,кьадар,тоо
389,Haufen::N,хара,бөөн
390,Reihe::N,жерге,эгнээ
391,Boot::N,луьткве,завь
392,Ruder::N,кьусу,сэлүүр
393,Schlitten::N,гъелерар,чарга
394,Lagerfeuer::N,цӏай,түүдэг
395,Last::N,заланвал,ачаа
396,Gang::N,ериш,явдал
397,Schritt::N,къадам,алхам
398,Norden::N,кефер,умар
399,Norden::N,кефер пад,умар
400,Süden::N,кьибле,урд
401,Süden::N,кьибле,өмнө
402,Westen::N,рагъакӏидай пад,өрнө
403,Westen::N,рагъакӏидай пад,баруун
404,Osten::N,рагъэкъечӏдай пад,зүүн
405,Osten::N,рагъэкъечӏдай пад,дорно
406,Holz::N,кӏарас,мод
407,Brett::N,кьул,банз
408,Brett::N,тахта,банз
409,Stütze::N,даях,тулгуур
410,Stütze::N,даях,тулга
411,Stange::N,юрк,сургааг
412,Stock::N,лаш,саваа
413,Stab::N,юрк,таяг
414,Rohr::N,турба,хоолой
415,Haus::N,ужагъ,гэр
416,Haus::N,ужагъ,байшин
417,Heim::N,кӏвал,гэр
418,Ofen::N,пич,зуух
419,Ofen::N,пич,пийшин
420,Fußboden::N,кӏвалин ччил,шал
421,Tisch::N,стол,ширээ
422,Stuhl::N,стул,сандал
423,Wiege::N,кьеб,өлгий
424,Bett::N,тахт,ор
425,Regal::N,кьацӏ,тавиур
426,Kiste::N,ящик,авдар
427,Kiste::N,ящик,хайрцаг
428,Fenster::N,дакӏар,гэгээвч
429,Tür::N,рак,үүд
430,Tür::N,рак,хаалга
431,Tor::N,варар,хаалга
432,Zaun::N,пару,хашаа
433,Dach::N,къав,дээвэр
434,Leiter::N,гурар,шат
435,Besen::N,таран кул,хамуур
436,Besen::N,таран кул,туужуу
437,Spaten::N,ппер,хүрз
438,Schaufel::N,хекендаз,хүрз
439,Gabel::N,шиш,сэрээ
440,Löffel::N,тӏур,халбага
441,Messer::N,чукӏул,хутга
442,Nagel::N,мих,хадаас
443,Netz::N,чил,өөш
444,Netz::N,чил,тор
445,Haken::N,къармах,гох
446,Griff::N,ттум,иш
447,Griff::N,ттум,сэнж
448,Schloss::N,куьлег,цуурга
449,Schloss::N,куьлег,цоож
450,Bild::N,шикил,зураг
451,Bild::N,суьрет,зураг
452,Figur::N,фигура,баримал
453,Puppe::N,нини,хүүхэлдэй
454,Beutel::N,тагъар,агсаа
455,Beutel::N,тагъар,уут
456,Bündel::N,галгам,боодол
457,Tasche::N,чанта,цүнх
458,Eimer::N,ведре,хөнөг
459,Eimer::N,ведре,хувин
460,Deckel::N,кьил,таг
461,Deckel::N,кьил,хавхаг
462,Deckel::N,къалпагъ,таг
463,Deckel::N,къалпагъ,хавхаг
464,Geschirr::N,къаб-къажах,сав суулга
465,Sack::N,чувал,шуудай
466,Tasse::N,сукӏра,аяга
467,Topf::N,къажгъан,тогоо
468,Kessel::N,къажгъан,тогоо
469,Essen::N,тӏуьн,идээ
470,Nahrung::N,тӏуьн,хүнс
471,Speise::N,хуьрек,идээ
472,Fleisch::N,як,мах
473,Getreide::N,техил,будаа
474,Brei::N,хапӏа,богшмол
475,Brei::N,хапӏа,будаа
476,Brei::N,хешил,богшмол
477,Brei::N,хешил,будаа
478,Brot::N,фу,талх
479,Scheibe::N,чӏук,зүсэм
480,Scheibe::N,чӏук,хэрчим
481,Fett::N,ягълу,өөх
482,Butter::N,гъери,тос
483,Öl::N,ягълу,тос
484,Salz::N,кьел,давс
485,Suppe::N,суп,шөл
486,Suppe::N,шурпа,шөл
487,Honig::N,вирт,бал
488,Milch::N,нек,сүү
489,Tee::N,чай,цай
490,Leder::N,тумаж,арьс
491,Leder::N,тумаж,савхи
492,Wolle::N,йис,ноос
493,Wolle::N,йис,унгас
494,Stoff::N,парча,бөс
495,Nadel::N,раб,зүү
496,Faden::N,гъал,боолт
497,Faden::N,гъал,утас
498,Knopf::N,дуьгме,товч
499,Knoten::N,тӏвал,зангилаа
500,Farbe::N,ранг,будаг
501,Kleidung::N,партал,хувцас
502,Hemd::N,перем,цамц
503,Kragen::N,хев,зах заам
504,Ärmel::N,хел,ханцуй
505,Hose::N,шалвар,өмд
506,Gürtel::N,чӏул,бүс
507,Mütze::N,бармак,малгай
508,Mütze::N,бармак,бүрх
509,Mütze::N,бапӏах,малгай
510,Mütze::N,бапӏах,бүрх
511,Schuh::N,ботинка,туфли
512,Stiefel::N,чекме,гутал
513,Ring::N,тупӏал,бөгж
514,Band::N,тасма,тууз
515,Kamm::N,регъ,сам
516,Spiegel::N,гуьзгуь,толь
517,Riemen::N,къайиш,тасам
518,Riemen::N,къайиш,сур
519,Schnur::N,еб,татлага
520,Decke::N,яргъан,хөнжил
521,Decke::N,яргъан,хучлага
522,Kissen::N,хъуьцуьган,дэр
523,Tuch::N,шал,алчуур
524,Tuch::N,шал,даавуу
525,Handtuch::N,дасмал,алчуур
526,Kraft::N,гуж,чадал
527,Kraft::N,гуж,хүч
528,Stärke::N,къуват,эрч
529,Stärke::N,къуват,тэнхээ
530,Gesundheit::N,сагъвал,бие
531,Gesundheit::N,сагъвал,эрүүл мэнд
532,Krankheit::N,тӏал,эмгэг
533,Schmerz::N,тӏал,өвчин
534,Schmerz::N,тӏарвал,өвчин
535,Wunde::N,хер,шарх
536,Fieber::N,ифин,халуун
537,Arznei::N,дарман,эм
538,Brücke::N,муьгъ,гүүр
539,Brunnen::N,къуй,худаг
540,Weide::N,уьруьш,бэлчээр
541,Pfad::N,рехъ,жим
542,Pfad::N,рехъ,зөрөг
543,Weg::N,рехъ,зам
544,Weg::N,рехъ,харгуй
545,Straße::N,рехъ,зам
546,Straße::N,рехъ,харгуй
547,Dorf::N,хуьр,тосгон
548,Dorf::N,хуьр,гацаа
549,Stadt::N,шегьер,хот
550,Brief::N,кагъаз,захидал
551,Brief::N,кагъаз,захиа
552,Buch::N,улуб,ном
553,Buch::N,улуб,бичиг
554,Buchstabe::N,гьарф,үсэг
555,Zeitung::N,газета,сонин
556,Leben::N,уьмуьр,амь
557,Leben::N,уьмуьр,амьдрал
558,Tod::N,кьиникь,үхэл
559,Grab::N,сур,булш
560,Kirche::N,килиса,сүм
561,Sünde::N,гунагь,нүгэл
562,Sünde::N,гунагь,хилэнц
563,Gott::N,аллагь,бурхан
564,Arbeiter::N,фяле,ажилчин
565,Arbeiter::N,фяле,хөдөлмөрчин
566,Chef::N,гьаким,дарга
567,Meister::N,устӏар,дархан
568,Arzt::N,доктор,эмч
569,Lehrer::N,муаллим,багш
570,Geld::N,пул,цаас
571,Geld::N,пул,мөнгө
572,Laden::N,магазин,дэлгүүр
573,Preis::N,къимет,үнэ
574,Ware::N,мал,таваар
575,Ware::N,мал,бараа
576,Ware::N,товар,таваар
577,Ware::N,товар,бараа
578,Nutzen::N,хийир,ашиг
579,Nutzen::N,менфят,ашиг
580,Reichtum::N,девлет,баялаг
581,Welt::N,дуьнья,дэлхий
582,Welt::N,дуьнья,орчлон
583,Land::N,уьлкве,улс
584,Land::N,уьлкве,орон
585,Staat::N,пачагьлугъ,төр
586,Staat::N,пачагьлугъ,гүрэн
587,Staat::N,государство,төр
588,Staat::N,государство,гүрэн
589,König::N,пачагь,ван
590,Macht::N,власть,засаг
591,Grenze::N,сергьят,хил
592,Krieg::N,дяве,дайн
593,Feind::N,душман,дайсан
594,Gewalt::N,гуж,хүчирхэх
595,Kampf::N,женг,тэмцэл
596,Kampf::N,женг,байлдаан
597,Bogen[Waffe]::N,чӏемерук,нум
598,Pfeil::N,хьел,годил
599,Pfeil::N,хьел,сум
600,Gewehr::N,тфенг,буу
601,Fehler::N,гъалатӏ,эндэл
602,Fehler::N,гъалатӏ,алдаа
603,Lüge::N,ттаб,худал
604,Schaden::N,зиян,хор
605,Schaden::N,зиян,хөнөөл
606,Schaden::N,зарар,хор
607,Schaden::N,зарар,хөнөөл
608,Unglück::N,бала,гай
609,Unglück::N,бала,гамшиг
610,Unglück::N,бедбахтвал,гай
611,Unglück::N,бедбахтвал,гамшиг
612,Schuld::N,тахсир,гэм
613,Schuld::N,тахсир,буруу
614,Alter::N,яш,нас
615,Schluss::N,эхир,эцэс
616,Schluss::N,эхир,төгсгөл
617,Zeit::N,вяде,цаг
618,Tag::N,югъ,өдөр
619,Morgen::N,пакама,өглөө
620,Mittag::N,нисин,үд
621,Abend::N,няни,үдэш
622,Nacht::N,йиф,шөнө
623,Woche::N,гьафте,долоо хоног
624,Monat::N,варз,сар
625,Jahr::N,йис,жил
626,Frühling::N,гатфар,хавар
627,Sommer::N,гад,зун
628,Herbst::N,зул,намар
629,Winter::N,кьуьд,өвөл
630,Januar::N,январь,нэгдүгээр сар
631,Februar::N,февраль,хоёрдугаар сар
632,März::N,март,гуравдугаар сар
633,April::N,апрель,дөрөвдүгээр сар
634,Mai::N,май,тавдугаар сар
635,Juni::N,июнь,зургаадугаар сар
636,Juli::N,июль,долдугаар сар
637,August::N,август,наймдугаар сар
638,September::N,сентябрь,есдүгээр сар
639,Oktober::N,октябрь,аравдугаар сар
640,November::N,ноябрь,арван нэгдүгээр сар
641,Dezember::N,декабрь,арван хоёрдугаар сар
642,Montag::N,ислен,даваа
643,Dienstag::N,саласа,мягмар
644,Mittwoch::N,арбе,лхагва
645,Donnerstag::N,хемис югъ,пүрэв
646,Freitag::N,жуьмя,баасан
647,Freitag::N,жуьмя югъ,баасан
648,Samstag::N,киш,бямба
649,Sonntag::N,гьяд,ням
650,groß::A,еке,их
651,groß::A,еке,том
652,groß::A,чӏехи,их
653,groß::A,чӏехи,том
654,klein::A,гъвечӏи,бага
655,klein::A,гъвечӏи,жаахан
656,lang::A,яргъи,урт
657,kurz::A,куьруь,охор
658,kurz::A,куьруь,богино
659,breit::A,гьяркьуь,өргөн
660,schmal::A,гуьтӏуь,уйтан
661,schmal::A,гуьтӏуь,нарийн
662,dicht::A,къалин,нягт
663,dicht::A,къалин,чигжүү
664,dünn::A,кьелечӏ,нимгэн
665,fein::A,шуькӏуь,нарийн
666,fest::A,кӏеви,бөх
667,fest::A,кӏеви,хатуу
668,flach::A,кьулу,хавтгай
669,glatt::A,цӏалцӏам,цагаан
670,hart::A,кӏеви,хатуу
671,weich::A,хъуьтуьл,зөөлөн
672,rund::A,элкъвей,дугуй
673,rund::A,элкъвей,дугариг
674,spitz::A,хци,шовх
675,spitz::A,хци,шовгор
676,scharf::A,хци,хурц
677,scharf::A,хци,иртэй
678,stumpf::A,къуьруь,мохоо
679,schwer::A,залан,хүнд
680,schön::A,иер,гуа
681,schön::A,иер,сайхан
682,heiß::A,кудай,халуун
683,warm::A,чими,дулаан
684,kalt::A,мекьи,хүйтэн
685,kühl::A,къайи,сэрүүн
686,frisch::A,таза,эрүүл
687,frisch::A,таза,жихүүн
688,frisch::A,михьи,эрүүл
689,frisch::A,михьи,жихүүн
690,feucht::A,ламу,чийгтэй
691,nass::A,кьежей,нойтон
692,trocken::A,кьуру,хатсан
693,voll::A,ацӏай,дүүрэн
694,leer::A,буш,хоосон
695,leer::A,ичӏи,хоосон
696,offen::A,ахъа,онгорхой
697,geschlossen::A,кӏеви,битүү
698,geschlossen::A,кӏеви,хаалтай
699,sauber::A,михьи,цэвэр
700,sauber::A,михьи,хиргүй
701,schmutzig::A,чиркин,бохир
702,schmutzig::A,чиркин,хиртэй
703,schmutzig::A,кьацӏай,бохир
704,schmutzig::A,кьацӏай,хиртэй
705,roh::A,чиг,түүхий
706,roh::A,ицӏи,түүхий
707,reif::A,дигмиш хьайи,болсон
708,lecker::A,дадлу,амттай
709,süß::A,ширин,амттай
710,süß::A,ширин,чихэрлэг
711,bitter::A,туькьуьл,гашуун
712,sauer::A,цуру,эсгэлэн
713,hell::A,экуь,гэгээн
714,hell::A,экуь,гэрэлтэй
715,dunkel::A,мичӏи,бараан
716,dunkel::A,мичӏи,харанхуй
717,schwarz::A,чӏулав,хар
718,weiß::A,лацу,цагаан
719,rot::A,яру,улаан
720,gelb::A,хъипи,шар
721,blau::A,вили,хөх
722,blau::A,вили,цэнхэр
723,grün::A,къацу,ногоон
724,grau::A,рехи,орог
725,grau::A,рехи,саарал
726,bunt::A,цӏару,эрээн
727,bunt::A,яру-цӏару,эрээн
728,billig::A,ужуз,хямд
729,teuer::A,багьа,үнэтэй
730,wertvoll::A,масан,үнэт
731,blind::A,буьркьуь,сохор
732,taub::A,биши,чих хатуу
733,kräftig::A,гужлу,чийрэг
734,stark::A,къуватлу,хүчтэй
735,stark::A,къуватлу,чадалтай
736,schwach::A,такьатсуз,сул
737,fett::A,куьк,тарган
738,fett::A,куьк,голигор
739,schlank::A,шумал,голшиг
740,hübsch::A,гуьрчег,сайхан
741,hübsch::A,гуьрчег,хөөрхөн
742,böse::A,пис,муу
743,böse::A,пис,хортой
744,dumm::A,ахмакь,тэнэг
745,faul::A,тенпел,залхуу
746,fleißig::A,сяй ийидай,чармайлтгай
747,fleißig::A,сяйи ийидай,чармайлтгай
748,geizig::A,мискьи,харамч
749,klug::A,акьуллу,цэцэн
750,geschickt::A,магьир,дүйтэй
751,lieb::A,играми,хайрт
752,lustig::A,шад,цэнгэлтэй
753,sanft::A,назик,наалинхай
754,sanft::A,милайим,наалинхай
755,hungrig::A,гишин,өлөн
756,hungrig::A,гишин,өлссөн
757,krank::A,кефсуз,өвчтэй
758,nackt::A,кьецӏил,нүцгэн
759,traurig::A,пашман,гунигт
760,lebendig::A,ччан алай,амьд
761,lebendig::A,ччан алай,амьтай
762,gut::A,хъсан,сайн
763,gut::A,вижевай,сайн
764,schlecht::A,пис,муу
765,schlecht::A,пис,өөдгүй
766,richtig::A,дуьз,зөв
767,richtig::A,дуьз,зүйтэй
768,schlimm::A,нифретлу,муухай
769,wahr::A,гьакъикъи,үнэн
770,wahr::A,гьакъикъи,жинхэнэ
771,alt::A,эски,хуучин
