,Concept_ID,ko,mhr
118,Ufer::N,강변,сер
119,Ufer::N,바닷가,сер
120,Küste::N,해변,вӱдтӱ́р
121,Küste::N,해변가,вӱдтӱ́р
122,Festland::N,본토,мла́нде
123,Meer::N,바다,те́ҥыз
124,Bucht::N,협만,икса́
125,Insel::N,섬,отро́
126,Blume::N,꽃,пеле́дыш
127,Gras::N,풀,шу́до
128,Wurzel::N,뿌리,вож
129,Baum::N,나무,пуше́ҥге
130,Stamm::N,대,йы́тыр
131,Rinde::N,나무껍질,шӱм
132,Ast::N,가지,укш
133,Zweig::N,가지,торма́к
134,Blatt::N,잎,лышта́ш
135,Birke::N,자작나무,куэ́
136,Kiefer[Baum]::N,소나무,пӱ́нчӧ
137,Weide[Baum]::N,쉬양버들,уа́
138,Tanne::N,전나무,кож
139,Horn::N,뿔,шур
140,Feder::N,깃털,пы́стыл
141,Fell::N,피혁모피,кова́ште
142,Flügel::N,날개,шу́лдыр
143,Klaue::N,갈고리 발톺,кӱч
144,Kralle::N,발툭,ла́па
145,Kralle::N,발툭,копа́
146,Schwanz::N,꼬리,поч
147,Ei::N,알,му́но
148,Nest::N,보금자리,пыжа́ш
149,Bau::N,굴,пыжа́ш
150,Tier::N,짐승,я́нлык
151,Tier::N,짐승,живо́тный
152,Herde::N,가축의떼,кӱ́тӱ
153,Herde::N,가축의떼,тӱшка́
154,Kuh::N,암소,ушка́л
155,Bulle::N,황소,ӱ́шкыж
156,Pferd::N,말,и́мне
157,Schaf::N,양,шо́рык
158,Schwein::N,돼지,сӧсна́
159,Hund::N,개,пий
160,Katze::N,고양이,пы́рыс
161,Bär::N,콤,маска́
162,Eichhörnchen::N,다람쥐,ур
163,Elch::N,고라니,шо́рдо
164,Fuchs::N,여우,ры́выж
165,Hase::N,토끼,мера́ҥ
166,Maus::N,쥐,коля́
167,Wolf::N,늑대,пи́ре
168,Vogel::N,새,ка́йык
169,Schwarm::N,뗴,каша́к
170,Huhn::N,암탉,чы́ве
171,Hahn::N,수탉,агыта́н
172,Gans::N,거위,ко́мбо
173,Adler::N,수리,карагу́ш
174,Ente::N,오리,лу́до
175,Eule::N,부엉이,тумна́
176,Kranich::N,두루미,турня́
177,Krähe::N,까마귀,кора́к
178,Kuckuck::N,뻐꾸기,куку́
179,Schwan::N,배조,йӱ́ксӧ
180,Fisch::N,물고기,кол
181,Barsch::N,농어,ола́ҥге
182,Hecht::N,에속스,нуж
183,Hecht::N,에속스,чорта́н
184,Schlange[Tier]::N,뱀,ки́шке
185,Wurm::N,벌레,шукш
186,Spinne::N,거미,эҥыре́мыш
187,Ameise::N,개미,ку́тко
188,Laus::N,이,тий
189,Mücke::N,모기,шыҥа́
190,Fliege::N,날기,ка́рме
191,Schmetterling::N,나비,лы́ве
192,Beere::N,장과,мӧр
193,Apfel::N,사과,олма́
194,Pilz::N,고방이,по́ҥго
195,Zwiebel::N,양파,шога́н
196,Saat::N,씨,нӧ́шмӧ
197,Saat::N,씨,туш
198,Korn::N,알맹이,шу́рно
199,Heu::N,건초,шу́до
200,Schale::N,피상,шӱм
201,Falle::N,함정,лӧ́дӧ
202,Schlinge::N,올가미,о́птыш
203,Schlinge::N,올가미,шӧрга́лтыш
204,Schlinge::N,멜빵붕대,о́птыш
205,Schlinge::N,멜빵붕대,шӧрга́лтыш
206,Spur::N,발지국,кыша́
207,Asche::N,재,ло́мыж
208,Dreck::N,똥,лавыра́
209,Dreck::N,오물,лавыра́
210,Eisen::N,쇠,кӱ́ртньӧ
211,Eisen::N,철,кӱ́ртньӧ
212,Gold::N,항금,шӧ́ртньӧ
213,Silber::N,은,ший
214,Kohle::N,슻,мландышӱ́й
215,Glas::N,유리,янда́
216,Lehm::N,찰흙,шун
217,Sand::N,모래,ошма́
218,Mensch::N,사람,еҥ
219,Mensch::N,사람,айде́ме
220,Mann::N,남자,пӧръе́ҥ
221,Frau::N,여자,ӱдырама́ш
222,Kind::N,아이,аза́
223,Junge::N,소녁,рве́зе
224,Mädchen::N,소녀,ӱдыра́ш
225,Familie::N,가족,еш
226,Großvater::N,할아버지,коча́
227,Großmutter::N,할머니,кова́
228,Eltern::N,어버오,ача́-ава́
229,Vater::N,아버지,ача́
230,Mutter::N,어머니,ава́
231,Sohn::N,아들,э́рге
232,Tochter::N,딸기,ӱ́дыр
233,Bruder::N,형제,иза́
234,Bruder::N,형제,шо́льо
235,Schwester::N,누이,ака́
236,Onkel::N,백부,иза́
237,Tante::N,아주머니,кока́
238,Ehemann::N,남편,мари́й
239,Ehefrau::N,아내,ва́те
240,Freude::N,기쁨,куа́н
241,Freude::N,기쁨,куаныма́ш
242,Gelächter::N,웃음,во́штылтыш
243,Glück::N,즐거움,пиа́л
244,Kummer::N,슬픔,о́йго
245,Wunsch::N,소망,ку́мыл
246,Geist::N,할기,ӧрт
247,Geist::N,할기,чон
248,Gedanke::N,상념,ой
249,Gedanke::N,상념,шоныма́ш
250,Gedächtnis::N,기억,шарныма́ш
251,Verstand::N,분별,уш
252,Verstand::N,지능,уш
253,Sinn::N,센스,смысл
254,Grund::N,까닭,ама́л
255,Wahrheit::N,참,чын
256,Wahrheit::N,진실,чын
257,Gespräch::N,대화,мутланыма́ш
258,Märchen::N,동화,йома́к
259,Erzählung::N,이야기,ойлыма́ш
260,Neuigkeit::N,뉴스,уве́р
261,Name::N,이름,лӱм
262,Rätsel::N,수수께끼,ту́што
263,Rede::N,연설,ойлыма́ш
264,Sprache::N,말,йы́лме
265,Stimme::N,목소리,йӱк
266,Wort::N,낱말,ой
267,Wort::N,낱말,мут
268,Zeichen::N,신호,ти́ште
269,Zeichen::N,신호,знак
270,Ruf::N,부름,ӱжма́ш
271,Lärm::N,소동,лӱшкыма́ш
272,Lärm::N,소동,йӱк-йӱа́н
273,Laut::N,음성,йӱк
274,Ton::N,목소리,йӱксе́м
275,Lied::N,노래,му́ро
276,Ruhe::N,쉼,ты́мык
277,Leute::N,사람들,еҥ-влак
278,Volk::N,국중,ка́лык
279,Arbeit::N,근로,паша́
280,Arbeit::N,너무,паша́
281,Gast::N,손님,уна́
282,Geschenk::N,행하,пӧле́к
283,Spiel::N,무리,мо́дыш
284,Spiel::N,무리,модма́ш
285,Gesellschaft::N,교제,тӱшка́
286,Hilfe::N,거들음,по́лыш
287,Hilfe::N,보좌,по́лыш
288,Freund::N,친구,таҥ
289,Freund::N,친구,йолта́ш
290,Kamerad::N,동실자,таҥ
291,Angelegenheit::N,용무,паша́
292,Anzahl::N,어떤,чот
293,Anzahl::N,수,чот
294,Art::N,정류,вид
295,Stück::N,일부분,ка́тыш
296,Stück::N,일부분,ла́стык
297,Teil::N,몱,ужа́ш
298,Teil::N,구훠,ужа́ш
299,Hälfte::N,2분의,пел
300,Hälfte::N,2분의,пе́ле
301,Kreis::N,고리,ты́ртыш
302,Kreuz::N,열십자,ыре́с
303,Linie::N,선,ли́ний
304,Strich::N,스침,коре́ш
305,Abstand::N,거리,кокла́
306,Entfernung::N,거리,тора́
307,Entfernung::N,거리,ку́жыт
308,Gegend::N,곳,кунде́м
309,Gegend::N,부금,кунде́м
310,Platz::N,장소,ку́мдык
311,Ort::N,장소,вер
312,Ort::N,장소,о́лмо
313,Seite::N,옆면,ӧ́рдыж
314,Mitte::N,궁간,покше́л
315,Gegenstand::N,항목,наста́
316,Sache::N,뭉에,наста́
317,Rand::N,가,тӱр
318,Kante::N,귀퉁,тӱр
319,Ecke::N,구석,лук
320,Spitze::N,끝,вуй
321,Spitze::N,참단,вуй
322,Ende::N,말당,муча́ш
323,Loch::N,빙옷,рож
324,Winkel::N,각도,лук
325,Muster::N,본,пеза́к
326,Muster::N,본,узо́р
327,Muster::N,본,ӱ́лгӧ
328,Muster::N,견복,пеза́к
329,Muster::N,견복,узо́р
330,Muster::N,견복,ӱ́лгӧ
331,Größe::N,신장,кӱ́кшыт
332,Länge::N,길이긺,ку́тыш
333,Höhe::N,높이,кӱ́кшыт
334,Gewicht::N,추,не́лыт
335,Menge::N,수양,чот
336,Haufen::N,퇴적,кы́шыл
337,Reihe::N,열,рада́м
338,Boot::N,보트,пуш
339,Ruder::N,노,эшка́к
340,Schlitten::N,썰매,тер
341,Schlitten::N,썰매,изде́р
342,Ski::N,스키,е́че
343,Lagerfeuer::N,캠프의 모닥불,туло́то
344,Last::N,무거운짐,нӧ́лтыш
345,Gang::N,걸음,ошкылма́ш
346,Schritt::N,보조,о́шкыл
347,Norden::N,북쪽 ,йӱдйыма́л
348,Süden::N,남쪽,кечывалве́л
349,Westen::N,서쪽,касве́л
350,Osten::N,동쪽,эрве́л
351,Holz::N,목재,пу
352,Brett::N,마루널,оҥа́
353,Platte::N,탤,аста́р
354,Platte::N,금속판,аста́р
355,Stütze::N,버팀목,чара́к
356,Stange::N,장대,лома́ш
357,Stock::N,막대기,тоя́
358,Stab::N,작대기,вара́
359,Stab::N,작대기,кашта́
360,Rohr::N,갈대,пуч
361,Haus::N,집,пӧрт
362,Heim::N,집,мӧ́ҥгӧ
363,Ofen::N,아궁이,комака́
364,Fußboden::N,마루,кӱва́р
365,Tisch::N,탁자,ӱсте́л
366,Stuhl::N,의자,пӱке́н
367,Wiege::N,발상지,шепка́
368,Bett::N,침대,ва́кшыш
369,Regal::N,서가,шӧ́рлык
370,Kiste::N,짐궤,шо́ндык
371,Kiste::N,짐궤,я́шлык
372,Fenster::N,눔,окна́
373,Tür::N,문,омса́
374,Tor::N,대문,капка́
375,Zaun::N,담장,сава́р
376,Dach::N,지붕,леве́дыш
377,Leiter::N,사닥다리,тошка́лтыш
378,Besen::N,비,ӱштерво́штыр
379,Spaten::N,가래,ко́льмо
380,Schaufel::N,삽,сово́к
381,Schaufel::N,삽,су́ско
382,Gabel::N,갈래,ви́лке
383,Löffel::N,숟가락,па́не
384,Löffel::N,숟가락,совла́
385,Messer::N,나이프,кӱ́зӧ
386,Nagel::N,발툽,пуда́
387,Netz::N,그물,вапш
388,Haken::N,갈고리,са́гыле
389,Griff::N,움켜쥠,кыл
390,Schloss::N,자물쇠,кӧгӧ́н
391,Bild::N,그림,сӱре́т
392,Figur::N,몸메,фигу́р
393,Puppe::N,인형,курча́к
394,Beutel::N,클,меша́к
395,Bündel::N,자근다발,арша́ш
396,Tasche::N,가방,сумка́
397,Eimer::N,동이,ведра́
398,Deckel::N,뚜껑,ко́мдыш
399,Geschirr::N,식시,а́те
400,Sack::N,조갑,куль
401,Sack::N,조갑,меша́к
402,Tasse::N,차잔,чу́кыр
403,Tasse::N,차잔,чашка́
404,Topf::N,단지,ми́ске
405,Kessel::N,주전자,под
406,Essen::N,먹기,ко́чкыш
407,Nahrung::N,식료,ку́рго
408,Speise::N,음식물,ко́чкыш
409,Fleisch::N,고기,шыл
410,Getreide::N,곡물,шу́рно
411,Brei::N,젤리,пу́чымыш
412,Brot::N,빵,ки́нде
413,Scheibe::N,원반,ка́тыш
414,Fett::N,기름,коя́
415,Butter::N,버터,ӱй
416,Öl::N,올리브유,ӱй
417,Salz::N,소금,шинча́л
418,Suppe::N,국,шӱр
419,Suppe::N,수프,шӱр
420,Honig::N,감미,мӱй
421,Milch::N,유즙,шӧр
422,Tee::N,차,чай
423,Leder::N,가죽,сура́н
424,Leder::N,가죽,шӱ́штӧ
425,Wolle::N,양털,пун
426,Stoff::N,패료,куэ́м
427,Stoff::N,패료,посто́
428,Nadel::N,바늘,и́ме
429,Faden::N,콘실,шӱ́ртӧ
430,Knopf::N,단추,по́лдыш
431,Knoten::N,곁절,пышке́м
432,Farbe::N,색,чия́
433,Kleidung::N,옷입기,чие́м
434,Kleidung::N,옷입기,вурге́м
435,Hemd::N,속옷,ту́выр
436,Kragen::N,깃,сога́
437,Ärmel::N,소매,шокш
438,Hose::N,바지,йола́ш
439,Gürtel::N,밴드,ӱ́штӧ
440,Mütze::N,모자,упш
441,Schuh::N,구두,боти́нке
442,Stiefel::N,장화,кем
443,Ring::N,고리,шерга́ш
444,Band::N,리본,тасма́
445,Band::N,리본,ле́нте
446,Kamm::N,빗,шерге́
447,Spiegel::N,거울,вошто́нчыш
448,Riemen::N,가죽끈,кӱзанӱ́штӧ
449,Schnur::N,밧줄,кере́м
450,Schnur::N,밧줄,кандыра́
451,Leine::N,고삐줄,вӱра́ҥ
452,Decke::N,이부자리,леве́дыш
453,Decke::N,이부자리,одея́л
454,Kissen::N,깔개,кӱ́пчык
455,Tuch::N,천,шо́выч
456,Handtuch::N,수건,со́лык
457,Kraft::N,세력,вий
458,Kraft::N,세력,куа́т
459,Stärke::N,힘,куа́т
460,Stärke::N,힘,карма́н
461,Gesundheit::N,위생,таза́лык
462,Krankheit::N,병,чер
463,Schmerz::N,아픔고통,ко́рштыш
464,Wunde::N,상처,су́сыр
465,Fieber::N,열별,йӱштыму́ж
466,Fieber::N,열별,лихора́дке
467,Arznei::N,약,эм
468,Brücke::N,교량,кӱва́р
469,Brunnen::N,원천,вӱдвыне́м
470,Weide::N,목장,нурше́р
471,Pfad::N,좁은길,йолго́рно
472,Pfad::N,좁은길,сокма́к
473,Weg::N,길,ко́рно
474,Straße::N,길,ко́рно
475,Dorf::N,촌,ял
476,Dorf::N,촌락,ял
477,Stadt::N,도시,ола́
478,Brief::N,서한,се́рыш
479,Buch::N,책,книга́
480,Buchstabe::N,문자,буква́
481,Zeitung::N,신문,газе́т
482,Leben::N,삶,и́лыш
483,Tod::N,죽음,колыма́ш
484,Grab::N,무덤,шӱга́р
485,Kirche::N,교회,че́рке
486,Sünde::N,부정,су́лык
487,Gott::N,하느님,ю́мо
488,Arbeiter::N,일하는사람,паша́зе
489,Chef::N,사장,тӧра́
490,Meister::N,명인,маста́р
491,Meister::N,대가,маста́р
492,Arzt::N,의사,врач
493,Lehrer::N,교사,ту́ныктышо
494,Geld::N,돈,окса́
495,Geschäft::N,일,сатулыма́ш
496,Laden::N,가게,ке́выт
497,Preis::N,가격,ак
498,Ware::N,상품,сату́
499,Nutzen::N,이익,пайда́
500,Reichtum::N,많음,поя́нлык
501,Welt::N,세상,тӱня́
502,Land::N,지방,эл
503,Staat::N,국가,кугыжа́ныш
504,König::N,국왕,кугыжа́
505,Macht::N,힘,власть
506,Grenze::N,국경,грани́ца
507,Krieg::N,전쟁,сар
508,Feind::N,적,тушма́н
509,Gewalt::N,권력,виешлыма́ш
510,Kampf::N,전투,кредалма́ш
511,Bogen[Waffe]::N,활,юҥе́ж
512,Pfeil::N,화살,пикш
513,Gewehr::N,무기,пыча́л
514,Fehler::N,오류,йо́ҥылыш
515,Lüge::N,거짓말,шоя́к
516,Schaden::N,손상,зия́н
517,Unglück::N,불행,эҥге́к
518,Schuld::N,부채,тита́к
519,Schuld::N,부채,йола́
520,Alter::N,연령,ийго́т
521,Schluss::N,마감,муча́ш
522,Zeit::N,때,жап
523,Zeit::N,때,па́гыт
524,Zeit::N,시간,жап
525,Zeit::N,시간,па́гыт
526,Tag::N,하루,ке́че
527,Morgen::N,이침,эр
528,Mittag::N,대낮,кечыва́л
529,Abend::N,저녁,кас
530,Nacht::N,밤,йӱд
531,Woche::N,근무일,арня́
532,Monat::N,달,ты́лзе
533,Jahr::N,해,ий
534,Frühling::N,봄,шо́шо
535,Sommer::N,여름,кеҥе́ж
536,Herbst::N,가을,шы́же
537,Winter::N,겨울,те́ле
538,Januar::N,일월,шоркыйол
539,Januar::N,일월,идалыкву́й
540,Januar::N,일월,янва́рь
541,Februar::N,이월,пургыж
542,Februar::N,이월,февра́ль
543,März::N,삼월,ӱярня
544,März::N,삼월,март
545,April::N,사월,апре́ль
546,Mai::N,오월,ага
547,Mai::N,오월,май
548,Juni::N,유월,пеледыш
549,Juni::N,유월,ию́нь
550,Juli::N,칠월,сӱрем
551,Juli::N,칠월,ию́ль
552,August::N,팔월,сорла
553,August::N,팔월,агарма́н
554,August::N,팔월,а́вгуст
555,September::N,구월,идым
556,September::N,구월,сентя́брь
557,Oktober::N,시월,шыжа
558,Oktober::N,시월,октя́брь
559,November::N,십일월,кылме тылзе
560,November::N,십일월,ноя́брь
561,Dezember::N,십이월,дека́брь
562,Montag::N,월요일,шо́чмо
563,Dienstag::N,화요일,ку́шкыжмо
564,Mittwoch::N,수요일,вӱрге́че
565,Donnerstag::N,모교일,изарня́
566,Freitag::N,그묘일,кугарня́
567,Samstag::N,토요일,шуматке́че
568,Sonntag::N,일요일,рушарня́
569,groß::A,큰,кугу́
570,klein::A,자근,изи́
571,lang::A,긴,кужу́
572,kurz::A,짧은,кӱ́чык
573,breit::A,넓은,кумда́
574,schmal::A,좁은,а́ҥысыр
575,dicht::A,농밀한,ну́гыдо
576,dick[Gegenstand]::A,두꺼운,кӱ́жгӧ
577,dünn::A,얇은,ви́чкыж
578,fein::A,미세한,ты́гыде
579,fest::A,굳은,чо́ткыдо
580,flach::A,얕은,лапка́
581,glatt::A,반들반들한,яклака́
582,hart::A,굳은,пе́ҥгыде
583,weich::A,연한,пу́шкыдо
584,rund::A,둥근,йырге́шке
585,spitz::A,뾰족한,коша́р
586,scharf::A,날카로운,пӱ́сӧ
587,stumpf::A,무딘,токма́к
588,schwer::A,무거운,не́ле
589,schön::A,멋진,сы́лне
590,heiß::A,뜨거운,шо́кшо
591,warm::A,따뜻한,ле́ве
592,kalt::A,찬,йӱ́штӧ
593,kühl::A,서늘한,юа́лге
594,kühl::A,서늘한,южгата́
595,frisch::A,신선한,свежа́
596,feucht::A,축축한,вӱ́дыжгӧ
597,nass::A,젖은,нӧ́рӧ
598,trocken::A,마른,ку́кшо
599,voll::A,완전한,тич
600,leer::A,빈,яра́
601,offen::A,열린,виш
602,geschlossen::A,닫힌,пе́тырыме
603,geschlossen::A,닫힌,тӱ́чмӧ
604,sauber::A,깨끗한,ару́
605,sauber::A,깨끗한,янда́р
606,schmutzig::A,더러운,лавыра́н
607,schmutzig::A,더러운,ла́выргыше
608,roh::A,날게잇의,кӱ́чымӧ
609,reif::A,이근,лӧза́
610,lecker::A,맛있는,ту́тло
611,süß::A,단,ше́ре
612,bitter::A,찌르는듯한,ко́чо
613,sauer::A,산성의,шо́по
614,hell::A,밝은,во́лгыдо
615,dunkel::A,어두운,пычке́мыш
616,schwarz::A,검은,шола́
617,weiß::A,하얀,ош
618,rot::A,붉은,йошка́р
619,gelb::A,황색,сар
620,blau::A,푸른,ка́нде
621,grün::A,녹색의,ужа́р
622,grau::A,회색의,сур
623,bunt::A,알록달록한,олача́
624,billig::A,싼,шу́лдо
625,teuer::A,값비산,ше́рге
626,wertvoll::A,가치가많은,шергака́н
627,blind::A,눈먼,со́кыр
628,taub::A,무감간한,соҥгыра́
629,kräftig::A,강장한,куа́тле
630,stark::A,강한,вия́н
631,schwach::A,약한,а́лдыме
632,fett::A,실찐,коя́
633,schlank::A,호리호리한,йоштката́
634,schlank::A,호리호리한,яжу́
635,hübsch::A,예쁜,чеве́р
636,böse::A,나쁜,шы́де
637,dumm::A,어리석은,аҥыра́
638,faul::A,너덜너덜한,його
639,fleißig::A,근면한,ты́ршыше
640,geizig::A,인색한,чаҥга́
641,geschickt::A,교묘한,уста́
642,lieb::A,친애하는,ала́л
643,lustig::A,유쾌한,весела́
644,sanft::A,온화한,ны́жылге
645,hungrig::A,배고픈,шу́жышо
646,krank::A,병든,че́рле
647,nackt::A,벌거벗은,чарама́т
648,traurig::A,슬픈,ойга́н
649,lebendig::A,살아있는,и́лыше
650,gut::A,좋은,сай
651,schlecht::A,나쁜,уда́
652,schlecht::A,나쁜,шӱ́кшӧ
653,richtig::A,바른,чы́нле
654,schlimm::A,못된,аля́к
655,schlimm::A,못된,тыра́н
656,wahr::A,참된,чы́нле
657,wahr::A,참된,настоя́щий
658,alt::A,늙은,то́што
659,neu::A,새,у
660,ehemalig::A,전의,о́нчычсо
661,ehemalig::A,전의,онда́кысе
662,alt[Lebewesen]::A,낡은,шо́нто
663,jung::A,젊은,са́мырык
664,arm::A,가난한,нужна́
665,reich::A,풍부한,поя́н
666,bekannt::A,저명한,па́лыме
667,berühmt::A,유명한,лӱ́млӧ
668,fremd::A,타처이,йот
669,verschieden::A,따른,тӱ́рлӧ
670,nah::A,가까운,ли́шыл
671,fern::A,먼,тора́
672,fern::A,먼,мӱ́ндыр
673,linker::A,왼쭉의,шола́
674,rechter::A,오른쪽의,пурла́
675,anderer::A,다른,вес
676,anderer::A,다른,мо́ло
677,erster::A,첫째,и́кымше
678,zweiter::A,둘째,ко́кымшо
679,dritter::A,셋째,ку́мшо
680,letzter::A,의후자의,пыта́ртыш
681,allein::ADV,훌로,шкет
682,auf einmal::ADV,갑자기,икана́ште
683,zusammen::ADV,모아서,пырля́
684,lange::ADV,오래,кужу́н
685,plötzlich::ADV,둘연한,кенета́
686,sofort::ADV,즉시,кызыта́к
687,später::ADV,보다늦은,варара́к
688,jetzt::ADV,목하,ы́нде
689,jetzt::ADV,목하,кы́зыт
690,heute::ADV,오늘,та́че
691,morgen::ADV,내일,эрла́
692,bald::ADV,곱,вашке́
693,dann::ADV,그경우에,вара́
694,gestern::ADV,어제,теҥге́че
695,einst::ADV,옛날에,икана́
696,damals::ADV,그때에,туна́м
697,danach::ADV,그 뒤에,вара́
698,vorher::ADV,미리,о́нчыч
699,zuerst::ADV,최초로,онда́к
700,einmal::ADV,한번,икана́
701,manchmal::ADV,땓대로,ка́шын
702,manchmal::ADV,땓대로,кокла́н
703,oft::ADV,땓대로,чӱ́чкыдын
704,immer::ADV,늘,эре́
705,immer::ADV,늘,ту́тыш
706,niemals::ADV,결코...(하지)않다,ок нигуна́м
707,hier::ADV,여기,ты́ште
708,hierhin::ADV,여기로,ты́шке
709,hierhin::ADV,여기로,тыш
710,dort::ADV,거기,ту́што
711,dorthin::ADV,저기예,туш
712,dorthin::ADV,저기예,ту́шко
713,geradeaus::ADV,곧장,вик
714,vorwärts::ADV,앞으로,о́нчыко
715,rückwärts::ADV,뒤로,шеҥге́к
716,zurück::ADV,제자리로,мӧҥге́ш
717,unten::ADV,아래에,ӱ́лнӧ
718,unten::ADV,아래에,йыма́лне
719,hinab::ADV,아래쪽으로,йыма́к
720,oben::ADV,위에,кӱ́шнӧ
721,oben::ADV,위에,ӱмба́лне
722,hinauf::ADV,위쪽으로,кӱ́ш
723,hinauf::ADV,위쪽으로,кӱ́шкӧ
724,überall::ADV,도처에,чыла́ вере́
725,nicht::ADV,안,ок
726,nicht::ADV,안,о́геш
727,ein wenig::ADV,적음,изи́ш
728,kaum::ADV,가의,пыкше́
729,sehr::ADV,자주,чот
730,so::ADV,그와같이,тыге́
731,noch::ADV,아직,а́ле
732,nur::ADV,다만,гына́
733,schon::ADV,이미,ы́нде
734,wieder::ADV,다시,ада́к
735,vergebens::ADV,헛되이,ара́м
736,vor::PRP,앞에,о́нчыч
737,hinter::PRP,뒤에,шеҥге́лне
738,unter::PRP,잍에,йыма́лне
739,durch::PRP,통고하여,вошт
740,neben::PRP,와나란히,вокте́н
741,zwischen::PRP,의사이로,кокла́ште
742,wegen::PRP,때문에,верч
743,dies::PRN,이,ти́де
744,das::PRN,저,са́де
745,alles::PRN,모든것,чыла́
746,ich::PRN,나,мый
747,du::PRN,너,тый
748,er::PRN,그,ту́до
749,wir::PRN,우리,ме
750,ihr::PRN,너희들,те
751,sie::PRN,그들,ну́но
752,was::FPRN,뭣,мо
753,wer::FPRN,누구,кӧ
754,wo::FADV,어디,куша́н
755,wohin::FADV,어디로,куш
756,wohin::FADV,어디로,ку́шко
