,Concept_ID,myv,fr
438,Dach::N,кудопря,toit
439,Leiter::N,кузтема,échelle
440,Besen::N,тенсть,balai
441,Spaten::N,койме,bêche
442,Schaufel::N,кече,pelle
443,Schaufel::N,келей койме,pelle
444,Gabel::N,сянгине,fourchette
445,Löffel::N,пенч,cuiller
446,Messer::N,пеель,couteau
447,Nagel::N,эске,clou
448,Netz::N,алтыма,filet
449,Haken::N,кечказ,croc
450,Haken::N,кечказ,crochet
451,Griff::N,кедне,prise
452,Griff::N,кедне,manche
453,Schloss::N,замок,serrure
454,Schloss::N,панжома,serrure
455,Bild::N,картина,image
456,Bild::N,картина,tableau
457,Figur::N,рунго,figure
458,Puppe::N,няка,poupée
459,Beutel::N,кескав,sac
460,Beutel::N,кескав,petit sac
461,Bündel::N,керькс,paquet
462,Bündel::N,керькс,faisceau
463,Tasche::N,юдма,sac
464,Eimer::N,ведра,seau
465,Deckel::N,велькс,couvercle
466,Geschirr::N,кедьге,vaisselle
467,Sack::N,кескав,sac
468,Tasse::N,чакш,tasse
469,Topf::N,кастрюля,pot
470,Topf::N,кастрюля,marmite
471,Kessel::N,котёл,chaudron
472,Essen::N,ярсамо,repas
473,Essen::N,ярсамо,manger
474,Nahrung::N,ярсамопель,nourriture
475,Speise::N,ярсамопель,plat
476,Fleisch::N,сывель,viande
477,Getreide::N,сюро,blé
478,Getreide::N,сюро,céréales
479,Brei::N,каша,purée
480,Brei::N,каша,bouillie
481,Brot::N,кши,pain
482,Scheibe::N,кочом,tranche
483,Scheibe::N,сускомо,tranche
484,Fett::N,куя,graisse
485,Butter::N,ой,beurre
486,Öl::N,ой,huile
487,Salz::N,сал,sel
488,Suppe::N,ям,soupe
489,Suppe::N,ям,potage
490,Honig::N,медь,miel
491,Milch::N,ловсо,lait
492,Tee::N,чай,thé
493,Leder::N,киське,cuir
494,Wolle::N,пона,laine
495,Stoff::N,коцт,tissu
496,Stoff::N,коцт,étoffe
497,Nadel::N,салмукс,aiguille
498,Faden::N,суре,fil
499,Knopf::N,пов,bouton
500,Knoten::N,сюлмо,nœud
501,Farbe::N,артомапель,peinture
502,Kleidung::N,оршамот,vêtements
503,Kleidung::N,оршамот,habillement
504,Hemd::N,панар,chemise
505,Kragen::N,сиве,col
506,Ärmel::N,ожа,manche
507,Hose::N,понкст,pantalon
508,Gürtel::N,каркс,ceinture
509,Mütze::N,чапка,bonnet
510,Mütze::N,чапка,casquette
511,Schuh::N,туфля,soulier
512,Schuh::N,туфля,chaussure
513,Stiefel::N,кем,botte
514,Ring::N,суркс,bague
515,Band::N,лента,ruban
516,Kamm::N,сурсеме,peigne
517,Spiegel::N,чавачамо,glace
518,Spiegel::N,чавачамо,miroir
519,Riemen::N,кшнань каркс,lanière
520,Riemen::N,кшнань каркс,courroie
521,Schnur::N,пикс,corde
522,Schnur::N,пикс,ficelle
523,Leine::N,ведьме,laisse
524,Decke::N,вельтямо,couverture
525,Kissen::N,тодов,oreiller
526,Tuch::N,паця,drap
527,Tuch::N,паця,fichu
528,Handtuch::N,нардамо,serviette
529,Handtuch::N,нардамо,essuie-mains
530,Kraft::N,вий,force
531,Stärke::N,виевчи,vigueur
532,Gesundheit::N,шумбрачи,santé
533,Krankheit::N,орма,maladie
534,Krankheit::N,сэредема,maladie
535,Schmerz::N,сэредькс,douleur
536,Wunde::N,керявкс,plaie
537,Wunde::N,керявкс,blessure
538,Fieber::N,маштыкс,fièvre
539,Arznei::N,ормаменькс,remède
540,Arznei::N,ормаменькс,médecine
541,Brücke::N,сэдь,pont
542,Brücke::N,мадамо,pont
543,Brunnen::N,лисьма,puits
544,Weide::N,ракшань ванома тарка,pâturage
545,Pfad::N,ян,sentier
546,Weg::N,ки,voie
547,Weg::N,ки,chemin
548,Straße::N,ки,route
549,Dorf::N,веле,village
550,Stadt::N,ош,cité
551,Stadt::N,ош,ville
552,Brief::N,сёрма,lettre
553,Buch::N,книга,livre
554,Buchstabe::N,буква,lettre
555,Buchstabe::N,буква,caractère
556,Zeitung::N,газета,journal
557,Leben::N,эрямо,vie
558,Tod::N,кулома,mort
559,Grab::N,калмо,tombe
560,Kirche::N,церькова,église
561,Sünde::N,чумочи,péché
562,Gott::N,паз,dieu
563,Arbeiter::N,робочей,ouvrier
564,Arbeiter::N,робочей,travailleur
565,Chef::N,прявт,chef
566,Chef::N,прявт,patron
567,Meister::N,кол тевень тенця,maître
568,Arzt::N,врач,médecin
569,Lehrer::N,учитель,professeur
570,Lehrer::N,учитель,instituteur
571,Lehrer::N,тонавтыця,professeur
572,Lehrer::N,тонавтыця,instituteur
573,Geld::N,ярмак,argent
574,Geschäft::N,ладязь тев,affaire
575,Geschäft::N,ладязь тев,commerce
576,Laden::N,лавка,magasin
577,Laden::N,лавка,boutique
578,Preis::N,питне,prix
579,Ware::N,миевкс,marchandise
580,Ware::N,рамавкс,marchandise
581,Nutzen::N,паро,profit
582,Nutzen::N,лезэ,profit
583,Reichtum::N,сюпавчи,richesse
584,Welt::N,мир,monde
585,Welt::N,мастор ланго,monde
586,Land::N,мастор,pays
587,Staat::N,государства,État
588,König::N,король,roi
589,Macht::N,азорксчи,pouvoir
590,Macht::N,азорксчи,puissance
591,Grenze::N,буен тешкс,frontière
592,Krieg::N,война,guerre
593,Feind::N,душман,ennemi
594,Gewalt::N,нарьгамо,violence
595,Kampf::N,тюрема,lutte
596,Kampf::N,тюрема,combat
597,Bogen[Waffe]::N,нал,arc
598,Pfeil::N,нал,flèche
599,Gewehr::N,ружия,fusil
600,Gewehr::N,винтовка,fusil
601,Fehler::N,ильведькс,faute
602,Fehler::N,ильведькс,erreur
603,Fehler::N,ильведевкс,faute
604,Fehler::N,ильведевкс,erreur
605,Lüge::N,манчема,mensonge
606,Lüge::N,кенгелема,mensonge
607,Schaden::N,зыян,dégât
608,Schaden::N,зыян,dommage
609,Unglück::N,зыян,malheur
610,Schuld::N,чумочи,faute
611,Schuld::N,чумочи,culpabilité
612,Alter::N,шка,âge
613,Schluss::N,пе,fin
614,Zeit::N,шка,temps
615,Zeit::N,пинге,temps
616,Tag::N,чи,jour
617,Tag::N,чи,journée
618,Morgen::N,валске,matin
619,Morgen::N,валске,matinée
620,Mittag::N,чикуншка,midi
621,Abend::N,чокшнэ,soir
622,Abend::N,чокшнэ,soirée
623,Nacht::N,ве,nuit
624,Woche::N,недля,semaine
625,Monat::N,ков,mois
626,Jahr::N,ие,an
627,Jahr::N,ие,année
628,Frühling::N,тундо,printemps
629,Sommer::N,кизэ,été
630,Herbst::N,сёксь,automne
631,Winter::N,теле,hiver
632,Januar::N,якшамков,janvier
633,Februar::N,февраль,février
634,März::N,март,mars
635,April::N,апрель,avril
636,Mai::N,май,mai
637,Juni::N,июнь,juin
638,Juli::N,июль,juillet
639,August::N,август,août
640,September::N,сентября,septembre
641,Oktober::N,октября,octobre
642,November::N,ноября,novembre
643,Dezember::N,декабря,décembre
644,Montag::N,пондельник,lundi
645,Dienstag::N,овторник,mardi
646,Mittwoch::N,серёда,mercredi
647,Donnerstag::N,цетьверьг,jeudi
648,Freitag::N,пеця,vendredi
649,Samstag::N,субута,samedi
650,Samstag::N,шлямочи,samedi
651,Sonntag::N,недлячи,dimanche
652,groß::A,ине,grand
653,groß::A,покш,grand
654,klein::A,вишка,petit
655,lang::A,кувака,long
656,kurz::A,нурькине,court
657,breit::A,келей,large
658,schmal::A,теине,étroit
659,dicht::A,тусто,dense
660,dick[Gegenstand]::A,эчке,épais
661,dünn::A,човине,mince
662,fein::A,човине,fin
663,fein::A,човине,menu
664,fest::A,кеме,ferme
665,fest::A,кеме,solide
666,flach::A,лапужа,plat
667,glatt::A,валаня,poli
668,glatt::A,валаня,lisse
669,hart::A,калгодо,dur
670,weich::A,чевте,mou
671,rund::A,кеверь,rond
672,spitz::A,пшти,aigu
673,spitz::A,пшти,pointu
674,scharf::A,пшти,tranchant
675,stumpf::A,ношка,mousse
676,stumpf::A,ношка,émoussé
677,schwer::A,стака,lourd
678,schwer::A,стака,pesant
679,schön::A,мазый,beau
680,heiß::A,пси,chaud
681,heiß::A,пси,très chaud
682,warm::A,лембе,chaud
683,kalt::A,якшамо,froid
684,kühl::A,экше,frais
685,frisch::A,свежа,frais
686,feucht::A,летьке,humide
687,nass::A,начко,mouillé
688,trocken::A,коське,sec
689,voll::A,пешксе,plein
690,voll::A,пешксе,rempli
691,leer::A,чаво,vide
692,offen::A,панжадо,ouvert
693,offen::A,виде,ouvert
694,geschlossen::A,пекстазь,clos
695,geschlossen::A,пекстазь,fermé
696,geschlossen::A,сёлгозь,clos
697,geschlossen::A,сёлгозь,fermé
698,sauber::A,ванькс,net
699,sauber::A,ванькс,propre
700,schmutzig::A,ливезев,sale
701,schmutzig::A,ливезев,crasseux
702,roh::A,верек,cru
703,roh::A,верек,brut
704,reif::A,кенерезь,mûr
705,lecker::A,тантей,délicieux
706,lecker::A,тантей,appétissant
707,süß::A,ламбамо,doux
708,bitter::A,сэпей,amer
709,sauer::A,чапамо,aigre
710,hell::A,валдо,clair
711,dunkel::A,чопода,sombre
712,schwarz::A,раужо,noir
713,weiß::A,ашо,blanc
714,rot::A,якстере,rouge
715,gelb::A,ожо,jaune
716,blau::A,сэнь,bleu
717,grün::A,пиже,vert
718,grau::A,шержев,gris
719,bunt::A,сёрмав,multicolore
720,billig::A,аволь питней,bon marché
721,teuer::A,питней,cher
722,wertvoll::A,питней,précieux
723,blind::A,сокор,aveugle
724,taub::A,амариця,sourd
725,kräftig::A,пек виев,fort
726,kräftig::A,пек виев,vigoureux
727,stark::A,виев,fort
728,stark::A,виев,puissant
729,schwach::A,лавшо,faible
730,fett::A,куя,gras
731,schlank::A,виде ронга,svelte
732,hübsch::A,мазый,joli
733,böse::A,кежей,mauvais
734,dumm::A,чавола,sot
735,dumm::A,чавола,bête
736,dumm::A,превтеме,sot
737,dumm::A,превтеме,bête
738,faul::A,нузякс,fainéant
739,faul::A,нузякс,paresseux
740,fleißig::A,мелень путыця,appliqué
741,geizig::A,скупой,avare
742,klug::A,превей,intelligent
743,geschickt::A,маштозь теезь,habile
744,lieb::A,вадря,cher
745,lieb::A,вадря,gentil
746,lustig::A,весёла,gai
747,lustig::A,весёла,joyeux
748,sanft::A,сэтьме,doux
749,hungrig::A,вачо,affamé
750,krank::A,сэредиця,malade
751,nackt::A,штапо,nu
752,traurig::A,нусманя,triste
753,lebendig::A,эриця,vivant
754,gut::A,паро,bon
755,schlecht::A,берянь,mauvais
756,richtig::A,виде,juste
757,richtig::A,виде,correct
758,schlimm::A,берянь,grave
759,schlimm::A,берянь,mauvais
760,wahr::A,алкуксонь,vrai
761,wahr::A,алкуксонь,véritable
762,alt::A,ташто,vieux
763,neu::A,од,neuf
764,neu::A,од,nouveau
765,ehemalig::A,икелень,ancien
766,alt[Lebewesen]::A,сыре,âgé
767,alt[Lebewesen]::A,сыре,vieux
768,jung::A,од,jeune
769,arm::A,кажов,pauvre
770,reich::A,сюпав,riche
771,bekannt::A,содавикс,connu
772,berühmt::A,содавикс,fameux
773,berühmt::A,содавикс,célèbre
774,fremd::A,лия,étranger
775,fremd::A,асодавикс,étranger
776,verschieden::A,эрьва,différent
777,nah::A,а васолонь,lié
778,nah::A,а васолонь,proche
779,fern::A,умонь,éloigné
780,fern::A,умонь,lointain
781,fern::A,кезэрень,éloigné
782,fern::A,кезэрень,lointain
783,linker::A,керш,gauche
784,rechter::A,вить,droit
785,anderer::A,лия,autre
786,erster::A,васень,premier
787,erster::A,васенце,premier
788,zweiter::A,омбоце,second
789,zweiter::A,омбоце,deuxième
790,dritter::A,колмоце,troisième
791,letzter::A,меельце,dernier
792,allein::ADV,башка,seul
793,allein::ADV,ськамонзо,seul
794,auf einmal::ADV,вейсэ,à la fois
795,zusammen::ADV,вейс,ensemble
796,zusammen::ADV,вейсэ,ensemble
797,lange::ADV,кувать,longtemps
798,plötzlich::ADV,апак учо,tout à coup
799,sofort::ADV,курок,immédiatement
800,sofort::ADV,нейке,immédiatement
801,später::ADV,мейле,plus tard
802,jetzt::ADV,ней,maintenant
803,heute::ADV,течи,aujourd'hui
804,morgen::ADV,ванды,demain
805,bald::ADV,курок,bientôt
806,dann::ADV,мейле,puis
807,dann::ADV,мейле,ensuite
808,dann::ADV,седе мейле,puis
809,dann::ADV,седе мейле,ensuite
810,gestern::ADV,исяк,hier
811,einst::ADV,весть,jadis
812,einst::ADV,весть,autrefois
813,einst::ADV,зярдо-бути,jadis
814,einst::ADV,зярдо-бути,autrefois
815,damals::ADV,сестэ,alors
816,damals::ADV,сестэ,à l'époque
817,danach::ADV,мейле,après
818,danach::ADV,мейле,ensuite
819,danach::ADV,седе мейле,après
820,danach::ADV,седе мейле,ensuite
821,vorher::ADV,васняяк,auparavant
822,zuerst::ADV,васня,d'abord
823,zuerst::ADV,васня,premièrement
824,einmal::ADV,весть,une fois
825,manchmal::ADV,лиясто,parfois
826,manchmal::ADV,лиясто,quelquefois
827,oft::ADV,сеетьстэ,souvent
828,immer::ADV,свал,toujours
829,niemals::ADV,а зярдояк,ne ... jamais
830,hier::ADV,тесэ,ici
831,hierhin::ADV,тей,par ici
832,von hier::ADV,тестэ,d'ici
833,dort::ADV,тосо,là
834,dort::ADV,тосо,là-bas
835,dorthin::ADV,тов,y
