,Concept_ID,uz,uk
803,aufstehen::V,qo'pmoq,встати
804,sich erholen::V,dam olmoq,відпочивати
805,krank werden::V,kasallanmoq,захворіти
806,krank sein::V,betob yotmoq,хворіти
807,schmerzen::V,og'rimoq,боліти
808,husten::V,yo'talmoq,кашляти
809,genesen::V,tuzalmoq,одужати
810,genesen::V,tuzalmoq,видужати
811,sterben::V,o'lmoq,померти
812,umkommen::V,halok bo'lmoq,згинути
813,sich bewegen::V,harakat qilmoq,рухатися
814,sich rühren::V,qimirlamoq,ворушитися
815,sich erheben::V,qo'pmoq,встати
816,sich setzen::V,o'tirmoq,сісти
817,hinfallen::V,yiqilmoq,упасти
818,laufen::V,yurmoq,ходити
819,schreiten::V,yurmoq,крокувати
820,spazierengehen::V,sayr ätmoq,гуляти
821,eilen::V,tezlamoq,спішити
822,sich beeilen::V,shoshmoq,поспішати
823,sausen::V,chopqillamoq,мчатися
824,rennen::V,yugurmoq,бігати
825,springen::V,sakramoq,скакати
826,springen::V,sakramoq,стрибати
827,klettern::V,yuqorilamoq,лазити
828,schaukeln::V,irg'amoq,гойдатися
829,kriechen::V,ämaklamoq,повзати
830,schwimmen::V,suzmoq,пливти
831,schwimmen::V,suzmoq,плавати
832,tauchen::V,chu'mmoq,пірнати
833,rudern::V,eshkak eshmoq,гребти
834,rudern::V,eshkak eshmoq,веслувати
835,fahren::V,haydamoq,їхати
836,fliegen::V,uchmoq,літати
837,gehen::V,bormoq,іти
838,weggehen::V,ketoq,піти
839,abfahren::V,jo'namoq,від’їхати
840,abfahren::V,jo'namoq,відправитися
841,anhalten::V,to'xtamoq,зупинитися
842,hineingehen::V,kirmoq,входити
843,eintreten::V,kirmoq,увійти
844,kommen::V,kelmoq,прийти
845,ankommen::V,etib kelmoq,прибути
846,zurückkommen::V,qaytib kelmoq,повернутися
847,bleiben::V,qolmoq,залишитися
848,warten::V,poylamoq,чекати
849,erwarten::V,kutmoq,чекати
850,suchen::V,izlamoq,шукати
851,finden::V,topmoq,знайти
852,versuchen::V,chalishmoq,випробовувати
853,vorbereiten::V,hozirlamoq,підготувати
854,lieben::V,sevmoq,любити
855,mögen::V,ardoqlamoq,любити
856,mögen::V,ardoqlamoq,подобатися
857,lachen::V,kulmoq,сміятися
858,rühren::V,ta'sirlantirmoq,розчулити
859,weinen::V,yig'lamoq,плакати
860,schimpfen::V,koyinmoq,лаятися
861,sich ärgern::V,g'azab qilmoq,сердитися
862,sich fürchten::V,hurkmoq,боятися
863,fürchten::V,qo'rqmoq,боятися
864,fliehen::V,qochmoq,тікати
865,flüchten::V,qochmoq,утекти
866,sehen::V,ko'rmoq,бачити
867,anschauen::V,razm solmoq,поглянути
868,ansehen::V,razm qilmoq,дивитися на
869,hören::V,äshitmoq,чути
870,zuhören::V,tinglamoq,слухати
871,probieren::V,tatib ko'rmoq,покуштувати
872,riechen::V,iskamoq,нюхати
873,fühlen::V,sezmoq,відчувати
874,scheinen::V,tuyilmoq,здаватися
875,zu sehen sein::V,ko'rinmoq,виднітися
876,vernehmen::V,äshitmoq,почути
877,frieren::V,sovuq qotmoq,мерзнути
878,tun::V,ätmoq,робити
879,können::V,-a olmoq,могти
880,können::V,-y olmoq,могти
881,wollen::V,istamoq,хотіти
882,anfangen::V,boshlamoq,почати
883,beenden::V,bitirmoq,закінчити
884,aufhören::V,tinmoq,перестати
885,gelingen::V,muvaffaqiyat qozonmoq,вдатися
886,geraten::V,bo'lmoq,опинитися
887,öffnen::V,ochmoq,відкрити
888,schließen::V,yopmoq,закрити
889,stellen::V,qo'ymoq,поставити
890,setzen::V,o'tqazmoq,посадити
891,legen::V,yotqizmoq,класти
892,berühren::V,tegmoq,чіпати
893,verbinden::V,ulamoq,зв’язати
894,bedecken::V,bekitmoq,покрити
895,aufhängen::V,ildirmoq,повісити
896,anzünden::V,yondirmoq,запалити
897,aufheben::V,ko'tarmoq,підняти
898,zurücklassen::V,ayrilmoq,залишити
899,verlieren::V,yo'qotmoq,загубити
900,fallen lassen::V,tushirmoq,упустити
901,machen::V,qilmoq,зробити
902,herstellen::V,chiqarmoq,виготовити
903,bauen::V,solmoq,будувати
904,reparieren::V,tuzatmoq,лагодити
905,verbessern::V,isloh qilmoq,поліпшити
906,ändern::V,o'zgartirmoq,змінити
907,graben::V,qazimoq,копати
908,beugen::V,bukmoq,зігнути
909,biegen::V,bukmoq,погнути
910,drehen::V,aylantirmoq,вертіти
911,wenden::V,burmoq,повернути
912,umdrehen::V,ag'darmoq,перевернути
913,heben::V,yuksaltirmoq,піднімати
914,hochheben::V,ko'tarmoq,підняти
915,ergreifen::V,tutamlamoq,схопити
916,halten::V,tutmoq,тримати
917,drücken::V,bosmoq,натискати
918,schieben::V,surmoq,пхати
919,schieben::V,surmoq,штовхати
920,kratzen::V,qashimoq,шкребти
921,lecken::V,mijimoq,лизати
922,beißen::V,tishlamoq,кусати
923,abreißen::V,emirmoq,відірвати
924,abschneiden::V,cho'rt kesmoq,відрізати
925,binden::V,bog'lamoq,в’язати
926,stecken::V,suqmoq,увіткнути
927,brechen::V,sindirmoq,зламати
928,klopfen::V,dukurlamoq,стукати
929,hauen::V,urmoq,бити
930,kleben::V,yopishtirmoq,клеїти
931,reiben::V,surkamoq,терти
932,streichen::V,surkamoq,намазати
933,schleifen::V,qayramoq,точити
934,schneiden::V,kesmoq,різати
935,rütteln::V,chayqamoq,хитати
936,schütteln::V,chayqamoq,трясти
937,schwenken::V,chayqatmoq,махати
938,schütten::V,quymoq,налити
939,füllen::V,to'ldirmoq,наповнити
940,einwickeln::V,chulg'amoq,загорнути
941,tragen::V,tashimoq,нести
942,schleppen::V,sudramoq,тягти
943,ziehen::V,tortmoq,тягнути
944,aufbewahren::V,tutmoq,зберігати
945,werfen::V,tashlamoq,кидати
946,fangen::V,tutmoq,ловити
947,packen::V,opqochmoq,схопити
948,verstecken::V,yashirmoq,сховати
949,teilen::V,bo'lmoq,розділити
950,schicken::V,yubormoq,посилати
951,bringen::V,keltirmoq,принести
952,hinzufügen::V,tirkamoq,додати
953,bekommen::V,olmoq,дістати
954,erhalten::V,olmoq,одержати
955,nehmen::V,olmoq,взяти
956,wählen::V,saylamoq,вибрати
957,auswählen::V,saylamoq,відібрати
958,bewahren::V,saqlamoq,зберегти
959,behindern::V,xalal bermoq,перешкоджати
960,verderben::V,xazon qilmoq,зіпсувати
961,beschädigen::V,buzmoq,зашкодити
962,zerbrechen::V,sindirmoq,розбити
963,zerreißen::V,yirtmoq,розірвати
964,zerstören::V,vayron qilmoq,зруйнувати
965,verbrennen::V,kuydirmoq,спалити
966,geben::V,bermoq,дати
967,reichen::V,bermoq,передати
968,schenken::V,sovg'a qilmoq,дарувати
969,versprechen::V,va'da bermoq,обіцяти
970,wünschen::V,orziqmoq,бажати
971,loben::V,maqtamoq,хвалити
972,küssen::V,o'pmoq,цілувати
973,wiegen::V,tebratmoq,качати
974,zudecken::V,yopmoq,накрити
975,wecken::V,uyg'otmoq,розбудити
976,zeigen::V,ko'rsatmoq,показати
977,führen::V,boshlik bo'lmoq,вести
978,lehren::V,o'rgatmoq,вчити
979,unterrichten::V,dars bermoq,викладати
980,aufziehen::V,o'stirmoq,виховати
981,leiten::V,boshqarmoq,керувати
982,antreiben::V,shoshiltirmoq,підганяти
983,lassen::V,ruxsat bermoq,змусити
984,einladen::V,taklif kilmoq,запросити
985,vereinigen::V,qo'shmoq,об’єднати
986,besuchen::V,mehmonga bormoq,завітати
987,besuchen::V,mehmonga bormoq,відвідати
988,treffen::V,duchor bo'lmoq,зустріти
989,sich versammeln::V,to'planmoq,зібратися
990,spielen::V,o'ynamoq,грати
991,singen::V,yalla qilmoq,співати
992,tanzen::V,raqs qilmoq,танцювати
993,sich trennen::V,yakkalanmoq,розлучитися
994,verlassen::V,qoldirmoq,покинути
995,retten::V,qutqazmoq,врятувати
996,bewachen::V,qo'rimoq,охороняти
997,schützen::V,yoniga olmoq,уберігати
998,verteidigen::V,yoqlamoq,захистити
999,sich schlagen::V,yoqalashmoq,битися
1000,sich schlagen::V,yoqalashmoq,дратися
1001,schießen::V,otmoq,стріляти
1002,siegen::V,engmoq,перемогти
1003,ärgern::V,jahl chiqarmoq,сердити
1004,schlagen::V,urmoq,ударити
1005,treten::V,tepmoq,штовхати
1006,stechen::V,qadamoq,вколоти
1007,stoßen::V,turtmoq,штовхнути
1008,stehlen::V,o'g'rilamoq,украсти
1009,stören::V,tebratmoq,перешкодити
1010,belästigen::V,g'ashini keltirmoq,докучати
1011,verbergen::V,berkitmoq,сховати
1012,täuschen::V,aldamoq,обдурити
1013,betrügen::V,tirriq qilmoq,зшахраювати
1014,töten::V,o'ldirmoq,убити
1015,wohnen::V,istiqomat qilmoq,жити
1016,wohnen::V,istiqomat qilmoq,мешкати
1017,arbeiten::V,ishlamoq,працювати
1018,sammeln::V,yig'moq,зібрати
1019,pflücken::V,termoq,зривати
1020,jagen::V,ov qilmoq,полювати
1021,fischen::V,baliq ovlamoq,рибалити
1022,fassen::V,ilinmoq,піймати
1023,hüten::V,boqtirmoq,пасти
1024,treiben::V,haydamoq,гнати
1025,anbinden::V,bog'lamoq,прив’язати
1026,füttern::V,edirmoq,годувати
1027,füttern::V,edirmoq,харчувати
1028,melken::V,sog'moq,доїти
1029,hacken::V,chopmoq,рубати
1030,gießen::V,oqizmoq,полити
1031,reifen::V,qizarmoq,дозріти
1032,zubereiten::V,pishirmoq,зготовити
1033,zubereiten::V,pishirmoq,приготувати
1034,kochen::V,qaynatmoq,варити
1035,kochen::V,qaynatmoq,готувати
1036,backen::V,yopmoq,пекти
1037,braten::V,qovurmoq,смажити
1038,umrühren::V,atalamoq,переміщати
1039,stricken::V,to'qimoq,в’язати
1040,nähen::V,tikmoq,шити
1041,färben::V,bo'yoqlamoq,пофарбувати
1042,reinigen::V,tozalamoq,очистити
1043,waschen::V,yuvmoq,мити
1044,abwischen::V,surkamoq,витерти
1045,spülen::V,chaymoq,полоскати
1046,fegen::V,cho'tkalamoq,підмітати
1047,kehren::V,supurmoq,мести
1048,baden::V,cho'milmoq,купатися
1049,sich waschen::V,yuvinmoq,митися
1050,ausziehen::V,echintirmoq,зняти
1051,anziehen::V,kiymoq,надіти
1052,sich anziehen::V,kiyinmoq,одягтися
1053,sich anziehen::V,kiyinmoq,одягнутися
1054,kämmen::V,taramoq,зачесати
1055,schmücken::V,yasatmoq,оздобити
1056,sagen::V,aytmoq,сказати
1057,sprechen::V,so'zlamoq,говорити
1058,reden::V,gapirmoq,розмовляти
1059,sich unterhalten::V,suhbatlashmoq,бесідувати
1060,fragen::V,so'ramoq,запитати
1061,bitten::V,iltimos qilmoq,просити
1062,erzählen::V,aytib bermoq,розповісти
1063,mitteilen::V,bildirmoq,повідомити
1064,nennen::V,atamoq,назвати
1065,rufen::V,chaqirmoq,кликати
1066,prahlen::V,gerdaymoq,хвалитися
1067,übersetzen::V,tarjima qilmoq,перекласти
1068,denken::V,o'ylamoq,думати
1069,denken::V,o'ylamoq,мислити
1070,glauben::V,ishonmoq,вірити
1071,bemerken::V,payqamoq,помітити
1072,erkennen::V,tanimoq,пізнати
1073,begreifen::V,tushunmoq,осягнути
1074,verstehen::V,anglamoq,почути
1075,lernen::V,o'qimoq,навчатися
1076,wissen::V,bilmoq,знати
1077,sich erinnern an::V,äsni tanimoq,пам’ятати
1078,vergessen::V,unutmoq,забути
1079,messen::V,o'lchamoq,міряти
1080,zählen::V,raqamlamoq,лічити
1081,rechnen::V,cho'tlamoq,рахувати
1082,lesen::V,o'qimoq,читати
1083,malen::V,rasm solmoq,малювати
1084,zeichnen::V,chizmoq,рисувати
1085,schreiben::V,yozmoq,писати
1086,besitzen::V,ägalamoq,мати
1087,kaufen::V,olmoq,купити
1088,verkaufen::V,sotmoq,продати
1089,bezahlen::V,to'lamoq,заплатити
1090,zahlen::V,to'lamoq,платити
1091,beherrschen::V,ägalamoq,володіти
1092,ertragen::V,chidamoq,витерпіти
