,Concept_ID,hr,ru
100,Hitze::N,vrućina,жара
101,Raureif::N,inje,иней
102,Regenbogen::N,duga,радуга
103,Donner::N,grom,гром
104,Donner::N,grmljavina,гром
105,Strömung::N,struja,течение
106,Strömung::N,strujanje,течение
107,Tropfen::N,kap,капля
108,Tropfen::N,kaplja,капля
109,Schaum::N,pjena,пена
110,Schmutz::N,nečistoća,грязь
111,Schmutz::N,prljavština,грязь
112,See::N,jezero,озеро
113,Sumpf::N,bara,топь
114,Moor::N,močvara,болото
115,Wiese::N,livada,луг
116,Wald::N,šuma,лес
117,Hügel::N,brijeg,холм
118,Hügel::N,brežuljak,холм
119,Anhöhe::N,uzvišica,возвышенность
120,Berg::N,brdo,гора
121,Gipfel::N,vrh,вершина
122,Höhle::N,pećina,пещера
123,Höhle::N,spilja,пещера
124,Abhang::N,obronak,склон
125,Abhang::N,nizbrdica,склон
126,Quelle::N,izvor,источник
127,Quelle::N,vrelo,источник
128,Bach::N,potok,ручей
129,Fluss::N,rijeka,река
130,Ufer::N,obala,берег
131,Küste::N,obala,побережье
132,Küste::N,morska obala,побережье
133,Festland::N,kopno,суша
134,Meer::N,more,море
135,Bucht::N,zaliv,бухта
136,Insel::N,ada,остров
137,Insel::N,otok,остров
138,Blume::N,cvijet,цветок
139,Gras::N,trava,трава
140,Wurzel::N,korijen,корень
141,Baum::N,drvo,дерево
142,Baum::N,stablo,дерево
143,Stamm::N,deblo,ствол
144,Stamm::N,stablo,ствол
145,Rinde::N,kora,кора
146,Ast::N,grana,сук
147,Zweig::N,grana,ветвь
148,Blatt::N,list,лист
149,Birke::N,breza,береза
150,Kiefer[Baum]::N,bor,сосна
151,Weide[Baum]::N,iva,ива
152,Weide[Baum]::N,vŕba,ива
153,Tanne::N,jela,ель
154,Horn::N,rog,рог
155,Feder::N,pero,перо
156,Fell::N,koža,шкура
157,Flügel::N,krilo,крыло
158,Klaue::N,papak,коготь
159,Kralle::N,pandža,лапа
160,Schwanz::N,rep,хвост
161,Ei::N,jaje,яйцо
162,Nest::N,gnijezdo,гнездо
163,Bau::N,jazbina,нора
164,Tier::N,životinja,животное
165,Herde::N,krdo,стадо
166,Herde::N,stado,стадо
167,Kuh::N,krava,корова
168,Bulle::N,bik,бык
169,Pferd::N,konj,лошадь
170,Schaf::N,ovca,овца
171,Schwein::N,svinja,свинья
172,Hund::N,pas,собака
173,Hund::N,pseto,собака
174,Katze::N,mačka,кошка
175,Bär::N,medvjed,медведь
176,Eichhörnchen::N,vjeverica,белка
177,Elch::N,los,лось
178,Fuchs::N,lisica,лиса
179,Hase::N,zec,заяц
180,Maus::N,miš,мышь
181,Wolf::N,vuk,волк
182,Wolf::N,kurjak,волк
183,Vogel::N,ptica,птица
184,Schwarm::N,roj,стая
185,Schwarm::N,jato,стая
186,Huhn::N,kokoš,курица
187,Hahn::N,kokot,петух
188,Hahn::N,pijevac,петух
189,Gans::N,guska,гусь
190,Adler::N,orao,орел
191,Ente::N,patka,утка
192,Eule::N,sova,сова
193,Kranich::N,ždral,журавль
194,Krähe::N,vrana,ворона
195,Kuckuck::N,kukavica,кукушка
196,Schwan::N,labud,лебедь
197,Fisch::N,riba,рыба
198,Barsch::N,grgeč,окунь
199,Hecht::N,štuka,щука
200,Schlange[Tier]::N,guja,змея
201,Schlange[Tier]::N,zmija,змея
202,Wurm::N,crv,червяк
203,Spinne::N,pauk,паук
204,Ameise::N,mrav,муравей
205,Laus::N,uš,вошь
206,Mücke::N,komarac,комар
207,Fliege::N,muha,муха
208,Schmetterling::N,leptir,бабочка
209,Beere::N,boba,ягода
210,Beere::N,bobica,ягода
211,Apfel::N,jabuka,яблоко
212,Pilz::N,pečurka,гриб
213,Zwiebel::N,luk,луковица
214,Zwiebel::N,kapula,луковица
215,Saat::N,sjemenje,семя
216,Korn::N,zrno,зерно
217,Heu::N,sijeno,сено
218,Schale::N,kora,шелуха
219,Schale::N,ljuska,шелуха
220,Grube::N,jama,яма
221,Falle::N,zamka,ловушка
222,Falle::N,klopka,ловушка
223,Schlinge::N,uzao,силок
224,Schlinge::N,petlja,силок
225,Spur::N,trag,след
226,Spur::N,slijed,след
227,Asche::N,pepeo,зола
228,Asche::N,pepeo,пепел
229,Dreck::N,blato,грязь
230,Eisen::N,željezo,железо
231,Gold::N,zlato,золото
232,Silber::N,srebro,серебро
233,Kohle::N,ugalj,уголь
234,Kohle::N,ugljen,уголь
235,Glas::N,staklo,стекло
236,Lehm::N,glina,глина
237,Lehm::N,ilovača,глина
238,Sand::N,pijesak,песок
239,Mensch::N,čovjek,человек
240,Mann::N,muškarac,мужчина
241,Frau::N,žena,женщина
242,Kind::N,čedo,ребенок
243,Kind::N,dijete,ребенок
244,Junge::N,momče,мальчик
245,Junge::N,dječak,мальчик
246,Mädchen::N,djevojka,девочка
247,Mädchen::N,djevojčica,девочка
248,Familie::N,obitelj,семья
249,Familie::N,porodica,семья
250,Großvater::N,djed,дедушка
251,Großmutter::N,baka,бабушка
252,Eltern::N,roditelji,родители
253,Vater::N,otac,отец
254,Mutter::N,majka,мать
255,Sohn::N,sin,сын
256,Tochter::N,kći,дочь
257,Tochter::N,kćerka,дочь
258,Bruder::N,brat,брат
259,Schwester::N,sestra,сестра
260,Onkel::N,čika,дядя
261,Onkel::N,ujak,дядя
262,Tante::N,ujna,тетя
263,Tante::N,tetka,тетя
264,Ehemann::N,muž,муж
265,Ehemann::N,suprug,муж
266,Ehefrau::N,žena,жена
267,Ehefrau::N,supruga,жена
268,Freude::N,radost,радость
269,Gelächter::N,grohot,смех
270,Glück::N,sreća,счастье
271,Kummer::N,jad,горе
272,Kummer::N,briga,горе
273,Wunsch::N,želja,желание
274,Lust::N,volja,влечение
275,Geist::N,duh,дух
276,Gedanke::N,misao,мысль
277,Gedächtnis::N,pamćenje,память
278,Verstand::N,um,ум
279,Verstand::N,razum,ум
280,Sinn::N,smisao,смысл
281,Sinn::N,značenje,смысл
282,Grund::N,razlog,повод
283,Wahrheit::N,istina,правда
284,Gespräch::N,razgovor,беседа
285,Märchen::N,bajka,сказка
286,Erzählung::N,priča,рассказ
287,Erzählung::N,pripovijest,рассказ
288,Nachricht::N,vijest,сообщение
289,Neuigkeit::N,novost,новость
290,Name::N,ime,имя
291,Rätsel::N,zagonetka,загадка
292,Rede::N,govor,речь
293,Rede::N,besjeda,речь
294,Sprache::N,jezik,язык
295,Stimme::N,glas,голос
296,Wort::N,riječ,слово
297,Zeichen::N,znak,знак
298,Ruf::N,povik,зов
299,Ruf::N,poklik,зов
300,Lärm::N,buka,шум
301,Lärm::N,galama,шум
302,Laut::N,zvuk,звук
303,Ton::N,ton,звучание
304,Lied::N,pjesma,песня
305,Ruhe::N,tišina,покой
306,Ruhe::N,počinak,покой
307,Leute::N,ljudi,люди
308,Volk::N,puk,народ
309,Volk::N,narod,народ
310,Arbeit::N,rad,работа
311,Arbeit::N,posao,работа
312,Gast::N,gost,гость
313,Geschenk::N,dar,подарок
314,Geschenk::N,poklon,подарок
315,Spiel::N,igra,игра
316,Gesellschaft::N,društvo,общество
317,Gesellschaft::N,kompanija,общество
318,Hilfe::N,pomoć,помощь
319,Freund::N,prijatelj,друг
320,Kamerad::N,drug,приятель
321,Kamerad::N,drugar,приятель
322,Angelegenheit::N,posao,дело
323,Anzahl::N,broj,количество
324,Anzahl::N,brojnost,количество
325,Art::N,vid,вид
326,Art::N,vrst,вид
327,Stück::N,komad,кусок
328,Teil::N,dio,часть
329,Hälfte::N,polovina,половина
330,Kreis::N,krug,круг
331,Kreuz::N,križ,крест
332,Linie::N,crta,линия
333,Strich::N,crta,черта
334,Abstand::N,razmak,промежуток
335,Abstand::N,odstojanje,промежуток
336,Entfernung::N,udaljenost,расстояние
337,Gegend::N,kraj,местность
338,Gegend::N,predeo,местность
339,Platz::N,mjesto,пространство
340,Ort::N,mjesto,место
341,Seite::N,bok,сторона
342,Seite::N,strana,сторона
343,Mitte::N,sredina,середина
344,Gegenstand::N,predmet,предмет
345,Sache::N,posao,вещь
346,Rand::N,rub,край
347,Rand::N,kraj,край
348,Kante::N,brid,ребро
349,Kante::N,ivica,ребро
350,Ecke::N,ugao,угол
351,Spitze::N,vrh,кончик
352,Spitze::N,šiljak,кончик
353,Ende::N,konac,конец
354,Loch::N,rupa,дыра
355,Winkel::N,kut,угол
356,Winkel::N,ugao,угол
357,Muster::N,uzor,узор
358,Größe::N,veličina,размер
359,Länge::N,duljina,длина
360,Höhe::N,visina,высота
361,Gewicht::N,težina,вес
362,Menge::N,mnoštvo,количество
363,Menge::N,količina,количество
364,Haufen::N,hrpa,куча
365,Haufen::N,gomila,куча
366,Reihe::N,red,ряд
367,Boot::N,čun,лодка
368,Boot::N,čamac,лодка
369,Ruder::N,veslo,весло
370,Schlitten::N,saone,сани
371,Ski::N,ski,лыжа
372,Ski::N,smučka,лыжа
373,Lagerfeuer::N,logorska vatra,костер
374,Last::N,tovar,тяжесть
375,Gang::N,hod,ход
376,Schritt::N,korak,шаг
377,Norden::N,sjever,север
378,Süden::N,jug,юг
379,Westen::N,zapad,запад
380,Osten::N,istok,восток
381,Holz::N,drvo,древесина
382,Brett::N,daska,доска
383,Platte::N,ploča,плита
384,Stütze::N,potpora,подпорка
385,Stange::N,motka,жердь
386,Stock::N,štap,палка
387,Stock::N,palica,палка
388,Stab::N,štap,шест
389,Stab::N,šipka,шест
390,Rohr::N,cijev,труба
391,Haus::N,kuća,дом
392,Heim::N,dom,дом
393,Ofen::N,peć,печь
394,Fußboden::N,pod,пол
395,Tisch::N,stol,стол
396,Tisch::N,trpeza,стол
397,Stuhl::N,stolac,стул
398,Stuhl::N,stolica,стул
399,Wiege::N,kolijevka,колыбель
400,Bett::N,krevet,постель
401,Bett::N,postelja,постель
402,Regal::N,polica,полка
403,Kiste::N,sanduk,ящик
404,Fenster::N,prozor,окно
405,Tür::N,vrata,дверь
406,Tor::N,vrata,ворота
407,Tor::N,kapija,ворота
408,Zaun::N,plot,забор
409,Zaun::N,ograda,забор
410,Dach::N,krov,крыша
411,Leiter::N,ljestve,лестница
412,Leiter::N,ljestvice,лестница
413,Besen::N,metla,метла
414,Spaten::N,ašov,лопата
415,Schaufel::N,lopata,совок
416,Gabel::N,viljuška,вилка
417,Löffel::N,žlica,ложка
418,Messer::N,nož,нож
419,Nagel::N,čavao,гвоздь
420,Netz::N,mreža,сеть
421,Haken::N,kuka,крюк
422,Griff::N,držak,ручка
423,Griff::N,ručica,ручка
424,Schloss::N,brava,замок
425,Bild::N,slika,картина
426,Figur::N,figura,фигура
427,Puppe::N,lutka,кукла
428,Beutel::N,kesa,мешок
429,Bündel::N,snop,связка
430,Bündel::N,svežanj,связка
431,Tasche::N,torba,сумка
432,Tasche::N,taška,сумка
433,Eimer::N,kabao,ведро
434,Deckel::N,poklopac,крышка
435,Geschirr::N,suđe,посуда
436,Geschirr::N,posuđe,посуда
437,Sack::N,džak,мешок
438,Sack::N,vreća,мешок
439,Tasse::N,šalica,чашка
440,Topf::N,lonac,кастрюля
441,Kessel::N,kazan,котел
442,Essen::N,obrok,еда
443,Nahrung::N,hrana,пища
444,Speise::N,jelo,блюдо
445,Speise::N,jelo,кушанье
446,Fleisch::N,meso,мясо
447,Getreide::N,žito,хлеб
448,Getreide::N,žitarice,хлеб
449,Brei::N,kaša,каша
450,Brot::N,kruh,хлеб
451,Scheibe::N,kriška,ломоть
452,Fett::N,mast,жир
453,Fett::N,salo,жир
454,Butter::N,buter,масло
455,Butter::N,maslac,масло
456,Öl::N,ulje,масло
457,Salz::N,sol,соль
458,Suppe::N,supa,суп
459,Honig::N,med,мед
460,Milch::N,mlijeko,молоко
461,Tee::N,čaj,чай
462,Leder::N,koža,кожа
463,Wolle::N,vuna,шерсть
464,Stoff::N,štof,ткань
465,Stoff::N,tkanina,ткань
466,Nadel::N,igla,игла
467,Faden::N,nit,нитка
468,Faden::N,konac,нитка
469,Knopf::N,dugme,пуговица
470,Knoten::N,čvor,узел
471,Knoten::N,uzao,узел
472,Farbe::N,farba,краска
473,Kleidung::N,odjeća,одежда
474,Hemd::N,košulja,рубашка
475,Kragen::N,ovratnik,воротник
476,Ärmel::N,rukav,рукав
477,Hose::N,hlače,брюки
478,Gürtel::N,pas,пояс
479,Gürtel::N,pojas,пояс
480,Mütze::N,kapa,шапка
481,Schuh::N,cipela,ботинок
482,Stiefel::N,čizma,сапог
483,Ring::N,prsten,кольцо
484,Band::N,vrpca,лента
485,Kamm::N,češalj,расческа
486,Spiegel::N,zrcalo,зеркало
487,Spiegel::N,ogledalo,зеркало
488,Riemen::N,kaiš,ремень
489,Riemen::N,remen,ремень
490,Schnur::N,vrpca,веревка
491,Leine::N,uzica,поводок
492,Decke::N,ćebe,одеяло
493,Decke::N,pokrivač,одеяло
494,Kissen::N,jastuk,подушка
495,Tuch::N,rubac,платок
496,Tuch::N,marama,платок
497,Handtuch::N,ručnik,полотенце
498,Kraft::N,snaga,сила
499,Stärke::N,jakost,крепость
500,Gesundheit::N,zdravlje,здоровье
501,Krankheit::N,bolest,болезнь
502,Schmerz::N,bol,боль
503,Wunde::N,rana,рана
504,Fieber::N,groznica,лихорадка
505,Fieber::N,groznica,температура
506,Arznei::N,lijek,лекарство
507,Brücke::N,most,мост
508,Brücke::N,ćuprija,мост
509,Brunnen::N,bunar,колодец
510,Brunnen::N,zdenac,колодец
511,Weide::N,paša,пастбище
512,Weide::N,pašnjak,пастбище
513,Pfad::N,staza,тропа
514,Weg::N,put,путь
515,Weg::N,put,дорога
516,Straße::N,drum,улица
517,Straße::N,drum,дорога
518,Straße::N,cesta,улица
519,Straße::N,cesta,дорога
520,Dorf::N,selo,деревня
521,Stadt::N,grad,город
522,Stadt::N,varoš,город
523,Brief::N,list,письмо
524,Brief::N,pismo,письмо
525,Buch::N,knjiga,книга
526,Buchstabe::N,slovo,буква
527,Zeitung::N,novine,газета
528,Leben::N,život,жизнь
529,Tod::N,smrt,смерть
530,Grab::N,raka,могила
531,Kirche::N,crkva,церковь
532,Sünde::N,grijeh,грех
533,Gott::N,bog,бог
534,Arbeiter::N,radnik,рабочий
535,Chef::N,šef,начальник
536,Meister::N,majstor,мастер
537,Arzt::N,liječnik,врач
538,Lehrer::N,učitelj,учитель
539,Geld::N,novac,деньги
540,Geschäft::N,posao,занятие
541,Geschäft::N,trgovina,занятие
542,Laden::N,dućan,магазин
543,Preis::N,cijena,цена
544,Ware::N,roba,товар
545,Nutzen::N,korist,выгода
546,Reichtum::N,bogatstvo,богатство
547,Welt::N,svijet,мир
548,Land::N,zemlja,страна
549,Staat::N,država,государство
550,König::N,kralj,король
551,Macht::N,moć,власть
552,Macht::N,vlast,власть
553,Grenze::N,granica,граница
554,Krieg::N,rat,война
555,Feind::N,neprijatelj,враг
556,Gewalt::N,sila,насилие
557,Gewalt::N,nasilje,насилие
558,Kampf::N,boj,борьба
559,Kampf::N,borba,борьба
560,Bogen[Waffe]::N,luk,лук
561,Pfeil::N,strijela,стрела
562,Gewehr::N,puška,ружье
563,Fehler::N,pogreška,ошибка
564,Fehler::N,griješka,ошибка
565,Lüge::N,laž,ложь
566,Schaden::N,šteta,вред
567,Unglück::N,nesreća,беда
568,Schuld::N,krivnja,вина
569,Alter::N,dob,возраст
570,Schluss::N,kraj,окончание
571,Schluss::N,konac,окончание
572,Zeit::N,doba,время
573,Zeit::N,vrijeme,время
574,Tag::N,dan,день
575,Morgen::N,jutro,утро
576,Mittag::N,podne,полдень
577,Abend::N,veče,вечер
578,Abend::N,večer,вечер
579,Nacht::N,noć,ночь
580,Woche::N,sedmica,неделя
581,Monat::N,mjesec,месяц
582,Jahr::N,godina,год
583,Frühling::N,proljeće,весна
584,Sommer::N,ljeto,лето
585,Herbst::N,jesen,осень
586,Winter::N,zima,зима
587,Januar::N,januar,январь
588,Januar::N,siječanj,январь
589,Februar::N,veljača,февраль
590,Februar::N,februar,февраль
591,März::N,mart,март
592,März::N,ožujak,март
593,April::N,april,апрель
594,April::N,travanj,апрель
595,Mai::N,maj,май
596,Mai::N,svibanj,май
597,Juni::N,juni,июнь
598,Juni::N,lipanj,июнь
599,Juli::N,juli,июль
600,Juli::N,srpanj,июль
601,August::N,august,август
602,August::N,kolovoz,август
603,September::N,rujan,сентябрь
604,September::N,septembar,сентябрь
605,Oktober::N,oktobar,октябрь
606,Oktober::N,listopad,октябрь
607,November::N,studeni,ноябрь
608,November::N,novembar,ноябрь
609,Dezember::N,prosinac,декабрь
610,Montag::N,ponedjeljak,понедельник
611,Montag::N,ponedjeljnik,понедельник
612,Dienstag::N,utorak,вторник
613,Dienstag::N,utornik,вторник
614,Mittwoch::N,srijeda,среда
615,Donnerstag::N,četvrtak,четверг
616,Freitag::N,petak,пятница
617,Samstag::N,subota,суббота
618,Sonntag::N,nedjelja,воскресенье
619,groß::A,velik,большой
620,klein::A,mali,маленький
621,klein::A,malen,маленький
622,lang::A,dug,длинный
623,lang::A,dugačak,длинный
624,kurz::A,kratak,короткий
625,breit::A,širok,широкий
626,schmal::A,uski,узкий
627,schmal::A,uzak,узкий
628,dicht::A,gust,густой
629,dick[Gegenstand]::A,debeo,толстый
630,dünn::A,tanak,тонкий
631,fein::A,fin,тонкий
632,fein::A,tanak,тонкий
633,fest::A,čvrst,крепкий
634,flach::A,ravan,плоский
635,flach::A,plosnat,плоский
636,glatt::A,gladak,гладкий
637,hart::A,tvrd,твердый
638,weich::A,mek,мягкий
639,weich::A,mekan,мягкий
640,rund::A,okrugao,круглый
641,spitz::A,oštar,остроконечный
642,spitz::A,šiljast,остроконечный
643,scharf::A,oštar,острый
644,scharf::A,bridak,острый
645,stumpf::A,tup,тупой
646,schwer::A,težak,тяжелый
647,schön::A,krasan,красивый
648,heiß::A,vruć,жаркий
649,warm::A,topao,теплый
650,kalt::A,hladan,холодный
651,kühl::A,hladan,прохладный
652,frisch::A,svjež,свежий
653,feucht::A,vlažan,влажный
654,nass::A,mokar,мокрый
655,trocken::A,suh,сухой
656,voll::A,pun,полный
657,voll::A,pun,наполненный
658,leer::A,prazan,пустой
659,offen::A,otvoren,открытый
660,geschlossen::A,zatvoren,закрытый
661,sauber::A,čist,чистый
662,schmutzig::A,nečist,грязный
663,schmutzig::A,blatan,грязный
664,roh::A,sirov,сырой
665,reif::A,zreo,зрелый
666,lecker::A,tečan,вкусный
667,lecker::A,ukusan,вкусный
668,süß::A,sladak,сладкий
669,bitter::A,gorak,горький
670,sauer::A,kiseo,кислый
671,hell::A,vedar,светлый
672,hell::A,svijetao,светлый
673,dunkel::A,taman,темный
674,schwarz::A,crn,черный
675,weiß::A,bio,белый
676,weiß::A,bijel,белый
677,rot::A,crven,красный
678,gelb::A,žut,желтый
679,blau::A,plav,синий
680,blau::A,modar,синий
681,grün::A,zelen,зеленый
682,grau::A,siv,серый
683,bunt::A,šaren,пестрый
684,billig::A,jeftin,дешевый
685,teuer::A,skup,дорогой
686,wertvoll::A,vrijedan,ценный
687,wertvoll::A,dragocjen,ценный
688,blind::A,slijep,слепой
689,taub::A,gluh,глухой
690,kräftig::A,snažan,могучий
691,stark::A,jak,сильный
692,stark::A,snažan,сильный
693,schwach::A,slab,слабый
694,fett::A,pretio,жирный
695,schlank::A,vitak,стройный
696,hübsch::A,zgodan,прелестный
697,böse::A,zao,злой
698,böse::A,opak,злой
699,dumm::A,glup,глупый
700,faul::A,lijen,ленивый
701,fleißig::A,radin,прилежный
702,fleißig::A,marljiv,прилежный
703,geizig::A,škrt,жадный
704,klug::A,razborit,умный
705,geschickt::A,vješt,искусный
706,lieb::A,drag,милый
707,lustig::A,veseo,веселый
708,sanft::A,blag,нежный
709,hungrig::A,gladan,голодный
710,krank::A,bolestan,больной
711,nackt::A,nag,голый
712,traurig::A,tužan,грустный
713,traurig::A,žalostan,грустный
714,lebendig::A,živ,живой
715,gut::A,dobar,хороший
716,schlecht::A,loš,плохой
717,schlecht::A,rđav,плохой
718,richtig::A,tačan,правильный
719,richtig::A,ispravan,правильный
720,schlimm::A,zao,отвратительный
721,schlimm::A,zao,мерзкий
722,schlimm::A,zločest,отвратительный
723,schlimm::A,zločest,мерзкий
724,wahr::A,istinit,настоящий
725,alt::A,star,старый
726,neu::A,nov,новый
727,ehemalig::A,bivši,бывший
728,alt[Lebewesen]::A,star,пожилой
729,jung::A,mlad,молодой
730,arm::A,ubog,бедный
731,arm::A,siromašan,бедный
732,reich::A,bogat,богатый
733,bekannt::A,poznat,знакомый
734,berühmt::A,čuven,знаменитый
735,berühmt::A,slavan,знаменитый
736,fremd::A,tuđ,чужой
737,fremd::A,stran,чужой
738,verschieden::A,razan,разный
739,verschieden::A,različan,разный
740,nah::A,blizak,близкий
741,fern::A,dalek,далекий
742,fern::A,daljnji,далекий
743,linker::A,lijevi,левый
744,rechter::A,desni,правый
745,anderer::A,drugi,другой
746,anderer::A,drugačiji,другой
747,erster::A,prvi,первый
748,zweiter::A,drugi,второй
749,dritter::A,treći,третий
750,letzter::A,zadnji,последний
751,allein::ADV,sam,один
752,auf einmal::ADV,istodobno,сразу
753,zusammen::ADV,skupa,вместе
754,zusammen::ADV,zajedno,вместе
755,lange::ADV,dugo,долго
756,plötzlich::ADV,naglo,вдруг
757,plötzlich::ADV,iznenada,вдруг
758,sofort::ADV,odmah,тотчас
759,später::ADV,kasnije,позже
760,jetzt::ADV,sad,сейчас
761,jetzt::ADV,sada,сейчас
762,heute::ADV,danas,сегодня
763,morgen::ADV,sutra,завтра
764,bald::ADV,skoro,скоро
765,bald::ADV,doskora,скоро
766,dann::ADV,zatim,потом
767,gestern::ADV,juče,вчера
768,gestern::ADV,jučer,вчера
769,einst::ADV,negda,однажды
770,einst::ADV,nekada,однажды
771,damals::ADV,tada,тогда
772,damals::ADV,onda,тогда
773,danach::ADV,poslije,затем
774,danach::ADV,nakon toga,затем
775,vorher::ADV,prije,раньше
776,vorher::ADV,prije toga,раньше
777,zuerst::ADV,prvo,сперва
778,zuerst::ADV,najprije,сперва
779,einmal::ADV,jednom,раз
780,einmal::ADV,jedanput,раз
781,manchmal::ADV,katkad,иногда
782,manchmal::ADV,katkada,иногда
783,oft::ADV,često,часто
784,immer::ADV,vazda,всегда
785,immer::ADV,uvijek,всегда
786,niemals::ADV,nikad,никогда
787,niemals::ADV,nikada,никогда
788,hier::ADV,tu,здесь
789,hier::ADV,ovdje,здесь
790,hierhin::ADV,amo,сюда
791,hierhin::ADV,ovamo,сюда
792,von hier::ADV,odavde,отсюда
793,dort::ADV,ondje,там
794,dorthin::ADV,onamo,туда
795,geradeaus::ADV,ravno,прямо
796,vorwärts::ADV,naprijed,вперед
797,rückwärts::ADV,natrag,назад
798,zurück::ADV,nazad,обратно
799,zurück::ADV,natrag,обратно
800,unten::ADV,dolje,внизу
801,hinab::ADV,nizbrdo,вниз
802,oben::ADV,gore,наверху
803,hinauf::ADV,uzbrdo,вверх
804,überall::ADV,svuda,везде
805,überall::ADV,svagdje,везде
806,nicht::ADV,ne,не
807,ein wenig::ADV,malo,немного
808,kaum::ADV,tek,едва
809,kaum::ADV,jedva,едва
810,sehr::ADV,jako,очень
811,sehr::ADV,veoma,очень
812,so::ADV,tako,так
813,so::ADV,ovako,так
814,noch::ADV,još,еще
815,nur::ADV,samo,только
816,schon::ADV,već,уже
817,wieder::ADV,opet,опять
818,wieder::ADV,ponovo,опять
819,vergebens::ADV,uzalud,напрасно
820,vergebens::ADV,zabadava,напрасно
821,vor::PRP,pred,перед
822,vor::PRP,ispred,перед
823,hinter::PRP,za,за
824,hinter::PRP,za,позади
825,hinter::PRP,iza,за
826,hinter::PRP,iza,позади
827,unter::PRP,pod,под
828,unter::PRP,ispod,под
829,durch::PRP,po,сквозь
830,durch::PRP,kroz,сквозь
831,neben::PRP,kraj,возле
832,neben::PRP,pored,возле
833,neben::PRP,pokraj,возле
834,zwischen::PRP,među,между
835,zwischen::PRP,između,между
836,wegen::PRP,radi,из-за
837,wegen::PRP,zbog,из-за
838,dies::PRN,ovo,это
839,das::PRN,to,то
840,das::PRN,ono,то
841,alles::PRN,sve,все
842,ich::PRN,ja,я
843,du::PRN,ti,ты
844,er::PRN,on,он
845,wir::PRN,mi,мы
846,ihr::PRN,vi,вы
847,sie::PRN,oni,они
848,was::FPRN,što,что
849,wer::FPRN,tko,кто
850,wo::FADV,gdje,где
851,wohin::FADV,kuda,куда
852,wohin::FADV,kamo,куда
853,wie::FADV,kako,как
854,warum::FADV,zašto,почему
855,wieviel::FNUM,koliko,сколько
856,eins::NUM,jedan,один
