,Concept_ID,kl,ja
215,Frau::N,arnaq,女性
216,Kind::N,meeraq,子
217,Kind::N,meeraq,子供
218,Junge::N,nukappiaraq,男の子
219,Mädchen::N,arnannguaq,女の子
220,Familie::N,ilaqutakka,家族
221,Familie::N,ilaqutariit,家族
222,Großvater::N,aatak,祖父
223,Großvater::N,aatak,おじいさん
224,Großmutter::N,aanaq,祖母
225,Großmutter::N,aanaq,おばあさん
226,Eltern::N,angajoqqaat,親
227,Eltern::N,angajoqqaat,両親
228,Vater::N,ataata,父
229,Vater::N,ataata,お父さん
230,Vater::N,ataataq,父
231,Vater::N,ataataq,お父さん
232,Mutter::N,anaana,母
233,Mutter::N,anaana,お母さん
234,Sohn::N,erneq,息子
235,Sohn::N,erneq,息子さん
236,Tochter::N,panik,娘
237,Tochter::N,panik,お嬢さん
238,Bruder::N,ani,弟
239,Bruder::N,aqqaluk,弟
240,Bruder::N,qatanngut,弟
241,Schwester::N,naja,妹
242,Schwester::N,aleqa,妹
243,Schwester::N,qatanngut,妹
244,Onkel::N,akkak,伯父
245,Onkel::N,akkak,伯父さん
246,Tante::N,aja,叔母
247,Tante::N,aja,叔母さん
248,Tante::N,ajak,叔母
249,Tante::N,ajak,叔母さん
250,Tante::N,atsak,叔母
251,Tante::N,atsak,叔母さん
252,Ehemann::N,ui,夫
253,Ehemann::N,ui,主人
254,Ehefrau::N,nuliaq,妻
255,Ehefrau::N,nuliaq,奥さん
256,Freude::N,tipaatsussuseq,喜び
257,Gelächter::N,illaq,笑い
258,Glück::N,usornaat,幸せ
259,Glück::N,usornarsuseq,幸せ
260,Wunsch::N,kissaat,希望
261,Lust::N,illigussuseq,気
262,Lust::N,piummaseq,気
263,Geist::N,anerneq,精神
264,Geist::N,toornaq,精神
265,Gedanke::N,isumassaq,考え
266,Gedächtnis::N,eqqaamannissuseq,記憶
267,Verstand::N,isuma,理解力
268,Verstand::N,sianissut,理解力
269,Verstand::N,misigissut,理解力
270,Verstand::N,sianissuseq,理解力
271,Verstand::N,silaqassuseq,理解力
272,Sinn::N,isuma,意味
273,Grund::N,patsit,理由
274,Wahrheit::N,sallusuissut,真実
275,Märchen::N,oqalualaarut,童話
276,Märchen::N,oqaluasaaq,童話
277,Erzählung::N,oqaluttuaq,物語
278,Nachricht::N,oqaassut,報告
279,Nachricht::N,oqqersuut,報告
280,Neuigkeit::N,tusarnartaq,ニュース
281,Name::N,ateq,名前
282,Rätsel::N,nalorsitsaarut,謎
283,Rede::N,oqaluuseq,演説
284,Sprache::N,oqaatsit,言語
285,Stimme::N,erinaq,声
286,Stimme::N,qarluuseq,声
287,Wort::N,oqaasii,言葉
288,Zeichen::N,nalunaaqqut,記号
289,Ruf::N,qaaqqussut,呼び声
290,Lärm::N,perpaluk,騒音
291,Laut::N,torsukattak,音
292,Ton::N,erinaq,音
293,Lied::N,taalliaq,歌
294,Lied::N,erinarsuut,歌
295,Ruhe::N,qatsunganeq,静けさ
296,Leute::N,inuiak,人々
297,Leute::N,inuiaqatigiit,人々
298,Volk::N,inuiaat,民族
299,Arbeit::N,suliaq,仕事
300,Gast::N,qaaqqusaq,客
301,Geschenk::N,pajugut,贈り物
302,Hilfe::N,annertoqqut,援助
303,Freund::N,tiliaq,友達
304,Freund::N,ikinngut,友達
305,Kamerad::N,tiliaq,同志
306,Kamerad::N,ikinngut,同志
307,Art::N,ileqquuseq,種類
308,Stück::N,nakkaalaniku,部分
309,Teil::N,tassiaasat,部分
310,Hälfte::N,affaq,半分
311,Kreis::N,kaajaluinneq or kaajaluitsoq,円
312,Kreuz::N,sanningasulik,十字
313,Linie::N,tittaq,線
314,Linie::N,titarneq,線
315,Abstand::N,aku,距離
316,Abstand::N,ikiaq,距離
317,Entfernung::N,asi,距離
318,Gegend::N,nuna,辺
319,Gegend::N,nuna,地域
320,Platz::N,ini,ゆとり
321,Platz::N,inissaq,ゆとり
322,Ort::N,sumiiffik,所
323,Ort::N,sumiiffik,場所
324,Seite::N,saneraq,横
325,Mitte::N,qiteq,真ん中
326,Sache::N,pigisaq,物
327,Rand::N,sini,端
328,Rand::N,akerfineq,端
329,Kante::N,akerfineq,縁
330,Ecke::N,teqeqqoq,角
331,Ecke::N,tikeqqoq,角
332,Spitze::N,inngik,先頭
333,Ende::N,isu,端
334,Loch::N,putu,穴
335,Winkel::N,teqeqqorissaat,片隅
336,Muster::N,ilisserut,模様
337,Größe::N,angissuseq,大きさ
338,Länge::N,takissuseq,長さ
339,Gewicht::N,oqimaalutaq,重さ
340,Menge::N,amerlassuseq,量
341,Haufen::N,eqimattat,堆積
342,Reihe::N,allunaasaq,並び
343,Boot::N,qajaq,ボート
344,Boot::N,angallat,ボート
345,Boot::N,umiatsiaq,ボート
346,Ruder::N,iput,オール
347,Schlitten::N,qamutit,そり
348,Schlitten::N,qimusseq,そり
349,Ski::N,ataarut,スキー
350,Last::N,nammagaq,荷物
351,Schritt::N,allorneq,歩
352,Norden::N,avannaq,北
353,Süden::N,qava,南
354,Süden::N,kujat,南
355,Süden::N,kujataa,南
356,Westen::N,kitaa,西
357,Osten::N,kangi,東
358,Holz::N,qisuk,木
359,Holz::N,qisuk,木材
360,Brett::N,salliligaq,板
361,Platte::N,qaateq,盤
362,Stütze::N,ajagutaq,支柱
363,Stütze::N,ajaagutaq,支柱
364,Stange::N,kaaviffik,棒
365,Stock::N,ajaappissat,杖
366,Stab::N,ajaappissat,棒
367,Rohr::N,sullulik,管
368,Haus::N,illu,家
369,Ofen::N,kissarsuut,ストーブ
370,Fußboden::N,nateq,床
371,Tisch::N,allattarfik,机
372,Stuhl::N,issiavik,椅子
373,Stuhl::N,issiaffik,椅子
374,Wiege::N,uaasoq,揺籃
375,Bett::N,nallavik,ベッド
376,Regal::N,ilisivik,棚
377,Kiste::N,sakissat,箱
378,Kiste::N,illerfiusaq,箱
379,Fenster::N,aki,窓
380,Fenster::N,igalaaq,窓
381,Tür::N,matu,戸
382,Tür::N,matu,ドア
383,Tor::N,isaaffik,門
384,Zaun::N,saputit,垣根
385,Dach::N,qaliaq,屋根
386,Leiter::N,tummeqqat,梯子
387,Leiter::N,majuartarfiit,梯子
388,Besen::N,saligutit,ほうき
389,Spaten::N,nivaataq,スコップ
390,Schaufel::N,nivaataq,シャベル
391,Gabel::N,qilluaq,フォーク
392,Gabel::N,ajassaatit,フォーク
393,Löffel::N,alussaat,スプーン
394,Messer::N,savik,ナイフ
395,Nagel::N,kukik,釘
396,Netz::N,anguffaseq,網
397,Haken::N,nissik,鉤
398,Haken::N,nissik,フック
399,Haken::N,qarsorsaq,鉤
400,Haken::N,qarsorsaq,フック
401,Haken::N,qarsorsartoq,鉤
402,Haken::N,qarsorsartoq,フック
403,Griff::N,ipi,取っ手
404,Schloss::N,illussaarsuaq,錠
405,Bild::N,assiliaq,絵
406,Figur::N,kisitsit,像
407,Puppe::N,inuusaq,人形
408,Bündel::N,qilertaq,束
409,Bündel::N,qilertaq,包み
410,Tasche::N,pooqattaq,かばん
411,Deckel::N,matu,蓋
412,Geschirr::N,anut,食器
413,Tasse::N,tiitorfik,カップ
414,Tasse::N,tiitorfiup ilorlia,カップ
415,Topf::N,qoqqoq,鍋
416,Kessel::N,uunnaavik,釜
417,Essen::N,igaaq,食事
418,Nahrung::N,neqissaq,食物
419,Speise::N,nerisassat,料理
420,Fleisch::N,neqi,肉
421,Getreide::N,maannineq,麦
422,Getreide::N,maannineq,穀物
423,Brot::N,iffit,パン
424,Brot::N,iffiaq,パン
425,Scheibe::N,igalaassiaq,枚
426,Scheibe::N,igalaassiaq,切れ
427,Fett::N,tarnutissaq,脂肪
428,Fett::N,tarnutissiaq,脂肪
429,Butter::N,punneq,バター
430,Öl::N,uulia,油
431,Salz::N,taratsut,塩
432,Suppe::N,qajoq,スープ
433,Honig::N,tungusunnitsuut,蜂蜜
434,Milch::N,immuk,牛乳
435,Tee::N,tii,茶
436,Tee::N,tii,お茶
437,Tee::N,teeq,茶
438,Tee::N,teeq,お茶
439,Wolle::N,nuersagassiaq,毛糸
440,Stoff::N,milliaq,布
441,Stoff::N,qarlissiaq,布
442,Nadel::N,meqqut,針
443,Faden::N,ujalussiaq,糸
444,Knopf::N,attat,ボタン
445,Knoten::N,akeroq,結び目
446,Knoten::N,qilerneq,結び目
447,Farbe::N,qalipaat,ペンキ
448,Kleidung::N,atisat,衣服
449,Kleidung::N,annoraaq,衣服
450,Hemd::N,ilupaaq,シャツ
451,Kragen::N,qungasiinnaq,襟
452,Ärmel::N,aaq,袖
453,Hose::N,qarliit,ズボン
454,Gürtel::N,qiterut,帯
455,Gürtel::N,qiterut,ベルト
456,Gürtel::N,unngersaq,帯
457,Gürtel::N,unngersaq,ベルト
458,Mütze::N,nasaq,帽子
459,Schuh::N,skuu,靴
460,Schuh::N,ikernuk,靴
461,Schuh::N,ateraasaq,靴
462,Stiefel::N,kamik,ブーツ
463,Ring::N,assammiu,輪
464,Band::N,qilerutissiaq,リボン
465,Kamm::N,illaagutit,櫛
466,Kamm::N,illaajaatit pl.,櫛
467,Spiegel::N,tarrarsuut,鏡
468,Riemen::N,allunaaq,緒
469,Schnur::N,kujaaq,紐
470,Schnur::N,allunaasaq,紐
471,Leine::N,aleq,綱
472,Decke::N,qipik,掛け布団
473,Kissen::N,akit,枕
474,Tuch::N,qarlissiaq,スカーフ
475,Handtuch::N,allarut,タオル
476,Handtuch::N,allarterut,タオル
477,Kraft::N,pissak,力
478,Stärke::N,qerattarsaat,強さ
479,Gesundheit::N,peqqisusseq,健康
480,Krankheit::N,nappaat,病気
481,Schmerz::N,anniaat,痛み
482,Wunde::N,iki,傷
483,Fieber::N,nappaat qanimanartoq,熱
484,Arznei::N,imigassaq,薬
485,Brücke::N,ikaartarfik,橋
486,Brunnen::N,tissaluttuliaq,井戸
487,Weide::N,masarsuk,牧場
488,Pfad::N,aqqut,小路
489,Weg::N,aggerfik,道
490,Straße::N,aqqusineq,街道
491,Dorf::N,nunaqarfik,村
492,Stadt::N,illorpaat,町
493,Stadt::N,illorpaat,都市
494,Stadt::N,illorpalik,町
495,Stadt::N,illorpalik,都市
496,Brief::N,allagarsiaq,手紙
497,Buch::N,atuakkat,本
498,Buch::N,mappersagaq,本
499,Buchstabe::N,naqinneq,文字
500,Zeitung::N,aviisi,新聞
501,Leben::N,inuussuseq,生活
502,Tod::N,toqu,死
503,Tod::N,toquneq,死
504,Grab::N,iliveq,墓
505,Grab::N,illissat,墓
506,Kirche::N,oqaluffik,教会
507,Sünde::N,ajorti,罪
508,Arbeiter::N,sulisoq,労働者
509,Chef::N,ittoqut,上司
510,Meister::N,naalagaq,達人
511,Meister::N,naalagaq,マイスター
512,Arzt::N,katsorsaasoq,医者
513,Lehrer::N,ilinniartitsisoq,先生
514,Geld::N,aningaasat,金
515,Geschäft::N,niuertarfik,取り引き
516,Laden::N,niuertarfik,店
517,Preis::N,aki,値段
518,Ware::N,qaliata pii,商品
519,Ware::N,nioqqutissaq,商品
520,Nutzen::N,iluaqut,利益
521,Welt::N,nunarsuaq,世界
522,Land::N,nuna,国
523,König::N,kunngi,国王
524,Macht::N,pissaassuseq,権力
525,Grenze::N,killik,国境
526,Krieg::N,sorsunneq,戦争
527,Feind::N,akeraq,敵
528,Feind::N,akerartorti,敵
529,Feind::N,qinngarsuisoq,敵
530,Kampf::N,sorsunneq,戦い
531,Pfeil::N,qalugiusaq,矢
532,Gewehr::N,aallaat,銃
533,Fehler::N,kukkuneq,間違い
534,Fehler::N,paarlaappaa,間違い
535,Unglück::N,perluut,不幸
536,Schuld::N,akiitsugaq,罪
537,Schuld::N,akiligassaq,罪
538,Alter::N,utoqqaq,年
539,Alter::N,utoqqaq,年齢
540,Schluss::N,isu,終わり
541,Zeit::N,ulloq,時
542,Zeit::N,ulloq,時間
543,Zeit::N,akuttoqatigiinneq,時
544,Zeit::N,akuttoqatigiinneq,時間
545,Tag::N,ulloq,日
546,Morgen::N,ullaaq,朝
547,Mittag::N,ulloqeqqa,昼
548,Abend::N,unnuk,晩
549,Abend::N,unnuk,夕方
550,Nacht::N,unnuaq,夜
551,Woche::N,sapaatip akunnera,週
552,Monat::N,qaammat,月
553,Jahr::N,ukioq,年
554,Frühling::N,upernaaq,春
555,Sommer::N,aasaq,夏
556,Herbst::N,ukiaq,秋
557,Winter::N,ukioq,冬
558,Januar::N,siulleeq,一月
559,Januar::N,qaammaliaq,一月
560,Februar::N,aarlaat,二月
561,März::N,marsi,三月
562,März::N,martsi,三月
563,Mai::N,maaji,五月
564,Juni::N,juuni,六月
565,Juli::N,juuli,七月
566,August::N,aggusti,八月
567,September::N,septembari,九月
568,Oktober::N,oktobari,十月
569,November::N,novembari,十一月
570,Dezember::N,detsembari,十二月
571,Montag::N,ataasinngortoq,月曜日
572,Dienstag::N,marlunngorneq,火曜日
573,Mittwoch::N,pingasunngorneq,水曜日
574,Donnerstag::N,sisamanngorneq,木曜日
575,Freitag::N,tallimanngorneq,金曜日
576,Samstag::N,arfininngorneq,土曜日
577,Sonntag::N,sapaat,日曜日
578,Sonntag::N,sapaati,日曜日
579,groß::A,angivoq,大きい
580,klein::A,mikivoq,小さい
581,lang::A,takisooq,長い
582,kurz::A,naatsoq,短い
583,breit::A,silippoq,広い
584,schmal::A,amitsoq,狭い
585,dicht::A,torsusooq,密な
586,dick[Gegenstand]::A,issuvoq,厚い
587,dick[Gegenstand]::A,issusooq,厚い
588,dünn::A,amitsoq,薄い
589,fein::A,mamarpoq,細い
590,fest::A,tangeqarpoq,硬い
591,flach::A,nalimmappoq,平らな
592,glatt::A,quasak,滑らかな
593,hart::A,mattusooq,堅い
594,hart::A,manngerpoq,堅い
595,hart::A,titeqquluppoq,堅い
596,weich::A,nerumaarpoq,柔らかい
597,rund::A,ammallorippoq,丸い
598,spitz::A,qummukujooq,尖った
599,scharf::A,ipippoq,鋭い
600,stumpf::A,anngerpoq,鈍い
601,schwer::A,oqimaappoq,重い
602,schön::A,kusanarpoq,綺麗な
603,heiß::A,kiappoq,熱い
604,warm::A,oqorpoq,温かい
605,kalt::A,issippoq,寒い
606,kalt::A,issippoq,冷たい
607,kühl::A,pueqqortippoq,涼しい
608,feucht::A,isugutavoq,湿った
609,feucht::A,qaasernarpoq,湿った
610,nass::A,imerorpoq,濡れた
611,trocken::A,panerpoq,乾いた
612,voll::A,ulikkaarpoq,いっぱいの
613,leer::A,imaattuarpoq,空の
614,offen::A,ammavoq,開いた
615,geschlossen::A,matuvoq,閉まった
616,sauber::A,eqqippoq,清潔な
617,sauber::A,sukuluippoq,清潔な
618,sauber::A,ipeqanngilaq,清潔な
619,schmutzig::A,tapappoq,汚い
620,schmutzig::A,minguppoq,汚い
621,roh::A,aapavoq,生の
622,reif::A,qaarulerpoq,熟した
623,süß::A,tungusunnippoq,甘い
624,bitter::A,qasilippoq,苦い
625,hell::A,qaamavoq,明るい
626,dunkel::A,qernerpoq,暗い
627,schwarz::A,qernerpoq,黒い
628,weiß::A,qaqorpoq,白い
629,rot::A,aappaluppoq,赤い
630,gelb::A,sungaarpoq,黄色い
631,blau::A,tungujorpoq,青い
632,grün::A,qorsooqqippoq,緑の
633,grau::A,qaserpoq,灰色の
634,billig::A,akikippoq,安い
635,wertvoll::A,erlinnarpoq,貴重な
636,blind::A,tappiippoq,盲目の
637,blind::A,isigisaqanngilaq,盲目の
638,taub::A,tusilarpoq,耳が聞こえない
639,kräftig::A,pissaq,強力な
640,kräftig::A,pissarsuaq,強力な
641,stark::A,sanngivoq,強い
642,schwach::A,nakuippoq,弱い
643,fett::A,pualavoq,太った
644,schlank::A,tuappoq,ほっそりした
645,hübsch::A,aatsialaq,素敵な
646,böse::A,ajorpoq,悪い
647,dumm::A,taqajak,馬鹿な
648,dumm::A,sikkilluppoq,馬鹿な
649,dumm::A,qaatusimasaqanngilaq,馬鹿な
650,faul::A,eqiasuppoq,怠惰な
651,faul::A,eqiattortuvoq,怠惰な
652,fleißig::A,eqiasuippoq,勤勉な
653,geizig::A,iasilaarpoq,けちな
654,geizig::A,tukkuippoq,けちな
655,klug::A,mallak,賢い
656,klug::A,mallak,頭のいい
657,klug::A,ittanneq,賢い
658,klug::A,ittanneq,頭のいい
659,klug::A,kutaappoq,賢い
660,klug::A,kutaappoq,頭のいい
661,klug::A,kuttaappoq,賢い
662,klug::A,kuttaappoq,頭のいい
663,klug::A,qarasagippoq,賢い
664,klug::A,qarasagippoq,頭のいい
665,lieb::A,akisooq,愛らしい
666,lustig::A,piikulavoq,楽しい
667,sanft::A,isumagippoq,温和な
668,hungrig::A,kaappoq,空腹の
669,hungrig::A,perlilerpoq,空腹の
670,krank::A,napparsimavoq,病気の
671,traurig::A,aliasuppoq,悲しい
672,lebendig::A,uumavoq,生きた
673,gut::A,ajunngilaq,良い
674,schlecht::A,sualuppoq,悪い
675,schlecht::A,sualuppoq,駄目な
676,richtig::A,iluarpoq,正しい
677,schlimm::A,amiilaarnarpoq,ひどい
678,wahr::A,ilumoorpoq,本当の
679,alt::A,pisoqaq,古い
680,neu::A,nutaavoq,新しい
681,alt[Lebewesen]::A,utoqqaq,年を取った
682,jung::A,inuusuppoq,若い
683,jung::A,kingulliarsuk,若い
684,arm::A,piillasoq,貧乏な
685,arm::A,piitsuuvoq,貧乏な
686,reich::A,pisuuvoq,裕福な
687,berühmt::A,tusaamasaq,有名な
688,fremd::A,ajasoornarpoq,見知らぬ
689,verschieden::A,allatut,色々な
690,verschieden::A,tamalaat,色々な
691,nah::A,qanippoq,近い
692,fern::A,ungasippoq,遠い
693,linker::A,saamerleq,左の
694,rechter::A,innarluissut,右の
695,erster::A,siulleq,一番目
696,zweiter::A,qataatsup tullia,二番目
697,dritter::A,pingajorarterut,三番目
698,letzter::A,kingulleq,最後の
699,allein::ADV,kisimiippoq,一人で
700,auf einmal::ADV,tassanngaannaq,同時に
701,zusammen::ADV,attaasa,一緒に
702,zusammen::ADV,attarmik,一緒に
703,lange::ADV,akuni,長い間
704,plötzlich::ADV,tassanngaannaq,急に
705,sofort::ADV,erniinnaq,すぐに
706,später::ADV,kingorna,後で
707,jetzt::ADV,maanna,今
708,jetzt::ADV,massakkut,今
709,heute::ADV,ullumi,今日
710,morgen::ADV,aqagu,明日
711,bald::ADV,erniinnaq,間もなく
712,dann::ADV,taava,それから
713,gestern::ADV,ippassaq,昨日
714,einst::ADV,ataatsimik,過去に
715,einst::ADV,ilaanni,過去に
716,damals::ADV,taamani,あの時
717,damals::ADV,taamanikkut,あの時
718,damals::ADV,taassumuunakkut,あの時
719,danach::ADV,taava,その後で
720,vorher::ADV,siornagut,以前に
721,einmal::ADV,ilaanni,一回
722,einmal::ADV,ataatsimik,一回
723,manchmal::ADV,qaqutigu,時々
724,manchmal::ADV,qaqutigut,時々
725,oft::ADV,akulikitsumik,よく
726,immer::ADV,tamatigut,いつも
727,hier::ADV,maani,こちら
728,hierhin::ADV,maani,ここへ
729,hierhin::ADV,maani,こちらへ
730,dorthin::ADV,ikuuna,そこへ
731,dorthin::ADV,ikuuna,そちらへ
732,geradeaus::ADV,narlumut,真っ直ぐに
733,vorwärts::ADV,pilangavoc,前へ
734,rückwärts::ADV,kingumut,後ろへ
735,rückwärts::ADV,tunumut or tunummut,後ろへ
736,zurück::ADV,kingumut,後ろへ
737,zurück::ADV,tunumut or tunummut,後ろへ
738,unten::ADV,kana,下に
739,hinab::ADV,qiviu,下へ
740,überall::ADV,tamaginni,どこでも
741,überall::ADV,tamani tamaani,どこでも
742,kaum::ADV,qaqutigorsuaq,ほとんど～ない
743,sehr::ADV,assut,とても
744,noch::ADV,qeratavoq,まだ
745,schon::ADV,taava-una,もう
746,wieder::ADV,kingumut,再び
747,vergebens::ADV,angiluk,無駄に
748,dies::PRN,manna,これ
749,dies::PRN,matuma,これ
750,das::PRN,ua,それ
751,ich::PRN,uanga,私
752,du::PRN,illit,あなた
753,er::PRN,una,彼
754,wir::PRN,uagut,私達
755,ihr::PRN,ilissi,あなた達
756,sie::PRN,uku,彼ら
757,was::FPRN,aat?,何
758,wer::FPRN,kikkut,誰
759,wer::FPRN,kikkut,どなた
760,wo::FADV,sumi,どこ
761,wo::FADV,sumi,どこに
