,Concept_ID,ca,et
852,beginnen::V,iniciar-se,algama
853,beginnen::V,iniciar-se,hakkama
854,enden::V,acabar-se,lõppema
855,enden::V,terminar-se,lõppema
856,wechseln::V,canviar,vahelduma
857,aufgehen[Sonne]::V,sortir,tõusma
858,untergehen[Sonne]::V,posar-se,loojuma
859,scheinen[Sonne]::V,brillar,paistma
860,donnern::V,tronar,kõmisema
861,wehen::V,bufar,puhuma
862,strömen::V,afluir,voolama
863,fließen::V,fluir,voolama
864,sich drehen::V,girar,pöörduma
865,schwanken::V,vacil·lar,kõikuma
866,schwingen::V,oscil·lar,võnkuma
867,fallen::V,caure,langema
868,fallen::V,tombar,langema
869,brennen::V,cremar,põlema
870,rauchen::V,fumejar,suitsema
871,regnen::V,ploure,sadama
872,gefrieren::V,gelar-se,kinni külmuma
873,tauen::V,fondre's,sulama
874,schmelzen::V,fondre's,sulama
875,trocknen::V,assecar-se,kuivama
876,sieden::V,bullir,keema
877,faulen::V,podrir-se,mädanema
878,verfaulen::V,podrir-se,mädanema
879,reißen::V,trencar-se,rebenema
880,versinken::V,enfonsar-se,uppuma
881,vergehen::V,passar,mööduma
882,erscheinen::V,aparèixer,ilmuma
883,verschwinden::V,desaparèixer,kaduma
884,sinken::V,baixar,vajuma
885,sinken::V,baixar,langema
886,sinken::V,descendir,vajuma
887,sinken::V,descendir,langema
888,abnehmen::V,decréixer,vähenema
889,abnehmen::V,decréixer,kahenema
890,zunehmen::V,augmentar,kasvama
891,steigen::V,pujar,tõusma
892,steigen::V,pujar,üles minema
893,wachsen::V,créixer,kasvama
894,glänzen::V,brillar,läikimä
895,glänzen::V,resplendir,läikimä
896,funkeln::V,espurnejar,sädelema
897,lärmen::V,fer soroll,lärmama
898,läuten::V,sonar,helisema
899,klingeln::V,trucar,helisema
900,klirren::V,dringar,kõlisema
901,brausen::V,rugir,kohisema
902,rauschen::V,murmurar,kohisema
903,klingen::V,sonar,kõlama
904,bellen::V,lladrar,haukuma
905,heulen::V,udolar,uluma
906,blasen::V,bufar,puhuma
907,pfeifen::V,xiular,vilistama
908,schreien::V,cridar,karjuma
909,stöhnen::V,gemegar,oigama
910,zittern::V,tremolar,värisema
911,leben::V,vīure,elama
912,leben::V,vīure,elus olema
913,geboren werden::V,néixer,sündima
914,atmen::V,respirar,hingama
915,trinken::V,beure,jooma
916,essen::V,menjar,sööma
917,schlucken::V,empassar-se,neelama
918,müde werden::V,cansar-se,väsima
919,einschlafen::V,adormir-se,uinuma
920,schlafen::V,dormir,magama
921,aufwachen::V,despertar-se,ärkama
922,aufstehen::V,llevar-se,ärkama
923,aufstehen::V,llevar-se,üles tõusma
924,sich erholen::V,descansar,puhkama
925,krank werden::V,posar-se malalt,haigestuma
926,krank werden::V,posar-se malalt,haigeks jääma
927,krank sein::V,estar malalt,haige olema
928,schmerzen::V,doldre,valutama
929,husten::V,tossir,köhima
930,genesen::V,recuperar-se,toibuma
931,sterben::V,morir,surema
932,umkommen::V,perir,surma saama
933,sich bewegen::V,moure's,liikuma
934,sich rühren::V,moure's,liikuma
935,sich erheben::V,aixecar-se,kerkima
936,sich setzen::V,asseure's,istet võtma
937,hinfallen::V,caure's,kukkuma
938,hinfallen::V,caure's,maha kukkuma
939,laufen::V,caminar,kõndima
940,schreiten::V,procedir,astuma
941,spazierengehen::V,passejar,jalutama
942,eilen::V,anar corrent,ruttama
943,eilen::V,anar corrent,kiirustama
944,sich beeilen::V,afanyar-se,ruttama
945,sich beeilen::V,afanyar-se,kiirustama
946,sausen::V,córrer,kihutama
947,sausen::V,córrer,tormama
948,rennen::V,córrer,jooksma
949,rennen::V,córrer,kihutama
950,springen::V,saltar,hüppama
951,klettern::V,escalar,ronima
952,schaukeln::V,gronxar-se,kiikuma
953,schaukeln::V,balancejar-se,kiikuma
954,kriechen::V,reptar,roomama
955,kriechen::V,arrossegar-se,roomama
956,schwimmen::V,nadar,ujuma
957,tauchen::V,bussejar,sukelduma
958,tauchen::V,submergir-se,sukelduma
959,rudern::V,remar,sõudma
960,fahren::V,anar,sõitma
961,fliegen::V,volar,lendama
962,gehen::V,caminar,käima
963,gehen::V,caminar,minema
964,weggehen::V,anar-se'n,ära minema
965,weggehen::V,anar-se'n,välja minema
966,abfahren::V,partir,väljuma
967,abfahren::V,partir,ära sõitma
968,anhalten::V,aturar-se,peatuma
969,hineingehen::V,entrar,sisenema
970,hineingehen::V,entrar,sisse minema
971,eintreten::V,entrar,sisenema
972,eintreten::V,entrar,sisse astuma
973,kommen::V,venir,tulema
974,ankommen::V,arribar,saabuma
975,zurückkommen::V,tornar,tagasi tulema
976,bleiben::V,quedar-se,jääma
977,warten::V,esperar,ootama
978,erwarten::V,esperar,ootama
979,erwarten::V,esperar,lootma
980,suchen::V,buscar,otsima
981,finden::V,trobar,leidma
982,versuchen::V,intentar,püüdma
983,versuchen::V,intentar,üritama
984,versuchen::V,intentar,katsetama
985,vorbereiten::V,preparar,valmistama
986,lieben::V,estimar,armastama
987,mögen::V,agradar a,sallima
988,mögen::V,agradar a,meeldima
989,lachen::V,riure,naerma
990,rühren::V,commoure,liigutama
991,rühren::V,commoure,heldima panema
992,rühren::V,emocionar,liigutama
993,rühren::V,emocionar,heldima panema
994,weinen::V,plorar,nutma
995,schimpfen::V,renyar,sõimama
996,sich ärgern::V,enfadar-se,ärrituma
997,sich ärgern::V,enfadar-se,vihastuma
998,sich fürchten::V,tenir por,kartma
999,sich fürchten::V,tenir por,hirmu tundma
1000,fürchten::V,témer,kartma
1001,fliehen::V,fugir,põgenema
1002,flüchten::V,refugiar-se,põgenema
1003,sehen::V,veure,nägema
1004,anschauen::V,mirar,vaatama
1005,ansehen::V,mirar,vaatama
1006,hören::V,oir,kuulma
1007,zuhören::V,escoltar,kuulama
1008,probieren::V,provar,proovima
1009,riechen::V,olorar,nuusutama
1010,fühlen::V,sentīr,tundma
1011,scheinen::V,semblar,näida
1012,scheinen::V,semblar,ilmuda
1013,zu sehen sein::V,poder-se veure,ilmuma
1014,vernehmen::V,percebre,üle kuulama
1015,frieren::V,tenir fred,külmetada
1016,tun::V,fer,tegema
1017,können::V,poder,võima
1018,können::V,poder,oskama
1019,wollen::V,voler,tahtma
1020,anfangen::V,iniciar,hakkama
1021,anfangen::V,iniciar,alustama
1022,beenden::V,acabar,lõpetama
1023,aufhören::V,deixar,lakkama
1024,gelingen::V,sortir bé,õnnestuma
1025,geraten::V,sortir,jõudma
1026,öffnen::V,obrir,avama
1027,schließen::V,tancar,sulgema
1028,stellen::V,posar,panema
1029,stellen::V,posar,asetama
1030,stellen::V,col·locar,panema
1031,stellen::V,col·locar,asetama
1032,setzen::V,assentar,panema
1033,legen::V,posar,panema
1034,legen::V,posar,asetama
1035,berühren::V,tocar,riivama
1036,berühren::V,tocar,puudutama
1037,verbinden::V,unir,ühendama
1038,verbinden::V,connectar,ühendama
1039,bedecken::V,tapar,katma
1040,bedecken::V,cobrir,katma
1041,aufhängen::V,penjar,riputama
1042,anzünden::V,encendre,süütama
1043,aufheben::V,aixecar,üles tõstma
1044,zurücklassen::V,deixar,jätma
1045,verlieren::V,pērdre,kaotama
1046,fallen lassen::V,deixar caure,maha pillama
1047,fallen lassen::V,deixar caure,kukkuda laskma
1048,machen::V,fer,tegema
1049,herstellen::V,producir,valmistama
1050,bauen::V,construir,ehitama
1051,reparieren::V,reparar,parandama
1052,verbessern::V,millorar,parandama
1053,ändern::V,canviar,muutma
1054,ändern::V,canviar,ümber tegema
1055,graben::V,cavar,kaevama
1056,beugen::V,doblegar,painutama
1057,biegen::V,corbar,painutama
1058,biegen::V,arquejar,painutama
1059,drehen::V,girar,keerama
1060,wenden::V,girar,ümber pöörama
1061,umdrehen::V,voltar,ümber keerama
1062,heben::V,pujar,tõstma
1063,heben::V,aixecar,tõstma
1064,hochheben::V,aixecar,üles tõstma
1065,hochheben::V,aixecar,kõrgele tõstma
1066,ergreifen::V,agafar,haarama
1067,halten::V,mantenir,hoidma
1068,drücken::V,prémer,pigistama
1069,drücken::V,estrènyer,pigistama
1070,schieben::V,empènyer,lükkama
1071,kratzen::V,raspar,kraapima
1072,lecken::V,llepar,lakkuma
1073,beißen::V,mossegar,purema
1074,beißen::V,mossegar,hammustama
1075,abreißen::V,arrencar,rebima
1076,abreißen::V,arrencar,ära rebima
1077,abschneiden::V,tallar,ära lõikama
1078,binden::V,lligar,siduma
1079,stecken::V,ficar,pistma
1080,brechen::V,trencar,murdma
1081,klopfen::V,trucar,koputama
1082,hauen::V,picar,lööma
1083,hauen::V,colpejar,lööma
1084,kleben::V,enganxar,kleepima
1085,reiben::V,fregar,hõõruma
1086,streichen::V,untar,silitama
1087,schleifen::V,afilar,lihvima
1088,schleifen::V,afilar,teritama
1089,schleifen::V,esmolar,lihvima
1090,schleifen::V,esmolar,teritama
1091,schneiden::V,tallar,lõikama
1092,rütteln::V,sacsejar,raputama
1093,schütteln::V,agitar,raputama
1094,schütteln::V,agitar,loksutama
1095,schütteln::V,sacsejar,raputama
1096,schütteln::V,sacsejar,loksutama
1097,schwenken::V,agitar,vehkima
1098,schwenken::V,agitar,lehvitama
1099,schütten::V,abocar,kallama
1100,füllen::V,omplir,täitma
1101,einwickeln::V,embolicar,sisse mähkima
1102,tragen::V,dur,kandma
1103,tragen::V,portar,kandma
1104,schleppen::V,arrossegar,tassima
1105,schleppen::V,arrossegar,lohistama
1106,ziehen::V,tirar,vedama
1107,ziehen::V,tirar,tõmbama
1108,ziehen::V,estirar,vedama
1109,ziehen::V,estirar,tõmbama
1110,aufbewahren::V,conservar,säilitama
1111,aufbewahren::V,conservar,alal hoidma
1112,werfen::V,llançar,viskama
1113,fangen::V,agafar,püüdma
1114,fangen::V,atrapar,püüdma
1115,packen::V,engrapar,kinni haarama
1116,packen::V,engrapar,kinni võtma
1117,verstecken::V,amagar,peitma
1118,teilen::V,dividir,jagama
1119,teilen::V,dividir,jaotama
1120,schicken::V,enviar,saatma
1121,bringen::V,portar,viima
1122,hinzufügen::V,afegir,lisama
1123,bekommen::V,obtenir,saama
1124,erhalten::V,rebre,saama
1125,nehmen::V,prendre,võtma
1126,wählen::V,triar,valima
1127,wählen::V,elegir,valima
1128,auswählen::V,escollir,valima
1129,auswählen::V,seleccionar,valima
1130,bewahren::V,conservar,hoidma
1131,behindern::V,impedir,takistama
1132,behindern::V,obstaculitzar,takistama
1133,verderben::V,espatllar,rikkuma
1134,beschädigen::V,danyar,rikkuma
1135,beschädigen::V,destrossar,rikkuma
1136,zerbrechen::V,trencar,katki tegema
1137,zerreißen::V,estripar,katki rebima
1138,zerstören::V,destruir,purustama
1139,verbrennen::V,cremar,põletama
1140,geben::V,donar,andma
1141,reichen::V,passar,andma
1142,reichen::V,passar,ulatama
1143,schenken::V,regalar,kinkima
1144,versprechen::V,prometre,lubama
1145,versprechen::V,prometre,tõotama
1146,wünschen::V,desitjar,soovima
1147,loben::V,elogiar,kiitma
1148,küssen::V,fer un petó a,suudlema
1149,wiegen::V,bressolar,hällitama
1150,zudecken::V,tapar,kaanetama
1151,zudecken::V,tapar,kinni katma
1152,zudecken::V,cobrir,kaanetama
1153,zudecken::V,cobrir,kinni katma
1154,wecken::V,despertar,äratama
1155,zeigen::V,mostrar,näitama
1156,zeigen::V,ensenyar,näitama
1157,führen::V,guiar,juhatama
1158,führen::V,conduir,juhatama
1159,lehren::V,ensenyar,õpetama
1160,unterrichten::V,ensenyar,õpetama
1161,aufziehen::V,criar,üles kasvatama
1162,leiten::V,dirigir,juhtima
1163,antreiben::V,impel·lir,ergutama
1164,lassen::V,fer,laskma
1165,einladen::V,invitar,kutsuma
1166,einladen::V,convidar,kutsuma
1167,vereinigen::V,unir,ühendama
1168,besuchen::V,visitar,külastama
1169,besuchen::V,anar a veure,külastama
1170,treffen::V,trobar,kohtama
1171,sich versammeln::V,reunir-se,kogunema
1172,spielen::V,jugar,mängima
1173,singen::V,cantār,laulma
1174,tanzen::V,ballar,tantsima
1175,sich trennen::V,separar-se,lahku minema
1176,verlassen::V,deixar,maha jätma
1177,verlassen::V,abandonar,maha jätma
1178,retten::V,salvar,päästma
1179,bewachen::V,vigilar,valvama
1180,schützen::V,protegir,kaitsma
1181,verteidigen::V,defensar,kaitsma
1182,sich schlagen::V,barallar-se,kaklema
1183,schießen::V,tirar,tulistama
1184,schießen::V,disparar,tulistama
1185,siegen::V,vèncer,võitma
1186,ärgern::V,enfadar,ärritama
1187,ärgern::V,enfadar,vihastama
1188,schlagen::V,pegar,lööma
1189,schlagen::V,colpejar,lööma
1190,treten::V,donar un cop de peu a,sõtkuma
1191,stechen::V,punxar,pistma
1192,stechen::V,punxar,torkama
1193,stechen::V,apunyalar,pistma
1194,stechen::V,apunyalar,torkama
1195,stoßen::V,empènyer,tõukama
1196,stehlen::V,robar,varastama
1197,stören::V,molestar,segama
1198,stören::V,molestar,häirima
1199,belästigen::V,importunar,ahistama
1200,verbergen::V,amagar,peitma
1201,verbergen::V,amagar,varjama
1202,verbergen::V,ocultar,peitma
1203,verbergen::V,ocultar,varjama
1204,täuschen::V,enganyar,petma
1205,täuschen::V,enganyar,tüssama
1206,betrügen::V,estafar,petma
1207,betrügen::V,estafar,tüssama
1208,betrügen::V,estafar,truudust murtma
1209,töten::V,matar,tapma
1210,töten::V,matar,surmama
1211,wohnen::V,vīure,elama
1212,wohnen::V,habitar,elama
1213,arbeiten::V,treballar,töötama
1214,sammeln::V,col·leccionar,koguma
1215,sammeln::V,col·leccionar,korjama
1216,pflücken::V,collir,noppima
1217,jagen::V,caçar,jahtima
1218,fischen::V,pescar,kalastama
1219,fischen::V,pescar,kala püüdma
1220,fassen::V,atrapar,püüdma
1221,hüten::V,pasturar,karjatama
1222,treiben::V,arriar,ajama
1223,anbinden::V,lligar,kinni siduma
1224,füttern::V,donar menjar a,söötma
1225,melken::V,munyir,lüpsma
1226,hacken::V,picar,raiuma
1227,hacken::V,picar,lõhkuma
1228,hacken::V,tallar,raiuma
1229,hacken::V,tallar,lõhkuma
1230,gießen::V,regar,kastma
1231,reifen::V,madurar,valmima
1232,zubereiten::V,preparar,valmistama
1233,kochen::V,coure,keetma
1234,backen::V,coure al forn,küpsetama
1235,braten::V,rostir,praadima
1236,umrühren::V,remenar,segama
1237,stricken::V,tricotar,kuduma
1238,stricken::V,fer punt de mitja,kuduma
1239,nähen::V,cosir,õmblema
1240,färben::V,tenyir,värvima
1241,reinigen::V,netejar,puhastama
1242,waschen::V,rentār,pesema
1243,abwischen::V,eixugar,puhtaks pühkima
1244,spülen::V,esbandir,uhtma
1245,fegen::V,escombrar,pühkima
1246,kehren::V,escombrar,pühkima
1247,baden::V,banyar-se,suplema
1248,baden::V,banyar-se,kümblema
1249,sich waschen::V,rentār-se,end pesema
1250,ausziehen::V,treure's,käest võtma
1251,ausziehen::V,treure's,jalast võtma
1252,ausziehen::V,treure's,seljast võtma
1253,anziehen::V,posar-se,jalga panema
1254,sich anziehen::V,vestir-se,riietuma
1255,kämmen::V,pentinar,kammima
1256,schmücken::V,adornar,kaunistama
1257,sagen::V,dir,ütlema
1258,sprechen::V,parlar,rääkima
1259,sprechen::V,parlar,kõnelema
1260,reden::V,parlar,kõnelema
1261,sich unterhalten::V,conversar,vestlema
1262,fragen::V,preguntar,küsima
1263,bitten::V,demanar,paluma
1264,erzählen::V,contar,jutustama
1265,erzählen::V,explicar,jutustama
1266,mitteilen::V,comunicar,teatama
1267,mitteilen::V,comunicar,teada andma
1268,nennen::V,nomenar,nimetama
1269,rufen::V,cridar,kutsuma
1270,prahlen::V,lloar-se,hooplema
1271,prahlen::V,jactar-se,hooplema
1272,übersetzen::V,traduir,tõlkima
1273,denken::V,pensar,mõtlema
1274,glauben::V,creure,uskuma
1275,bemerken::V,notar,märkama
1276,erkennen::V,reconèixer,ära tundma
1277,begreifen::V,comprendre,aru saama
1278,verstehen::V,entendre,mõistma
1279,lernen::V,aprendre,õppima
1280,wissen::V,saber,teadma
1281,sich erinnern an::V,recordar,mäletama
1282,vergessen::V,oblidar,unustama
1283,messen::V,mesurar,mõõtma
1284,zählen::V,comptar,loendama
1285,rechnen::V,calcular,arvutama
1286,lesen::V,llegir,lugema
1287,malen::V,pintar,maalima
1288,zeichnen::V,dibuixar,joonistama
1289,schreiben::V,escrīure,kirjutama
1290,besitzen::V,posseir,omama
1291,kaufen::V,comprar,ostma
1292,verkaufen::V,vendre,müüma
1293,bezahlen::V,pagar,tasuma
1294,zahlen::V,pagar per,maksma
1295,beherrschen::V,dominar,valitsema
1296,ertragen::V,aguantar,taluma
