,Concept_ID,kk,kn
565,Mittag::N,талтүс,ನಡುಹಗಲು
566,Abend::N,кеш,ಸಂಜೆ
567,Nacht::N,түн,ರಾತ್ರಿ
568,Woche::N,апта,ವಾರ
569,Monat::N,ай,ತಿಂಗಳು
570,Jahr::N,жыл,ಸಂವತ್ಸರ
571,Frühling::N,көктем,ವಸಂತ
572,Sommer::N,жаз,ಬಿಸಿಲುಕಾಲ
573,Herbst::N,күз,ಶರತ್ಕಾಲ
574,Winter::N,қыс,ಚಳಿಗಾಲ
575,Januar::N,каңтар,ನಾಲ್ಚಳಿ
576,Februar::N,ақпан,ಅಯ್ಚಳಿ
577,März::N,наурыз,ಮೊಬ್ಬೇಸಿಗೆ
578,April::N,сәуір,ಇಬ್ಬೇಸಿಗೆ
579,Mai::N,мамыр,ಮುಬ್ಬೇಸಿಗೆ
580,Juni::N,маусым,ಮೊಮ್ಮಳೆ
581,Juli::N,шілде,ಇಮ್ಮಳೆ
582,August::N,сүмбіле,ಮುಮ್ಮಳೆ
583,August::N,тамыз,ಮುಮ್ಮಳೆ
584,September::N,қыркүйек,ನಾಲ್ಮಳೆ
585,Oktober::N,ақырап,ಮೊಚ್ಚಳಿ
586,November::N,қараша,ಇಚ್ಚಳಿ
587,Dezember::N,желтоқсан,ಮುಚ್ಚಳಿ
588,Montag::N,дүйсенбі,ಸೋಮುವಾರ
589,Dienstag::N,сейсенбі,ಮಂಗಳವಾರ
590,Mittwoch::N,сәрсенбі,ಬುಧವಾರ
591,Donnerstag::N,бейсенбі,ಗುರುವಾರ
592,Freitag::N,жұма,ಶುಕ್ರವಾರ
593,Samstag::N,сенбі,ಶನಿವಾರ
594,Sonntag::N,жексембі,ಭಾನುವಾರ
595,groß::A,алпамсадай,ದೊಡ್ಡ
596,klein::A,кішкене,ಪುಟ್ಟ
597,klein::A,қарғадай,ಪುಟ್ಟ
598,lang::A,сопақ,ದೀರ್ಘ
599,lang::A,сорайған,ದೀರ್ಘ
600,kurz::A,кеспелтек,ಚಕ್ಕ
601,breit::A,айдынды,ಅಗಲವಾದ
602,schmal::A,қысық,ಇಕ್ಕಟ್ಟಾದ
603,dicht::A,жиі,ದಟ್ಟ
604,dick[Gegenstand]::A,шомбал,ದಟ್ಟ
605,dünn::A,жұқа,ತೆಳು
606,dünn::A,жіңішке,ತೆಳು
607,fein::A,қаңылтақ,ಕೋಮಲ
608,fest::A,берік,ಘನ
609,fest::A,мызғымас,ಘನ
610,flach::A,жалпак,ಚಪ್ಪಟೆ
611,glatt::A,типыл,ನಯ
612,hart::A,қатты,ಗಟ್ಟಿ
613,weich::A,жұмсақ,ಮೃದುವಾದ
614,rund::A,домалақ,ವರ್ತುಳ
615,spitz::A,үшкір,ಮೊನಚಾದ
616,scharf::A,сүйрік,ತೀಕ್ಷ್ಣ
617,stumpf::A,доғал,ಮೊಂಡು
618,stumpf::A,өтпейтін,ಮೊಂಡು
619,schwer::A,салмақты,ಭಾರಿ
620,schön::A,сұлу,ಸುಂದರ
621,heiß::A,ыссы,ಬಿಸಿ
622,warm::A,жылы,ಬಿಸಿ
623,kalt::A,аязды,ತಣ್ಣನೆಯ
624,kühl::A,салқын,ತಂಪಾದ
625,frisch::A,таза,ನಿರ್ಮಲ
626,frisch::A,жаңа,ನಿರ್ಮಲ
627,feucht::A,нам,ಒದ್ದೆಯಾದ
628,feucht::A,дымқылды,ಒದ್ದೆಯಾದ
629,nass::A,сулы,ಒದ್ದೆಯಾದ
630,trocken::A,құрғақ,ಶುಷ್ಕ
631,voll::A,толы,ತುಂಬಿದ
632,leer::A,бос,ಖಾಲಿ
633,offen::A,ашып қойылған,ಮುಚ್ಚಲ್ಲದ
634,geschlossen::A,жабулы,ಮುಚ್ಚಿದ
635,sauber::A,дақсыз,ಶುದ್ಧ
636,sauber::A,мұнтаздай,ಶುದ್ಧ
637,schmutzig::A,айғыз,ಅಶುದ್ಧ
638,schmutzig::A,сатпақ,ಅಶುದ್ಧ
639,schmutzig::A,сатал-сатал,ಅಶುದ್ಧ
640,roh::A,шикі,ಹಸಿ
641,reif::A,піскен,ಹಣ್ಣಾದ
642,lecker::A,дәмді,ಗುಚಿಕರ
643,süß::A,тәтті,ಸಿಹಿ
644,bitter::A,ащы,ಕಹಿ
645,sauer::A,қышқыл,ಹುಳಿಯಾದ
646,hell::A,жарық,ಹೊಳೆಯುವ
647,hell::A,жарқын,ಹೊಳೆಯುವ
648,dunkel::A,қараңғы,ಮಬ್ಬಾದ
649,schwarz::A,қара,ಕಪ್ಪು
650,weiß::A,ақ,ಬಿಳಿಯ
651,rot::A,қызыл,ಕೆಂಪು
652,gelb::A,сары,ಹಳದಯ
653,blau::A,көк,ನೀಲ
654,grün::A,жасыл,ಕಾಯಾದ
655,grau::A,бозамық,ಬೂದುಬಣ್ಣದ
656,bunt::A,алабажак,ವರ್ಣರಂಜಿತ
657,billig::A,арзан,ಅಗ್ಗ
658,teuer::A,бағалы,ದುಬಾರಿಯಾದ
659,wertvoll::A,құнды,ಅಮೂಲ್ಯ
660,wertvoll::A,қымбат,ಅಮೂಲ್ಯ
661,blind::A,көзсіз,ಅಂಧ
662,blind::A,көр,ಅಂಧ
663,blind::A,көр_соқыр,ಅಂಧ
664,taub::A,керең,ಕಿವುಡಾದ
665,taub::A,саңырау,ಕಿವುಡಾದ
666,kräftig::A,қуатты,ಪ್ರಬಲ
667,kräftig::A,қарымды,ಪ್ರಬಲ
668,stark::A,білекті,ಶಕ್ತಿವಂತ
669,schwach::A,әлсіз,ದುರ್ಬಲ
670,schwach::A,күшсіз,ದುರ್ಬಲ
671,schwach::A,қайратсыз,ದುರ್ಬಲ
672,fett::A,семіз,ಕೊಬ್ಬಿದ
673,schlank::A,ашаң,ತೆಳ್ಳಗಿನ
674,hübsch::A,ажарлы,ಅಂದವಾದ
675,hübsch::A,шырайлы,ಅಂದವಾದ
676,böse::A,өш,ಕೆಟ್ಟ
677,böse::A,сұм,ಕೆಟ್ಟ
678,böse::A,жауыз,ಕೆಟ್ಟ
679,dumm::A,көкми,ಮಂದ
680,dumm::A,ақымақ,ಮಂದ
681,dumm::A,миы жоқ,ಮಂದ
682,faul::A,жалқау,ಆಲಸ
683,faul::A,еріншек,ಆಲಸ
684,fleißig::A,ұқыпты,ಕಡಗುವ
685,geizig::A,сараң,ಜುಗ್ಗ
686,klug::A,жетік,ಚತುರ
687,klug::A,ақылды,ಚತುರ
688,geschickt::A,шебер,ದಕ್ಷ
689,lieb::A,абзал,ಪ್ರಿಯ
690,lieb::A,айналайын,ಪ್ರಿಯ
691,lustig::A,көңілді,ಖುಷಿಯಾದ
692,sanft::A,жуас,ಸೌಮ್ಯ
693,hungrig::A,аш,ಹಸಿದ
694,krank::A,кеселді,ಅಸ್ವಸ್ಥ
695,nackt::A,жалаңаш,ನಗ್ನ
696,traurig::A,қапа,ದುಃಖಿತ
697,lebendig::A,тірі,ಜೀವಂತ
698,lebendig::A,жанды,ಜೀವಂತ
699,gut::A,жақсы,ಒಳ್ಳೆಯ
700,schlecht::A,жаман,ದುಷ್ಟ
701,richtig::A,дұрыс,ಸರಿ
702,schlimm::A,жаман,ಅಸಹ್ಯ
703,wahr::A,нағыз,ನಿಜ
704,alt::A,ескі,ಮುದಿ
705,neu::A,жаңа,ಹೊಸ
706,ehemalig::A,өткен,ಮಾಜೀ
707,ehemalig::A,бұрынғы,ಮಾಜೀ
708,alt[Lebewesen]::A,кексе,ವೃದ್ಧ
709,jung::A,науша,ಎಳ
710,arm::A,кедей,ಬಡ
711,arm::A,дәулетсіз,ಬಡ
712,reich::A,малды,ಶ್ರೀಮಂತ
713,bekannt::A,таныс,ಅಪ್ತ
714,bekannt::A,көзтаныс,ಅಪ್ತ
715,berühmt::A,атақты,ಪ್ರಸಿದ್ಧ
716,fremd::A,бөтен,ಪರಕೀಯ
717,verschieden::A,түрлі,ಬೇರೆ
718,nah::A,жуық,ಹತ್ತಿರವಾದ
719,nah::A,етене,ಹತ್ತಿರವಾದ
720,fern::A,алыс,ದೂರದ
721,fern::A,алыстағы,ದೂರದ
722,linker::A,сол,ಎಡ
723,linker::A,солшыл,ಎಡ
724,rechter::A,оң,ಬಲ
725,anderer::A,өзге,ಇತರ
726,anderer::A,былайғы,ಇತರ
727,erster::A,алғашқы,ಪ್ರಥಮ
728,zweiter::A,екінші,ದ್ವಿತೀಯ
729,dritter::A,үшінші,ಮೂರನೆಯಜಗತ್ತು
730,letzter::A,артқы,ಅಂತ್ಯ
731,letzter::A,кейінгі,ಅಂತ್ಯ
732,allein::ADV,серіксіз,ಒಬ್ಬನೇ
733,auf einmal::ADV,бірден,ಒಡನೆ
734,zusammen::ADV,бірлесіп,ಒಟ್ಟಿಗೆ
735,lange::ADV,ұзақ,ದೀರ್ಘ
736,plötzlich::ADV,кенет,ಅನಾಮತ್ತು
737,sofort::ADV,әне-міне дегенше,ಜಾಗ್ರತೆ
738,später::ADV,артынан,ತರುವಾಯ
739,jetzt::ADV,енді,ಈಗ
740,jetzt::ADV,қазір,ಈಗ
741,heute::ADV,бүгін,ಇಂದು
742,morgen::ADV,ертең,ನಾಳೆ
743,bald::ADV,тез,ಬೇಗ
744,dann::ADV,онан соң,ಆಗ
745,dann::ADV,сонан соң,ಆಗ
746,gestern::ADV,кеше,ನಿನ್ನೆ
747,einst::ADV,бірде,ಪೂರ್ವದಲ್ಲಿ
748,einst::ADV,бір кезде,ಪೂರ್ವದಲ್ಲಿ
749,damals::ADV,анада,ಆಗ
750,danach::ADV,онан соң,ಆಮೇಲೆ
751,danach::ADV,сонан соң,ಆಮೇಲೆ
752,vorher::ADV,бұрын,ಮುಂಚೆ
753,zuerst::ADV,әуелі,ಮೊದಲಿಗೆ
754,zuerst::ADV,алдымен,ಮೊದಲಿಗೆ
755,einmal::ADV,бір жолы,ಒಮ್ಮೆ
756,manchmal::ADV,кейде,ಆಗಾಗ
757,oft::ADV,ылғи,ಅನೇಕಸಲ
758,immer::ADV,өнебойы,ಯಾವಾಗಲೂ
759,niemals::ADV,ешуақытта,ಯಾವಾಗಲೂ ಇಲ್ಲ
760,hier::ADV,бұнда,ಇಲ್ಲಿ
761,hier::ADV,осында,ಇಲ್ಲಿ
762,hierhin::ADV,бермен,ಇತ್ತ
763,von hier::ADV,бер жақтан,ಇಲ್ಲಿಂದ
764,dort::ADV,анда,ಅಲ್ಲಿ
765,dorthin::ADV,әрі,ಅಲ್ಲಿಗೆ
766,geradeaus::ADV,тура,ಸೀದಾ
767,vorwärts::ADV,ілгері,ಮುನ್ನೆಡೆವ
768,rückwärts::ADV,артқа,ಹಿಂದುಗಡೆಗೆ
769,zurück::ADV,кейін қарай,ಹಿಂದಕ್ಕೆ
770,unten::ADV,төменде,ಕೆಳಗೆ
771,hinab::ADV,астына,ಕೆಳಕ್ಕೆ
772,hinab::ADV,төмен,ಕೆಳಕ್ಕೆ
773,oben::ADV,жоғарыда,ಮೇಲೆ
774,hinauf::ADV,өрге,ಮೇಲಕ್ಕೆ
775,überall::ADV,әрқайда,ಎಲ್ಲಸ್ಥಳಗಳು
776,nicht::ADV,емес,ಇಲ್ಲ
777,nicht::ADV,емес,ಅಲ್ಲ
778,ein wenig::ADV,азырақ,ತುಸು
779,ein wenig::ADV,аздаған,ತುಸು
780,ein wenig::ADV,азғантай,ತುಸು
781,kaum::ADV,зорға,ಕಠಿನವಾಗಿ
782,sehr::ADV,орасан,ಬಹು
783,so::ADV,бұлай,ಅಷ್ಟು
784,so::ADV,былайша,ಅಷ್ಟು
785,noch::ADV,әлі,ಇನ್ನು
786,nur::ADV,ғана,ಕೇವಲ
787,schon::ADV,түге,ಆಗಲೇ
788,wieder::ADV,жаңа,ಪುನಃ
789,wieder::ADV,қайта,ಪುನಃ
790,wieder::ADV,жаңадан,ಪುನಃ
791,vergebens::ADV,бекер,ನಿಷ್ಫಲವಾಗಿ
792,vor::PRP,алды,ಮುಂದೆ
793,hinter::PRP,артынан,ಹಿಂದ
794,unter::PRP,түп,ಕೆಳ
795,unter::PRP,маңында,ಕೆಳ
796,durch::PRP,арқылы,ನೇರವಾಗಿ
797,neben::PRP,іргеде,ಅಧರ ಬಲಿಕ
798,neben::PRP,жанында,ಅಧರ ಬಲಿಕ
799,zwischen::PRP,арада,ನಡುವೆ
800,wegen::PRP,үшін,ಅಧಕ್ಕಗಿ
801,dies::PRN,бұ,ಈ
802,dies::PRN,осы,ಈ
803,das::PRN,сол,ಅದು
804,alles::PRN,дүйім,ಎಲ್ಲ
805,alles::PRN,күллі,ಎಲ್ಲ
806,ich::PRN,мен,ನಾನು
807,du::PRN,сен,ನೀನು
808,er::PRN,ол,ಅವನು
809,er::PRN,ол,ಇವನು
810,wir::PRN,біз,ನಾವು
811,ihr::PRN,сіз,ನೀವು
812,sie::PRN,олар,ಅವರು
813,was::FPRN,не,ಏನು
814,wer::FPRN,кім,ಯಾರಿಗೆ
815,wo::FADV,кәні,ಎಲ್ಲಿ
816,wo::FADV,қайда,ಎಲ್ಲಿ
817,wohin::FADV,қайда,ಎಲ್ಲಿಗೆ
818,wie::FADV,калай,ಹೇಗೆ
819,warum::FADV,неғып,ಏಕೆ
820,wieviel::FNUM,неше,ಎಷ್ಟು
821,wieviel::FNUM,қанша,ಎಷ್ಟು
822,eins::NUM,бір,ಒಂದು
823,zwei::NUM,екі,ಎರಡು
824,drei::NUM,үш,ಮೂರು
825,vier::NUM,төрт,ನಾಲ್ಕು
826,fünf::NUM,бес,ಅಯ್ದು
827,sechs::NUM,алты,ಆರು
828,sieben::NUM,жеті,ಏಳು
829,acht::NUM,сегіз,ಎಂಟು
830,neun::NUM,тоғыз,ಒಂಭಬತ್ತು
831,zehn::NUM,он,ಹತ್ತು
832,elf::NUM,он бір,ಹನ್ನೊಂದು
833,zwölf::NUM,он екі,ಹನ್ನೆರಡು
834,zwanzig::NUM,жиырма,ಇಪ್ಪತ್ತು
835,dreißig::NUM,отыз,ಮೂವತ್ತು
836,vierzig::NUM,қырық,ನಲವತ್ತು
837,fünfzig::NUM,елу,ಐವತ್ತು
838,sechzig::NUM,алпыс,ಅರುವತ್ತು
839,siebzig::NUM,жетпіс,ಎಪ್ಪತ್ತು
840,achtzig::NUM,сексен,ಎಂಬತ್ತು
841,neunzig::NUM,тоқсан,ತೊಂಬತ್ತು
842,hundert::NUM,жүз,ನೂರು
843,tausend::NUM,мың,ಸಾವಿರ
844,und::CNJ,та,ಮತ್ತು
845,oder::CNJ,әлде,ಅಥವಾ
846,oder::CNJ,немесе,ಅಥವಾ
847,stehen::V,тұру,ನಿಲ್ಲು
848,sitzen::V,отыру,ಕುಳ್ಳಿರು
849,liegen::V,жату,ಮಲಗಿಕೊ
850,hängen::V,ілу,ಇಳಿಯಬಿಡು
851,werden::V,болу,ಆಗು
852,werden::V,түрегелу,ಆಗು
853,passieren::V,болу,ಆಗು
854,beginnen::V,басталу,ಆರಂಭಿಸು
855,enden::V,ада болу,ಕೊನೆಗಾಣು
856,wechseln::V,құбылу,ಮಾರ್ಪಡಿಸು
857,wechseln::V,өзгеру,ಮಾರ್ಪಡಿಸು
858,aufgehen[Sonne]::V,шығу,ಮೂಡು
859,untergehen[Sonne]::V,батыру,ಮುಳುಗು
860,scheinen[Sonne]::V,жылтырау,ಹೊಳೆ
861,donnern::V,күркіреу,ಗುಡುಗಾಗು
862,wehen::V,огып тур,ತೀಡು
863,strömen::V,сорғалау,ಹರಿ
864,fließen::V,ағу,ಹರಿ
865,sich drehen::V,айналу,ಸುತ್ತು
866,schwanken::V,толықсу,ಓಲಾಡು
867,schwingen::V,тербелу,ತೂಗು
868,fallen::V,құлау,ಉದುರು
869,fallen::V,жығылу,ಉದುರು
870,fallen::V,төмендеу,ಉದುರು
871,brennen::V,жану,ಉರಿ
872,rauchen::V,түтету,ಹೊಗೆಬಿಡು
873,regnen::V,жауу,ಸುರಿ
874,gefrieren::V,мұздай қату,ಹೆಪ್ಪುಗಟ್ಟು
875,gefrieren::V,мұз боп қату,ಹೆಪ್ಪುಗಟ್ಟು
876,tauen::V,жібу,ಬೆಚ್ಚಗಾಗು
877,schmelzen::V,еру,ಕರಗು
878,trocknen::V,курау,ಒಣಗು
879,sieden::V,қайнау,ಕುದಿ
880,faulen::V,иістену,ಕೊಳೆ
881,verfaulen::V,шіру,ನಶಿಸು
882,reißen::V,жыртылу,ಒಡೆ
883,versinken::V,малтығу,ಮುಳುಗು
884,vergehen::V,өту,ಸಾಗು
885,erscheinen::V,көріну,ತೋರು
886,erscheinen::V,көрініп қалу,ತೋರು
887,verschwinden::V,ғайып_болу,ಮಾಯವಾಗು
888,sinken::V,ылдилау,ಕುಸಿ
889,sinken::V,төмендеу,ಕುಸಿ
890,abnehmen::V,кемітілу,ತಗ್ಗು
891,zunehmen::V,көбею,ಬೆಳೆ
892,steigen::V,қобу,ಉಬ್ಬು
893,steigen::V,көтерілу,ಉಬ್ಬು
894,steigen::V,жоғарылау,ಉಬ್ಬು
895,wachsen::V,өсу,ಬೆಳೆ
896,glänzen::V,жалтырау,ಮಿರುಗು
897,funkeln::V,жарқырау,ಮಿನುಗು
898,funkeln::V,нұрлану,ಮಿನುಗು
899,funkeln::V,жылтылдау,ಮಿನುಗು
900,lärmen::V,шулау,ಶಬ್ದ ಮಾಡಲು
901,lärmen::V,шуылдау,ಶಬ್ದ ಮಾಡಲು
902,läuten::V,қоңыраулату,ಬಾರಿಸು
903,klingeln::V,дыңғырлау,ಅನುರಣಿಸು
904,klirren::V,дыңылдату,ಕಿಣಿಕಿಣಿಸು
905,brausen::V,тасу,ಅಬ್ಬರಿಸು
906,rauschen::V,сусылдау,ಮರ್ಮರಗುಟ್ಟಿಸು
907,rauschen::V,сыбдырлау,ಮರ್ಮರಗುಟ್ಟಿಸು
908,klingen::V,дыбыс шығару,ಉಸಿರು
909,bellen::V,үру,ಬಗುಳು
910,heulen::V,ұлу,ಅರಚು
911,blasen::V,үру,ಗಾಳಿ ಊದು
912,pfeifen::V,ысқыру,ಸಿಳ್ಳೆಯೂದು
913,schreien::V,шыңғыру,ಕರೆ
914,schreien::V,айғайлау,ಕರೆ
915,schreien::V,байбайлау,ಕರೆ
916,schreien::V,бажалақтау,ಕರೆ
917,stöhnen::V,ыңырсу,ನರಳು
918,stöhnen::V,ыңкылдау,ನರಳು
919,zittern::V,қалш,ನಡುಗು
920,zittern::V,қалшылдату,ನಡುಗು
921,leben::V,жасау,ಇರು
922,leben::V,күнелту,ಇರು
923,leben::V,күн көру,ಇರು
924,leben::V,тіршілік ету,ಇರು
925,geboren werden::V,туу,ಉಂಟಾಗು
926,atmen::V,дем алу,ಉಸಿರು
927,atmen::V,ауа жұту,ಉಸಿರು
928,trinken::V,ішу,ಕುಡಿ
929,trinken::V,ұрттау,ಕುಡಿ
930,essen::V,жеу,ತಿನ್ನು
931,essen::V,тамақтану,ತಿನ್ನು
932,schlucken::V,жұту,ನುಂಗು
933,müde werden::V,болдыру,ಬಳಲು
934,einschlafen::V,үйыктап калу,ನಿದ್ಧೆಹೋಗು
935,schlafen::V,ұйықтау,ನಿದ್ರಿಸು
936,aufwachen::V,ояну,ಏಳು
937,aufstehen::V,ояну,ಏಳು
938,sich erholen::V,тынығу,ಸುಧಾರಿಸು
939,krank werden::V,кеселдену,ಬೇನೆಬೀಳು
940,krank werden::V,сырқаттану,ಬೇನೆಬೀಳು
941,krank werden::V,ауырып қалу,ಬೇನೆಬೀಳು
942,krank werden::V,ауыра бастау,ಬೇನೆಬೀಳು
943,krank werden::V,кеселге ұшырау,ಬೇನೆಬೀಳು
944,krank werden::V,сырқаттанып қалу,ಬೇನೆಬೀಳು
945,krank sein::V,ауыру,ಕೆಟ್ಟ ಎಂದು
946,krank sein::V,сырқаттану,ಕೆಟ್ಟ ಎಂದು
947,schmerzen::V,ауырады,ಕಚ್ಚು
948,husten::V,жөтелу,ಕೆಮ್ಮು
949,genesen::V,айығу,ಮತ್ತೆಹೊದಿಸು
950,sterben::V,өлу,ಮೃತಪಡು
951,sterben::V,қайтыс,ಮೃತಪಡು
952,sterben::V,жантапсыру,ಮೃತಪಡು
953,umkommen::V,өлу,ಹಾಳಾಗು
954,umkommen::V,қаза табу,ಹಾಳಾಗು
955,sich bewegen::V,жылжу,ಚಲಿಸು
956,sich rühren::V,қыбырлау,ಕದಲು
957,sich erheben::V,тұру,ಏಳು
958,sich setzen::V,отыру,ಕೂರು
959,hinfallen::V,жығылу,ಬೀಳು
960,laufen::V,жояу жүру,ನಡೆ
961,schreiten::V,кадамдау,ಮೆಲ್ಲಗೆ ನಡೆ
962,spazierengehen::V,қыдыру,ವಿಹರಿಸು
963,eilen::V,асығу,ಮುನ್ನುಗ್ಗು
964,eilen::V,жеделдену,ಮುನ್ನುಗ್ಗು
965,eilen::V,жедепдеу,ಮುನ್ನುಗ್ಗು
966,sich beeilen::V,асығу,ಆತುರಪಡು
967,sich beeilen::V,жеделдену,ಆತುರಪಡು
968,sausen::V,заулау,ಒಗೆ
969,rennen::V,жүгіру,ಓಡು
970,springen::V,секіру,ಜಿಗಿ
971,klettern::V,өрмелеп шығу,ಏರು
972,schaukeln::V,тербелу,ತೂಗು
973,kriechen::V,еңбектеу,ತೆವಳು
974,schwimmen::V,жүзу,ಈಜು
975,schwimmen::V,малту,ಈಜು
976,schwimmen::V,қалықтау,ಈಜು
977,tauchen::V,сүңгу,ಕೆಳಗಿಳಿ
978,rudern::V,есу,ಸಾಗಿಸು
979,fahren::V,бару,ನಡೆಸು
980,fliegen::V,ұшу,ಹಾರು
981,gehen::V,бару,ಹೋಗು
982,weggehen::V,кету,ಹೊರಡು
983,abfahren::V,жөнелу,ತೆರಳು
984,anhalten::V,тоқтау,ನಿಲ್ಲು
985,hineingehen::V,кіру,ಒಳಹೊಗು
986,eintreten::V,ену,ಒಳಹೊಗು
987,kommen::V,жету,ಬರು
988,ankommen::V,келу,ಬರು
989,zurückkommen::V,қайту,ಹಿಂದಿರುಗು
990,bleiben::V,қалу,ಇರು
991,warten::V,тосу,ಇರು
992,erwarten::V,күту,ನಿರೀಕ್ಷಿಸು
993,suchen::V,іздеу,ಹುಡುಕು
994,finden::V,табу,ಕಂಡುಕೊ
995,versuchen::V,талпыну,ಪ್ರಯತ್ನಿಸು
996,vorbereiten::V,әзірлеу,ಸಿದ್ಧವಾಗು
997,lieben::V,сүю,ಪ್ರೀತಿಸು
998,mögen::V,жарату,ಇಷ್ಟಪಡು
999,mögen::V,жақсы_көру,ಇಷ್ಟಪಡು
1000,lachen::V,күлу,ನಗು
1001,lachen::V,күлісу,ನಗು
1002,rühren::V,көңілін бұзу,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
1003,weinen::V,жылау,ಅಳು
1004,schimpfen::V,ақырып-бақыру,ಗೊಣಗು
1005,sich ärgern::V,ашулану,ಗಣಗಾಡು
1006,sich fürchten::V,сескену,ನಡುಗು
1007,fürchten::V,қауіптену,ಹೆದರು
1008,fürchten::V,сақсыну,ಹೆದರು
1009,fliehen::V,қашу,ಓಡಿಹೋಗು
1010,fliehen::V,қашып кету,ಓಡಿಹೋಗು
1011,flüchten::V,қашу,ಪಾರಾಗು
1012,flüchten::V,қашып кету,ಪಾರಾಗು
1013,sehen::V,көру,ಕಾಣು
1014,anschauen::V,назар салу,ನೋಡು
1015,ansehen::V,тамашалау,ನಿರೀಕ್ಷಿಸು
1016,hören::V,есту,ಕೇಳು
1017,zuhören::V,тыңдау,ಆಲಿಸು
1018,zuhören::V,құлақ қою,ಆಲಿಸು
1019,probieren::V,тату,ರುಚಿ ನೋಡು
1020,probieren::V,дәм тату,ರುಚಿ ನೋಡು
1021,riechen::V,иіскеу,ಮೂಸು
1022,fühlen::V,сезу,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
1023,fühlen::V,сезіну,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
1024,scheinen::V,болып көріну,ತೋರು
1025,zu sehen sein::V,көріну,ಕಾಣಿಸು
1026,vernehmen::V,есту,ಕೇಳು
1027,vernehmen::V,есітіп қалу,ಕೇಳು
1028,frieren::V,тоңу,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
1029,frieren::V,жаурау,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
1030,tun::V,ету,ಮಾಡು
1031,tun::V,істеу,ಮಾಡು
1032,können::V,білу,ಮಾಡಬಲ್ಲ
1033,wollen::V,қалау,ಬಯಸು
1034,anfangen::V,бастау,ಪ್ರಾರಂಭಿಸು
1035,beenden::V,бітіру,ನಿಲ್ಲಿಸು
1036,beenden::V,адақтау,ನಿಲ್ಲಿಸು
1037,beenden::V,тамамдау,ನಿಲ್ಲಿಸು
1038,beenden::V,аяқтап шығу,ನಿಲ್ಲಿಸು
1039,aufhören::V,доғару,ಮುಗಿಸು
1040,gelingen::V,жолы түсу,ಯಶಸ್ವಿಯಾಗು
1041,geraten::V,калу,ಉತ್ಪತ್ತಿಮಾಡು
1042,öffnen::V,ашу,ತೆರೆ
1043,öffnen::V,ашып қою,ತೆರೆ
1044,schließen::V,жабу,ಮುಚ್ಚು
1045,stellen::V,қою,ಇಕ್ಕು
1046,stellen::V,қойдыру,ಇಕ್ಕು
1047,setzen::V,отырғызу,ಇಡು
1048,legen::V,салу,ಇಡು
1049,legen::V,калау,ಇಡು
1050,berühren::V,тию,ತಾಕು
1051,verbinden::V,байлап алу,ಕೂಡಿಸು
1052,verbinden::V,сабақтастыру,ಕೂಡಿಸು
1053,bedecken::V,бүркеу,ಮುಚ್ಚು
1054,aufhängen::V,ілу,ತೂಗುಹಾಕು
1055,aufhängen::V,асып қою,ತೂಗುಹಾಕು
1056,anzünden::V,тұтату,ಹತ್ತಿಸು
1057,aufheben::V,көтеру,ಆಯಿ
1058,zurücklassen::V,қалдыру,ಬಿಡು
1059,verlieren::V,жоғалту,ಕಳೆ
1060,fallen lassen::V,құлатып алу,ಬೀಳಿಸು
1061,fallen lassen::V,қолдан түсіріп алу,ಬೀಳಿಸು
1062,machen::V,ету,ಮಾಡು
1063,machen::V,жасау,ಮಾಡು
1064,machen::V,жасап шығару,ಮಾಡು
1065,herstellen::V,жасап шығару,ತಯಾರಿಸು
1066,bauen::V,тұрғызу,ಕಟ್ಟು
1067,reparieren::V,оңдау,ಸರಿಪಡಿಸು
1068,verbessern::V,дұрыстау,ತಿದ್ದು
1069,ändern::V,өзгерту,ಬದಲಾಯಿಸು
1070,graben::V,үңгу,ಅಗೆ
1071,beugen::V,буғу,ಬಗ್ಗಿಸು
1072,biegen::V,ию,ಬಗ್ಗಿಸು
1073,biegen::V,майыстыру,ಬಗ್ಗಿಸು
1074,drehen::V,айналдыру,ತಿರುಗು
1075,wenden::V,екінші жағын айналдыру,ತಿರುಗು
1076,umdrehen::V,бұру,ತಿರುಗಿಸು
1077,heben::V,көтеру,ಎತ್ತು
1078,hochheben::V,жоғарылату,ಎತ್ತು
1079,hochheben::V,көтеру,ಎತ್ತು
1080,ergreifen::V,бас_салу,ಆಕ್ರಮಿಸು
1081,ergreifen::V,шап_беріп_ұстап_алу,ಆಕ್ರಮಿಸು
1082,ergreifen::V,шап_беру,ಆಕ್ರಮಿಸು
1083,ergreifen::V,шап_ете_түсу,ಆಕ್ರಮಿಸು
1084,halten::V,тұту,ಹಿಡಿ
1085,halten::V,ұстау,ಹಿಡಿ
1086,drücken::V,басу,ಒತ್ತು
1087,schieben::V,итеру,ನೂಕು
1088,kratzen::V,қыру,ತರಚಿಕೊಳ್ಳು
1089,lecken::V,жалау,ನೆಕ್ಕು
1090,beißen::V,қабу,ಕಚ್ಚು
1091,beißen::V,тістеу,ಕಚ್ಚು
1092,beißen::V,қауып алу,ಕಚ್ಚು
1093,abreißen::V,үзу,ಹರಿ
