,Concept_ID,,fr
90,Strömung::N,,courant
91,Tropfen::N,,goutte
92,Schaum::N,,écume
93,Schaum::N,,mousse
94,Schmutz::N,,boue
95,Schmutz::N,,saleté
96,See::N,,lac
97,Sumpf::N,,marais
98,Sumpf::N,,marécage
99,Moor::N,,tourbière
100,Wiese::N,,pré
101,Wald::N,,bois
102,Wald::N,,forêt
103,Hügel::N,,coteau
104,Hügel::N,,colline
105,Anhöhe::N,,éminence
106,Anhöhe::N,,élévation
107,Berg::N,,mont
108,Berg::N,,montagne
109,Gipfel::N,,cime
110,Gipfel::N,,sommet
111,Höhle::N,,caverne
112,Abhang::N,,pente
113,Abhang::N,,versant
114,Quelle::N,,source
115,Quelle::N,,fontaine
116,Bach::N,,ruisseau
117,Fluss::N,,fleuve
118,Fluss::N,,rivière
119,Ufer::N,,bord
120,Ufer::N,,rivage
121,Küste::N,,côte
122,Festland::N,,terre ferme
123,Meer::N,,mer
124,Bucht::N,,baie
125,Insel::N,,île
126,Blume::N,,fleur
127,Gras::N,,herbe
128,Wurzel::N,,racine
129,Baum::N,,arbre
130,Stamm::N,,tronc
131,Rinde::N,,écorce
132,Ast::N,,branche
133,Zweig::N,,rameau
134,Blatt::N,,feuille
135,Birke::N,,bouleau
136,Kiefer[Baum]::N,,pin
137,Weide[Baum]::N,,saule
138,Tanne::N,,sapin
139,Horn::N,,corne
140,Feder::N,,plume
141,Fell::N,,peau
142,Flügel::N,,aile
143,Klaue::N,,serre
144,Kralle::N,,ongle
145,Kralle::N,,griffe
146,Schwanz::N,,queue
147,Ei::N,,œuf
148,Nest::N,,nid
149,Bau::N,,terrier
150,Tier::N,,animal
151,Herde::N,,troupeau
152,Kuh::N,,vache
153,Bulle::N,,taureau
154,Pferd::N,,cheval
155,Schaf::N,,mouton
156,Schwein::N,,porc
157,Schwein::N,,cochon
158,Hund::N,,chien
159,Katze::N,,chat
160,Bär::N,,ours
161,Eichhörnchen::N,,écureuil
162,Elch::N,,élan
163,Fuchs::N,,renard
164,Hase::N,,lièvre
165,Maus::N,,souris
166,Wolf::N,,loup
167,Vogel::N,,oiseau
168,Schwarm::N,,nuée
169,Schwarm::N,,volée
170,Huhn::N,,poule
171,Hahn::N,,coq
172,Gans::N,,oie
173,Adler::N,,aigle
174,Ente::N,,canard
175,Eule::N,,hibou
176,Kranich::N,,grue
177,Krähe::N,,corneille
178,Kuckuck::N,,coucou
179,Schwan::N,,cygne
180,Fisch::N,,poisson
181,Barsch::N,,perche
182,Hecht::N,,brochet
183,Schlange[Tier]::N,,serpent
184,Wurm::N,,ver
185,Spinne::N,,araignée
186,Ameise::N,,fourmi
187,Laus::N,,pou
188,Mücke::N,,moucheron
189,Fliege::N,,mouche
190,Schmetterling::N,,papillon
191,Beere::N,,baie
192,Apfel::N,,pomme
193,Pilz::N,,champignon
194,Zwiebel::N,,oignon
195,Saat::N,,semence
196,Korn::N,,grain
197,Heu::N,,foin
198,Schale::N,,pelure
199,Grube::N,,fosse
200,Falle::N,,piège
201,Schlinge::N,,lacs
202,Spur::N,,trace
203,Asche::N,,cendre
204,Dreck::N,,crotte
205,Eisen::N,,fer
206,Gold::N,,or
207,Silber::N,,argent
208,Kohle::N,,charbon
209,Glas::N,,verre
210,Lehm::N,,glaise
211,Sand::N,,sable
212,Mensch::N,,homme
213,Mann::N,,homme
214,Frau::N,,femme
215,Kind::N,,enfant
216,Junge::N,,garçon
217,Mädchen::N,,fille
218,Mädchen::N,,jeune fille
219,Familie::N,,famille
220,Großvater::N,,grand-père
221,Großmutter::N,,grand-mère
222,Eltern::N,,parents
223,Vater::N,,père
224,Mutter::N,,mère
225,Sohn::N,,fils
226,Tochter::N,,fille
227,Bruder::N,,frère
228,Schwester::N,,sœur
229,Onkel::N,,oncle
230,Tante::N,,tante
231,Ehemann::N,,mari
232,Ehemann::N,,époux
233,Ehefrau::N,,femme
234,Ehefrau::N,,épouse
235,Freude::N,,joie
236,Freude::N,,plaisir
237,Gelächter::N,,rires
238,Glück::N,,bonheur
239,Kummer::N,,peine
240,Kummer::N,,chagrin
241,Wunsch::N,,désir
242,Lust::N,,envie
243,Geist::N,,esprit
244,Gedanke::N,,idée
245,Gedanke::N,,pensée
246,Gedächtnis::N,,mémoire
247,Verstand::N,,raison
248,Sinn::N,,sens
249,Grund::N,,cause
250,Grund::N,,raison
251,Wahrheit::N,,vérité
252,Gespräch::N,,conversation
253,Märchen::N,,conte
254,Märchen::N,,conte de fées
255,Erzählung::N,,conte
256,Erzählung::N,,narration
257,Nachricht::N,,message
258,Neuigkeit::N,,nouvelle
259,Name::N,,nom
260,Rätsel::N,,énigme
261,Rätsel::N,,devinette
262,Rede::N,,parole
263,Rede::N,,discours
264,Sprache::N,,langue
265,Sprache::N,,langage
266,Stimme::N,,voix
267,Wort::N,,mot
268,Zeichen::N,,signe
269,Ruf::N,,cri
270,Ruf::N,,appel
271,Lärm::N,,bruit
272,Laut::N,,son
273,Ton::N,,ton
274,Lied::N,,chant
275,Lied::N,,chanson
276,Ruhe::N,,calme
277,Ruhe::N,,tranquillité
278,Leute::N,,gens
279,Volk::N,,peuple
280,Arbeit::N,,travail
281,Gast::N,,hôte
282,Gast::N,,invité
283,Geschenk::N,,cadeau
284,Geschenk::N,,présent
285,Spiel::N,,jeu
286,Gesellschaft::N,,compagnie
287,Hilfe::N,,aide
288,Hilfe::N,,secours
289,Freund::N,,ami
290,Kamerad::N,,copain
291,Kamerad::N,,camarade
292,Angelegenheit::N,,affaire
293,Anzahl::N,,nombre
294,Art::N,,sorte
295,Art::N,,espèce
296,Stück::N,,morceau
297,Teil::N,,part
298,Teil::N,,partie
299,Hälfte::N,,moitié
300,Kreis::N,,cercle
301,Kreuz::N,,croix
302,Linie::N,,ligne
303,Strich::N,,trait
304,Abstand::N,,écart
305,Entfernung::N,,distance
306,Gegend::N,,région
307,Gegend::N,,contrée
308,Platz::N,,place
309,Ort::N,,lieu
310,Ort::N,,endroit
311,Seite::N,,côté
312,Mitte::N,,milieu
313,Gegenstand::N,,objet
314,Sache::N,,chose
315,Rand::N,,bord
316,Kante::N,,arête
317,Ecke::N,,coin
318,Ecke::N,,tournant
319,Spitze::N,,cime
320,Spitze::N,,pointe
321,Ende::N,,bout
322,Loch::N,,trou
323,Winkel::N,,coin
324,Winkel::N,,réduit
325,Muster::N,,dessin
326,Größe::N,,grandeur
327,Länge::N,,longueur
328,Höhe::N,,hauteur
329,Höhe::N,,altitude
330,Gewicht::N,,poids
331,Menge::N,,quantité
332,Haufen::N,,tas
333,Reihe::N,,file
334,Reihe::N,,rangée
335,Boot::N,,canot
336,Boot::N,,bateau
337,Ruder::N,,rame
338,Ruder::N,,aviron
339,Schlitten::N,,traîneau
340,Ski::N,,ski
341,Lagerfeuer::N,,feu de camp
342,Last::N,,charge
343,Last::N,,fardeau
344,Gang::N,,tour
345,Gang::N,,marche
346,Schritt::N,,pas
347,Norden::N,,nord
348,Süden::N,,sud
349,Westen::N,,ouest
350,Westen::N,,occident
351,Osten::N,,est
352,Osten::N,,orient
353,Holz::N,,bois
354,Brett::N,,planche
355,Platte::N,,plaque
356,Stütze::N,,appui
357,Stütze::N,,soutien
358,Stange::N,,barre
359,Stange::N,,perche
360,Stock::N,,canne
361,Stab::N,,bâton
362,Rohr::N,,tube
363,Rohr::N,,tuyau
364,Haus::N,,maison
365,Heim::N,,maison
366,Ofen::N,,poêle
367,Fußboden::N,,plancher
368,Tisch::N,,table
369,Stuhl::N,,chaise
370,Wiege::N,,berceau
371,Bett::N,,lit
372,Regal::N,,étagère
373,Kiste::N,,caisse
374,Fenster::N,,fenêtre
375,Tür::N,,porte
376,Tor::N,,porte
377,Tor::N,,portail
378,Zaun::N,,clôture
379,Dach::N,,toit
380,Leiter::N,,échelle
381,Besen::N,,balai
382,Spaten::N,,bêche
383,Schaufel::N,,pelle
384,Gabel::N,,fourchette
385,Löffel::N,,cuiller
386,Messer::N,,couteau
387,Nagel::N,,clou
388,Netz::N,,filet
389,Haken::N,,croc
390,Haken::N,,crochet
391,Griff::N,,prise
392,Griff::N,,manche
393,Schloss::N,,serrure
394,Bild::N,,image
395,Bild::N,,tableau
396,Figur::N,,figure
397,Puppe::N,,poupée
398,Beutel::N,,sac
399,Beutel::N,,petit sac
400,Bündel::N,,paquet
401,Bündel::N,,faisceau
402,Tasche::N,,sac
403,Eimer::N,,seau
404,Deckel::N,,couvercle
405,Geschirr::N,,vaisselle
406,Sack::N,,sac
407,Tasse::N,,tasse
408,Topf::N,,pot
409,Topf::N,,marmite
410,Kessel::N,,chaudron
411,Essen::N,,repas
412,Essen::N,,manger
413,Nahrung::N,,nourriture
414,Speise::N,,plat
415,Fleisch::N,,viande
416,Getreide::N,,blé
417,Getreide::N,,céréales
418,Brei::N,,purée
419,Brei::N,,bouillie
420,Brot::N,,pain
421,Scheibe::N,,tranche
422,Fett::N,,graisse
423,Butter::N,,beurre
424,Öl::N,,huile
425,Salz::N,,sel
426,Suppe::N,,soupe
427,Suppe::N,,potage
428,Honig::N,,miel
429,Milch::N,,lait
430,Tee::N,,thé
431,Leder::N,,cuir
432,Wolle::N,,laine
433,Stoff::N,,tissu
434,Stoff::N,,étoffe
435,Nadel::N,,aiguille
436,Faden::N,,fil
437,Knopf::N,,bouton
438,Knoten::N,,nœud
439,Farbe::N,,peinture
440,Kleidung::N,,vêtements
441,Kleidung::N,,habillement
442,Hemd::N,,chemise
443,Kragen::N,,col
444,Ärmel::N,,manche
445,Hose::N,,pantalon
446,Gürtel::N,,ceinture
447,Mütze::N,,bonnet
448,Mütze::N,,casquette
449,Schuh::N,,soulier
450,Schuh::N,,chaussure
451,Stiefel::N,,botte
452,Ring::N,,bague
453,Band::N,,ruban
454,Kamm::N,,peigne
455,Spiegel::N,,glace
456,Spiegel::N,,miroir
457,Riemen::N,,lanière
458,Riemen::N,,courroie
459,Schnur::N,,corde
460,Schnur::N,,ficelle
461,Leine::N,,laisse
462,Decke::N,,couverture
463,Kissen::N,,oreiller
464,Tuch::N,,drap
465,Tuch::N,,fichu
466,Handtuch::N,,serviette
467,Handtuch::N,,essuie-mains
468,Kraft::N,,force
469,Stärke::N,,vigueur
470,Gesundheit::N,,santé
471,Krankheit::N,,maladie
472,Schmerz::N,,douleur
473,Wunde::N,,plaie
474,Wunde::N,,blessure
475,Fieber::N,,fièvre
476,Arznei::N,,remède
477,Arznei::N,,médecine
478,Brücke::N,,pont
479,Brunnen::N,,puits
480,Weide::N,,pâturage
481,Pfad::N,,sentier
482,Weg::N,,voie
483,Weg::N,,chemin
484,Straße::N,,route
485,Dorf::N,,village
486,Stadt::N,,cité
487,Stadt::N,,ville
488,Brief::N,,lettre
489,Buch::N,,livre
490,Buchstabe::N,,lettre
491,Buchstabe::N,,caractère
492,Zeitung::N,,journal
493,Leben::N,,vie
494,Tod::N,,mort
495,Grab::N,,tombe
496,Kirche::N,,église
497,Sünde::N,,péché
498,Gott::N,,dieu
499,Arbeiter::N,,ouvrier
500,Arbeiter::N,,travailleur
501,Chef::N,,chef
502,Chef::N,,patron
503,Meister::N,,maître
504,Arzt::N,,médecin
505,Lehrer::N,,professeur
506,Lehrer::N,,instituteur
507,Geld::N,,argent
508,Geschäft::N,,affaire
509,Geschäft::N,,commerce
510,Laden::N,,magasin
511,Laden::N,,boutique
512,Preis::N,,prix
513,Ware::N,,marchandise
514,Nutzen::N,,profit
515,Reichtum::N,,richesse
516,Welt::N,,monde
517,Land::N,,pays
518,Staat::N,,État
519,König::N,,roi
520,Macht::N,,pouvoir
521,Macht::N,,puissance
522,Grenze::N,,frontière
523,Krieg::N,,guerre
524,Feind::N,,ennemi
525,Gewalt::N,,violence
526,Kampf::N,,lutte
527,Kampf::N,,combat
528,Bogen[Waffe]::N,,arc
529,Pfeil::N,,flèche
530,Gewehr::N,,fusil
531,Fehler::N,,faute
532,Fehler::N,,erreur
533,Lüge::N,,mensonge
534,Schaden::N,,dégât
535,Schaden::N,,dommage
536,Unglück::N,,malheur
537,Schuld::N,,faute
538,Schuld::N,,culpabilité
539,Alter::N,,âge
540,Schluss::N,,fin
541,Zeit::N,,temps
542,Tag::N,,jour
543,Tag::N,,journée
544,Morgen::N,,matin
545,Morgen::N,,matinée
546,Mittag::N,,midi
547,Abend::N,,soir
548,Abend::N,,soirée
549,Nacht::N,,nuit
550,Woche::N,,semaine
551,Monat::N,,mois
552,Jahr::N,,an
553,Jahr::N,,année
554,Frühling::N,,printemps
555,Sommer::N,,été
556,Herbst::N,,automne
557,Winter::N,,hiver
558,Januar::N,,janvier
559,Februar::N,,février
560,März::N,,mars
561,April::N,,avril
562,Mai::N,,mai
563,Juni::N,,juin
564,Juli::N,,juillet
565,August::N,,août
566,September::N,,septembre
567,Oktober::N,,octobre
568,November::N,,novembre
569,Dezember::N,,décembre
570,Montag::N,,lundi
571,Dienstag::N,,mardi
572,Mittwoch::N,,mercredi
573,Donnerstag::N,,jeudi
574,Freitag::N,,vendredi
575,Samstag::N,,samedi
576,Sonntag::N,,dimanche
577,groß::A,,grand
578,klein::A,,petit
579,lang::A,,long
580,kurz::A,,court
581,breit::A,,large
582,schmal::A,,étroit
583,dicht::A,,dense
584,dick[Gegenstand]::A,,épais
585,dünn::A,,mince
586,fein::A,,fin
587,fein::A,,menu
588,fest::A,,ferme
589,fest::A,,solide
590,flach::A,,plat
591,glatt::A,,poli
592,glatt::A,,lisse
593,hart::A,,dur
594,weich::A,,mou
595,rund::A,,rond
596,spitz::A,,aigu
597,spitz::A,,pointu
598,scharf::A,,tranchant
599,stumpf::A,,mousse
600,stumpf::A,,émoussé
601,schwer::A,,lourd
602,schwer::A,,pesant
603,schön::A,,beau
604,heiß::A,,chaud
605,heiß::A,,très chaud
606,warm::A,,chaud
607,kalt::A,,froid
608,kühl::A,,frais
609,frisch::A,,frais
610,feucht::A,,humide
611,nass::A,,mouillé
612,trocken::A,,sec
613,voll::A,,plein
614,voll::A,,rempli
615,leer::A,,vide
616,offen::A,,ouvert
617,geschlossen::A,,clos
618,geschlossen::A,,fermé
619,sauber::A,,net
620,sauber::A,,propre
621,schmutzig::A,,sale
622,schmutzig::A,,crasseux
623,roh::A,,cru
624,roh::A,,brut
625,reif::A,,mûr
626,lecker::A,,délicieux
627,lecker::A,,appétissant
628,süß::A,,doux
629,bitter::A,,amer
630,sauer::A,,aigre
631,hell::A,,clair
632,dunkel::A,,sombre
633,schwarz::A,,noir
634,weiß::A,,blanc
635,rot::A,,rouge
636,gelb::A,,jaune
637,blau::A,,bleu
638,grün::A,,vert
639,grau::A,,gris
640,bunt::A,,multicolore
641,billig::A,,bon marché
642,teuer::A,,cher
643,wertvoll::A,,précieux
644,blind::A,,aveugle
645,taub::A,,sourd
646,kräftig::A,,fort
647,kräftig::A,,vigoureux
648,stark::A,,fort
649,stark::A,,puissant
650,schwach::A,,faible
651,fett::A,,gras
652,schlank::A,,svelte
653,hübsch::A,,joli
654,böse::A,,mauvais
655,dumm::A,,sot
656,dumm::A,,bête
657,faul::A,,fainéant
658,faul::A,,paresseux
659,fleißig::A,,appliqué
660,geizig::A,,avare
661,klug::A,,intelligent
662,geschickt::A,,habile
663,lieb::A,,cher
664,lieb::A,,gentil
665,lustig::A,,gai
666,lustig::A,,joyeux
667,sanft::A,,doux
668,hungrig::A,,affamé
669,krank::A,,malade
670,nackt::A,,nu
671,traurig::A,,triste
672,lebendig::A,,vivant
673,gut::A,,bon
674,schlecht::A,,mauvais
675,richtig::A,,juste
676,richtig::A,,correct
677,schlimm::A,,grave
678,schlimm::A,,mauvais
679,wahr::A,,vrai
680,wahr::A,,véritable
681,alt::A,,vieux
682,neu::A,,neuf
683,neu::A,,nouveau
684,ehemalig::A,,ancien
685,alt[Lebewesen]::A,,âgé
686,alt[Lebewesen]::A,,vieux
687,jung::A,,jeune
688,arm::A,,pauvre
689,reich::A,,riche
690,bekannt::A,,connu
691,berühmt::A,,fameux
692,berühmt::A,,célèbre
693,fremd::A,,étranger
694,verschieden::A,,différent
695,nah::A,,lié
696,nah::A,,proche
697,fern::A,,éloigné
698,fern::A,,lointain
699,linker::A,,gauche
700,rechter::A,,droit
701,anderer::A,,autre
702,erster::A,,premier
703,zweiter::A,,second
704,zweiter::A,,deuxième
705,dritter::A,,troisième
706,letzter::A,,dernier
707,allein::ADV,,seul
708,auf einmal::ADV,,à la fois
709,zusammen::ADV,,ensemble
710,lange::ADV,,longtemps
711,plötzlich::ADV,,tout à coup
712,sofort::ADV,,immédiatement
713,später::ADV,,plus tard
714,jetzt::ADV,,maintenant
715,heute::ADV,,aujourd'hui
716,morgen::ADV,,demain
717,bald::ADV,,bientôt
718,dann::ADV,,puis
719,dann::ADV,,ensuite
720,gestern::ADV,,hier
721,einst::ADV,,jadis
722,einst::ADV,,autrefois
723,damals::ADV,,alors
724,damals::ADV,,à l'époque
725,danach::ADV,,après
726,danach::ADV,,ensuite
727,vorher::ADV,,auparavant
728,zuerst::ADV,,d'abord
729,zuerst::ADV,,premièrement
730,einmal::ADV,,une fois
731,manchmal::ADV,,parfois
732,manchmal::ADV,,quelquefois
733,oft::ADV,,souvent
734,immer::ADV,,toujours
735,niemals::ADV,,ne ... jamais
736,hier::ADV,,ici
737,hierhin::ADV,,par ici
738,von hier::ADV,,d'ici
739,dort::ADV,,là
740,dort::ADV,,là-bas
741,dorthin::ADV,,y
742,dorthin::ADV,,par là
743,geradeaus::ADV,,tout droit
744,vorwärts::ADV,,en avant
745,rückwärts::ADV,,en arrière
746,zurück::ADV,,de retour
747,unten::ADV,,en bas
748,unten::ADV,,au-dessous
749,hinab::ADV,,en bas
750,hinab::ADV,,vers le bas
751,oben::ADV,,dessus
752,oben::ADV,,en haut
753,hinauf::ADV,,en haut
754,hinauf::ADV,,vers le haut
755,überall::ADV,,partout
756,nicht::ADV,,ne ... pas
757,ein wenig::ADV,,un peu
758,kaum::ADV,,à peine
759,sehr::ADV,,très
760,so::ADV,,si
761,so::ADV,,ainsi
762,noch::ADV,,encore
763,nur::ADV,,seulement
764,nur::ADV,,ne ... que
765,schon::ADV,,déjà
766,wieder::ADV,,de nouveau
767,vergebens::ADV,,en vain
768,vor::PRP,,devant
769,hinter::PRP,,derrière
770,unter::PRP,,sous
771,unter::PRP,,au-dessous de
772,durch::PRP,,par
773,durch::PRP,,à travers
774,neben::PRP,,à côté de
775,zwischen::PRP,,entre
776,wegen::PRP,,à cause de
777,dies::PRN,,ceci
778,das::PRN,,ce
779,das::PRN,,cela
780,alles::PRN,,tout
781,ich::PRN,,je
782,ich::PRN,,moi
783,du::PRN,,tu
784,du::PRN,,toi
785,er::PRN,,il
786,er::PRN,,lui
787,wir::PRN,,nous
788,ihr::PRN,,vous
789,sie::PRN,,ils
790,sie::PRN,,elles
791,was::FPRN,,que
792,was::FPRN,,quoi
793,wer::FPRN,,qui
794,wo::FADV,,où
795,wohin::FADV,,où
796,wie::FADV,,comment
797,warum::FADV,,pourquoi
798,wieviel::FNUM,,combien
799,eins::NUM,,un
800,zwei::NUM,,deux
801,drei::NUM,,trois
802,vier::NUM,,quatre
803,fünf::NUM,,cinq
804,sechs::NUM,,six
805,sieben::NUM,,sept
806,acht::NUM,,huit
807,neun::NUM,,neuf
808,zehn::NUM,,dix
809,elf::NUM,,onze
810,zwölf::NUM,,douze
811,zwanzig::NUM,,vingt
812,dreißig::NUM,,trente
813,vierzig::NUM,,quarante
814,fünfzig::NUM,,cinquante
815,sechzig::NUM,,soixante
816,siebzig::NUM,,soixante-dix
817,achtzig::NUM,,quatre-vingt
818,neunzig::NUM,,quatre-vingt-dix
819,hundert::NUM,,cent
820,tausend::NUM,,mille
821,und::CNJ,,et
822,oder::CNJ,,ou
823,stehen::V,,être debout
824,sitzen::V,,être assis
825,liegen::V,,être couché
826,hängen::V,,pendre
827,werden::V,,devenir
828,passieren::V,,se passer
829,beginnen::V,,commencer
830,enden::V,,finir
831,enden::V,,se terminer
832,wechseln::V,,changer
833,wechseln::V,,alterner
834,aufgehen[Sonne]::V,,se lever
835,untergehen[Sonne]::V,,se coucher
836,scheinen[Sonne]::V,,briller
837,donnern::V,,tonner
838,wehen::V,,souffler
839,strömen::V,,affluer
840,fließen::V,,couler
841,sich drehen::V,,tourner
842,schwanken::V,,osciller
843,schwanken::V,,chanceler
844,schwingen::V,,vibrer
845,schwingen::V,,osciller
846,fallen::V,,tomber
847,brennen::V,,brûler
848,brennen::V,,flamber
849,rauchen::V,,fumer
850,regnen::V,,pleuvoir
851,gefrieren::V,,geler
852,tauen::V,,dégeler
853,schmelzen::V,,fondre
854,trocknen::V,,sécher
855,sieden::V,,bouillir
856,faulen::V,,pourrir
857,faulen::V,,se putréfier
858,verfaulen::V,,pourrir
859,reißen::V,,rompre
860,reißen::V,,se déchirer
861,versinken::V,,s'enfoncer
862,vergehen::V,,passer
863,erscheinen::V,,apparaître
864,verschwinden::V,,disparaître
865,sinken::V,,descendre
866,sinken::V,,s'abaisser
867,abnehmen::V,,diminuer
868,zunehmen::V,,augmenter
869,steigen::V,,monter
870,wachsen::V,,croître
871,glänzen::V,,briller
872,funkeln::V,,étinceler
873,lärmen::V,,faire du bruit
874,läuten::V,,sonner
875,klingeln::V,,sonner
876,klirren::V,,cliqueter
877,brausen::V,,mugir
878,rauschen::V,,bruire
879,klingen::V,,sonner
880,bellen::V,,aboyer
881,heulen::V,,hurler
882,blasen::V,,souffler
883,pfeifen::V,,siffler
884,schreien::V,,crier
885,stöhnen::V,,gémir
886,zittern::V,,trembler
887,leben::V,,vivre
888,geboren werden::V,,naître
889,atmen::V,,respirer
890,trinken::V,,boire
891,essen::V,,manger
892,schlucken::V,,avaler
893,müde werden::V,,se lasser
894,müde werden::V,,se fatiguer
895,einschlafen::V,,s'endormir
896,schlafen::V,,dormir
897,aufwachen::V,,se réveiller
898,aufstehen::V,,se lever
899,sich erholen::V,,se reposer
900,sich erholen::V,,se détendre
901,krank werden::V,,tomber malade
902,krank sein::V,,être malade
903,schmerzen::V,,faire mal
904,husten::V,,tousser
905,genesen::V,,guérir
906,genesen::V,,se remettre
907,sterben::V,,mourir
908,umkommen::V,,périr
909,sich bewegen::V,,bouger
910,sich rühren::V,,broncher
911,sich erheben::V,,se lever
912,sich setzen::V,,s'asseoir
913,hinfallen::V,,tomber
914,laufen::V,,marcher
915,laufen::V,,aller à pied
916,schreiten::V,,marcher
917,spazierengehen::V,,se promener
918,eilen::V,,courir
919,sich beeilen::V,,se hâter
920,sich beeilen::V,,se dépêcher
921,sausen::V,,filer
922,rennen::V,,courir
923,springen::V,,sauter
924,klettern::V,,grimper
925,schaukeln::V,,se balancer
926,kriechen::V,,ramper
927,schwimmen::V,,nager
928,tauchen::V,,plonger
929,rudern::V,,ramer
930,fahren::V,,aller
931,fahren::V,,rouler
932,fliegen::V,,voler
933,gehen::V,,aller
934,weggehen::V,,s'en aller
935,abfahren::V,,partir
936,anhalten::V,,s'arrêter
937,hineingehen::V,,entrer
938,eintreten::V,,entrer
939,kommen::V,,venir
940,ankommen::V,,arriver
941,zurückkommen::V,,revenir
942,bleiben::V,,rester
943,bleiben::V,,demeurer
944,warten::V,,attendre
945,erwarten::V,,attendre
946,suchen::V,,chercher
947,finden::V,,trouver
948,versuchen::V,,essayer
949,vorbereiten::V,,préparer
950,lieben::V,,aimer
951,mögen::V,,aimer
952,mögen::V,,vouloir
953,lachen::V,,rire
954,rühren::V,,toucher
955,rühren::V,,attendrir
956,weinen::V,,pleurer
957,schimpfen::V,,gronder
958,sich ärgern::V,,se fâcher
959,sich fürchten::V,,avoir peur
960,fürchten::V,,craindre
961,fürchten::V,,avoir peur de
962,fliehen::V,,fuir
963,flüchten::V,,s'enfuir
964,sehen::V,,voir
965,anschauen::V,,regarder
966,ansehen::V,,regarder
967,hören::V,,entendre
968,zuhören::V,,écouter
969,probieren::V,,goûter
970,riechen::V,,sentir
971,fühlen::V,,sentir
972,scheinen::V,,sembler
973,scheinen::V,,paraître
974,zu sehen sein::V,,se voir
975,zu sehen sein::V,,être visible
976,vernehmen::V,,entendre
977,vernehmen::V,,percevoir
978,frieren::V,,avoir froid
979,tun::V,,faire
980,können::V,,savoir
981,können::V,,pouvoir
982,wollen::V,,vouloir
983,anfangen::V,,commencer
984,beenden::V,,finir
985,beenden::V,,terminer
986,aufhören::V,,cesser
987,aufhören::V,,arrêter
988,gelingen::V,,réussir
989,geraten::V,,réussir
990,öffnen::V,,ouvrir
991,schließen::V,,fermer
992,stellen::V,,poser
993,stellen::V,,mettre
994,setzen::V,,placer
995,legen::V,,placer
996,berühren::V,,toucher
997,verbinden::V,,lier
998,bedecken::V,,couvrir
999,aufhängen::V,,accrocher
1000,anzünden::V,,allumer
1001,aufheben::V,,ramasser
1002,zurücklassen::V,,laisser
1003,verlieren::V,,perdre
1004,fallen lassen::V,,lâcher
1005,fallen lassen::V,,laisser tomber
1006,machen::V,,faire
1007,herstellen::V,,produire
1008,herstellen::V,,fabriquer
1009,bauen::V,,bâtir
1010,bauen::V,,construire
1011,reparieren::V,,réparer
1012,verbessern::V,,améliorer
1013,ändern::V,,changer
1014,ändern::V,,modifier
1015,graben::V,,creuser
1016,beugen::V,,plier
1017,beugen::V,,ployer
1018,biegen::V,,courber
1019,drehen::V,,tordre
1020,drehen::V,,tourner
1021,wenden::V,,retourner
