,Concept_ID,ga,hi
119,Sonne::N,grian,सूर्य
120,Mond::N,ré,चाँद
121,Mond::N,ré,चंद्र
122,Mond::N,gealach,चाँद
123,Mond::N,gealach,चंद्र
124,Stern::N,rinn,तारा
125,Stern::N,rinn,सितारा
126,Stern::N,réalta,तारा
127,Stern::N,réalta,सितारा
128,Luft::N,aer,हवा
129,Luft::N,aer,वायु
130,Wind::N,gaoth,पाद
131,Welle::N,tonn,लहर
132,Welle::N,tonn,तरंग
133,Wasser::N,uisce,जल
134,Wasser::N,uisce,पानी
135,Stein::N,cloch,पत्थर
136,Boden::N,talamh,मिट्टी
137,Erde::N,cré,भूमि
138,Erde::N,cré,ज़मीन
139,Erde::N,ithir,भूमि
140,Erde::N,ithir,ज़मीन
141,Staub::N,dusta,धूल
142,Staub::N,deannach,धूल
143,Rauch::N,toit,धूआँ
144,Rauch::N,toit,धुम्र
145,Rauch::N,deatach,धूआँ
146,Rauch::N,deatach,धुम्र
147,Funke::N,drithle,चिनगारी
148,Funke::N,drithle,स्फुलिंग
149,Feuer::N,tine,आग
150,Feuer::N,tine,आतिश
151,Feuer::N,tine,अग्नि
152,Licht::N,solas,रोशनी
153,Licht::N,solas,प्रकाश
154,Schatten::N,scáth,छाया
155,Schatten::N,scáth,परछाई
156,Wetter::N,aimsir,ऋतु
157,Wetter::N,aimsir,मौसम
158,Nebel::N,ceo,धुँध
159,Nebel::N,ceo,कुहरा
160,Wolke::N,néal,मेघ
161,Wolke::N,néal,अभ्र
162,Wolke::N,scamall,मेघ
163,Wolke::N,scamall,अभ्र
164,Regen::N,báisteach,मेंह
165,Regen::N,báisteach,बारिश
166,Regen::N,fearthainn,मेंह
167,Regen::N,fearthainn,बारिश
168,Schnee::N,sneachta,हिम
169,Schnee::N,sneachta,बर्फ़
170,Eis::N,oighear,हिम
171,Eis::N,oighear,बर्फ़
172,Frost::N,sioc,ठंड
173,Kälte::N,fuacht,सर्दी
174,Kälte::N,fuacht,शीतलता
175,Hitze::N,teas,ताप
176,Hitze::N,teas,गरमी
177,Hitze::N,teocht,ताप
178,Hitze::N,teocht,गरमी
179,Raureif::N,sioc bán,पाला
180,Regenbogen::N,stua ceatha,इंद्र-धनुष
181,Regenbogen::N,bogha báistí,इंद्र-धनुष
182,Donner::N,toirneach,गरज
183,Donner::N,toirneach,मेघ-गर्जन
184,Strömung::N,sruth,बहाव
185,Strömung::N,sruth,प्रवाह
186,Tropfen::N,deoir,बूँद
187,Schaum::N,cúr,झाग
188,Schmutz::N,salachar,गंद
189,Schmutz::N,salachar,कीचड़
190,See::N,loch,झील
191,See::N,loch,सरोवर
192,Sumpf::N,portach,दलदल
193,Sumpf::N,portach,धँसान
194,Moor::N,caorán,झाबर
195,Moor::N,caorán,धँसान
196,Moor::N,móinteán,झाबर
197,Moor::N,móinteán,धँसान
198,Wiese::N,cluain,घास-स्थल
199,Wiese::N,móinéar,घास-स्थल
200,Wald::N,coill,जंगल
201,Wald::N,foraois,जंगल
202,Hügel::N,ard,टीला
203,Hügel::N,ard,पहाड़
204,Anhöhe::N,ard,टीला
205,Anhöhe::N,ard,पहाड़ी
206,Anhöhe::N,ardán,टीला
207,Anhöhe::N,ardán,पहाड़ी
208,Berg::N,sliabh,पहाड़
209,Gipfel::N,barr,शिखर
210,Gipfel::N,mullach,शिखर
211,Höhle::N,uaimh,गुहा
212,Höhle::N,uaimh,गुफ़ा
213,Höhle::N,pluais,गुहा
214,Höhle::N,pluais,गुफ़ा
215,Abhang::N,fána,ढाल
216,Abhang::N,fána,ढलान
217,Quelle::N,foinse,चश्मा
218,Bach::N,sruthán,सोता
219,Bach::N,sruthán,नदिका
220,Fluss::N,abhainn,नदी
221,Fluss::N,abhainn,सरिता
222,Ufer::N,bruach,तट
223,Ufer::N,bruach,किनारा
224,Küste::N,cósta,समुद्र-तट
225,Küste::N,cladach,समुद्र-तट
226,Festland::N,míntír,महाद्वीप
227,Meer::N,muir,सागर
228,Meer::N,muir,समुद्र
229,Meer::N,farraige,सागर
230,Meer::N,farraige,समुद्र
231,Bucht::N,bá,खाड़ी
232,Bucht::N,cuan,खाड़ी
233,Insel::N,inis,टापू
234,Insel::N,inis,द्वीप
235,Insel::N,oileán,टापू
236,Insel::N,oileán,द्वीप
237,Blume::N,bláth,फूल
238,Blume::N,bláth,पुष्प
239,Gras::N,féar,घास
240,Wurzel::N,rúta,मूल
241,Wurzel::N,fréamh,मूल
242,Baum::N,crann,पेड़
243,Baum::N,crann,वृक्ष
244,Stamm::N,stoc,धड़
245,Stamm::N,tamhan,धड़
246,Rinde::N,coirt,छाल
247,Rinde::N,coirt,वल्कल
248,Rinde::N,craiceann,छाल
249,Rinde::N,craiceann,वल्कल
250,Ast::N,géag,डाल
251,Ast::N,géag,शाखा
252,Zweig::N,géag,टहनी
253,Zweig::N,craobh,टहनी
254,Blatt::N,duille,पत्र
255,Blatt::N,duille,पत्ता
256,Blatt::N,duilleog,पत्र
257,Blatt::N,duilleog,पत्ता
258,Birke::N,beith,भूर्ज
259,Birke::N,crann beithe,भूर्ज
260,Kiefer[Baum]::N,péine,पाइन-वृक्ष
261,Weide[Baum]::N,saileach,बेंत
262,Tanne::N,giúis,फ़र
263,Horn::N,adharc,सींग
264,Horn::N,adharc,विषाण
265,Feder::N,cleite,पर
266,Feder::N,cleite,पंख
267,Fell::N,clúmh,खाल
268,Fell::N,clúmh,पशु-चर्म
269,Flügel::N,eite,पंख
270,Flügel::N,eite,डैना
271,Flügel::N,sciathán,पंख
272,Flügel::N,sciathán,डैना
273,Klaue::N,crúb,पंजा
274,Klaue::N,crobh,पंजा
275,Kralle::N,crobh,पंजा
276,Kralle::N,crobh,नाख़ून
277,Schwanz::N,eireaball,पूँछ
278,Ei::N,ubh,अंडा
279,Nest::N,nead,नीड़
280,Nest::N,nead,घोंसला
281,Bau::N,brocais,बिल
282,Bau::N,brocais,माँद
283,Tier::N,ainmhí,पशु
284,Tier::N,ainmhí,जानवर
285,Tier::N,beithíoch,पशु
286,Tier::N,beithíoch,जानवर
287,Herde::N,tréad,गल्ला
288,Kuh::N,bó,गौ
289,Kuh::N,bó,गाय
290,Bulle::N,tarbh,साँड़
291,Pferd::N,each,अश्व
292,Pferd::N,each,घोड़ा
293,Pferd::N,capall,अश्व
294,Pferd::N,capall,घोड़ा
295,Schaf::N,caora,भेड़
296,Schwein::N,muc,शूकर
297,Hund::N,madra,श्वान
298,Hund::N,madra,कुत्ता
299,Katze::N,cat,बिल्ली
300,Bär::N,béar,रीछ
301,Bär::N,béar,भालू
302,Eichhörnchen::N,iora,गिलहरी
303,Elch::N,eilc,एल्क
304,Fuchs::N,sionnach,लोमड़ी
305,Fuchs::N,madra rua,लोमड़ी
306,Hase::N,giorria,खरहा
307,Hase::N,giorria,ख़रगोश
308,Maus::N,luch,मूष
309,Maus::N,luch,चूहा
310,Wolf::N,mac tíre,वृक
311,Wolf::N,mac tíre,भेड़िया
312,Vogel::N,éan,पक्षी
313,Vogel::N,éan,चिड़िया
314,Schwarm::N,saithe,झुंड
315,Huhn::N,cearc,मुर्ग़ी
316,Hahn::N,coileach,मुर्ग़ा
317,Gans::N,gé,हंस
318,Gans::N,gé,हंसिनी
319,Adler::N,iolar,उक़ाब
320,Ente::N,lacha,बतख़
321,Ente::N,lacha,बत्तक
322,Eule::N,ulchabhán,उल्लू
323,Kranich::N,grús,सारस
324,Kranich::N,grús,क्रौंंच
325,Krähe::N,caróg,काक
326,Krähe::N,préachán,काक
327,Kuckuck::N,cuach,कोयल
328,Kuckuck::N,cuach,कोकिल
329,Schwan::N,eala,हंस
330,Schwan::N,eala,मराल
331,Fisch::N,iasc,मछली
332,Fisch::N,iasc,मत्स्य
333,Barsch::N,péirse,पर्च
334,Hecht::N,liús,पाइक
335,Schlange[Tier]::N,nathair,सर्प
336,Wurm::N,péist,कृमि
337,Wurm::N,péist,कीड़ा
338,Spinne::N,damhán alla,लूता
339,Spinne::N,damhán alla,मकड़ी
340,Ameise::N,seangán,चींटी
341,Laus::N,míol,जूँ
342,Mücke::N,muiscít,डाँस
343,Mücke::N,corrmhíol,डाँस
344,Fliege::N,cuil,मक्खी
345,Fliege::N,cuil,मक्षिका
346,Fliege::N,cuileog,मक्खी
347,Fliege::N,cuileog,मक्षिका
348,Schmetterling::N,féileacán,तितली
349,Beere::N,caor,बेरी
350,Apfel::N,úll,सेब
351,Pilz::N,beacán,खुंबी
352,Pilz::N,muisiriún,खुंबी
353,Zwiebel::N,oinniún,प्याज़
354,Saat::N,síol,बीज
355,Korn::N,gráinne,दाना
356,Heu::N,féar,मूखी घास
357,Schale::N,scaimh,बकला
358,Schale::N,scaimh,छिलका
359,Grube::N,poll,गड्ढा
360,Falle::N,gaiste,जाल
361,Falle::N,gaiste,फँदा
362,Schlinge::N,sealán,फँदा
363,Spur::N,rian,सुराग़
364,Spur::N,rian,पद-चिह्न
365,Asche::N,luaith,राख
366,Dreck::N,salachar,मैल
367,Dreck::N,salachar,गंदगी
368,Eisen::N,iarann,लोहा
369,Gold::N,ór,सोना
370,Gold::N,ór,स्वर्ण
371,Silber::N,airgead,रजत
372,Silber::N,airgead,चाँदी
373,Kohle::N,gual,कोयला
374,Glas::N,gloine,काँच
375,Lehm::N,cré,चिकनी मिट्टी
376,Sand::N,gaineamh,रेत
377,Sand::N,gaineamh,बालू
378,Mensch::N,duine,मानव
379,Mensch::N,duine,इनसान
380,Mensch::N,duine,मनुष्य
381,Mann::N,fear,आदमी
382,Mann::N,fear,पुरुष
383,Frau::N,bean,औरत
384,Frau::N,bean,महिला
385,Frau::N,bean,स्त्री
386,Kind::N,gasúr,बाल
387,Kind::N,gasúr,बच्चा
388,Kind::N,páiste,बाल
389,Kind::N,páiste,बच्चा
390,Junge::N,buachaill,लड़का
391,Mädchen::N,cailín,लड़की
392,Mädchen::N,cailín,कुमारी
393,Familie::N,teaghlach,परिवार
394,Familie::N,comhluadar,परिवार
395,Großvater::N,seanathair,दादा
396,Großmutter::N,seanmháthair,नानी
397,Eltern::N,tuismitheoirí,माँ-बाप
398,Eltern::N,tuismitheoirí,माता-पिता
399,Vater::N,athair,बाप
400,Vater::N,athair,पिता
401,Mutter::N,máthair,माँ
402,Mutter::N,máthair,माता
403,Sohn::N,mac,बेटा
404,Sohn::N,mac,पुत्र
405,Tochter::N,iníon,बेटी
406,Tochter::N,iníon,पुत्री
407,Bruder::N,deartháir,भाई
408,Bruder::N,deartháir,भ्राता
409,Schwester::N,deirfiúr,बहन
410,Schwester::N,deirfiúr,भगिनी
411,Onkel::N,uncail,ताऊ
412,Onkel::N,uncail,काका
413,Tante::N,aintín,बूआ
414,Tante::N,aintín,फूफी
415,Tante::N,aintín,ख़ाला
416,Ehemann::N,fear céile,पति
417,Ehemann::N,fear céile,शौहर
418,Ehefrau::N,bean chéile,बीवी
419,Freude::N,áthas,आनंद
420,Freude::N,áthas,प्रसन्नता
421,Gelächter::N,gáire,हँसी
422,Gelächter::N,gáire,क़हक़हा
423,Glück::N,séan,आनंद
424,Glück::N,séan,ख़ुशी
425,Glück::N,sonas,आनंद
426,Glück::N,sonas,ख़ुशी
427,Kummer::N,brón,शोक
428,Kummer::N,brón,दुःख
429,Kummer::N,buairt,शोक
430,Kummer::N,buairt,दुःख
431,Wunsch::N,guí,इच्छा
432,Wunsch::N,guí,अभिलाषा
433,Wunsch::N,achainí,इच्छा
434,Wunsch::N,achainí,अभिलाषा
435,Lust::N,fonn,चाह
436,Lust::N,fonn,कामना
437,Geist::N,meon,जान
438,Geist::N,meon,प्राण
439,Geist::N,spiorad,जान
440,Geist::N,spiorad,प्राण
441,Gedanke::N,smaoineamh,विचार
442,Gedächtnis::N,cuimhne,याददाश्त
443,Gedächtnis::N,cuimhne,स्मरण-शक्ति
444,Verstand::N,ciall,समझ
445,Verstand::N,ciall,अक़्ल
446,Verstand::N,ciall,बुद्धि
447,Verstand::N,intinn,समझ
448,Verstand::N,intinn,अक़्ल
449,Verstand::N,intinn,बुद्धि
450,Sinn::N,brí,अर्थ
451,Sinn::N,ciall,अर्थ
452,Grund::N,fáth,वजह
453,Grund::N,fáth,कारण
454,Wahrheit::N,fírinne,सत्य
455,Wahrheit::N,fírinne,सच्चाई
456,Gespräch::N,comhrá,चर्चा
457,Gespräch::N,comhrá,वार्ता
458,Gespräch::N,comhrá,बात-चीत
459,Märchen::N,scéal,क़िस्सा
460,Erzählung::N,scéal,कथा
461,Erzählung::N,scéal,कहानी
462,Nachricht::N,teachtaireacht,सूचना
463,Nachricht::N,teachtaireacht,समाचार
464,Neuigkeit::N,scéala,ख़बर
465,Neuigkeit::N,scéala,समाचार
466,Name::N,ainm,नाम
467,Rätsel::N,tomhas,पहेली
468,Rede::N,óráid,वचन
469,Rede::N,óráid,भाषण
470,Rede::N,aitheasc,वचन
471,Rede::N,aitheasc,भाषण
472,Sprache::N,teanga,भाषा
473,Sprache::N,teanga,ज़बान
474,Stimme::N,guth,स्वर
475,Stimme::N,guth,आवाज़
476,Wort::N,focal,शब्द
477,Wort::N,focal,लफ़्ज़
478,Zeichen::N,comhartha,निशान
479,Ruf::N,glaoch,पुकार
480,Ruf::N,glaoch,आह्वान
481,Lärm::N,torann,शोर
482,Lärm::N,torann,हुल्लड़
483,Laut::N,fuaim,स्वर
484,Laut::N,fuaim,ध्वनि
485,Ton::N,ton,सुर
486,Ton::N,ton,स्वर
487,Lied::N,amhrán,गीत
488,Ruhe::N,suaimhneas,आराम
489,Ruhe::N,suaimhneas,ख़ामोशी
490,Leute::N,muintir,लोग
491,Volk::N,pobal,क़ौम
492,Volk::N,pobal,प्रजा
493,Arbeit::N,obair,काम
494,Gast::N,aoi,अतिथि
495,Gast::N,aoi,मेहमान
496,Geschenk::N,féirín,उपहार
497,Geschenk::N,féirín,तोहफ़ा
498,Geschenk::N,bronntanas,उपहार
499,Geschenk::N,bronntanas,तोहफ़ा
500,Spiel::N,cluiche,खेल
501,Spiel::N,cluiche,क्रीड़ा
502,Gesellschaft::N,comhluadar,साथ
503,Hilfe::N,cúnamh,मदद
504,Hilfe::N,cúnamh,सहायता
505,Hilfe::N,cabhair,मदद
506,Hilfe::N,cabhair,सहायता
507,Freund::N,cara,मित्र
508,Kamerad::N,comrádaí,साथी
509,Kamerad::N,comrádaí,कामरेड
510,Angelegenheit::N,ábhar,बात
511,Angelegenheit::N,ábhar,मामला
512,Anzahl::N,líon,तादाद
513,Anzahl::N,líon,संख्या
514,Art::N,sórt,तरह
515,Art::N,sórt,क़िस्म
516,Art::N,saghas,तरह
517,Art::N,saghas,क़िस्म
518,Stück::N,píosa,फाँक
519,Stück::N,píosa,टुकड़ा
520,Teil::N,cuid,भाग
521,Teil::N,cuid,हिस्सा
522,Teil::N,páirt,भाग
523,Teil::N,páirt,हिस्सा
524,Hälfte::N,leath,अर्धभाग
525,Kreis::N,ciorcal,चक्कर
526,Kreuz::N,cros,सलीब
527,Kreuz::N,cros,क्रूस
528,Linie::N,líne,लाइन
529,Strich::N,stríoc,लकीर
530,Abstand::N,achar,अंतर
531,Abstand::N,achar,फ़ासला
532,Entfernung::N,fad,दूरी
533,Entfernung::N,fad,फ़ासला
534,Gegend::N,ceantar,इलाक़ा
535,Platz::N,áit,जगह
536,Platz::N,áit,स्थान
537,Platz::N,spás,जगह
538,Platz::N,spás,स्थान
539,Ort::N,áit,स्थल
540,Ort::N,áit,स्थान
541,Seite::N,taobh,ओर
542,Seite::N,taobh,तरफ़
543,Mitte::N,lár,बीच
544,Mitte::N,lár,मध्य
545,Gegenstand::N,ball,चीज़
546,Gegenstand::N,ball,पदार्थ
547,Gegenstand::N,ábhar,चीज़
548,Gegenstand::N,ábhar,पदार्थ
549,Sache::N,ní,चीज़
550,Sache::N,ní,वस्तु
551,Sache::N,rud,चीज़
552,Sache::N,rud,वस्तु
553,Rand::N,imeall,छोर
554,Rand::N,imeall,उपांत
555,Rand::N,ciumhais,छोर
556,Rand::N,ciumhais,उपांत
557,Kante::N,corr,कोर
558,Kante::N,corr,किनारा
559,Kante::N,colbha,कोर
560,Kante::N,colbha,किनारा
561,Ecke::N,coirnéal,कोना
562,Ecke::N,coirnéal,नुक्कड़
563,Spitze::N,gob,नोक
564,Spitze::N,barr,नोक
565,Ende::N,ceann,छोर
566,Ende::N,ceann,सिरा
567,Ende::N,foirceann,छोर
568,Ende::N,foirceann,सिरा
569,Loch::N,poll,छेद
570,Loch::N,poll,सूराख़
571,Winkel::N,cúinne,कोण
572,Winkel::N,cúinne,कोना
573,Winkel::N,uillinn,कोण
574,Winkel::N,uillinn,कोना
575,Muster::N,patrún,नमूना
576,Muster::N,patrún,डिज़ाइन
577,Größe::N,méid,परिमाण
578,Größe::N,méid,विस्तार
579,Größe::N,toise,परिमाण
580,Größe::N,toise,विस्तार
581,Länge::N,fad,लंबाई
582,Höhe::N,airde,ऊँचाई
583,Höhe::N,airde,उच्चता
584,Gewicht::N,meáchan,भार
585,Gewicht::N,meáchan,वज़न
586,Menge::N,méid,मात्रा
587,Haufen::N,cnap,ढेर
588,Haufen::N,cnap,अंबार
589,Reihe::N,líne,क़तार
590,Reihe::N,líne,पंक्ति
591,Reihe::N,sraith,क़तार
592,Reihe::N,sraith,पंक्ति
593,Boot::N,bád,नाव
594,Boot::N,bád,नौका
595,Ruder::N,rámh,चप्पू
596,Ruder::N,maide rámha,चप्पू
597,Schlitten::N,carr sleamhnáin,बर्फ़-गाड़ी
598,Ski::N,scí,स्की
599,Lagerfeuer::N,tine champa,अलाव
600,Lagerfeuer::N,tine champa,कैंप-फ़ायर
601,Last::N,ualach,भार
602,Gang::N,siúlóid,चाल
603,Schritt::N,céim,डग
604,Schritt::N,céim,क़दम
605,Schritt::N,coiscéim,डग
606,Schritt::N,coiscéim,क़दम
607,Norden::N,tuaisceart,उत्तर
608,Süden::N,deisceart,दक्खिन
609,Westen::N,iarthar,पश्चिम
610,Osten::N,oirthear,पूरब
611,Holz::N,adhmad,काठ
612,Holz::N,adhmad,काष्ठ
613,Brett::N,clár,पटरा
614,Brett::N,clár,तख़्ता
615,Platte::N,leac,फलक
616,Platte::N,leac,तख़्ता
617,Stütze::N,taca,टेक
618,Stütze::N,taca,थूनी
619,Stange::N,polla,छड़
620,Stange::N,polla,बाँस
621,Stange::N,cuaille,छड़
622,Stange::N,cuaille,बाँस
623,Stock::N,bata,लाठी
624,Stock::N,maide,लाठी
625,Stab::N,maide,लग्गा
626,Stab::N,bachall,लग्गा
627,Rohr::N,píopa,नल
628,Haus::N,teach,घर
629,Haus::N,teach,मकान
630,Heim::N,baile,घर
631,Heim::N,baile,गृह
632,Ofen::N,sornóg,चूल्हा
633,Fußboden::N,urlár,फ़र्श
634,Tisch::N,bord,मेज़
635,Tisch::N,tábla,मेज़
636,Stuhl::N,cathaoir,कुरसी
637,Wiege::N,cliabhán,पालना
638,Wiege::N,cliabhán,हिंडोला
639,Bett::N,leaba,खाट
640,Bett::N,leaba,पलंग
641,Regal::N,seilf,शेल्फ़
642,Kiste::N,bosca,पेटी
643,Kiste::N,bosca,डिब्बा
644,Fenster::N,fuinneoig,खिड़की
645,Tür::N,doras,द्वार
646,Tür::N,doras,दरवाज़ा
647,Tor::N,geata,फाटक
648,Zaun::N,fál,बाड़ा
649,Zaun::N,claí,बाड़ा
650,Dach::N,díon,छत
651,Dach::N,díon,छप्पर
652,Leiter::N,dréimire,सीढ़ी
653,Besen::N,scuab,झाड़ू
654,Besen::N,scuab,बुहारी
655,Spaten::N,spád,कुदाल
656,Spaten::N,rámhainn,कुदाल
657,Schaufel::N,sluasaid,बेलचा
658,Schaufel::N,sluasaid,फावड़ा
659,Gabel::N,forc,काँटा
660,Gabel::N,gabhlóg,काँटा
661,Löffel::N,spúnóg,चम्मच
662,Messer::N,scian,छुरा
663,Messer::N,scian,चाक़ू
664,Nagel::N,tairne,कील
665,Nagel::N,tairne,मेख़
666,Netz::N,líon,जाल
667,Netz::N,eangach,जाल
668,Haken::N,croch,अंकुश
669,Griff::N,cos,मूठ
670,Griff::N,cos,हत्था
671,Griff::N,hanla,मूठ
672,Griff::N,hanla,हत्था
673,Schloss::N,glas,ताला
674,Bild::N,pictiúr,चित्र
675,Figur::N,fíor,मूर्ति
676,Puppe::N,bábóg,पुतली
677,Puppe::N,bábóg,गुड़िया
678,Beutel::N,mála,झोला
679,Beutel::N,mealbhóg,झोला
680,Bündel::N,beart,पुलिंदा
681,Tasche::N,mála,बेग
682,Tasche::N,mála,बस्ता
683,Eimer::N,buicéad,बाल्टी
684,Deckel::N,clár,ढक्कन
685,Deckel::N,claibín,ढक्कन
686,Geschirr::N,soithí,बरतन-भाँड़े
687,Geschirr::N,gréithe,बरतन-भाँड़े
688,Sack::N,sac,बोरा
689,Sack::N,mála,बोरा
690,Tasse::N,cupán,प्याला
691,Topf::N,pota,देग़चा
692,Kessel::N,citeal,देग़
693,Kessel::N,citeal,बटलोई
694,Essen::N,béile,खाना
695,Nahrung::N,bia,भोजन
696,Speise::N,mias,खाना
697,Speise::N,mias,व्यंजन
698,Fleisch::N,feoil,मांस
699,Fleisch::N,feoil,गोश्त
700,Getreide::N,grán,अनाज
701,Getreide::N,arbhar,अनाज
702,Brei::N,brúitín,भरता
703,Brei::N,brúitín,दलिया
704,Brot::N,arán,रोटी
705,Scheibe::N,píosa,कतला
706,Scheibe::N,slisne,कतला
707,Fett::N,saill,वसा
708,Fett::N,saill,चरबी
709,Fett::N,méathras,वसा
710,Fett::N,méathras,चरबी
711,Butter::N,im,मक्खन
712,Öl::N,ola,तेल
713,Salz::N,salann,नमक
714,Suppe::N,sú,सूप
715,Suppe::N,sú,शोरबा
716,Suppe::N,anraith,सूप
717,Suppe::N,anraith,शोरबा
718,Honig::N,mil,शहद
719,Milch::N,bainne,दूध
720,Tee::N,tae,चाय
721,Leder::N,leathar,चमड़ा
722,Wolle::N,olann,ऊन
723,Stoff::N,éadach,कपड़ा
724,Nadel::N,snáthaid,सूई
725,Faden::N,snáth,डोरा
726,Knopf::N,cnaipe,बटन
727,Knopf::N,cnaipe,घुंडी
728,Knoten::N,snaidhm,गाँठ
729,Knoten::N,snaidhm,गुत्थी
730,Farbe::N,péint,रंग
731,Farbe::N,péint,वर्ण
732,Kleidung::N,éadaí,पहनावा
733,Hemd::N,léine,कुरता
734,Hemd::N,léine,क़मीज़
735,Kragen::N,bóna,गरदनी
736,Kragen::N,bóna,गरेबान
737,Ärmel::N,muinchille,आस्तीन
738,Hose::N,bríste,पैंट
739,Hose::N,bríste,पतलून
740,Hose::N,treabhsar,पैंट
741,Hose::N,treabhsar,पतलून
742,Gürtel::N,crios,पेटी
743,Gürtel::N,crios,मेखला
744,Mütze::N,caipín,टोपी
745,Schuh::N,bróg,जूता
746,Stiefel::N,buatais,बूट
747,Ring::N,fáinne,अँगूठी
748,Band::N,ribín,पट्टी
749,Kamm::N,cíor,कंघी
750,Spiegel::N,scáthán,आईना
751,Spiegel::N,scáthán,दर्पण
752,Riemen::N,iall,तसमा
753,Riemen::N,iall,पट्टा
754,Riemen::N,strapa,तसमा
755,Riemen::N,strapa,पट्टा
756,Schnur::N,téad,डोरी
757,Schnur::N,téad,सुतली
758,Schnur::N,sreangán,डोरी
759,Schnur::N,sreangán,सुतली
760,Leine::N,iall,रस्सी
761,Decke::N,pluid,रज़ाई
762,Decke::N,blaincéad,रज़ाई
763,Kissen::N,piliúr,तकिया
764,Kissen::N,piliúr,गाद्दा
