,Concept_ID,br,sl
801,versinken::V,sodellañ,pogrézniti se
802,vergehen::V,tremen,miníti
803,erscheinen::V,donet war-wel,pojáviti se
804,verschwinden::V,monet diwar wel,izgíniti
805,sinken::V,en em izelat,péšati
806,abnehmen::V,nebeutaat,pojémati
807,zunehmen::V,kreskiñ,véčati se
808,zunehmen::V,kreskiñ,množíti se
809,steigen::V,sevel,dvígati se
810,wachsen::V,kreskiñ,rásti
811,glänzen::V,lugernañ,sijáti
812,funkeln::V,elieniñ,ískriti se
813,lärmen::V,rabotat,ropotáti
814,lärmen::V,rabotat,razgrájati
815,klirren::V,diridignat,žvenketáti
816,klirren::V,sterlinkañ,žvenketáti
817,brausen::V,gwegal,šuméti
818,rauschen::V,trouzal,šuštéti
819,rauschen::V,trouzal,šelestéti
820,klingen::V,seniñ,zvenéti
821,bellen::V,harzhal,lájati
822,heulen::V,yudal,zavíjati
823,blasen::V,c'hwezhañ,píhniti
824,pfeifen::V,c'hwitellat,pískati
825,pfeifen::V,c'hwitellat,žvížgati
826,schreien::V,huchal,kričáti
827,stöhnen::V,hirvoudiñ,stókati
828,zittern::V,krenañ,drgetáti
829,leben::V,bevañ,živéti
830,geboren werden::V,genel,rodíti se
831,atmen::V,tennañ e anal,díhati
832,trinken::V,evañ,píti
833,essen::V,debriñ,jésti
834,schlucken::V,lonkañ,požírati
835,müde werden::V,skuizhañ,péšati
836,müde werden::V,skuizhañ,utrúditi se
837,einschlafen::V,menel kousket,zaspáti
838,schlafen::V,kousket,spáti
839,aufwachen::V,dihuniñ,zbudíti se
840,aufstehen::V,sevel,vstáti
841,sich erholen::V,diskuizhañ,oddahníti se
842,krank werden::V,klañviñ,oboléti
843,krank sein::V,bezañ klañv,bíti bolán
844,schmerzen::V,skourjezañ,boléti
845,husten::V,pasaat,kášljati
846,husten::V,peudal,kášljati
847,genesen::V,pareañ,okrévati
848,sterben::V,mervel,umréti
849,umkommen::V,perisañ,pogíniti
850,sich bewegen::V,bouljal,zganíti se
851,sich rühren::V,fiñval,premakníti se
852,sich erheben::V,sevel,vstájati
853,sich erheben::V,sevel,vzdígniti se
854,sich setzen::V,azezañ,sésti
855,sich setzen::V,mont en e goazez,sésti
856,hinfallen::V,kouezhañ,pásti dôl
857,laufen::V,redek,hodíti
858,schreiten::V,kerzhet,stópati
859,spazierengehen::V,pourmen,na sprehòd íti
860,eilen::V,hastañ,drvéti
861,sich beeilen::V,hastañ,hitéti
862,sausen::V,karzhañ,dírkati
863,rennen::V,redek,dírjati
864,springen::V,lammat,skákati
865,klettern::V,krimpat,plézati
866,schaukeln::V,brañsellat,kolébati
867,kriechen::V,skrampañ,pláziti se
868,schwimmen::V,neuial,plávati
869,tauchen::V,splujañ,potápljati se
870,rudern::V,roeñvat,vesláti
871,fahren::V,kas,vozíti se
872,fahren::V,kas,peljáti se
873,fahren::V,bleniañ,vozíti se
874,fahren::V,bleniañ,peljáti se
875,fliegen::V,nijal,létati
876,gehen::V,mont,íti
877,weggehen::V,mont kuit,odíti
878,abfahren::V,mont kuit,odpeljáti se
879,anhalten::V,chom a-sav,ustáviti se
880,hineingehen::V,monet e-barzh,íti nóter
881,eintreten::V,monet e-barzh,vstopíti
882,kommen::V,dont,príti
883,ankommen::V,erruout,prispéti
884,ankommen::V,erruout,prihájati
885,zurückkommen::V,addonet,vrníti se
886,bleiben::V,chom,ostáti
887,warten::V,gortoz,čákati
888,erwarten::V,gortoz,pričakováti
889,suchen::V,klask,iskáti
890,finden::V,kavout,nájti
891,versuchen::V,klask,poskúšati
892,vorbereiten::V,aozañ,pripráviti
893,lieben::V,karout,ljubíti
894,mögen::V,karout,márati
895,lachen::V,c'hoarzin,smejáti se
896,rühren::V,tenerañ,ganíti
897,weinen::V,gouelañ,jókati
898,weinen::V,gouelañ,plákati
899,schimpfen::V,krozal,psováti
900,schimpfen::V,krozal,zmérjati
901,sich ärgern::V,fachañ,jezíti se
902,sich ärgern::V,en em fachañ,jezíti se
903,fliehen::V,tec'het,bežáti
904,flüchten::V,tuzañ,pobégniti
905,sehen::V,gwelet,vídeti
906,anschauen::V,sellout ouzh,oglédati
907,ansehen::V,sellout ouzh,glédati
908,hören::V,klevet,slíšati
909,zuhören::V,selaou,poslúšati
910,probieren::V,blasa,poskúšati
911,riechen::V,klevet,dúhati
912,fühlen::V,santout,čutíti
913,scheinen::V,diskouez bezañ,zdéti se
914,zu sehen sein::V,bezañ gwelus,vídeti se
915,vernehmen::V,merzhañ,čúti
916,frieren::V,anoued,zébsti
917,tun::V,ober,délati
918,können::V,gouzout,môči
919,wollen::V,fellout da,hotéti
920,wollen::V,kaout c'hoant da,hotéti
921,anfangen::V,kregiñ,začéti
922,beenden::V,achuiñ,dokončáti
923,aufhören::V,paouez,prenéhati
924,öffnen::V,digeriñ,odpréti
925,schließen::V,serriñ,zapréti
926,stellen::V,lakaat,postáviti
927,setzen::V,lakaat,posadíti
928,legen::V,lakaat,položíti
929,berühren::V,touch,dotíkati se
930,verbinden::V,eren,obvézati
931,bedecken::V,goloiñ,pokríti
932,aufhängen::V,istribilhañ,obésiti
933,anzünden::V,alumiñ,zažgáti
934,anzünden::V,c'hwezzañ,zažgáti
935,aufheben::V,dastum,vzdígniti
936,zurücklassen::V,lezel,zapustíti
937,verlieren::V,koll,izgubíti
938,fallen lassen::V,laoskel,navréči
939,fallen lassen::V,lezel da gouezhel,navréči
940,machen::V,ober,naredíti
941,machen::V,ober,napráviti
942,herstellen::V,fardañ,izdélati
943,bauen::V,sevel,gradíti
944,reparieren::V,adaozañ,popráviti
945,verbessern::V,gwellaat,izbóljšati
946,ändern::V,cheñch,spremeníti
947,graben::V,kleuzañ,kopáti
948,graben::V,kleuzañ,grêbsti
949,beugen::V,plegañ,upogníti
950,biegen::V,krommañ,zavíjati
951,drehen::V,treiñ,vrtéti
952,wenden::V,treiñ,obrníti
953,umdrehen::V,treiñ,zasúkati
954,heben::V,sevel,dvígati
955,hochheben::V,sevel,privzdígniti
956,ergreifen::V,kemer,zgrábiti
957,halten::V,dalc'hen,držáti
958,drücken::V,bountañ,tiščáti
959,schieben::V,poulzañ,ríniti
960,kratzen::V,skrabat,práskati
961,lecken::V,lipat,lízati
962,beißen::V,kregiñ,grísti
963,abreißen::V,diframmañ,odtŕgati
964,abschneiden::V,troc'hañ,odrézati
965,binden::V,stagañ,vézati
966,stecken::V,sankañ,vtakníti
967,brechen::V,darnaouiñ,lomíti
968,klopfen::V,skoiñ,tólči
969,hauen::V,dornañ,séči
970,kleben::V,pegañ,lépiti
971,reiben::V,taravat,tréti
972,reiben::V,taravat,dŕgniti
973,reiben::V,trekiñ,tréti
974,reiben::V,trekiñ,dŕgniti
975,streichen::V,toazañ,namázati
976,schleifen::V,lemmañ,brúsiti
977,schneiden::V,troc'hañ,rézati
978,rütteln::V,tordorosañ,strésti
979,schütteln::V,hejañ,majáti
980,schütten::V,diskargañ,sípati
981,füllen::V,kargañ,napolníti
982,einwickeln::V,gronnañ,zavíti
983,tragen::V,dougen,nêsti
984,schleppen::V,stlejal,vláčiti
985,ziehen::V,sachañ,vléči
986,aufbewahren::V,miret,shranjeváti
987,werfen::V,teuler,lúčati
988,fangen::V,tapañ,ujéti
989,packen::V,krapat,prijéti
990,verstecken::V,kuzhat,skríti
991,teilen::V,rannañ,razdelíti
992,schicken::V,kas,pošíljati
993,bringen::V,degas,prinêsti
994,hinzufügen::V,lakat ouzhpenn,pristáviti
995,bekommen::V,kaout,dobíti
996,erhalten::V,kaout,prejéti
997,nehmen::V,kemer,vzéti
998,wählen::V,choaz,izbírati
999,auswählen::V,dibab,izbráti
1000,bewahren::V,mirout,ohraníti
1001,behindern::V,diaezañ,ovírati
1002,verderben::V,lovrañ,pokváriti
1003,beschädigen::V,gwallegañ,poškodováti
1004,zerbrechen::V,torriñ,razlomíti
1005,zerreißen::V,diroegiñ,raztŕgati
1006,zerstören::V,distrujañ,razrúšiti
1007,verbrennen::V,deviñ,sežgáti
1008,geben::V,reiñ,dáti
1009,schenken::V,donezonañ,podáriti
1010,versprechen::V,prometiñ,obljubíti
1011,wünschen::V,hetiñ,vóščiti
1012,loben::V,feurmiñ,hváliti
1013,küssen::V,pokat,poljubováti
1014,wiegen::V,pouezañ,zíbati
1015,zudecken::V,goloiñ,pokríti
1016,wecken::V,dihuniñ,zbudíti
1017,zeigen::V,diskouez,pokázati
1018,führen::V,kas,vêsti
1019,lehren::V,deskiñ,učíti
1020,unterrichten::V,kelenn,poučeváti
1021,leiten::V,bleinañ,uprávljati
1022,antreiben::V,poulzañ,goníti
1023,lassen::V,leuskel,povzročíti
1024,einladen::V,pediñ,povábiti
1025,vereinigen::V,unisañ,zdrúžiti
1026,besuchen::V,gweladenniñ,obiskáti
1027,treffen::V,kejal,pogodíti
1028,treffen::V,ankontrañ,pogodíti
1029,sich versammeln::V,bodennañ,zbráti se
1030,spielen::V,c'hoari,igráti se
1031,singen::V,kanañ,péti
1032,tanzen::V,dañsal,plésati
1033,sich trennen::V,dispartiañ,ločíti se
1034,verlassen::V,lezel,zapustíti
1035,retten::V,saveteiñ,réšiti
1036,bewachen::V,mesa,strážiti
1037,schützen::V,diwall,sčítiti
1038,verteidigen::V,difenn,braníti
1039,sich schlagen::V,lopañ,têpsti se
1040,siegen::V,trec'hiñ,zmágati
1041,ärgern::V,hegasiñ,jezíti
1042,ärgern::V,hegasiñ,razbúriti
1043,schlagen::V,skeiñ,têpsti
1044,schlagen::V,skeiñ,udáriti
1045,treten::V,botaouiñ,teptáti
1046,stechen::V,pikat,ubôsti
1047,stoßen::V,stokañ,peháti
1048,stoßen::V,stokañ,drégniti
1049,stehlen::V,laerezh,ukrásti
1050,stehlen::V,laerezh,pokrásti
1051,stören::V,direnkañ,motíti
1052,belästigen::V,dregasiñ,nadlegováti
1053,verbergen::V,skoachañ,skríti
1054,täuschen::V,tromplañ,slepíti
1055,betrügen::V,lorbañ,várati
1056,betrügen::V,lorbañ,ogoljufáti
1057,töten::V,lazhañ,ubíti
1058,wohnen::V,bezañ o chom,prebívati
1059,arbeiten::V,labourat,délati
1060,sammeln::V,dastum,zbráti
1061,pflücken::V,kuntuilhañ,obráti
1062,jagen::V,chaseal,lovíti
1063,fischen::V,pesketa,ribáriti
1064,fassen::V,pakañ,zajéti
1065,hüten::V,geota,pásti
1066,anbinden::V,stagañ,privézati
1067,füttern::V,boueta,kŕmiti
1068,melken::V,goro,mólsti
1069,hacken::V,difrakal,sékati
1070,gießen::V,dourañ,ulíti
1071,reifen::V,azviñ,zoréti
1072,zubereiten::V,keginañ,pripráviti
1073,kochen::V,poazhañ,kúhati
1074,backen::V,fritañ,cvréti
1075,braten::V,rostañ,pêči
1076,stricken::V,stammañ,plêsti
1077,nähen::V,gwriat,šívati
1078,färben::V,livañ,bárvati
1079,reinigen::V,naetañ,očístiti
1080,waschen::V,gwalc'hiñ,opráti
1081,abwischen::V,torchañ,obrísati
1082,spülen::V,disgwalc'hiñ,splakováti
1083,fegen::V,skubañ,pométati
1084,kehren::V,skubañ,mésti
1085,baden::V,kouronkañ,kópati se
1086,sich waschen::V,en em walc'hiñ,umíti se
1087,sich anziehen::V,gwiskañ,obléči se
1088,kämmen::V,kribat,česáti
1089,schmücken::V,kinklañ,okrasíti
1090,sagen::V,larêt,dejáti
1091,sagen::V,lavaret,dejáti
1092,sprechen::V,komz,govoríti
1093,reden::V,kaozeal,rêči
1094,sich unterhalten::V,balbotal,razgovárjati se
1095,fragen::V,goulenn,vprášati
1096,bitten::V,goulenn,prosíti
1097,erzählen::V,kontañ,práviti
1098,mitteilen::V,kemenn,naznániti
1099,nennen::V,anviñ,imenováti
1100,rufen::V,gelver,klícati
1101,prahlen::V,fougeal,baháti se
1102,übersetzen::V,treiñ,prevêsti
1103,denken::V,soñjal,mísliti
1104,glauben::V,krediñ,verjéti
1105,bemerken::V,apresevañ,opáziti
1106,erkennen::V,anavout,spoznáti
1107,begreifen::V,meizañ,pôjmiti
1108,verstehen::V,kompren,razuméti
1109,lernen::V,deskiñ,učíti se
1110,wissen::V,gouzout,znáti
1111,wissen::V,gouzout,védeti
1112,sich erinnern an::V,kaout soñj e,spómniti se
1113,vergessen::V,ankouaat,pozábiti
1114,messen::V,muzuliañ,mériti
1115,zählen::V,kontañ,štéti
1116,rechnen::V,jedañ,račúnati
1117,lesen::V,lenn,bráti
1118,lesen::V,lenn,čítati
1119,malen::V,livañ,slíkati
1120,zeichnen::V,tresañ,rísati
1121,schreiben::V,skrivañ,písati
1122,besitzen::V,kaout,iméti
1123,kaufen::V,prenañ,kupíti
1124,verkaufen::V,gwerzhañ,prodáti
1125,bezahlen::V,paeañ,pláčati
1126,zahlen::V,paeañ,plačeváti
1127,beherrschen::V,mestroniañ,obvládati
1128,ertragen::V,anduriñ,prenêsti
1129,Grube::N,,jáma
1130,Spur::N,,sléd
1131,Lehm::N,,ílo
1132,Laut::N,,glás
1133,Winkel::N,,kót
1134,Lagerfeuer::N,,táborni ôgenj
1135,vergebens::ADV,,zamàn
1136,vergebens::ADV,,zastónj
1137,untergehen[Sonne]::V,,zaíti
1138,läuten::V,,zvoníti
1139,klingeln::V,,zvončkljáti
1140,sich fürchten::V,,báti se
1141,fürchten::V,,báti se
1142,gelingen::V,,uspéti
1143,gelingen::V,,posréčiti se
1144,geraten::V,,obnêsti se
1145,schwenken::V,,obrníti
1146,reichen::V,,séči
1147,reichen::V,,molíti
1148,aufziehen::V,,vzgojíti
1149,schießen::V,,stréljati
1150,treiben::V,,pogánjati
1151,umrühren::V,,preméšati
1152,ausziehen::V,,izvléči
1153,anziehen::V,,obléči
