,Concept_ID,cs,fi
163,Klaue::N,pazneht,kynsi
164,Kralle::N,dráp,kynsi
165,Schwanz::N,ocas,häntä
166,Schwanz::N,ocas,pyrstö
167,Ei::N,vejce,muna
168,Nest::N,hnízdo,pesä
169,Bau::N,nora,pesä
170,Tier::N,zvíře,eläin
171,Herde::N,stádo,lauma
172,Kuh::N,kráva,lehmä
173,Bulle::N,býk,sonni
174,Pferd::N,kůň,hevonen
175,Schaf::N,ovce,lammas
176,Schwein::N,vepř,sika
177,Schwein::N,prase,sika
178,Hund::N,pes,koira
179,Katze::N,kočka,kissa
180,Bär::N,medvěd,karhu
181,Eichhörnchen::N,veverka,orava
182,Elch::N,los,hirvi
183,Fuchs::N,liška,kettu
184,Hase::N,zajíc,jänis
185,Maus::N,myš,hiiri
186,Wolf::N,vlk,susi
187,Vogel::N,pták,lintu
188,Schwarm::N,roj,parvi
189,Schwarm::N,hejno,parvi
190,Huhn::N,kuře,kana
191,Huhn::N,slepice,kana
192,Hahn::N,kohout,kukko
193,Gans::N,husa,hanhi
194,Adler::N,orel,kotka
195,Ente::N,kachna,ankka
196,Eule::N,sova,pöllö
197,Kranich::N,jeřáb,kurki
198,Krähe::N,vrána,varis
199,Kuckuck::N,kukačka,käki
200,Schwan::N,labuť,joutsen
201,Fisch::N,ryba,kala
202,Barsch::N,okoun,ahven
203,Hecht::N,štika,hauki
204,Schlange[Tier]::N,had,käärme
205,Wurm::N,červ,mato
206,Spinne::N,pavouk,hämähäkki
207,Ameise::N,mravenec,muurahainen
208,Laus::N,veš,täi
209,Mücke::N,komár,sääski
210,Mücke::N,komár,hyttynen
211,Fliege::N,moucha,kärpänen
212,Schmetterling::N,motýl,perhonen
213,Beere::N,bobule,marja
214,Apfel::N,jablko,omena
215,Pilz::N,houba,sieni
216,Zwiebel::N,cibule,sipuli
217,Saat::N,osivo,siemenet
218,Korn::N,zrno,jyvä
219,Korn::N,zrno,vilja
220,Heu::N,seno,heinä
221,Schale::N,slupka,kuori
222,Schale::N,skořápka,kuori
223,Grube::N,jáma,kuoppa
224,Falle::N,past,loukku
225,Falle::N,léčka,loukku
226,Schlinge::N,smyčka,ansa
227,Spur::N,stopa,jälki
228,Asche::N,popel,tuhka
229,Dreck::N,špína,lika
230,Eisen::N,železo,rauta
231,Gold::N,zlato,kulta
232,Silber::N,stříbro,hopea
233,Kohle::N,uhlí,hiili
234,Glas::N,sklo,lasi
235,Lehm::N,jíl,savi
236,Lehm::N,hlína,savi
237,Sand::N,písek,hiekka
238,Mensch::N,člověk,ihminen
239,Mann::N,muž,mies
240,Frau::N,žena,nainen
241,Kind::N,dítě,lapsi
242,Junge::N,hoch,poika
243,Junge::N,chlapec,poika
244,Mädchen::N,děvče,tyttö
245,Familie::N,rodina,perhe
246,Großvater::N,děd,isoisä
247,Großvater::N,dědeček,isoisä
248,Großmutter::N,babička,isoäiti
249,Eltern::N,rodiče,vanhemmat
250,Vater::N,otec,isä
251,Mutter::N,matka,äiti
252,Sohn::N,syn,poika
253,Tochter::N,dcera,tytär
254,Bruder::N,bratr,veli
255,Schwester::N,sestra,sisko
256,Onkel::N,strýc,eno
257,Onkel::N,strýc,setä
258,Tante::N,teta,täti
259,Ehemann::N,choť,mies
260,Ehemann::N,choť,aviomies
261,Ehemann::N,manžel,mies
262,Ehemann::N,manžel,aviomies
263,Ehefrau::N,choť,vaimo
264,Ehefrau::N,choť,aviovaimo
265,Ehefrau::N,manželka,vaimo
266,Ehefrau::N,manželka,aviovaimo
267,Freude::N,radost,ilo
268,Freude::N,radost,riemu
269,Gelächter::N,smích,nauru
270,Glück::N,štěstí,onni
271,Kummer::N,žal,suru
272,Kummer::N,žal,murhe
273,Kummer::N,trápení,suru
274,Kummer::N,trápení,murhe
275,Wunsch::N,přání,toive
276,Wunsch::N,přání,toivomus
277,Lust::N,chuť,himo
278,Geist::N,duch,henki
279,Gedanke::N,myšlenka,aate
280,Gedanke::N,myšlenka,ajatus
281,Gedächtnis::N,paměť,muisti
282,Verstand::N,rozum,äly
283,Verstand::N,rozum,järki
284,Verstand::N,rozum,ymmärrys
285,Sinn::N,smysl,merkitys
286,Grund::N,důvod,syy
287,Grund::N,důvod,peruste
288,Wahrheit::N,pravda,tosi
289,Wahrheit::N,pravda,totuus
290,Gespräch::N,rozhovor,puhelu
291,Gespräch::N,rozhovor,keskustelu
292,Märchen::N,pohádka,satu
293,Erzählung::N,povídka,tarina
294,Erzählung::N,povídka,kertomus
295,Nachricht::N,zpráva,tieto
296,Nachricht::N,zpráva,ilmoitus
297,Neuigkeit::N,novina,uutinen
298,Neuigkeit::N,novinka,uutinen
299,Name::N,jméno,nimi
300,Rätsel::N,hádanka,arvoitus
301,Rede::N,řeč,puhe
302,Rede::N,proslov,puhe
303,Sprache::N,řeč,kieli
304,Sprache::N,jazyk,kieli
305,Stimme::N,hlas,ääni
306,Wort::N,slovo,sana
307,Zeichen::N,znamení,merkki
308,Ruf::N,zavolání,kutsu
309,Lärm::N,hluk,melu
310,Lärm::N,hluk,hälinä
311,Laut::N,zvuk,ääni
312,Ton::N,tón,sävel
313,Lied::N,píseň,laulu
314,Ruhe::N,klid,lepo
315,Ruhe::N,klid,rauha
316,Ruhe::N,pokoj,lepo
317,Ruhe::N,pokoj,rauha
318,Leute::N,lidé,väki
319,Leute::N,lidé,ihmiset
320,Volk::N,národ,kansa
321,Arbeit::N,práce,työ
322,Gast::N,host,vieras
323,Geschenk::N,dar,lahja
324,Spiel::N,hra,peli
325,Spiel::N,hra,leikki
326,Gesellschaft::N,společnost,seura
327,Hilfe::N,pomoc,apu
328,Freund::N,přítel,ystävä
329,Kamerad::N,kamarád,toveri
330,Angelegenheit::N,záležitost,asia
331,Anzahl::N,počet,lukumäärä
332,Art::N,druh,laji
333,Stück::N,kus,pala
334,Stück::N,kus,kappale
335,Stück::N,kousek,pala
336,Stück::N,kousek,kappale
337,Teil::N,díl,osa
338,Teil::N,část,osa
339,Hälfte::N,půl,puoli
340,Kreis::N,kruh,ympyrä
341,Kreuz::N,kříž,risti
342,Linie::N,linka,viiva
343,Strich::N,čára,piirto
344,Strich::N,čárka,piirto
345,Abstand::N,vzdálenost,väli
346,Abstand::N,vzdálenost,väljyys
347,Entfernung::N,vzdálenost,etäisyys
348,Gegend::N,krajina,seutu
349,Platz::N,prostor,tila
350,Ort::N,místo,kohta
351,Ort::N,místo,paikka
352,Seite::N,strana,sivu
353,Seite::N,strana,kylki
354,Mitte::N,střed,keskus
355,Mitte::N,střed,puoliväli
356,Mitte::N,prostředek,keskus
357,Mitte::N,prostředek,puoliväli
358,Gegenstand::N,předmět,kalu
359,Gegenstand::N,předmět,esine
360,Sache::N,věc,asia
361,Rand::N,kraj,ääri
362,Rand::N,kraj,syrjä
363,Rand::N,okraj,ääri
364,Rand::N,okraj,syrjä
365,Kante::N,hrana,särmä
366,Ecke::N,roh,nurkka
367,Spitze::N,hrot,terä
368,Spitze::N,hrot,kärki
369,Spitze::N,špička,terä
370,Spitze::N,špička,kärki
371,Ende::N,konec,pää
372,Ende::N,konec,perä
373,Loch::N,díra,kolo
374,Loch::N,díra,reikä
375,Winkel::N,kout,kulma
376,Muster::N,vzor,kuvio
377,Größe::N,velikost,koko
378,Größe::N,velikost,suuruus
379,Länge::N,délka,pituus
380,Höhe::N,výška,korkeus
381,Gewicht::N,váha,paino
382,Menge::N,množství,määrä
383,Haufen::N,kupa,kasa
384,Haufen::N,hromada,kasa
385,Reihe::N,řada,rivi
386,Reihe::N,řádek,rivi
387,Boot::N,člun,vene
388,Ruder::N,veslo,airo
389,Schlitten::N,sáně,reki
390,Schlitten::N,sáně,kelkka
391,Ski::N,lyže,suksi
392,Lagerfeuer::N,táborák,nuotio
393,Last::N,náklad,kuorma
394,Last::N,břemeno,kuorma
395,Gang::N,chůze,kulku
396,Gang::N,chůze,käynti
397,Gang::N,chodba,kulku
398,Gang::N,chodba,käynti
399,Schritt::N,krok,askel
400,Norden::N,sever,pohjoinen
401,Süden::N,jih,etelä
402,Westen::N,západ,länsi
403,Osten::N,východ,itä
404,Holz::N,dřevo,puu
405,Brett::N,prkno,lauta
406,Platte::N,deska,levy
407,Stütze::N,opěra,noja
408,Stange::N,tyč,tanko
409,Stange::N,tyčka,tanko
410,Stock::N,hůlka,keppi
411,Stab::N,hůl,sauva
412,Stab::N,hůl,seiväs
413,Rohr::N,trubka,putki
414,Haus::N,dům,talo
415,Heim::N,domov,koti
416,Ofen::N,kamna,uuni
417,Fußboden::N,podlaha,lattia
418,Tisch::N,stůl,pöytä
419,Stuhl::N,židle,tuoli
420,Wiege::N,kolébka,kehto
421,Bett::N,postel,sänky
422,Regal::N,regál,hylly
423,Regal::N,police,hylly
424,Kiste::N,bedna,arkku
425,Kiste::N,bedna,kirstu
426,Kiste::N,bedna,laatikko
427,Fenster::N,okno,ikkuna
428,Tür::N,dveře,ovi
429,Tor::N,vrata,portti
430,Zaun::N,plot,aita
431,Dach::N,střecha,katto
432,Leiter::N,žebřík,tikkaat
433,Leiter::N,žebřík,tikapuut
434,Besen::N,koště,luuta
435,Besen::N,smeták,luuta
436,Spaten::N,rýč,lapio
437,Schaufel::N,lopata,lapio
438,Gabel::N,vidlička,haarukka
439,Löffel::N,lžíce,lusikka
440,Messer::N,nůž,veitsi
441,Nagel::N,hřebík,naula
442,Netz::N,síť,verkko
443,Haken::N,hák,haka
444,Haken::N,hák,koukku
445,Griff::N,držadlo,ripa
446,Griff::N,držadlo,kahva
447,Schloss::N,zámek,lukko
448,Bild::N,obraz,kuva
449,Figur::N,figura,kuvio
450,Puppe::N,panenka,nukke
451,Beutel::N,pytlík,pussi
452,Bündel::N,svazek,nippu
453,Bündel::N,svazek,kimppu
454,Tasche::N,taška,laukku
455,Tasche::N,brašna,laukku
456,Eimer::N,kýbl,sanko
457,Eimer::N,kýbl,ämpäri
458,Eimer::N,vědro,sanko
459,Eimer::N,vědro,ämpäri
460,Deckel::N,víko,kansi
461,Deckel::N,příklop,kansi
462,Geschirr::N,nádobí,astia
463,Sack::N,pytel,säkki
464,Tasse::N,šálek,kuppi
465,Topf::N,hrnec,pata
466,Kessel::N,kotel,kattila
467,Essen::N,jídlo,syönti
468,Nahrung::N,strava,ruoka
469,Nahrung::N,strava,ravinto
470,Nahrung::N,potrava,ruoka
471,Nahrung::N,potrava,ravinto
472,Speise::N,jídlo,ruoka
473,Fleisch::N,maso,liha
474,Getreide::N,obilí,vilja
475,Brei::N,kaše,puuro
476,Brot::N,chléb,leipä
477,Scheibe::N,krajíc,viipale
478,Fett::N,tuk,rasva
479,Fett::N,omastek,rasva
480,Butter::N,máslo,voi
481,Öl::N,olej,öljy
482,Salz::N,sůl,suola
483,Suppe::N,polévka,keitto
484,Honig::N,med,hunaja
485,Milch::N,mléko,maito
486,Tee::N,čaj,tee
487,Leder::N,kůže,nahka
488,Wolle::N,vlna,villa
489,Stoff::N,látka,kangas
490,Nadel::N,jehla,neula
491,Faden::N,nit,lanka
492,Knopf::N,knoflík,nappi
493,Knoten::N,uzel,solmu
494,Farbe::N,barva,maali
495,Kleidung::N,šaty,vaatteet
496,Kleidung::N,šatstvo,vaatteet
497,Hemd::N,košile,paita
498,Kragen::N,límec,kaulus
499,Ärmel::N,rukáv,hiha
500,Hose::N,kalhoty,housut
501,Gürtel::N,pás,vyö
502,Gürtel::N,opasek,vyö
503,Mütze::N,čepice,lakki
504,Schuh::N,bota,kenkä
505,Stiefel::N,holínka,saapas
506,Ring::N,prsten,sormus
507,Band::N,pásek,nauha
508,Kamm::N,hřeben,kampa
509,Spiegel::N,zrcadlo,peili
510,Riemen::N,řemen,hihna
511,Schnur::N,šňůra,naru
512,Schnur::N,šňůra,nuora
513,Leine::N,vodítko,talutushihna
514,Decke::N,pokrývka,peite
515,Decke::N,přikrývka,peite
516,Kissen::N,polštář,tyyny
517,Kissen::N,polštář,pielus
518,Tuch::N,šátek,huivi
519,Handtuch::N,ručník,pyyheliina
520,Kraft::N,síla,väki
521,Kraft::N,síla,voima
522,Stärke::N,síla,vahvuus
523,Gesundheit::N,zdraví,terveys
524,Krankheit::N,nemoc,tauti
525,Krankheit::N,nemoc,sairaus
526,Krankheit::N,choroba,tauti
527,Krankheit::N,choroba,sairaus
528,Schmerz::N,bolest,kipu
529,Schmerz::N,bolest,särky
530,Wunde::N,rána,haava
531,Fieber::N,horečka,kuume
532,Arznei::N,lék,lääke
533,Brücke::N,most,silta
534,Brunnen::N,studna,kaivo
535,Weide::N,pastva,laidun
536,Weide::N,pastvina,laidun
537,Pfad::N,pěšina,polku
538,Weg::N,cesta,tie
539,Straße::N,silnice,katu
540,Dorf::N,vesnice,kylä
541,Stadt::N,město,kaupunki
542,Brief::N,dopis,kirje
543,Buch::N,kniha,kirja
544,Buchstabe::N,písmeno,kirjain
545,Zeitung::N,noviny,lehti
546,Zeitung::N,noviny,sanomalehti
547,Leben::N,život,elo
548,Leben::N,život,elämä
549,Tod::N,smrt,kuolema
550,Grab::N,hrob,hauta
551,Kirche::N,kostel,kirkko
552,Sünde::N,hřích,synti
553,Gott::N,bůh,jumala
554,Arbeiter::N,dělník,työläinen
555,Arbeiter::N,pracovník,työläinen
556,Chef::N,šéf,päällikkö
557,Chef::N,vedoucí,päällikkö
558,Meister::N,mistr,mestari
559,Arzt::N,lékař,lääkäri
560,Lehrer::N,učitel,opettaja
561,Geld::N,peníze,raha
562,Geschäft::N,obchod,liike
563,Laden::N,krám,puoti
564,Laden::N,krám,kauppa
565,Preis::N,cena,hinta
566,Ware::N,zboží,tavara
567,Nutzen::N,užitek,hyöty
568,Reichtum::N,bohatství,rikkaus
569,Welt::N,svět,maailma
570,Land::N,země,maa
571,Staat::N,stát,valtio
572,König::N,král,kuningas
573,Macht::N,moc,mahti
574,Macht::N,mocnost,mahti
575,Grenze::N,hranice,raja
576,Krieg::N,válka,sota
577,Feind::N,nepřítel,vihollinen
578,Gewalt::N,násilí,väkivalta
579,Kampf::N,boj,taistelu
580,Bogen[Waffe]::N,luk,jousi
581,Pfeil::N,šíp,nuoli
582,Gewehr::N,puška,kivääri
583,Gewehr::N,ručnice,kivääri
584,Fehler::N,chyba,vika
585,Fehler::N,chyba,virhe
586,Lüge::N,lež,valhe
587,Schaden::N,škoda,vaurio
588,Schaden::N,škoda,vahinko
589,Unglück::N,neštěstí,vahinko
590,Unglück::N,neštěstí,onnettomuus
591,Schuld::N,vina,syy
592,Alter::N,věk,ikä
593,Schluss::N,konec,loppu
594,Zeit::N,čas,aika
595,Tag::N,den,päivä
596,Morgen::N,ráno,aamu
597,Morgen::N,ráno,huomen
598,Morgen::N,jitro,aamu
599,Morgen::N,jitro,huomen
600,Mittag::N,poledne,keskipäivä
601,Abend::N,večer,ilta
602,Nacht::N,noc,yö
603,Woche::N,týden,viikko
604,Monat::N,měsíc,kuukausi
605,Jahr::N,rok,vuosi
606,Frühling::N,jaro,kevät
607,Sommer::N,léto,kesä
608,Herbst::N,podzim,syksy
609,Winter::N,zima,talvi
610,Januar::N,leden,tammikuu
611,Februar::N,únor,helmikuu
612,März::N,březen,maaliskuu
613,April::N,duben,huhtikuu
614,Mai::N,květen,toukokuu
615,Juni::N,červen,kesäkuu
616,Juli::N,červenec,heinäkuu
617,August::N,srpen,elokuu
618,September::N,září,syyskuu
619,Oktober::N,říjen,lokakuu
620,November::N,listopad,marraskuu
621,Dezember::N,prosinec,joulukuu
622,Montag::N,pondělí,maanantai
623,Montag::N,pondělek,maanantai
624,Dienstag::N,úterý,tiistai
625,Mittwoch::N,středa,keskiviikko
626,Donnerstag::N,čtvrtek,torstai
627,Freitag::N,pátek,perjantai
628,Samstag::N,sobota,lauantai
629,Sonntag::N,neděle,sunnuntai
630,groß::A,velký,iso
631,groß::A,velký,suuri
632,klein::A,malý,pieni
633,lang::A,dlouhý,pitkä
634,kurz::A,krátký,lyhyt
635,breit::A,široký,leveä
636,schmal::A,úzký,kapea
637,dicht::A,hustý,taaja
638,dick[Gegenstand]::A,tlustý,paksu
639,dünn::A,tenký,ohut
640,fein::A,jemný,hieno
641,fest::A,pevný,luja
642,flach::A,plochý,litteä
643,flach::A,plochý,tasainen
644,flach::A,placatý,litteä
645,flach::A,placatý,tasainen
646,glatt::A,hladký,sileä
647,glatt::A,hladký,siloinen
648,hart::A,tvrdý,kova
649,weich::A,měkký,pehmeä
650,rund::A,kulatý,pyöreä
651,rund::A,okrouhlý,pyöreä
652,spitz::A,špičatý,terävä
653,scharf::A,ostrý,terävä
654,stumpf::A,tupý,tylsä
655,schwer::A,těžký,raskas
656,schwer::A,těžký,painava
657,schön::A,pěkný,kaunis
658,schön::A,krásný,kaunis
659,heiß::A,horký,kuuma
660,warm::A,teplý,lämmin
661,kalt::A,studený,kylmä
662,kalt::A,studený,viluinen
663,kühl::A,chladný,viileä
664,frisch::A,svěží,tuore
665,feucht::A,vlhký,kostea
666,nass::A,mokrý,märkä
667,trocken::A,suchý,kuiva
668,voll::A,plný,täysi
669,leer::A,prázdný,tyhjä
670,offen::A,otevřený,avonainen
671,geschlossen::A,zavřený,suljettu
672,sauber::A,čistý,puhdas
673,schmutzig::A,špinavý,likainen
674,roh::A,syrový,raaka
675,reif::A,zralý,kypsä
676,lecker::A,chutný,herkullinen
677,süß::A,sladký,makea
678,bitter::A,hořký,karvas
679,bitter::A,hořký,kitkerä
680,sauer::A,kyselý,hapan
681,hell::A,světlý,kirkas
682,hell::A,světlý,valoisa
683,dunkel::A,temný,pimeä
684,schwarz::A,černý,musta
685,weiß::A,bílý,valkea
686,rot::A,rudý,punainen
687,rot::A,červený,punainen
688,gelb::A,žlutý,keltainen
689,blau::A,modrý,sininen
690,grün::A,zelený,vihreä
691,grau::A,šedý,harmaa
692,grau::A,šedivý,harmaa
693,bunt::A,pestrý,kirjava
694,billig::A,levný,halpa
695,billig::A,levný,huokea
696,billig::A,laciný,halpa
697,billig::A,laciný,huokea
698,teuer::A,drahý,kallis
699,wertvoll::A,cenný,arvokas
700,blind::A,slepý,sokea
701,taub::A,hluchý,kuuro
702,kräftig::A,silný,väkevä
703,kräftig::A,silný,voimakas
704,stark::A,silný,vahva
705,schwach::A,slabý,heikko
706,fett::A,tučný,lihava
707,fett::A,tlustý,lihava
708,schlank::A,štíhlý,hoikka
709,schlank::A,štíhlý,solakka
710,hübsch::A,hezký,soma
711,hübsch::A,hezký,sievä
712,böse::A,zlý,paha
713,böse::A,zlý,häijy
714,dumm::A,hloupý,tyhmä
715,dumm::A,hloupý,typerä
716,faul::A,líný,laiska
717,fleißig::A,pilný,ahkera
718,geizig::A,lakomý,saita
719,klug::A,chytrý,älykäs
720,geschickt::A,šikovný,taitava
721,lieb::A,milý,rakas
722,lustig::A,veselý,hauska
723,lustig::A,veselý,iloinen
724,sanft::A,mírný,lauha
725,sanft::A,mírný,lempeä
726,hungrig::A,hladový,nälkäinen
727,krank::A,nemocný,sairas
728,nackt::A,nahý,alaston
729,traurig::A,smutný,surullinen
730,traurig::A,smutný,murheellinen
731,traurig::A,truchlivý,surullinen
732,traurig::A,truchlivý,murheellinen
733,lebendig::A,živý,elävä
734,gut::A,dobrý,hyvä
735,schlecht::A,špatný,paha
736,schlecht::A,špatný,huono
737,richtig::A,pravý,oikea
738,richtig::A,správný,oikea
739,schlimm::A,zlý,paha
740,wahr::A,pravdivý,tosi
741,alt::A,starý,vanha
742,neu::A,nový,uusi
743,ehemalig::A,bývalý,entinen
744,ehemalig::A,bývalý,muinainen
745,alt[Lebewesen]::A,starý,vanha
746,jung::A,mladý,nuori
747,arm::A,chudý,köyhä
748,reich::A,bohatý,rikas
749,bekannt::A,známý,tuttu
750,bekannt::A,známý,tunnettu
751,berühmt::A,slavný,kuuluisa
752,fremd::A,cizí,vieras
753,verschieden::A,různý,eri
754,verschieden::A,různý,erilainen
755,verschieden::A,rozličný,eri
756,verschieden::A,rozličný,erilainen
757,nah::A,blízký,läheinen
758,fern::A,daleký,etäinen
759,linker::A,levý,vasen
760,rechter::A,pravý,oikea
761,anderer::A,jiný,muu
762,anderer::A,jiný,toinen
763,erster::A,první,ensimmäinen
764,zweiter::A,druhý,toinen
765,dritter::A,třetí,kolmas
766,letzter::A,poslední,viimeinen
767,allein::ADV,sám,yksin
768,auf einmal::ADV,najednou,yhdellä kertaa
769,zusammen::ADV,spolu,yhdessä
770,zusammen::ADV,dohromady,yhdessä
771,lange::ADV,dlouho,kauan
772,lange::ADV,dlouho,pitkään
773,plötzlich::ADV,vtom,äkkiä
774,plötzlich::ADV,náhle,äkkiä
775,sofort::ADV,hned,heti
776,sofort::ADV,ihned,heti
777,später::ADV,později,myöhemmin
778,jetzt::ADV,teď,nyt
779,jetzt::ADV,nyní,nyt
780,heute::ADV,dnes,tänään
781,heute::ADV,dneska,tänään
782,morgen::ADV,zítra,huomenna
783,bald::ADV,brzo,pian
784,dann::ADV,pak,sitten
785,dann::ADV,potom,sitten
786,gestern::ADV,včera,eilen
787,einst::ADV,kdysi,aikanaan
788,damals::ADV,tehdy,silloin
789,damals::ADV,tehdy,siihen aikaan
790,damals::ADV,tenkrát,silloin
791,damals::ADV,tenkrát,siihen aikaan
792,danach::ADV,podle toho,sen jälkeen
793,vorher::ADV,dříve,ennen
794,vorher::ADV,napřed,ennen
795,zuerst::ADV,nejprve,ensin
796,zuerst::ADV,nejprve,ensiksi
797,zuerst::ADV,nejdříve,ensin
798,zuerst::ADV,nejdříve,ensiksi
799,einmal::ADV,jednou,kerran
800,manchmal::ADV,někdy,joskus
801,oft::ADV,často,usein
802,immer::ADV,vždy,aina
803,immer::ADV,stále,aina
804,niemals::ADV,nikdy,ei koskaan
805,hier::ADV,zde,tässä
806,hier::ADV,zde,täällä
807,hier::ADV,tady,tässä
808,hier::ADV,tady,täällä
809,hierhin::ADV,sem,tähän
810,von hier::ADV,odtud,tästä
811,von hier::ADV,odtud,täältä
812,dort::ADV,tam,siinä
813,dort::ADV,tam,siellä
814,dorthin::ADV,tam,sinne
815,dorthin::ADV,tam,tuonne
816,geradeaus::ADV,rovně,suoraan
817,vorwärts::ADV,kupředu,eteenpäin
818,rückwärts::ADV,zpět,taaksepäin
819,zurück::ADV,zpět,takaisin
820,zurück::ADV,nazpět,takaisin
821,unten::ADV,dole,alhaalla
