,Concept_ID,eu,ps
259,Kohle::N,ikatz,سکور
260,Kohle::N,ikatz,سکاره
261,Glas::N,beira,ښيښه
262,Lehm::N,buztin,خټه
263,Sand::N,harea,شګه
264,Sand::N,hondar,شګه
265,Mensch::N,gizaki,انسان
266,Mann::N,gizon,سړی
267,Mann::N,gizon,نارینه
268,Frau::N,andere,ښځه
269,Frau::N,emakume,ښځه
270,Kind::N,haur,بچی
271,Kind::N,haur,ماشوم
272,Junge::N,mutil,هلک
273,Mädchen::N,neska,نجلۍ
274,Familie::N,sendi,کورنۍ
275,Familie::N,familia,کورنۍ
276,Großvater::N,aitona,بابا
277,Großvater::N,aitatxi,بابا
278,Großmutter::N,amona,انا
279,Großmutter::N,amatxi,انا
280,Eltern::N,gurasoak,مور او پلار
281,Vater::N,aita,پلار
282,Mutter::N,ama,مور
283,Sohn::N,seme,زوی
284,Tochter::N,alaba,لور
285,Bruder::N,neba,ورور
286,Bruder::N,anaia,ورور
287,Schwester::N,ahizpa,خور
288,Onkel::N,osaba,تره
289,Onkel::N,osaba,ماما
290,Tante::N,izeba,خاله
291,Ehemann::N,senar,مېړه
292,Ehefrau::N,emazte,مېرمن
293,Freude::N,poz,خوشحالي
294,Freude::N,pozkari,خوشحالي
295,Gelächter::N,barre,خندا
296,Gelächter::N,karkara,خندا
297,Glück::N,zori,بخت
298,Kummer::N,xangrin,غم
299,Kummer::N,atsekabe,غم
300,Wunsch::N,nahi,هيله
301,Wunsch::N,nahi,غوښتنه
302,Wunsch::N,nahikunde,هيله
303,Wunsch::N,nahikunde,غوښتنه
304,Lust::N,gogo,شوق
305,Lust::N,gogo,مینه
306,Geist::N,gogo,روح
307,Gedanke::N,gogoeta,فکر
308,Gedächtnis::N,oroimen,یاد
309,Gedächtnis::N,oroimen,حافظه
310,Gedächtnis::N,gogoramen,یاد
311,Gedächtnis::N,gogoramen,حافظه
312,Verstand::N,adimen,عقل
313,Verstand::N,adimen,شعور
314,Verstand::N,ulermen,عقل
315,Verstand::N,ulermen,شعور
316,Sinn::N,zentzu,معنی
317,Grund::N,zergati,علت
318,Grund::N,zergati,اساس
319,Wahrheit::N,egia,حقیقت
320,Gespräch::N,hizketa,مرکه
321,Gespräch::N,hizketa,خبرې اترې
322,Gespräch::N,elkarrizketa,مرکه
323,Gespräch::N,elkarrizketa,خبرې اترې
324,Märchen::N,ipuin,افسانه
325,Erzählung::N,edesti,قصه
326,Erzählung::N,edesti,کیسه
327,Erzählung::N,kontakizun,قصه
328,Erzählung::N,kontakizun,کیسه
329,Nachricht::N,albiste,خبر
330,Neuigkeit::N,berri,نوی خبر
331,Name::N,izen,نوم
332,Rätsel::N,asmakizun,کیسۍ
333,Rätsel::N,asmakizun,چیستان
334,Rede::N,hitzaldi,وینا
335,Rede::N,mintzaldi,وینا
336,Sprache::N,hizkuntza,ژبه
337,Stimme::N,ahots,غږ
338,Stimme::N,ahots,اواز
339,Wort::N,hitz,لغت
340,Wort::N,hitz,کلمه
341,Zeichen::N,agerbide,نښه
342,Zeichen::N,agerbide,اشاره
343,Zeichen::N,agergarri,نښه
344,Zeichen::N,agergarri,اشاره
345,Ruf::N,dei,ږغ
346,Ruf::N,dei,بلنه
347,Lärm::N,zarata,غالمغال
348,Lärm::N,harrabots,غالمغال
349,Laut::N,hots,ږغ
350,Ton::N,tonu,اواز
351,Ton::N,soinu,اواز
352,Lied::N,abesti,غزله
353,Lied::N,abesti,سندره
354,Ruhe::N,nasaitasun,ارامي
355,Leute::N,jende,خلک
356,Volk::N,herri,ولس
357,Volk::N,populu,ولس
358,Arbeit::N,lan,کار
359,Gast::N,arrotz,مېلمه
360,Gast::N,apopilo,مېلمه
361,Geschenk::N,opari,تحفه
362,Geschenk::N,opari,سوغات
363,Spiel::N,jolas,لوبه
364,Gesellschaft::N,gizarte,ډله
365,Hilfe::N,helpide,کومک
366,Hilfe::N,helpide,مرسته
367,Hilfe::N,laguntza,کومک
368,Hilfe::N,laguntza,مرسته
369,Freund::N,lagun,ملګری
370,Kamerad::N,adiskide,انډيوال
371,Kamerad::N,lagunkide,انډيوال
372,Angelegenheit::N,afera,موضوع
373,Anzahl::N,kopuru,شمېر
374,Anzahl::N,kopuru,تعداد
375,Art::N,mota,ډول
376,Stück::N,puska,ټوټه
377,Teil::N,atal,برخه
378,Hälfte::N,erdi,نیم
379,Kreis::N,biribilki,دایره
380,Kreuz::N,gurutze,صلیب
381,Linie::N,linea,خط
382,Linie::N,linea,لیکه
383,Strich::N,marra,کرښه
384,Abstand::N,tarte,فاصله
385,Entfernung::N,urrunera,واټن
386,Gegend::N,alderdi,سیمه
387,Gegend::N,alderdi,منطقه
388,Gegend::N,eskualde,سیمه
389,Gegend::N,eskualde,منطقه
390,Platz::N,leku,ځای
391,Ort::N,toki,ځای
392,Seite::N,albo,مخ
393,Seite::N,albo,اړخ
394,Mitte::N,erdi,وسط
395,Mitte::N,erdi,مینځ
396,Gegenstand::N,gauzaki,شی
397,Sache::N,gauza,شی
398,Sache::N,gauza,څيز
399,Rand::N,ertz,څنډه
400,Rand::N,ertz,کناره
401,Kante::N,ertz,اړخ
402,Ecke::N,kantoi,ګوټ
403,Spitze::N,punta,څوکه
404,Ende::N,buru,څوکه
405,Ende::N,mutur,څوکه
406,Loch::N,zulo,سوری
407,Winkel::N,zoko,کنج
408,Winkel::N,zoko,کوتی
409,Winkel::N,bazter,کنج
410,Winkel::N,bazter,کوتی
411,Muster::N,eredu,نمونه
412,Muster::N,marrazki,نمونه
413,Größe::N,kaizu,قد
414,Größe::N,kaizu,لويوالی
415,Größe::N,tamaina,قد
416,Größe::N,tamaina,لويوالی
417,Länge::N,luzera,طول
418,Länge::N,luzera,اوږد والی
419,Höhe::N,goiera,جګوالی
420,Höhe::N,garaiera,جګوالی
421,Gewicht::N,hazta,وزن
422,Menge::N,kopuru,اندازه
423,Haufen::N,pila,کوټه
424,Haufen::N,mendoi,کوټه
425,Reihe::N,ilara,صف
426,Reihe::N,ilara,کتار
427,Reihe::N,errenkada,صف
428,Reihe::N,errenkada,کتار
429,Boot::N,potin,قايق
430,Boot::N,txalupa,قايق
431,Ruder::N,arraun,چپه
432,Schlitten::N,lera,ښویېدونی
433,Schlitten::N,narra,ښویېدونی
434,Ski::N,eski,سکي
435,Lagerfeuer::N,su,اور
436,Last::N,zama,بار
437,Last::N,zama,پېټی
438,Last::N,karga,بار
439,Last::N,karga,پېټی
440,Gang::N,ibilera,تګ
441,Schritt::N,pauso,ګام
442,Schritt::N,urrats,ګام
443,Norden::N,ipar,شمال
444,Norden::N,iparralde,شمال
445,Süden::N,hego,سوېل
446,Süden::N,hegoalde,سوېل
447,Westen::N,sartalde,لوېدېځ
448,Westen::N,mendebalde,لوېدېځ
449,Osten::N,ekialde,شرق
450,Osten::N,ekialde,ختیځ
451,Osten::N,sortalde,شرق
452,Osten::N,sortalde,ختیځ
453,Holz::N,zur,لرګی
454,Brett::N,ohol,تخته
455,Platte::N,lauza,تخته
456,Stütze::N,irozgarri,تکیوان
457,Stütze::N,bermagailu,تکیوان
458,Stange::N,haga,ډاګه
459,Stock::N,makila,لرګی
460,Stab::N,makila,چيخله
461,Rohr::N,hodi,نل
462,Haus::N,etxe,کور
463,Heim::N,etxe,کور
464,Heim::N,etxaleku,کور
465,Ofen::N,berogailu,تودنۍ
466,Fußboden::N,zoru,غولی
467,Tisch::N,mahai,مېز
468,Stuhl::N,aulki,چوکۍ
469,Wiege::N,kuma,زانګو
470,Wiege::N,sehaska,زانګو
471,Bett::N,ohe,کټ
472,Bett::N,ohe,چپرکټ
473,Bett::N,ohatze,کټ
474,Bett::N,ohatze,چپرکټ
475,Regal::N,apalategi,تاخچۍ
476,Kiste::N,kutxa,صندوق
477,Fenster::N,leiho,کړکۍ
478,Tür::N,ate,دروازه
479,Tor::N,atari,دروازه
480,Zaun::N,hesi,کټاره
481,Dach::N,teilatu,بام
482,Leiter::N,zurubi,زينه
483,Besen::N,erratz,جارو
484,Spaten::N,burdinpala,یوم
485,Schaufel::N,pala,بېلچه
486,Gabel::N,sardexka,پنجه
487,Löffel::N,koilara,کاشوغه
488,Messer::N,aizto,چاقو
489,Nagel::N,iltze,ميخ
490,Netz::N,sare,جال
491,Haken::N,mako,څنګک
492,Griff::N,eskutoki,لاستی
493,Schloss::N,sarraila,کلپ
494,Bild::N,irudi,رسم
495,Figur::N,figura,قدوقامت
496,Puppe::N,panpina,ګوډۍ
497,Puppe::N,andrakila,ګوډۍ
498,Beutel::N,zorro,کڅوړه
499,Bündel::N,azao,دسته
500,Bündel::N,espal,دسته
501,Tasche::N,poltsa,بکس
502,Tasche::N,poltsa,توبره
503,Eimer::N,treska,سطل
504,Deckel::N,tapa,سرپوښ
505,Deckel::N,estalki,سرپوښ
506,Geschirr::N,baxera,لوښی
507,Geschirr::N,ontziteria,لوښی
508,Sack::N,zaku,جوال
509,Tasse::N,kikara,پیاله
510,Topf::N,ontzi,دېګی
511,Topf::N,lapiko,دېګی
512,Kessel::N,pazia,دېګ
513,Essen::N,janaldi,خوراک
514,Nahrung::N,jan,خوراک
515,Speise::N,jaki,خواړه
516,Fleisch::N,okela,غوښه
517,Fleisch::N,haragi,غوښه
518,Getreide::N,labore,غله
519,Brei::N,ahi,اوګره
520,Brei::N,pure,اوګره
521,Brot::N,ogi,ډوډۍ
522,Scheibe::N,xerra,مړۍ
523,Scheibe::N,pirripita,مړۍ
524,Fett::N,urin,غوړي
525,Fett::N,koipe,غوړي
526,Butter::N,gurin,کوچ
527,Öl::N,olio,تېل
528,Salz::N,gatz,مالګه
529,Suppe::N,zopa,شوربا
530,Suppe::N,salda,شوربا
531,Honig::N,ezti,شات
532,Milch::N,esne,شوده
533,Tee::N,te,چای
534,Leder::N,larru,څرمن
535,Wolle::N,artile,پشم
536,Stoff::N,ehun,ټوټه
537,Nadel::N,orratz,ستن
538,Nadel::N,jostorratz,ستن
539,Faden::N,hari,تار
540,Knopf::N,botoi,تڼۍ
541,Knopf::N,botoi,تکمه
542,Knoten::N,korapilo,غوټه
543,Farbe::N,pintura,رنګ
544,Kleidung::N,arropa,کالي
545,Kleidung::N,jantziak,کالي
546,Hemd::N,atorra,کميس
547,Hemd::N,alkandora,کميس
548,Kragen::N,idun,غاړه
549,Ärmel::N,mahuka,لستوڼی
550,Hose::N,prakak,پطلون
551,Hose::N,galtzak,پطلون
552,Gürtel::N,gerriko,کمربند
553,Mütze::N,txano,خولۍ
554,Mütze::N,txapel,خولۍ
555,Schuh::N,oski,بوټ
556,Schuh::N,oinetako,بوټ
557,Stiefel::N,bota,موزه
558,Ring::N,uztai,ګوته
559,Band::N,zinta,فيته
560,Band::N,xingola,فيته
561,Kamm::N,orrazi,ګمنځ
562,Spiegel::N,mirail,ایینه
563,Spiegel::N,mirail,هنداره
564,Riemen::N,uhal,تسمه
565,Schnur::N,lokailu,مزی
566,Leine::N,lotura,رسۍ
567,Decke::N,burusi,بړستن
568,Kissen::N,kuxin,بالښت
569,Tuch::N,zapi,ټیکری
570,Tuch::N,oihal,ټیکری
571,Handtuch::N,eskuzapi,دسمال
572,Handtuch::N,eskuoihal,دسمال
573,Kraft::N,indar,زور
574,Kraft::N,indar,توان
575,Stärke::N,indar,قوت
576,Gesundheit::N,osasun,صحت
577,Gesundheit::N,osasun,روغتیا
578,Krankheit::N,eritasun,مرض
579,Krankheit::N,eritasun,ناروغي
580,Krankheit::N,gaixotasun,مرض
581,Krankheit::N,gaixotasun,ناروغي
582,Schmerz::N,min,درد
583,Wunde::N,zauri,ټپ
584,Wunde::N,zauri,زخم
585,Fieber::N,sukar,تبه
586,Arznei::N,osagai,دوا
587,Arznei::N,osagai,دارو
588,Arznei::N,sendagai,دوا
589,Arznei::N,sendagai,دارو
590,Brücke::N,zubi,پول
591,Brunnen::N,putzu,څاه
592,Brunnen::N,putzu,کوهی
593,Weide::N,alha,وله
594,Weide::N,bazkaleku,وله
595,Pfad::N,zidor,تړه
596,Pfad::N,bidexka,تړه
597,Weg::N,bide,لیار
598,Straße::N,errepide,سړک
599,Dorf::N,herri,کلی
600,Stadt::N,hiri,ښار
601,Brief::N,gutun,لیک
602,Brief::N,gutun,مکتوب
603,Brief::N,eskutitz,لیک
604,Brief::N,eskutitz,مکتوب
605,Buch::N,liburu,کتاب
606,Buchstabe::N,hizki,حرف
607,Buchstabe::N,hizki,توری
608,Zeitung::N,egunkari,اخبار
609,Leben::N,bizi,ژوند
610,Leben::N,bizitza,ژوند
611,Tod::N,herio,مرګ
612,Tod::N,herio,مړینه
613,Tod::N,heriotza,مرګ
614,Tod::N,heriotza,مړینه
615,Grab::N,hobi,قبر
616,Grab::N,hobi,ډورۍ
617,Grab::N,hilobi,قبر
618,Grab::N,hilobi,ډورۍ
619,Kirche::N,eliza,کلیسا
620,Sünde::N,hoben,ګناه
621,Sünde::N,bekatu,ګناه
622,Gott::N,jainko,خدای
623,Arbeiter::N,langile,کاریګر
624,Arbeiter::N,behargin,کاریګر
625,Chef::N,nagusi,آمر
626,Meister::N,maisu,استاد
627,Arzt::N,osagile,طبیب
628,Arzt::N,osagile,ډاکټر
629,Arzt::N,sendagile,طبیب
630,Arzt::N,sendagile,ډاکټر
631,Lehrer::N,irakasle,معلم
632,Lehrer::N,irakasle,ښوونکی
633,Geld::N,diru,پیسې
634,Geschäft::N,negozio,سوداګري
635,Laden::N,denda,دکان
636,Laden::N,denda,مغازه
637,Laden::N,saltegi,دکان
638,Laden::N,saltegi,مغازه
639,Preis::N,prezio,بیه
640,Preis::N,salneurri,بیه
641,Ware::N,salgai,مال
642,Nutzen::N,onura,ګټه
643,Nutzen::N,probetxu,ګټه
644,Reichtum::N,aberastasun,شتمني
645,Welt::N,ludi,نړۍ
646,Welt::N,ludi,دنیا
647,Welt::N,mundu,نړۍ
648,Welt::N,mundu,دنیا
649,Land::N,herrialde,هېواد
650,Staat::N,estatu,دولت
651,König::N,errege,باچا
652,König::N,errege,پادشاه
653,Macht::N,botere,قدرت
654,Grenze::N,muga,حد
655,Grenze::N,muga,سرحد
656,Krieg::N,guda,جګړه
657,Feind::N,etsai,دښمن
658,Feind::N,arerio,دښمن
659,Gewalt::N,bortxa,زور
660,Gewalt::N,bortxa,تشدد
661,Gewalt::N,bortizkeria,زور
662,Gewalt::N,bortizkeria,تشدد
663,Kampf::N,gudu,جنګ
664,Kampf::N,gudu,مبارزه
665,Kampf::N,auska,جنګ
666,Kampf::N,auska,مبارزه
667,Bogen[Waffe]::N,arku,لیندۍ
668,Pfeil::N,gezi,غشی
669,Gewehr::N,fusil,ټوپک
670,Fehler::N,huts,خطا
671,Fehler::N,huts,غلطي
672,Fehler::N,hutsegin,خطا
673,Fehler::N,hutsegin,غلطي
674,Lüge::N,gezur,دروغ
675,Schaden::N,kalte,زیان
676,Schaden::N,kalte,تاوان
677,Unglück::N,zoritxar,بدبختي
678,Unglück::N,zorigaitz,بدبختي
679,Schuld::N,erru,ګناه
680,Alter::N,adin,منګ
681,Schluss::N,bukaera,اخر
682,Zeit::N,aldi,وخت
683,Zeit::N,denbora,وخت
684,Tag::N,egun,ورځ
685,Morgen::N,goiz,سبا
686,Morgen::N,goiz,سهار
687,Mittag::N,eguerdi,غرمه
688,Abend::N,arrats,ماښام
689,Nacht::N,gau,شپه
690,Woche::N,aste,اونۍ
691,Monat::N,hil,مياشت
692,Jahr::N,urte,کال
693,Frühling::N,udalehen,پسرلی
694,Sommer::N,uda,دوبی
695,Herbst::N,udazken,منی
696,Herbst::N,udazken,خزان
697,Herbst::N,neguantz,منی
698,Herbst::N,neguantz,خزان
699,Winter::N,negu,ژمی
700,Januar::N,urtarril,جنوري
701,Februar::N,otsail,فبروري
702,März::N,martxo,مارچ
703,April::N,apiril,اپریل
704,Mai::N,maiatz,مې
705,Juni::N,ekain,جون
706,Juli::N,uztail,جولای
707,August::N,abuztu,اګست
708,September::N,irail,سپټامبر
709,Oktober::N,urri,اکتوبر
710,November::N,azaro,نومبر
711,Dezember::N,abendu,دسمبر
712,Montag::N,astelehen,دوشنبه
713,Dienstag::N,astearte,سه شنبه
714,Mittwoch::N,asteazken,چارشنبه
715,Donnerstag::N,ostegun,پنجشنبه
716,Freitag::N,ostiral,جمعه
717,Samstag::N,larunbat,خالي
718,Sonntag::N,igande,یکشنبه
719,groß::A,handi,لوی
720,klein::A,txiki,وړوکی
721,lang::A,luze,اوړد
722,kurz::A,labur,لنډ
723,breit::A,zabal,پراخه
724,schmal::A,mehar,تنګ
725,dicht::A,sarri,ګڼ
726,dicht::A,trinko,ګڼ
727,dick[Gegenstand]::A,lodi,پنډ
728,dünn::A,mehe,نری
729,fein::A,fin,نازک
730,fest::A,tinko,کلک
731,fest::A,tinko,ټینګ
732,flach::A,lau,هوار
733,flach::A,ordoki,هوار
734,glatt::A,leun,ښوی
735,hart::A,gogor,کلک
736,weich::A,bigun,نرم
737,weich::A,bigun,پوست
738,weich::A,beratz,نرم
739,weich::A,beratz,پوست
740,rund::A,biribil,ګرد
741,spitz::A,puntadun,تېره
742,scharf::A,zorrotz,تېز
743,scharf::A,zorrotz,تېره
744,stumpf::A,kamuts,پڅ
745,schwer::A,astun,دروند
746,schwer::A,pisutsu,دروند
747,schön::A,eder,ښکلی
748,heiß::A,bero,تود
749,heiß::A,oso bero,تود
750,warm::A,bero,تود
751,kalt::A,hotz,ېخ
752,kalt::A,hotz,سوړ
753,kühl::A,hotzil,ېخ
754,kühl::A,hotzil,سوړ
755,frisch::A,fresko,تازه
756,frisch::A,hozkirri,تازه
757,feucht::A,heze,مرطوب
758,nass::A,busti,لوند
759,trocken::A,siku,وچ
760,trocken::A,lehor,وچ
761,voll::A,bete,ډک
762,leer::A,huts,خالی
763,offen::A,ireki,خلاص
764,offen::A,ireki,پرانیستی
765,geschlossen::A,itxita,تړلی
766,sauber::A,xahu,پاک
767,sauber::A,garbi,پاک
768,schmutzig::A,lohi,چټل
769,schmutzig::A,zikin,چټل
770,roh::A,gordin,خام
771,reif::A,umo,پوخ
772,reif::A,umo,رسېدلی
773,reif::A,heldu,پوخ
774,reif::A,heldu,رسېدلی
775,lecker::A,goxo,خوندور
776,lecker::A,goxo,مزه دار
777,süß::A,goxo,خوږ
778,süß::A,goxo,شیرین
779,bitter::A,karmin,تریخ
780,bitter::A,garratz,تریخ
781,sauer::A,mingots,ټاک
782,sauer::A,mingots,تريو
783,hell::A,argi,روڼ
784,hell::A,argi,روښان
785,dunkel::A,ilun,تیاره
786,schwarz::A,beltz,تور
787,weiß::A,zuri,سپين
788,rot::A,gorri,سور
