,Concept_ID,sq,ar
791,dort::ADV,aty,هناك
792,dort::ADV,atje,هناك
793,dorthin::ADV,anej,إلى هناك
794,geradeaus::ADV,drejt,إلى الأمام
795,vorwärts::ADV,mbroth,إلى الأمام
796,vorwärts::ADV,përpara,إلى الأمام
797,rückwärts::ADV,mbrapsht,إلى الوراء
798,zurück::ADV,prapa,عودا
799,zurück::ADV,prapa,إلى الخلف
800,zurück::ADV,mbrapsht,عودا
801,zurück::ADV,mbrapsht,إلى الخلف
802,unten::ADV,poshtë,تحت
803,unten::ADV,poshtë,في الأسفل
804,hinab::ADV,përposh,إلى تحت
805,oben::ADV,lart,فوق
806,oben::ADV,lart,في الأعلى
807,oben::ADV,sipër,فوق
808,oben::ADV,sipër,في الأعلى
809,hinauf::ADV,lart,إلى فوق
810,hinauf::ADV,lart,إلى الأعلى
811,hinauf::ADV,përpjetë,إلى فوق
812,hinauf::ADV,përpjetë,إلى الأعلى
813,überall::ADV,kudo,في كل مكان
814,nicht::ADV,s',لا
815,nicht::ADV,s',لم
816,nicht::ADV,nuk,لا
817,nicht::ADV,nuk,لم
818,ein wenig::ADV,një tis,قليلا
819,kaum::ADV,mezi,كاد لا
820,sehr::ADV,fort,جدا
821,sehr::ADV,fort,كثيرا
822,sehr::ADV,shumë,جدا
823,sehr::ADV,shumë,كثيرا
824,so::ADV,ashtu,كذا
825,so::ADV,ashtu,كذلك
826,so::ADV,kështu,كذا
827,so::ADV,kështu,كذلك
828,noch::ADV,ende,ما زال
829,noch::ADV,akoma,ما زال
830,nur::ADV,vetëm,فقط
831,schon::ADV,tashmë,قد
832,wieder::ADV,përsëri,من جديد
833,wieder::ADV,përsëri,مرة أخرى
834,vergebens::ADV,kot,عبثا
835,vor::PRP,para,أمام
836,hinter::PRP,prapa,خلف
837,hinter::PRP,prapa,وراء
838,hinter::PRP,mbrapa,خلف
839,hinter::PRP,mbrapa,وراء
840,unter::PRP,nën,تحت
841,durch::PRP,nëpër,عبر
842,durch::PRP,nëpër,خلال
843,neben::PRP,pranë,جنب
844,neben::PRP,pranë,بجانب
845,neben::PRP,përbri,جنب
846,neben::PRP,përbri,بجانب
847,zwischen::PRP,midis,بين
848,zwischen::PRP,ndërmjet,بين
849,wegen::PRP,për,بسبب
850,dies::PRN,ky,هذا
851,das::PRN,ky,ذلك
852,alles::PRN,gjithçka,الكل
853,ich::PRN,unë,أنا
854,du::PRN,ti,أنت
855,er::PRN,ai,هو
856,wir::PRN,ne,نحن
857,ihr::PRN,ju,أنتم
858,ihr::PRN,ju,أنتن
859,sie::PRN,ata,هم
860,sie::PRN,ata,هن
861,was::FPRN,ç',ما
862,was::FPRN,çfarë,ما
863,wer::FPRN,kush,من
864,wo::FADV,ku,أين
865,wohin::FADV,për ku,إلى أين
866,wie::FADV,si,كيف
867,warum::FADV,pse,لماذا
868,warum::FADV,përse,لماذا
869,wieviel::FNUM,sa,كم
870,eins::NUM,një,واحد
871,zwei::NUM,dy,اثنين
872,drei::NUM,tre,ثلاثة
873,vier::NUM,katër,أربعة
874,fünf::NUM,pesë,خمسة
875,sechs::NUM,gjashtë,ستة
876,sieben::NUM,shtatë,سبعة
877,acht::NUM,tetë,ثمانية
878,neun::NUM,nëntë,تسعة
879,zehn::NUM,dhjetë,عشرة
880,elf::NUM,njëmbëdhjetë,أحد عشر
881,zwölf::NUM,dymbëdhjetë,اثنا عشر
882,zwanzig::NUM,njëzet,عشرون
883,dreißig::NUM,tridhjetë,ثلاثون
884,vierzig::NUM,dyzet,أربعون
885,fünfzig::NUM,pesëdhjetë,خمسون
886,sechzig::NUM,gjashtëdhjetë,ستون
887,siebzig::NUM,shtatëdhjetë,سبعون
888,achtzig::NUM,tetëdhjetë,ثمانون
889,neunzig::NUM,nëntëdhjetë,تسعون
890,hundert::NUM,qind,مئة
891,tausend::NUM,mijë,ألف
892,und::CNJ,e,و
893,und::CNJ,dhe,و
894,oder::CNJ,a,أو
895,oder::CNJ,apo,أو
896,stehen::V,rri,وقف
897,sitzen::V,rri,جلس
898,liegen::V,rri shtrirë,رقد
899,hängen::V,varem,تعلق
900,werden::V,bëhem,صار
901,werden::V,bëhem,أصبح
902,passieren::V,ndodh,حدث
903,beginnen::V,filloj,ابتدأ
904,enden::V,përfundoj,انتهى
905,wechseln::V,ndërroj,تغير
906,aufgehen[Sonne]::V,hapem,شرق
907,untergehen[Sonne]::V,hyj,غرب
908,untergehen[Sonne]::V,perëndoj,غرب
909,scheinen[Sonne]::V,ndriçoj,أضاء
910,donnern::V,gjëmoj,رعد
911,donnern::V,bubulloj,رعد
912,wehen::V,fryj,هب
913,strömen::V,derdh,جرى
914,fließen::V,rrjedh,سال
915,sich drehen::V,rrotullohem,دار
916,schwanken::V,dyzoj,ترنح
917,schwingen::V,dridhem,ترجح
918,fallen::V,bie,سقط
919,brennen::V,digjem,احترق
920,rauchen::V,nxjerr tym,دخن
921,regnen::V,bie shi,أمطر
922,gefrieren::V,ngrij,تجمد
923,tauen::V,shkrij,ذاب
924,schmelzen::V,shkrij,ذاب
925,trocknen::V,thaj,نشف
926,sieden::V,ziej,غلى
927,faulen::V,kalbem,فسد
928,faulen::V,prishem,فسد
929,verfaulen::V,kalbem,تعفن
930,reißen::V,grisem,انقطع
931,reißen::V,shqyhem,انقطع
932,versinken::V,humboj,غرق
933,vergehen::V,kaloj,مضى
934,erscheinen::V,dukem,لاح
935,erscheinen::V,dukem,ظهر
936,verschwinden::V,zhdukem,غاب
937,sinken::V,ulem,هبط
938,abnehmen::V,pakësohem,نقص
939,abnehmen::V,zvogëlohem,نقص
940,zunehmen::V,shtohem,ازداد
941,steigen::V,rritem,صعد
942,steigen::V,rritem,ارتفع
943,wachsen::V,rritem,نما
944,wachsen::V,rritem,نبت
945,glänzen::V,vezulloj,لمع
946,funkeln::V,xixoj,تلألأ
947,funkeln::V,xixëlloj,تلألأ
948,lärmen::V,oshtij,ضج
949,lärmen::V,oshtij,صخب
950,lärmen::V,zhurmoj,ضج
951,lärmen::V,zhurmoj,صخب
952,läuten::V,bie,قرع
953,klingeln::V,i bie ziles,دق
954,klirren::V,kërcëlloj,قعقع
955,brausen::V,gjëmoj,عج
956,rauschen::V,fëshfërij,حف
957,klingen::V,tingëlloj,رن
958,bellen::V,leh,نبح
959,heulen::V,ulërij,عوى
960,blasen::V,fryj,نفخ
961,pfeifen::V,fishkëllej,صفر
962,schreien::V,bërtas,صرخ
963,stöhnen::V,rënkoj,أن
964,zittern::V,trembem,ارتعش
965,leben::V,rroj,عاش
966,leben::V,jetoj,عاش
967,geboren werden::V,lind,ولد
968,atmen::V,marr frymë,تنفس
969,trinken::V,pi,شرب
970,essen::V,ha,أكل
971,schlucken::V,gëlltis,جرع
972,schlucken::V,kapërdij,جرع
973,müde werden::V,lodhem,تعب
974,einschlafen::V,bie të fle,نام
975,schlafen::V,fle,نام
976,aufwachen::V,zgjohem,استيقظ
977,aufstehen::V,çohem,قام
978,aufstehen::V,ngrihem,قام
979,sich erholen::V,qetësohem,استجم
980,sich erholen::V,shtendosem,استجم
981,krank werden::V,bie i sëmurë,مرض
982,krank sein::V,jam i sëmurë,مرض
983,schmerzen::V,dhemb,آلم
984,husten::V,kollitem,كح
985,husten::V,kollitem,سعل
986,genesen::V,shërohem,نقه
987,sterben::V,vdes,مات
988,umkommen::V,vdes,هلك
989,umkommen::V,mbaroj,هلك
990,sich bewegen::V,shkundem,تحرك
991,sich rühren::V,lëviz,تحرك
992,sich erheben::V,ngrihem,قام
993,sich setzen::V,ulem,جلس
994,hinfallen::V,gremisem,وقع
995,laufen::V,eci,مشى
996,schreiten::V,çapem,خطا
997,spazierengehen::V,shëtis,تنزه
998,eilen::V,ngas,عجل
999,sich beeilen::V,nxitoj,استعجل
1000,sausen::V,eci shpejt,أسرع
1001,rennen::V,vrapoj,عدا
1002,rennen::V,vrapoj,ركض
1003,springen::V,kërcej,قفز
1004,klettern::V,hipi,تسلق
1005,schaukeln::V,kolovitem,تأرجح
1006,kriechen::V,zvarritem,دب
1007,kriechen::V,zvarritem,زحف
1008,schwimmen::V,notoj,سبح
1009,tauchen::V,zhytem,غطس
1010,rudern::V,vozis,جذف
1011,fahren::V,shkoj,ركب
1012,fahren::V,shkoj,سافر
1013,fliegen::V,fluturoj,طار
1014,gehen::V,eci,سار
1015,gehen::V,eci,ذهب
1016,gehen::V,shkoj,سار
1017,gehen::V,shkoj,ذهب
1018,weggehen::V,vete,ذهب
1019,weggehen::V,vete,انصرف
1020,abfahren::V,nisem,رحل
1021,anhalten::V,ndalem,توقف
1022,hineingehen::V,futem,دخل
1023,eintreten::V,hyj,دخل
1024,kommen::V,vij,أتى
1025,kommen::V,vij,جاء
1026,ankommen::V,arrij,وصل
1027,ankommen::V,mbërrij,وصل
1028,zurückkommen::V,kthehem,عاد
1029,zurückkommen::V,kthehem,رجع
1030,bleiben::V,mbetem,مكث
1031,bleiben::V,qëndroj,مكث
1032,warten::V,pres,انتظر
1033,erwarten::V,pres,ترقب
1034,erwarten::V,pres,انتظر
1035,suchen::V,kërkoj,بحث
1036,finden::V,gjej,وجد
1037,versuchen::V,mundohem,حاول
1038,vorbereiten::V,përgatis,أعد
1039,vorbereiten::V,përgatis,حضر
1040,lieben::V,dashuroj,أحب
1041,mögen::V,dua,أحب
1042,lachen::V,qesh,ضحك
1043,rühren::V,mallëngjej,أثر
1044,weinen::V,qaj,بكى
1045,schimpfen::V,shaj,سب
1046,schimpfen::V,shaj,شتم
1047,sich ärgern::V,bëhem verem,زعل
1048,sich fürchten::V,kam frikë,هاب
1049,sich fürchten::V,frikësohem,هاب
1050,fürchten::V,kam frikë nga,خاف
1051,fürchten::V,kam frikë nga,خشي
1052,fliehen::V,arratisem,هرب
1053,flüchten::V,iki,فر
1054,sehen::V,shoh,رأى
1055,anschauen::V,shikoj,نظر
1056,ansehen::V,shikoj,نظر
1057,hören::V,dëgjoj,سمع
1058,zuhören::V,veshtoj,أصغى
1059,probieren::V,provoj,ذاق
1060,riechen::V,nuhas,شم
1061,riechen::V,nuhas,استنشق
1062,fühlen::V,ndiej,شعر
1063,scheinen::V,ndriçoj,ظهر
1064,zu sehen sein::V,dukem,ظهر
1065,vernehmen::V,dëgjoj,سمع
1066,frieren::V,mërdhij,بردان
1067,tun::V,bëj,فعل
1068,können::V,mund,قدر
1069,können::V,mund,استطاع
1070,wollen::V,dua,شاء
1071,wollen::V,dua,أراد
1072,wollen::V,dëshiroj,شاء
1073,wollen::V,dëshiroj,أراد
1074,anfangen::V,filloj,بدأ
1075,beenden::V,kryej,أنهى
1076,beenden::V,mbaroj,أنهى
1077,aufhören::V,pushoj,توقف
1078,aufhören::V,pushoj,انقطع
1079,gelingen::V,më shkon mbarë,نجح
1080,geraten::V,del,طلع
1081,öffnen::V,hap,فتح
1082,schließen::V,mbyll,أغلق
1083,stellen::V,vë,وضع
1084,stellen::V,vë,أقام
1085,setzen::V,vë,أجلس
1086,legen::V,vë,وضع
1087,berühren::V,rrok,مس
1088,berühren::V,rrok,لمس
1089,verbinden::V,bashkoj,ربط
1090,verbinden::V,bashkoj,وصل
1091,bedecken::V,mbuloj,غطى
1092,aufhängen::V,var,علق
1093,anzünden::V,ndez,أوقد
1094,aufheben::V,ngre,لقط
1095,zurücklassen::V,lë pas,ترك
1096,verlieren::V,humb,فقد
1097,fallen lassen::V,lëshoj,أسقط
1098,machen::V,bëj,فعل
1099,herstellen::V,prodhoj,صنع
1100,herstellen::V,prodhoj,أنتج
1101,bauen::V,ndërtoj,بنى
1102,bauen::V,ndërtoj,شيد
1103,reparieren::V,ndreq,صلح
1104,reparieren::V,meremetoj,صلح
1105,verbessern::V,përmirësoj,صحح
1106,ändern::V,ndërroj,غير
1107,graben::V,gërmoj,حفر
1108,beugen::V,kërrus,ثنى
1109,beugen::V,kërrus,أحنى
1110,biegen::V,përkul,لوى
1111,drehen::V,dredh,أدار
1112,drehen::V,dredh,دور
1113,drehen::V,rrotulloj,أدار
1114,drehen::V,rrotulloj,دور
1115,wenden::V,kthej,قلب
1116,umdrehen::V,kthej,قلب
1117,heben::V,ngre,رفع
1118,hochheben::V,ngre,رفع
1119,ergreifen::V,rrëmbej,مسك
1120,halten::V,mbaj,مسك
1121,drücken::V,shtyp,ضغط
1122,schieben::V,shtyj,حرك
1123,kratzen::V,kruaj,خدش
1124,kratzen::V,gërvisht,خدش
1125,lecken::V,lëpij,لعق
1126,beißen::V,kafshoj,عض
1127,abreißen::V,shkëpus,قلع
1128,abschneiden::V,cungoj,قطع
1129,binden::V,lidh,ربط
1130,stecken::V,fus,دس
1131,stecken::V,ngul,دس
1132,brechen::V,thyej,كسر
1133,klopfen::V,trokas,طرق
1134,hauen::V,godas,ضرب
1135,kleben::V,ngjis,ألصق
1136,reiben::V,fërkoj,حك
1137,streichen::V,lyej,نشر
1138,schleifen::V,mpreh,سن
1139,schneiden::V,pres,قطع
1140,rütteln::V,shkund,رج
1141,schütteln::V,lëkund,هز
1142,schwenken::V,valëvit,لوح
1143,schütten::V,mbush,صب
1144,füllen::V,mbush,ملأ
1145,einwickeln::V,mbështjell,لف
1146,tragen::V,mbaj,حمل
1147,tragen::V,mbart,حمل
1148,schleppen::V,heq,سحب
1149,schleppen::V,zhgërryej,سحب
1150,ziehen::V,tërheq,سحب
1151,aufbewahren::V,ruaj,حفظ
1152,werfen::V,hedh,رمى
1153,werfen::V,hedh,ألقى
1154,fangen::V,kap,التقط
1155,packen::V,rrëmbej,مسك
1156,verstecken::V,fsheh,خبأ
1157,teilen::V,ndaj,قسم
1158,schicken::V,dërgoj,بعث
1159,schicken::V,dërgoj,أرسل
1160,bringen::V,sjell,جلب
1161,hinzufügen::V,shtoj,أضاف
1162,bekommen::V,kap,حصل
1163,erhalten::V,marr,استلم
1164,nehmen::V,marr,أخذ
1165,wählen::V,zgjedh,اختار
1166,auswählen::V,përzgjedh,انتقى
1167,bewahren::V,ruaj,حافظ
1168,behindern::V,pengoj,عاق
1169,verderben::V,prish,أفسد
1170,beschädigen::V,dëmtoj,أضر
1171,zerbrechen::V,thyej,كسر
1172,zerreißen::V,çjerr,مزق
1173,zerreißen::V,zheloj,مزق
1174,zerstören::V,prish,دمر
1175,zerstören::V,shkatërroj,دمر
1176,verbrennen::V,djeg,حرق
1177,geben::V,jap,أعطى
1178,reichen::V,jap,ناول
1179,schenken::V,fal,وهب
1180,schenken::V,dhuroj,وهب
1181,versprechen::V,premtoj,وعد
1182,wünschen::V,uroj,تمنى
1183,loben::V,lëvdoj,مدح
1184,loben::V,lavdëroj,مدح
1185,küssen::V,puth,قبل
1186,wiegen::V,tund,هدهد
1187,zudecken::V,mbuloj,غطى
1188,wecken::V,zgjoj,أيقظ
1189,zeigen::V,dëftej,أرى
1190,führen::V,çoj,دل
1191,lehren::V,arsej,علم
1192,unterrichten::V,arsimoj,علم
1193,aufziehen::V,rris,ربى
1194,leiten::V,udhëheq,دل
1195,leiten::V,udhëheq,أدار
1196,antreiben::V,nxis,حث
1197,lassen::V,detyroj,حدا
1198,einladen::V,ftoj,دعا
1199,vereinigen::V,bashkoj,وحد
1200,besuchen::V,vizitoj,زار
1201,treffen::V,ndesh,قابل
1202,sich versammeln::V,tubohem,اجتمع
1203,spielen::V,loz,لعب
1204,spielen::V,luaj,لعب
1205,singen::V,këndoj,غنى
1206,tanzen::V,kërcej,رقص
1207,tanzen::V,vallëzoj,رقص
1208,sich trennen::V,ndahem,افترق
1209,verlassen::V,braktis,ترك
1210,retten::V,shpëtoj,نجى
1211,retten::V,shpëtoj,أنقذ
1212,bewachen::V,ruaj,حرس
1213,schützen::V,ruaj,حمى
1214,schützen::V,mbroj,حمى
1215,verteidigen::V,mbroj,دافع
1216,sich schlagen::V,zihem,تضارب
1217,schießen::V,shtie,أطلق
1218,siegen::V,fitoj,انتصر
1219,siegen::V,ngadhënjej,انتصر
1220,ärgern::V,zemëroj,أزعل
1221,schlagen::V,rrah,ضرب
1222,schlagen::V,godas,ضرب
1223,treten::V,shtyj,رفس
1224,treten::V,shtyj më këmbë,رفس
1225,stechen::V,ther,شك
1226,stechen::V,shpoj,شك
1227,stoßen::V,shtyj,دفع
1228,stehlen::V,vjedh,سرق
1229,stören::V,pengoj,ضايق
1230,belästigen::V,bezdis,أزعج
1231,verbergen::V,fsheh,كتم
1232,täuschen::V,mashtroj,خدع
1233,betrügen::V,kobis,غش
1234,töten::V,vras,قتل
1235,wohnen::V,banoj,سكن
1236,arbeiten::V,punoj,عمل
1237,arbeiten::V,punoj,اشتغل
1238,arbeiten::V,vardoj,عمل
1239,arbeiten::V,vardoj,اشتغل
1240,sammeln::V,mbledh,جمع
1241,sammeln::V,grumbulloj,جمع
1242,pflücken::V,vjel,جنى
1243,pflücken::V,vjel,قطف
1244,pflücken::V,mbledh,جنى
1245,pflücken::V,mbledh,قطف
1246,jagen::V,gjuaj,صاد
1247,fischen::V,peshkoj,اصطاد
1248,fischen::V,gjuaj peshk,اصطاد
1249,fassen::V,zë,قبض
1250,hüten::V,kullos,رعى
1251,treiben::V,vë përpara,ساق
1252,anbinden::V,lidh,ربط
1253,füttern::V,grazhdoj,علف
1254,melken::V,mjel,حلب
1255,hacken::V,grij,فرم
1256,gießen::V,ujis,سقى
1257,reifen::V,piqem,نضج
1258,zubereiten::V,gatuaj,حضر
1259,kochen::V,ziej,طبخ
1260,backen::V,pjek,خبز
1261,backen::V,furroj,خبز
1262,braten::V,fërgoj,قلى
1263,braten::V,fërgoj,حمر
1264,braten::V,tiganis,قلى
1265,braten::V,tiganis,حمر
1266,umrühren::V,trazoj,قلب
1267,stricken::V,thur,حاك
1268,nähen::V,qep,خاط
1269,färben::V,ngjyej,صبغ
1270,färben::V,ngjyej,لون
1271,färben::V,bojatis,صبغ
1272,färben::V,bojatis,لون
1273,reinigen::V,qëroj,نظف
1274,reinigen::V,pastroj,نظف
1275,waschen::V,laj,غسل
1276,waschen::V,finjos,غسل
1277,abwischen::V,fshij,مسح
1278,spülen::V,kulloj,شطف
1279,fegen::V,fshij,كنس
1280,kehren::V,fshij,كنس
1281,baden::V,lahem,استحم
1282,sich waschen::V,lahem,اغتسل
1283,ausziehen::V,heq,خلع
1284,ausziehen::V,zbath,خلع
1285,anziehen::V,vesh,لبس
1286,anziehen::V,mbath,لبس
1287,sich anziehen::V,vishem,اكتسى
1288,kämmen::V,kreh,مشط
1289,schmücken::V,hijeshoj,زين
1290,sagen::V,them,قال
1291,sprechen::V,flas,تكلم
1292,reden::V,fjalos,تكلم
1293,reden::V,fjalëtoj,تكلم
1294,sich unterhalten::V,bisedoj,تحادث
1295,fragen::V,pyes,سأل
1296,bitten::V,lus,رجا
1297,bitten::V,lutem,رجا
1298,erzählen::V,rrëfej,حكي
1299,mitteilen::V,kumtoj,بلغ
1300,nennen::V,quaj,سمى
1301,rufen::V,thërras,نادى
1302,prahlen::V,mburrem,فشر
1303,prahlen::V,mburrem,تفاخر
1304,prahlen::V,kapardisem,فشر
1305,prahlen::V,kapardisem,تفاخر
1306,übersetzen::V,përkthej,ترجم
1307,denken::V,mendoj,فكر
1308,glauben::V,besoj,اعتقد
1309,bemerken::V,vërej,لاحظ
1310,erkennen::V,njoh,عرف
1311,erkennen::V,shquaj,عرف
1312,begreifen::V,marr vesh,فهم
1313,begreifen::V,marr vesh,أدرك
1314,verstehen::V,marr vesh,فهم
1315,lernen::V,mësoj,درس
1316,wissen::V,di,علم
1317,sich erinnern an::V,kujtoj,تذكر
1318,vergessen::V,harroj,نسي
1319,messen::V,mas,قاس
1320,zählen::V,njeh,عد
1321,zählen::V,njeh,أحصى
1322,rechnen::V,llogaris,حسب
1323,lesen::V,lexoj,قرأ
1324,lesen::V,këndoj,قرأ
1325,malen::V,lyej,صور
1326,zeichnen::V,vizatoj,رسم
1327,schreiben::V,shkruaj,كتب
1328,besitzen::V,kam,حاز
1329,besitzen::V,kam,ملك
1330,kaufen::V,blej,اشترى
1331,verkaufen::V,shes,باع
1332,bezahlen::V,paguaj,دفع
1333,zahlen::V,paguaj,سدد
1334,beherrschen::V,zotëroj,حكم
1335,ertragen::V,duroj,أطاق
1336,ertragen::V,duroj,تحمل
