,Concept_ID,fa,is
105,Raureif::N,برف ریزه,hrím
106,Regenbogen::N,رنگین‌کمان,regnbogi
107,Donner::N,رعد,þruma
108,Strömung::N,جریان,straumur
109,Tropfen::N,قطره,dropi
110,Schaum::N,کف,froða
111,Schmutz::N,گل,óhreinindi
112,Schmutz::N,کثافت,óhreinindi
113,See::N,دریاچه,stöðuvatn
114,Sumpf::N,مرداب,fen
115,Sumpf::N,باتلاق,fen
116,Moor::N,باتلاق,mýri
117,Wiese::N,چمن,engi
118,Wald::N,جنگل,skógur
119,Hügel::N,تل,hæð
120,Hügel::N,تل,hóll
121,Hügel::N,تپه,hæð
122,Hügel::N,تپه,hóll
123,Anhöhe::N,بلندی,hæð
124,Anhöhe::N,بلندی,hóll
125,Berg::N,کوه,fell
126,Berg::N,کوه,fjall
127,Gipfel::N,قله,tindur
128,Höhle::N,غار,hellir
129,Abhang::N,سرازیری,hlíð
130,Abhang::N,سرازیری,brekka
131,Quelle::N,چشمه,lind
132,Quelle::N,چشمه,uppspretta
133,Bach::N,نهر,lækur
134,Fluss::N,رود,á
135,Fluss::N,رود,fljót
136,Ufer::N,ساحل,árbakki
137,Ufer::N,ساحل,sjávarbakki
138,Ufer::N,کرانه,árbakki
139,Ufer::N,کرانه,sjávarbakki
140,Küste::N,ساحل,strönd
141,Festland::N,خشکی,meginland
142,Meer::N,دریا,haf
143,Meer::N,دریا,sjór
144,Bucht::N,خلیج,vík
145,Insel::N,جزیره,eyja
146,Blume::N,گل,blóm
147,Gras::N,علف,gras
148,Wurzel::N,ریشه,rót
149,Baum::N,درخت,tré
150,Stamm::N,تنه,stofn
151,Rinde::N,توژ,börkur
152,Rinde::N,پوست,börkur
153,Ast::N,شاخه,grein
154,Zweig::N,شاخه,angi
155,Zweig::N,شاخه,kvistur
156,Blatt::N,برگ,blað
157,Birke::N,غان,birki
158,Kiefer[Baum]::N,کاج,fura
159,Weide[Baum]::N,بید,víðir
160,Tanne::N,صنوبر,greni
161,Horn::N,شاخ,horn
162,Feder::N,پر,fjöður
163,Fell::N,خز,skinn
164,Flügel::N,پر,vængur
165,Flügel::N,بال,vængur
166,Klaue::N,چنگ,kló
167,Klaue::N,پنجه,kló
168,Kralle::N,پنجه,kló
169,Schwanz::N,دم,rófa
170,Schwanz::N,دم,skott
171,Ei::N,تخم,egg
172,Nest::N,لانه,hreiður
173,Bau::N,بنا,greni
174,Bau::N,بنا,bæli
175,Bau::N,ساختمان,greni
176,Bau::N,ساختمان,bæli
177,Tier::N,هیوان,dýr
178,Herde::N,رمه,hjörð
179,Kuh::N,گاو,kýr
180,Bulle::N,گاو نر,boli
181,Pferd::N,اسب,hestur
182,Schaf::N,گوسفند,kind
183,Schwein::N,خوک,svín
184,Hund::N,سگ,hundur
185,Katze::N,گربه,köttur
186,Bär::N,خرس,björn
187,Eichhörnchen::N,سنجاب,íkorni
188,Elch::N,گوزن شمالی,elgur
189,Fuchs::N,روباه,refur
190,Hase::N,خرگوش,héri
191,Maus::N,موش,mús
192,Wolf::N,گرگ,úlfur
193,Vogel::N,پرنده,fugl
194,Schwarm::N,دسته,sægur
195,Huhn::N,مرغ,hæna
196,Hahn::N,خروس,hani
197,Gans::N,غاز,gæs
198,Adler::N,عقاب,örn
199,Ente::N,اردک,önd
200,Ente::N,مرغابی,önd
201,Eule::N,جغد,uggla
202,Kranich::N,درنا,trana
203,Krähe::N,زاغ,kráka
204,Krähe::N,کلاغ,kráka
205,Kuckuck::N,فاخته,gaukur
206,Schwan::N,قو,svanur
207,Fisch::N,ماهی,fiskur
208,Barsch::N,ماهی خاردار,aborri
209,Hecht::N,اردک ماهی,gedda
210,Schlange[Tier]::N,مار,naðra
211,Wurm::N,کرم,ormur
212,Spinne::N,عنکبوت,kónguló
213,Ameise::N,مورچه,maur
214,Laus::N,شپش,lús
215,Mücke::N,پشه,mý
216,Mücke::N,پشه,mýfluga
217,Fliege::N,مگس,fluga
218,Schmetterling::N,پروانه,fiðrildi
219,Beere::N,گیله,ber
220,Apfel::N,سیب,epli
221,Pilz::N,قارچ,sveppur
222,Zwiebel::N,پیاز,laukur
223,Saat::N,بذر,fræ
224,Saat::N,بذر,útsæði
225,Korn::N,تخم,korn
226,Korn::N,دانه,korn
227,Heu::N,علف خشک,hey
228,Schale::N,پوست,hýði
229,Grube::N,گودال,gryfja
230,Falle::N,دام,gildra
231,Schlinge::N,حلقه,snara
232,Spur::N,رد,spor
233,Asche::N,خاکستر,aska
234,Dreck::N,کثافت,óþverri
235,Eisen::N,آهن,járn
236,Gold::N,زر,gull
237,Gold::N,طلا,gull
238,Silber::N,نقره,silfur
239,Kohle::N,زغال,kol
240,Glas::N,شیشه,gler
241,Lehm::N,گل,leir
242,Sand::N,شن,sandur
243,Sand::N,ماسه,sandur
244,Mensch::N,آدم,maður
245,Mensch::N,آدم,manneskja
246,Mensch::N,انسان,maður
247,Mensch::N,انسان,manneskja
248,Mann::N,مرد,maður
249,Mann::N,مرد,karlmaður
250,Frau::N,زن,kona
251,Kind::N,بچه,barn
252,Kind::N,بچه,krakki
253,Kind::N,کودک,barn
254,Kind::N,کودک,krakki
255,Junge::N,پسر,drengur
256,Mädchen::N,دختر,stelpa
257,Familie::N,فامیل,fjölskylda
258,Familie::N,خانواده,fjölskylda
259,Großvater::N,پدربزرگ,afi
260,Großmutter::N,مادر‌بزرگ,amma
261,Eltern::N,والدین,foreldrar
262,Eltern::N,پدر‌و‌مادر,foreldrar
263,Vater::N,پدر,faðir
264,Mutter::N,مادر,móðir
265,Sohn::N,پسر,sonur
266,Tochter::N,دختر,dóttir
267,Bruder::N,برادر,bróðir
268,Schwester::N,خواهر,systir
269,Onkel::N,عمو,föðurbróðir
270,Onkel::N,دایی,föðurbróðir
271,Tante::N,عمه,frænka
272,Tante::N,عمه,móðursystir
273,Tante::N,خاله,frænka
274,Tante::N,خاله,móðursystir
275,Ehemann::N,همسر,eiginmaður
276,Ehefrau::N,همسر,eiginkona
277,Freude::N,شادی,gleði
278,Gelächter::N,خنده,hlátur
279,Gelächter::N,قاه‌قاه,hlátur
280,Glück::N,اقبال,gæfa
281,Kummer::N,غم,sorg
282,Kummer::N,غصه,sorg
283,Wunsch::N,آرزو,ósk
284,Lust::N,هوس,fýsn
285,Lust::N,هوس,löngun
286,Geist::N,روح,andi
287,Gedanke::N,فکر,hugsun
288,Gedächtnis::N,حافظه,minni
289,Verstand::N,هوش,vit
290,Sinn::N,معنا,merking
291,Sinn::N,مفهوم,merking
292,Grund::N,سبب,ástæða
293,Grund::N,دلیل,ástæða
294,Wahrheit::N,حقیقت,sannleikur
295,Gespräch::N,صحبت,samtal
296,Gespräch::N,گفتگو,samtal
297,Märchen::N,قصه,ævintýri
298,Märchen::N,افسانه,ævintýri
299,Erzählung::N,داستان,saga
300,Nachricht::N,خبر,frétt
301,Neuigkeit::N,خبر تازه,frétt
302,Name::N,اسم,nafn
303,Rätsel::N,معما,gáta
304,Rede::N,سخن,ræða
305,Sprache::N,زبان,mál
306,Sprache::N,زبان,tungumál
307,Stimme::N,صدا,rödd
308,Wort::N,کلمه,orð
309,Zeichen::N,نشان,tákn
310,Zeichen::N,نشان,merki
311,Zeichen::N,علامت,tákn
312,Zeichen::N,علامت,merki
313,Ruf::N,صدا,kall
314,Lärm::N,هیاهو,hávaði
315,Laut::N,صدا,hljóð
316,Ton::N,آهنگ,tónn
317,Lied::N,آواز,ljóð
318,Lied::N,آواز,söngur
319,Lied::N,ترانه,ljóð
320,Lied::N,ترانه,söngur
321,Ruhe::N,آرامش,ró
322,Ruhe::N,آرامش,kyrrð
323,Leute::N,مردم,fólk
324,Volk::N,خلق,þjóð
325,Arbeit::N,کار,vinna
326,Gast::N,مهمان,gestur
327,Geschenk::N,هدیه,gjöf
328,Spiel::N,بازی,leikur
329,Gesellschaft::N,جمعیت,selskapur
330,Hilfe::N,کمک,hjálp
331,Freund::N,دوست,vinur
332,Kamerad::N,رفیق,félagi
333,Angelegenheit::N,امر,mál
334,Angelegenheit::N,امر,málefni
335,Angelegenheit::N,قضیه,mál
336,Angelegenheit::N,قضیه,málefni
337,Anzahl::N,عده,tala
338,Anzahl::N,عده,fjöldi
339,Anzahl::N,شمار,tala
340,Anzahl::N,شمار,fjöldi
341,Art::N,نوع,tegund
342,Stück::N,تکه,biti
343,Stück::N,تکه,stykki
344,Stück::N,قطعه,biti
345,Stück::N,قطعه,stykki
346,Teil::N,بخش,hluti
347,Teil::N,بخش,partur
348,Teil::N,قسمت,hluti
349,Teil::N,قسمت,partur
350,Hälfte::N,نیم,helmingur
351,Kreis::N,حلقه,hringur
352,Kreis::N,دایره,hringur
353,Kreuz::N,صلیب,kross
354,Kreuz::N,صلیب,krossmark
355,Linie::N,خط,lína
356,Linie::N,سطر,lína
357,Strich::N,خط,strik
358,Abstand::N,فاصله,millibil
359,Entfernung::N,مسافت,fjarlægð
360,Gegend::N,منطقه,hérað
361,Platz::N,گنجایش,pláss
362,Ort::N,جا,staður
363,Ort::N,محل,staður
364,Ort::N,مکان,staður
365,Seite::N,طرف,hlið
366,Mitte::N,وسط,miðja
367,Mitte::N,میان,miðja
368,Gegenstand::N,چیز,hlutur
369,Sache::N,چیز,mál
370,Rand::N,کنار,brún
371,Rand::N,حاشیه,brún
372,Kante::N,لبه,rönd
373,Ecke::N,گوشه,horn
374,Spitze::N,سر,oddur
375,Spitze::N,نوک,oddur
376,Ende::N,ته,endi
377,Ende::N,آخر,endi
378,Loch::N,سوراخ,gat
379,Loch::N,سوراخ,hola
380,Winkel::N,کنج,skot
381,Winkel::N,کنج,krókur
382,Muster::N,نقش,munstur
383,Größe::N,قد,stærð
384,Größe::N,بزرگی,stærð
385,Länge::N,طول,lengd
386,Höhe::N,بلندی,hæð
387,Gewicht::N,وزن,vigt
388,Gewicht::N,وزن,þyngd
389,Menge::N,مقدار,magn
390,Menge::N,اندازه,magn
391,Haufen::N,توده,hrúga
392,Haufen::N,توده,haugur
393,Reihe::N,ردیف,röð
394,Boot::N,قایق,bátur
395,Ruder::N,پارو,ár
396,Schlitten::N,سورتمه,sleði
397,Ski::N,اسکی,skíði
398,Lagerfeuer::N,آتش,varðeldur
399,Last::N,بار,byrði
400,Last::N,بار,farmur
401,Last::N,سنگینی,byrði
402,Last::N,سنگینی,farmur
403,Gang::N,راه رفتن,ganga
404,Schritt::N,قدم,skref
405,Norden::N,شمال,norður
406,Süden::N,جنوب,suður
407,Westen::N,غرب,vestur
408,Osten::N,شرق,austur
409,Holz::N,چوب,viður
410,Brett::N,تخته,fjöl
411,Platte::N,صفحه,flötur
412,Stütze::N,تکیه,stoð
413,Stange::N,میله,stöng
414,Stock::N,چوب,prik
415,Stock::N,چوب,stafur
416,Stab::N,عصا,prik
417,Stab::N,عصا,stafur
418,Rohr::N,لوله,rör
419,Rohr::N,لوله,pípa
420,Haus::N,منزل,hús
421,Heim::N,خانه,heimili
422,Heim::N,کاشانه,heimili
423,Ofen::N,بخاری,ofn
424,Fußboden::N,کف اتاق,gólf
425,Tisch::N,میز,borð
426,Stuhl::N,صندلی,stóll
427,Wiege::N,گهواره,vagga
428,Bett::N,تختخواب,rúm
429,Bett::N,تختخواب,hvíla
430,Regal::N,قفسه,hilla
431,Kiste::N,صندوق,kassi
432,Fenster::N,پنجره,gluggi
433,Tür::N,در,dyr
434,Tür::N,در,hurð
435,Tür::N,درب,dyr
436,Tür::N,درب,hurð
437,Tor::N,دروازه,hlið
438,Zaun::N,حصار,girðing
439,Zaun::N,حصار,limgarður
440,Dach::N,بام,þak
441,Leiter::N,نردبان,stigi
442,Besen::N,جارو,sópur
443,Spaten::N,بیل,spaði
444,Schaufel::N,بیل,skófla
445,Schaufel::N,پارو,skófla
446,Gabel::N,چنگال,gaffall
447,Löffel::N,قاشق,skeið
448,Messer::N,کارد,hnífur
449,Nagel::N,میخ,nögl
450,Netz::N,تور,net
451,Netz::N,شبکه,net
452,Haken::N,قلاب,krókur
453,Griff::N,دسته,tak
454,Schloss::N,قفل,lás
455,Bild::N,عکس,mynd
456,Bild::N,تصویر,mynd
457,Figur::N,تندیس,stytta
458,Puppe::N,عروسک,brúða
459,Beutel::N,کیسه,poki
460,Beutel::N,کیسه,baggi
461,Bündel::N,بسته,böggull
462,Tasche::N,کیف,veski
463,Eimer::N,سطل,fata
464,Deckel::N,در,lok
465,Geschirr::N,ظرف,leirtau
466,Sack::N,گونی,sekkur
467,Tasse::N,فنجان,bolli
468,Topf::N,دیگ,pottur
469,Topf::N,قابلمه,pottur
470,Kessel::N,دیگ,ketill
471,Essen::N,خوراک,matur
472,Nahrung::N,غذا,fæða
473,Speise::N,خوراک,réttur
474,Speise::N,خوراک,matarréttur
475,Fleisch::N,گوشت,kjöt
476,Getreide::N,غله,korn
477,Brei::N,فرنی,grautur
478,Brei::N,حریره,grautur
479,Brot::N,نان,brauð
480,Scheibe::N,قاچ,sneið
481,Scheibe::N,لزگه,sneið
482,Fett::N,چربی,fita
483,Butter::N,کره,smjör
484,Öl::N,روغن,olía
485,Salz::N,نمک,salt
486,Suppe::N,آش,súpa
487,Suppe::N,سوپ,súpa
488,Honig::N,عسل,hunang
489,Milch::N,شیر,mjólk
490,Tee::N,چای,te
491,Leder::N,چرم,skinn
492,Wolle::N,پشم,ull
493,Stoff::N,پارچه,dúkur
494,Nadel::N,سوزن,nál
495,Faden::N,نخ,þráður
496,Knopf::N,دکمه,tala
497,Knopf::N,دکمه,hnappur
498,Knoten::N,گره,hnútur
499,Farbe::N,رنگ,málning
500,Kleidung::N,لباس,búningur
501,Kleidung::N,لباس,klæðnaður
502,Kleidung::N,پوشاک,búningur
503,Kleidung::N,پوشاک,klæðnaður
504,Hemd::N,پیراهن,skyrta
505,Kragen::N,یقه,kragi
506,Kragen::N,یقه,flibbi
507,Ärmel::N,آستین,ermi
508,Hose::N,شلوار,buxur
509,Gürtel::N,کمر‌بند,belti
510,Mütze::N,کلاه,húfa
511,Schuh::N,کفش,skór
512,Stiefel::N,چکمه,stígvél
513,Ring::N,حلقه,hringur
514,Ring::N,انگشتر,hringur
515,Band::N,نوار,band
516,Band::N,روبان,band
517,Kamm::N,شانه,greiða
518,Spiegel::N,آینه,spegill
519,Riemen::N,تسمه,ól
520,Riemen::N,تسمه,reim
521,Schnur::N,ریسمان,snúra
522,Leine::N,قلاده,band
523,Decke::N,پتو,teppi
524,Kissen::N,بالش,koddi
525,Tuch::N,شال,klútur
526,Handtuch::N,حوله,þurrka
527,Handtuch::N,حوله,handklæði
528,Kraft::N,نیرو,afl
529,Kraft::N,نیرو,kraftur
530,Stärke::N,زور,styrkur
531,Gesundheit::N,سلامتی,heilsa
532,Gesundheit::N,سلامتی,heilbrigði
533,Gesundheit::N,تندرستی,heilsa
534,Gesundheit::N,تندرستی,heilbrigði
535,Krankheit::N,بیماری,sjúkdómur
536,Schmerz::N,درد,sársauki
537,Wunde::N,زخم,sár
538,Fieber::N,تب,hitasótt
539,Arznei::N,دارو,lyf
540,Brücke::N,پل,brú
541,Brunnen::N,چاه,brunnur
542,Weide::N,چراگاه,hagi
543,Pfad::N,راه,stígur
544,Weg::N,راه,vegur
545,Weg::N,طریق,vegur
546,Straße::N,راه,gata
547,Straße::N,راه,stræti
548,Straße::N,جاده,gata
549,Straße::N,جاده,stræti
550,Dorf::N,ده,þorp
551,Dorf::N,روستا,þorp
552,Stadt::N,شهر,borg
553,Brief::N,نامه,bréf
554,Buch::N,کتاب,bók
555,Buchstabe::N,حرف,bókstafur
556,Zeitung::N,روزنامه,dagblað
557,Leben::N,عمر,líf
558,Leben::N,زندگی,líf
559,Tod::N,مرگ,dauði
560,Grab::N,گور,gröf
561,Grab::N,مزار,gröf
562,Kirche::N,کلیسا,kirkja
563,Sünde::N,بزه,synd
564,Sünde::N,گناه,synd
565,Gott::N,خدا,guð
566,Arbeiter::N,کارگر,verkamaður
567,Chef::N,رئیس,yfirmaður
568,Meister::N,استاد,meistari
569,Arzt::N,پزشک,læknir
570,Lehrer::N,معلم,kennari
571,Lehrer::N,آموزگار,kennari
572,Geld::N,پول,peningar
573,Geschäft::N,کار,viðskipti
574,Geschäft::N,بیزنس,viðskipti
575,Laden::N,دکان,búð
576,Laden::N,دکان,verslun
577,Laden::N,مغازه,búð
578,Laden::N,مغازه,verslun
579,Preis::N,بها,verð
580,Preis::N,قیمت,verð
581,Ware::N,جنس,vara
582,Ware::N,کالا,vara
583,Nutzen::N,مزیت,gagn
584,Nutzen::N,امتیاز,gagn
585,Reichtum::N,مال,auður
586,Reichtum::N,ثروت,auður
587,Welt::N,دنیا,veröld
588,Land::N,کشور,land
589,Land::N,مملکت,land
590,Staat::N,دولت,ríki
591,König::N,شاه,konungur
592,König::N,پادشاه,konungur
593,Macht::N,قدرت,vald
594,Macht::N,اختیار,vald
595,Grenze::N,مرز,landamæri
596,Krieg::N,جنگ,stríð
597,Feind::N,دشمن,fjandmaður
598,Gewalt::N,زور,ofbeldi
599,Gewalt::N,خشونت,ofbeldi
600,Kampf::N,نبرد,bardagi
601,Kampf::N,مبارزه,bardagi
602,Bogen[Waffe]::N,کمان,bogi
603,Pfeil::N,تیر,ör
604,Gewehr::N,تفنگ,byssa
605,Fehler::N,غلط,villa
606,Fehler::N,اشتباه,villa
607,Lüge::N,دروغ,lygi
608,Schaden::N,آسیب,skemmd
609,Schaden::N,خسارت,skemmd
610,Unglück::N,بلا,óhamingja
611,Schuld::N,گناه,sök
612,Schuld::N,تقصیر,sök
613,Alter::N,سن,aldur
614,Alter::N,عمر,aldur
615,Schluss::N,انتها,lok
616,Schluss::N,انتها,endir
617,Zeit::N,وقت,tími
618,Zeit::N,زمان,tími
619,Tag::N,روز,dagur
620,Morgen::N,صبح,morgunn
621,Mittag::N,ظهر,hádegi
622,Abend::N,شب,kvöld
623,Abend::N,عصر,kvöld
624,Nacht::N,شب,nótt
625,Woche::N,هفته,vika
626,Monat::N,ماه,mánuður
627,Jahr::N,سال,ár
628,Frühling::N,بهار,vor
629,Sommer::N,تابستان,sumar
630,Herbst::N,پاییز,haust
631,Winter::N,زمستان,vetur
632,Januar::N,ژانویه,janúar
633,Februar::N,فوریه,február
634,März::N,مارس,mars
635,April::N,آوریل,apríl
636,Mai::N,مه,maí
637,Juni::N,ژوئن,júní
638,Juli::N,ژویه,júlí
639,August::N,اوت,ágúst
640,September::N,سپتامبر,september
641,Oktober::N,اکتبر,október
642,November::N,نوامبر,nóvember
643,Dezember::N,دسامبر,desember
644,Montag::N,دو‌شنبه,mánudagur
645,Dienstag::N,سه‌شنبه,þriðjudagur
646,Mittwoch::N,چهار‌شنبه,miðvikudagur
647,Donnerstag::N,پنج شنبه,fimmtudagur
648,Freitag::N,جمعه,föstudagur
649,Samstag::N,شنبه,laugardagur
650,Sonntag::N,یکشنبه,sunnudagur
651,groß::A,بزرگ,stór
652,klein::A,کوچک,lítill
653,lang::A,بلند,langur
654,kurz::A,کوتاه,stuttur
655,breit::A,پهن,breiður
656,schmal::A,تنگ,mjór
657,schmal::A,نازک,mjór
658,dicht::A,چگال,þéttur
659,dicht::A,انبوه,þéttur
660,dick[Gegenstand]::A,ضخیم,þykkur
661,dünn::A,نازک,þunnur
662,fein::A,ریز,fíngerður
663,fein::A,باریک,fíngerður
664,fest::A,محکم,fastur
665,flach::A,صاف,flatur
666,flach::A,مسطح,flatur
667,glatt::A,لیز,háll
668,glatt::A,لیز,sléttur
669,hart::A,سفت,harður
670,weich::A,نرم,mjúkur
671,weich::A,ملایم,mjúkur
672,rund::A,گرد,kringlóttur
673,spitz::A,تیز,oddhvass
674,spitz::A,نوک‌تیز,oddhvass
675,scharf::A,تیز,beittur
676,scharf::A,برنده,beittur
677,stumpf::A,کند,bitlaus
678,schwer::A,سنگین,þungur
679,schön::A,زیبا,fagur
680,schön::A,زیبا,fallegur
681,heiß::A,داغ,heitur
682,warm::A,گرم,hlýr
683,warm::A,گرم,heitur
684,kalt::A,سرد,kaldur
685,kühl::A,خنک,svalur
686,frisch::A,تازه,frískur
687,feucht::A,مرطوب,rakur
688,feucht::A,مرطوب,þvalur
689,nass::A,تر,votur
690,nass::A,تر,blautur
691,nass::A,خیش,votur
692,nass::A,خیش,blautur
693,trocken::A,خشک,þurr
694,voll::A,پر,fullur
695,leer::A,خالی,tómur
696,offen::A,باز,opinn
697,geschlossen::A,بسته,lokaður
698,sauber::A,پاک,þrifinn
699,sauber::A,تمیز,þrifinn
700,schmutzig::A,کثیف,óhreinn
701,schmutzig::A,کثیف,sóðalegur
702,schmutzig::A,آلوده,óhreinn
703,schmutzig::A,آلوده,sóðalegur
704,roh::A,خام,hrár
705,reif::A,رسیده,þroskaður
706,lecker::A,لذیذ,ljúffengur
707,lecker::A,خوشمزه,ljúffengur
708,süß::A,شیرین,sætur
709,bitter::A,تلخ,beiskur
710,sauer::A,ترش,súr
711,hell::A,روشن,bjartur
712,dunkel::A,تاریک,dimmur
713,schwarz::A,سیاه,svartur
714,weiß::A,سفید,hvítur
715,rot::A,سرخ,rauður
716,rot::A,قرمز,rauður
717,gelb::A,زرد,gulur
718,blau::A,آبی,blár
719,grün::A,سبز,grænn
720,grau::A,طوسی,grár
721,grau::A,خاکستری,grár
722,bunt::A,رنگارنگ,marglitur
723,billig::A,ارزان,ódýr
724,teuer::A,گران,dýr
725,wertvoll::A,قیمتی,verðmætur
726,wertvoll::A,گرانبها,verðmætur
727,blind::A,کور,blindur
728,blind::A,نابینا,blindur
729,taub::A,کر,heyrnarlaus
730,taub::A,ناشنوا,heyrnarlaus
731,kräftig::A,قوی,öflugur
732,stark::A,قوی,sterkur
733,stark::A,نیرومند,sterkur
734,schwach::A,ضعیف,veill
735,fett::A,چرب,feitur
736,schlank::A,باریک‌اندام,grannur
737,schlank::A,باریک‌اندام,spengilegur
738,hübsch::A,قشنگ,snotur
739,hübsch::A,قشنگ,laglegur
740,hübsch::A,خوشگل,snotur
741,hübsch::A,خوشگل,laglegur
742,böse::A,بد,illur
743,böse::A,بد,vondur
744,dumm::A,احمق,heimskur
745,faul::A,لش,latur
746,faul::A,تنبل,latur
747,fleißig::A,زرنگ,iðinn
748,geizig::A,خسیس,nískur
749,klug::A,عاقل,hygginn
750,klug::A,باهوش,hygginn
751,geschickt::A,ماهر,fimur
752,geschickt::A,ماهر,laginn
753,lieb::A,عزیز,kær
754,lieb::A,عزیز,ljúfur
755,lustig::A,شاد,kátur
756,lustig::A,خوشحال,kátur
757,sanft::A,لطیف,blíður
758,hungrig::A,گرسنه,soltinn
759,hungrig::A,گرسنه,hungraður
760,krank::A,مریض,sjúkur
761,krank::A,بیمار,sjúkur
762,nackt::A,لخت,nakinn
763,nackt::A,برهنه,nakinn
764,traurig::A,غمگین,dapur
765,traurig::A,غمگین,hryggur
766,lebendig::A,زنده,lifandi
767,gut::A,خوب,góður
768,schlecht::A,بد,slæmur
769,schlecht::A,بد,lélegur
770,richtig::A,درست,réttur
771,schlimm::A,وخيم,slæmur
772,wahr::A,درست,sannur
773,wahr::A,حقیقی,sannur
774,alt::A,کهنه,gamall
775,neu::A,نو,nýr
776,ehemalig::A,قبلی,fyrrverandi
777,alt[Lebewesen]::A,پیر,gamall
778,jung::A,جوان,ungur
779,arm::A,فقیر,vesall
780,arm::A,فقیر,fátækur
781,reich::A,پولدار,ríkur
782,reich::A,پولدار,auðugur
783,reich::A,ثروتمند,ríkur
784,reich::A,ثروتمند,auðugur
785,bekannt::A,آشنا,kunnugur
786,bekannt::A,معلوم,kunnugur
787,berühmt::A,مشهور,frægur
788,fremd::A,خارجی,framandi
789,fremd::A,خارجی,ókunnugur
790,fremd::A,بیگانه,framandi
791,fremd::A,بیگانه,ókunnugur
792,verschieden::A,مختلف,ýmis
793,verschieden::A,متفاوت,ýmis
794,nah::A,نزدیک,nálægur
795,fern::A,دور,fjarri
796,fern::A,دور,fjarlægur
797,linker::A,چپ,vinstri
798,rechter::A,راست,hægri
799,anderer::A,دیگر,annar
800,erster::A,اول,fyrsti
801,zweiter::A,دوم,annar
802,dritter::A,سوم,þriðji
803,letzter::A,آخر,síðasti
804,allein::ADV,تنها,einn
805,allein::ADV,تنها,aleinn
