,Concept_ID,te,et
703,schon::ADV,ఇదివఱకే,juba
704,wieder::ADV,తిరిగి,jälle
705,vergebens::ADV,నిష్ఫలముగా,asjata
706,vor::PRP,ముందు,ees
707,hinter::PRP,వెనుక,taha
708,unter::PRP,క్రింద,all
709,durch::PRP,ద్వారా,läbi
710,durch::PRP,ద్వారా,kaudu
711,neben::PRP,దగ్గెర,kõrval
712,zwischen::PRP,మధ్య,vahel
713,wegen::PRP,కారణంగా,tõttu
714,wegen::PRP,కారణంగా,pärast
715,dies::PRN,ఇది,see
716,das::PRN,అది,see
717,alles::PRN,సకలము,kõik
718,ich::PRN,నేను,mina
719,du::PRN,నీవు,sina
720,er::PRN,అతడు,tema
721,wir::PRN,మనము,me
722,ihr::PRN,మీరు,te
723,sie::PRN,వారు,nad
724,was::FPRN,ఏమి,mis
725,wer::FPRN,ఎవడు,kes
726,wo::FADV,ఎక్కడ,kus
727,wohin::FADV,ఎందుకు,kuhu
728,wie::FADV,ఎట్టు,kuidas
729,warum::FADV,ఏల,miks
730,wieviel::FNUM,ఎంత,mitu
731,wieviel::FNUM,ఎంత,kui palju
732,eins::NUM,ఒకటి,üks
733,zwei::NUM,రెండు,kaks
734,drei::NUM,మూడు,kolm
735,vier::NUM,నాలుగు,neli
736,fünf::NUM,అయిదు,viis
737,sechs::NUM,ఆఱు,kuus
738,sieben::NUM,ఏరు,seitse
739,acht::NUM,ఎనిమదు,kaheksa
740,neun::NUM,తొమ్మిది,üheksa
741,zehn::NUM,పది,kümme
742,elf::NUM,పదునొకొండు,üksteist
743,zwölf::NUM,పండ్రండు,kaksteist
744,zwanzig::NUM,ఇరుపది,kakskümmend
745,dreißig::NUM,ముప్పది,kolmkümmend
746,vierzig::NUM,నలువది,nelikümmend
747,fünfzig::NUM,ఏబది,viiskümmend
748,sechzig::NUM,అరుపది,kuuskümmend
749,siebzig::NUM,డెబ్బది,seitsekümmend
750,achtzig::NUM,ఎనుబది,kaheksakümmend
751,neunzig::NUM,తొంబది,üheksakümmend
752,hundert::NUM,నూఱు,sada
753,tausend::NUM,వేయి,tuhat
754,und::CNJ,మఱియు,ja
755,oder::CNJ,లేక,või
756,stehen::V,నిలుచు,seisma
757,sitzen::V,కూర్చుండు,istuma
758,liegen::V,పండుకొనుట,lamama
759,hängen::V,వ్రేలాడదీయు,rippuma
760,werden::V,అగు,saama
761,werden::V,అగు,hakkama
762,passieren::V,సంభవించు,juhtuma
763,beginnen::V,ఆరంభించు,algama
764,beginnen::V,ఆరంభించు,hakkama
765,enden::V,తీరుట,lõppema
766,wechseln::V,మార్చు,vahelduma
767,aufgehen[Sonne]::V,ఉదయించు,tõusma
768,untergehen[Sonne]::V,అస్తమించు,loojuma
769,scheinen[Sonne]::V,ప్రకాశించు,paistma
770,donnern::V,ఉరుముట,kõmisema
771,wehen::V,దురద్పప్టము,puhuma
772,strömen::V,పారుట,voolama
773,fließen::V,ప్రవహించు,voolama
774,sich drehen::V,తిరుగు,pöörduma
775,schwanken::V,ఆడించుట,kõikuma
776,schwingen::V,ఊగుట,võnkuma
777,fallen::V,పడు,langema
778,brennen::V,కాలుట,põlema
779,rauchen::V,పొగసుట,suitsema
780,regnen::V,కురిపించుట,sadama
781,gefrieren::V,గడ్డకట్టు,kinni külmuma
782,tauen::V,కరగు,sulama
783,schmelzen::V,కరగు,sulama
784,trocknen::V,యెండుట,kuivama
785,sieden::V,ఉడుకు,keema
786,faulen::V,క్రుళ్లు,mädanema
787,verfaulen::V,క్షిణించు,mädanema
788,reißen::V,చించు,rebenema
789,versinken::V,మునుగు,uppuma
790,vergehen::V,సంభవించు,mööduma
791,erscheinen::V,కనబడు,ilmuma
792,verschwinden::V,అదృశ్యమగు,kaduma
793,sinken::V,ముణుగుట,vajuma
794,sinken::V,ముణుగుట,langema
795,abnehmen::V,తగ్గు,vähenema
796,abnehmen::V,తగ్గు,kahenema
797,zunehmen::V,పెరుగుట,kasvama
798,steigen::V,లేచు,tõusma
799,steigen::V,లేచు,üles minema
800,wachsen::V,పెరుగు,kasvama
801,glänzen::V,ప్రకాశించు,läikimä
802,funkeln::V,ప్రకాశించు,sädelema
803,lärmen::V,అరుచుట,lärmama
804,läuten::V,మేళవించుట,helisema
805,klingeln::V,వాయించుట,helisema
806,klirren::V,ఘంటానాదము,kõlisema
807,brausen::V,గర్జించు,kohisema
808,rauschen::V,చటచటమనుట,kohisema
809,klingen::V,ధ్వనించుట,kõlama
810,bellen::V,అఱచు,haukuma
811,heulen::V,కూయు,uluma
812,blasen::V,దురద్పప్టము,puhuma
813,pfeifen::V,ఈలవేయు,vilistama
814,schreien::V,అఱచు,karjuma
815,stöhnen::V,మూలుగు,oigama
816,zittern::V,వణకు,värisema
817,leben::V,జీవించుట,elama
818,leben::V,జీవించుట,elus olema
819,geboren werden::V,పుట్టుట,sündima
820,atmen::V,ఉపిరి తీయు,hingama
821,trinken::V,త్రాగు,jooma
822,essen::V,తిను,sööma
823,schlucken::V,మ్రింగు,neelama
824,müde werden::V,అలయు,väsima
825,einschlafen::V,నిద్రించు,uinuma
826,schlafen::V,నిద్రురించు,magama
827,aufwachen::V,మేలుకొను,ärkama
828,aufstehen::V,లేచు,ärkama
829,aufstehen::V,లేచు,üles tõusma
830,sich erholen::V,నడ్డి వాల్చు,puhkama
831,krank werden::V,జబ్బుపడు,haigestuma
832,krank werden::V,జబ్బుపడు,haigeks jääma
833,krank sein::V,జబ్బు చేయు,haige olema
834,schmerzen::V,నొచ్చుట,valutama
835,husten::V,దగ్గుట,köhima
836,genesen::V,కుదురుట,toibuma
837,sterben::V,మరణించు,surema
838,umkommen::V,నశించు,surma saama
839,sich bewegen::V,కదలు,liikuma
840,sich rühren::V,కదలు,liikuma
841,sich erheben::V,లేచు,kerkima
842,sich setzen::V,కూర్చుణ్డు,istet võtma
843,hinfallen::V,దొర్లు,kukkuma
844,hinfallen::V,దొర్లు,maha kukkuma
845,laufen::V,నడచు,kõndima
846,schreiten::V,అడుగుపెట్టుట,astuma
847,spazierengehen::V,పచారు చేయు,jalutama
848,eilen::V,తొందరపడు,ruttama
849,eilen::V,తొందరపడు,kiirustama
850,sich beeilen::V,త్వరపెట్టు,ruttama
851,sich beeilen::V,త్వరపెట్టు,kiirustama
852,sausen::V,విసరికొట్టు,kihutama
853,sausen::V,విసరికొట్టు,tormama
854,rennen::V,పరుగెత్తు,jooksma
855,rennen::V,పరుగెత్తు,kihutama
856,springen::V,దుముకు,hüppama
857,klettern::V,ఎక్కు,ronima
858,schaukeln::V,ఉయ్యాల ఊగు ,kiikuma
859,kriechen::V,ప్రాకు,roomama
860,schwimmen::V,ఈదు,ujuma
861,tauchen::V,మునుగు,sukelduma
862,rudern::V,తెడ్లతోఁగడపు,sõudma
863,fahren::V,నడపు,sõitma
864,fliegen::V,ఎగురు,lendama
865,gehen::V,పోవు,käima
866,gehen::V,పోవు,minema
867,weggehen::V,బయలుదేరు,ära minema
868,weggehen::V,బయలుదేరు,välja minema
869,abfahren::V,విడిచిపోవు,väljuma
870,abfahren::V,విడిచిపోవు,ära sõitma
871,anhalten::V,నిలుపు,peatuma
872,hineingehen::V,ప్రవేశించు,sisenema
873,hineingehen::V,ప్రవేశించు,sisse minema
874,eintreten::V,ప్రవేశించు,sisenema
875,eintreten::V,ప్రవేశించు,sisse astuma
876,kommen::V,వచ్చు,tulema
877,ankommen::V,వచ్చి చేరు,saabuma
878,zurückkommen::V,తిరిగీవచ్చుట,tagasi tulema
879,bleiben::V,ఉండు,jääma
880,warten::V,కనిపెట్టు,ootama
881,erwarten::V,నిరిక్షించు,ootama
882,erwarten::V,నిరిక్షించు,lootma
883,suchen::V,వెదకు,otsima
884,finden::V,కనుగొను,leidma
885,versuchen::V,ప్రయత్నించు,püüdma
886,versuchen::V,ప్రయత్నించు,üritama
887,versuchen::V,ప్రయత్నించు,katsetama
888,vorbereiten::V,తయారుచేయు,valmistama
889,lieben::V,ప్రేమించు,armastama
890,mögen::V,ఇష్టపడు,sallima
891,mögen::V,ఇష్టపడు,meeldima
892,lachen::V,నవ్వు,naerma
893,rühren::V,గుండె తాకు,liigutama
894,rühren::V,గుండె తాకు,heldima panema
895,weinen::V,వీడ్చు,nutma
896,schimpfen::V,గొణుగు,sõimama
897,sich ärgern::V,అలుగు,ärrituma
898,sich ärgern::V,అలుగు,vihastuma
899,sich fürchten::V,భయపడు,kartma
900,sich fürchten::V,భయపడు,hirmu tundma
901,fürchten::V,భయపడు,kartma
902,fliehen::V,పాఱిపోపు,põgenema
903,flüchten::V,తప్పించుకొను,põgenema
904,sehen::V,చూచు,nägema
905,anschauen::V,చూచు,vaatama
906,ansehen::V,కాచియుండు,vaatama
907,hören::V,విను,kuulma
908,zuhören::V,విను,kuulama
909,probieren::V,చవిచూచుట,proovima
910,riechen::V,వాసనచూచు,nuusutama
911,fühlen::V,స్పర్శించుట,tundma
912,scheinen::V,కనబడు,näida
913,scheinen::V,కనబడు,ilmuda
914,zu sehen sein::V,చూవు,ilmuma
915,vernehmen::V,విను,üle kuulama
916,frieren::V,చలికి వడకు,külmetada
917,tun::V,చేయు,tegema
918,können::V,గల,võima
919,können::V,గల,oskama
920,wollen::V,కోరు,tahtma
921,anfangen::V,ఆరంభించు,hakkama
922,anfangen::V,ఆరంభించు,alustama
923,beenden::V,ముగించు,lõpetama
924,aufhören::V,నిలుపు,lakkama
925,gelingen::V,గెలుపాందు,õnnestuma
926,geraten::V,వెలువడు,jõudma
927,öffnen::V,తెఱచు,avama
928,schließen::V,మూయు,sulgema
929,stellen::V,ఉంచు,panema
930,stellen::V,ఉంచు,asetama
931,setzen::V,ఉంచు,panema
932,legen::V,పెట్టు,panema
933,legen::V,పెట్టు,asetama
934,berühren::V,తాకు,riivama
935,berühren::V,తాకు,puudutama
936,verbinden::V,చేర్చుట,ühendama
937,bedecken::V,మూయు,katma
938,aufhängen::V,వ్రేలాడదీయు,riputama
939,anzünden::V,వెలిగించు,süütama
940,aufheben::V,సేకరించు,üles tõstma
941,zurücklassen::V,విడుచు,jätma
942,verlieren::V,పోగొట్టుకొను,kaotama
943,fallen lassen::V,జాఱవిడుచు,maha pillama
944,fallen lassen::V,జాఱవిడుచు,kukkuda laskma
945,machen::V,చేయు,tegema
946,herstellen::V,ఉత్పత్తిచేయు,valmistama
947,bauen::V,నిర్మించు,ehitama
948,reparieren::V,సరిచేయు,parandama
949,verbessern::V,వృద్ధి చేయు,parandama
950,ändern::V,మార్చు,muutma
951,ändern::V,మార్చు,ümber tegema
952,graben::V,త్రవ్వు,kaevama
953,beugen::V,వంచు,painutama
954,biegen::V,వంచు,painutama
955,drehen::V,నూలువడుకు,keerama
956,wenden::V,త్రిప్పు,ümber pöörama
957,umdrehen::V,త్రిప్పు,ümber keerama
958,heben::V,ఎత్తు,tõstma
959,hochheben::V,ఎత్తు,üles tõstma
960,hochheben::V,ఎత్తు,kõrgele tõstma
961,ergreifen::V,వశపఱచుకొను,haarama
962,halten::V,ఉంచు,hoidma
963,drücken::V,అణచు,pigistama
964,schieben::V,నొక్కు,lükkama
965,kratzen::V,గోకు,kraapima
966,lecken::V,నాకు,lakkuma
967,beißen::V,కఱచు,purema
968,beißen::V,కఱచు,hammustama
969,abreißen::V,తెగతెంచు,rebima
970,abreißen::V,తెగతెంచు,ära rebima
971,abschneiden::V,తెగకొట్టు,ära lõikama
972,binden::V,కట్టు,siduma
973,stecken::V,తగులుకొనివుండుట,pistma
974,brechen::V,పగులగొట్టు,murdma
975,klopfen::V,కొట్టు,koputama
976,hauen::V,కొట్టు,lööma
977,kleben::V,అంటుకొను,kleepima
978,reiben::V,రాచు,hõõruma
979,streichen::V,వ్యాపింపజేయు,silitama
980,schleifen::V,రాచు,lihvima
981,schleifen::V,రాచు,teritama
982,schneiden::V,కోయు,lõikama
983,rütteln::V,కుదిలించుట,raputama
984,schütteln::V,కదల్చు,raputama
985,schütteln::V,కదల్చు,loksutama
986,schwenken::V,ఊచుట,vehkima
987,schwenken::V,ఊచుట,lehvitama
988,schütten::V,పోయు,kallama
989,füllen::V,నింపు,täitma
990,einwickeln::V,చుట్టు,sisse mähkima
991,tragen::V,మోయు,kandma
992,schleppen::V,ఈడ్చు,tassima
993,schleppen::V,ఈడ్చు,lohistama
994,ziehen::V,ఈడ్చు,vedama
995,ziehen::V,ఈడ్చు,tõmbama
996,aufbewahren::V,కాపాడు,säilitama
997,aufbewahren::V,కాపాడు,alal hoidma
998,werfen::V,విసరు,viskama
999,fangen::V,పట్టుకొను,püüdma
1000,packen::V,పట్టుకొను,kinni haarama
1001,packen::V,పట్టుకొను,kinni võtma
1002,verstecken::V,దాచు,peitma
1003,teilen::V,భాగించు,jagama
1004,teilen::V,భాగించు,jaotama
1005,schicken::V,పంపు,saatma
1006,bringen::V,తెచ్చు,viima
1007,hinzufügen::V,చేర్చు,lisama
1008,bekommen::V,సంపాదించు,saama
1009,erhalten::V,పుచ్చుకొను,saama
1010,nehmen::V,తీసికొను,võtma
1011,wählen::V,ఇష్టపడు,valima
1012,auswählen::V,ఏరుకొను,valima
1013,bewahren::V,భద్రపఱుచు,hoidma
1014,behindern::V,అడ్డగించుట,takistama
1015,verderben::V,చెఱచు,rikkuma
1016,beschädigen::V,చెరుపుట,rikkuma
1017,zerbrechen::V,పగులగొట్టు,katki tegema
1018,zerreißen::V,చించు,katki rebima
1019,zerstören::V,వాశనము చేయు,purustama
1020,verbrennen::V,కాల్చు,põletama
1021,geben::V,ఇచ్చు,andma
1022,reichen::V,అందుకొనుట,andma
1023,reichen::V,అందుకొనుట,ulatama
1024,schenken::V,అర్పించు,kinkima
1025,versprechen::V,వాగ్దత్తము చేయు,lubama
1026,versprechen::V,వాగ్దత్తము చేయు,tõotama
1027,wünschen::V,కోరు,soovima
1028,loben::V,స్తుతించు,kiitma
1029,küssen::V,ముద్దుపెట్టుకొను,suudlema
1030,wiegen::V,ఊచుట,hällitama
1031,zudecken::V,మూయు,kaanetama
1032,zudecken::V,మూయు,kinni katma
1033,wecken::V,నిద్రపలేపుట,äratama
1034,zeigen::V,చూవు,näitama
1035,führen::V,దారిచూపు,juhatama
1036,lehren::V,బోధించు,õpetama
1037,unterrichten::V,నేర్పు,õpetama
1038,aufziehen::V,పెంచు,üles kasvatama
1039,leiten::V,తీసుకపోవుట,juhtima
1040,antreiben::V,ప్రేరేపించు,ergutama
1041,lassen::V,అనుమతించు,laskma
1042,einladen::V,ఆహ్వానించు,kutsuma
1043,vereinigen::V,కూడుట,ühendama
1044,besuchen::V,పోయి చూచు,külastama
1045,treffen::V,కలియు,kohtama
1046,sich versammeln::V,కూర్చు,kogunema
1047,spielen::V,ఆట లాడు,mängima
1048,singen::V,పాడు,laulma
1049,tanzen::V,నృత్యముచేయు,tantsima
1050,sich trennen::V,ఎడబాయుట,lahku minema
1051,verlassen::V,విడుచు,maha jätma
1052,retten::V,తప్పించుట,päästma
1053,bewachen::V,కాపాడు,valvama
1054,schützen::V,రక్షించు,kaitsma
1055,verteidigen::V,రక్షించు,kaitsma
1056,sich schlagen::V,జగడమాడు,kaklema
1057,schießen::V,కాల్చు,tulistama
1058,siegen::V,గెలుచు,võitma
1059,ärgern::V,పీడించుట,ärritama
1060,ärgern::V,పీడించుట,vihastama
1061,schlagen::V,కొట్టు,lööma
1062,treten::V,తన్ను,sõtkuma
1063,stechen::V,కుట్టు,pistma
1064,stechen::V,కుట్టు,torkama
1065,stoßen::V,గెంటు,tõukama
1066,stehlen::V,దొంగిలించు,varastama
1067,stören::V,కలతపఱచు,segama
1068,stören::V,కలతపఱచు,häirima
1069,belästigen::V,పీడించు,ahistama
1070,verbergen::V,దాచు,peitma
1071,verbergen::V,దాచు,varjama
1072,täuschen::V,మోసము చేయు,petma
1073,täuschen::V,మోసము చేయు,tüssama
1074,betrügen::V,మోసపుచ్చు,petma
1075,betrügen::V,మోసపుచ్చు,tüssama
1076,betrügen::V,మోసపుచ్చు,truudust murtma
1077,töten::V,చంపు,tapma
1078,töten::V,చంపు,surmama
1079,wohnen::V,నివసించు,elama
1080,arbeiten::V,పనిచేయు,töötama
1081,sammeln::V,ప్రోగుచేయు,koguma
1082,sammeln::V,ప్రోగుచేయు,korjama
1083,pflücken::V,యేరుట,noppima
1084,jagen::V,వేటాడు,jahtima
1085,fischen::V,వెదకు,kalastama
1086,fischen::V,వెదకు,kala püüdma
1087,fassen::V,పట్టుకొమ,püüdma
1088,hüten::V,మందచేరుట,karjatama
1089,treiben::V,నడపు,ajama
1090,anbinden::V,కట్టు,kinni siduma
1091,füttern::V,భోజనము పెట్టు,söötma
1092,melken::V,పాలు పితుకు,lüpsma
1093,hacken::V,నఱకు,raiuma
1094,hacken::V,నఱకు,lõhkuma
1095,gießen::V,నీళ్ళుకట్టుట,kastma
1096,reifen::V,పండుట,valmima
1097,zubereiten::V,వండు,valmistama
1098,kochen::V,వండు,keetma
1099,backen::V,రొట్టెకాల్చు,küpsetama
1100,braten::V,వేపు,praadima
1101,umrühren::V,కదులుట,segama
1102,stricken::V,అల్లు,kuduma
1103,nähen::V,కుట్టు,õmblema
1104,färben::V,రంగు వేయు,värvima
1105,reinigen::V,శుభ్రము చేయు,puhastama
1106,waschen::V,కడుగు,pesema
1107,abwischen::V,తుడుచు,puhtaks pühkima
1108,spülen::V,నీటిలో జడించు,uhtma
1109,fegen::V,ఊడ్చు,pühkima
1110,kehren::V,ఊడ్చు,pühkima
1111,baden::V,స్నానము చేయు,suplema
1112,baden::V,స్నానము చేయు,kümblema
1113,sich waschen::V,కడుగు,end pesema
1114,ausziehen::V,విప్పు,käest võtma
1115,ausziehen::V,విప్పు,jalast võtma
1116,ausziehen::V,విప్పు,seljast võtma
1117,anziehen::V,ధరించు,jalga panema
1118,sich anziehen::V,బట్టలు వేసుకొను,riietuma
1119,sich anziehen::V,తొడుగుకొను,riietuma
1120,kämmen::V,దువ్వుట,kammima
1121,schmücken::V,అలంకరించు,kaunistama
1122,sagen::V,చెప్పు,ütlema
1123,sprechen::V,చెప్పు,rääkima
1124,sprechen::V,చెప్పు,kõnelema
1125,reden::V,మాటలాడు,kõnelema
1126,sich unterhalten::V,ముచ్చటలాడు,vestlema
1127,fragen::V,ప్రశ్నించు,küsima
1128,bitten::V,కోరు,paluma
1129,erzählen::V,చెప్పు,jutustama
1130,mitteilen::V,తెలియజేయు,teatama
1131,mitteilen::V,తెలియజేయు,teada andma
1132,nennen::V,పేరు వెట్టు,nimetama
1133,rufen::V,పిలుచు,kutsuma
1134,prahlen::V,జల్లి,hooplema
1135,übersetzen::V,తర్జుమాచేయు,tõlkima
1136,denken::V,ఆలోచించు,mõtlema
1137,glauben::V,నమ్ము,uskuma
1138,bemerken::V,గుర్తించు,märkama
1139,erkennen::V,గుర్తించు,ära tundma
1140,begreifen::V,గ్రహించు,aru saama
1141,verstehen::V,గ్రహించు,mõistma
1142,lernen::V,నేర్చు కొను,õppima
1143,wissen::V,తెలిసికొను,teadma
1144,sich erinnern an::V,జ్ఞాపకముంచుకొను,mäletama
1145,vergessen::V,మఱచిపోవు,unustama
1146,messen::V,కొలుచుట,mõõtma
1147,zählen::V,లెక్కపెట్టు,loendama
1148,rechnen::V,లెక్కపెట్టు,arvutama
1149,lesen::V,చదువు,lugema
1150,malen::V,పూనుట,maalima
1151,zeichnen::V,వ్రాసుట,joonistama
1152,schreiben::V,వ్రాయు,kirjutama
1153,besitzen::V,కలిగియుండు,omama
1154,kaufen::V,కొను,ostma
1155,verkaufen::V,అమ్ము,müüma
1156,bezahlen::V,చెల్లించు,tasuma
1157,zahlen::V,చెల్లించు,maksma
1158,beherrschen::V,ఏలు,valitsema
1159,ertragen::V,భరించు,taluma
