,Concept_ID,fi,fa
804,alt[Lebewesen]::A,vanha,پیر
805,jung::A,nuori,جوان
806,arm::A,köyhä,فقیر
807,reich::A,rikas,پولدار
808,reich::A,rikas,ثروتمند
809,bekannt::A,tuttu,آشنا
810,bekannt::A,tuttu,معلوم
811,bekannt::A,tunnettu,آشنا
812,bekannt::A,tunnettu,معلوم
813,berühmt::A,kuuluisa,مشهور
814,fremd::A,vieras,خارجی
815,fremd::A,vieras,بیگانه
816,verschieden::A,eri,مختلف
817,verschieden::A,eri,متفاوت
818,verschieden::A,erilainen,مختلف
819,verschieden::A,erilainen,متفاوت
820,nah::A,läheinen,نزدیک
821,fern::A,etäinen,دور
822,linker::A,vasen,چپ
823,rechter::A,oikea,راست
824,anderer::A,muu,دیگر
825,anderer::A,toinen,دیگر
826,erster::A,ensimmäinen,اول
827,zweiter::A,toinen,دوم
828,dritter::A,kolmas,سوم
829,letzter::A,viimeinen,آخر
830,allein::ADV,yksin,تنها
831,auf einmal::ADV,yhdellä kertaa,همزمان
832,zusammen::ADV,yhdessä,باهم
833,lange::ADV,kauan,مدت‌ها
834,lange::ADV,kauan,مدت زیادی
835,lange::ADV,pitkään,مدت‌ها
836,lange::ADV,pitkään,مدت زیادی
837,plötzlich::ADV,äkkiä,ناگهان
838,sofort::ADV,heti,فوراً
839,später::ADV,myöhemmin,بعدها
840,jetzt::ADV,nyt,حالا
841,jetzt::ADV,nyt,اکنون
842,heute::ADV,tänään,امروز
843,morgen::ADV,huomenna,فردا
844,bald::ADV,pian,زود
845,bald::ADV,pian,بزودی
846,dann::ADV,sitten,سپس
847,dann::ADV,sitten,آنوقت
848,gestern::ADV,eilen,دیروز
849,einst::ADV,aikanaan,وقتی
850,einst::ADV,aikanaan,زمانی
851,damals::ADV,silloin,آنوقت
852,damals::ADV,silloin,آنزمان
853,damals::ADV,siihen aikaan,آنوقت
854,damals::ADV,siihen aikaan,آنزمان
855,danach::ADV,sen jälkeen,بعد
856,vorher::ADV,ennen,قبلاً
857,zuerst::ADV,ensin,اول
858,zuerst::ADV,ensin,ابتداء
859,zuerst::ADV,ensiksi,اول
860,zuerst::ADV,ensiksi,ابتداء
861,einmal::ADV,kerran,یکدفعه
862,manchmal::ADV,joskus,گاهی
863,manchmal::ADV,joskus,بعضی اوقات
864,oft::ADV,usein,اغلب
865,immer::ADV,aina,همیشه
866,niemals::ADV,ei koskaan,هرگز
867,hier::ADV,tässä,اینجا
868,hier::ADV,täällä,اینجا
869,hierhin::ADV,tähän,به اینجا
870,von hier::ADV,tästä,از اینجا
871,von hier::ADV,täältä,از اینجا
872,dort::ADV,siinä,آنجا
873,dort::ADV,siellä,آنجا
874,dorthin::ADV,sinne,به آنجا
875,dorthin::ADV,tuonne,به آنجا
876,geradeaus::ADV,suoraan,راست
877,vorwärts::ADV,eteenpäin,جلو
878,vorwärts::ADV,eteenpäin,به پیش
879,rückwärts::ADV,taaksepäin,عقب
880,zurück::ADV,takaisin,پس
881,zurück::ADV,takaisin,عقب
882,zurück::ADV,takaisin,بالعکس
883,unten::ADV,alhaalla,زیر
884,unten::ADV,alhaalla,پایین
885,hinab::ADV,alas,به پایین
886,oben::ADV,ylhäällä,بالا
887,hinauf::ADV,ylös,به بالا
888,überall::ADV,kaikkialla,همه‌جا
889,nicht::ADV,ei,نه
890,ein wenig::ADV,vähän,کمی
891,kaum::ADV,tuskin,به سختی
892,sehr::ADV,kovin,خیلی
893,sehr::ADV,kovin,بسیار
894,sehr::ADV,oikein,خیلی
895,sehr::ADV,oikein,بسیار
896,so::ADV,näin,چنین
897,so::ADV,näin,اینطور
898,noch::ADV,vielä,هنوز
899,nur::ADV,vain,فقط
900,nur::ADV,vain,تنها
901,nur::ADV,ainoastaan,فقط
902,nur::ADV,ainoastaan,تنها
903,schon::ADV,jo,قبلاً
904,schon::ADV,jo,به این زودی
905,wieder::ADV,taas,باز
906,wieder::ADV,taas,دوباره
907,wieder::ADV,jälleen,باز
908,wieder::ADV,jälleen,دوباره
909,vergebens::ADV,turhaan,بیهوده
910,vor::PRP,edessä,در جلوی
911,hinter::PRP,takana,پشت
912,unter::PRP,alla,تحت
913,durch::PRP,läpi,از وسط
914,durch::PRP,läpi,از ميان
915,durch::PRP,kautta,از وسط
916,durch::PRP,kautta,از ميان
917,neben::PRP,vieressä,کنار
918,neben::PRP,vieressä,پهلوی
919,zwischen::PRP,välillä,بین
920,zwischen::PRP,välillä,میان
921,wegen::PRP,takia,برای
922,wegen::PRP,takia,بخاطر
923,wegen::PRP,vuoksi,برای
924,wegen::PRP,vuoksi,بخاطر
925,dies::PRN,tämä,این
926,das::PRN,se,آن
927,alles::PRN,kaikki,تمام
928,alles::PRN,kaikki,همه‌چیر
929,ich::PRN,minä,من
930,du::PRN,sinä,تو
931,er::PRN,hän,او
932,wir::PRN,me,ما
933,ihr::PRN,te,شما
934,sie::PRN,he,آنها
935,was::FPRN,mikä,چه
936,wer::FPRN,ken,کی
937,wer::FPRN,kuka,کی
938,wo::FADV,missä,کجا
939,wohin::FADV,mihin,بکجا
940,wie::FADV,miten,چطور
941,wie::FADV,miten,چگونه
942,wie::FADV,kuinka,چطور
943,wie::FADV,kuinka,چگونه
944,warum::FADV,miksi,چرا
945,warum::FADV,miksi,برای چه
946,wieviel::FNUM,paljonko,چند
947,wieviel::FNUM,paljonko,چقدر
948,wieviel::FNUM,kuinka paljon,چند
949,wieviel::FNUM,kuinka paljon,چقدر
950,eins::NUM,yksi,یک
951,zwei::NUM,kaksi,دو
952,drei::NUM,kolme,سه
953,vier::NUM,neljä,چهار
954,fünf::NUM,viisi,پنج
955,sechs::NUM,kuusi,شش
956,sieben::NUM,seitsemän,هفت
957,acht::NUM,kahdeksan,هشت
958,neun::NUM,yhdeksän,نه
959,zehn::NUM,kymmenen,ده
960,elf::NUM,yksitoista,یازده
961,zwölf::NUM,kaksitoista,دوازده
962,zwanzig::NUM,kaksikymmentä,بیست
963,dreißig::NUM,kolmekymmentä,سی
964,vierzig::NUM,neljäkymmentä,چهل
965,fünfzig::NUM,viisikymmentä,پنجاه
966,sechzig::NUM,kuusikymmentä,شصت
967,siebzig::NUM,seitsemänkymmentä,هفتاد
968,achtzig::NUM,kahdeksankymmentä,هشتاد
969,neunzig::NUM,yhdeksänkymmentä,نود
970,hundert::NUM,sata,صد
971,tausend::NUM,tuhat,هزار
972,und::CNJ,ja,و
973,oder::CNJ,tai,یا
974,stehen::V,seisoa,ایستادن
975,sitzen::V,istua,نشستن
976,liegen::V,maata,خوابیدن
977,liegen::V,maata,دراز کشیدن
978,hängen::V,riippua,آویزان بودن
979,werden::V,tulla,شدن
980,werden::V,joutua,شدن
981,passieren::V,sattua,گذشتن
982,passieren::V,sattua,اتفاق افتادن
983,passieren::V,tapahtua,گذشتن
984,passieren::V,tapahtua,اتفاق افتادن
985,beginnen::V,alkaa,شروع شدن
986,enden::V,loppua,تمام شدن
987,enden::V,päättyä,تمام شدن
988,wechseln::V,vaihtua,عوض شدن
989,wechseln::V,vaihdella,عوض شدن
990,aufgehen[Sonne]::V,nousta,برآمدن
991,aufgehen[Sonne]::V,nousta,طلوع کردن
992,untergehen[Sonne]::V,laskea,غروب کردن
993,scheinen[Sonne]::V,paistaa,تابیدن
994,donnern::V,jyristä,رعد زدن
995,wehen::V,tuulla,دمیدن
996,wehen::V,puhaltaa,دمیدن
997,strömen::V,virrata,روان شدن
998,fließen::V,valua,روان شدن
999,fließen::V,juosta,روان شدن
1000,sich drehen::V,pyöriä,چرخیدن
1001,schwanken::V,horjua,خم و راست شدن
1002,schwingen::V,heilua,تاب خوردن
1003,schwingen::V,heilua,نوسان کردن
1004,schwingen::V,värähdellä,تاب خوردن
1005,schwingen::V,värähdellä,نوسان کردن
1006,fallen::V,pudota,افتادن
1007,fallen::V,pudota,سقوط کردن
1008,fallen::V,langeta,افتادن
1009,fallen::V,langeta,سقوط کردن
1010,brennen::V,palaa,سوزاندن
1011,rauchen::V,savuta,دود کردن
1012,regnen::V,sataa,باران آمدن
1013,gefrieren::V,jäätyä,یخ بستن
1014,tauen::V,sulaa,آب شدن
1015,schmelzen::V,sulaa,آب شدن
1016,trocknen::V,kuivua,خشک شدن
1017,sieden::V,kiehua,جوشیدن
1018,faulen::V,mädätä,فاسد شدن
1019,verfaulen::V,mädätä,پوسیدن
1020,verfaulen::V,mädäntyä,پوسیدن
1021,reißen::V,revetä,پاره شدن
1022,versinken::V,upota,غرق شدن
1023,versinken::V,vajota,غرق شدن
1024,vergehen::V,kulua,گذشتن
1025,erscheinen::V,ilmestyä,ظاهر شدن
1026,verschwinden::V,kadota,گم شدن
1027,verschwinden::V,kadota,از بین رفتن
1028,sinken::V,vajota,پایین آمدن
1029,abnehmen::V,vähetä,کم شدن
1030,zunehmen::V,kasvaa,زیاد شدن
1031,zunehmen::V,lisääntyä,زیاد شدن
1032,steigen::V,nousta,بالا رفتن
1033,wachsen::V,kasvaa,قد کشیدن
1034,glänzen::V,kiiltää,برق زدن
1035,funkeln::V,kipinöidä,جرقه زدن
1036,lärmen::V,meluta,شلوغ کردن
1037,läuten::V,soida,زنگ زدن
1038,klingeln::V,soida,زنگ زدن
1039,klirren::V,kalista,جرنگ جرنگ صدا کردن
1040,brausen::V,kohista,طوفانی بودن
1041,rauschen::V,kohista,خش‌خش کردن
1042,klingen::V,soida,صدا دادن
1043,bellen::V,haukkua,عوعو کردن
1044,heulen::V,ulvoa,زوزه کشیدن
1045,blasen::V,puhaltaa,فوت کردن
1046,pfeifen::V,viheltää,سوت زدن
1047,schreien::V,kirkua,فریاد زدن
1048,stöhnen::V,voihkia,نالیدن
1049,zittern::V,vapista,لرزیدن
1050,leben::V,elää,زیستن
1051,leben::V,elää,زندگی کردن
1052,geboren werden::V,syntyä,متولد شدن
1053,atmen::V,hengittää,تنفس کردن
1054,trinken::V,juoda,نوشیدن
1055,essen::V,syödä,خوردن
1056,schlucken::V,niellä,بلعیدن
1057,schlucken::V,niellä,قورت دادن
1058,müde werden::V,uupua,خسته شدن
1059,einschlafen::V,uinahtaa,خواب رفتن
1060,schlafen::V,maata,خوابیدن
1061,schlafen::V,nukkua,خوابیدن
1062,aufwachen::V,herätä,از خواب بیدار شدن
1063,aufstehen::V,nousta,بیدار شدن
1064,aufstehen::V,nousta ylös,بیدار شدن
1065,sich erholen::V,levätä,استراحت کردن
1066,krank werden::V,sairastua,مریض شدن
1067,krank sein::V,potea,بیمار بودن
1068,krank sein::V,sairastaa,بیمار بودن
1069,schmerzen::V,särkeä,درد کردن
1070,schmerzen::V,kivistää,درد کردن
1071,husten::V,yskiä,سرفه کردن
1072,genesen::V,toipua,بهبود یافتن
1073,sterben::V,kuolla,مردن
1074,umkommen::V,saada surmansa,کشته شدن
1075,umkommen::V,kuolla,کشته شدن
1076,sich bewegen::V,liikkua,حرکت کردن
1077,sich rühren::V,liikahtaa,تکان خوردن
1078,sich erheben::V,nousta,برخواستن
1079,sich setzen::V,istuutua,نشستن
1080,hinfallen::V,kaatua,زمین خوردن
1081,laufen::V,kävellä,پیاده رفتن
1082,schreiten::V,astua,قدم زدن
1083,schreiten::V,astella,قدم زدن
1084,spazierengehen::V,kävellä,گردش رفتن
1085,eilen::V,kiirehtiä,شتاب کردن
1086,sich beeilen::V,kiirehtiä,عجله کردن
1087,sich beeilen::V,olla kiireissään,عجله کردن
1088,sausen::V,rynnätä,صفیر کشیدن
1089,sausen::V,viilettää,صفیر کشیدن
1090,rennen::V,juosta,دویدن
1091,springen::V,hypätä,پریدن
1092,klettern::V,kiivetä,بالا رفتن
1093,schaukeln::V,kiikkua,تاب خوردن
1094,kriechen::V,ryömiä,خزیدن
1095,schwimmen::V,uida,شنا کردن
1096,tauchen::V,sukeltaa,غواصی کردن
1097,rudern::V,soutaa,پارو زدن
1098,fahren::V,ajaa,سواره رفتن
1099,fahren::V,kulkea,سواره رفتن
1100,fliegen::V,lentää,پریدن
1101,gehen::V,käydä,رفتن
1102,weggehen::V,lähteä,رفتن
1103,weggehen::V,poistua,رفتن
1104,abfahren::V,lähteä,حرکت کردن
1105,anhalten::V,pysähtyä,ایست کردن
1106,anhalten::V,seisahtua,ایست کردن
1107,hineingehen::V,mennä sisään,داخل شدن
1108,eintreten::V,astua sisään,وارد شدن
1109,kommen::V,tulla,آمدن
1110,ankommen::V,saapua,رسیدن
1111,zurückkommen::V,palata,برگشتن
1112,bleiben::V,jäädä,ماندن
1113,bleiben::V,viipyä,ماندن
1114,warten::V,odottaa,منتظر بودن
1115,erwarten::V,odottaa,انتظار داشتن
1116,suchen::V,etsiä,جستجو کردن
1117,finden::V,löytää,یافتن
1118,finden::V,löytää,پیدا کردن
1119,versuchen::V,yrittää,سعی کردن
1120,versuchen::V,yrittää,کوشش کردن
1121,vorbereiten::V,valmistaa,آماده کردن
1122,lieben::V,pitää,عاشق بودن
1123,lieben::V,rakastaa,عاشق بودن
1124,mögen::V,pitää,میل داشتن
1125,mögen::V,pitää,دوست داشتن
1126,mögen::V,tykätä,میل داشتن
1127,mögen::V,tykätä,دوست داشتن
1128,lachen::V,nauraa,خندیدن
1129,rühren::V,liikuttaa,به رقت آوردن
1130,weinen::V,itkeä,گریه کردن
1131,schimpfen::V,haukkua,فحاشی کردن
1132,sich ärgern::V,suuttua,ناراحت شدن
1133,sich fürchten::V,pelätä,واهمه کردن
1134,fürchten::V,pelätä,ترسیدن
1135,fliehen::V,paeta,گریختن
1136,flüchten::V,paeta,فرار کردن
1137,sehen::V,nähdä,دیدن
1138,anschauen::V,katsoa,نگاه کردن
1139,ansehen::V,katsoa,تماشا کردن
1140,hören::V,kuulla,شنیدن
1141,zuhören::V,kuunnella,گوش دادن
1142,probieren::V,maistaa,چشیدن
1143,riechen::V,haistaa,بوییدن
1144,riechen::V,haistaa,بو کردن
1145,fühlen::V,tuntea,احساس کردن
1146,scheinen::V,tuntua,بنظر آمدن
1147,zu sehen sein::V,näkyä,دیده شدن
1148,vernehmen::V,kuulla,شنیدن
1149,frieren::V,palella,سرد بودن
1150,tun::V,tehdä,کردن
1151,können::V,osata,توانستن
1152,wollen::V,tahtoa,خواستن
1153,anfangen::V,ruveta,شروع کردن
1154,anfangen::V,aloittaa,شروع کردن
1155,beenden::V,lopettaa,تمام کردن
1156,beenden::V,lopettaa,پایان دادن
1157,aufhören::V,loppua,دست کشیدن
1158,gelingen::V,onnistua,موفق شدن
1159,geraten::V,sujua,نتیجه دادن
1160,geraten::V,joutua,نتیجه دادن
1161,öffnen::V,avata,گشودن
1162,öffnen::V,avata,باز کردن
1163,öffnen::V,aukaista,گشودن
1164,öffnen::V,aukaista,باز کردن
1165,schließen::V,sulkea,بستن
1166,schließen::V,sulkea,قفل کردن
1167,stellen::V,panna,گذاردن
1168,stellen::V,asettaa,گذاردن
1169,setzen::V,panna,نشاندن
1170,setzen::V,istuttaa,نشاندن
1171,legen::V,panna,گذاشتن
1172,legen::V,asettaa,گذاشتن
1173,berühren::V,koskea,دست زدن
1174,berühren::V,koskea,لمس کردن
1175,berühren::V,koskettaa,دست زدن
1176,berühren::V,koskettaa,لمس کردن
1177,verbinden::V,liittää,وصل کردن
1178,verbinden::V,yhdistää,وصل کردن
1179,bedecken::V,kattaa,پوشاندن
1180,bedecken::V,peittää,پوشاندن
1181,aufhängen::V,ripustaa,آویختن
1182,anzünden::V,sytyttää,سوزاندن
1183,aufheben::V,ylös nostaa,برداشتن
1184,aufheben::V,ylös nostaa,بلند کردن
1185,aufheben::V,nostaa,برداشتن
1186,aufheben::V,nostaa,بلند کردن
1187,zurücklassen::V,jättää,گذاشتن
1188,verlieren::V,kadottaa,گم کردن
1189,fallen lassen::V,pudottaa,انداختن
1190,machen::V,tehdä,کردن
1191,machen::V,tehdä,ساختن
1192,herstellen::V,tuottaa,ساختن
1193,herstellen::V,tuottaa,تولید کردن
1194,herstellen::V,valmistaa,ساختن
1195,herstellen::V,valmistaa,تولید کردن
1196,bauen::V,rakentaa,ساختن
1197,bauen::V,rakentaa,بنا کردن
1198,reparieren::V,korjata,درست کردن
1199,reparieren::V,korjata,تعمیر کردن
1200,verbessern::V,parantaa,بهتر کردن
1201,ändern::V,muuttaa,تغییر دادن
1202,graben::V,kaivaa,کندن
1203,graben::V,kaivaa,گود کردن
1204,beugen::V,taivuttaa,کج کردن
1205,biegen::V,taivuttaa,خم کردن
1206,drehen::V,kääntää,چرخاندن
1207,wenden::V,kääntää,برگرداندن
1208,umdrehen::V,kääntää,برگرداندن
1209,heben::V,nostaa,برداشتن
1210,heben::V,kohottaa,برداشتن
1211,hochheben::V,nostaa,برآوردن
1212,hochheben::V,nostaa,بلند کردن
1213,ergreifen::V,tarttua,گرفتن
1214,halten::V,pitää,نگاه داشتن
1215,drücken::V,painaa,فشار دادن
1216,drücken::V,painaa,فشار آوردن
1217,drücken::V,puristaa,فشار دادن
1218,drücken::V,puristaa,فشار آوردن
1219,schieben::V,työntää,هل دادن
1220,kratzen::V,raapia,خاریدن
1221,lecken::V,nuolla,لیسیدن
1222,beißen::V,purra,گاز زدن
1223,abreißen::V,repiä,پاره کردن
1224,abschneiden::V,leikata poikki,بریدن
1225,abschneiden::V,leikata poikki,قطع کردن
1226,abschneiden::V,leikata,بریدن
1227,abschneiden::V,leikata,قطع کردن
1228,binden::V,sitoa,بستن
1229,stecken::V,pistää,فرو کردن
1230,brechen::V,murtaa,شکستن
1231,klopfen::V,koputtaa,کوبیدن
1232,klopfen::V,kolkuttaa,کوبیدن
1233,hauen::V,lyödä,زدن
1234,kleben::V,liimata,چسباندن
1235,reiben::V,hieroa,مالش دادن
1236,reiben::V,hangata,مالش دادن
1237,streichen::V,sivellä,مالیدن
1238,schleifen::V,hioa,تیز کردن
1239,schneiden::V,leikata,چیدن
1240,schneiden::V,leikata,بریدن
1241,rütteln::V,ravistaa,لرزاندن
1242,rütteln::V,ravistaa,تکان دادن
1243,schütteln::V,pudistaa,تکان دادن
1244,schwenken::V,heiluttaa,تاب دادن
1245,schütten::V,kaataa,ریختن
1246,füllen::V,täyttää,پر کردن
1247,einwickeln::V,kääriä,پیچیدن
1248,tragen::V,kantaa,بردن
1249,tragen::V,kantaa,حمل کردن
1250,schleppen::V,raahata,کشیدن
1251,ziehen::V,vetää,کشیدن
1252,aufbewahren::V,säilyttää,نگهداری کردن
1253,werfen::V,viskata,انداختن
1254,werfen::V,viskata,پرتاب کردن
1255,fangen::V,napata,گرفتن
1256,fangen::V,ottaa kiinni,گرفتن
1257,packen::V,tarttua,گرفتن
1258,verstecken::V,kätkeä,قایم کردن
1259,verstecken::V,kätkeä,پنهان کردن
1260,verstecken::V,piilottaa,قایم کردن
1261,verstecken::V,piilottaa,پنهان کردن
1262,teilen::V,jakaa,قسمت کردن
1263,teilen::V,jakaa,تقسیم کردن
1264,schicken::V,lähettää,فرستادن
1265,schicken::V,lähettää,ارسال کردن
1266,bringen::V,viedä,آوردن
1267,hinzufügen::V,lisätä,افزودن
1268,hinzufügen::V,lisätä,اضافه کردن
1269,bekommen::V,saada,گرفتن
1270,erhalten::V,saada,دریافت کردن
1271,nehmen::V,ottaa,گرفتن
1272,nehmen::V,ottaa,برداشتن
1273,wählen::V,valita,انتخاب کردن
1274,auswählen::V,valikoida,برگزیدن
1275,bewahren::V,säilyttää,حفظ کردن
1276,bewahren::V,säilyttää,حفاظت کردن
1277,behindern::V,estää,مانع بودن
1278,verderben::V,pilata,از بین بردن
1279,verderben::V,turmella,از بین بردن
1280,beschädigen::V,vioittaa,صدمه زدن
1281,beschädigen::V,vahingoittaa,صدمه زدن
1282,zerbrechen::V,rikkoa,شکستن
1283,zerreißen::V,repiä rikki,دریدن
1284,zerreißen::V,repiä rikki,پاره کردن
1285,zerreißen::V,repiä palasiksi,دریدن
1286,zerreißen::V,repiä palasiksi,پاره کردن
1287,zerstören::V,hävittää,خراب کردن
1288,zerstören::V,hävittää,ویران کردن
1289,verbrennen::V,polttaa,سوزاندن
1290,geben::V,antaa,دادن
1291,reichen::V,ojentaa,دادن
1292,schenken::V,lahjoittaa,هدیه دادن
1293,versprechen::V,luvata,قول دادن
1294,versprechen::V,luvata,وعده دادن
1295,wünschen::V,toivottaa,آرزو کردن
1296,loben::V,ylistää,ستایش کردن
1297,küssen::V,suudella,بوسیدن
1298,wiegen::V,tuudittaa,نوسان کردن
1299,wiegen::V,keinuttaa,نوسان کردن
1300,zudecken::V,peittää,پوشاندن
1301,wecken::V,herättää,بیدار کردن
1302,zeigen::V,näyttää,نشان دادن
1303,zeigen::V,osoittaa,نشان دادن
1304,führen::V,johdattaa,رهنمائی کردن
1305,lehren::V,opettaa,آموختن
1306,lehren::V,opettaa,یاد دادن
1307,unterrichten::V,opettaa,درس دادن
1308,unterrichten::V,opettaa,تدریس کردن
1309,aufziehen::V,kasvattaa,تربیت کردن
1310,leiten::V,johtaa,اداره کردن
1311,antreiben::V,hoputtaa,عجله دادن
1312,lassen::V,antaa,وادار کردن
1313,einladen::V,kutsua,دعوت کردن
1314,einladen::V,kutsua,مهمان کردن
1315,vereinigen::V,yhdistää,یکی کردن
1316,vereinigen::V,yhdistää,متحد کردن
1317,besuchen::V,vierailla,دیدار کردن
1318,treffen::V,tavata,ملاقات کردن
1319,sich versammeln::V,kokoontua,جمع شدن
1320,spielen::V,pelata,بازی کردن
1321,spielen::V,leikkiä,بازی کردن
1322,singen::V,laulaa,آواز خواندن
1323,tanzen::V,tanssia,رقصیدن
1324,sich trennen::V,erota,جدا شدن
1325,verlassen::V,jättää,ترک کردن
1326,retten::V,pelastaa,نجات دادن
1327,bewachen::V,vartioida,حراست کردن
1328,schützen::V,suojella,حفظ کردن
1329,verteidigen::V,puolustaa,دفاع کردن
1330,sich schlagen::V,tapella,کتک‌کاری کردن
1331,schießen::V,ampua,تیر زدن
1332,siegen::V,voittaa,پیروز شدن
1333,ärgern::V,ärsyttää,ناراحت کردن
1334,schlagen::V,lyödä,زدن
1335,schlagen::V,lyödä,کوبیدن
1336,treten::V,potkaista,لگد زدن
1337,stechen::V,pistää,چاقو زدن
1338,stoßen::V,sysätä,هل دادن
1339,stoßen::V,työntää,هل دادن
1340,stehlen::V,varastaa,دزدیدن
1341,stören::V,häiritä,مزاحم شدن
1342,belästigen::V,häiritä,زحمت دادن
1343,verbergen::V,kätkeä,پنهان کردن
1344,täuschen::V,harhauttaa,گول زدن
1345,täuschen::V,harhauttaa,فریب دادن
1346,betrügen::V,pettää,گول زدن
1347,betrügen::V,pettää,فریب دادن
1348,betrügen::V,petkuttaa,گول زدن
1349,betrügen::V,petkuttaa,فریب دادن
1350,töten::V,tappaa,کشتن
1351,wohnen::V,asua,منزل داشتن
1352,wohnen::V,asua,سکونت داشتن
1353,arbeiten::V,tehdä työtä,کار کردن
1354,arbeiten::V,työskennellä,کار کردن
1355,sammeln::V,koota,جمع کردن
1356,sammeln::V,kerätä,جمع کردن
1357,pflücken::V,poimia,چیدن
1358,jagen::V,metsästää,شکار کردن
1359,fischen::V,kalastaa,صید کردن
1360,fischen::V,kalastaa,ماهی‌گیری کردن
1361,fassen::V,pyydystää,گرفتن
1362,fassen::V,saalistaa,گرفتن
1363,hüten::V,paimentaa,چراندن
1364,hüten::V,paimentaa,مراقبت کردن
1365,treiben::V,ajaa,راندن
1366,anbinden::V,kytkeä,متصل کردن
1367,füttern::V,ruokkia,غذا دادن
1368,melken::V,lypsää,دوشیدن
1369,hacken::V,hakata,خرد کردن
1370,gießen::V,kastella,ریختن
1371,reifen::V,kypsyä,رسیدن
1372,zubereiten::V,valmistaa,طبخ کردن
1373,zubereiten::V,valmistaa,آماده کردن
1374,kochen::V,keittää,پختن
1375,kochen::V,keittää,آشپزی کردن
1376,backen::V,leipoa,پختن
1377,braten::V,paistaa,سرخ کردن
1378,umrühren::V,hämmentää,هم زدن
1379,stricken::V,kutoa,بافتن
1380,stricken::V,neuloa,بافتن
1381,nähen::V,ommella,دوختن
1382,färben::V,värjätä,رنگ زدن
1383,färben::V,värittää,رنگ زدن
1384,reinigen::V,puhdistaa,پاک کردن
1385,reinigen::V,puhdistaa,تمیز کردن
1386,waschen::V,pestä,شستن
1387,abwischen::V,pyyhkiä,زدودن
1388,spülen::V,huuhtoa,شستن
1389,fegen::V,pyyhkäistä,جارو کردن
1390,kehren::V,lakaista,جارو کردن
1391,baden::V,kylpeä,شنا کردن
1392,baden::V,kylpeä,حمام کردن
1393,sich waschen::V,peseytyä,شستشو کردن
1394,ausziehen::V,riisua,درآوردن
1395,anziehen::V,pukea ylleen,پوشیدن
1396,sich anziehen::V,pukeutua,لباس پوشیدن
1397,kämmen::V,kammata,شانه زدن
1398,schmücken::V,koristaa,زینت دادن
1399,schmücken::V,kaunistaa,زینت دادن
1400,sagen::V,sanoa,گفتن
1401,sprechen::V,puhua,حرف زدن
1402,sprechen::V,puhua,صحبت کردن
1403,reden::V,keskustella,حرف زدن
1404,reden::V,keskustella,صحبت کردن
1405,sich unterhalten::V,jutella,گپ زدن
1406,fragen::V,kysyä,پرسیدن
1407,fragen::V,kysyä,سؤال کردن
1408,bitten::V,pyytää,خواهش کردن
1409,bitten::V,pyytää,درخواست کردن
1410,erzählen::V,kertoa,نقل کردن
1411,erzählen::V,kertoa,حکایت کردن
1412,mitteilen::V,ilmoittaa,خبر دادن
1413,nennen::V,kutsua,نامیدن
1414,nennen::V,nimittää,نامیدن
1415,rufen::V,kutsua,صدا کردن
1416,prahlen::V,kerskailla,پز آمدن
1417,übersetzen::V,kääntää,ترجمه کردن
1418,denken::V,miettiä,فکر کردن
1419,denken::V,ajatella,فکر کردن
1420,glauben::V,uskoa,باور کردن
1421,glauben::V,uskoa,عقیده داشتن
1422,bemerken::V,huomata,متوجه شدن
1423,erkennen::V,tunnistaa,شناختن
1424,erkennen::V,tunnistaa,تشخیص دادن
1425,begreifen::V,ymmärtää,فهمیدن
1426,begreifen::V,ymmärtää,درک کردن
1427,verstehen::V,ymmärtää,فهمیدن
1428,lernen::V,oppia,آموختن
1429,lernen::V,oppia,یاد گرفتن
1430,wissen::V,tietää,دانستن
1431,sich erinnern an::V,muistaa,به یاد آوردن
1432,vergessen::V,unohtaa,فراموش کردن
1433,messen::V,mitata,اندازه گرفتن
1434,zählen::V,laskea,شمردن
1435,rechnen::V,laskea,حساب کردن
1436,lesen::V,lukea,خواندن
1437,malen::V,maalata,نقاشی کردن
1438,zeichnen::V,piirtää,کشیدن
1439,zeichnen::V,piirtää,رسم کردن
1440,zeichnen::V,piirustaa,کشیدن
1441,zeichnen::V,piirustaa,رسم کردن
1442,schreiben::V,kirjoittaa,نوشتن
1443,besitzen::V,omistaa,داشتن
1444,kaufen::V,ostaa,خریدن
1445,kaufen::V,ostaa,خرید کردن
1446,verkaufen::V,myydä,فروختن
1447,bezahlen::V,maksaa,پرداختن
1448,zahlen::V,maksaa,پرداخت کردن
1449,beherrschen::V,hallita,مسلط بودن
1450,ertragen::V,kestää,تحمل کردن
